,Good Chat Sam,Kouta Marjen,Hearts Denied,Echo Chamber,Sun Ace,Golden Coast
09-01-2023 14:35:48.809391,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9127999999999998)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:35:49.785015,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9127999999999998)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:35:50.863082,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9127999999999998)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:35:52.179226,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9127999999999998)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:35:53.190116,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9127999999999998)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:35:54.175190,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9127999999999998)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:35:55.234595,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9127999999999998)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:35:56.303341,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9127999999999998)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:35:57.395731,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9127999999999998)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:35:58.480095,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9127999999999998)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:35:59.504370,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9127999999999998)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:00.383645,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:01.363268,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:02.469152,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:03.479394,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:04.478720,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:05.442461,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:06.353775,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:07.415275,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:08.371192,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:09.440039,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:10.471252,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:11.679187,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:12.822572,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:13.984317,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:14.980893,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:16.085958,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:17.065095,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:18.151636,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:19.305250,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:20.258712,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:21.141868,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:22.078391,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:23.054298,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:23.976054,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:25.013348,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:25.910104,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:26.953063,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:28.011237,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:29.234800,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:30.139637,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:31.125334,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:32.111378,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:33.078709,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:34.035678,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:34.964519,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:35.917911,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:36.924272,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:37.852905,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:38.785196,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:39.740904,"(13.0, 27.0, 17.3125)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 29.81818181818182)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.666666666666668)"
09-01-2023 14:36:40.673667,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:41.577450,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:42.643528,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:43.646024,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:44.671993,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:45.630450,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:46.494691,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:47.481731,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:48.538917,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:49.585864,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:50.521086,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:51.440038,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:52.454378,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:53.522364,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:54.426893,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:55.401781,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:56.455170,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:57.405494,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:58.300561,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:36:59.254348,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:00.241233,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:01.203217,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:02.186140,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:03.116276,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:04.041553,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:04.984675,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:05.933122,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:06.935776,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:08.025198,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:08.910275,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:09.801581,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:10.894927,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:11.981907,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:13.033752,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:13.988216,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:14.902740,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9752631578947368)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:15.838750,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:16.884075,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:17.795482,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:18.818156,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9115384615384614)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:19.860453,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9115384615384614)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:20.852904,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9115384615384614)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:21.775898,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9115384615384614)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:22.721667,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9115384615384614)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:23.685025,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9115384615384614)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:24.738828,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9115384615384614)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:25.689095,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9115384615384614)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:26.711183,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9115384615384614)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:27.767434,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:28.841677,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:29.814812,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
09-01-2023 14:37:30.747985,"(13.0, 27.0, 22.294117647058822)","(1.9, 2.7, 1.9034285714285712)","(6.0, 12.5, 6.5)","(19.0, 60.0, 40.90909090909091)","(3.0, 5.2, 3.4222222222222225)","(8.0, 16.5, 15.58421052631579)"
