,Lincoln River,Midfrew Lucre,Ohoka Creed,Malaka Miss,Neptune,Tugawar,Acushla Machree
16-12-2022 15:48:49.080777,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.26)","(4.4, 5.3, 4.966666666666667)","(12.0, 18.5, 14.0)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 30.75)","(20.0, 100.0, 88.71428571428572)"
16-12-2022 15:48:50.046692,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.26)","(4.4, 5.3, 5.05)","(12.0, 18.5, 14.0)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 30.75)","(20.0, 100.0, 88.71428571428572)"
16-12-2022 15:48:50.978237,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.26)","(4.4, 5.3, 5.05)","(12.0, 18.5, 14.0)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 30.75)","(20.0, 100.0, 88.71428571428572)"
16-12-2022 15:48:51.891382,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.26)","(4.4, 5.3, 5.05)","(12.0, 18.5, 14.0)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 30.75)","(20.0, 100.0, 88.71428571428572)"
16-12-2022 15:48:52.837794,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.26)","(4.4, 5.3, 5.05)","(12.0, 18.5, 14.0)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 30.75)","(20.0, 100.0, 88.71428571428572)"
16-12-2022 15:48:53.779182,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.26)","(4.4, 5.3, 5.05)","(12.0, 18.5, 14.0)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 30.75)","(20.0, 100.0, 88.71428571428572)"
16-12-2022 15:48:54.712793,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.26)","(4.4, 5.3, 5.133333333333333)","(12.0, 18.5, 14.0)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 30.75)","(20.0, 100.0, 88.71428571428572)"
16-12-2022 15:48:55.622835,"(2.9, 3.6, 3.5714285714285716)","(3.0, 5.5, 5.26)","(4.4, 5.3, 5.133333333333333)","(12.0, 18.5, 14.0)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 30.75)","(20.0, 100.0, 88.71428571428572)"
16-12-2022 15:48:56.575379,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.26)","(4.4, 5.4, 4.788235294117647)","(12.0, 18.5, 14.0)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 30.75)","(20.0, 100.0, 88.71428571428572)"
16-12-2022 15:48:57.528443,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.26)","(4.4, 5.3, 5.027272727272727)","(12.0, 18.5, 14.214285714285714)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 30.75)","(20.0, 100.0, 84.4)"
16-12-2022 15:48:58.458952,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.26)","(4.4, 5.2, 5.075)","(12.0, 18.0, 14.071428571428571)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 30.75)","(20.0, 100.0, 90.25)"
16-12-2022 15:48:59.399225,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.26)","(4.4, 5.2, 5.075)","(12.0, 18.0, 13.5)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 30.75)","(20.0, 100.0, 90.25)"
16-12-2022 15:49:00.361792,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.26)","(4.4, 5.2, 5.075)","(12.0, 18.0, 13.5)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 30.75)","(20.0, 100.0, 90.25)"
16-12-2022 15:49:01.317105,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.26)","(4.4, 5.2, 5.075)","(12.0, 18.0, 13.5)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 32.8)","(20.0, 100.0, 90.25)"
16-12-2022 15:49:02.296194,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.26)","(4.4, 5.2, 5.075)","(12.0, 18.0, 13.11111111111111)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 32.8)","(20.0, 100.0, 90.25)"
16-12-2022 15:49:03.210408,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.26)","(4.4, 5.2, 5.033333333333333)","(12.0, 18.0, 13.11111111111111)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 32.8)","(20.0, 100.0, 90.25)"
16-12-2022 15:49:04.151594,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.26)","(4.4, 5.2, 5.033333333333333)","(12.0, 18.0, 13.11111111111111)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 32.8)","(20.0, 100.0, 61.30769230769231)"
16-12-2022 15:49:05.133590,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.26)","(4.4, 5.2, 5.033333333333333)","(12.0, 18.0, 13.11111111111111)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 32.8)","(20.0, 95.0, 61.30769230769231)"
16-12-2022 15:49:06.068605,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.26)","(4.4, 5.2, 5.033333333333333)","(12.0, 18.0, 13.11111111111111)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 32.8)","(20.0, 95.0, 61.30769230769231)"
16-12-2022 15:49:06.977185,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.26)","(4.4, 5.2, 5.033333333333333)","(12.0, 18.0, 13.05)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 32.8)","(20.0, 95.0, 52.05882352941177)"
16-12-2022 15:49:07.873777,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.26)","(4.4, 5.2, 5.033333333333333)","(12.0, 18.0, 13.416666666666666)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 32.8)","(20.0, 95.0, 56.0)"
16-12-2022 15:49:08.797774,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.08)","(4.4, 5.2, 5.033333333333333)","(12.0, 18.0, 14.428571428571429)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 30.75)","(20.0, 90.0, 71.0)"
16-12-2022 15:49:09.729433,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.08)","(4.4, 5.2, 5.033333333333333)","(12.0, 18.0, 14.428571428571429)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 30.75)","(20.0, 85.0, 53.5)"
16-12-2022 15:49:10.636199,"(2.9, 3.6, 3.566666666666667)","(3.0, 5.5, 5.08)","(4.4, 5.2, 5.033333333333333)","(12.0, 18.0, 14.428571428571429)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 25.125)","(20.0, 85.0, 45.54545454545455)"
16-12-2022 15:49:11.558538,"(2.9, 3.8, 3.7636363636363637)","(3.0, 5.5, 5.08)","(4.4, 5.2, 5.033333333333333)","(12.0, 18.0, 14.428571428571429)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 25.125)","(20.0, 85.0, 56.06666666666667)"
16-12-2022 15:49:12.491059,"(2.9, 3.8, 3.7824999999999998)","(3.0, 5.5, 5.08)","(4.4, 5.2, 5.033333333333333)","(12.0, 18.0, 14.428571428571429)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 25.125)","(20.0, 85.0, 42.3)"
16-12-2022 15:49:13.447515,"(2.9, 3.8, 3.7824999999999998)","(3.0, 5.5, 5.08)","(4.4, 5.2, 4.95)","(12.0, 18.0, 14.428571428571429)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 25.125)","(20.0, 85.0, 42.3)"
16-12-2022 15:49:14.391953,"(2.9, 3.8, 3.7824999999999998)","(3.0, 5.5, 5.08)","(4.4, 5.2, 4.95)","(12.0, 18.0, 14.428571428571429)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 25.125)","(20.0, 85.0, 57.599999999999994)"
16-12-2022 15:49:15.358950,"(2.9, 3.8, 3.7824999999999998)","(3.0, 5.5, 5.08)","(4.4, 5.2, 4.842857142857143)","(12.0, 18.0, 14.428571428571429)","(5.0, 5.9, 5.73125)","(18.0, 42.0, 33.166666666666664)","(20.0, 80.0, 37.22222222222222)"
16-12-2022 15:49:16.375768,"(2.9, 3.8, 3.7824999999999998)","(3.0, 5.5, 5.08)","(4.4, 5.2, 4.842857142857143)","(12.0, 18.0, 16.0)","(5.0, 5.9, 5.705)","(18.0, 40.0, 35.9)","(20.0, 80.0, 37.22222222222222)"
16-12-2022 15:49:17.390534,"(2.9, 3.8, 3.6)","(3.0, 5.5, 5.08)","(4.4, 5.2, 4.842857142857143)","(12.0, 17.5, 15.0)","(5.0, 5.9, 5.705)","(18.0, 40.0, 33.166666666666664)","(20.0, 80.0, 67.34375)"
16-12-2022 15:49:18.377338,"(2.9, 3.8, 3.6)","(3.0, 5.4, 4.909090909090909)","(4.2, 5.2, 4.842857142857143)","(11.0, 17.0, 15.0)","(5.0, 5.9, 5.73125)","(18.0, 40.0, 33.166666666666664)","(20.0, 75.0, 61.75675675675676)"
16-12-2022 15:49:19.334423,"(2.9, 3.8, 3.6)","(3.0, 5.3, 4.835714285714285)","(4.2, 5.2, 4.842857142857143)","(11.0, 17.0, 14.142857142857142)","(5.0, 5.9, 5.73125)","(18.0, 40.0, 33.166666666666664)","(20.0, 75.0, 61.75675675675676)"
16-12-2022 15:49:20.231269,"(2.9, 3.8, 3.6)","(3.0, 5.3, 4.835714285714285)","(4.2, 5.2, 4.842857142857143)","(11.0, 17.0, 14.142857142857142)","(5.0, 5.9, 5.73125)","(18.0, 40.0, 33.166666666666664)","(20.0, 75.0, 35.0)"
16-12-2022 15:49:21.186578,"(2.9, 3.8, 3.6)","(3.0, 5.3, 4.835714285714285)","(4.2, 5.2, 4.866666666666666)","(11.0, 17.0, 14.142857142857142)","(5.0, 5.9, 5.73125)","(18.0, 40.0, 33.166666666666664)","(20.0, 75.0, 43.0)"
16-12-2022 15:49:22.091855,"(2.9, 3.8, 3.6384615384615384)","(3.0, 5.2, 4.933333333333334)","(4.2, 5.1, 4.7142857142857135)","(11.0, 17.0, 14.142857142857142)","(5.0, 5.9, 5.73125)","(18.0, 40.0, 35.9)","(20.0, 75.0, 43.0)"
16-12-2022 15:49:22.999185,"(2.9, 3.8, 3.6384615384615384)","(3.0, 5.2, 4.88)","(4.2, 5.1, 4.963636363636363)","(11.0, 17.0, 14.142857142857142)","(5.0, 5.9, 5.73125)","(18.0, 40.0, 35.9)","(20.0, 75.0, 43.0)"
16-12-2022 15:49:23.909200,"(2.9, 3.8, 3.738235294117647)","(3.0, 5.2, 4.88)","(4.2, 5.1, 4.963636363636363)","(11.0, 17.0, 14.142857142857142)","(5.0, 5.9, 5.705)","(18.0, 38.0, 32.7)","(20.0, 75.0, 49.0)"
16-12-2022 15:49:24.848234,"(2.9, 3.8, 3.7539473684210525)","(3.0, 5.2, 4.933333333333334)","(4.2, 5.2, 4.88235294117647)","(11.0, 17.0, 14.6)","(5.0, 5.9, 5.705)","(18.0, 36.0, 32.7)","(20.0, 70.0, 38.5)"
16-12-2022 15:49:25.777585,"(2.9, 3.8, 3.7539473684210525)","(3.0, 5.2, 4.933333333333334)","(4.2, 5.1, 4.725)","(11.0, 17.0, 14.6)","(5.0, 5.9, 5.705)","(18.0, 36.0, 32.7)","(20.0, 70.0, 38.5)"
16-12-2022 15:49:26.680733,"(2.9, 3.8, 3.7539473684210525)","(3.0, 5.2, 4.933333333333334)","(4.2, 5.2, 4.72)","(11.0, 17.0, 14.6)","(5.0, 5.9, 5.705)","(18.0, 36.0, 32.7)","(20.0, 70.0, 38.5)"
16-12-2022 15:49:27.628882,"(2.9, 3.8, 3.7539473684210525)","(3.0, 5.2, 4.933333333333334)","(4.2, 5.2, 4.729411764705882)","(11.0, 17.0, 14.6)","(5.0, 5.9, 5.705)","(18.0, 36.0, 30.5)","(20.0, 70.0, 38.5)"
16-12-2022 15:49:28.606736,"(2.9, 3.8, 3.7539473684210525)","(3.0, 5.2, 4.933333333333334)","(4.2, 5.2, 4.729411764705882)","(11.0, 17.0, 14.6)","(5.0, 5.9, 5.705)","(18.0, 36.0, 30.5)","(20.0, 70.0, 44.8)"
16-12-2022 15:49:29.576051,"(2.9, 3.8, 3.7539473684210525)","(3.0, 5.2, 4.933333333333334)","(4.2, 5.2, 4.729411764705882)","(11.0, 18.0, 14.11111111111111)","(5.0, 5.9, 5.705)","(18.0, 36.0, 30.5)","(20.0, 70.0, 44.8)"
16-12-2022 15:49:30.524651,"(2.9, 3.8, 3.7539473684210525)","(3.0, 5.2, 4.933333333333334)","(4.2, 5.2, 4.729411764705882)","(11.0, 17.5, 14.875)","(5.0, 5.9, 5.705)","(18.0, 36.0, 30.5)","(20.0, 70.0, 44.8)"
16-12-2022 15:49:31.489820,"(2.9, 3.8, 3.7539473684210525)","(3.0, 5.2, 4.933333333333334)","(4.2, 5.2, 4.729411764705882)","(11.0, 17.5, 14.5)","(5.0, 5.9, 5.705)","(18.0, 36.0, 27.75)","(20.0, 70.0, 44.8)"
16-12-2022 15:49:32.459236,"(2.9, 3.8, 3.7539473684210525)","(3.0, 5.2, 4.872727272727273)","(4.2, 5.2, 4.729411764705882)","(11.0, 17.5, 14.5)","(5.0, 5.9, 5.705)","(18.0, 36.0, 27.75)","(20.0, 70.0, 44.8)"
16-12-2022 15:49:33.472702,"(2.9, 3.8, 3.7539473684210525)","(3.0, 5.2, 4.872727272727273)","(4.2, 5.2, 4.72)","(11.0, 17.0, 15.25)","(5.0, 5.9, 5.705)","(18.0, 36.0, 27.75)","(20.0, 70.0, 44.8)"
16-12-2022 15:49:34.440087,"(2.9, 3.8, 3.7539473684210525)","(3.0, 5.2, 5.083870967741936)","(4.2, 5.2, 4.709090909090909)","(11.0, 17.0, 15.25)","(5.0, 5.9, 5.705)","(18.0, 36.0, 27.75)","(20.0, 70.0, 44.8)"
16-12-2022 15:49:35.371234,"(2.9, 3.8, 3.7539473684210525)","(3.0, 5.2, 5.083870967741936)","(4.2, 5.1, 4.725)","(11.0, 17.0, 15.25)","(5.0, 5.9, 5.705)","(18.0, 36.0, 27.75)","(20.0, 70.0, 44.8)"
16-12-2022 15:49:36.311470,"(2.9, 3.8, 3.748148148148148)","(3.0, 5.2, 5.083870967741936)","(4.2, 5.1, 4.725)","(11.0, 17.0, 15.25)","(5.0, 5.9, 5.705)","(18.0, 36.0, 23.642857142857142)","(20.0, 70.0, 44.8)"
16-12-2022 15:49:37.256208,"(2.9, 3.8, 3.748148148148148)","(3.0, 5.2, 5.083870967741936)","(4.2, 5.2, 4.88235294117647)","(11.0, 17.0, 15.25)","(5.0, 5.9, 5.705)","(18.0, 34.0, 23.642857142857142)","(20.0, 70.0, 44.8)"
16-12-2022 15:49:38.177390,"(2.9, 3.8, 3.7702127659574467)","(3.0, 5.2, 5.083870967741936)","(4.2, 5.2, 4.88235294117647)","(11.0, 17.0, 15.25)","(5.0, 5.9, 5.705)","(18.0, 34.0, 23.642857142857142)","(20.0, 70.0, 39.38461538461539)"
16-12-2022 15:49:39.090425,"(2.9, 3.8, 3.748148148148148)","(3.0, 5.2, 5.083870967741936)","(4.2, 5.1, 4.730769230769231)","(11.0, 17.0, 15.6875)","(5.0, 5.9, 5.705)","(18.0, 34.0, 23.642857142857142)","(20.0, 65.0, 39.38461538461539)"
16-12-2022 15:49:40.000951,"(2.9, 3.8, 3.748148148148148)","(3.0, 5.2, 5.083870967741936)","(4.4, 5.2, 4.9)","(12.0, 17.0, 15.6875)","(5.0, 5.9, 5.705)","(18.0, 34.0, 23.642857142857142)","(20.0, 65.0, 39.38461538461539)"
16-12-2022 15:49:40.929438,"(2.9, 3.8, 3.748148148148148)","(3.0, 5.2, 5.083870967741936)","(4.4, 5.2, 4.8)","(12.0, 17.0, 15.6875)","(5.0, 5.9, 5.705)","(18.0, 34.0, 23.642857142857142)","(20.0, 65.0, 39.38461538461539)"
16-12-2022 15:49:41.846741,"(2.9, 3.8, 3.748148148148148)","(3.0, 5.2, 5.083870967741936)","(4.4, 5.2, 4.8)","(12.0, 17.0, 15.6875)","(5.0, 5.9, 5.705)","(18.0, 34.0, 23.642857142857142)","(20.0, 65.0, 39.38461538461539)"
16-12-2022 15:49:42.762196,"(2.9, 3.8, 3.748148148148148)","(3.0, 5.2, 5.083870967741936)","(4.4, 5.2, 4.8)","(12.0, 17.0, 15.6875)","(5.0, 5.9, 5.705)","(18.0, 34.0, 23.642857142857142)","(20.0, 65.0, 39.38461538461539)"
16-12-2022 15:49:43.693637,"(2.9, 3.8, 3.748148148148148)","(3.0, 5.2, 5.083870967741936)","(4.4, 5.2, 4.8)","(12.0, 17.0, 15.6875)","(5.0, 5.9, 5.705)","(18.0, 34.0, 23.642857142857142)","(20.0, 65.0, 39.38461538461539)"
16-12-2022 15:49:44.645865,"(2.9, 3.8, 3.748148148148148)","(3.0, 5.2, 5.083870967741936)","(4.4, 5.2, 4.8)","(12.0, 17.0, 16.0)","(5.0, 5.9, 5.705)","(18.0, 34.0, 23.642857142857142)","(20.0, 65.0, 39.38461538461539)"
16-12-2022 15:49:45.646514,"(2.9, 3.8, 3.770833333333333)","(3.0, 5.2, 5.083870967741936)","(4.4, 5.1, 4.725)","(12.0, 16.5, 15.3)","(5.0, 5.9, 5.705)","(18.0, 34.0, 27.833333333333336)","(20.0, 65.0, 44.5)"
16-12-2022 15:49:46.564214,"(2.9, 3.95, 3.9400000000000004)","(3.0, 5.2, 5.083870967741936)","(4.4, 5.2, 4.9)","(12.0, 16.5, 14.833333333333334)","(5.0, 5.9, 5.705)","(18.0, 32.0, 28.625)","(20.0, 60.0, 44.5)"
16-12-2022 15:49:47.545437,"(2.9, 3.95, 3.9400000000000004)","(3.0, 5.1, 4.9363636363636365)","(4.4, 5.2, 4.9)","(12.0, 16.5, 15.785714285714286)","(5.0, 5.9, 5.691304347826087)","(18.0, 32.0, 28.625)","(20.0, 60.0, 44.5)"
16-12-2022 15:49:48.536516,"(2.9, 3.95, 3.9406250000000003)","(3.0, 5.2, 5.075862068965518)","(4.4, 5.1, 4.725)","(12.0, 16.5, 15.785714285714286)","(5.0, 5.9, 5.691304347826087)","(18.0, 32.0, 28.625)","(20.0, 60.0, 44.5)"
16-12-2022 15:49:49.490356,"(2.9, 3.95, 3.9380952380952383)","(3.0, 5.1, 4.9363636363636365)","(4.4, 5.1, 4.963636363636363)","(12.0, 16.5, 15.785714285714286)","(5.0, 5.9, 5.691304347826087)","(18.0, 32.0, 28.625)","(20.0, 60.0, 44.5)"
16-12-2022 15:49:50.482264,"(2.9, 3.95, 3.9380952380952383)","(3.0, 5.1, 4.930434782608695)","(4.4, 5.1, 4.7142857142857135)","(12.0, 16.5, 15.785714285714286)","(5.0, 5.9, 5.691304347826087)","(18.0, 32.0, 28.625)","(20.0, 60.0, 44.5)"
16-12-2022 15:49:51.416202,"(2.9, 3.95, 3.9450980392156865)","(3.0, 5.1, 4.930434782608695)","(4.4, 5.1, 4.7142857142857135)","(12.0, 18.0, 17.333333333333332)","(5.0, 5.9, 5.691304347826087)","(18.0, 32.0, 28.625)","(20.0, 60.0, 44.5)"
16-12-2022 15:49:52.313128,"(2.9, 4.2, 3.95)","(3.0, 5.1, 4.930434782608695)","(4.4, 5.0, 4.788235294117647)","(12.0, 18.0, 17.333333333333332)","(5.0, 5.9, 5.691304347826087)","(18.0, 32.0, 28.625)","(20.0, 60.0, 44.5)"
16-12-2022 15:49:53.303363,"(2.9, 4.0, 3.95)","(3.0, 5.1, 4.930434782608695)","(4.4, 5.0, 4.671111111111111)","(12.0, 17.0, 15.25)","(5.0, 5.9, 5.691304347826087)","(18.0, 32.0, 28.625)","(20.0, 60.0, 44.5)"
16-12-2022 15:49:54.233863,"(2.9, 4.0, 3.8111111111111113)","(3.0, 5.1, 4.92)","(4.4, 5.0, 4.752380952380952)","(12.0, 18.0, 17.333333333333332)","(5.0, 5.9, 5.691304347826087)","(18.0, 32.0, 28.625)","(20.0, 60.0, 44.5)"
16-12-2022 15:49:55.154435,"(2.9, 4.0, 3.95)","(3.0, 5.1, 4.92)","(4.4, 4.9, 4.675)","(12.0, 17.5, 15.59090909090909)","(5.0, 5.9, 5.691304347826087)","(18.0, 32.0, 28.625)","(20.0, 60.0, 49.66666666666667)"
16-12-2022 15:49:56.041122,"(2.9, 3.95, 3.8000000000000003)","(3.0, 5.1, 4.92)","(4.4, 4.9, 4.84)","(12.0, 18.0, 16.25)","(5.0, 5.9, 5.691304347826087)","(18.0, 32.0, 28.625)","(20.0, 60.0, 49.66666666666667)"
16-12-2022 15:49:56.976437,"(2.9, 4.1, 3.8509433962264152)","(3.0, 5.1, 4.92)","(4.4, 4.9, 4.670588235294117)","(12.0, 17.5, 14.928571428571429)","(5.0, 5.9, 5.691304347826087)","(18.0, 32.0, 23.0)","(20.0, 60.0, 49.66666666666667)"
16-12-2022 15:49:57.884353,"(2.9, 4.1, 3.843965517241379)","(3.0, 5.1, 4.92)","(4.4, 4.9, 4.670588235294117)","(12.0, 17.5, 14.928571428571429)","(5.0, 5.9, 5.705)","(18.0, 32.0, 21.615384615384617)","(20.0, 60.0, 49.66666666666667)"
16-12-2022 15:49:58.786722,"(2.9, 4.1, 3.93125)","(3.0, 5.1, 4.92)","(4.4, 4.9, 4.670588235294117)","(12.0, 18.0, 16.25)","(5.0, 5.9, 5.691304347826087)","(18.0, 32.0, 21.615384615384617)","(20.0, 60.0, 49.66666666666667)"
16-12-2022 15:49:59.742794,"(2.9, 4.1, 3.93125)","(3.0, 5.1, 4.92)","(4.4, 4.9, 4.670588235294117)","(12.0, 18.0, 16.25)","(5.0, 5.9, 5.691304347826087)","(18.0, 32.0, 21.615384615384617)","(20.0, 60.0, 49.66666666666667)"
16-12-2022 15:50:00.675393,"(2.9, 4.1, 3.843965517241379)","(3.0, 5.1, 4.92)","(4.4, 4.9, 4.670588235294117)","(12.0, 17.5, 14.928571428571429)","(5.0, 5.9, 5.691304347826087)","(18.0, 32.0, 21.2)","(20.0, 60.0, 34.714285714285715)"
16-12-2022 15:50:01.649907,"(2.9, 4.1, 3.843965517241379)","(3.0, 5.1, 4.92)","(4.4, 4.9, 4.663157894736842)","(12.0, 17.5, 15.0)","(5.0, 5.9, 5.705)","(18.0, 32.0, 20.09090909090909)","(20.0, 75.0, 34.714285714285715)"
16-12-2022 15:50:02.619362,"(2.9, 4.1, 3.8348214285714284)","(3.0, 5.1, 4.927659574468085)","(4.4, 4.9, 4.670588235294117)","(12.0, 18.5, 15.666666666666666)","(5.0, 5.9, 5.691304347826087)","(18.0, 36.0, 21.0)","(20.0, 75.0, 51.5)"
16-12-2022 15:50:03.577027,"(2.9, 4.0, 3.972)","(3.0, 5.1, 4.927659574468085)","(4.4, 4.9, 4.670588235294117)","(12.0, 18.0, 15.0)","(5.0, 5.9, 5.691304347826087)","(18.0, 36.0, 21.0)","(20.0, 75.0, 51.5)"
16-12-2022 15:50:04.539805,"(2.9, 4.0, 3.7090909090909094)","(3.0, 5.1, 4.927659574468085)","(4.4, 4.9, 4.670588235294117)","(12.0, 17.5, 14.928571428571429)","(5.0, 5.9, 5.691304347826087)","(18.0, 36.0, 21.0)","(20.0, 75.0, 51.5)"
16-12-2022 15:50:05.576387,"(2.9, 4.0, 3.7090909090909094)","(3.0, 5.1, 4.927659574468085)","(4.4, 4.9, 4.638709677419355)","(12.0, 17.5, 14.928571428571429)","(5.0, 5.9, 5.705)","(18.0, 36.0, 27.25)","(20.0, 75.0, 51.5)"
16-12-2022 15:50:06.532899,"(2.9, 3.95, 3.7192307692307693)","(3.0, 5.1, 4.927659574468085)","(4.4, 4.9, 4.638709677419355)","(12.0, 17.5, 14.928571428571429)","(5.0, 5.9, 5.705)","(18.0, 36.0, 27.25)","(20.0, 75.0, 51.5)"
16-12-2022 15:50:07.473338,"(2.9, 3.95, 3.7058139534883723)","(3.0, 5.1, 4.927659574468085)","(4.4, 4.9, 4.636923076923076)","(12.0, 17.5, 14.928571428571429)","(5.0, 5.9, 5.705)","(18.0, 36.0, 27.25)","(20.0, 75.0, 51.5)"
16-12-2022 15:50:08.430237,"(2.9, 3.95, 3.7058139534883723)","(3.0, 5.1, 4.927659574468085)","(4.4, 4.9, 4.636923076923076)","(12.0, 17.5, 14.928571428571429)","(5.0, 5.9, 5.705)","(18.0, 36.0, 27.25)","(20.0, 75.0, 51.5)"
16-12-2022 15:50:09.402100,"(2.9, 3.95, 3.7058139534883723)","(3.0, 5.1, 4.927659574468085)","(4.4, 4.9, 4.636923076923076)","(12.0, 17.5, 14.928571428571429)","(5.0, 5.9, 5.705)","(18.0, 36.0, 27.25)","(20.0, 75.0, 51.5)"
16-12-2022 15:50:10.374385,"(2.9, 3.95, 3.7058139534883723)","(3.0, 5.1, 4.927659574468085)","(4.4, 4.9, 4.636923076923076)","(12.0, 17.5, 14.928571428571429)","(5.0, 5.9, 5.644680851063829)","(18.0, 36.0, 27.25)","(20.0, 75.0, 36.14285714285714)"
16-12-2022 15:50:11.282446,"(2.9, 3.9, 3.74)","(3.0, 5.1, 4.927659574468085)","(4.4, 4.9, 4.614999999999999)","(12.0, 17.5, 15.863636363636363)","(5.0, 5.9, 5.644680851063829)","(18.0, 36.0, 27.25)","(20.0, 85.0, 36.14285714285714)"
16-12-2022 15:50:12.196913,"(2.9, 3.85, 3.73)","(3.0, 5.1, 4.927659574468085)","(4.4, 4.9, 4.51875)","(12.0, 17.5, 16.954545454545453)","(5.0, 5.9, 5.644680851063829)","(18.0, 36.0, 27.25)","(20.0, 85.0, 36.14285714285714)"
16-12-2022 15:50:13.101111,"(2.9, 3.85, 3.73)","(3.0, 5.1, 5.060869565217391)","(4.4, 4.9, 4.51875)","(12.0, 17.5, 16.666666666666668)","(5.0, 5.9, 5.644680851063829)","(18.0, 36.0, 27.25)","(20.0, 85.0, 56.5)"
16-12-2022 15:50:13.996958,"(2.9, 3.85, 3.73)","(3.0, 5.1, 5.07391304347826)","(4.4, 4.9, 4.51875)","(12.0, 17.5, 16.5)","(5.0, 5.9, 5.644680851063829)","(18.0, 36.0, 27.25)","(20.0, 85.0, 56.5)"
16-12-2022 15:50:14.913429,"(2.9, 3.85, 3.73)","(3.0, 5.1, 5.07391304347826)","(4.4, 4.8, 4.5321428571428575)","(12.0, 17.5, 16.5)","(5.0, 5.9, 5.644680851063829)","(18.0, 36.0, 27.25)","(20.0, 85.0, 56.5)"
16-12-2022 15:50:15.814939,"(2.9, 3.85, 3.73)","(3.0, 5.1, 5.07391304347826)","(4.4, 4.9, 4.51875)","(12.0, 17.5, 16.5)","(5.0, 5.9, 5.644680851063829)","(18.0, 36.0, 31.625)","(20.0, 85.0, 47.0)"
16-12-2022 15:50:16.746069,"(2.9, 3.85, 3.73)","(3.0, 5.1, 5.07391304347826)","(4.4, 4.8, 4.5321428571428575)","(12.0, 17.5, 16.5)","(5.0, 5.9, 5.644680851063829)","(18.0, 36.0, 31.625)","(20.0, 85.0, 47.0)"
16-12-2022 15:50:17.666650,"(2.9, 3.85, 3.73)","(3.0, 5.1, 5.07391304347826)","(4.4, 4.8, 4.5321428571428575)","(12.0, 17.5, 16.5)","(5.0, 5.9, 5.644680851063829)","(18.0, 36.0, 31.625)","(20.0, 85.0, 47.0)"
16-12-2022 15:50:18.617628,"(2.9, 3.9, 3.725)","(3.0, 5.1, 5.07391304347826)","(4.4, 4.8, 4.5321428571428575)","(12.0, 17.5, 16.5)","(5.0, 5.9, 5.644680851063829)","(18.0, 36.0, 31.625)","(20.0, 85.0, 47.0)"
