,Lincoln River,Midfrew Lucre,Ohoka Creed,Malaka Miss,Neptune,Tugawar,Acushla Machree
16-12-2022 15:43:20.729355,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.3, 3.925)","(4.2, 6.8, 5.927272727272727)","(12.0, 21.0, 14.6)","(5.0, 6.8, 5.333333333333334)","(17.0, 48.0, 44.125)","(19.0, 100.0, 66.25)"
16-12-2022 15:43:21.866950,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.3, 3.925)","(4.2, 6.8, 6.114285714285714)","(12.0, 21.0, 14.6)","(5.0, 6.8, 5.6)","(17.0, 48.0, 44.125)","(19.0, 100.0, 49.6875)"
16-12-2022 15:43:23.184456,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.3, 3.925)","(4.2, 6.8, 6.32)","(12.0, 21.0, 18.5)","(5.0, 6.8, 6.626923076923077)","(17.0, 48.0, 44.125)","(19.0, 100.0, 63.63636363636363)"
16-12-2022 15:43:24.362739,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.3, 3.925)","(4.2, 6.8, 6.32)","(12.0, 21.0, 18.5)","(5.0, 6.8, 6.626923076923077)","(17.0, 48.0, 44.125)","(19.0, 100.0, 63.63636363636363)"
16-12-2022 15:43:25.523942,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.3, 3.925)","(4.2, 6.8, 6.05)","(12.0, 21.0, 14.6)","(5.0, 6.8, 5.96)","(17.0, 48.0, 37.83333333333333)","(19.0, 100.0, 63.63636363636363)"
16-12-2022 15:43:26.694916,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.3, 3.925)","(4.2, 6.8, 6.05)","(12.0, 21.0, 14.6)","(5.0, 6.8, 5.96)","(17.0, 48.0, 37.83333333333333)","(19.0, 100.0, 63.63636363636363)"
16-12-2022 15:43:27.884536,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.3, 3.925)","(4.2, 6.8, 6.05)","(12.0, 21.0, 14.6)","(5.0, 6.8, 5.96)","(17.0, 48.0, 37.83333333333333)","(19.0, 100.0, 49.375)"
16-12-2022 15:43:29.099360,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.3, 3.925)","(4.2, 6.8, 6.05)","(12.0, 21.0, 14.6)","(5.0, 6.8, 5.96)","(17.0, 48.0, 37.83333333333333)","(19.0, 100.0, 54.72222222222222)"
16-12-2022 15:43:30.387629,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.025)","(4.2, 6.8, 6.05)","(12.0, 21.0, 18.5)","(5.0, 6.8, 5.96)","(17.0, 48.0, 43.714285714285715)","(19.0, 100.0, 66.25)"
16-12-2022 15:43:31.601547,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 3.955)","(4.2, 6.8, 6.05)","(12.0, 21.0, 14.6)","(5.0, 6.8, 5.640000000000001)","(17.0, 48.0, 37.83333333333333)","(19.0, 100.0, 66.25)"
16-12-2022 15:43:32.745652,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 3.955)","(4.2, 6.8, 6.05)","(12.0, 21.0, 14.6)","(5.0, 6.6, 5.968421052631578)","(17.0, 48.0, 37.83333333333333)","(19.0, 100.0, 66.25)"
16-12-2022 15:43:33.959738,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.025)","(4.2, 6.8, 6.32)","(12.0, 21.0, 18.5)","(5.0, 6.6, 6.2387096774193544)","(17.0, 48.0, 43.714285714285715)","(19.0, 100.0, 66.25)"
16-12-2022 15:43:35.177482,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.025)","(4.2, 6.8, 6.32)","(12.0, 21.0, 18.5)","(5.0, 6.6, 6.2387096774193544)","(17.0, 48.0, 43.714285714285715)","(19.0, 100.0, 66.25)"
16-12-2022 15:43:36.411174,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.025)","(4.2, 6.8, 6.32)","(12.0, 21.0, 18.5)","(5.0, 6.6, 6.2387096774193544)","(17.0, 48.0, 37.83333333333333)","(19.0, 100.0, 66.25)"
16-12-2022 15:43:37.551809,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.025)","(4.2, 6.8, 6.32)","(12.0, 21.0, 14.6)","(5.0, 6.6, 6.2387096774193544)","(17.0, 48.0, 37.83333333333333)","(19.0, 100.0, 66.25)"
16-12-2022 15:43:38.744620,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.025)","(4.2, 6.8, 6.32)","(12.0, 21.0, 18.5)","(5.0, 6.6, 6.2387096774193544)","(17.0, 48.0, 43.714285714285715)","(19.0, 100.0, 66.25)"
16-12-2022 15:43:39.967845,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.15)","(4.2, 6.8, 6.32)","(12.0, 21.0, 18.5)","(5.0, 6.6, 6.678571428571429)","(17.0, 48.0, 43.714285714285715)","(19.0, 100.0, 66.25)"
16-12-2022 15:43:41.093027,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.114285714285715)","(4.2, 6.8, 6.32)","(12.0, 21.0, 18.5)","(5.0, 7.0, 6.466666666666667)","(17.0, 48.0, 43.714285714285715)","(19.0, 100.0, 66.25)"
16-12-2022 15:43:42.420978,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.129411764705883)","(4.2, 6.8, 6.32)","(12.0, 21.0, 18.5)","(5.0, 6.8, 6.70625)","(17.0, 48.0, 31.75)","(19.0, 100.0, 78.11111111111111)"
16-12-2022 15:43:43.761698,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.107692307692307)","(4.2, 6.8, 6.32)","(12.0, 21.0, 14.6)","(5.0, 6.8, 6.466666666666667)","(17.0, 46.0, 24.625)","(19.0, 95.0, 78.11111111111111)"
16-12-2022 15:43:45.012307,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.107692307692307)","(4.2, 6.8, 6.32)","(12.0, 21.0, 14.6)","(5.0, 6.8, 6.70625)","(17.0, 46.0, 31.75)","(19.0, 95.0, 64.8)"
16-12-2022 15:43:46.257699,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.107692307692307)","(4.2, 6.8, 6.32)","(12.0, 21.0, 14.6)","(5.0, 6.8, 6.683333333333334)","(17.0, 46.0, 31.75)","(19.0, 95.0, 76.25)"
16-12-2022 15:43:47.405516,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.161290322580645)","(4.2, 6.8, 6.32)","(12.0, 21.0, 14.6)","(5.0, 6.8, 6.683333333333334)","(17.0, 46.0, 31.75)","(19.0, 95.0, 76.25)"
16-12-2022 15:43:48.494909,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.161290322580645)","(4.2, 6.8, 6.32)","(12.0, 21.0, 18.5)","(5.0, 6.8, 6.466666666666667)","(17.0, 46.0, 39.0)","(19.0, 95.0, 76.25)"
16-12-2022 15:43:49.743762,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.025)","(4.2, 6.8, 6.32)","(12.0, 21.0, 18.5)","(5.0, 7.4, 6.35)","(17.0, 46.0, 24.625)","(19.0, 95.0, 64.8)"
16-12-2022 15:43:50.876735,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.095)","(4.2, 6.8, 6.32)","(12.0, 21.0, 14.6)","(5.0, 7.4, 6.640000000000001)","(17.0, 46.0, 24.625)","(19.0, 95.0, 43.66666666666667)"
16-12-2022 15:43:52.097361,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.095)","(4.2, 6.8, 6.32)","(12.0, 21.0, 14.6)","(5.0, 7.2, 6.707692307692308)","(17.0, 46.0, 24.625)","(19.0, 95.0, 43.66666666666667)"
16-12-2022 15:43:53.289906,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.095)","(4.2, 6.8, 6.32)","(12.0, 21.0, 14.6)","(5.0, 7.0, 6.707692307692308)","(17.0, 46.0, 24.625)","(19.0, 95.0, 43.66666666666667)"
16-12-2022 15:43:54.396925,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.095)","(4.2, 6.8, 6.32)","(12.0, 21.0, 14.6)","(5.0, 7.0, 6.16)","(17.0, 46.0, 25.0)","(19.0, 95.0, 43.66666666666667)"
16-12-2022 15:43:55.528043,"(2.9, 3.9, 3.333333333333333)","(2.9, 4.2, 4.095)","(4.2, 6.8, 6.32)","(12.0, 21.0, 19.166666666666668)","(5.0, 6.8, 6.68)","(17.0, 46.0, 25.0)","(19.0, 95.0, 43.66666666666667)"
16-12-2022 15:43:56.603916,"(2.9, 3.9, 3.7933333333333334)","(2.9, 4.2, 4.095)","(4.2, 6.8, 6.32)","(12.0, 22.0, 17.75)","(5.0, 6.8, 6.16)","(17.0, 46.0, 39.111111111111114)","(19.0, 95.0, 54.5)"
16-12-2022 15:43:57.683624,"(2.9, 3.9, 3.58)","(2.9, 4.2, 4.095)","(4.2, 6.8, 6.32)","(12.0, 22.0, 14.0)","(5.0, 6.8, 6.68)","(17.0, 46.0, 39.111111111111114)","(19.0, 90.0, 54.5)"
16-12-2022 15:43:58.928980,"(2.9, 3.9, 3.4499999999999997)","(2.9, 4.2, 4.095)","(4.2, 6.8, 6.32)","(12.0, 22.0, 14.0)","(5.0, 6.8, 5.8)","(17.0, 46.0, 39.111111111111114)","(19.0, 90.0, 54.5)"
16-12-2022 15:44:00.191006,"(2.9, 3.9, 3.4333333333333336)","(2.9, 4.2, 4.095)","(4.2, 6.8, 6.32)","(12.0, 22.0, 17.75)","(5.0, 6.8, 5.885714285714286)","(17.0, 46.0, 39.111111111111114)","(19.0, 90.0, 54.5)"
16-12-2022 15:44:01.385813,"(2.9, 3.9, 3.4499999999999997)","(2.9, 4.2, 4.11923076923077)","(4.2, 6.8, 6.32)","(12.0, 22.0, 14.0)","(5.0, 6.8, 6.16)","(17.0, 46.0, 33.8)","(19.0, 90.0, 54.5)"
16-12-2022 15:44:02.581209,"(2.9, 3.9, 3.642857142857143)","(2.9, 4.2, 4.083333333333334)","(4.2, 6.8, 6.32)","(12.0, 22.0, 14.0)","(5.0, 6.8, 5.383333333333333)","(17.0, 46.0, 33.8)","(19.0, 90.0, 54.5)"
16-12-2022 15:44:03.762097,"(2.9, 3.9, 3.7363636363636363)","(2.9, 4.2, 4.083333333333334)","(4.2, 6.8, 6.32)","(12.0, 22.0, 14.0)","(5.0, 6.8, 5.383333333333333)","(17.0, 46.0, 33.8)","(19.0, 90.0, 54.5)"
16-12-2022 15:44:04.924246,"(2.9, 3.9, 3.7363636363636363)","(2.9, 4.2, 4.083333333333334)","(4.2, 6.8, 6.32)","(12.0, 22.0, 14.0)","(5.0, 6.8, 5.326666666666666)","(17.0, 46.0, 33.8)","(19.0, 90.0, 54.5)"
16-12-2022 15:44:06.225157,"(2.9, 3.9, 3.7363636363636363)","(2.9, 4.2, 4.083333333333334)","(4.2, 6.8, 6.32)","(12.0, 22.0, 14.0)","(5.0, 6.8, 5.326666666666666)","(17.0, 46.0, 33.8)","(19.0, 90.0, 54.5)"
16-12-2022 15:44:07.499781,"(2.9, 3.9, 3.6999999999999997)","(2.9, 4.2, 4.083333333333334)","(4.2, 6.8, 6.32)","(12.0, 22.0, 14.0)","(5.0, 6.8, 5.326666666666666)","(17.0, 46.0, 27.7)","(19.0, 90.0, 54.5)"
16-12-2022 15:44:08.744881,"(2.9, 3.9, 3.664285714285714)","(2.9, 4.2, 4.083333333333334)","(4.2, 6.8, 6.32)","(12.0, 22.0, 14.0)","(5.0, 6.8, 5.326666666666666)","(17.0, 46.0, 27.7)","(19.0, 90.0, 54.5)"
16-12-2022 15:44:09.993595,"(2.9, 3.9, 3.664285714285714)","(2.9, 4.2, 4.083333333333334)","(4.2, 6.8, 6.32)","(12.0, 22.0, 14.0)","(5.0, 6.8, 5.326666666666666)","(17.0, 46.0, 27.7)","(19.0, 90.0, 54.5)"
16-12-2022 15:44:11.254716,"(2.9, 3.9, 3.664285714285714)","(2.9, 4.2, 4.083333333333334)","(4.2, 6.8, 6.32)","(12.0, 22.0, 14.0)","(5.0, 6.8, 5.326666666666666)","(17.0, 46.0, 27.7)","(19.0, 90.0, 54.5)"
16-12-2022 15:44:12.481546,"(2.9, 3.9, 3.664285714285714)","(2.9, 4.2, 4.083333333333334)","(4.2, 6.8, 6.32)","(12.0, 22.0, 14.0)","(5.0, 6.8, 5.981481481481481)","(17.0, 46.0, 27.7)","(19.0, 90.0, 54.5)"
16-12-2022 15:44:13.680523,"(2.9, 3.9, 3.664285714285714)","(2.9, 4.2, 4.083333333333334)","(4.2, 6.8, 6.32)","(12.0, 22.0, 14.0)","(5.0, 6.8, 5.981481481481481)","(17.0, 46.0, 27.7)","(19.0, 90.0, 54.5)"
16-12-2022 15:44:15.030386,"(2.9, 3.9, 3.664285714285714)","(2.9, 4.2, 4.083333333333334)","(4.2, 6.8, 6.32)","(12.0, 22.0, 14.0)","(5.0, 6.8, 5.981481481481481)","(17.0, 46.0, 27.7)","(19.0, 90.0, 54.5)"
16-12-2022 15:44:16.489400,"(2.9, 3.9, 3.7333333333333334)","(2.9, 4.2, 4.083333333333334)","(4.2, 6.8, 6.32)","(12.0, 22.0, 17.666666666666668)","(5.0, 6.8, 5.345454545454546)","(17.0, 46.0, 34.66666666666667)","(19.0, 90.0, 29.57142857142857)"
16-12-2022 15:44:17.549280,"(2.9, 3.9, 3.7333333333333334)","(2.9, 4.2, 4.083333333333334)","(4.2, 6.8, 6.32)","(12.0, 20.0, 17.666666666666668)","(5.0, 6.8, 5.306666666666667)","(17.0, 44.0, 34.66666666666667)","(19.0, 90.0, 29.57142857142857)"
16-12-2022 15:44:18.722315,"(2.9, 3.9, 3.7)","(2.9, 4.2, 4.083333333333334)","(4.2, 6.8, 6.0)","(12.0, 20.0, 14.857142857142858)","(5.0, 6.8, 5.4875)","(17.0, 44.0, 34.66666666666667)","(19.0, 90.0, 29.57142857142857)"
16-12-2022 15:44:19.983465,"(2.9, 3.95, 3.7666666666666666)","(2.9, 4.2, 3.957142857142857)","(4.2, 6.8, 6.0)","(12.0, 19.5, 14.857142857142858)","(5.0, 6.8, 5.4875)","(17.0, 44.0, 24.0)","(19.0, 90.0, 29.57142857142857)"
16-12-2022 15:44:21.246726,"(2.9, 3.95, 3.6538461538461537)","(2.9, 4.1, 3.957142857142857)","(4.2, 6.8, 6.0)","(12.0, 19.5, 14.857142857142858)","(5.0, 6.8, 5.733333333333333)","(17.0, 44.0, 24.0)","(19.0, 90.0, 29.57142857142857)"
16-12-2022 15:44:22.498778,"(2.9, 3.95, 3.6538461538461537)","(2.9, 4.1, 3.957142857142857)","(4.2, 6.8, 6.0)","(12.0, 19.5, 14.857142857142858)","(5.0, 6.6, 5.85)","(17.0, 44.0, 24.0)","(19.0, 90.0, 29.57142857142857)"
16-12-2022 15:44:23.966363,"(2.9, 3.95, 3.7666666666666666)","(2.9, 4.1, 3.957142857142857)","(4.2, 6.8, 6.0)","(12.0, 19.5, 14.857142857142858)","(5.0, 6.4, 5.733333333333333)","(17.0, 44.0, 30.0)","(19.0, 90.0, 29.57142857142857)"
16-12-2022 15:44:25.333010,"(2.9, 3.95, 3.7666666666666666)","(2.9, 4.1, 3.957142857142857)","(4.2, 6.8, 6.0)","(12.0, 19.5, 14.0)","(5.0, 6.6, 5.733333333333333)","(17.0, 44.0, 38.0)","(19.0, 90.0, 55.0)"
16-12-2022 15:44:26.691487,"(2.9, 3.95, 3.46875)","(2.9, 4.1, 3.957142857142857)","(4.2, 6.8, 6.0)","(12.0, 14.5, 14.0)","(5.0, 6.6, 5.733333333333333)","(17.0, 44.0, 38.0)","(19.0, 90.0, 29.57142857142857)"
16-12-2022 15:44:27.917415,"(2.9, 3.95, 3.46875)","(2.9, 4.1, 3.957142857142857)","(4.2, 6.8, 6.0)","(12.0, 14.5, 14.0)","(5.0, 6.6, 5.56)","(17.0, 44.0, 30.25)","(19.0, 90.0, 29.57142857142857)"
16-12-2022 15:44:29.154199,"(2.9, 3.95, 3.46875)","(2.9, 4.1, 3.957142857142857)","(4.2, 6.8, 6.0)","(12.0, 14.5, 14.0)","(5.0, 6.6, 6.415384615384616)","(17.0, 44.0, 30.25)","(19.0, 90.0, 55.0)"
16-12-2022 15:44:30.438377,"(2.9, 3.95, 3.46875)","(2.9, 4.1, 3.957142857142857)","(4.2, 6.8, 6.0)","(12.0, 14.5, 14.0)","(5.0, 6.6, 6.415384615384616)","(17.0, 44.0, 30.25)","(19.0, 90.0, 55.0)"
16-12-2022 15:44:31.685311,"(2.9, 3.95, 3.46875)","(2.9, 4.1, 3.957142857142857)","(4.2, 6.8, 6.0)","(12.0, 14.5, 14.0)","(5.0, 6.6, 5.52)","(17.0, 44.0, 40.625)","(19.0, 90.0, 31.25)"
16-12-2022 15:44:33.263009,"(2.9, 3.95, 3.4785714285714286)","(2.9, 4.1, 3.957142857142857)","(4.2, 6.8, 6.05)","(12.0, 14.5, 14.0)","(5.0, 6.4, 5.52)","(17.0, 44.0, 38.6)","(19.0, 90.0, 31.25)"
16-12-2022 15:44:34.928726,"(2.9, 3.95, 3.4785714285714286)","(2.9, 4.1, 3.957142857142857)","(4.2, 6.8, 6.05)","(12.0, 14.5, 14.0)","(5.0, 6.4, 6.284848484848484)","(17.0, 44.0, 40.6875)","(19.0, 90.0, 62.88461538461539)"
16-12-2022 15:44:36.237833,"(2.9, 3.9, 3.4555555555555553)","(2.9, 4.1, 3.957142857142857)","(4.2, 6.8, 6.05)","(12.0, 14.5, 14.0)","(5.0, 6.6, 6.284848484848484)","(17.0, 44.0, 41.0)","(19.0, 90.0, 41.42857142857143)"
16-12-2022 15:44:37.541079,"(2.9, 3.9, 3.4555555555555553)","(2.9, 4.1, 3.957142857142857)","(4.2, 6.8, 6.05)","(12.0, 14.5, 14.0)","(5.0, 6.6, 6.284848484848484)","(17.0, 44.0, 41.0)","(19.0, 90.0, 67.33333333333333)"
16-12-2022 15:44:38.795187,"(2.9, 3.9, 3.4555555555555553)","(2.9, 4.1, 3.957142857142857)","(4.2, 6.8, 6.05)","(12.0, 14.5, 14.0)","(5.0, 6.6, 6.284848484848484)","(17.0, 44.0, 41.0)","(19.0, 90.0, 41.42857142857143)"
16-12-2022 15:44:40.146231,"(2.9, 3.9, 3.4555555555555553)","(2.9, 4.1, 3.957142857142857)","(4.2, 6.8, 6.05)","(12.0, 14.5, 14.0)","(5.0, 6.6, 6.286842105263157)","(17.0, 44.0, 41.0)","(19.0, 90.0, 34.36363636363636)"
16-12-2022 15:44:41.484741,"(2.9, 3.9, 3.4555555555555553)","(2.9, 4.1, 3.914285714285714)","(4.2, 6.8, 6.05)","(12.0, 14.5, 14.0)","(5.0, 6.8, 5.5)","(17.0, 44.0, 30.5)","(19.0, 90.0, 34.36363636363636)"
16-12-2022 15:44:42.747549,"(2.9, 3.9, 3.4555555555555553)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.05)","(12.0, 14.5, 14.0)","(5.0, 6.8, 5.5)","(17.0, 44.0, 41.0)","(19.0, 90.0, 70.44444444444444)"
16-12-2022 15:44:43.996841,"(2.9, 3.9, 3.4555555555555553)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.05)","(12.0, 14.5, 14.0)","(5.0, 6.8, 5.5)","(17.0, 44.0, 41.0)","(19.0, 85.0, 68.75)"
16-12-2022 15:44:45.235780,"(2.9, 3.9, 3.4555555555555553)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.05)","(12.0, 14.5, 14.0)","(5.0, 6.8, 5.625)","(17.0, 44.0, 41.0)","(19.0, 85.0, 68.75)"
16-12-2022 15:44:46.458627,"(2.9, 3.9, 3.4555555555555553)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.7043478260869565)","(12.0, 14.5, 14.0)","(5.0, 6.6, 5.857142857142857)","(17.0, 44.0, 41.349999999999994)","(19.0, 85.0, 42.33333333333333)"
16-12-2022 15:44:47.628605,"(2.9, 3.85, 3.7933333333333334)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.7043478260869565)","(12.0, 14.5, 14.0)","(5.0, 6.6, 5.857142857142857)","(17.0, 44.0, 41.349999999999994)","(19.0, 85.0, 42.33333333333333)"
16-12-2022 15:44:48.849073,"(2.9, 3.9, 3.756)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.32)","(12.0, 14.5, 14.0)","(5.0, 6.6, 6.415384615384616)","(17.0, 44.0, 35.16666666666667)","(19.0, 85.0, 67.0)"
16-12-2022 15:44:50.154818,"(2.9, 3.9, 3.756)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.32)","(12.0, 14.5, 14.0)","(5.0, 6.6, 6.426666666666666)","(17.0, 44.0, 35.16666666666667)","(19.0, 85.0, 42.33333333333333)"
16-12-2022 15:44:51.418529,"(2.9, 3.9, 3.756)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.32)","(12.0, 14.5, 14.0)","(5.0, 6.6, 5.857142857142857)","(17.0, 44.0, 35.16666666666667)","(19.0, 85.0, 42.33333333333333)"
16-12-2022 15:44:52.719636,"(2.9, 3.9, 3.756)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.7043478260869565)","(12.0, 14.5, 14.0)","(5.0, 6.6, 6.426666666666666)","(17.0, 44.0, 35.16666666666667)","(19.0, 85.0, 67.0)"
16-12-2022 15:44:54.343661,"(2.9, 3.9, 3.756)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.713043478260869)","(12.0, 14.5, 14.0)","(5.0, 6.6, 6.426666666666666)","(17.0, 44.0, 41.349999999999994)","(19.0, 85.0, 67.0)"
16-12-2022 15:44:55.786394,"(2.9, 3.9, 3.075)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.713043478260869)","(12.0, 14.5, 14.0)","(5.0, 6.6, 5.56)","(17.0, 44.0, 35.16666666666667)","(19.0, 85.0, 51.0)"
16-12-2022 15:44:57.023052,"(2.9, 3.9, 3.120833333333333)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.713043478260869)","(12.0, 14.5, 14.0)","(5.0, 6.6, 5.41)","(17.0, 44.0, 41.349999999999994)","(19.0, 80.0, 51.0)"
16-12-2022 15:44:58.276651,"(2.9, 3.8, 3.3)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.25)","(12.0, 14.5, 14.0)","(5.0, 6.4, 5.41)","(17.0, 44.0, 35.16666666666667)","(19.0, 80.0, 32.5)"
16-12-2022 15:44:59.479987,"(2.9, 3.8, 3.5999999999999996)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.25)","(12.0, 14.5, 14.0)","(5.0, 6.4, 6.109677419354839)","(17.0, 44.0, 35.16666666666667)","(19.0, 90.0, 32.5)"
16-12-2022 15:45:00.723543,"(2.9, 3.8, 3.7634146341463413)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.712)","(12.0, 14.5, 14.0)","(5.0, 6.4, 6.062068965517241)","(17.0, 44.0, 35.16666666666667)","(19.0, 90.0, 32.5)"
16-12-2022 15:45:01.983769,"(2.9, 3.8, 3.7680851063829786)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.712)","(12.0, 14.5, 14.0)","(5.0, 6.2, 6.062068965517241)","(17.0, 44.0, 40.285714285714285)","(19.0, 90.0, 32.5)"
16-12-2022 15:45:03.208696,"(2.9, 3.8, 3.7666666666666666)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.712)","(12.0, 14.5, 14.0)","(5.0, 6.2, 6.062068965517241)","(17.0, 44.0, 40.285714285714285)","(19.0, 90.0, 32.5)"
16-12-2022 15:45:04.450186,"(2.9, 3.9, 3.8625)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.712)","(12.0, 14.5, 14.0)","(5.0, 6.2, 6.062068965517241)","(17.0, 44.0, 40.285714285714285)","(19.0, 90.0, 32.5)"
16-12-2022 15:45:05.697519,"(2.9, 3.9, 3.6166666666666667)","(2.9, 4.0, 3.914285714285714)","(4.2, 6.8, 6.712)","(12.0, 14.5, 14.0)","(5.0, 6.2, 6.062068965517241)","(17.0, 44.0, 35.16666666666667)","(19.0, 90.0, 32.5)"
16-12-2022 15:45:07.028087,"(2.9, 3.9, 3.3899999999999997)","(2.9, 4.0, 4.24)","(4.2, 6.8, 6.712)","(12.0, 14.5, 14.0)","(5.0, 6.2, 6.051851851851852)","(17.0, 44.0, 35.16666666666667)","(19.0, 90.0, 32.5)"
16-12-2022 15:45:08.271214,"(2.9, 3.9, 3.7933333333333334)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 14.5, 14.583333333333334)","(5.0, 6.2, 5.45)","(17.0, 44.0, 37.375)","(19.0, 90.0, 40.714285714285715)"
16-12-2022 15:45:09.502947,"(2.9, 3.9, 3.3899999999999997)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 21.0, 14.583333333333334)","(5.0, 6.2, 5.45)","(17.0, 44.0, 37.375)","(19.0, 90.0, 40.714285714285715)"
16-12-2022 15:45:10.846327,"(2.9, 3.9, 3.3899999999999997)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 21.0, 14.583333333333334)","(5.0, 6.2, 5.45)","(17.0, 44.0, 37.375)","(19.0, 90.0, 40.714285714285715)"
16-12-2022 15:45:12.094457,"(2.9, 3.9, 3.3899999999999997)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 21.0, 14.583333333333334)","(5.0, 6.2, 5.45)","(17.0, 44.0, 37.375)","(19.0, 90.0, 40.714285714285715)"
16-12-2022 15:45:13.441684,"(2.9, 3.9, 3.111428571428571)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 21.0, 16.0)","(5.0, 6.2, 5.628571428571429)","(17.0, 44.0, 26.333333333333336)","(19.0, 90.0, 40.714285714285715)"
16-12-2022 15:45:14.785377,"(2.9, 3.9, 3.111428571428571)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 20.0, 15.0)","(5.0, 6.2, 5.628571428571429)","(17.0, 44.0, 24.125)","(19.0, 90.0, 40.714285714285715)"
16-12-2022 15:45:16.069063,"(2.9, 3.9, 3.111428571428571)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 20.0, 14.857142857142858)","(5.0, 6.2, 5.628571428571429)","(17.0, 44.0, 29.75)","(19.0, 90.0, 40.0)"
16-12-2022 15:45:17.274539,"(2.9, 3.9, 3.0425)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 20.0, 14.857142857142858)","(5.0, 6.2, 5.628571428571429)","(17.0, 42.0, 29.75)","(19.0, 90.0, 76.5)"
16-12-2022 15:45:18.551641,"(2.9, 3.9, 2.969)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 20.0, 14.857142857142858)","(5.0, 6.2, 6.05)","(17.0, 42.0, 29.75)","(19.0, 95.0, 76.5)"
16-12-2022 15:45:19.793561,"(2.9, 3.85, 3.385)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 20.0, 14.857142857142858)","(5.0, 6.2, 5.6000000000000005)","(17.0, 42.0, 25.0)","(19.0, 95.0, 76.5)"
16-12-2022 15:45:21.063504,"(2.9, 3.85, 3.385)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 20.0, 17.642857142857142)","(5.0, 6.2, 5.6000000000000005)","(17.0, 40.0, 25.0)","(19.0, 95.0, 76.5)"
