,Meteorite,Thunder Park,True Nobility,Wanaroo,Sir Domigo,Tillotson,Bull Dust,Gold Logie,Carry On Camping,Anges
06-01-2023 15:36:58.409296,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.009230769230769)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:36:59.766515,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.009230769230769)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:01.120183,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.009230769230769)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:02.563097,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.009230769230769)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:04.022025,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.009230769230769)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:05.448594,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.009230769230769)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:06.688816,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.009230769230769)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:08.298893,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.009230769230769)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:09.611437,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.009230769230769)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:11.010932,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.009230769230769)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:12.483442,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.009230769230769)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:13.875984,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.009230769230769)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:15.264014,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.009230769230769)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:16.622350,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.009230769230769)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:18.051117,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.012213740458015)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:19.365865,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.0)","(5.5, 6.2, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.012213740458015)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:20.786119,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.125)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.012213740458015)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:22.120762,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.125)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.012213740458015)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:23.611317,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.012213740458015)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:25.058598,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.012213740458015)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:26.549017,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.012213740458015)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 205.0)"
06-01-2023 15:37:27.916559,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.012213740458015)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:29.264459,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.012213740458015)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:30.766238,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.012213740458015)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:32.257811,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.012213740458015)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:33.573101,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.012213740458015)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:34.911895,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.012213740458015)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 21.294117647058822)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:36.290581,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.012213740458015)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 20.5)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:37.658212,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.4, 5.05)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 20.5)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:39.137039,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 20.5)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:40.589895,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 20.5)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:42.002150,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 20.5)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:43.569792,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 20.5)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:45.017682,"(10.0, 15.5, 13.227272727272727)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.911111111111111)","(15.0, 25.0, 20.5)","(18.0, 34.0, 30.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:46.366902,"(10.0, 15.0, 13.25)","(5.0, 6.2, 6.1625000000000005)","(5.5, 6.4, 5.924137931034482)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.9137254901960783)","(15.0, 25.0, 20.5)","(18.0, 34.0, 29.22222222222222)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:48.056981,"(10.0, 15.0, 13.25)","(5.0, 6.2, 6.075)","(5.5, 6.4, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.9137254901960783)","(15.0, 23.0, 20.5)","(18.0, 32.0, 28.5)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:49.932523,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.9137254901960783)","(15.0, 23.0, 19.785714285714285)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:52.033334,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.9137254901960783)","(15.0, 23.0, 19.785714285714285)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:53.909648,"(10.0, 15.0, 14.461538461538462)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.9137254901960783)","(15.0, 23.0, 19.785714285714285)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:55.629931,"(10.0, 15.0, 14.533333333333333)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.9137254901960783)","(15.0, 23.0, 19.785714285714285)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:57.335786,"(10.0, 15.0, 14.533333333333333)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.9137254901960783)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:37:59.124949,"(10.0, 15.0, 14.533333333333333)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.066666666666666)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.9137254901960783)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:00.755484,"(10.0, 15.0, 14.533333333333333)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.9063829787234043)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:02.264284,"(10.0, 15.0, 14.533333333333333)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.9063829787234043)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:03.735348,"(10.0, 15.0, 14.533333333333333)","(5.0, 6.4, 6.075)","(5.5, 6.2, 5.92)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.9063829787234043)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:05.211135,"(10.0, 15.0, 14.533333333333333)","(5.0, 6.4, 6.075)","(5.5, 6.2, 5.92)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.9063829787234043)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:06.755607,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 5.92)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.9063829787234043)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:08.270321,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 5.92)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:09.708540,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 5.92)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:11.113868,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 5.92)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:12.621095,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:14.109706,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:15.601531,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:17.023126,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:18.488614,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:19.978700,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:21.464884,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:22.965183,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:24.424129,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:25.984143,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:27.590863,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:29.145396,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:31.338157,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:33.668870,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.2)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:35.674156,"(10.0, 15.0, 13.25)","(5.0, 6.4, 6.075)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 30.0, 27.055555555555557)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:37.199482,"(10.0, 15.0, 13.25)","(5.0, 6.4, 5.99375)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.05)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 29.0, 27.055555555555557)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:39.106913,"(10.0, 15.0, 13.25)","(5.0, 6.4, 5.99375)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.08)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 29.0, 27.055555555555557)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:40.643453,"(10.0, 15.0, 13.25)","(5.0, 6.4, 5.99375)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.08)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 29.0, 27.055555555555557)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:42.078364,"(10.0, 15.0, 14.461538461538462)","(5.0, 6.4, 5.99375)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.08)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 29.0, 27.055555555555557)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:43.486974,"(10.0, 15.0, 14.76923076923077)","(5.0, 6.4, 5.978947368421053)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.08)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 29.0, 27.055555555555557)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
06-01-2023 15:38:44.889336,"(10.0, 15.0, 14.76923076923077)","(5.0, 6.4, 5.978947368421053)","(5.5, 6.2, 6.0)","(10.0, 14.5, 13.3)","(3.7, 5.2, 5.08)","(3.4, 4.0, 3.8533333333333335)","(15.0, 23.0, 20.352941176470587)","(18.0, 29.0, 26.666666666666668)","(101.0, 230.0, 225.0)","(101.0, 230.0, 225.0)"
