,Reliant,Lingering Promise,Palacein,Super Empire,Tiffany Twist,Tacha Gold,Taiga,Peek Factor
15-12-2022 14:33:08.770443,"(6.0, 5.1, 4.75)","(7.5, 22.0, 16.8)","(3.5, 6.2, 5.36875)","(6.5, 24.0, 12.375)","(4.6, 5.4, 4.533333333333333)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.125)","(9.0, 12.0, 9.84)"
15-12-2022 14:33:09.922574,"(6.0, 5.1, 4.5)","(7.5, 22.0, 16.8)","(3.5, 6.2, 5.288)","(6.5, 24.0, 12.375)","(4.6, 5.4, 4.285714285714286)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.125)","(9.0, 12.0, 9.84)"
15-12-2022 14:33:11.160994,"(6.0, 5.1, 4.425)","(7.5, 22.0, 16.8)","(3.5, 6.2, 5.288)","(6.5, 24.0, 12.375)","(4.6, 5.4, 4.285714285714286)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.125)","(9.0, 12.0, 9.84)"
15-12-2022 14:33:12.346949,"(6.0, 5.1, 4.475)","(7.5, 22.0, 16.8)","(3.5, 6.2, 4.706666666666667)","(6.5, 24.0, 12.375)","(4.6, 5.4, 4.285714285714286)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.125)","(9.0, 12.0, 8.8)"
15-12-2022 14:33:13.476195,"(6.0, 5.0, 4.425)","(7.5, 22.0, 16.8)","(3.5, 6.2, 4.706666666666667)","(6.5, 24.0, 12.375)","(4.6, 5.4, 4.285714285714286)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.125)","(9.0, 12.0, 9.7)"
15-12-2022 14:33:14.651407,"(6.0, 5.0, 4.375)","(7.5, 22.0, 16.8)","(3.5, 6.2, 4.366666666666667)","(6.5, 24.0, 12.375)","(4.6, 5.4, 4.285714285714286)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.125)","(9.0, 11.5, 8.2)"
15-12-2022 14:33:15.827821,"(6.0, 5.0, 4.76)","(7.5, 22.0, 16.8)","(3.5, 6.2, 4.366666666666667)","(6.5, 24.0, 12.375)","(4.6, 5.4, 4.285714285714286)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.125)","(9.0, 11.0, 8.2)"
15-12-2022 14:33:17.010090,"(6.0, 5.0, 4.425)","(7.5, 22.0, 16.8)","(3.5, 6.0, 4.6)","(6.5, 24.0, 12.375)","(4.6, 5.4, 4.285714285714286)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.125)","(9.0, 10.5, 9.1)"
15-12-2022 14:33:18.174111,"(6.0, 5.0, 4.375)","(7.5, 22.0, 16.8)","(3.5, 6.0, 4.6)","(6.5, 24.0, 12.375)","(4.6, 5.4, 4.285714285714286)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.125)","(9.0, 11.0, 9.0)"
15-12-2022 14:33:19.232057,"(6.0, 5.0, 4.375)","(7.5, 22.0, 16.8)","(3.5, 6.0, 4.6)","(6.5, 24.0, 12.375)","(4.6, 5.4, 4.285714285714286)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.125)","(9.0, 11.0, 9.0)"
15-12-2022 14:33:20.458173,"(6.0, 3.8, 3.7409090909090907)","(7.5, 22.0, 16.8)","(3.5, 6.0, 4.725)","(6.5, 24.0, 13.722222222222221)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.125)","(9.0, 11.0, 9.0)"
15-12-2022 14:33:21.672340,"(6.0, 5.5, 4.652941176470589)","(7.5, 22.0, 16.8)","(3.5, 6.0, 5.411764705882353)","(6.5, 24.0, 12.375)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 19.125)","(9.0, 10.5, 9.1)"
15-12-2022 14:33:22.866210,"(6.0, 5.3, 4.547058823529412)","(7.5, 22.0, 16.8)","(3.5, 6.0, 5.411764705882353)","(6.5, 24.0, 12.375)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 21.799999999999997)","(9.0, 10.5, 9.1)"
15-12-2022 14:33:24.091021,"(6.0, 5.2, 4.716666666666667)","(7.5, 22.0, 16.8)","(3.5, 6.0, 5.411764705882353)","(6.5, 24.0, 12.375)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.5)","(9.0, 10.5, 9.1)"
15-12-2022 14:33:25.246058,"(6.0, 5.1, 4.165384615384616)","(7.5, 22.0, 16.8)","(3.5, 6.0, 5.411764705882353)","(6.5, 24.0, 12.375)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.5)","(9.0, 10.5, 9.1)"
15-12-2022 14:33:26.426183,"(6.0, 5.3, 4.547058823529412)","(7.5, 22.0, 16.8)","(3.5, 6.0, 5.375)","(6.5, 24.0, 14.799999999999999)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 18.857142857142858)","(9.0, 10.5, 8.85)"
15-12-2022 14:33:27.826522,"(6.0, 5.3, 4.547058823529412)","(7.5, 22.0, 16.933333333333334)","(3.5, 6.0, 5.4)","(6.5, 24.0, 17.785714285714285)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 18.857142857142858)","(9.0, 10.5, 8.728571428571428)"
15-12-2022 14:33:28.984307,"(6.0, 5.3, 4.547058823529412)","(7.5, 22.0, 16.933333333333334)","(3.5, 6.0, 4.666666666666667)","(6.5, 24.0, 13.875)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 18.857142857142858)","(9.0, 10.5, 8.728571428571428)"
15-12-2022 14:33:30.146932,"(6.0, 5.3, 4.547058823529412)","(7.5, 22.0, 14.200000000000001)","(3.5, 6.4, 4.92)","(6.5, 24.0, 13.875)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 18.857142857142858)","(9.0, 10.5, 8.728571428571428)"
15-12-2022 14:33:31.404963,"(6.0, 5.3, 4.547058823529412)","(7.5, 22.0, 16.8)","(3.5, 6.2, 4.2875)","(6.5, 24.0, 13.875)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 18.857142857142858)","(9.0, 10.5, 8.728571428571428)"
15-12-2022 14:33:32.641750,"(6.0, 5.3, 4.547058823529412)","(7.5, 22.0, 16.8)","(3.5, 6.2, 4.2875)","(6.5, 24.0, 13.875)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 18.857142857142858)","(9.0, 10.5, 8.728571428571428)"
15-12-2022 14:33:33.823513,"(6.0, 5.3, 4.547058823529412)","(7.5, 22.0, 16.8)","(3.5, 6.2, 4.2875)","(6.5, 24.0, 13.875)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 18.857142857142858)","(9.0, 10.5, 8.728571428571428)"
15-12-2022 14:33:35.002224,"(6.0, 5.3, 4.547058823529412)","(7.5, 22.0, 16.8)","(3.5, 6.2, 4.2875)","(6.5, 24.0, 13.875)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 18.857142857142858)","(9.0, 10.5, 8.728571428571428)"
15-12-2022 14:33:36.213646,"(6.0, 5.3, 4.547058823529412)","(7.5, 22.0, 16.8)","(3.5, 6.2, 4.2875)","(6.5, 24.0, 13.875)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 18.857142857142858)","(9.0, 10.5, 8.728571428571428)"
15-12-2022 14:33:37.432218,"(6.0, 5.3, 4.547058823529412)","(7.5, 22.0, 16.8)","(3.5, 6.2, 4.2875)","(6.5, 24.0, 13.875)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 18.857142857142858)","(9.0, 10.5, 8.728571428571428)"
15-12-2022 14:33:38.610806,"(6.0, 5.3, 4.547058823529412)","(7.5, 22.0, 16.8)","(3.5, 6.2, 4.2875)","(6.5, 24.0, 13.875)","(4.6, 5.5, 5.175)","(14.0, 32.0, 23.6)","(10.0, 24.0, 18.857142857142858)","(9.0, 10.5, 8.728571428571428)"
15-12-2022 14:33:39.875705,"(6.0, 5.3, 4.547058823529412)","(7.5, 22.0, 17.380000000000003)","(3.5, 6.2, 4.2875)","(6.5, 24.0, 17.52)","(4.6, 5.5, 5.175)","(14.0, 34.0, 24.799999999999997)","(10.0, 23.0, 19.65)","(9.0, 10.5, 8.728571428571428)"
15-12-2022 14:33:41.131286,"(6.0, 5.3, 4.172727272727273)","(7.5, 22.0, 14.5)","(3.5, 6.2, 4.04)","(6.5, 25.0, 12.25)","(4.6, 5.5, 4.942857142857143)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 13.100000000000001)","(9.0, 10.5, 8.18)"
15-12-2022 14:33:42.431583,"(6.0, 5.3, 4.172727272727273)","(7.5, 22.0, 14.600000000000001)","(3.5, 6.2, 3.337142857142857)","(6.5, 25.0, 12.25)","(4.6, 5.5, 4.942857142857143)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 13.100000000000001)","(9.0, 10.5, 8.957142857142857)"
15-12-2022 14:33:43.719947,"(6.0, 5.3, 4.172727272727273)","(7.5, 22.0, 14.600000000000001)","(3.5, 6.2, 3.9733333333333336)","(6.5, 25.0, 12.25)","(4.6, 5.5, 4.942857142857143)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 18.6)","(9.0, 10.5, 8.9)"
15-12-2022 14:33:44.842278,"(6.0, 5.3, 4.172727272727273)","(7.5, 22.0, 14.600000000000001)","(3.5, 6.2, 3.9733333333333336)","(6.5, 25.0, 12.25)","(4.6, 5.5, 4.942857142857143)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 20.36)","(9.0, 10.0, 8.9)"
15-12-2022 14:33:45.864736,"(6.0, 5.3, 4.172727272727273)","(7.5, 22.0, 14.600000000000001)","(3.5, 6.2, 3.9733333333333336)","(6.5, 25.0, 12.25)","(4.6, 5.5, 4.942857142857143)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 20.36)","(9.0, 10.0, 8.9)"
15-12-2022 14:33:46.990304,"(6.0, 5.3, 4.172727272727273)","(7.5, 22.0, 14.600000000000001)","(3.5, 6.2, 4.0)","(6.5, 25.0, 12.25)","(4.6, 5.5, 4.942857142857143)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 20.36)","(9.0, 10.0, 8.9)"
15-12-2022 14:33:48.130639,"(6.0, 5.3, 4.172727272727273)","(7.5, 22.0, 14.600000000000001)","(3.5, 6.2, 4.0)","(6.5, 25.0, 12.25)","(4.6, 5.5, 4.942857142857143)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 20.36)","(9.0, 10.0, 8.9)"
15-12-2022 14:33:49.283992,"(6.0, 5.3, 4.172727272727273)","(7.5, 22.0, 14.600000000000001)","(3.5, 6.2, 4.0)","(6.5, 25.0, 12.25)","(4.6, 5.5, 4.942857142857143)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 20.36)","(9.0, 10.0, 8.9)"
15-12-2022 14:33:50.459286,"(6.0, 5.3, 4.172727272727273)","(7.5, 22.0, 14.600000000000001)","(3.5, 6.0, 4.185714285714286)","(6.5, 25.0, 12.25)","(4.6, 5.5, 5.0)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 20.36)","(9.0, 10.0, 9.175)"
15-12-2022 14:33:51.719773,"(6.0, 5.3, 4.172727272727273)","(7.5, 22.0, 14.600000000000001)","(3.5, 5.9, 4.185714285714286)","(6.5, 25.0, 12.25)","(4.6, 5.4, 5.0)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 20.36)","(9.0, 10.0, 8.653846153846153)"
15-12-2022 14:33:52.939667,"(6.0, 5.3, 4.172727272727273)","(7.5, 22.0, 14.600000000000001)","(3.5, 5.9, 4.1)","(6.5, 25.0, 12.25)","(4.6, 5.4, 5.0)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 20.36)","(9.0, 11.5, 9.17142857142857)"
15-12-2022 14:33:54.058465,"(6.0, 5.6, 4.675)","(7.5, 22.0, 14.600000000000001)","(3.5, 5.7, 4.1)","(6.5, 25.0, 12.25)","(4.6, 5.4, 5.0)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 20.36)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:33:55.097966,"(6.0, 5.4, 4.74)","(7.5, 22.0, 14.600000000000001)","(3.5, 3.85, 3.122)","(6.5, 25.0, 12.25)","(4.6, 5.4, 5.0)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 20.36)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:33:56.199003,"(6.0, 5.3, 4.70952380952381)","(7.5, 22.0, 14.600000000000001)","(3.5, 3.85, 3.154)","(6.5, 25.0, 12.25)","(4.6, 5.4, 5.0)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 19.1)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:33:57.338811,"(6.0, 5.6, 4.435294117647059)","(7.5, 22.0, 14.600000000000001)","(3.5, 3.85, 3.138)","(6.5, 25.0, 19.333333333333332)","(4.6, 5.4, 5.0)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 19.1)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:33:58.510993,"(6.0, 5.4, 4.485714285714286)","(7.5, 22.0, 14.600000000000001)","(3.5, 3.85, 3.17)","(6.5, 25.0, 18.7)","(4.6, 5.4, 5.0)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 17.42857142857143)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:33:59.645730,"(6.0, 5.4, 4.485714285714286)","(7.5, 22.0, 14.600000000000001)","(3.5, 3.85, 3.17)","(6.5, 25.0, 18.7)","(4.6, 5.4, 5.0)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 17.42857142857143)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:34:00.871490,"(6.0, 5.4, 4.485714285714286)","(7.5, 22.0, 14.600000000000001)","(3.5, 3.85, 3.17)","(6.5, 25.0, 18.7)","(4.6, 5.4, 5.0)","(14.0, 34.0, 26.333333333333336)","(10.0, 23.0, 17.42857142857143)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:34:02.165106,"(6.0, 5.4, 4.485714285714286)","(7.5, 22.0, 14.600000000000001)","(3.5, 3.85, 3.17)","(6.5, 25.0, 19.485714285714284)","(4.6, 5.4, 5.0)","(14.0, 34.0, 25.0)","(10.0, 23.0, 16.25)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:34:03.463304,"(6.0, 5.4, 4.294117647058823)","(7.5, 21.0, 15.48)","(3.5, 3.85, 3.4633333333333334)","(6.5, 24.0, 19.485714285714284)","(4.6, 5.4, 5.0)","(14.0, 32.0, 25.0)","(10.0, 22.0, 16.25)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:34:04.718034,"(6.0, 5.2, 4.294117647058823)","(7.5, 21.0, 15.48)","(3.5, 3.85, 3.4633333333333334)","(6.5, 24.0, 19.485714285714284)","(4.6, 5.4, 5.0)","(14.0, 32.0, 25.0)","(10.0, 22.0, 16.25)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:34:05.847794,"(6.0, 5.2, 4.294117647058823)","(7.5, 21.0, 15.48)","(3.5, 3.85, 3.4944444444444445)","(6.5, 24.0, 19.485714285714284)","(4.6, 5.4, 5.0)","(14.0, 32.0, 25.0)","(10.0, 22.0, 16.25)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:34:06.988238,"(6.0, 5.2, 4.294117647058823)","(7.5, 21.0, 12.375)","(3.5, 3.85, 3.17)","(6.5, 24.0, 19.485714285714284)","(4.6, 5.4, 5.0)","(14.0, 32.0, 25.0)","(10.0, 22.0, 16.25)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:34:08.204741,"(6.0, 5.2, 4.294117647058823)","(7.5, 21.0, 12.375)","(3.5, 3.8, 3.3428571428571425)","(6.5, 24.0, 19.485714285714284)","(4.6, 5.4, 5.0)","(14.0, 32.0, 25.0)","(10.0, 22.0, 16.25)","(9.0, 11.0, 9.15)"
15-12-2022 14:34:09.265703,"(6.0, 5.2, 4.294117647058823)","(7.5, 21.0, 12.375)","(3.5, 3.8, 3.3428571428571425)","(6.5, 24.0, 19.485714285714284)","(4.6, 5.4, 5.0)","(14.0, 32.0, 25.0)","(10.0, 22.0, 16.25)","(9.0, 10.5, 9.15)"
15-12-2022 14:34:10.388556,"(6.0, 5.1, 4.6454545454545455)","(7.5, 21.0, 12.375)","(3.5, 3.8, 3.1038461538461535)","(6.5, 24.0, 19.485714285714284)","(4.6, 5.4, 5.0)","(14.0, 32.0, 25.0)","(10.0, 22.0, 16.25)","(9.0, 10.5, 9.15)"
15-12-2022 14:34:11.622719,"(6.0, 5.0, 4.28)","(7.5, 21.0, 13.444444444444445)","(3.5, 3.75, 3.1038461538461535)","(6.5, 24.0, 19.485714285714284)","(4.6, 5.4, 5.0)","(14.0, 32.0, 25.0)","(10.0, 22.0, 16.25)","(9.0, 10.5, 9.15)"
15-12-2022 14:34:12.885013,"(6.0, 5.0, 4.28)","(7.5, 21.0, 13.444444444444445)","(3.5, 3.75, 3.1038461538461535)","(6.5, 24.0, 18.8)","(4.6, 5.4, 4.894736842105263)","(14.0, 32.0, 25.0)","(10.0, 22.0, 16.25)","(9.0, 10.5, 9.15)"
15-12-2022 14:34:14.186654,"(6.0, 5.0, 4.28)","(7.5, 21.0, 9.347826086956522)","(3.5, 3.75, 3.1038461538461535)","(6.5, 24.0, 18.8)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 25.0)","(10.0, 22.0, 16.25)","(9.0, 10.5, 9.15)"
15-12-2022 14:34:15.419594,"(6.0, 5.0, 4.28)","(7.5, 21.0, 9.521739130434783)","(3.5, 3.75, 3.1038461538461535)","(6.5, 24.0, 18.8)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 25.0)","(10.0, 22.0, 16.25)","(9.0, 10.5, 9.15)"
15-12-2022 14:34:16.583945,"(6.0, 5.0, 4.28)","(7.5, 20.0, 15.2)","(3.5, 3.75, 3.1038461538461535)","(6.5, 24.0, 18.8)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 25.0)","(10.0, 22.0, 16.25)","(9.0, 10.5, 9.17142857142857)"
15-12-2022 14:34:17.863966,"(6.0, 5.0, 4.28)","(7.5, 20.0, 15.280000000000001)","(3.5, 3.75, 3.1038461538461535)","(6.5, 24.0, 18.8)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 25.0)","(10.0, 22.0, 16.25)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:34:19.061590,"(6.0, 5.0, 4.28)","(7.5, 20.0, 15.280000000000001)","(3.5, 3.75, 3.1038461538461535)","(6.5, 24.0, 18.8)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 25.0)","(10.0, 22.0, 16.25)","(9.0, 11.0, 9.15)"
15-12-2022 14:34:20.293457,"(6.0, 5.0, 4.28)","(7.5, 20.0, 16.133333333333333)","(3.5, 3.75, 3.1038461538461535)","(6.5, 24.0, 18.8)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 25.0)","(10.0, 22.0, 16.25)","(9.0, 10.5, 9.15)"
15-12-2022 14:34:21.398165,"(6.0, 5.0, 4.28)","(7.5, 20.0, 16.133333333333333)","(3.5, 3.75, 3.1038461538461535)","(6.5, 24.0, 17.75)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 22.5)","(10.0, 22.0, 16.5)","(9.0, 10.5, 9.15)"
15-12-2022 14:34:22.552056,"(6.0, 4.2, 3.882758620689655)","(7.5, 20.0, 15.25)","(3.5, 3.7, 3.6090909090909093)","(6.5, 24.0, 16.3)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 24.833333333333336)","(10.0, 22.0, 16.25)","(9.0, 10.5, 9.428571428571429)"
15-12-2022 14:34:23.751558,"(6.0, 4.9, 4.24)","(7.5, 20.0, 17.0)","(3.5, 3.7, 3.142857142857143)","(6.5, 24.0, 20.488888888888887)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 27.22222222222222)","(10.0, 22.0, 16.25)","(9.0, 10.5, 9.35)"
15-12-2022 14:34:24.880451,"(6.0, 5.0, 4.7)","(7.5, 20.0, 17.05)","(3.5, 3.7, 3.142857142857143)","(6.5, 24.0, 16.3)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 26.75)","(10.0, 22.0, 18.0)","(9.0, 10.5, 9.35)"
15-12-2022 14:34:25.982572,"(6.0, 4.9, 4.173076923076923)","(7.5, 20.0, 16.133333333333333)","(3.5, 3.7, 3.142857142857143)","(6.5, 24.0, 20.1)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 26.75)","(10.0, 22.0, 18.0)","(9.0, 10.5, 9.15)"
15-12-2022 14:34:27.086575,"(6.0, 5.3, 4.4)","(7.5, 20.0, 16.133333333333333)","(3.5, 3.7, 3.142857142857143)","(6.5, 24.0, 20.1)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 26.75)","(10.0, 22.0, 19.333333333333332)","(9.0, 10.5, 9.17142857142857)"
15-12-2022 14:34:28.286179,"(6.0, 5.1, 4.7749999999999995)","(7.5, 20.0, 16.133333333333333)","(3.5, 3.7, 3.142857142857143)","(6.5, 24.0, 20.1)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 26.75)","(10.0, 22.0, 20.0)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:34:29.504669,"(6.0, 5.0, 4.28)","(7.5, 20.0, 16.133333333333333)","(3.5, 3.7, 3.142857142857143)","(6.5, 24.0, 20.1)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 26.75)","(10.0, 22.0, 20.0)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:34:30.712975,"(6.0, 5.0, 4.28)","(7.5, 20.0, 16.133333333333333)","(3.5, 3.7, 3.142857142857143)","(6.5, 24.0, 20.1)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 26.75)","(10.0, 22.0, 20.0)","(9.0, 11.0, 9.15)"
15-12-2022 14:34:31.851810,"(6.0, 5.0, 4.28)","(7.5, 20.0, 16.133333333333333)","(3.5, 3.7, 3.142857142857143)","(6.5, 24.0, 20.1)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 26.75)","(10.0, 22.0, 20.0)","(9.0, 10.5, 9.15)"
15-12-2022 14:34:33.109059,"(6.0, 5.0, 4.28)","(7.5, 20.0, 16.133333333333333)","(3.5, 3.7, 3.142857142857143)","(6.5, 24.0, 20.1)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 26.75)","(10.0, 22.0, 20.0)","(9.0, 10.5, 9.15)"
15-12-2022 14:34:34.352563,"(6.0, 5.0, 4.28)","(7.5, 20.0, 16.133333333333333)","(3.5, 3.7, 3.142857142857143)","(6.5, 24.0, 20.1)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 26.75)","(10.0, 22.0, 20.0)","(9.0, 10.5, 9.15)"
15-12-2022 14:34:35.555300,"(6.0, 5.0, 4.28)","(7.5, 20.0, 16.133333333333333)","(3.5, 3.7, 3.142857142857143)","(6.5, 24.0, 21.163636363636364)","(4.6, 5.3, 4.894736842105263)","(14.0, 32.0, 25.25)","(10.0, 22.0, 20.0)","(9.0, 10.5, 9.15)"
15-12-2022 14:34:36.645969,"(6.0, 5.0, 4.28)","(7.5, 20.0, 16.133333333333333)","(3.5, 3.7, 3.142857142857143)","(6.5, 24.0, 21.163636363636364)","(4.6, 5.3, 4.894736842105263)","(14.0, 30.0, 25.25)","(10.0, 22.0, 20.0)","(9.0, 10.5, 9.15)"
15-12-2022 14:34:37.745367,"(6.0, 5.0, 4.28)","(7.5, 20.0, 17.1)","(3.5, 3.7, 3.142857142857143)","(6.5, 24.0, 21.163636363636364)","(4.6, 5.3, 4.707692307692307)","(14.0, 30.0, 25.25)","(10.0, 22.0, 20.0)","(9.0, 10.5, 9.15)"
15-12-2022 14:34:38.941085,"(6.0, 5.0, 4.28)","(7.5, 20.0, 15.440000000000001)","(3.5, 3.7, 3.142857142857143)","(6.5, 24.0, 21.163636363636364)","(4.6, 5.3, 4.8)","(14.0, 30.0, 25.25)","(10.0, 22.0, 20.0)","(9.0, 10.5, 9.17142857142857)"
15-12-2022 14:34:40.162902,"(6.0, 5.0, 3.8685714285714283)","(7.5, 20.0, 15.5)","(3.5, 3.7, 3.5500000000000003)","(6.5, 24.0, 16.333333333333332)","(4.6, 5.2, 4.666666666666666)","(14.0, 30.0, 19.333333333333332)","(10.0, 22.0, 16.75)","(9.0, 11.0, 9.17142857142857)"
15-12-2022 14:34:41.322925,"(6.0, 4.2, 3.8685714285714283)","(7.5, 20.0, 15.5)","(3.5, 3.7, 3.5500000000000003)","(6.5, 24.0, 16.333333333333332)","(4.6, 5.2, 4.666666666666666)","(14.0, 30.0, 19.333333333333332)","(10.0, 22.0, 15.666666666666666)","(9.0, 11.0, 9.285714285714285)"
15-12-2022 14:34:42.584138,"(6.0, 4.1, 3.9058823529411764)","(7.5, 20.0, 16.0)","(3.5, 3.7, 3.573684210526316)","(6.5, 24.0, 17.0)","(4.6, 5.2, 4.685714285714285)","(14.0, 30.0, 20.0)","(10.0, 22.0, 15.666666666666666)","(9.0, 11.0, 9.285714285714285)"
15-12-2022 14:34:43.827891,"(6.0, 4.1, 3.9058823529411764)","(7.5, 20.0, 16.0)","(3.5, 3.7, 3.573684210526316)","(6.5, 24.0, 17.0)","(4.6, 5.2, 4.685714285714285)","(14.0, 30.0, 20.0)","(10.0, 22.0, 15.666666666666666)","(9.0, 11.0, 9.285714285714285)"
15-12-2022 14:34:45.109225,"(6.0, 4.1, 3.9058823529411764)","(7.5, 20.0, 16.0)","(3.5, 3.7, 3.573684210526316)","(6.5, 24.0, 17.0)","(4.6, 5.2, 4.685714285714285)","(14.0, 30.0, 20.0)","(10.0, 22.0, 15.666666666666666)","(9.0, 11.0, 9.285714285714285)"
15-12-2022 14:34:46.344182,"(6.0, 4.1, 3.9058823529411764)","(7.5, 20.0, 16.0)","(3.5, 3.7, 3.573684210526316)","(6.5, 24.0, 17.0)","(4.6, 5.2, 4.685714285714285)","(14.0, 30.0, 21.0)","(10.0, 22.0, 16.333333333333332)","(9.0, 11.0, 9.266666666666667)"
15-12-2022 14:34:47.494797,"(6.0, 4.0, 3.834285714285714)","(7.5, 20.0, 15.333333333333334)","(3.5, 3.7, 3.5894736842105264)","(6.5, 24.0, 17.666666666666668)","(4.6, 5.2, 4.825)","(14.0, 30.0, 22.666666666666668)","(10.0, 22.0, 17.666666666666668)","(9.0, 11.0, 9.55)"
15-12-2022 14:34:48.671866,"(6.0, 3.95, 3.8529411764705883)","(7.5, 20.0, 16.333333333333332)","(3.5, 3.7, 3.575)","(6.5, 24.0, 19.0)","(4.6, 5.2, 4.825)","(14.0, 30.0, 22.666666666666668)","(10.0, 22.0, 17.666666666666668)","(9.0, 10.5, 9.55)"
15-12-2022 14:34:49.804848,"(6.0, 3.95, 3.8529411764705883)","(7.5, 20.0, 16.333333333333332)","(3.5, 3.7, 3.55)","(6.5, 24.0, 18.333333333333332)","(4.6, 5.2, 4.8)","(14.0, 30.0, 22.0)","(10.0, 22.0, 17.333333333333332)","(9.0, 10.5, 9.55)"
