,Couch King,Typhoon Tony,Wonder Woolly,Wiradjuri Queen,Rutland Bella
08-12-2022 15:47:51.185259,"(2.5, 4.1, 3.9)","(10.0, 19.5, 16.9)","(10.0, 14.5, 13.576923076923077)","(3.7, 3.85, 3.8451612903225807)","(2.6, 3.2, 3.0700000000000003)"
08-12-2022 15:47:52.261882,"(2.5, 4.1, 3.9)","(10.0, 19.5, 16.9)","(10.0, 14.5, 13.576923076923077)","(3.7, 3.85, 3.8451612903225807)","(2.6, 3.2, 3.05)"
08-12-2022 15:47:53.290924,"(2.5, 4.1, 3.9)","(10.0, 19.5, 16.9)","(10.0, 14.5, 13.576923076923077)","(3.7, 3.85, 3.8333333333333335)","(2.6, 3.2, 3.0114285714285716)"
08-12-2022 15:47:54.240199,"(2.5, 4.1, 3.9)","(10.0, 19.5, 16.9)","(10.0, 14.5, 13.576923076923077)","(3.7, 3.85, 3.8333333333333335)","(2.6, 3.2, 3.035)"
08-12-2022 15:47:55.281051,"(2.5, 4.1, 3.9)","(10.0, 19.5, 16.9)","(10.0, 14.5, 13.576923076923077)","(3.7, 3.85, 3.8333333333333335)","(2.6, 3.2, 3.035)"
08-12-2022 15:47:56.297845,"(2.5, 4.1, 3.9)","(10.0, 19.5, 16.9)","(10.0, 14.5, 13.576923076923077)","(3.7, 3.85, 3.8451612903225807)","(2.6, 3.2, 3.045)"
08-12-2022 15:47:57.328324,"(2.5, 4.1, 3.9)","(10.0, 19.5, 16.9)","(10.0, 14.5, 13.576923076923077)","(3.7, 3.85, 3.8333333333333335)","(2.6, 3.15, 3.0549999999999997)"
08-12-2022 15:47:58.382499,"(2.5, 4.1, 3.9)","(10.0, 19.5, 16.9)","(10.0, 14.5, 13.576923076923077)","(3.7, 3.85, 3.8333333333333335)","(2.6, 3.15, 3.0957142857142856)"
08-12-2022 15:47:59.354192,"(2.5, 4.1, 3.9)","(10.0, 19.5, 16.9)","(10.0, 14.5, 13.576923076923077)","(3.7, 3.85, 3.8333333333333335)","(2.6, 3.15, 3.0366666666666666)"
08-12-2022 15:48:00.343867,"(2.5, 4.1, 3.9)","(10.0, 19.5, 16.9)","(10.0, 14.5, 13.576923076923077)","(3.7, 3.85, 3.8333333333333335)","(2.6, 3.15, 3.0366666666666666)"
08-12-2022 15:48:01.343336,"(2.5, 4.1, 3.9)","(10.0, 19.5, 16.9)","(10.0, 14.5, 13.576923076923077)","(3.7, 3.85, 3.8451612903225807)","(2.6, 3.15, 3.0366666666666666)"
08-12-2022 15:48:02.237448,"(2.5, 4.1, 3.9)","(10.0, 19.5, 16.9)","(10.0, 14.5, 13.576923076923077)","(3.7, 3.85, 3.8451612903225807)","(2.6, 3.15, 3.04)"
08-12-2022 15:48:03.253206,"(2.5, 4.1, 3.9)","(10.0, 19.5, 16.9)","(10.0, 14.5, 13.576923076923077)","(3.7, 3.85, 3.8451612903225807)","(2.6, 3.1, 3.0957142857142856)"
08-12-2022 15:48:04.318767,"(2.5, 4.1, 3.9)","(10.0, 19.5, 18.537037037037038)","(10.0, 14.0, 13.192307692307692)","(3.7, 3.85, 3.8333333333333335)","(2.6, 3.15, 3.0366666666666666)"
08-12-2022 15:48:05.335607,"(2.5, 4.1, 3.9)","(10.0, 19.5, 18.537037037037038)","(10.0, 14.0, 13.0)","(3.7, 3.85, 3.8333333333333335)","(2.6, 3.15, 3.0366666666666666)"
08-12-2022 15:48:06.303631,"(2.5, 4.1, 3.9)","(10.0, 19.5, 18.357142857142858)","(10.0, 14.0, 13.0)","(3.7, 3.85, 3.8451612903225807)","(2.6, 3.15, 3.0366666666666666)"
08-12-2022 15:48:07.267926,"(2.5, 4.1, 3.9)","(10.0, 19.5, 18.357142857142858)","(10.0, 14.0, 13.0)","(3.7, 3.85, 3.8451612903225807)","(2.6, 3.15, 3.0083333333333333)"
08-12-2022 15:48:08.248805,"(2.5, 4.1, 3.9)","(10.0, 19.5, 18.357142857142858)","(10.0, 14.0, 11.445945945945946)","(3.7, 3.85, 3.8333333333333335)","(2.6, 3.15, 3.075)"
08-12-2022 15:48:09.282561,"(2.5, 4.1, 3.9)","(11.0, 19.5, 18.357142857142858)","(10.0, 14.0, 11.445945945945946)","(3.7, 3.85, 3.8333333333333335)","(2.6, 3.15, 3.075)"
08-12-2022 15:48:10.306385,"(2.5, 4.1, 3.9)","(11.0, 19.5, 17.318181818181817)","(10.0, 14.0, 12.264705882352942)","(3.7, 3.85, 3.8333333333333335)","(2.6, 3.15, 3.075)"
08-12-2022 15:48:11.361563,"(2.5, 4.1, 3.9)","(11.0, 19.5, 18.576923076923077)","(10.0, 13.5, 11.928571428571429)","(3.7, 3.85, 3.8451612903225807)","(2.6, 3.15, 2.9812499999999997)"
08-12-2022 15:48:12.317954,"(2.5, 4.1, 3.9)","(11.0, 19.5, 18.452380952380953)","(10.0, 13.5, 11.928571428571429)","(3.7, 3.85, 3.8451612903225807)","(2.6, 3.15, 3.0)"
08-12-2022 15:48:13.298859,"(2.5, 4.1, 3.9)","(11.0, 19.5, 18.852941176470587)","(10.0, 13.5, 11.31081081081081)","(3.7, 3.85, 3.8333333333333335)","(2.6, 3.1, 3.1045454545454545)"
08-12-2022 15:48:14.271779,"(2.5, 4.1, 3.9)","(11.0, 19.5, 18.852941176470587)","(10.0, 13.5, 11.31081081081081)","(3.7, 3.85, 3.8333333333333335)","(2.6, 3.15, 3.0607142857142855)"
08-12-2022 15:48:15.260379,"(2.5, 4.1, 3.9)","(11.0, 19.5, 18.583333333333332)","(10.0, 13.5, 11.31081081081081)","(3.7, 3.85, 3.8333333333333335)","(2.6, 3.15, 3.08)"
08-12-2022 15:48:16.279467,"(2.5, 4.1, 3.9)","(11.0, 19.5, 18.583333333333332)","(10.0, 13.5, 11.31081081081081)","(3.7, 3.85, 3.8451612903225807)","(2.6, 3.1, 3.06)"
08-12-2022 15:48:17.343223,"(2.5, 4.1, 3.9)","(11.0, 19.5, 18.547619047619047)","(10.0, 13.5, 11.31081081081081)","(3.7, 3.85, 3.725)","(2.6, 3.1, 3.0666666666666664)"
08-12-2022 15:48:18.330567,"(2.5, 4.1, 3.9)","(11.0, 19.5, 18.833333333333332)","(10.0, 13.5, 11.31081081081081)","(3.7, 3.85, 3.825)","(2.6, 3.15, 3.084285714285714)"
08-12-2022 15:48:19.393784,"(2.5, 4.1, 3.9)","(11.0, 19.5, 18.833333333333332)","(10.0, 13.5, 11.214285714285714)","(3.7, 3.85, 3.7750000000000004)","(2.6, 3.15, 3.249387442572741)"
08-12-2022 15:48:20.431741,"(2.5, 4.1, 3.757142857142857)","(11.0, 19.5, 18.439393939393938)","(10.0, 13.0, 10.93859649122807)","(3.7, 3.85, 3.7750000000000004)","(2.6, 3.25, 3.2487823439878234)"
08-12-2022 15:48:21.339906,"(2.5, 4.1, 3.757142857142857)","(11.0, 19.5, 17.97826086956522)","(10.0, 13.0, 10.93859649122807)","(3.7, 3.85, 3.7750000000000004)","(2.6, 3.25, 3.2487804878048783)"
08-12-2022 15:48:22.295489,"(2.5, 4.1, 3.74)","(11.0, 18.5, 18.264705882352942)","(10.0, 13.0, 10.93859649122807)","(3.7, 3.85, 3.8039473684210527)","(2.6, 3.25, 3.249386503067485)"
08-12-2022 15:48:23.319322,"(2.5, 4.1, 3.914285714285714)","(11.0, 18.5, 15.830508474576272)","(10.0, 13.0, 11.102564102564102)","(3.7, 3.85, 3.7333333333333334)","(2.6, 3.25, 3.2384615384615385)"
08-12-2022 15:48:24.346334,"(2.5, 3.95, 3.8590909090909093)","(11.0, 18.5, 16.217391304347828)","(10.0, 13.0, 11.333333333333334)","(3.7, 3.85, 3.772222222222222)","(2.6, 3.3, 3.26)"
08-12-2022 15:48:25.434376,"(2.5, 3.95, 3.8458333333333337)","(11.0, 18.5, 16.217391304347828)","(10.0, 12.5, 11.073170731707316)","(3.7, 3.85, 3.772222222222222)","(2.6, 3.3, 3.26)"
08-12-2022 15:48:26.366617,"(2.5, 3.95, 3.8458333333333337)","(11.0, 18.5, 15.830508474576272)","(10.0, 12.5, 11.073170731707316)","(3.7, 3.85, 3.772222222222222)","(2.6, 3.3, 3.26)"
08-12-2022 15:48:27.366800,"(2.5, 3.95, 3.8458333333333337)","(11.0, 18.0, 15.666666666666666)","(10.0, 12.5, 11.058823529411764)","(3.7, 3.85, 3.7423076923076923)","(2.6, 3.3, 3.2466666666666666)"
08-12-2022 15:48:28.418378,"(2.5, 3.95, 3.8458333333333337)","(11.0, 18.0, 15.666666666666666)","(10.0, 12.5, 11.073170731707316)","(3.7, 3.85, 3.8083333333333336)","(2.6, 3.3, 3.3996870109546165)"
08-12-2022 15:48:29.388247,"(2.5, 3.7, 3.6045454545454545)","(11.0, 18.0, 15.666666666666666)","(10.0, 12.5, 10.766666666666667)","(3.7, 3.85, 3.8083333333333336)","(2.6, 3.4, 3.399679487179487)"
08-12-2022 15:48:30.419957,"(2.5, 3.7, 3.625)","(11.0, 18.0, 15.666666666666666)","(10.0, 12.5, 10.842857142857143)","(3.7, 3.85, 3.7423076923076923)","(2.6, 3.4, 3.399679487179487)"
08-12-2022 15:48:31.497747,"(2.5, 3.7, 3.625)","(11.0, 17.5, 16.296296296296298)","(10.0, 12.5, 11.029411764705882)","(3.7, 3.85, 3.7423076923076923)","(2.6, 3.4, 3.399679487179487)"
08-12-2022 15:48:32.462790,"(2.5, 3.7, 3.625)","(11.0, 17.5, 16.296296296296298)","(10.0, 12.0, 11.029411764705882)","(3.7, 3.85, 3.7423076923076923)","(2.6, 3.4, 3.399679487179487)"
08-12-2022 15:48:33.486989,"(2.5, 3.7, 3.65)","(11.0, 17.5, 16.296296296296298)","(10.0, 12.0, 10.704545454545455)","(3.7, 3.85, 3.8378048780487806)","(2.6, 3.4, 3.44967845659164)"
08-12-2022 15:48:34.467497,"(2.5, 3.7, 3.6500000000000004)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.704545454545455)","(3.7, 3.85, 3.8378048780487806)","(2.6, 3.45, 3.5498363338788868)"
08-12-2022 15:48:35.523600,"(2.5, 3.65, 3.5549999999999997)","(11.0, 17.5, 16.944444444444443)","(10.0, 12.0, 10.691489361702128)","(3.7, 3.7, 3.6968750000000004)","(2.6, 3.55, 3.5498363338788868)"
08-12-2022 15:48:36.590097,"(2.5, 3.65, 3.5549999999999997)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.695652173913043)","(3.7, 3.7, 3.728048780487805)","(2.6, 3.55, 3.5498363338788868)"
08-12-2022 15:48:37.484708,"(2.5, 3.65, 3.536)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.695652173913043)","(3.7, 3.75, 3.728048780487805)","(2.6, 3.55, 3.5498363338788868)"
08-12-2022 15:48:38.537096,"(2.5, 3.65, 3.536)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.695652173913043)","(3.7, 3.75, 3.75)","(2.6, 3.55, 3.5498363338788868)"
08-12-2022 15:48:39.666858,"(2.5, 3.65, 3.5414285714285714)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.695652173913043)","(3.7, 3.85, 3.6410714285714283)","(2.6, 3.55, 3.599176276771005)"
08-12-2022 15:48:40.670266,"(2.5, 3.65, 3.53125)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.695652173913043)","(3.7, 3.65, 3.6410714285714283)","(2.6, 3.6, 3.599176276771005)"
08-12-2022 15:48:41.710204,"(2.5, 3.65, 3.53125)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.6875)","(3.7, 3.65, 3.6410714285714283)","(2.6, 3.6, 3.599176276771005)"
08-12-2022 15:48:42.804958,"(2.5, 3.65, 3.555)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.6875)","(3.7, 3.65, 3.6410714285714283)","(2.6, 3.6, 3.599176276771005)"
08-12-2022 15:48:43.842597,"(2.5, 3.65, 3.555)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.6875)","(3.7, 3.65, 3.6410714285714283)","(2.6, 3.6, 3.599176276771005)"
08-12-2022 15:48:44.896386,"(2.5, 3.65, 3.553225806451613)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.695652173913043)","(3.7, 3.65, 3.6410714285714283)","(2.6, 3.6, 3.6380733944954127)"
08-12-2022 15:48:45.952459,"(2.5, 3.65, 3.5346153846153845)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.691489361702128)","(3.7, 3.65, 3.6410714285714283)","(2.6, 3.65, 3.6378625954198474)"
08-12-2022 15:48:46.941855,"(2.5, 3.65, 3.5388888888888888)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.691489361702128)","(3.7, 3.65, 3.715)","(2.6, 3.65, 3.6378625954198474)"
08-12-2022 15:48:47.958319,"(2.5, 3.65, 3.5388888888888888)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.691489361702128)","(3.7, 3.75, 3.715)","(2.6, 3.65, 3.637025796661608)"
08-12-2022 15:48:49.030361,"(2.5, 3.65, 3.5388888888888888)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.691489361702128)","(3.7, 3.75, 3.715)","(2.6, 3.65, 3.637025796661608)"
08-12-2022 15:48:50.091759,"(2.5, 3.65, 3.5388888888888888)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.704545454545455)","(3.7, 3.75, 3.7306818181818184)","(2.6, 3.65, 3.6384969325153373)"
08-12-2022 15:48:51.178883,"(2.5, 3.5, 3.4886363636363638)","(11.0, 17.5, 17.058823529411764)","(10.0, 12.0, 10.704545454545455)","(3.7, 3.85, 3.733720930232558)","(2.6, 3.65, 3.6393518518518517)"
08-12-2022 15:48:52.212166,"(2.5, 3.5, 3.488095238095238)","(11.0, 17.5, 17.333333333333332)","(10.0, 12.0, 10.704545454545455)","(3.7, 3.85, 3.7597222222222224)","(2.6, 3.65, 3.6393518518518517)"
08-12-2022 15:48:53.349577,"(2.5, 3.5, 3.480769230769231)","(11.0, 18.0, 15.711864406779661)","(10.0, 12.0, 10.695652173913043)","(3.7, 3.85, 3.713157894736842)","(2.6, 3.65, 3.6380733944954127)"
08-12-2022 15:48:54.536355,"(2.5, 3.5, 3.480769230769231)","(11.0, 18.0, 15.763636363636364)","(10.0, 12.0, 10.695652173913043)","(3.7, 3.85, 3.713157894736842)","(2.6, 3.65, 3.6382126348228043)"
08-12-2022 15:48:55.570970,"(2.5, 3.6, 3.535714285714286)","(11.0, 18.0, 15.763636363636364)","(10.0, 12.0, 10.609756097560975)","(3.7, 3.85, 3.5)","(2.6, 3.65, 3.71875)"
08-12-2022 15:48:56.616525,"(2.5, 3.65, 3.575)","(11.0, 18.0, 14.811111111111112)","(10.0, 12.0, 10.272727272727273)","(3.7, 3.85, 3.5583333333333336)","(2.6, 3.85, 3.799721189591078)"
08-12-2022 15:48:57.687947,"(2.5, 3.65, 3.5515624999999997)","(11.0, 17.5, 15.833333333333334)","(10.0, 12.0, 10.272727272727273)","(3.7, 3.85, 3.509090909090909)","(2.6, 3.8, 3.798342541436464)"
08-12-2022 15:48:58.770271,"(2.5, 3.65, 3.523611111111111)","(11.0, 17.5, 14.98)","(10.0, 12.0, 10.272727272727273)","(3.7, 3.8, 3.5999999999999996)","(2.6, 3.8, 3.749814126394052)"
08-12-2022 15:48:59.881496,"(2.5, 3.6, 3.5875)","(11.0, 17.5, 15.076923076923077)","(10.0, 12.0, 10.272727272727273)","(3.7, 3.8, 3.5999999999999996)","(2.6, 3.75, 3.749812030075188)"
08-12-2022 15:49:00.938191,"(2.5, 3.6, 3.5464285714285713)","(11.0, 17.5, 15.076923076923077)","(10.0, 12.0, 10.272727272727273)","(3.7, 3.8, 3.552380952380952)","(2.6, 3.75, 3.749812030075188)"
08-12-2022 15:49:02.066286,"(2.5, 3.6, 3.5464285714285713)","(11.0, 17.5, 15.4375)","(10.0, 12.0, 10.272727272727273)","(3.7, 3.8, 3.552380952380952)","(2.6, 3.75, 3.749812030075188)"
08-12-2022 15:49:03.177847,"(2.5, 3.6, 3.5464285714285713)","(11.0, 17.5, 15.4375)","(10.0, 12.0, 10.272727272727273)","(3.7, 3.8, 3.552380952380952)","(2.6, 3.75, 3.749812030075188)"
08-12-2022 15:49:04.212978,"(2.5, 3.6, 3.5464285714285713)","(11.0, 17.5, 15.4375)","(10.0, 12.0, 10.272727272727273)","(3.7, 3.8, 3.552380952380952)","(2.6, 3.75, 3.749812030075188)"
08-12-2022 15:49:05.320410,"(2.5, 3.6, 3.45)","(11.0, 17.5, 15.333333333333334)","(10.0, 12.0, 10.26086956521739)","(3.7, 3.8, 3.6029411764705883)","(2.6, 3.75, 3.9998091603053436)"
08-12-2022 15:49:06.385730,"(2.5, 3.5, 3.3470588235294114)","(11.0, 17.0, 15.194444444444445)","(10.0, 12.0, 10.272727272727273)","(3.7, 3.65, 3.52)","(2.6, 4.0, 3.999607072691552)"
08-12-2022 15:49:07.425720,"(2.5, 3.45, 3.325)","(11.0, 17.0, 15.194444444444445)","(10.0, 12.0, 10.272727272727273)","(3.7, 3.8, 3.5454545454545454)","(2.6, 4.0, 4.081968641114982)"
08-12-2022 15:49:08.508664,"(2.5, 3.55, 3.2233333333333336)","(11.0, 17.0, 15.194444444444445)","(10.0, 12.0, 10.272727272727273)","(3.7, 3.8, 3.5454545454545454)","(2.6, 4.1, 4.0826619964973725)"
08-12-2022 15:49:09.517852,"(2.5, 3.5, 3.25)","(11.0, 17.0, 16.0625)","(10.0, 12.0, 10.272727272727273)","(3.7, 3.8, 3.5454545454545454)","(2.6, 4.1, 4.0907992565055755)"
08-12-2022 15:49:10.616802,"(2.5, 3.45, 3.2416666666666667)","(11.0, 17.0, 16.0625)","(10.0, 12.0, 10.1)","(3.7, 3.8, 3.4733333333333336)","(2.6, 4.1, 4.0930367504835585)"
08-12-2022 15:49:11.719681,"(2.5, 3.25, 3.232608695652174)","(11.0, 17.0, 15.194444444444445)","(10.0, 12.0, 10.232558139534884)","(3.7, 3.8, 3.453333333333333)","(2.6, 4.1, 4.093313953488372)"
08-12-2022 15:49:12.670898,"(2.5, 3.2, 3.1972222222222224)","(11.0, 16.5, 15.055555555555555)","(10.0, 12.0, 10.232558139534884)","(3.6, 3.8, 3.4499999999999997)","(2.7, 4.1, 4.093313953488372)"
08-12-2022 15:49:13.775132,"(2.5, 3.25, 3.230952380952381)","(11.0, 16.5, 15.055555555555555)","(10.0, 12.0, 10.232558139534884)","(3.6, 3.8, 3.4499999999999997)","(2.7, 4.1, 4.094716242661447)"
08-12-2022 15:49:14.846443,"(2.5, 3.25, 3.15)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.232558139534884)","(3.6, 3.8, 3.4291666666666667)","(2.7, 4.1, 4.0935922330097085)"
08-12-2022 15:49:15.972995,"(2.5, 3.55, 3.283333333333333)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.75, 3.594155844155844)","(2.7, 4.1, 4.0935922330097085)"
08-12-2022 15:49:17.116974,"(2.5, 3.45, 3.1636363636363636)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.75, 3.631818181818182)","(2.7, 4.1, 4.094716242661447)"
08-12-2022 15:49:18.236356,"(2.5, 3.4, 3.275)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.631818181818182)","(2.7, 4.1, 4.094716242661447)"
08-12-2022 15:49:19.390958,"(2.5, 3.4, 3.275)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.7, 3.7, 3.631818181818182)","(2.6, 4.1, 4.094716242661447)"
08-12-2022 15:49:20.488463,"(2.5, 3.4, 3.275)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.7, 3.7, 3.631818181818182)","(2.6, 4.1, 4.094716242661447)"
08-12-2022 15:49:21.507747,"(2.5, 3.4, 3.2125)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.7, 3.7, 3.631818181818182)","(2.6, 4.1, 4.094716242661447)"
08-12-2022 15:49:22.589846,"(2.5, 3.35, 3.1555555555555554)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.7, 3.7, 3.631818181818182)","(2.6, 4.1, 4.094716242661447)"
08-12-2022 15:49:23.643203,"(2.5, 3.35, 3.1714285714285717)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.304347826086957)","(3.7, 3.7, 3.588888888888889)","(2.6, 4.1, 4.499776785714285)"
08-12-2022 15:49:24.735935,"(2.5, 3.15, 3.105)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.7, 3.6, 3.603225806451613)","(2.6, 4.5, 4.5986666666666665)"
08-12-2022 15:49:25.834131,"(2.5, 3.15, 3.035)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.7, 3.7, 3.603225806451613)","(2.6, 4.6, 4.597787610619469)"
08-12-2022 15:49:26.845979,"(2.5, 3.15, 3.020625)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.7, 3.7, 3.603225806451613)","(2.6, 4.6, 4.597787610619469)"
08-12-2022 15:49:27.890767,"(2.5, 3.15, 3.035)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.7, 3.7, 3.603225806451613)","(2.6, 4.6, 4.597787610619469)"
08-12-2022 15:49:28.989728,"(2.5, 3.15, 3.014705882352941)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.7, 3.7, 3.603225806451613)","(2.6, 4.6, 4.597787610619469)"
08-12-2022 15:49:30.122681,"(2.5, 3.15, 2.932777777777778)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.7, 3.7, 3.603225806451613)","(2.6, 4.6, 4.597787610619469)"
08-12-2022 15:49:31.308569,"(2.5, 3.1, 2.94)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.7, 3.7, 3.603225806451613)","(2.6, 4.6, 4.5977220956719815)"
08-12-2022 15:49:32.360144,"(2.5, 3.1, 2.993333333333333)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.6, 4.6, 4.5977220956719815)"
08-12-2022 15:49:33.496557,"(2.5, 3.05, 2.9414285714285713)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.6, 4.6, 4.5977220956719815)"
08-12-2022 15:49:34.638064,"(2.5, 3.05, 2.908333333333333)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.6, 4.6, 4.5977220956719815)"
08-12-2022 15:49:35.755834,"(2.5, 3.05, 2.9366666666666665)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.6, 4.6, 4.5977220956719815)"
08-12-2022 15:49:36.833764,"(2.5, 3.05, 2.9366666666666665)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.6, 4.6, 4.5977220956719815)"
08-12-2022 15:49:37.830764,"(2.5, 3.05, 2.9366666666666665)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.6, 4.6, 4.5977220956719815)"
08-12-2022 15:49:38.920564,"(2.5, 3.05, 2.9366666666666665)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.6, 4.6, 4.5977220956719815)"
08-12-2022 15:49:40.064608,"(2.5, 3.05, 2.9366666666666665)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.6, 4.6, 4.5977220956719815)"
08-12-2022 15:49:41.061474,"(2.5, 3.05, 2.9366666666666665)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.6, 4.6, 4.5977220956719815)"
08-12-2022 15:49:42.146402,"(2.5, 3.05, 2.9366666666666665)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.6, 4.6, 4.5977220956719815)"
08-12-2022 15:49:43.223720,"(2.5, 3.05, 2.948)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.6, 4.6, 4.5977220956719815)"
08-12-2022 15:49:44.181226,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:49:45.257185,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:49:46.456961,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:49:47.778362,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:49:48.879859,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:49:50.035804,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:49:51.319279,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:49:52.390689,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:49:53.587034,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:49:54.704439,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:49:55.739959,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:49:56.827464,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:49:57.918560,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:49:58.968796,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
