,Couch King,Typhoon Tony,Wonder Woolly,Wiradjuri Queen,Rutland Bella
08-12-2022 15:54:18.189574,"(3.0, 4.0, 3.895)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.541666666666666)","(3.5, 4.3, 4.273493975903614)","(2.6, 2.78, 2.772307692307692)"
08-12-2022 15:54:19.315118,"(3.0, 4.0, 3.9416666666666664)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.541666666666666)","(3.5, 4.3, 4.274418604651163)","(2.6, 2.84, 2.7714285714285714)"
08-12-2022 15:54:20.458531,"(3.0, 4.0, 3.96)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.576923076923077)","(3.5, 4.3, 4.274418604651163)","(2.6, 2.8, 2.7688888888888887)"
08-12-2022 15:54:21.573102,"(3.0, 4.0, 3.9699999999999998)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.541666666666666)","(3.5, 4.3, 4.274418604651163)","(2.6, 2.8, 2.78)"
08-12-2022 15:54:22.539645,"(3.0, 4.1, 3.935443037974683)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.541666666666666)","(3.5, 4.3, 4.274418604651163)","(2.6, 2.8, 2.768)"
08-12-2022 15:54:23.600967,"(3.0, 4.1, 3.935443037974683)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.583333333333334)","(3.5, 4.3, 4.2725)","(2.6, 2.8, 2.776)"
08-12-2022 15:54:24.709651,"(3.0, 4.1, 3.935443037974683)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.583333333333334)","(3.5, 4.3, 4.246153846153846)","(2.6, 2.8, 2.768)"
08-12-2022 15:54:25.831696,"(3.0, 4.1, 3.9194444444444443)","(11.0, 13.5, 13.033333333333333)","(10.0, 13.0, 12.583333333333334)","(3.5, 4.3, 4.257142857142857)","(2.6, 2.8, 2.78)"
08-12-2022 15:54:26.916654,"(3.0, 4.1, 3.9414634146341463)","(11.0, 13.5, 13.016666666666667)","(10.0, 13.0, 12.6875)","(3.5, 4.3, 4.278048780487805)","(2.6, 2.8, 2.784)"
08-12-2022 15:54:27.986575,"(3.0, 4.1, 3.9414634146341463)","(11.0, 13.5, 13.024590163934427)","(10.0, 13.0, 12.6875)","(3.5, 4.3, 4.2873239436619714)","(2.6, 2.8, 2.7709090909090905)"
08-12-2022 15:54:29.097543,"(3.0, 4.1, 3.9414634146341463)","(11.0, 13.5, 13.016304347826088)","(10.0, 13.0, 12.6875)","(3.5, 4.3, 4.2875)","(2.6, 2.8, 2.78)"
08-12-2022 15:54:30.211867,"(3.0, 4.1, 3.9414634146341463)","(11.0, 13.5, 13.016304347826088)","(10.0, 13.0, 12.6875)","(3.5, 4.3, 4.2875)","(2.6, 2.8, 2.7714285714285714)"
08-12-2022 15:54:31.286867,"(3.0, 4.1, 3.933333333333333)","(11.0, 13.5, 13.010791366906474)","(10.0, 13.0, 12.676470588235293)","(3.5, 4.3, 4.286363636363636)","(2.6, 2.8, 2.7666666666666666)"
08-12-2022 15:54:32.346706,"(3.0, 4.1, 3.933333333333333)","(11.0, 13.5, 13.010791366906474)","(10.0, 13.0, 12.666666666666666)","(3.5, 4.3, 4.277551020408163)","(2.6, 2.8, 2.792)"
08-12-2022 15:54:33.383131,"(3.0, 4.1, 3.933333333333333)","(11.0, 13.5, 13.010714285714286)","(10.0, 13.5, 12.911764705882353)","(3.5, 4.3, 4.277083333333334)","(2.6, 2.8, 2.777142857142857)"
08-12-2022 15:54:34.510657,"(3.0, 4.1, 3.933333333333333)","(11.0, 13.5, 13.010714285714286)","(10.0, 13.5, 12.712121212121213)","(3.5, 4.3, 4.277083333333334)","(2.6, 2.82, 2.7828571428571425)"
08-12-2022 15:54:35.604200,"(3.0, 4.1, 3.933333333333333)","(11.0, 13.5, 13.010714285714286)","(10.0, 13.5, 12.712121212121213)","(3.5, 4.3, 4.277083333333334)","(2.6, 2.8, 2.7866666666666666)"
08-12-2022 15:54:36.590473,"(3.0, 4.1, 3.933333333333333)","(11.0, 13.5, 13.010714285714286)","(10.0, 13.5, 12.551282051282051)","(3.5, 4.3, 4.227777777777778)","(2.6, 2.8, 2.7866666666666666)"
08-12-2022 15:54:37.674968,"(3.0, 4.1, 3.933333333333333)","(11.0, 13.5, 13.010714285714286)","(10.0, 13.5, 12.625)","(3.5, 4.3, 4.114285714285715)","(2.6, 2.82, 2.803783783783784)"
08-12-2022 15:54:38.743724,"(3.0, 4.1, 3.9414634146341463)","(11.0, 13.5, 13.010714285714286)","(10.0, 13.5, 12.625)","(3.5, 4.2, 4.121739130434783)","(2.6, 2.82, 2.8099999999999996)"
08-12-2022 15:54:39.725154,"(3.0, 4.1, 3.9375)","(11.0, 13.5, 13.010714285714286)","(10.0, 13.5, 12.625)","(3.5, 4.2, 4.121739130434783)","(2.6, 2.82, 2.8099999999999996)"
08-12-2022 15:54:40.732304,"(3.0, 4.1, 3.9631578947368418)","(11.0, 13.5, 13.010714285714286)","(10.0, 13.5, 12.625)","(3.5, 4.2, 4.121739130434783)","(2.6, 2.84, 2.8228571428571425)"
08-12-2022 15:54:41.805985,"(3.0, 4.1, 3.9631578947368418)","(11.0, 13.5, 13.010714285714286)","(10.0, 13.5, 12.625)","(3.5, 4.2, 4.121739130434783)","(2.6, 2.84, 2.829411764705882)"
08-12-2022 15:54:42.910548,"(3.0, 4.1, 3.9631578947368418)","(11.0, 13.5, 13.004273504273504)","(10.0, 13.5, 12.625)","(3.5, 4.2, 4.0777777777777775)","(2.6, 2.84, 2.822)"
08-12-2022 15:54:43.965005,"(3.0, 4.1, 4.007142857142857)","(11.0, 13.5, 11.629032258064516)","(10.0, 13.5, 12.625)","(3.5, 4.2, 4.1)","(2.6, 2.84, 2.8404878048780486)"
08-12-2022 15:54:44.941264,"(3.0, 4.1, 4.007142857142857)","(11.0, 12.5, 12.4375)","(10.0, 13.5, 12.625)","(3.5, 4.2, 4.1)","(2.6, 2.86, 2.8452631578947365)"
08-12-2022 15:54:45.982276,"(3.0, 4.1, 4.013333333333334)","(11.0, 12.5, 12.333333333333334)","(10.0, 13.5, 12.625)","(3.5, 4.2, 4.093333333333334)","(2.6, 2.86, 2.8202597402597402)"
08-12-2022 15:54:47.034911,"(3.0, 4.1, 4.00125)","(11.0, 12.5, 12.026315789473685)","(10.0, 13.5, 12.625)","(3.5, 4.2, 4.1)","(2.6, 2.88, 2.8074999999999997)"
08-12-2022 15:54:47.999744,"(3.0, 4.1, 3.9815)","(11.0, 12.5, 12.045454545454545)","(10.0, 13.5, 12.625)","(3.5, 4.2, 4.096774193548387)","(2.6, 2.86, 2.82)"
08-12-2022 15:54:49.056574,"(3.0, 4.1, 3.9815)","(11.0, 12.5, 12.045454545454545)","(10.0, 13.5, 12.625)","(3.5, 4.2, 4.1)","(2.6, 2.86, 2.8074999999999997)"
08-12-2022 15:54:50.115470,"(3.0, 4.1, 3.9815)","(11.0, 12.5, 12.045454545454545)","(10.0, 13.5, 12.625)","(3.5, 4.2, 4.096774193548387)","(2.6, 2.86, 2.82)"
08-12-2022 15:54:51.173034,"(3.0, 4.1, 3.9815)","(11.0, 12.5, 12.045454545454545)","(10.0, 13.5, 12.625)","(3.5, 4.2, 4.12)","(2.6, 2.86, 2.83)"
08-12-2022 15:54:52.357394,"(3.0, 4.1, 3.9860576923076922)","(11.0, 12.5, 12.045454545454545)","(10.0, 13.5, 12.625)","(3.5, 4.2, 4.131914893617021)","(2.6, 2.86, 2.805454545454545)"
08-12-2022 15:54:53.406414,"(3.0, 4.1, 4.008139534883721)","(11.0, 12.5, 12.045454545454545)","(10.0, 13.5, 12.625)","(3.5, 4.2, 4.131914893617021)","(2.6, 2.86, 2.83)"
08-12-2022 15:54:54.515062,"(3.0, 4.1, 4.002469135802469)","(11.0, 12.5, 12.046875)","(10.0, 13.5, 12.70754716981132)","(3.5, 4.2, 4.127272727272727)","(2.6, 2.86, 2.8085714285714283)"
08-12-2022 15:54:55.593196,"(3.0, 4.1, 4.002777777777778)","(11.0, 12.5, 12.128205128205128)","(10.0, 13.5, 12.70754716981132)","(3.5, 4.2, 4.126086956521739)","(2.6, 2.86, 2.833333333333333)"
08-12-2022 15:54:56.865233,"(3.0, 4.1, 4.009090909090909)","(11.0, 12.5, 12.166666666666666)","(10.0, 13.5, 12.70754716981132)","(3.5, 4.2, 4.126086956521739)","(2.6, 2.86, 2.8466666666666667)"
08-12-2022 15:54:58.040695,"(3.0, 4.1, 4.002777777777778)","(10.0, 12.5, 12.31578947368421)","(10.0, 13.5, 12.70754716981132)","(3.5, 4.2, 4.126086956521739)","(2.5, 2.86, 2.8377464788732394)"
08-12-2022 15:54:59.164653,"(3.0, 4.1, 3.9634615384615386)","(10.0, 13.0, 12.31578947368421)","(10.0, 13.5, 12.70754716981132)","(3.5, 4.2, 4.139285714285714)","(2.5, 2.88, 2.8354285714285714)"
08-12-2022 15:55:00.285527,"(3.0, 4.0, 3.9838709677419355)","(10.0, 13.0, 12.30952380952381)","(10.0, 13.5, 12.70754716981132)","(3.5, 4.2, 4.1187499999999995)","(2.5, 2.88, 2.8428571428571425)"
08-12-2022 15:55:01.383832,"(3.0, 4.1, 3.95360824742268)","(10.0, 13.0, 12.255813953488373)","(10.0, 13.5, 12.70754716981132)","(3.5, 4.2, 4.126086956521739)","(2.5, 2.88, 2.8499999999999996)"
08-12-2022 15:55:02.455089,"(3.0, 4.1, 3.95360824742268)","(10.0, 13.0, 12.255813953488373)","(10.0, 13.5, 12.70754716981132)","(3.5, 4.2, 4.105555555555555)","(2.5, 2.88, 2.8457142857142856)"
08-12-2022 15:55:03.400960,"(3.0, 4.1, 3.9541666666666666)","(10.0, 13.0, 12.25)","(10.0, 13.5, 12.70754716981132)","(3.5, 4.2, 4.105555555555555)","(2.5, 2.92, 2.9054545454545453)"
08-12-2022 15:55:04.496636,"(3.0, 4.1, 3.9472727272727273)","(10.0, 13.0, 12.25)","(10.0, 13.5, 12.711538461538462)","(3.5, 4.2, 4.131578947368421)","(2.5, 2.92, 2.876)"
08-12-2022 15:55:05.670895,"(3.0, 4.1, 3.9472727272727273)","(10.0, 13.0, 12.229166666666666)","(10.0, 13.5, 12.726415094339623)","(3.5, 4.2, 4.110344827586206)","(2.5, 2.92, 2.876)"
08-12-2022 15:55:06.756287,"(3.0, 4.1, 3.9472727272727273)","(10.0, 13.0, 12.229166666666666)","(10.0, 13.5, 12.961538461538462)","(3.6, 4.2, 4.103703703703704)","(2.5, 2.92, 2.8758974358974356)"
08-12-2022 15:55:07.704681,"(3.0, 4.1, 3.9112359550561795)","(10.0, 13.0, 12.229166666666666)","(10.0, 13.0, 12.961538461538462)","(3.6, 4.2, 4.103333333333333)","(2.5, 2.94, 2.8786206896551723)"
08-12-2022 15:55:08.726314,"(3.0, 4.1, 3.9206185567010308)","(10.0, 13.0, 12.224489795918368)","(10.0, 13.0, 12.958333333333334)","(3.6, 4.2, 4.103333333333333)","(2.5, 2.92, 2.8786206896551723)"
08-12-2022 15:55:09.878738,"(3.0, 4.1, 3.910869565217391)","(10.0, 13.0, 12.224489795918368)","(10.0, 13.0, 12.958333333333334)","(3.6, 4.2, 4.121621621621621)","(2.5, 2.92, 2.8786206896551723)"
08-12-2022 15:55:10.929059,"(3.0, 4.1, 3.9206185567010308)","(10.0, 13.0, 12.224489795918368)","(10.0, 13.0, 12.976190476190476)","(3.6, 4.2, 4.181818181818182)","(2.5, 2.92, 2.8814814814814813)"
08-12-2022 15:55:11.901095,"(3.0, 4.1, 3.910869565217391)","(10.0, 13.0, 12.224489795918368)","(10.0, 13.0, 12.952380952380953)","(3.6, 4.2, 4.1875)","(2.5, 2.92, 2.8814814814814813)"
08-12-2022 15:55:12.933623,"(3.0, 4.1, 3.910869565217391)","(10.0, 13.0, 12.224489795918368)","(10.0, 13.0, 12.875)","(3.6, 4.2, 4.1875)","(2.5, 2.92, 2.8814814814814813)"
08-12-2022 15:55:14.013406,"(3.0, 4.1, 3.920408163265306)","(10.0, 13.0, 12.224489795918368)","(10.0, 13.0, 12.875)","(3.6, 4.2, 4.1875)","(2.5, 2.92, 2.8814814814814813)"
08-12-2022 15:55:15.059589,"(3.0, 4.1, 3.910752688172043)","(10.0, 13.0, 12.191489361702128)","(10.0, 13.0, 12.875)","(3.6, 4.2, 4.177777777777778)","(2.5, 2.92, 2.8786206896551723)"
08-12-2022 15:55:16.103633,"(3.0, 4.1, 3.920408163265306)","(10.0, 13.0, 12.095238095238095)","(10.0, 13.0, 12.944444444444445)","(3.6, 4.2, 4.173684210526316)","(2.5, 2.92, 2.8814814814814813)"
08-12-2022 15:55:17.053912,"(3.0, 4.1, 3.910869565217391)","(10.0, 13.0, 12.191489361702128)","(10.0, 13.0, 12.944444444444445)","(3.6, 4.2, 4.1875)","(2.5, 2.92, 2.8814814814814813)"
08-12-2022 15:55:18.192558,"(3.0, 4.1, 3.9206185567010308)","(10.0, 13.0, 12.095238095238095)","(10.0, 13.0, 12.95)","(3.6, 4.2, 4.152)","(2.5, 2.92, 2.8786206896551723)"
08-12-2022 15:55:19.290129,"(3.1, 4.1, 3.910869565217391)","(10.0, 13.0, 12.191489361702128)","(10.0, 13.0, 12.791666666666666)","(3.6, 4.2, 4.1875)","(2.5, 2.92, 2.8814814814814813)"
08-12-2022 15:55:20.231187,"(3.1, 4.1, 3.929411764705882)","(10.0, 13.0, 12.191489361702128)","(10.0, 13.0, 12.791666666666666)","(3.6, 4.2, 4.1875)","(2.5, 2.92, 2.8786206896551723)"
08-12-2022 15:55:21.226274,"(3.1, 4.1, 3.929411764705882)","(10.0, 13.0, 12.095238095238095)","(10.0, 13.0, 12.73076923076923)","(3.6, 4.2, 4.188888888888889)","(2.5, 2.92, 2.87)"
08-12-2022 15:55:22.257331,"(3.1, 4.1, 3.929411764705882)","(10.0, 13.0, 12.191489361702128)","(10.0, 13.0, 12.666666666666666)","(3.6, 4.2, 4.188888888888889)","(2.5, 2.92, 2.8566666666666665)"
08-12-2022 15:55:23.314031,"(3.1, 4.1, 3.929411764705882)","(10.0, 13.0, 12.095238095238095)","(10.0, 13.0, 12.666666666666666)","(3.6, 4.2, 4.188888888888889)","(2.5, 2.9, 2.8566666666666665)"
08-12-2022 15:55:24.399764,"(3.1, 4.1, 3.929411764705882)","(10.0, 13.0, 12.095238095238095)","(10.0, 13.0, 12.666666666666666)","(3.6, 4.2, 4.188888888888889)","(2.5, 2.9, 2.8566666666666665)"
08-12-2022 15:55:25.376974,"(3.1, 4.1, 3.929411764705882)","(10.0, 13.0, 12.191489361702128)","(10.0, 13.0, 12.666666666666666)","(3.6, 4.2, 4.188235294117647)","(2.5, 2.9, 2.8649999999999998)"
08-12-2022 15:55:26.397429,"(3.1, 4.1, 3.929411764705882)","(10.0, 13.0, 12.095238095238095)","(10.0, 13.0, 12.666666666666666)","(3.6, 4.2, 4.188235294117647)","(2.5, 2.9, 2.8666666666666667)"
08-12-2022 15:55:27.427816,"(3.1, 4.1, 3.929411764705882)","(10.0, 13.0, 12.191489361702128)","(10.0, 13.0, 12.666666666666666)","(3.6, 4.2, 4.188235294117647)","(2.5, 2.92, 2.88)"
08-12-2022 15:55:28.497651,"(3.1, 4.1, 3.934285714285714)","(10.0, 13.0, 12.095238095238095)","(10.0, 13.0, 12.666666666666666)","(3.6, 4.2, 4.185714285714286)","(2.5, 2.92, 2.857073170731707)"
08-12-2022 15:55:29.595692,"(3.1, 4.1, 3.9277227722772277)","(10.0, 13.0, 12.095238095238095)","(10.0, 13.0, 12.736842105263158)","(3.6, 4.2, 4.188235294117647)","(2.5, 2.86, 2.8388888888888886)"
08-12-2022 15:55:30.673837,"(3.1, 4.1, 3.9517045454545454)","(10.0, 13.0, 12.191489361702128)","(10.0, 13.0, 12.736842105263158)","(3.6, 4.2, 4.188235294117647)","(2.5, 2.84, 2.8377777777777777)"
08-12-2022 15:55:31.658111,"(3.1, 4.1, 4.0011363636363635)","(10.0, 13.0, 12.095238095238095)","(10.0, 13.0, 12.736842105263158)","(3.6, 4.2, 4.188235294117647)","(2.5, 2.84, 2.8474999999999997)"
08-12-2022 15:55:32.796760,"(3.1, 4.1, 4.0011363636363635)","(10.0, 13.0, 12.0)","(10.0, 13.0, 12.714285714285714)","(3.6, 4.2, 4.176923076923077)","(2.5, 2.86, 2.8636363636363633)"
08-12-2022 15:55:33.832225,"(3.1, 4.1, 4.000980392156863)","(10.0, 12.0, 11.886363636363637)","(10.0, 13.0, 12.714285714285714)","(3.6, 4.2, 4.176923076923077)","(2.5, 2.88, 2.8857142857142857)"
08-12-2022 15:55:34.884169,"(3.1, 3.95, 3.920588235294118)","(10.0, 12.5, 12.048387096774194)","(10.0, 13.0, 12.666666666666666)","(3.6, 4.2, 4.204166666666667)","(2.5, 2.94, 2.9429787234042553)"
08-12-2022 15:55:35.972125,"(3.1, 3.8, 3.7705882352941176)","(10.0, 12.5, 12.117647058823529)","(10.0, 13.0, 12.833333333333334)","(3.6, 4.3, 4.199999999999999)","(2.5, 2.98, 2.975)"
08-12-2022 15:55:37.249642,"(3.1, 3.85, 3.80625)","(10.0, 12.5, 12.117647058823529)","(10.0, 13.0, 12.833333333333334)","(3.6, 4.3, 4.199999999999999)","(2.5, 2.98, 2.953333333333333)"
08-12-2022 15:55:38.395636,"(3.2, 3.85, 3.8166666666666664)","(10.0, 12.5, 12.117647058823529)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.3, 4.199999999999999)","(2.5, 2.98, 2.96)"
08-12-2022 15:55:39.507490,"(3.2, 3.85, 3.841666666666667)","(10.0, 12.5, 12.066666666666666)","(10.0, 13.0, 12.857142857142858)","(3.7, 4.3, 4.232352941176471)","(2.5, 2.98, 2.944444444444444)"
08-12-2022 15:55:40.649584,"(3.2, 3.85, 3.8333333333333335)","(10.0, 12.5, 12.117647058823529)","(10.0, 13.0, 12.857142857142858)","(3.7, 4.3, 4.168421052631579)","(2.5, 2.98, 2.936470588235294)"
08-12-2022 15:55:41.714903,"(3.2, 3.9, 3.8368421052631576)","(10.0, 12.5, 12.117647058823529)","(10.0, 13.0, 12.857142857142858)","(3.7, 4.2, 4.197872340425532)","(2.5, 2.94, 2.8976470588235292)"
08-12-2022 15:55:42.732699,"(3.2, 3.9, 3.8586206896551722)","(10.0, 12.5, 12.117647058823529)","(10.0, 13.0, 12.96875)","(3.7, 4.3, 4.22)","(2.5, 2.9, 2.882222222222222)"
08-12-2022 15:55:43.747488,"(3.2, 3.9, 3.868)","(10.0, 12.5, 12.117647058823529)","(10.0, 13.0, 12.96875)","(3.7, 4.3, 4.204)","(2.5, 2.9, 2.894285714285714)"
08-12-2022 15:55:44.806735,"(3.2, 3.9, 3.88)","(10.0, 12.5, 12.117647058823529)","(10.0, 13.0, 12.73076923076923)","(3.7, 4.3, 4.173684210526315)","(2.5, 2.9, 2.92)"
08-12-2022 15:55:45.907181,"(3.2, 3.9, 3.868181818181818)","(10.0, 13.0, 12.942307692307692)","(10.0, 13.0, 12.5625)","(3.7, 4.3, 4.183333333333333)","(2.5, 2.94, 2.92)"
08-12-2022 15:55:46.934983,"(3.2, 3.9, 3.878125)","(10.0, 13.0, 12.315217391304348)","(10.0, 13.0, 12.583333333333334)","(3.7, 4.3, 4.168749999999999)","(2.5, 2.94, 2.92)"
08-12-2022 15:55:47.879271,"(3.2, 3.9, 3.878125)","(10.0, 13.0, 12.25)","(10.0, 13.0, 12.583333333333334)","(3.7, 4.3, 4.18)","(2.5, 2.94, 2.92)"
08-12-2022 15:55:48.925891,"(3.2, 3.9, 3.868181818181818)","(10.0, 13.0, 12.25)","(10.0, 13.0, 12.571428571428571)","(3.7, 4.3, 4.18)","(2.5, 2.94, 2.92)"
08-12-2022 15:55:49.931397,"(3.2, 3.9, 3.878125)","(10.0, 13.0, 12.25)","(10.0, 13.0, 12.583333333333334)","(3.7, 4.3, 4.18)","(2.5, 2.94, 2.9272727272727272)"
08-12-2022 15:55:50.881180,"(3.2, 3.9, 3.868181818181818)","(10.0, 13.0, 12.25)","(10.0, 13.0, 12.652173913043478)","(3.7, 4.3, 4.186486486486486)","(2.5, 2.96, 2.938823529411765)"
08-12-2022 15:55:51.827542,"(3.2, 3.9, 3.878125)","(10.0, 13.0, 12.315217391304348)","(10.0, 13.0, 12.555555555555555)","(3.7, 4.3, 4.186486486486486)","(2.5, 2.96, 2.938823529411765)"
08-12-2022 15:55:52.857799,"(3.2, 3.9, 3.868181818181818)","(10.0, 13.0, 12.169642857142858)","(10.0, 13.0, 12.5625)","(3.7, 4.3, 4.189473684210526)","(2.5, 2.96, 2.938823529411765)"
08-12-2022 15:55:53.905254,"(3.2, 3.9, 3.868181818181818)","(10.0, 13.0, 12.169642857142858)","(10.0, 13.0, 12.5625)","(3.7, 4.3, 4.189473684210526)","(2.5, 2.96, 2.9347368421052633)"
08-12-2022 15:55:54.916795,"(3.2, 3.9, 3.878125)","(10.0, 13.0, 12.237704918032787)","(10.0, 13.0, 12.571428571428571)","(3.7, 4.3, 4.189473684210526)","(2.5, 2.96, 2.9347368421052633)"
08-12-2022 15:55:55.868808,"(3.2, 3.9, 3.868181818181818)","(10.0, 13.0, 12.18421052631579)","(10.0, 13.0, 12.666666666666666)","(3.7, 4.3, 4.189473684210526)","(2.5, 2.96, 2.933333333333333)"
08-12-2022 15:55:56.858664,"(3.2, 3.9, 3.878125)","(10.0, 12.5, 12.202702702702704)","(10.0, 13.0, 12.523255813953488)","(3.7, 4.3, 4.189473684210526)","(2.5, 2.96, 2.9352941176470586)"
08-12-2022 15:55:57.841998,"(3.2, 3.9, 3.868181818181818)","(10.0, 12.0, 11.981481481481481)","(10.0, 13.5, 13.006493506493506)","(3.7, 4.3, 4.189473684210526)","(2.5, 2.96, 2.933333333333333)"
08-12-2022 15:55:58.803107,"(3.2, 3.9, 3.873684210526316)","(10.0, 12.0, 11.981481481481481)","(10.0, 13.5, 13.006493506493506)","(3.7, 4.3, 4.186486486486486)","(2.5, 2.96, 2.9352941176470586)"
08-12-2022 15:55:59.927716,"(3.2, 3.9, 3.868181818181818)","(10.0, 12.0, 11.981481481481481)","(10.0, 13.5, 13.006493506493506)","(3.7, 4.3, 4.186486486486486)","(2.5, 2.96, 2.9352941176470586)"
08-12-2022 15:56:00.994692,"(3.2, 3.9, 3.868181818181818)","(10.0, 12.0, 11.981481481481481)","(10.0, 13.5, 13.006578947368421)","(3.7, 4.3, 4.186486486486486)","(2.5, 2.96, 2.925)"
08-12-2022 15:56:02.032668,"(3.2, 3.9, 3.878125)","(10.0, 12.0, 11.981481481481481)","(10.0, 13.5, 13.018072289156626)","(3.7, 4.3, 4.08875)","(2.5, 2.94, 2.9274999999999998)"
08-12-2022 15:56:03.115659,"(3.2, 3.9, 3.885)","(10.0, 12.0, 11.982758620689655)","(10.0, 13.5, 13.006756756756756)","(3.7, 4.1, 4.170833333333333)","(2.5, 2.94, 2.9469565217391303)"
08-12-2022 15:56:04.249518,"(3.2, 3.9, 3.88)","(10.0, 12.0, 11.984848484848484)","(10.0, 13.5, 13.006756756756756)","(3.7, 4.2, 4.157407407407407)","(2.5, 2.96, 2.9415384615384617)"
08-12-2022 15:56:05.324797,"(3.2, 3.9, 3.8909090909090907)","(10.0, 12.0, 11.984848484848484)","(10.0, 13.5, 13.006849315068493)","(3.7, 4.2, 4.156603773584906)","(2.5, 2.96, 2.9428571428571426)"
08-12-2022 15:56:06.306538,"(3.2, 3.9, 3.8909090909090907)","(10.0, 12.0, 11.932432432432432)","(10.0, 13.5, 13.006849315068493)","(3.7, 4.2, 4.1465116279069765)","(2.5, 2.96, 2.9219999999999997)"
08-12-2022 15:56:07.326876,"(3.2, 3.9, 3.895)","(10.0, 12.0, 11.984848484848484)","(10.0, 13.5, 12.817307692307692)","(3.7, 4.2, 4.125)","(2.5, 2.96, 2.9219999999999997)"
08-12-2022 15:56:08.357497,"(3.2, 3.95, 3.9171875)","(10.0, 12.0, 11.984848484848484)","(10.0, 13.5, 12.820388349514563)","(3.7, 4.2, 4.125)","(2.5, 2.96, 2.928)"
08-12-2022 15:56:09.402485,"(3.2, 3.95, 3.9171875)","(10.0, 12.0, 11.932432432432432)","(10.0, 13.5, 12.820388349514563)","(3.7, 4.2, 4.125)","(2.5, 2.96, 2.928)"
08-12-2022 15:56:10.415555,"(3.2, 3.95, 3.9171875)","(10.0, 12.0, 11.984848484848484)","(10.0, 13.5, 12.823529411764707)","(3.7, 4.2, 4.116279069767441)","(2.5, 2.96, 2.929090909090909)"
08-12-2022 15:56:11.303188,"(3.2, 3.95, 3.9351351351351354)","(10.0, 12.0, 11.919354838709678)","(10.0, 13.5, 12.758064516129032)","(3.7, 4.2, 4.116279069767441)","(2.5, 2.96, 2.9617391304347827)"
08-12-2022 15:56:12.326879,"(3.2, 3.85, 3.8270833333333334)","(10.0, 12.0, 11.981481481481481)","(10.0, 13.5, 12.791666666666666)","(3.7, 4.2, 4.142857142857142)","(2.5, 2.98, 2.9617391304347827)"
08-12-2022 15:56:13.398467,"(3.2, 3.85, 3.84)","(10.0, 12.0, 11.919354838709678)","(10.0, 13.5, 12.791666666666666)","(3.7, 4.2, 4.142857142857142)","(2.5, 2.98, 2.9617391304347827)"
08-12-2022 15:56:14.544361,"(3.2, 3.85, 3.84)","(10.0, 12.0, 11.919354838709678)","(10.0, 13.5, 12.791666666666666)","(3.7, 4.2, 4.142857142857142)","(2.5, 2.98, 2.9617391304347827)"
08-12-2022 15:56:15.669798,"(3.2, 3.85, 3.8316666666666666)","(10.0, 12.0, 11.977272727272727)","(10.0, 13.5, 12.763736263736265)","(3.7, 4.2, 4.142857142857142)","(2.5, 2.98, 2.9849295774647886)"
08-12-2022 15:56:16.737737,"(3.2, 3.9, 3.857142857142857)","(10.0, 12.0, 11.776315789473685)","(10.0, 13.5, 12.763736263736265)","(3.7, 4.2, 4.142857142857142)","(2.5, 3.05, 2.9849295774647886)"
08-12-2022 15:56:18.180152,"(3.2, 3.85, 3.81)","(10.0, 12.0, 11.716666666666667)","(10.0, 13.5, 12.797872340425531)","(3.7, 4.2, 4.116216216216216)","(2.5, 3.05, 3.01046511627907)"
08-12-2022 15:56:19.170409,"(3.2, 3.85, 3.8092592592592593)","(10.0, 12.0, 11.716666666666667)","(10.0, 13.5, 12.797872340425531)","(3.7, 4.2, 4.116216216216216)","(2.5, 3.05, 3.01046511627907)"
08-12-2022 15:56:20.171249,"(3.2, 3.8, 3.7556737588652482)","(10.0, 12.0, 11.644444444444444)","(10.0, 13.5, 12.801075268817204)","(3.7, 4.2, 4.2105263157894735)","(2.5, 3.05, 3.0232558139534884)"
08-12-2022 15:56:21.073560,"(3.2, 3.7, 3.6950000000000003)","(10.0, 12.0, 11.644444444444444)","(10.0, 13.5, 12.801075268817204)","(3.7, 4.3, 4.2105263157894735)","(2.5, 3.05, 3.0317460317460316)"
08-12-2022 15:56:21.978694,"(3.2, 3.7, 3.6625)","(10.0, 12.0, 11.644444444444444)","(10.0, 13.5, 12.804347826086957)","(3.7, 4.3, 4.232)","(2.5, 3.1, 3.0469135802469136)"
08-12-2022 15:56:22.939185,"(3.2, 3.7, 3.670967741935484)","(10.0, 12.0, 11.644444444444444)","(10.0, 13.5, 12.829411764705883)","(3.7, 4.3, 4.217021276595744)","(2.5, 3.1, 3.0469135802469136)"
08-12-2022 15:56:23.924265,"(3.2, 3.7, 3.6666666666666665)","(10.0, 12.0, 11.644444444444444)","(10.0, 13.5, 12.866666666666667)","(3.7, 4.3, 4.247272727272727)","(2.5, 3.1, 2.9894594594594595)"
08-12-2022 15:56:24.861011,"(3.2, 3.7, 3.675675675675676)","(10.0, 12.0, 11.75)","(10.0, 13.5, 13.033333333333333)","(3.7, 4.3, 4.247272727272727)","(2.5, 3.0, 2.9836923076923076)"
