,Double Thunder,Goldstar Charm,Goldstar Justice,Homebush Shadow,Opawa Andrew,Lonely Guy,Replica Rosco
06-01-2023 11:27:43.249235,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:44.249813,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:45.229248,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:46.250019,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:47.286768,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:48.283593,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:49.303850,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:50.290058,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:51.334537,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:52.490708,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 7.407407407407407)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:53.596111,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 7.407407407407407)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:54.643871,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 7.407407407407407)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:55.711302,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 7.407407407407407)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:56.707916,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 7.407407407407407)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:57.761494,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 7.407407407407407)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:58.853047,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 7.407407407407407)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:27:59.907563,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 7.407407407407407)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:00.859823,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 7.407407407407407)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:01.831860,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 5.25)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:02.804010,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 15.433333333333334)","(5.0, 8.0, 7.45)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:03.806933,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.3)","(5.0, 8.0, 5.25)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:04.800896,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:05.770906,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:06.789536,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:07.848967,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:08.903309,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:09.892093,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:10.839404,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:11.905882,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:13.027338,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:14.193256,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:15.274243,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:16.338392,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:17.371704,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:18.460513,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:19.518214,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:20.524422,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:21.557844,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:22.556015,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:23.653240,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:24.747223,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:25.862381,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:26.988984,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:28.084696,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:29.172391,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:30.308337,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:31.380462,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:32.476361,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:33.521594,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:34.562281,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:35.704803,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:36.816126,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:37.993043,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:39.093922,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:40.172455,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:41.247719,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:42.486636,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 19.125)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:43.702460,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 36.0, 19.125)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:44.842909,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 36.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:45.982130,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:47.175553,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:48.370740,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:49.587711,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:50.761117,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 13.644444444444444)"
06-01-2023 11:28:51.838304,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.719999999999999)"
06-01-2023 11:28:52.879685,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:28:53.966092,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:28:55.056020,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:28:56.065879,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:28:57.041332,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:28:58.088690,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:28:59.155228,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:00.309024,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:01.394061,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:02.471475,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:03.545069,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:04.679619,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:05.748292,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:06.906844,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:08.009321,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:09.178593,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 12.0)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:10.538068,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 12.0)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:11.772271,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 12.0)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:12.994971,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 12.0)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:14.335138,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 12.0)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:15.621785,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 12.0)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:16.868591,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:18.042512,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:19.181502,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:20.308213,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.4)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:21.452998,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 15.975)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:22.579672,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 15.068181818181818)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:23.757671,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 15.068181818181818)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
06-01-2023 11:29:24.911470,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 15.068181818181818)","(11.0, 24.0, 15.0)","(9.0, 17.0, 14.239999999999998)","(5.0, 8.0, 6.730769230769231)","(14.0, 34.0, 20.333333333333332)","(8.0, 14.0, 12.966666666666667)"
