,Apollo Dreamz,Miki Magic,Jilliby Typhoon,Bronski Delight,Isntthatright,Captain Braveheart,Turbo Bromac Nz,Lancelot Bromac Nz,Jay Tee Tyron Nz,English Dance
10-01-2023 16:39:50.647987,"(1.95, 2.0, 1.988)","(8.5, 16.5, 12.75)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 12.571428571428571)"
10-01-2023 16:39:51.884747,"(1.95, 2.0, 1.988)","(8.5, 16.5, 12.75)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.666666666666667)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:39:53.076624,"(1.95, 2.0, 1.9933333333333334)","(8.5, 16.5, 12.75)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:39:54.259535,"(1.95, 2.0, 1.988)","(8.5, 16.5, 12.75)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.666666666666667)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:39:55.513750,"(1.95, 2.0, 1.99)","(8.5, 18.0, 14.75)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.666666666666667)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:39:56.762661,"(1.95, 2.0, 1.99)","(8.5, 17.5, 14.5)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.666666666666667)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:39:58.061044,"(1.95, 2.0, 1.99)","(8.5, 17.5, 13.0)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.666666666666667)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:39:59.341246,"(1.95, 2.0, 1.99)","(8.5, 17.5, 12.875)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:40:00.639020,"(1.95, 2.0, 1.99)","(8.5, 17.0, 12.875)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.666666666666667)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:40:01.936830,"(1.95, 2.0, 1.99)","(8.5, 17.0, 12.875)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.666666666666667)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.666666666666668)"
10-01-2023 16:40:03.242115,"(1.95, 2.0, 1.98)","(8.5, 17.0, 12.875)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.666666666666667)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.125)"
10-01-2023 16:40:04.511382,"(1.95, 2.0, 1.99)","(8.5, 17.0, 12.875)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.0)"
10-01-2023 16:40:05.740895,"(1.95, 2.0, 1.98)","(8.5, 17.0, 12.928571428571429)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.0)"
10-01-2023 16:40:06.979426,"(1.95, 2.0, 1.98)","(8.5, 16.5, 12.928571428571429)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:08.194609,"(1.95, 2.0, 1.98)","(8.5, 16.5, 12.928571428571429)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:09.358541,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.75)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:10.587022,"(1.95, 2.0, 1.98)","(8.5, 16.0, 12.625)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:11.830863,"(1.95, 2.0, 1.98)","(8.5, 16.0, 12.625)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:13.084763,"(1.95, 2.0, 1.98)","(8.5, 16.0, 12.625)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:14.325246,"(1.95, 2.0, 1.98)","(8.5, 16.0, 12.625)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:15.500944,"(1.95, 2.0, 1.98)","(8.5, 16.0, 12.625)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:16.721787,"(1.95, 2.0, 1.98)","(8.5, 16.0, 12.625)","(7.0, 14.0, 12.5)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:18.007451,"(1.95, 2.0, 1.98)","(8.5, 16.0, 12.625)","(7.0, 14.0, 13.4)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:19.282712,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.25)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:20.555685,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 12.75)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:21.831611,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 12.75)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:23.092473,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 12.75)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:24.366463,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 12.75)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:25.589857,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 12.75)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:26.827926,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:28.030240,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:29.276827,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:30.506426,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:31.703552,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:32.945751,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:34.169104,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:35.408875,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:36.634190,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.333333333333334)"
10-01-2023 16:40:37.958001,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:39.277044,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:40.629652,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:41.934739,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:43.240593,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:44.529305,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:45.795168,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:47.044986,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:48.287760,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:49.513389,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.166666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:50.710702,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 12.75)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:51.952990,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.0)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:53.185190,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.0)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:54.419401,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.0)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:55.649329,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.0)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:56.960502,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.0)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:58.270332,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.0)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:40:59.610035,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.0)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:41:00.926704,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.0)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:41:02.275459,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.0)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:41:03.655976,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.0)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:41:04.979254,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.0)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:41:06.259233,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.0)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:41:07.481860,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.0)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:41:08.714053,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.0)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:41:09.975258,"(1.95, 2.0, 1.98)","(8.5, 16.0, 13.3)","(7.0, 14.0, 13.0)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.25)"
10-01-2023 16:41:11.326793,"(1.95, 1.91, 1.8888965517241378)","(8.5, 18.0, 15.1)","(7.0, 14.0, 13.5)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.642857142857142)"
10-01-2023 16:41:12.663580,"(1.95, 1.91, 1.8888965517241378)","(8.5, 16.0, 15.1)","(7.0, 14.0, 13.5)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.92)","(31.0, 55.0, 40.666666666666664)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.642857142857142)"
10-01-2023 16:41:13.964602,"(1.95, 1.99, 1.9891489361702128)","(8.5, 16.0, 15.1)","(7.0, 14.0, 13.5)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 50.0, 40.666666666666664)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.642857142857142)"
10-01-2023 16:41:15.296516,"(1.95, 1.99, 1.9872)","(8.5, 16.0, 15.1)","(7.0, 14.0, 13.5)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 50.0, 40.666666666666664)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.642857142857142)"
10-01-2023 16:41:16.600237,"(1.95, 1.99, 1.9872)","(8.5, 16.0, 15.1)","(7.0, 14.0, 13.5)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 50.0, 40.666666666666664)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.642857142857142)"
10-01-2023 16:41:17.856463,"(1.95, 1.99, 1.9890625)","(8.5, 16.0, 15.1)","(7.0, 14.0, 13.5)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 50.0, 40.666666666666664)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.642857142857142)"
10-01-2023 16:41:19.208118,"(1.95, 1.99, 1.9872727272727273)","(8.5, 16.0, 15.1)","(7.0, 14.0, 13.5)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 50.0, 40.666666666666664)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.642857142857142)"
10-01-2023 16:41:20.642430,"(1.95, 1.99, 1.9890625)","(8.5, 16.0, 15.1)","(7.0, 14.0, 13.714285714285714)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 50.0, 40.666666666666664)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.642857142857142)"
10-01-2023 16:41:22.029951,"(1.95, 1.99, 1.9890625)","(8.5, 16.0, 15.1)","(7.0, 14.0, 13.714285714285714)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 50.0, 40.666666666666664)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.642857142857142)"
10-01-2023 16:41:23.331407,"(1.95, 1.99, 1.9890625)","(8.5, 16.0, 15.1)","(7.0, 14.0, 13.714285714285714)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 50.0, 40.666666666666664)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.642857142857142)"
10-01-2023 16:41:24.623674,"(1.95, 1.99, 1.9890625)","(8.5, 16.0, 15.1)","(7.0, 14.0, 13.714285714285714)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 50.0, 40.666666666666664)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 16.642857142857142)"
10-01-2023 16:41:25.954375,"(1.95, 1.99, 1.9890625)","(8.5, 16.0, 15.1)","(7.0, 14.0, 13.714285714285714)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 50.0, 38.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.7)"
10-01-2023 16:41:27.267486,"(1.95, 2.02, 2.0121739130434784)","(8.5, 18.0, 16.7)","(7.0, 14.0, 13.714285714285714)","(9.0, 14.5, 12.5)","(4.0, 8.4, 7.714285714285714)","(31.0, 50.0, 38.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.7)"
