,Luskin Hero,King Of The Desert,Buying Time,Lilli Lights Out,Single Memo
11-01-2023 14:35:51.154502,"(6.0, 8.6, 8.234782608695651)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.7556521739130435)","(31.0, 55.0, 54.0)","(3.2, 4.0, 3.96875)"
11-01-2023 14:35:52.096021,"(6.0, 8.6, 8.234782608695651)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.7556521739130435)","(31.0, 55.0, 54.0)","(3.2, 4.0, 3.96875)"
11-01-2023 14:35:53.098310,"(6.0, 8.6, 8.234782608695651)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.7561538461538462)","(31.0, 55.0, 54.0)","(3.2, 4.0, 3.96875)"
11-01-2023 14:35:54.069499,"(6.0, 8.6, 8.234782608695651)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.7561538461538462)","(31.0, 55.0, 54.0)","(3.2, 4.0, 3.96875)"
11-01-2023 14:35:54.916633,"(6.0, 8.6, 8.234782608695651)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.7561538461538462)","(31.0, 55.0, 54.0)","(3.2, 4.0, 3.96875)"
11-01-2023 14:35:55.804324,"(6.0, 8.6, 8.234782608695651)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.755774647887324)","(31.0, 55.0, 54.0)","(3.2, 4.0, 3.96875)"
11-01-2023 14:35:56.768310,"(6.0, 8.6, 8.234782608695651)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.755774647887324)","(31.0, 55.0, 54.0)","(3.2, 4.0, 3.96875)"
11-01-2023 14:35:57.728998,"(6.0, 8.6, 8.234782608695651)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.755774647887324)","(31.0, 55.0, 54.0)","(3.2, 4.0, 3.96875)"
11-01-2023 14:35:58.578506,"(6.0, 8.6, 8.234782608695651)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.755774647887324)","(31.0, 55.0, 54.0)","(3.2, 4.0, 3.96875)"
11-01-2023 14:35:59.514855,"(6.0, 8.6, 8.234782608695651)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.755774647887324)","(31.0, 55.0, 54.0)","(3.2, 4.0, 3.96875)"
11-01-2023 14:36:00.528037,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.748888888888889)","(31.0, 55.0, 54.0)","(3.2, 4.0, 3.96875)"
11-01-2023 14:36:01.471840,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.748888888888889)","(31.0, 55.0, 54.0)","(3.2, 4.0, 3.96875)"
11-01-2023 14:36:02.396153,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.748888888888889)","(31.0, 55.0, 54.0)","(3.2, 4.0, 3.9846153846153847)"
11-01-2023 14:36:03.451837,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.748888888888889)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9846153846153847)"
11-01-2023 14:36:04.486300,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.748888888888889)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9846153846153847)"
11-01-2023 14:36:05.316979,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.748888888888889)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9846153846153847)"
11-01-2023 14:36:06.311229,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.748888888888889)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9846153846153847)"
11-01-2023 14:36:07.423280,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.76, 1.7553333333333334)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9749999999999996)"
11-01-2023 14:36:08.459782,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.77, 1.7553333333333334)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9749999999999996)"
11-01-2023 14:36:09.497480,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.77, 1.7535)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9695652173913043)"
11-01-2023 14:36:10.490896,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.74, 1.7340909090909091)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9695652173913043)"
11-01-2023 14:36:11.556817,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.74, 1.7340909090909091)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9695652173913043)"
11-01-2023 14:36:12.591348,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.4)","(1.65, 1.74, 1.7340909090909091)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9695652173913043)"
11-01-2023 14:36:13.562298,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.4)","(1.65, 1.74, 1.7341353383458646)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 4.0)"
11-01-2023 14:36:14.518480,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.4)","(1.65, 1.74, 1.7341353383458646)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 4.0)"
11-01-2023 14:36:15.503333,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.4)","(1.65, 1.74, 1.7341353383458646)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 4.0)"
11-01-2023 14:36:16.567534,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.4)","(1.65, 1.74, 1.7341353383458646)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9875)"
11-01-2023 14:36:17.529459,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.74, 1.7341353383458646)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9875)"
11-01-2023 14:36:18.573350,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.74, 1.7341353383458646)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9875)"
11-01-2023 14:36:19.618240,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.74, 1.7341353383458646)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9875)"
11-01-2023 14:36:20.602221,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.74, 1.7341353383458646)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9875)"
11-01-2023 14:36:21.591583,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.2)","(1.65, 1.74, 1.7341353383458646)","(31.0, 55.0, 53.666666666666664)","(3.2, 4.1, 3.9875)"
11-01-2023 14:36:22.620993,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.4)","(1.65, 1.74, 1.7377464788732395)","(31.0, 55.0, 54.0)","(3.2, 4.1, 3.9875)"
11-01-2023 14:36:23.698399,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.4)","(1.65, 1.74, 1.7377464788732395)","(31.0, 55.0, 54.0)","(3.2, 4.1, 3.9875)"
11-01-2023 14:36:24.723987,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.4)","(1.65, 1.74, 1.7377464788732395)","(31.0, 55.0, 54.0)","(3.2, 4.1, 3.9875)"
11-01-2023 14:36:25.680980,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.4)","(1.65, 1.74, 1.7377464788732395)","(31.0, 55.0, 54.0)","(3.2, 4.1, 3.9875)"
11-01-2023 14:36:26.632158,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.4)","(1.65, 1.74, 1.7377464788732395)","(31.0, 55.0, 54.0)","(3.2, 4.1, 3.9875)"
11-01-2023 14:36:27.661105,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.4)","(1.65, 1.74, 1.738)","(31.0, 55.0, 54.0)","(3.2, 4.1, 3.9875)"
11-01-2023 14:36:28.665024,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.4)","(1.65, 1.74, 1.738)","(31.0, 55.0, 54.0)","(3.2, 4.1, 3.9875)"
11-01-2023 14:36:29.519400,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.5)","(1.65, 1.74, 1.738)","(31.0, 55.0, 54.0)","(3.2, 4.1, 3.9875)"
11-01-2023 14:36:30.530257,"(6.0, 8.6, 8.096)","(21.0, 29.0, 28.647058823529413)","(1.65, 1.74, 1.7363636363636363)","(31.0, 55.0, 52.72727272727273)","(3.2, 4.1, 4.025)"
11-01-2023 14:36:31.637443,"(6.0, 8.6, 8.092307692307692)","(21.0, 29.0, 28.25)","(1.65, 1.74, 1.7363636363636363)","(31.0, 55.0, 52.72727272727273)","(3.2, 4.1, 4.025)"
11-01-2023 14:36:32.633627,"(6.0, 8.6, 8.092307692307692)","(21.0, 29.0, 28.25)","(1.65, 1.74, 1.7363636363636363)","(31.0, 55.0, 50.833333333333336)","(3.2, 4.1, 4.025)"
11-01-2023 14:36:33.577514,"(6.0, 8.6, 8.092307692307692)","(21.0, 29.0, 28.25)","(1.65, 1.74, 1.7363636363636363)","(31.0, 55.0, 50.833333333333336)","(3.2, 4.1, 4.025)"
11-01-2023 14:36:34.589964,"(6.0, 8.6, 8.092307692307692)","(21.0, 29.0, 28.25)","(1.65, 1.74, 1.7363636363636363)","(31.0, 55.0, 50.833333333333336)","(3.2, 4.1, 4.025)"
11-01-2023 14:36:35.637811,"(6.0, 8.6, 8.092307692307692)","(21.0, 29.0, 27.0)","(1.65, 1.74, 1.7363636363636363)","(31.0, 55.0, 50.833333333333336)","(3.2, 4.1, 4.025)"
11-01-2023 14:36:36.717706,"(6.0, 8.6, 8.092307692307692)","(21.0, 29.0, 26.333333333333332)","(1.65, 1.74, 1.7363636363636363)","(31.0, 55.0, 50.833333333333336)","(3.2, 4.1, 4.025)"
11-01-2023 14:36:37.696053,"(6.0, 8.6, 8.092307692307692)","(21.0, 29.0, 26.333333333333332)","(1.65, 1.74, 1.7363636363636363)","(31.0, 55.0, 50.833333333333336)","(3.2, 4.1, 4.025)"
11-01-2023 14:36:38.744874,"(6.0, 8.6, 8.092307692307692)","(21.0, 29.0, 26.333333333333332)","(1.65, 1.74, 1.7363636363636363)","(31.0, 55.0, 50.833333333333336)","(3.2, 4.1, 4.025)"
11-01-2023 14:36:39.849674,"(6.0, 8.6, 8.092307692307692)","(21.0, 29.0, 26.333333333333332)","(1.65, 1.74, 1.7382278481012658)","(31.0, 55.0, 50.833333333333336)","(3.2, 4.1, 4.05)"
11-01-2023 14:36:40.938812,"(6.0, 8.6, 8.174193548387096)","(21.0, 27.0, 25.909090909090907)","(1.65, 1.74, 1.7367441860465116)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.1, 4.05)"
11-01-2023 14:36:41.998057,"(6.0, 8.6, 8.174193548387096)","(21.0, 27.0, 26.076923076923077)","(1.65, 1.75, 1.7382051282051283)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.1, 4.05)"
11-01-2023 14:36:42.968123,"(6.0, 8.6, 8.144827586206896)","(21.0, 29.0, 28.384615384615387)","(1.65, 1.74, 1.7382051282051283)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.1, 4.05)"
11-01-2023 14:36:43.983320,"(6.0, 8.6, 8.144827586206896)","(21.0, 30.0, 26.444444444444443)","(1.65, 1.74, 1.7382051282051283)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.1, 4.05)"
11-01-2023 14:36:45.060584,"(6.0, 8.6, 8.144827586206896)","(21.0, 30.0, 25.636363636363637)","(1.65, 1.74, 1.7382278481012658)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.1, 4.05)"
11-01-2023 14:36:46.147595,"(6.0, 8.6, 8.144827586206896)","(21.0, 30.0, 25.636363636363637)","(1.65, 1.74, 1.7382278481012658)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.1, 4.05)"
11-01-2023 14:36:47.165080,"(6.0, 8.6, 8.144827586206896)","(21.0, 30.0, 25.636363636363637)","(1.65, 1.74, 1.7382278481012658)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.1, 4.085714285714285)"
11-01-2023 14:36:48.184001,"(6.0, 8.6, 8.144827586206896)","(21.0, 30.0, 25.636363636363637)","(1.65, 1.74, 1.7382278481012658)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.1, 4.085714285714285)"
11-01-2023 14:36:49.238355,"(6.0, 8.6, 8.144827586206896)","(21.0, 30.0, 25.636363636363637)","(1.65, 1.74, 1.7382278481012658)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.1, 4.085714285714285)"
11-01-2023 14:36:50.296581,"(6.0, 8.6, 8.144827586206896)","(21.0, 30.0, 25.636363636363637)","(1.65, 1.74, 1.7382278481012658)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.1, 4.085714285714285)"
11-01-2023 14:36:51.339798,"(6.0, 8.6, 8.144827586206896)","(21.0, 30.0, 25.636363636363637)","(1.65, 1.74, 1.7382278481012658)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.1, 4.085714285714285)"
11-01-2023 14:36:52.360549,"(6.0, 8.6, 8.144827586206896)","(21.0, 30.0, 25.636363636363637)","(1.65, 1.74, 1.7382278481012658)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.1, 4.085714285714285)"
11-01-2023 14:36:53.315876,"(6.0, 8.6, 8.144827586206896)","(21.0, 30.0, 25.636363636363637)","(1.65, 1.74, 1.7382278481012658)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.1, 4.086111111111111)"
11-01-2023 14:36:54.353396,"(6.0, 8.6, 8.144827586206896)","(21.0, 29.0, 27.0)","(1.65, 1.74, 1.732)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.2, 4.086111111111111)"
11-01-2023 14:36:55.436267,"(6.0, 8.4, 8.215384615384616)","(21.0, 29.0, 26.285714285714285)","(1.65, 1.74, 1.732)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.2, 4.132786885245902)"
11-01-2023 14:36:56.465775,"(6.0, 8.4, 8.215384615384616)","(21.0, 28.0, 26.285714285714285)","(1.65, 1.74, 1.732)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.2, 4.135087719298245)"
11-01-2023 14:36:57.425341,"(6.0, 8.4, 8.215384615384616)","(21.0, 28.0, 26.285714285714285)","(1.65, 1.74, 1.732)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.2, 4.135087719298245)"
11-01-2023 14:36:58.442839,"(6.0, 8.4, 8.215384615384616)","(21.0, 28.0, 26.6)","(1.65, 1.74, 1.732)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.2, 4.135087719298245)"
11-01-2023 14:36:59.488545,"(6.0, 8.4, 8.103703703703705)","(21.0, 28.0, 26.6)","(1.65, 1.74, 1.732)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.2, 4.135087719298245)"
11-01-2023 14:37:00.585331,"(6.0, 8.4, 8.066666666666666)","(21.0, 28.0, 26.6)","(1.65, 1.74, 1.732)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.2, 4.135087719298245)"
11-01-2023 14:37:01.626420,"(6.0, 8.4, 8.066666666666666)","(21.0, 28.0, 26.6)","(1.65, 1.74, 1.732)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.2, 4.091176470588235)"
11-01-2023 14:37:02.642819,"(6.0, 8.4, 8.066666666666666)","(21.0, 28.0, 27.22222222222222)","(1.65, 1.74, 1.7312727272727273)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.2, 4.091176470588235)"
11-01-2023 14:37:03.643219,"(6.0, 8.4, 8.066666666666666)","(21.0, 28.0, 27.045454545454547)","(1.65, 1.74, 1.7312727272727273)","(31.0, 55.0, 50.833333333333336)","(3.3, 4.2, 4.091176470588235)"
11-01-2023 14:37:04.743598,"(6.0, 8.4, 8.066666666666666)","(21.0, 27.0, 25.8)","(1.65, 1.74, 1.732)","(31.0, 55.0, 50.3125)","(3.3, 4.2, 4.0046875)"
11-01-2023 14:37:05.847054,"(6.0, 8.4, 8.392682926829268)","(21.0, 28.0, 27.454545454545453)","(1.65, 1.74, 1.732)","(31.0, 60.0, 56.42857142857143)","(3.3, 4.1, 4.0046875)"
11-01-2023 14:37:06.808215,"(6.0, 8.4, 8.392682926829268)","(21.0, 28.0, 27.454545454545453)","(1.65, 1.74, 1.732)","(31.0, 60.0, 56.42857142857143)","(3.3, 4.1, 4.0046875)"
11-01-2023 14:37:07.759821,"(6.0, 8.4, 8.382352941176471)","(21.0, 28.0, 27.454545454545453)","(1.65, 1.74, 1.732)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0046875)"
11-01-2023 14:37:08.870701,"(6.0, 8.4, 8.382352941176471)","(21.0, 28.0, 27.454545454545453)","(1.65, 1.74, 1.732)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0140625)"
11-01-2023 14:37:09.972534,"(6.0, 8.4, 8.372222222222222)","(21.0, 28.0, 27.454545454545453)","(1.65, 1.74, 1.732)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0140625)"
11-01-2023 14:37:11.032562,"(6.0, 8.4, 8.372222222222222)","(21.0, 28.0, 27.454545454545453)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0140625)"
11-01-2023 14:37:11.991902,"(6.0, 8.4, 8.372222222222222)","(21.0, 28.0, 27.0)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0140625)"
11-01-2023 14:37:13.064877,"(6.0, 8.4, 8.372222222222222)","(21.0, 28.0, 27.0)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0140625)"
11-01-2023 14:37:14.114743,"(6.0, 8.4, 8.372222222222222)","(21.0, 28.0, 27.0)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0140625)"
11-01-2023 14:37:15.157843,"(6.0, 8.4, 8.372222222222222)","(21.0, 28.0, 27.0)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0140625)"
11-01-2023 14:37:16.231658,"(6.0, 8.4, 8.372222222222222)","(21.0, 28.0, 27.0)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:17.263342,"(6.0, 8.4, 8.372222222222222)","(21.0, 28.0, 27.3)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:18.389733,"(6.0, 8.4, 8.372222222222222)","(21.0, 28.0, 27.3)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:19.816378,"(6.0, 8.4, 8.372222222222222)","(21.0, 28.0, 27.3)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:22.518810,"(6.0, 8.4, 8.372222222222222)","(21.0, 28.0, 26.5)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:23.865229,"(6.0, 8.4, 8.372222222222222)","(19.0, 28.0, 26.5)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:24.985475,"(6.0, 8.4, 8.377272727272727)","(19.0, 28.0, 26.5)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:26.036692,"(6.0, 8.4, 8.377272727272727)","(19.0, 28.0, 26.5)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:27.148476,"(6.0, 8.4, 8.377272727272727)","(19.0, 28.0, 26.5)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:28.306137,"(6.0, 8.4, 8.377272727272727)","(19.0, 28.0, 26.5)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:29.345148,"(6.0, 8.4, 8.377272727272727)","(19.0, 28.0, 26.5)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:30.383534,"(6.0, 8.4, 8.377272727272727)","(19.0, 28.0, 26.5)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:31.471694,"(6.0, 8.4, 8.377272727272727)","(19.0, 28.0, 26.5)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:32.568899,"(6.0, 8.4, 8.333333333333334)","(19.0, 28.0, 26.5)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:33.634545,"(6.0, 8.4, 8.333333333333334)","(19.0, 28.0, 27.333333333333332)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:34.707737,"(6.0, 8.4, 8.333333333333334)","(19.0, 28.0, 27.333333333333332)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:35.777341,"(6.0, 8.4, 8.266666666666666)","(19.0, 28.0, 27.333333333333332)","(1.65, 1.74, 1.734)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.010975609756097)"
11-01-2023 14:37:36.860129,"(6.0, 8.4, 8.266666666666666)","(19.0, 28.0, 27.333333333333332)","(1.65, 1.74, 1.7372727272727273)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0132352941176475)"
11-01-2023 14:37:37.956667,"(6.0, 8.4, 8.266666666666666)","(19.0, 28.0, 26.5)","(1.65, 1.75, 1.7372727272727273)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0132352941176475)"
11-01-2023 14:37:39.068226,"(6.0, 8.4, 8.266666666666666)","(19.0, 28.0, 26.5)","(1.65, 1.75, 1.7372727272727273)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0132352941176475)"
11-01-2023 14:37:40.130689,"(6.0, 8.4, 8.266666666666666)","(19.0, 28.0, 26.5)","(1.65, 1.75, 1.7372727272727273)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0132352941176475)"
11-01-2023 14:37:41.166654,"(6.0, 8.4, 8.266666666666666)","(19.0, 28.0, 26.5)","(1.65, 1.75, 1.7372727272727273)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0132352941176475)"
11-01-2023 14:37:42.236496,"(6.0, 8.4, 8.266666666666666)","(19.0, 28.0, 26.5)","(1.65, 1.75, 1.75)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0132352941176475)"
11-01-2023 14:37:43.322927,"(6.0, 8.4, 8.16470588235294)","(19.0, 28.0, 26.5)","(1.65, 1.76, 1.75)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0132352941176475)"
11-01-2023 14:37:44.299206,"(6.0, 8.4, 8.092307692307692)","(19.0, 28.0, 26.25)","(1.65, 1.76, 1.75)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0132352941176475)"
11-01-2023 14:37:45.475295,"(6.0, 8.4, 8.092307692307692)","(19.0, 28.0, 26.25)","(1.65, 1.76, 1.75)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0132352941176475)"
11-01-2023 14:37:47.183159,"(6.0, 8.4, 8.092307692307692)","(18.0, 28.0, 26.25)","(1.65, 1.76, 1.75)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.0132352941176475)"
11-01-2023 14:37:48.599176,"(6.0, 8.4, 8.092307692307692)","(18.0, 28.0, 26.25)","(1.65, 1.76, 1.7523809523809524)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.021428571428571)"
11-01-2023 14:37:49.707989,"(6.0, 8.4, 8.092307692307692)","(18.0, 28.0, 26.25)","(1.65, 1.76, 1.7514705882352941)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.021428571428571)"
11-01-2023 14:37:50.735508,"(6.0, 8.4, 8.092307692307692)","(18.0, 28.0, 26.25)","(1.65, 1.77, 1.7514705882352941)","(31.0, 60.0, 55.833333333333336)","(3.3, 4.1, 4.032142857142857)"
11-01-2023 14:37:51.839124,"(6.0, 8.4, 8.092307692307692)","(18.0, 28.0, 26.25)","(1.65, 1.77, 1.7514705882352941)","(31.0, 60.0, 51.1764705882353)","(3.3, 4.1, 4.045)"
11-01-2023 14:37:52.969041,"(6.0, 8.4, 8.092307692307692)","(18.0, 28.0, 26.25)","(1.65, 1.77, 1.7514705882352941)","(31.0, 60.0, 51.666666666666664)","(3.3, 4.1, 4.045)"
11-01-2023 14:37:54.070769,"(6.0, 8.4, 8.092307692307692)","(18.0, 28.0, 26.25)","(1.65, 1.77, 1.7514705882352941)","(31.0, 60.0, 51.666666666666664)","(3.3, 4.1, 4.045)"
11-01-2023 14:37:55.112717,"(6.0, 8.4, 8.092307692307692)","(18.0, 28.0, 26.25)","(1.65, 1.77, 1.7514705882352941)","(31.0, 60.0, 51.666666666666664)","(3.3, 4.1, 4.045)"
11-01-2023 14:37:56.200569,"(6.0, 8.4, 8.092307692307692)","(18.0, 28.0, 26.25)","(1.65, 1.76, 1.7558333333333334)","(31.0, 60.0, 51.666666666666664)","(3.3, 4.1, 4.045)"
11-01-2023 14:37:57.347042,"(6.0, 8.4, 8.092307692307692)","(18.0, 28.0, 26.25)","(1.65, 1.76, 1.7558333333333334)","(31.0, 60.0, 51.666666666666664)","(3.3, 4.1, 4.045)"
11-01-2023 14:37:58.423366,"(6.0, 8.4, 8.092307692307692)","(18.0, 28.0, 26.25)","(1.65, 1.76, 1.7558333333333334)","(31.0, 60.0, 51.666666666666664)","(3.3, 4.1, 4.045)"
11-01-2023 14:37:59.493218,"(6.0, 8.4, 8.075)","(18.0, 28.0, 26.25)","(1.65, 1.76, 1.7558333333333334)","(31.0, 60.0, 51.666666666666664)","(3.3, 4.1, 4.045)"
11-01-2023 14:38:00.540579,"(6.0, 8.4, 8.121428571428572)","(18.0, 28.0, 26.25)","(1.65, 1.76, 1.7558333333333334)","(31.0, 60.0, 51.666666666666664)","(3.3, 4.1, 4.045)"
11-01-2023 14:38:01.530983,"(6.0, 8.4, 8.121428571428572)","(18.0, 28.0, 26.25)","(1.65, 1.76, 1.7558333333333334)","(31.0, 60.0, 51.666666666666664)","(3.3, 4.1, 4.045)"
11-01-2023 14:38:02.601532,"(6.0, 8.4, 8.121428571428572)","(18.0, 28.0, 26.25)","(1.65, 1.75, 1.7465)","(31.0, 60.0, 51.666666666666664)","(3.3, 4.1, 4.045)"
11-01-2023 14:38:03.701250,"(6.0, 8.4, 8.01)","(18.0, 28.0, 26.25)","(1.65, 1.75, 1.7465)","(31.0, 60.0, 51.666666666666664)","(3.3, 4.1, 4.045)"
