,Luvtoo,Flying Banyula,R N R Beach Nz,Call Me Dragon,Shez Bettors Babe,Imperious,Esther Rising,Desmond,Shooin
06-01-2023 15:22:23.116972,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.9, 4.5)","(1.95, 99999, 99990)","(14.0, 25.0, 20.4)","(81.0, 200.0, 126.66666666666666)","(17.0, 40.0, 30.799999999999997)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:22:24.510185,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.9, 4.5)","(1.95, 99999, 99990)","(14.0, 25.0, 20.4)","(81.0, 200.0, 126.66666666666666)","(17.0, 40.0, 30.799999999999997)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:22:25.931800,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.9, 4.5)","(1.95, 99999, 99990)","(14.0, 25.0, 20.4)","(81.0, 200.0, 126.66666666666666)","(17.0, 40.0, 30.799999999999997)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:22:27.344380,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.9, 4.5)","(1.95, 99999, 99990)","(14.0, 25.0, 20.4)","(81.0, 200.0, 170.0)","(17.0, 40.0, 30.799999999999997)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:22:28.802184,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.9, 4.433333333333334)","(1.95, 99999, 99990)","(14.0, 25.0, 20.4)","(81.0, 200.0, 170.0)","(17.0, 40.0, 30.799999999999997)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:22:30.211687,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.8, 4.433333333333334)","(1.95, 99999, 99990)","(14.0, 25.0, 20.4)","(81.0, 200.0, 170.0)","(17.0, 40.0, 30.799999999999997)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:22:31.708566,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.8, 4.5285714285714285)","(1.95, 99999, 99990)","(14.0, 25.0, 22.2)","(81.0, 200.0, 170.0)","(17.0, 40.0, 30.799999999999997)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:22:33.094784,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.8, 4.125)","(1.95, 99999, 99990)","(14.0, 28.0, 25.799999999999997)","(81.0, 200.0, 170.0)","(17.0, 40.0, 30.799999999999997)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 72.25)"
06-01-2023 15:22:34.891521,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.3, 4.125)","(1.95, 99999, 99990)","(14.0, 34.0, 19.666666666666668)","(81.0, 200.0, 170.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:22:36.587864,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.3, 4.075)","(1.95, 99999, 99990)","(14.0, 32.0, 19.666666666666668)","(81.0, 200.0, 170.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:22:38.174807,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.2, 4.075)","(1.95, 99999, 99990)","(14.0, 32.0, 19.0)","(81.0, 200.0, 170.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:22:39.738294,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.2, 4.183333333333334)","(1.95, 99999, 99990)","(14.0, 30.0, 18.666666666666668)","(81.0, 200.0, 170.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:22:41.471217,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.2, 4.183333333333334)","(1.95, 99999, 99990)","(14.0, 29.0, 18.666666666666668)","(81.0, 200.0, 170.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:22:43.159172,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.8, 4.025)","(1.95, 99999, 99990)","(14.0, 29.0, 18.666666666666668)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:22:44.725330,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.1, 4.571428571428571)","(1.95, 99999, 99990)","(14.0, 29.0, 14.5)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:22:46.202016,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.8, 4.15)","(1.95, 99999, 99990)","(14.0, 18.5, 14.5)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:22:47.896879,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.2, 4.15)","(1.95, 99999, 99990)","(14.0, 18.5, 14.5)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:22:50.010247,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.2, 4.375)","(1.95, 99999, 99990)","(14.0, 18.5, 15.0)","(81.0, 200.0, 154.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:22:52.126112,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.8, 4.478571428571429)","(1.95, 99999, 99990)","(14.0, 18.0, 15.0)","(81.0, 200.0, 154.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:22:54.031928,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.8, 4.485714285714286)","(1.95, 99999, 99990)","(14.0, 18.0, 15.0)","(81.0, 200.0, 154.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:22:55.970234,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.7, 4.075)","(1.95, 99999, 99990)","(14.0, 18.0, 15.0)","(81.0, 200.0, 154.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:22:57.524195,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.2, 4.075)","(1.95, 99999, 99990)","(14.0, 18.0, 15.0)","(81.0, 200.0, 154.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:22:59.120363,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.1, 4.485714285714286)","(1.95, 99999, 99990)","(14.0, 18.0, 15.0)","(81.0, 200.0, 154.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:23:00.680312,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.7, 4.025)","(1.95, 99999, 99990)","(14.0, 18.0, 15.0)","(81.0, 200.0, 154.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:23:02.248457,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.1, 4.05)","(1.95, 99999, 99990)","(14.0, 18.0, 15.0)","(81.0, 200.0, 154.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:23:03.825821,"(4.4, 7.2, 5.6000000000000005)","(2.8, 4.1, 4.576923076923077)","(1.95, 99999, 99990)","(14.0, 18.0, 15.5)","(81.0, 200.0, 154.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 65.4)"
06-01-2023 15:23:05.350249,"(4.4, 7.2, 5.6000000000000005)","(2.8, 4.7, 4.576923076923077)","(1.95, 99999, 99990)","(14.0, 18.0, 16.0)","(81.0, 200.0, 154.0)","(17.0, 40.0, 34.125)","(51.0, 80.0, 70.5)","(41.0, 110.0, 97.6)","(41.0, 85.0, 65.4)"
06-01-2023 15:23:06.806879,"(4.4, 7.2, 5.6000000000000005)","(2.8, 4.0, 4.485714285714286)","(1.95, 99999, 99990)","(14.0, 18.0, 16.0)","(81.0, 200.0, 154.0)","(17.0, 40.0, 34.125)","(51.0, 80.0, 70.5)","(41.0, 110.0, 97.6)","(41.0, 85.0, 52.33333333333333)"
06-01-2023 15:23:08.292028,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.7, 4.35)","(1.95, 99999, 99990)","(14.0, 18.0, 16.0)","(81.0, 200.0, 164.28571428571428)","(17.0, 40.0, 34.125)","(51.0, 80.0, 70.5)","(41.0, 110.0, 97.6)","(41.0, 85.0, 52.33333333333333)"
06-01-2023 15:23:09.821099,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.7, 4.35)","(1.95, 99999, 99990)","(14.0, 18.0, 16.0)","(81.0, 200.0, 164.28571428571428)","(17.0, 40.0, 34.125)","(51.0, 80.0, 70.5)","(41.0, 110.0, 97.6)","(41.0, 85.0, 52.33333333333333)"
06-01-2023 15:23:11.292810,"(4.4, 7.2, 5.6000000000000005)","(2.8, 4.7, 4.32)","(1.95, 99999, 99990)","(14.0, 18.0, 16.0)","(81.0, 200.0, 164.28571428571428)","(17.0, 40.0, 34.125)","(51.0, 80.0, 70.5)","(41.0, 110.0, 97.6)","(41.0, 85.0, 52.33333333333333)"
06-01-2023 15:23:12.729268,"(4.4, 7.2, 5.6000000000000005)","(2.8, 4.7, 4.32)","(1.95, 99999, 99990)","(14.0, 18.0, 16.0)","(81.0, 200.0, 164.28571428571428)","(17.0, 40.0, 34.125)","(51.0, 80.0, 70.5)","(41.0, 110.0, 97.6)","(41.0, 85.0, 52.33333333333333)"
06-01-2023 15:23:14.090435,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.7, 4.32)","(1.95, 99999, 99990)","(14.0, 18.0, 16.0)","(81.0, 200.0, 164.28571428571428)","(17.0, 40.0, 34.125)","(51.0, 80.0, 70.5)","(41.0, 110.0, 97.6)","(41.0, 85.0, 52.33333333333333)"
06-01-2023 15:23:15.595333,"(4.4, 7.2, 5.6000000000000005)","(2.8, 4.7, 4.32)","(1.95, 99999, 99990)","(14.0, 18.0, 16.0)","(81.0, 200.0, 164.28571428571428)","(17.0, 40.0, 34.125)","(51.0, 80.0, 70.5)","(41.0, 110.0, 97.6)","(41.0, 85.0, 52.33333333333333)"
06-01-2023 15:23:17.100154,"(4.4, 7.2, 5.6000000000000005)","(2.8, 4.7, 4.32)","(1.95, 99999, 99990)","(14.0, 18.0, 16.0)","(81.0, 200.0, 164.28571428571428)","(17.0, 40.0, 34.125)","(51.0, 80.0, 70.5)","(41.0, 110.0, 97.6)","(41.0, 85.0, 52.33333333333333)"
06-01-2023 15:23:18.734719,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.7, 4.24)","(1.95, 99999, 99990)","(14.0, 18.0, 16.0)","(81.0, 200.0, 128.0)","(17.0, 40.0, 28.0)","(51.0, 80.0, 59.6)","(41.0, 110.0, 65.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:23:20.208702,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.7, 4.364285714285714)","(1.95, 99999, 99990)","(14.0, 18.0, 16.5)","(81.0, 200.0, 153.33333333333331)","(17.0, 40.0, 29.200000000000003)","(51.0, 80.0, 70.16666666666666)","(41.0, 110.0, 75.0)","(41.0, 85.0, 69.0)"
06-01-2023 15:23:21.636357,"(4.4, 7.2, 5.485714285714286)","(2.8, 4.5, 4.449999999999999)","(1.95, 99999, 99990)","(14.0, 18.0, 16.5)","(81.0, 190.0, 153.33333333333331)","(17.0, 38.0, 29.200000000000003)","(51.0, 75.0, 70.16666666666666)","(41.0, 100.0, 75.0)","(41.0, 80.0, 69.0)"
06-01-2023 15:23:23.032935,"(4.4, 7.2, 6.742857142857143)","(2.8, 4.6, 4.449999999999999)","(1.95, 99999, 99990)","(14.0, 18.0, 16.5)","(81.0, 190.0, 153.33333333333331)","(17.0, 38.0, 29.200000000000003)","(51.0, 75.0, 70.16666666666666)","(41.0, 100.0, 75.0)","(41.0, 80.0, 69.0)"
06-01-2023 15:23:24.534583,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.6, 4.3374999999999995)","(1.95, 99999, 99990)","(14.0, 18.0, 16.5)","(81.0, 190.0, 153.33333333333331)","(17.0, 38.0, 29.200000000000003)","(51.0, 75.0, 70.16666666666666)","(41.0, 100.0, 75.0)","(41.0, 80.0, 69.0)"
06-01-2023 15:23:25.953108,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.6, 3.82)","(1.95, 99999, 99990)","(14.0, 18.0, 21.75)","(81.0, 190.0, 145.0)","(17.0, 38.0, 34.0)","(51.0, 75.0, 73.85714285714286)","(41.0, 100.0, 64.0)","(41.0, 80.0, 68.4)"
06-01-2023 15:23:27.305718,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.9, 3.8625)","(1.95, 99999, 99990)","(14.0, 30.0, 22.5)","(81.0, 210.0, 145.0)","(17.0, 40.0, 28.0)","(51.0, 85.0, 73.85714285714286)","(41.0, 120.0, 64.0)","(41.0, 90.0, 68.4)"
06-01-2023 15:23:28.766384,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.8, 4.4125)","(1.95, 99999, 99990)","(14.0, 27.0, 22.5)","(81.0, 210.0, 145.0)","(17.0, 40.0, 28.0)","(51.0, 85.0, 73.85714285714286)","(41.0, 120.0, 64.0)","(41.0, 90.0, 68.4)"
06-01-2023 15:23:30.031476,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.7, 4.4125)","(1.95, 99999, 99990)","(14.0, 27.0, 17.1)","(81.0, 210.0, 145.0)","(17.0, 40.0, 28.0)","(51.0, 85.0, 73.85714285714286)","(41.0, 120.0, 64.0)","(41.0, 90.0, 68.4)"
06-01-2023 15:23:31.364692,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.7, 4.4125)","(1.95, 99999, 99990)","(14.0, 18.0, 17.1)","(81.0, 210.0, 145.0)","(17.0, 40.0, 28.0)","(51.0, 85.0, 73.85714285714286)","(41.0, 120.0, 64.0)","(41.0, 90.0, 68.4)"
06-01-2023 15:23:32.603871,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.7, 4.4125)","(1.95, 99999, 99990)","(14.0, 18.0, 17.1)","(81.0, 210.0, 185.0)","(17.0, 40.0, 28.0)","(51.0, 85.0, 71.0)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 68.4)"
06-01-2023 15:23:33.825185,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.7, 4.4125)","(1.95, 99999, 99990)","(14.0, 18.0, 17.1)","(81.0, 210.0, 187.27272727272725)","(17.0, 40.0, 30.4)","(51.0, 85.0, 71.0)","(41.0, 120.0, 78.0)","(41.0, 90.0, 68.4)"
06-01-2023 15:23:35.242258,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.7, 4.4125)","(1.95, 99999, 99990)","(14.0, 18.0, 23.5)","(81.0, 210.0, 187.27272727272725)","(17.0, 40.0, 30.4)","(51.0, 85.0, 71.0)","(41.0, 120.0, 78.0)","(41.0, 90.0, 68.4)"
06-01-2023 15:23:36.606419,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.7, 4.4125)","(1.95, 99999, 99990)","(14.0, 26.0, 23.5)","(81.0, 210.0, 187.27272727272725)","(17.0, 40.0, 30.4)","(51.0, 85.0, 71.0)","(41.0, 120.0, 78.0)","(41.0, 90.0, 68.4)"
06-01-2023 15:23:37.984399,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.7, 4.4125)","(1.95, 99999, 99990)","(14.0, 26.0, 23.5)","(81.0, 210.0, 187.27272727272725)","(17.0, 40.0, 30.4)","(51.0, 85.0, 71.0)","(41.0, 120.0, 78.0)","(41.0, 90.0, 68.4)"
06-01-2023 15:23:39.413862,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.7, 4.4125)","(1.95, 99999, 99990)","(14.0, 26.0, 23.5)","(81.0, 210.0, 187.27272727272725)","(17.0, 40.0, 30.4)","(51.0, 85.0, 71.0)","(41.0, 120.0, 78.0)","(41.0, 90.0, 68.4)"
06-01-2023 15:23:40.818494,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.7, 4.4125)","(1.95, 99999, 99990)","(14.0, 26.0, 23.5)","(81.0, 210.0, 187.27272727272725)","(17.0, 40.0, 30.4)","(51.0, 85.0, 83.75)","(41.0, 120.0, 78.0)","(41.0, 90.0, 68.4)"
06-01-2023 15:23:42.233766,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.7, 4.4125)","(1.95, 99999, 99990)","(14.0, 26.0, 23.5)","(81.0, 210.0, 174.28571428571428)","(17.0, 40.0, 30.4)","(51.0, 95.0, 83.75)","(41.0, 120.0, 78.0)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:23:43.663496,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.7, 4.0375)","(1.95, 99999, 99990)","(14.0, 26.0, 21.166666666666668)","(81.0, 210.0, 174.28571428571428)","(17.0, 40.0, 30.4)","(51.0, 95.0, 74.0)","(41.0, 120.0, 78.0)","(41.0, 90.0, 77.0)"
06-01-2023 15:23:45.066871,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.2, 4.1125)","(1.95, 99999, 99990)","(14.0, 25.0, 21.166666666666668)","(81.0, 210.0, 174.28571428571428)","(17.0, 40.0, 30.4)","(51.0, 90.0, 74.0)","(41.0, 120.0, 78.0)","(41.0, 90.0, 77.0)"
06-01-2023 15:23:46.385309,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.3, 4.1125)","(1.95, 99999, 99990)","(14.0, 25.0, 21.166666666666668)","(81.0, 210.0, 174.28571428571428)","(17.0, 40.0, 30.4)","(51.0, 90.0, 74.0)","(41.0, 120.0, 78.0)","(41.0, 90.0, 77.0)"
06-01-2023 15:23:47.608114,"(4.4, 7.0, 6.742857142857143)","(2.8, 4.3, 4.1125)","(1.95, 99999, 99990)","(14.0, 25.0, 21.166666666666668)","(81.0, 210.0, 174.28571428571428)","(17.0, 40.0, 30.4)","(51.0, 90.0, 74.0)","(41.0, 120.0, 78.0)","(41.0, 90.0, 77.0)"
06-01-2023 15:23:48.949759,"(4.4, 7.0, 6.15)","(2.8, 4.3, 4.1125)","(1.95, 99999, 99990)","(14.0, 25.0, 17.666666666666668)","(81.0, 210.0, 130.0)","(17.0, 40.0, 30.4)","(51.0, 90.0, 74.0)","(41.0, 120.0, 78.0)","(41.0, 90.0, 65.0)"
06-01-2023 15:23:50.233652,"(4.4, 7.0, 5.866666666666666)","(2.8, 4.3, 3.959090909090909)","(1.95, 99999, 99990)","(14.0, 25.0, 16.5)","(81.0, 210.0, 130.0)","(17.0, 40.0, 29.200000000000003)","(51.0, 90.0, 74.0)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:23:51.497655,"(4.4, 7.0, 5.866666666666666)","(2.8, 4.3, 3.959090909090909)","(1.95, 99999, 99990)","(14.0, 24.0, 16.5)","(81.0, 210.0, 130.0)","(17.0, 38.0, 28.5)","(51.0, 90.0, 80.0)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:23:52.777796,"(4.4, 7.0, 6.0)","(2.8, 4.3, 3.959090909090909)","(1.95, 99999, 99990)","(14.0, 24.0, 16.5)","(81.0, 210.0, 130.0)","(17.0, 40.0, 36.57142857142857)","(51.0, 90.0, 74.0)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:23:54.464839,"(4.4, 7.0, 6.066666666666666)","(2.8, 4.3, 3.959090909090909)","(1.95, 99999, 99990)","(14.0, 24.0, 16.5)","(81.0, 210.0, 130.0)","(17.0, 40.0, 36.57142857142857)","(51.0, 90.0, 74.0)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:23:56.017127,"(4.4, 7.6, 6.066666666666666)","(2.8, 4.3, 3.959090909090909)","(1.95, 99999, 99990)","(14.0, 24.0, 16.5)","(81.0, 210.0, 130.0)","(17.0, 40.0, 36.57142857142857)","(51.0, 90.0, 80.0)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:23:57.563506,"(4.4, 7.6, 7.088888888888889)","(2.8, 4.3, 3.959090909090909)","(1.95, 99999, 99990)","(14.0, 24.0, 16.5)","(81.0, 210.0, 130.0)","(17.0, 40.0, 36.57142857142857)","(51.0, 90.0, 80.0)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:23:59.096325,"(4.4, 7.6, 7.088888888888889)","(2.8, 4.3, 3.959090909090909)","(1.95, 99999, 99990)","(14.0, 24.0, 15.166666666666666)","(81.0, 210.0, 130.0)","(17.0, 40.0, 36.57142857142857)","(51.0, 90.0, 80.0)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:24:00.635380,"(4.4, 7.6, 7.088888888888889)","(2.8, 4.3, 3.959090909090909)","(1.95, 99999, 99990)","(14.0, 21.0, 17.0)","(81.0, 210.0, 130.0)","(17.0, 40.0, 36.57142857142857)","(51.0, 90.0, 80.0)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:24:02.073217,"(4.4, 7.6, 7.088888888888889)","(2.8, 4.3, 3.959090909090909)","(1.95, 99999, 99990)","(14.0, 20.0, 17.0)","(81.0, 210.0, 130.0)","(17.0, 40.0, 36.57142857142857)","(51.0, 90.0, 83.0)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:24:03.586245,"(4.4, 7.4, 6.7700000000000005)","(2.8, 4.3, 3.959090909090909)","(1.95, 99999, 99990)","(14.0, 20.0, 17.0)","(81.0, 210.0, 130.0)","(17.0, 40.0, 36.57142857142857)","(51.0, 90.0, 76.0)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:24:05.045886,"(4.4, 7.0, 6.622222222222222)","(2.8, 4.3, 4.0)","(1.95, 99999, 99990)","(14.0, 20.0, 17.666666666666668)","(81.0, 210.0, 130.0)","(17.0, 40.0, 30.181818181818183)","(51.0, 90.0, 76.0)","(41.0, 120.0, 78.0)","(41.0, 90.0, 65.0)"
06-01-2023 15:24:06.488509,"(4.4, 7.4, 5.933333333333334)","(2.8, 4.3, 4.0375)","(1.95, 99999, 99990)","(14.0, 25.0, 17.666666666666668)","(81.0, 210.0, 130.0)","(17.0, 42.0, 30.181818181818183)","(51.0, 90.0, 72.4)","(41.0, 120.0, 78.0)","(41.0, 90.0, 65.0)"
06-01-2023 15:24:07.860616,"(4.4, 7.2, 5.933333333333334)","(2.8, 4.2, 4.0375)","(1.95, 99999, 99990)","(14.0, 25.0, 17.666666666666668)","(81.0, 210.0, 130.0)","(17.0, 42.0, 30.181818181818183)","(51.0, 90.0, 72.66666666666667)","(41.0, 120.0, 78.0)","(41.0, 90.0, 65.0)"
06-01-2023 15:24:09.283659,"(4.4, 7.2, 6.777777777777778)","(2.8, 4.2, 4.0375)","(1.95, 99999, 99990)","(14.0, 25.0, 17.666666666666668)","(81.0, 210.0, 130.0)","(17.0, 42.0, 30.181818181818183)","(51.0, 85.0, 72.66666666666667)","(41.0, 120.0, 78.0)","(41.0, 90.0, 65.0)"
06-01-2023 15:24:10.634545,"(4.4, 7.2, 6.777777777777778)","(2.8, 4.2, 4.0375)","(1.95, 99999, 99990)","(14.0, 25.0, 17.666666666666668)","(81.0, 210.0, 130.0)","(17.0, 42.0, 30.181818181818183)","(51.0, 85.0, 72.66666666666667)","(41.0, 120.0, 78.0)","(41.0, 90.0, 65.0)"
06-01-2023 15:24:12.046343,"(4.4, 7.2, 6.777777777777778)","(2.8, 4.2, 4.0375)","(1.95, 99999, 99990)","(14.0, 25.0, 17.666666666666668)","(81.0, 210.0, 130.0)","(17.0, 42.0, 30.181818181818183)","(51.0, 85.0, 72.66666666666667)","(41.0, 120.0, 78.0)","(41.0, 90.0, 65.0)"
06-01-2023 15:24:13.428791,"(4.4, 7.2, 6.777777777777778)","(2.8, 4.2, 4.0375)","(1.95, 99999, 99990)","(14.0, 25.0, 17.666666666666668)","(81.0, 210.0, 177.14285714285714)","(17.0, 42.0, 30.181818181818183)","(51.0, 85.0, 72.66666666666667)","(41.0, 120.0, 78.0)","(41.0, 90.0, 65.0)"
06-01-2023 15:24:14.633858,"(4.4, 7.2, 6.777777777777778)","(2.8, 4.2, 4.0375)","(1.95, 99999, 99990)","(14.0, 25.0, 17.666666666666668)","(81.0, 210.0, 177.14285714285714)","(17.0, 42.0, 30.181818181818183)","(51.0, 85.0, 72.66666666666667)","(41.0, 120.0, 78.0)","(41.0, 90.0, 65.0)"
06-01-2023 15:24:15.938148,"(4.4, 7.2, 6.777777777777778)","(2.8, 4.2, 4.0375)","(1.95, 99999, 99990)","(14.0, 25.0, 17.666666666666668)","(81.0, 210.0, 177.14285714285714)","(17.0, 42.0, 30.181818181818183)","(51.0, 85.0, 72.66666666666667)","(41.0, 120.0, 78.0)","(41.0, 90.0, 65.0)"
06-01-2023 15:24:17.252259,"(4.4, 7.2, 6.777777777777778)","(2.8, 4.2, 4.0375)","(1.95, 99999, 99990)","(14.0, 25.0, 17.666666666666668)","(81.0, 210.0, 177.14285714285714)","(17.0, 42.0, 30.181818181818183)","(51.0, 85.0, 72.66666666666667)","(41.0, 120.0, 78.0)","(41.0, 90.0, 65.0)"
06-01-2023 15:24:18.443971,"(4.4, 7.2, 6.777777777777778)","(2.8, 4.2, 4.0375)","(1.95, 99999, 99990)","(14.0, 25.0, 21.5)","(81.0, 210.0, 177.14285714285714)","(17.0, 42.0, 32.166666666666664)","(51.0, 85.0, 70.2)","(41.0, 120.0, 80.0)","(41.0, 90.0, 65.0)"
06-01-2023 15:24:19.722697,"(4.4, 7.2, 6.0)","(2.8, 4.2, 3.8499999999999996)","(1.95, 99999, 99990)","(14.0, 24.0, 19.0)","(81.0, 210.0, 177.14285714285714)","(17.0, 40.0, 32.166666666666664)","(51.0, 85.0, 70.2)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 64.0)"
