,Luvtoo,Flying Banyula,R N R Beach Nz,Call Me Dragon,Shez Bettors Babe,Imperious,Esther Rising,Desmond,Shooin
06-01-2023 15:19:57.776671,"(4.4, 99999, 99990)","(2.8, 4.0, 3.825)","(1.95, 99999, 99990)","(14.0, 25.0, 17.0)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 23.666666666666664)","(51.0, 80.0, 68.0)","(41.0, 110.0, 97.6)","(41.0, 85.0, 70.42857142857143)"
06-01-2023 15:19:59.093451,"(4.4, 99999, 99990)","(2.8, 4.0, 3.986666666666667)","(1.95, 99999, 99990)","(14.0, 25.0, 17.0)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 23.666666666666664)","(51.0, 80.0, 68.0)","(41.0, 110.0, 97.6)","(41.0, 85.0, 70.42857142857143)"
06-01-2023 15:20:00.398972,"(4.4, 99999, 99990)","(2.8, 4.0, 3.8)","(1.95, 99999, 99990)","(14.0, 25.0, 17.0)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 23.666666666666664)","(51.0, 80.0, 68.0)","(41.0, 110.0, 97.6)","(41.0, 85.0, 70.42857142857143)"
06-01-2023 15:20:01.659138,"(4.4, 99999, 99990)","(2.8, 4.0, 3.68)","(1.95, 99999, 99990)","(14.0, 25.0, 17.0)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 23.666666666666664)","(51.0, 80.0, 68.0)","(41.0, 110.0, 97.6)","(41.0, 85.0, 70.42857142857143)"
06-01-2023 15:20:02.895812,"(4.4, 99999, 99990)","(2.8, 4.0, 2.944)","(1.95, 99999, 99990)","(14.0, 25.0, 16.0)","(81.0, 200.0, 158.75)","(17.0, 40.0, 35.0)","(51.0, 80.0, 68.0)","(41.0, 110.0, 93.0909090909091)","(41.0, 85.0, 65.875)"
06-01-2023 15:20:04.301710,"(4.4, 99999, 99990)","(2.8, 4.0, 3.8333333333333335)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 158.75)","(17.0, 40.0, 25.3)","(51.0, 80.0, 68.0)","(41.0, 110.0, 93.0909090909091)","(41.0, 85.0, 65.875)"
06-01-2023 15:20:05.834432,"(4.4, 99999, 99990)","(2.8, 4.0, 3.7666666666666666)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 121.25)","(17.0, 40.0, 25.3)","(51.0, 80.0, 68.0)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:20:07.323308,"(4.4, 99999, 99990)","(2.8, 4.0, 3.975)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 121.25)","(17.0, 40.0, 25.3)","(51.0, 80.0, 68.0)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:20:08.760719,"(4.4, 99999, 99990)","(2.8, 4.0, 3.146666666666667)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 121.25)","(17.0, 40.0, 25.3)","(51.0, 80.0, 72.85714285714286)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:20:10.252976,"(4.4, 99999, 99990)","(2.8, 4.0, 3.862222222222222)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 121.25)","(17.0, 40.0, 25.3)","(51.0, 80.0, 72.85714285714286)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:20:11.511244,"(4.4, 99999, 99990)","(2.8, 4.0, 3.3899999999999997)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 121.25)","(17.0, 40.0, 25.3)","(51.0, 80.0, 72.85714285714286)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:20:12.779200,"(4.4, 99999, 99990)","(2.8, 4.0, 3.3899999999999997)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 121.25)","(17.0, 40.0, 25.3)","(51.0, 80.0, 72.85714285714286)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:20:14.074296,"(4.4, 99999, 99990)","(2.8, 4.0, 2.9499999999999997)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 121.25)","(17.0, 40.0, 25.3)","(51.0, 80.0, 72.85714285714286)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:20:15.332350,"(4.4, 99999, 99990)","(2.8, 4.0, 2.9499999999999997)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 121.25)","(17.0, 40.0, 25.3)","(51.0, 80.0, 72.85714285714286)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:20:16.529937,"(4.4, 99999, 99990)","(2.8, 4.0, 2.9499999999999997)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 121.25)","(17.0, 40.0, 25.3)","(51.0, 80.0, 66.4)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:20:17.845463,"(4.4, 99999, 99990)","(2.8, 4.0, 2.985)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 121.25)","(17.0, 40.0, 25.3)","(51.0, 80.0, 66.4)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:20:19.097899,"(4.4, 99999, 99990)","(2.8, 4.0, 2.985)","(1.95, 99999, 99990)","(14.0, 25.0, 20.2)","(81.0, 200.0, 130.0)","(17.0, 40.0, 27.75)","(51.0, 80.0, 66.4)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:20:20.397697,"(4.4, 99999, 99990)","(2.8, 4.0, 3.005714285714286)","(1.95, 99999, 99990)","(14.0, 25.0, 20.2)","(81.0, 200.0, 130.0)","(17.0, 40.0, 27.75)","(51.0, 80.0, 66.4)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:20:21.641451,"(4.4, 99999, 99990)","(2.8, 4.0, 2.971428571428571)","(1.95, 99999, 99990)","(14.0, 25.0, 20.2)","(81.0, 200.0, 130.0)","(17.0, 40.0, 27.75)","(51.0, 80.0, 66.4)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:20:22.912285,"(4.4, 99999, 99990)","(2.8, 4.0, 2.971428571428571)","(1.95, 99999, 99990)","(14.0, 25.0, 20.2)","(81.0, 200.0, 130.0)","(17.0, 40.0, 27.75)","(51.0, 80.0, 66.4)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:20:24.189776,"(4.4, 99999, 99990)","(2.8, 3.95, 3.183333333333333)","(1.95, 99999, 99990)","(14.0, 25.0, 20.2)","(81.0, 200.0, 130.0)","(17.0, 40.0, 27.75)","(51.0, 80.0, 66.4)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:20:25.510536,"(4.4, 99999, 99990)","(2.8, 3.95, 3.9250000000000003)","(1.95, 99999, 99990)","(14.0, 25.0, 20.2)","(81.0, 200.0, 130.0)","(17.0, 40.0, 27.75)","(51.0, 80.0, 66.4)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:20:26.828961,"(4.4, 99999, 99990)","(2.8, 3.95, 3.9250000000000003)","(1.95, 99999, 99990)","(14.0, 25.0, 20.2)","(81.0, 200.0, 130.0)","(17.0, 40.0, 27.75)","(51.0, 80.0, 66.4)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:20:28.207546,"(4.4, 99999, 99990)","(2.8, 3.95, 3.75)","(1.95, 99999, 99990)","(14.0, 25.0, 20.2)","(81.0, 200.0, 130.0)","(17.0, 40.0, 27.75)","(51.0, 80.0, 66.4)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:20:29.488418,"(4.4, 99999, 99990)","(2.8, 3.95, 3.5250000000000004)","(1.95, 99999, 99990)","(14.0, 25.0, 20.2)","(81.0, 200.0, 130.0)","(17.0, 40.0, 27.75)","(51.0, 80.0, 66.4)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:20:30.743042,"(4.4, 99999, 99990)","(2.8, 3.95, 3.5250000000000004)","(1.95, 99999, 99990)","(14.0, 25.0, 20.2)","(81.0, 200.0, 130.0)","(17.0, 40.0, 27.75)","(51.0, 80.0, 66.4)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:20:31.977662,"(4.4, 99999, 99990)","(2.8, 3.95, 3.8403225806451613)","(1.95, 99999, 99990)","(14.0, 25.0, 20.2)","(81.0, 200.0, 130.0)","(17.0, 40.0, 27.75)","(51.0, 80.0, 66.4)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:20:33.213911,"(4.4, 99999, 99990)","(2.8, 3.95, 3.8403225806451613)","(1.95, 99999, 99990)","(14.0, 25.0, 20.2)","(81.0, 200.0, 130.0)","(17.0, 40.0, 30.200000000000003)","(51.0, 80.0, 66.4)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:20:34.426957,"(4.4, 99999, 99990)","(2.8, 3.95, 3.8403225806451613)","(1.95, 99999, 99990)","(14.0, 25.0, 17.0)","(81.0, 200.0, 171.42857142857144)","(17.0, 40.0, 30.200000000000003)","(51.0, 80.0, 66.4)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:20:35.662950,"(4.4, 99999, 99990)","(2.8, 3.95, 3.5250000000000004)","(1.95, 99999, 99990)","(14.0, 25.0, 17.0)","(81.0, 200.0, 171.42857142857144)","(17.0, 40.0, 23.666666666666664)","(51.0, 80.0, 66.4)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:20:36.952823,"(4.4, 99999, 99990)","(2.8, 3.95, 3.5250000000000004)","(1.95, 99999, 99990)","(14.0, 25.0, 17.0)","(81.0, 200.0, 171.42857142857144)","(17.0, 40.0, 23.666666666666664)","(51.0, 80.0, 66.4)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:20:38.216871,"(4.4, 99999, 99990)","(2.8, 3.95, 3.5250000000000004)","(1.95, 99999, 99990)","(14.0, 25.0, 17.0)","(81.0, 200.0, 171.42857142857144)","(17.0, 40.0, 23.666666666666664)","(51.0, 80.0, 66.4)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:20:39.527804,"(4.4, 99999, 99990)","(2.8, 3.95, 3.5250000000000004)","(1.95, 99999, 99990)","(14.0, 25.0, 17.0)","(81.0, 200.0, 171.42857142857144)","(17.0, 40.0, 23.666666666666664)","(51.0, 80.0, 66.4)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:20:40.854075,"(4.4, 99999, 99990)","(2.8, 3.95, 3.5250000000000004)","(1.95, 99999, 99990)","(14.0, 25.0, 22.444444444444443)","(81.0, 200.0, 171.42857142857144)","(17.0, 40.0, 30.6)","(51.0, 80.0, 70.85714285714286)","(41.0, 110.0, 97.6)","(41.0, 85.0, 65.4)"
06-01-2023 15:20:42.177512,"(4.4, 99999, 99990)","(2.8, 3.95, 3.5250000000000004)","(1.95, 99999, 99990)","(14.0, 25.0, 22.444444444444443)","(81.0, 200.0, 171.42857142857144)","(17.0, 40.0, 30.6)","(51.0, 80.0, 70.85714285714286)","(41.0, 110.0, 97.6)","(41.0, 85.0, 65.4)"
06-01-2023 15:20:43.537332,"(4.4, 99999, 99990)","(2.8, 3.95, 3.5250000000000004)","(1.95, 99999, 99990)","(14.0, 25.0, 22.444444444444443)","(81.0, 200.0, 160.0)","(17.0, 40.0, 30.6)","(51.0, 80.0, 70.85714285714286)","(41.0, 110.0, 97.6)","(41.0, 85.0, 65.4)"
06-01-2023 15:20:44.856390,"(4.4, 99999, 99990)","(2.8, 3.95, 3.75)","(1.95, 99999, 99990)","(14.0, 25.0, 22.444444444444443)","(81.0, 200.0, 160.0)","(17.0, 40.0, 30.6)","(51.0, 80.0, 70.85714285714286)","(41.0, 110.0, 97.6)","(41.0, 85.0, 65.4)"
06-01-2023 15:20:46.252345,"(4.4, 99999, 99990)","(2.8, 3.95, 3.9000000000000004)","(1.95, 99999, 99990)","(14.0, 25.0, 22.444444444444443)","(81.0, 200.0, 160.0)","(17.0, 40.0, 30.6)","(51.0, 80.0, 70.85714285714286)","(41.0, 110.0, 97.6)","(41.0, 85.0, 65.4)"
06-01-2023 15:20:47.583940,"(4.4, 99999, 99990)","(2.8, 3.95, 3.9000000000000004)","(1.95, 99999, 99990)","(14.0, 25.0, 22.444444444444443)","(81.0, 200.0, 160.0)","(17.0, 40.0, 30.6)","(51.0, 80.0, 70.85714285714286)","(41.0, 110.0, 97.6)","(41.0, 85.0, 65.4)"
06-01-2023 15:20:48.890913,"(4.4, 99999, 99990)","(2.8, 3.95, 3.8625000000000003)","(1.95, 99999, 99990)","(14.0, 25.0, 22.444444444444443)","(81.0, 200.0, 160.0)","(17.0, 40.0, 30.6)","(51.0, 80.0, 70.85714285714286)","(41.0, 110.0, 97.6)","(41.0, 85.0, 65.4)"
06-01-2023 15:20:50.216136,"(4.4, 99999, 99990)","(2.8, 3.95, 3.9269230769230767)","(1.95, 99999, 99990)","(14.0, 25.0, 22.444444444444443)","(81.0, 200.0, 160.0)","(17.0, 40.0, 30.6)","(51.0, 80.0, 70.85714285714286)","(41.0, 110.0, 97.6)","(41.0, 85.0, 65.4)"
06-01-2023 15:20:51.440815,"(4.4, 99999, 99990)","(2.8, 5.3, 3.9269230769230767)","(1.95, 99999, 99990)","(14.0, 25.0, 22.444444444444443)","(81.0, 200.0, 160.0)","(17.0, 40.0, 30.6)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 65.4)"
06-01-2023 15:20:52.847724,"(4.4, 99999, 99990)","(2.8, 5.1, 4.02)","(1.95, 99999, 99990)","(14.0, 25.0, 21.42857142857143)","(81.0, 200.0, 160.0)","(17.0, 40.0, 34.55555555555556)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:20:54.212573,"(4.4, 99999, 99990)","(2.8, 4.3, 4.02)","(1.95, 99999, 99990)","(14.0, 25.0, 21.42857142857143)","(81.0, 200.0, 160.0)","(17.0, 40.0, 34.55555555555556)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:20:55.590142,"(4.4, 99999, 99990)","(2.8, 5.2, 4.978571428571429)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 160.0)","(17.0, 40.0, 28.0)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:20:56.969015,"(4.4, 99999, 99990)","(2.8, 4.1, 4.016666666666667)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 160.0)","(17.0, 40.0, 28.0)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:20:58.415487,"(4.4, 99999, 99990)","(2.8, 5.1, 3.973076923076923)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 160.0)","(17.0, 40.0, 33.285714285714285)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:20:59.889046,"(4.4, 99999, 99990)","(2.8, 4.0, 3.7625)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 160.0)","(17.0, 40.0, 33.285714285714285)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:21:01.363465,"(4.4, 99999, 99990)","(2.8, 3.95, 4.2176470588235295)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 160.0)","(17.0, 40.0, 33.285714285714285)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:21:02.809818,"(4.4, 99999, 99990)","(2.8, 4.8, 4.2176470588235295)","(1.95, 99999, 99990)","(14.0, 25.0, 19.0)","(81.0, 200.0, 160.0)","(17.0, 40.0, 33.285714285714285)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:21:04.181089,"(4.4, 99999, 99990)","(2.8, 4.8, 3.8454545454545452)","(1.95, 99999, 99990)","(14.0, 25.0, 21.4)","(81.0, 200.0, 161.66666666666669)","(17.0, 40.0, 22.75)","(51.0, 80.0, 73.6)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:21:05.507596,"(4.4, 99999, 99990)","(2.8, 4.8, 3.8454545454545452)","(1.95, 99999, 99990)","(14.0, 25.0, 21.4)","(81.0, 200.0, 161.66666666666669)","(17.0, 40.0, 22.75)","(51.0, 80.0, 73.6)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:21:06.836801,"(4.4, 99999, 99990)","(2.8, 4.8, 3.8454545454545452)","(1.95, 99999, 99990)","(14.0, 25.0, 21.4)","(81.0, 200.0, 161.66666666666669)","(17.0, 40.0, 22.75)","(51.0, 80.0, 73.6)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:21:08.237858,"(4.4, 99999, 99990)","(2.8, 4.8, 3.94)","(1.95, 99999, 99990)","(14.0, 25.0, 21.4)","(81.0, 200.0, 161.66666666666669)","(17.0, 40.0, 22.75)","(51.0, 80.0, 73.6)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:21:09.601431,"(4.4, 99999, 99990)","(2.8, 4.7, 3.827272727272727)","(1.95, 99999, 99990)","(14.0, 25.0, 21.4)","(81.0, 200.0, 161.66666666666669)","(17.0, 40.0, 26.2)","(51.0, 80.0, 73.6)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:21:10.893898,"(4.4, 99999, 99990)","(2.8, 4.6, 3.827272727272727)","(1.95, 99999, 99990)","(14.0, 25.0, 21.4)","(81.0, 200.0, 161.66666666666669)","(17.0, 40.0, 26.2)","(51.0, 80.0, 73.6)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:21:12.302045,"(4.4, 99999, 99990)","(2.8, 4.6, 3.827272727272727)","(1.95, 99999, 99990)","(14.0, 25.0, 21.4)","(81.0, 200.0, 161.66666666666669)","(17.0, 40.0, 26.2)","(51.0, 80.0, 73.6)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:21:13.695410,"(4.4, 99999, 99990)","(2.8, 4.6, 3.827272727272727)","(1.95, 99999, 99990)","(14.0, 25.0, 21.4)","(81.0, 200.0, 161.66666666666669)","(17.0, 40.0, 26.2)","(51.0, 80.0, 73.6)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:21:15.269101,"(4.4, 99999, 99990)","(2.8, 4.6, 3.827272727272727)","(1.95, 99999, 99990)","(14.0, 25.0, 21.4)","(81.0, 200.0, 161.66666666666669)","(17.0, 40.0, 26.2)","(51.0, 80.0, 73.6)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:21:16.910887,"(4.4, 99999, 99990)","(2.8, 4.6, 3.9375)","(1.95, 99999, 99990)","(14.0, 25.0, 21.4)","(81.0, 200.0, 161.66666666666669)","(17.0, 40.0, 26.2)","(51.0, 80.0, 73.6)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:21:18.388710,"(4.4, 99999, 99990)","(2.8, 4.5, 3.9375)","(1.95, 99999, 99990)","(14.0, 25.0, 21.4)","(81.0, 200.0, 161.66666666666669)","(17.0, 40.0, 26.2)","(51.0, 80.0, 73.6)","(41.0, 110.0, 74.0)","(41.0, 85.0, 55.6)"
06-01-2023 15:21:19.829071,"(4.4, 99999, 99990)","(2.8, 4.5, 3.9375)","(1.95, 99999, 99990)","(14.0, 25.0, 22.333333333333332)","(81.0, 200.0, 171.25)","(17.0, 40.0, 28.5)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:21:21.314612,"(4.4, 99999, 99990)","(2.8, 4.5, 3.9375)","(1.95, 99999, 99990)","(14.0, 25.0, 22.333333333333332)","(81.0, 200.0, 171.25)","(17.0, 40.0, 28.5)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:21:22.723296,"(4.4, 99999, 99990)","(2.8, 4.5, 3.9375)","(1.95, 99999, 99990)","(14.0, 25.0, 22.333333333333332)","(81.0, 200.0, 171.25)","(17.0, 40.0, 28.5)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:21:24.139234,"(4.4, 99999, 99990)","(2.8, 4.5, 4.166666666666667)","(1.95, 99999, 99990)","(14.0, 25.0, 22.333333333333332)","(81.0, 200.0, 171.25)","(17.0, 40.0, 28.5)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:21:25.483025,"(4.4, 99999, 99990)","(2.8, 5.0, 3.9125)","(1.95, 99999, 99990)","(14.0, 25.0, 22.333333333333332)","(81.0, 200.0, 171.25)","(17.0, 40.0, 28.5)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:21:26.761644,"(4.4, 99999, 99990)","(2.8, 4.4, 3.9125)","(1.95, 99999, 99990)","(14.0, 25.0, 22.333333333333332)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 28.5)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:21:28.050663,"(4.4, 99999, 99990)","(2.8, 4.4, 3.9125)","(1.95, 99999, 99990)","(14.0, 25.0, 22.333333333333332)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 28.5)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:21:29.379841,"(4.4, 99999, 99990)","(2.8, 4.4, 3.9125)","(1.95, 99999, 99990)","(14.0, 25.0, 21.0)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 28.5)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:21:30.830855,"(4.4, 99999, 99990)","(2.8, 4.4, 3.9125)","(1.95, 99999, 99990)","(14.0, 25.0, 17.333333333333332)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 30.799999999999997)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:21:32.340853,"(4.4, 99999, 99990)","(2.8, 4.4, 3.8392857142857144)","(1.95, 99999, 99990)","(14.0, 25.0, 17.333333333333332)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 30.799999999999997)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:21:33.835826,"(4.4, 99999, 99990)","(2.8, 5.0, 3.8875)","(1.95, 99999, 99990)","(14.0, 25.0, 17.333333333333332)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 30.799999999999997)","(51.0, 80.0, 73.6)","(41.0, 110.0, 80.0)","(41.0, 85.0, 60.5)"
06-01-2023 15:21:35.300297,"(4.4, 99999, 99990)","(2.8, 4.3, 3.94)","(1.95, 99999, 99990)","(14.0, 25.0, 17.333333333333332)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:21:36.710975,"(4.4, 99999, 99990)","(2.8, 4.3, 3.94)","(1.95, 99999, 99990)","(14.0, 25.0, 17.333333333333332)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:21:38.050689,"(4.4, 99999, 99990)","(2.8, 4.3, 3.94)","(1.95, 99999, 99990)","(14.0, 25.0, 17.333333333333332)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:21:39.473252,"(4.4, 99999, 99990)","(2.8, 4.3, 3.94)","(1.95, 99999, 99990)","(14.0, 25.0, 17.333333333333332)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:21:40.871277,"(4.4, 99999, 99990)","(2.8, 4.3, 3.8733333333333335)","(1.95, 99999, 99990)","(14.0, 25.0, 17.333333333333332)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:21:42.259560,"(4.4, 99999, 99990)","(2.8, 5.0, 3.9)","(1.95, 99999, 99990)","(14.0, 25.0, 17.333333333333332)","(81.0, 200.0, 168.57142857142856)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:21:43.601683,"(4.4, 99999, 99990)","(2.8, 4.8, 4.5)","(1.95, 99999, 99990)","(14.0, 25.0, 17.333333333333332)","(81.0, 200.0, 177.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:21:44.944374,"(4.4, 99999, 99990)","(2.8, 4.7, 4.42)","(1.95, 99999, 99990)","(14.0, 25.0, 17.333333333333332)","(81.0, 200.0, 177.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:21:46.325647,"(4.4, 99999, 99990)","(2.8, 4.6, 4.15)","(1.95, 99999, 99990)","(14.0, 25.0, 17.333333333333332)","(81.0, 200.0, 177.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:21:47.708268,"(4.4, 99999, 99990)","(2.8, 4.6, 4.15)","(1.95, 99999, 99990)","(14.0, 25.0, 17.333333333333332)","(81.0, 200.0, 177.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
06-01-2023 15:21:49.198259,"(4.4, 99999, 99990)","(2.8, 4.6, 4.15)","(1.95, 99999, 99990)","(14.0, 25.0, 17.333333333333332)","(81.0, 200.0, 177.0)","(17.0, 40.0, 24.666666666666668)","(51.0, 80.0, 73.6)","(41.0, 110.0, 97.6)","(41.0, 85.0, 72.25)"
