,Influencer,Kanga Lights,Helmet Giblet,Spring Bonnie,Escape Inn,Crazy Dream,Entice,Pyrotechnic
07-12-2022 13:24:28.128959,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.675)"
07-12-2022 13:24:29.226485,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.675)"
07-12-2022 13:24:30.347768,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.675)"
07-12-2022 13:24:31.443081,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.675)"
07-12-2022 13:24:32.664387,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.675)"
07-12-2022 13:24:33.837876,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.675)"
07-12-2022 13:24:34.928052,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.675)"
07-12-2022 13:24:36.097823,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.675)"
07-12-2022 13:24:37.507991,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.675)"
07-12-2022 13:24:38.724995,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 13.666666666666668)"
07-12-2022 13:24:39.835885,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.675)"
07-12-2022 13:24:40.987002,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.133333333333333)"
07-12-2022 13:24:42.084591,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.133333333333333)"
07-12-2022 13:24:43.319899,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.133333333333333)"
07-12-2022 13:24:44.538926,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.133333333333333)"
07-12-2022 13:24:45.610788,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.133333333333333)"
07-12-2022 13:24:46.899950,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.133333333333333)"
07-12-2022 13:24:47.984170,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.133333333333333)"
07-12-2022 13:24:49.211856,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.133333333333333)"
07-12-2022 13:24:50.632553,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.133333333333333)"
07-12-2022 13:24:51.785951,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.133333333333333)"
07-12-2022 13:24:53.086443,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.133333333333333)"
07-12-2022 13:24:54.255568,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.96)"
07-12-2022 13:24:55.461388,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.675)"
07-12-2022 13:24:56.716650,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:24:57.921791,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:24:59.073583,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:00.197731,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:01.346610,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:02.449433,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:03.624817,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:04.679553,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:05.857502,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:07.219932,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:08.341582,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:09.509509,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:10.715734,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:11.804854,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:12.832844,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:13.825759,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:14.853318,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:15.932197,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:17.038365,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:18.131312,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:19.160008,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:20.242782,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:21.223310,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:22.308522,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:23.688402,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 11.05)"
07-12-2022 13:25:24.848344,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 12.675)"
07-12-2022 13:25:26.175574,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 10.95)"
07-12-2022 13:25:27.488925,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.54)","(7.0, 14.5, 10.95)"
07-12-2022 13:25:28.518272,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.733333333333333)","(7.0, 14.5, 10.95)"
07-12-2022 13:25:29.573298,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.733333333333333)","(7.0, 14.5, 10.95)"
07-12-2022 13:25:30.655257,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.0625)","(7.0, 14.5, 10.95)"
07-12-2022 13:25:31.845622,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.0625)","(7.0, 14.5, 10.95)"
07-12-2022 13:25:33.081693,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.0625)","(7.0, 14.5, 10.95)"
07-12-2022 13:25:34.220109,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.0625)","(7.0, 14.5, 10.95)"
07-12-2022 13:25:35.343571,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.0625)","(7.0, 14.5, 10.95)"
07-12-2022 13:25:36.627095,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.0625)","(7.0, 14.5, 10.95)"
07-12-2022 13:25:37.961773,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.0625)","(7.0, 14.5, 10.95)"
07-12-2022 13:25:39.073920,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 38.75)","(9.0, 17.5, 9.31)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.0625)","(7.0, 14.5, 10.95)"
07-12-2022 13:25:40.265943,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 33.0625)","(9.0, 17.5, 10.120000000000001)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.0625)","(7.0, 14.5, 10.95)"
07-12-2022 13:25:41.334937,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 26.125)","(9.0, 17.0, 10.120000000000001)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.0625)","(7.0, 14.5, 10.95)"
07-12-2022 13:25:42.441024,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 26.125)","(9.0, 17.0, 10.120000000000001)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.0625)","(7.0, 14.5, 8.35)"
07-12-2022 13:25:43.629049,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 26.125)","(9.0, 17.0, 10.120000000000001)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.0625)","(7.0, 15.0, 8.35)"
07-12-2022 13:25:44.919917,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 26.125)","(9.0, 17.0, 10.120000000000001)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 7.985185185185186)","(6.5, 15.5, 8.0625)","(7.0, 15.0, 8.35)"
07-12-2022 13:25:46.147298,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 26.125)","(9.0, 17.0, 10.120000000000001)","(3.0, 4.0, 3.088)","(21.0, 100.0, 60.5)","(5.0, 8.4, 9.934615384615384)","(6.5, 15.5, 8.0625)","(7.0, 15.0, 8.35)"
07-12-2022 13:25:47.549225,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.3, 3.1471428571428572)","(21.0, 100.0, 60.5)","(5.0, 10.5, 9.934615384615384)","(6.5, 15.5, 8.0625)","(7.0, 15.0, 8.35)"
07-12-2022 13:25:48.821183,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.1471428571428572)","(21.0, 100.0, 60.5)","(5.0, 10.5, 10.376923076923077)","(6.5, 15.5, 8.0625)","(7.0, 15.0, 8.35)"
07-12-2022 13:25:50.113030,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.1471428571428572)","(21.0, 100.0, 60.5)","(5.0, 11.0, 10.376923076923077)","(6.5, 15.5, 8.0625)","(7.0, 15.0, 8.35)"
07-12-2022 13:25:51.268033,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.1471428571428572)","(21.0, 100.0, 60.5)","(5.0, 11.0, 10.376923076923077)","(6.5, 15.5, 8.0625)","(7.0, 15.0, 8.35)"
07-12-2022 13:25:52.489854,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.1471428571428572)","(21.0, 100.0, 60.5)","(5.0, 11.0, 10.376923076923077)","(6.5, 15.5, 8.0625)","(7.0, 15.0, 8.35)"
07-12-2022 13:25:53.746862,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.1471428571428572)","(21.0, 100.0, 60.5)","(5.0, 11.0, 10.376923076923077)","(6.5, 15.5, 8.0625)","(7.0, 15.0, 8.35)"
07-12-2022 13:25:54.896846,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.1471428571428572)","(21.0, 100.0, 60.5)","(5.0, 11.0, 10.376923076923077)","(6.5, 15.5, 8.0625)","(7.0, 15.0, 10.692307692307693)"
07-12-2022 13:25:56.180887,"(3.8, 6.2, 3.9545454545454546)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.1471428571428572)","(21.0, 100.0, 60.5)","(5.0, 11.0, 10.376923076923077)","(6.5, 15.5, 9.044444444444444)","(7.0, 15.0, 9.54)"
07-12-2022 13:25:57.350419,"(3.8, 6.0, 5.04)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.061)","(21.0, 100.0, 60.5)","(5.0, 11.0, 7.82)","(6.5, 15.5, 8.733333333333333)","(7.0, 15.0, 8.0)"
07-12-2022 13:25:58.478722,"(3.8, 6.0, 5.04)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.061)","(21.0, 100.0, 60.5)","(5.0, 11.0, 7.82)","(6.5, 15.5, 9.044444444444444)","(7.0, 15.0, 8.0)"
07-12-2022 13:25:59.640701,"(3.8, 6.0, 5.04)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.061)","(21.0, 100.0, 60.5)","(5.0, 11.0, 7.82)","(6.5, 15.5, 9.044444444444444)","(7.0, 15.0, 8.0)"
07-12-2022 13:26:00.905258,"(3.8, 6.0, 5.04)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.061)","(21.0, 100.0, 60.5)","(5.0, 11.0, 7.82)","(6.5, 15.5, 9.044444444444444)","(7.0, 15.0, 8.0)"
07-12-2022 13:26:02.052405,"(3.8, 6.0, 5.04)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.061)","(21.0, 100.0, 60.5)","(5.0, 11.0, 7.82)","(6.5, 15.5, 9.044444444444444)","(7.0, 15.0, 8.0)"
07-12-2022 13:26:03.385039,"(3.8, 6.0, 5.04)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.061)","(21.0, 100.0, 60.5)","(5.0, 11.0, 7.82)","(6.5, 15.5, 9.044444444444444)","(7.0, 15.0, 8.0)"
07-12-2022 13:26:04.379118,"(3.8, 6.0, 5.04)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.061)","(21.0, 100.0, 60.5)","(5.0, 11.0, 7.82)","(6.5, 15.5, 9.044444444444444)","(7.0, 15.0, 8.0)"
07-12-2022 13:26:05.629771,"(3.8, 6.0, 5.04)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.061)","(21.0, 100.0, 60.5)","(5.0, 11.0, 7.82)","(6.5, 15.5, 9.044444444444444)","(7.0, 15.0, 8.0)"
07-12-2022 13:26:06.815326,"(3.8, 6.0, 5.04)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.061)","(21.0, 100.0, 60.5)","(5.0, 11.0, 7.82)","(6.5, 15.5, 9.044444444444444)","(7.0, 15.0, 8.0)"
07-12-2022 13:26:07.943915,"(3.8, 6.0, 5.04)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.061)","(21.0, 100.0, 60.5)","(5.0, 11.0, 7.82)","(6.5, 15.5, 9.41)","(7.0, 15.0, 8.0)"
07-12-2022 13:26:09.346818,"(3.8, 6.0, 5.04)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.061)","(21.0, 100.0, 60.5)","(5.0, 11.0, 7.82)","(6.5, 15.5, 9.044444444444444)","(7.0, 15.0, 8.0)"
07-12-2022 13:26:10.558016,"(3.8, 6.0, 5.04)","(16.0, 55.0, 28.346153846153847)","(9.0, 16.5, 11.1)","(3.0, 4.2, 3.061)","(21.0, 100.0, 60.5)","(5.0, 11.0, 7.82)","(6.5, 15.5, 9.044444444444444)","(7.0, 15.0, 8.0)"
