,Knights Cross,Urana Fernando,Mcivor Jack,Cookie Delight,Lala Santa,Prussian Spirit,Birdbrook,Red Hot Lady
11-01-2023 14:30:54.472525,"(9.0, 22.0, 11.5)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.208333333333336)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.357142857142858)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 7.68)","(5.5, 11.0, 9.233333333333334)"
11-01-2023 14:30:55.509795,"(9.0, 22.0, 11.5)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.208333333333336)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.357142857142858)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 7.68)","(5.5, 11.0, 9.233333333333334)"
11-01-2023 14:30:56.528965,"(9.0, 22.0, 11.5)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.208333333333336)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.357142857142858)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 7.68)","(5.5, 11.0, 9.233333333333334)"
11-01-2023 14:30:57.623604,"(9.0, 22.0, 11.5)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.208333333333336)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.357142857142858)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 7.68)","(5.5, 11.0, 9.233333333333334)"
11-01-2023 14:30:58.730716,"(9.0, 22.0, 11.5)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.208333333333336)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.357142857142858)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 7.68)","(5.5, 11.0, 9.233333333333334)"
11-01-2023 14:30:59.781675,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 25.833333333333332)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.357142857142858)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 7.68)","(5.5, 11.0, 9.233333333333334)"
11-01-2023 14:31:00.836661,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.357142857142858)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.675)"
11-01-2023 14:31:02.150821,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.3)"
11-01-2023 14:31:03.236602,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 8.45)"
11-01-2023 14:31:04.349121,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 8.45)"
11-01-2023 14:31:05.487052,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.98)"
11-01-2023 14:31:06.551869,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:07.580712,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:08.783428,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 43.63636363636363)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:09.905849,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 10.571428571428571)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:10.883934,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:11.862707,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:12.840295,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:13.849732,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:14.828773,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:15.830248,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:16.793626,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:17.781665,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:18.795901,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:19.845092,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:20.839620,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:21.814607,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:23.047643,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:24.135903,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:25.158276,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 4.033333333333333)","(4.0, 6.8, 4.468181818181819)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 9.333333333333334)"
11-01-2023 14:31:26.338853,"(9.0, 22.0, 13.0)","(9.0, 18.0, 12.4)","(18.0, 65.0, 45.416666666666664)","(2.9, 5.4, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.0, 7.571428571428571)"
11-01-2023 14:31:27.478958,"(9.0, 22.0, 15.7)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.5, 7.423076923076923)"
11-01-2023 14:31:28.625920,"(9.0, 22.0, 11.833333333333334)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.681818181818182)"
11-01-2023 14:31:29.627825,"(9.0, 22.0, 15.9)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.5, 8.710526315789473)"
11-01-2023 14:31:30.683825,"(9.0, 22.0, 12.416666666666666)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.5, 8.710526315789473)"
11-01-2023 14:31:31.683555,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.5, 8.710526315789473)"
11-01-2023 14:31:32.742276,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.5, 8.710526315789473)"
11-01-2023 14:31:33.728769,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.5, 8.710526315789473)"
11-01-2023 14:31:34.812752,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.5, 8.710526315789473)"
11-01-2023 14:31:35.813428,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.5, 8.710526315789473)"
11-01-2023 14:31:36.887972,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.257142857142858)","(6.0, 10.5, 8.15)","(5.5, 11.5, 8.710526315789473)"
11-01-2023 14:31:38.012593,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.571428571428571)","(6.0, 10.5, 8.15)","(5.5, 11.5, 8.710526315789473)"
11-01-2023 14:31:39.060262,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 7.857142857142858)"
11-01-2023 14:31:40.096286,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 7.857142857142858)"
11-01-2023 14:31:41.199906,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.863636363636364)"
11-01-2023 14:31:42.306847,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.863636363636364)"
11-01-2023 14:31:43.327014,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.863636363636364)"
11-01-2023 14:31:44.378823,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.863636363636364)"
11-01-2023 14:31:45.346976,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.863636363636364)"
11-01-2023 14:31:46.405184,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.863636363636364)"
11-01-2023 14:31:47.388966,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.863636363636364)"
11-01-2023 14:31:48.431024,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.863636363636364)"
11-01-2023 14:31:49.430286,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.863636363636364)"
11-01-2023 14:31:50.459702,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.863636363636364)"
11-01-2023 14:31:51.528612,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.863636363636364)"
11-01-2023 14:31:52.621134,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.863636363636364)"
11-01-2023 14:31:53.650177,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.863636363636364)"
11-01-2023 14:31:54.714500,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.863636363636364)"
11-01-2023 14:31:55.751691,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.863636363636364)"
11-01-2023 14:31:56.798351,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.961538461538462)"
11-01-2023 14:31:57.826574,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.2272727272727275)"
11-01-2023 14:31:58.833543,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.2272727272727275)"
11-01-2023 14:31:59.833804,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.2272727272727275)"
11-01-2023 14:32:00.914327,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.566666666666667)","(4.0, 6.8, 4.9)","(10.0, 20.0, 10.742857142857142)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.2272727272727275)"
11-01-2023 14:32:01.984888,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.545)","(4.0, 6.8, 4.9)","(10.0, 20.0, 14.6)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.2272727272727275)"
11-01-2023 14:32:03.120316,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 4.078571428571428)","(4.0, 6.8, 4.9)","(10.0, 20.0, 12.933333333333334)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.2272727272727275)"
11-01-2023 14:32:04.210672,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 4.078571428571428)","(4.0, 6.8, 4.9)","(10.0, 20.0, 13.64)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.2272727272727275)"
11-01-2023 14:32:05.370419,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 5.3, 3.9)","(4.0, 6.8, 4.9)","(10.0, 20.0, 13.64)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.2272727272727275)"
11-01-2023 14:32:06.498043,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.7249999999999996)","(4.0, 6.8, 4.9)","(10.0, 20.0, 13.64)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.2272727272727275)"
11-01-2023 14:32:07.588019,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.266666666666667)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.7249999999999996)","(4.0, 6.8, 4.9)","(10.0, 20.0, 13.64)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.2272727272727275)"
11-01-2023 14:32:08.714942,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.266666666666667)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.7249999999999996)","(4.0, 6.8, 4.9)","(10.0, 20.0, 13.64)","(6.0, 10.5, 8.15)","(5.5, 11.5, 6.2272727272727275)"
11-01-2023 14:32:09.805389,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 16.615384615384613)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.7249999999999996)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.5, 8.35)"
11-01-2023 14:32:10.927400,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.8857142857142852)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 8.35)"
11-01-2023 14:32:11.994272,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.8857142857142852)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 8.35)"
11-01-2023 14:32:13.031816,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.7249999999999996)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 8.35)"
11-01-2023 14:32:14.081771,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.7249999999999996)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 8.35)"
11-01-2023 14:32:15.150814,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.7249999999999996)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 8.35)"
11-01-2023 14:32:16.190591,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.7249999999999996)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 8.35)"
11-01-2023 14:32:17.254300,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.7249999999999996)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 8.35)"
11-01-2023 14:32:18.345176,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.7249999999999996)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 8.35)"
11-01-2023 14:32:19.505157,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.7249999999999996)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 8.35)"
11-01-2023 14:32:20.551767,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.7249999999999996)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 8.35)"
11-01-2023 14:32:21.653869,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.7249999999999996)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 8.35)"
11-01-2023 14:32:22.723937,"(9.0, 22.0, 15.61111111111111)","(9.0, 18.0, 12.4)","(18.0, 65.0, 26.666666666666668)","(2.9, 4.1, 3.7249999999999996)","(4.0, 6.8, 4.9)","(10.0, 20.0, 11.085714285714285)","(6.0, 10.5, 8.15)","(5.5, 11.0, 8.35)"
