,River Rouge,Goldstar Randal,Adobe Kid,Lets Party,Know Expense,Opawa Warrior,Opawa Hugo,Goldstar Kenzie
06-01-2023 10:18:59.347308,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.902727272727272)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:00.328406,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.902727272727272)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:01.316671,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.902727272727272)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:02.318577,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.902727272727272)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:03.324960,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.902727272727272)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:04.346458,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.902727272727272)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:05.351664,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.902727272727272)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:06.350249,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.39)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:07.358447,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:08.366345,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:09.368792,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:10.472958,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:11.516067,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:12.513779,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:13.529179,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:14.506652,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:15.566534,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:16.644432,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:17.724822,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:18.814428,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:19.826866,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:20.876741,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:22.212496,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:23.317441,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:24.607284,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 5.414339622641509)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:25.825233,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:27.181661,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:28.181316,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:29.172464,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:30.173266,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:31.157911,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:32.203557,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:33.218849,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:34.208069,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:35.258264,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:36.244677,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:37.246252,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:38.228161,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:39.203397,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:40.178137,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:41.213154,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:42.216853,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.4)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:43.217310,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:44.199442,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:45.190745,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:46.240672,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:47.243537,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:48.302835,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:49.299841,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:50.259603,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:51.242703,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:52.185796,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:53.135403,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:54.066795,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:55.020554,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:55.960693,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:56.972736,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.39)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:57.946906,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:58.946365,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:19:59.964652,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:00.980171,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:01.994536,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:02.971373,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:03.927998,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:04.878444,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:05.864556,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:06.806684,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:07.773370,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:08.721415,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:09.716846,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:10.695814,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:11.759308,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:12.732197,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.428571428571429)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:13.717524,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:14.663793,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:15.613618,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:16.572949,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:17.587274,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:18.547189,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:19.558202,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:20.528845,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:21.526490,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:22.522939,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:23.602150,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:24.565146,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:25.503439,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
06-01-2023 10:20:26.429237,"(10.0, 20.0, 18.9)","(13.0, 30.0, 27.6875)","(8.5, 16.0, 14.676923076923078)","(10.0, 20.0, 18.9)","(7.5, 13.5, 12.553333333333335)","(3.0, 5.8, 4.909090909090909)","(2.35, 4.4, 3.7625)","(31.0, 330.0, 182.0)"
