,Somebodys Girl,Wongalea Meg,Glenrock,Jilliby Jive,Sarah Jo,Ideal Heaven,Full Of Wisdom,Freskos Art,Miss Hermes,Zoshady
09-01-2023 12:45:20.671167,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:21.912744,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:23.123609,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:24.396112,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:25.570080,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:26.722596,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:27.883512,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:29.068568,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:30.245961,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:31.486127,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:32.749540,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:34.048986,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:35.298986,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:36.482021,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:37.656003,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:38.825004,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:40.071079,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:41.296694,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:42.510533,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:43.711261,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:45.017000,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:46.247662,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:47.453514,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:48.642573,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:49.821929,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:50.994816,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:52.136198,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:53.286344,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:54.480688,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:55.706430,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:56.918432,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:58.226408,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:45:59.494624,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:00.721767,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:01.953271,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:03.098001,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:04.241668,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:05.449742,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:06.697917,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:08.025509,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:09.352335,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:10.676604,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:12.031372,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:13.251236,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:14.498658,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:15.891855,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:17.215798,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:18.485917,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:19.762183,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:21.093366,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:22.390824,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:23.698343,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:25.024710,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:26.339944,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:27.653309,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:29.001260,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:30.354508,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:31.717532,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:33.077076,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:34.388666,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:35.724087,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:37.015462,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:38.285959,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:39.617654,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:41.099853,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
09-01-2023 12:46:42.506442,"(8.5, 20.0, 15.04)","(14.0, 30.0, 18.333333333333332)","(51.0, 220.0, 170.28571428571428)","(10.0, 19.5, 15.059999999999999)","(21.0, 70.0, 40.541666666666664)","(6.0, 10.0, 8.914285714285715)","(21.0, 99999, 99990)","(1.75, 2.62, 2.3266666666666667)","(5.5, 13.0, 10.866666666666667)","(61.0, 220.0, 172.85714285714286)"
