,Rothwell Boy,My Bro Jill,Wild Jewel,Pyrenees Chateau,Wild Storms,Cruisy Magic,Bourne Supremacy,Skipper Jack
16-12-2022 14:03:18.043975,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.6, 2.7642857142857142)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 168.11764705882354)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 11.533333333333333)"
16-12-2022 14:03:19.240699,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.6, 2.7642857142857142)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 168.11764705882354)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 11.533333333333333)"
16-12-2022 14:03:20.428728,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.6, 2.7642857142857142)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 176.0)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 12.16)"
16-12-2022 14:03:21.737552,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.85, 2.7884615384615388)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 176.0)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.571428571428571)"
16-12-2022 14:03:23.217087,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.85, 2.7884615384615388)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 176.0)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.571428571428571)"
16-12-2022 14:03:24.620548,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.85, 2.7884615384615388)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 176.0)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.571428571428571)"
16-12-2022 14:03:25.919141,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.85, 2.7884615384615388)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 176.0)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.571428571428571)"
16-12-2022 14:03:27.125667,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.85, 2.7884615384615388)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 176.0)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.571428571428571)"
16-12-2022 14:03:28.365634,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.85, 2.7884615384615388)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:29.491794,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.8, 2.8375000000000004)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:30.669138,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:31.836928,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:33.048889,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:34.307491,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:35.541863,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:36.822655,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:38.247120,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:39.486888,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:40.789557,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:41.976553,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:43.231864,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:44.493262,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:45.792806,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:47.011235,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:48.194786,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:49.353585,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:50.525983,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:51.761389,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:53.050623,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:54.309478,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:55.547155,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:56.774980,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:58.012600,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:03:59.195136,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:00.316512,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:01.512660,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:02.751990,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:03.978876,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:05.166457,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:06.282352,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:07.429407,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:08.538690,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:09.708040,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:10.958882,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:12.140720,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:13.353072,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:14.411467,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:15.529680,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:16.813975,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:18.032988,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:19.203990,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:20.345981,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:21.517209,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:22.689887,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:23.773794,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:24.887558,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:26.091759,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:27.283451,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:28.464137,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:29.738709,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:31.102675,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:32.224034,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:33.349572,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:34.662836,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:36.031373,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:37.290756,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:38.770921,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 52.25)","(31.0, 240.0, 135.0)","(31.0, 320.0, 177.0)","(41.0, 310.0, 114.28571428571429)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:40.279256,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:41.678603,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:42.981640,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:44.247192,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:45.471763,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:46.664340,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:47.990288,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:49.239160,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:50.474104,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:51.790218,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.731818181818182)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:53.049255,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.722826086956522)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:54.312977,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.722826086956522)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.4)"
16-12-2022 14:04:55.732047,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.722826086956522)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.571428571428571)"
16-12-2022 14:04:56.940678,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.722826086956522)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.571428571428571)"
16-12-2022 14:04:58.363570,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.722826086956522)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.571428571428571)"
16-12-2022 14:04:59.754322,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.722826086956522)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.571428571428571)"
16-12-2022 14:05:01.073413,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.722826086956522)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.571428571428571)"
16-12-2022 14:05:02.365032,"(2.5, 4.1, 3.169090909090909)","(2.7, 3.75, 2.722826086956522)","(21.0, 85.0, 44.375)","(31.0, 240.0, 128.8235294117647)","(31.0, 320.0, 210.0)","(41.0, 310.0, 85.81818181818181)","(3.6, 6.6, 4.145833333333333)","(6.5, 19.0, 9.571428571428571)"
