,On The Fence,Just Too Fancy,Kiah Beach,Iron Lad,More Sensation,Malis Gonzales,Saint Bluey
16-12-2022 13:12:24.815881,"(6.0, 12.5, 10.333333333333332)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 16.166666666666668)","(8.0, 17.5, 9.362499999999999)","(5.5, 10.0, 6.5600000000000005)","(20.0, 70.0, 37.8125)"
16-12-2022 13:12:25.833786,"(6.0, 12.5, 10.333333333333332)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 16.166666666666668)","(8.0, 17.5, 9.362499999999999)","(5.5, 10.0, 6.5600000000000005)","(20.0, 70.0, 37.8125)"
16-12-2022 13:12:26.918628,"(6.0, 12.5, 10.333333333333332)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 16.166666666666668)","(8.0, 17.5, 14.6125)","(5.5, 10.0, 5.911111111111111)","(20.0, 70.0, 37.8125)"
16-12-2022 13:12:28.021116,"(6.0, 12.5, 10.333333333333332)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 16.166666666666668)","(8.0, 17.5, 11.958333333333332)","(5.5, 10.0, 6.64)","(20.0, 70.0, 37.8125)"
16-12-2022 13:12:29.071823,"(6.0, 12.5, 10.333333333333332)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 16.166666666666668)","(8.0, 17.5, 9.5375)","(5.5, 10.0, 6.64)","(20.0, 70.0, 37.8125)"
16-12-2022 13:12:29.967143,"(6.0, 12.5, 10.333333333333332)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 16.166666666666668)","(8.0, 17.5, 9.5375)","(5.5, 10.0, 6.64)","(20.0, 70.0, 37.8125)"
16-12-2022 13:12:31.004462,"(6.0, 12.5, 10.333333333333332)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 16.166666666666668)","(8.0, 17.5, 9.5375)","(5.5, 10.0, 6.64)","(20.0, 70.0, 37.8125)"
16-12-2022 13:12:32.025427,"(6.0, 12.5, 10.333333333333332)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 16.166666666666668)","(8.0, 17.5, 9.5375)","(5.5, 10.0, 6.64)","(20.0, 70.0, 37.8125)"
16-12-2022 13:12:32.924439,"(6.0, 12.5, 10.333333333333332)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 19.8125)","(8.0, 17.5, 9.5375)","(5.5, 10.0, 6.64)","(20.0, 70.0, 37.8125)"
16-12-2022 13:12:33.868639,"(6.0, 12.5, 10.333333333333332)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 16.583333333333332)","(8.0, 17.5, 9.5375)","(5.5, 10.0, 6.64)","(20.0, 70.0, 37.8125)"
16-12-2022 13:12:34.887819,"(6.0, 12.5, 10.333333333333332)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 16.583333333333332)","(8.0, 17.5, 9.5375)","(5.5, 10.0, 6.64)","(20.0, 70.0, 37.8125)"
16-12-2022 13:12:35.843282,"(6.0, 12.5, 10.333333333333332)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 16.583333333333332)","(8.0, 17.5, 9.5375)","(5.5, 10.0, 6.64)","(20.0, 70.0, 37.8125)"
16-12-2022 13:12:36.903590,"(6.0, 12.5, 10.333333333333332)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 16.583333333333332)","(8.0, 17.5, 9.5375)","(5.5, 10.0, 6.64)","(20.0, 70.0, 37.8125)"
16-12-2022 13:12:37.960231,"(6.0, 12.5, 10.333333333333332)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 16.583333333333332)","(8.0, 17.5, 9.5375)","(5.5, 10.0, 6.64)","(20.0, 70.0, 37.8125)"
16-12-2022 13:12:38.935401,"(6.0, 12.5, 11.7125)","(5.5, 9.0, 7.2)","(1.9, 2.64, 2.008888888888889)","(14.0, 32.0, 16.583333333333332)","(8.0, 17.5, 9.5375)","(5.5, 10.0, 7.0)","(20.0, 70.0, 37.8125)"
16-12-2022 13:12:39.905139,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 7.2)","(1.9, 2.64, 2.008888888888889)","(14.0, 32.0, 15.8125)","(8.0, 17.5, 10.22)","(5.5, 10.0, 7.2)","(20.0, 70.0, 38.42857142857143)"
16-12-2022 13:12:40.931549,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 7.0)","(1.9, 2.64, 2.0)","(14.0, 32.0, 15.181818181818182)","(8.0, 17.0, 10.120000000000001)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:41.938322,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 7.0)","(1.9, 2.64, 2.0)","(14.0, 32.0, 15.181818181818182)","(7.5, 17.0, 10.120000000000001)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:42.968713,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 8.309090909090909)","(1.9, 2.64, 2.0)","(14.0, 32.0, 15.181818181818182)","(7.5, 17.0, 10.120000000000001)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:44.022725,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.181818181818182)","(7.5, 17.0, 10.120000000000001)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:45.062312,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.181818181818182)","(7.5, 17.0, 10.120000000000001)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:46.050035,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.181818181818182)","(7.5, 15.0, 10.6)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:47.096340,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.181818181818182)","(7.5, 15.0, 10.6)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:48.134318,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.181818181818182)","(7.5, 15.0, 10.6)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:49.170606,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.181818181818182)","(7.5, 15.0, 10.6)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:50.165532,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.181818181818182)","(7.5, 15.0, 10.6)","(5.5, 10.0, 7.066666666666666)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:51.237949,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.181818181818182)","(7.5, 15.0, 10.6)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:52.245136,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.181818181818182)","(7.5, 15.0, 10.6)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:53.286800,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 17.0)","(7.5, 15.0, 12.04)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:54.432677,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.636363636363637)","(7.5, 15.0, 10.733333333333333)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:55.488329,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.636363636363637)","(7.5, 15.0, 10.733333333333333)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:56.573401,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.636363636363637)","(7.5, 15.0, 10.733333333333333)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:57.639428,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.636363636363637)","(7.5, 15.0, 10.733333333333333)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:58.677786,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.636363636363637)","(7.5, 15.0, 10.733333333333333)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:12:59.790906,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.636363636363637)","(7.5, 15.0, 10.733333333333333)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:13:00.927770,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.636363636363637)","(7.5, 15.0, 10.733333333333333)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:13:02.079287,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.636363636363637)","(7.5, 15.0, 10.733333333333333)","(5.5, 10.0, 7.2)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:13:03.122933,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.636363636363637)","(7.5, 15.0, 10.733333333333333)","(5.5, 10.0, 7.066666666666666)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:13:04.196453,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.636363636363637)","(7.5, 15.0, 10.733333333333333)","(5.5, 10.0, 7.066666666666666)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:13:05.345617,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.636363636363637)","(7.5, 15.0, 10.733333333333333)","(5.5, 10.0, 7.066666666666666)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:13:06.455074,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.636363636363637)","(7.5, 15.0, 10.733333333333333)","(5.5, 10.0, 7.066666666666666)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:13:07.502584,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.636363636363637)","(8.0, 15.0, 10.733333333333333)","(5.5, 10.0, 7.066666666666666)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:13:08.497085,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.636363636363637)","(8.0, 15.0, 10.733333333333333)","(5.5, 10.0, 7.066666666666666)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:13:09.484889,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.636363636363637)","(8.0, 15.0, 10.733333333333333)","(5.5, 10.0, 7.066666666666666)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:13:10.565509,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.8)","(8.0, 15.0, 10.566666666666666)","(5.5, 10.0, 6.4799999999999995)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:13:11.676253,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.8)","(8.0, 14.5, 10.566666666666666)","(5.5, 10.0, 6.4799999999999995)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:13:12.751948,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.8)","(8.0, 14.5, 10.566666666666666)","(5.5, 10.0, 6.4799999999999995)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:13:13.864770,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.8)","(8.0, 14.5, 10.566666666666666)","(5.5, 10.0, 6.4799999999999995)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:13:14.983037,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.8)","(8.0, 14.5, 10.566666666666666)","(5.5, 10.0, 6.4799999999999995)","(20.0, 65.0, 38.42857142857143)"
16-12-2022 13:13:16.101092,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.8)","(8.0, 14.5, 10.566666666666666)","(5.5, 10.0, 6.4799999999999995)","(20.0, 65.0, 29.81818181818182)"
16-12-2022 13:13:17.237917,"(6.0, 12.5, 11.483333333333334)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.8)","(8.0, 14.5, 10.566666666666666)","(5.5, 10.0, 7.542857142857143)","(20.0, 60.0, 29.81818181818182)"
16-12-2022 13:13:18.388377,"(6.0, 12.5, 11.075)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.8)","(8.0, 14.5, 10.566666666666666)","(5.5, 10.0, 7.542857142857143)","(20.0, 60.0, 29.81818181818182)"
16-12-2022 13:13:19.539869,"(6.0, 12.5, 11.075)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.8)","(8.0, 14.5, 10.566666666666666)","(5.5, 10.0, 7.542857142857143)","(20.0, 60.0, 29.81818181818182)"
16-12-2022 13:13:20.527699,"(6.0, 12.5, 11.075)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.8)","(8.0, 14.5, 10.566666666666666)","(5.5, 10.0, 7.542857142857143)","(20.0, 60.0, 29.81818181818182)"
16-12-2022 13:13:21.660626,"(6.0, 12.5, 11.075)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 15.8)","(8.0, 14.5, 10.566666666666666)","(5.5, 10.0, 7.542857142857143)","(20.0, 60.0, 29.81818181818182)"
16-12-2022 13:13:22.777869,"(6.0, 12.5, 11.075)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.64, 1.9817142857142858)","(14.0, 32.0, 14.9)","(8.0, 14.5, 13.2)","(5.5, 10.0, 7.542857142857143)","(20.0, 60.0, 29.81818181818182)"
16-12-2022 13:13:23.841173,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 13.2)","(5.5, 10.0, 6.64)","(20.0, 60.0, 29.81818181818182)"
16-12-2022 13:13:24.928253,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 11.98)","(5.5, 10.0, 6.64)","(20.0, 60.0, 29.81818181818182)"
16-12-2022 13:13:26.011766,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 11.98)","(5.5, 10.0, 6.64)","(20.0, 60.0, 29.81818181818182)"
16-12-2022 13:13:27.096273,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 11.98)","(5.5, 10.0, 6.64)","(20.0, 60.0, 29.81818181818182)"
16-12-2022 13:13:28.208692,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 11.98)","(5.5, 10.0, 6.64)","(20.0, 60.0, 29.81818181818182)"
16-12-2022 13:13:29.410944,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 11.98)","(5.5, 10.0, 6.64)","(20.0, 60.0, 29.81818181818182)"
16-12-2022 13:13:30.511899,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 11.98)","(5.5, 10.0, 6.64)","(20.0, 60.0, 37.8125)"
16-12-2022 13:13:31.551081,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 11.98)","(5.5, 10.0, 7.6571428571428575)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:32.649840,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 11.98)","(5.5, 10.0, 7.6571428571428575)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:33.749365,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 11.98)","(5.5, 10.0, 7.6571428571428575)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:34.857454,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 11.98)","(5.5, 10.0, 7.6571428571428575)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:35.994159,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 11.98)","(5.5, 10.0, 7.6571428571428575)","(20.0, 70.0, 32.54545454545455)"
16-12-2022 13:13:37.080362,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 11.98)","(5.5, 10.0, 7.6571428571428575)","(20.0, 70.0, 32.54545454545455)"
16-12-2022 13:13:38.057113,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 11.98)","(5.5, 10.0, 7.6571428571428575)","(20.0, 70.0, 32.54545454545455)"
16-12-2022 13:13:39.174060,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 11.98)","(5.5, 10.0, 7.6571428571428575)","(20.0, 70.0, 32.54545454545455)"
16-12-2022 13:13:40.295619,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.9)","(8.0, 14.5, 11.98)","(5.5, 10.0, 7.6571428571428575)","(20.0, 70.0, 32.54545454545455)"
16-12-2022 13:13:41.296430,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.727272727272727)","(8.0, 14.5, 12.28)","(5.5, 10.0, 8.36)","(20.0, 70.0, 32.54545454545455)"
16-12-2022 13:13:42.410031,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.727272727272727)","(8.0, 15.0, 12.28)","(5.5, 10.0, 8.36)","(20.0, 70.0, 32.54545454545455)"
16-12-2022 13:13:43.534241,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.727272727272727)","(8.0, 15.0, 12.44)","(5.5, 10.0, 8.36)","(20.0, 70.0, 32.54545454545455)"
16-12-2022 13:13:44.637035,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 14.727272727272727)","(8.0, 15.0, 12.44)","(5.5, 10.0, 8.36)","(20.0, 70.0, 32.54545454545455)"
16-12-2022 13:13:45.765929,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 15.375)","(8.0, 15.0, 13.533333333333333)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:46.936634,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 15.375)","(8.0, 15.0, 13.533333333333333)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:48.069131,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 15.375)","(8.0, 15.0, 13.533333333333333)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:49.145120,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 15.375)","(8.0, 15.0, 13.533333333333333)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:50.222257,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 15.375)","(8.0, 15.0, 13.533333333333333)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:51.342429,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 15.375)","(8.0, 15.0, 14.223529411764705)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:52.399475,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 15.375)","(8.0, 15.0, 14.223529411764705)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:53.457971,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 15.375)","(8.0, 15.0, 14.223529411764705)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:54.610536,"(6.0, 12.5, 8.7)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 15.375)","(8.0, 15.0, 10.733333333333333)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:55.549942,"(6.0, 12.5, 8.375)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 15.375)","(8.0, 15.0, 10.733333333333333)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:56.585362,"(6.0, 12.5, 8.375)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 15.375)","(8.0, 15.0, 10.733333333333333)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:57.677556,"(6.0, 12.5, 8.375)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 15.375)","(8.0, 15.0, 10.733333333333333)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:13:58.804614,"(6.0, 12.5, 8.375)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 15.375)","(8.0, 15.0, 10.733333333333333)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:14:00.039424,"(6.0, 12.5, 8.375)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 15.375)","(8.0, 15.0, 10.733333333333333)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:14:01.598243,"(6.0, 12.5, 8.375)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 15.375)","(8.0, 15.0, 13.836363636363636)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:14:03.212698,"(6.0, 12.5, 8.375)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 21.769230769230766)","(8.0, 15.0, 14.2)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:14:04.782380,"(6.0, 12.5, 8.375)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 21.769230769230766)","(8.0, 15.0, 14.2)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
16-12-2022 13:14:06.091791,"(6.0, 12.5, 8.375)","(5.5, 9.0, 6.885714285714286)","(1.9, 2.62, 2.1825)","(14.0, 32.0, 21.769230769230766)","(8.0, 15.0, 14.2)","(5.5, 10.0, 8.36)","(20.0, 70.0, 37.8125)"
