,Conumdrum,Creek Lodge,Gee Gees Fifthtest,High Plain Drifta,Rohzhae,Swingapinga,Im Keefe,Muscle Up,Zulu Angel,Weallstuckathome,Barmaid Girl,Ding Ding,Kings On Queens,Millas Ready,Soulita
06-01-2023 13:45:26.097365,"(8.5, 14.5, 13.0)","(91.0, 170.0, 117.5)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 30.0, 29.0)","(2.0, 2.12, 2.0622594142259416)","(8.0, 12.0, 11.272727272727273)","(21.0, 50.0, 46.12903225806452)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.4, 8.933333333333334)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:27.885298,"(8.5, 14.5, 13.483870967741936)","(91.0, 170.0, 117.5)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 30.0, 29.0)","(2.0, 2.12, 2.0622594142259416)","(8.0, 12.0, 11.272727272727273)","(21.0, 50.0, 46.12903225806452)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.4, 8.933333333333334)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:29.605011,"(8.5, 14.5, 13.483870967741936)","(91.0, 170.0, 117.5)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 30.0, 29.0)","(2.0, 2.12, 2.0622594142259416)","(8.0, 12.0, 11.272727272727273)","(21.0, 50.0, 46.12903225806452)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.4, 8.933333333333334)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:31.307121,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 117.5)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 30.0, 29.0)","(2.0, 2.12, 2.0622594142259416)","(8.0, 12.0, 11.272727272727273)","(21.0, 50.0, 46.12903225806452)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.4, 8.933333333333334)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:33.044903,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 117.5)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 30.0, 30.0)","(2.0, 2.12, 2.0622594142259416)","(8.0, 12.0, 11.272727272727273)","(21.0, 50.0, 46.12903225806452)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.4, 8.492307692307692)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:34.827021,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 117.5)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 32.0, 30.0)","(2.0, 2.12, 2.0626277372262773)","(8.0, 12.0, 11.272727272727273)","(21.0, 50.0, 46.12903225806452)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.6, 8.822222222222221)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:36.516978,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 123.33333333333333)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 32.0, 30.0)","(2.0, 2.12, 2.0626277372262773)","(8.0, 12.0, 11.272727272727273)","(21.0, 50.0, 46.12903225806452)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.6, 9.387878787878787)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:38.647900,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 123.33333333333333)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 32.0, 30.0)","(2.0, 2.12, 2.0626277372262773)","(8.0, 12.0, 11.272727272727273)","(21.0, 50.0, 46.12903225806452)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.6, 8.933333333333334)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:40.956063,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 123.33333333333333)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 32.0, 29.0)","(2.0, 2.12, 2.0626277372262773)","(8.0, 12.0, 11.272727272727273)","(21.0, 50.0, 46.12903225806452)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.4, 9.181818181818182)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:43.088218,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 123.33333333333333)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 30.0, 29.0)","(2.0, 2.12, 2.0626277372262773)","(8.0, 12.0, 11.272727272727273)","(21.0, 50.0, 46.12903225806452)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.4, 9.057142857142857)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:45.264298,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 123.33333333333333)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 30.0, 29.0)","(2.0, 2.12, 2.062766990291262)","(8.0, 12.0, 11.272727272727273)","(21.0, 50.0, 46.12903225806452)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.4, 9.057142857142857)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:47.150486,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 123.33333333333333)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 30.0, 30.0)","(2.0, 2.12, 2.0633173076923077)","(8.0, 12.0, 11.272727272727273)","(21.0, 48.0, 44.0)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.6, 9.366666666666667)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:48.962581,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 123.33333333333333)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 32.0, 30.0)","(2.0, 2.12, 2.082392344497608)","(8.0, 12.0, 11.272727272727273)","(21.0, 48.0, 44.0)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.6, 9.366666666666667)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:50.873238,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 123.33333333333333)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 32.0, 30.0)","(2.0, 2.12, 2.082392344497608)","(8.0, 12.0, 11.272727272727273)","(21.0, 48.0, 44.0)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.6, 9.366666666666667)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:52.664927,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 123.33333333333333)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 32.0, 30.0)","(2.0, 2.12, 2.082392344497608)","(8.0, 12.0, 11.272727272727273)","(21.0, 48.0, 44.0)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.6, 9.366666666666667)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:54.453326,"(8.5, 14.5, 11.954545454545455)","(91.0, 170.0, 123.33333333333333)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 32.0, 30.0)","(2.0, 2.12, 2.082392344497608)","(8.0, 12.0, 11.272727272727273)","(21.0, 48.0, 44.0)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.6, 9.366666666666667)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:56.107877,"(8.5, 14.5, 11.35)","(91.0, 170.0, 123.33333333333333)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 32.0, 29.0)","(2.0, 2.12, 2.082392344497608)","(8.0, 12.0, 11.272727272727273)","(21.0, 48.0, 44.0)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.6, 9.366666666666667)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:57.723631,"(8.5, 14.5, 11.7)","(91.0, 170.0, 123.33333333333333)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 30.0, 29.0)","(2.0, 2.12, 2.082392344497608)","(8.0, 12.0, 11.272727272727273)","(21.0, 48.0, 44.0)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.6, 9.366666666666667)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:45:59.373644,"(8.5, 14.5, 12.272727272727273)","(91.0, 170.0, 123.33333333333333)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 30.0, 29.0)","(2.0, 2.12, 2.082392344497608)","(8.0, 12.0, 11.272727272727273)","(21.0, 48.0, 44.0)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.6, 9.366666666666667)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:46:01.222439,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 123.33333333333333)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 30.0, 29.0)","(2.0, 2.12, 2.082392344497608)","(8.0, 12.0, 11.272727272727273)","(21.0, 48.0, 44.0)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.6, 9.366666666666667)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:46:03.061518,"(8.5, 14.5, 11.35)","(91.0, 170.0, 123.33333333333333)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 30.0, 30.0)","(2.0, 2.12, 2.082392344497608)","(8.0, 12.0, 11.272727272727273)","(21.0, 48.0, 44.0)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.6, 9.366666666666667)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:46:04.850837,"(8.5, 14.5, 12.272727272727273)","(91.0, 170.0, 117.5)","(101.0, 190.0, 148.0)","(101.0, 190.0, 130.0)","(8.0, 14.5, 14.083333333333334)","(21.0, 36.0, 34.666666666666664)","(18.0, 32.0, 30.0)","(2.0, 2.12, 2.082392344497608)","(8.0, 12.0, 11.272727272727273)","(21.0, 48.0, 44.0)","(31.0, 48.0, 42.166666666666664)","(6.5, 9.6, 9.366666666666667)","(31.0, 60.0, 53.333333333333336)","(21.0, 46.0, 41.2)","(101.0, 230.0, 185.0)"
06-01-2023 13:46:06.667058,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 151.25)","(101.0, 190.0, 168.57142857142858)","(101.0, 190.0, 170.0)","(8.0, 14.5, 14.542682926829269)","(21.0, 36.0, 41.1578947368421)","(18.0, 32.0, 31.857142857142858)","(2.0, 2.12, 2.082906976744186)","(8.0, 12.0, 11.964285714285714)","(21.0, 48.0, 47.5)","(31.0, 48.0, 42.19047619047619)","(6.5, 9.6, 8.33157894736842)","(31.0, 60.0, 59.54545454545455)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:08.616222,"(8.5, 14.5, 12.852941176470589)","(91.0, 170.0, 151.25)","(101.0, 190.0, 168.57142857142858)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.544303797468354)","(21.0, 42.0, 41.1578947368421)","(18.0, 32.0, 31.857142857142858)","(2.0, 2.1, 2.082906976744186)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.563636363636363)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:10.577283,"(8.5, 14.5, 12.852941176470589)","(91.0, 170.0, 151.25)","(101.0, 190.0, 168.57142857142858)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.544303797468354)","(21.0, 42.0, 41.30434782608695)","(18.0, 32.0, 31.863636363636363)","(2.0, 2.1, 2.0654545454545454)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.28)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:12.839237,"(8.5, 14.5, 12.166666666666666)","(91.0, 170.0, 151.25)","(101.0, 190.0, 171.25)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.544303797468354)","(21.0, 42.0, 41.30434782608695)","(18.0, 32.0, 31.863636363636363)","(2.0, 2.08, 2.0571428571428574)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.28)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:14.894266,"(8.5, 14.5, 12.166666666666666)","(91.0, 170.0, 151.25)","(101.0, 190.0, 171.25)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.544303797468354)","(21.0, 42.0, 41.30434782608695)","(18.0, 32.0, 31.863636363636363)","(2.0, 2.08, 2.0571428571428574)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.28)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:16.670504,"(8.5, 14.5, 12.555555555555555)","(91.0, 170.0, 151.25)","(101.0, 190.0, 171.25)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 39.0)","(18.0, 32.0, 31.5)","(2.0, 2.08, 2.0571428571428574)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.353846153846154)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:18.406799,"(8.5, 14.5, 12.555555555555555)","(91.0, 170.0, 151.25)","(101.0, 190.0, 171.25)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 39.0)","(18.0, 32.0, 31.5)","(2.0, 2.08, 2.030381679389313)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.2)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:20.062355,"(8.5, 14.5, 12.555555555555555)","(91.0, 170.0, 155.71428571428572)","(101.0, 190.0, 171.25)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 39.0)","(18.0, 32.0, 31.5)","(2.0, 2.1, 2.030381679389313)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.788235294117648)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:22.079754,"(8.5, 14.5, 13.557692307692307)","(91.0, 170.0, 155.71428571428572)","(101.0, 190.0, 171.25)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 39.0)","(18.0, 32.0, 31.5)","(2.0, 2.1, 2.028774193548387)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.2)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:23.998810,"(8.5, 14.5, 13.557692307692307)","(91.0, 170.0, 155.71428571428572)","(101.0, 190.0, 171.25)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 39.0)","(18.0, 32.0, 31.5)","(2.0, 2.1, 2.028774193548387)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.2)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:25.770932,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 155.71428571428572)","(101.0, 190.0, 171.25)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 39.0)","(18.0, 32.0, 31.5)","(2.0, 2.1, 2.030381679389313)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.2)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:27.721308,"(8.5, 14.5, 12.75)","(91.0, 170.0, 155.71428571428572)","(101.0, 190.0, 171.25)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 39.0)","(18.0, 32.0, 31.4)","(2.0, 2.1, 2.0301492537313433)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.2)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:29.408992,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 155.71428571428572)","(101.0, 190.0, 171.25)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 39.0)","(18.0, 32.0, 31.4)","(2.0, 2.1, 2.0340845070422535)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.2)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:31.099511,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 155.71428571428572)","(101.0, 190.0, 171.25)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 39.0)","(18.0, 32.0, 31.4)","(2.0, 2.1, 2.0340845070422535)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.314285714285715)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:32.694517,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 155.71428571428572)","(101.0, 190.0, 171.25)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 39.0)","(18.0, 32.0, 31.4)","(2.0, 2.1, 2.0340845070422535)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.314285714285715)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:34.314926,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 155.71428571428572)","(101.0, 190.0, 171.25)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 39.0)","(18.0, 32.0, 31.4)","(2.0, 2.1, 2.033986013986014)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.314285714285715)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:35.948537,"(8.5, 14.5, 12.272727272727273)","(91.0, 170.0, 155.71428571428572)","(101.0, 190.0, 171.25)","(101.0, 190.0, 170.0)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 39.0)","(18.0, 32.0, 31.4)","(2.0, 2.1, 2.033986013986014)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 42.19047619047619)","(6.5, 9.0, 8.314285714285715)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 215.0)"
06-01-2023 13:46:37.642267,"(8.5, 14.5, 13.386363636363637)","(91.0, 170.0, 158.88888888888889)","(101.0, 190.0, 167.5)","(101.0, 190.0, 156.66666666666666)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 39.0)","(18.0, 32.0, 31.4)","(2.0, 2.1, 2.033986013986014)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 44.416666666666664)","(6.5, 9.0, 8.314285714285715)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 205.0)"
06-01-2023 13:46:39.193671,"(8.5, 14.5, 12.272727272727273)","(91.0, 170.0, 158.88888888888889)","(101.0, 190.0, 167.5)","(101.0, 190.0, 156.66666666666666)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 39.0)","(18.0, 32.0, 31.4)","(2.0, 2.1, 2.033986013986014)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 44.416666666666664)","(6.5, 9.0, 8.333333333333334)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 205.0)"
06-01-2023 13:46:41.147515,"(8.5, 14.5, 12.272727272727273)","(91.0, 170.0, 158.88888888888889)","(101.0, 190.0, 167.5)","(101.0, 190.0, 156.66666666666666)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 39.0)","(18.0, 32.0, 31.4)","(2.0, 2.1, 2.033986013986014)","(8.0, 12.0, 11.964285714285714)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 44.416666666666664)","(6.5, 9.0, 8.6)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 205.0)"
06-01-2023 13:46:42.795605,"(8.5, 14.5, 13.386363636363637)","(91.0, 170.0, 158.88888888888889)","(101.0, 190.0, 167.5)","(101.0, 190.0, 156.66666666666666)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 40.666666666666664)","(18.0, 32.0, 31.4)","(2.0, 2.1, 2.0505759162303665)","(8.0, 12.0, 12.128205128205128)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 44.416666666666664)","(6.5, 9.0, 8.6)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 41.2)","(101.0, 230.0, 205.0)"
06-01-2023 13:46:44.389985,"(8.5, 14.5, 12.59090909090909)","(91.0, 170.0, 158.88888888888889)","(101.0, 190.0, 167.5)","(101.0, 190.0, 156.66666666666666)","(8.0, 15.0, 14.558282208588958)","(21.0, 42.0, 40.666666666666664)","(18.0, 32.0, 31.4)","(2.0, 2.1, 2.0731818181818182)","(8.0, 12.5, 11.987804878048781)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 44.416666666666664)","(6.5, 9.0, 8.6)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 43.0)","(101.0, 230.0, 205.0)"
06-01-2023 13:46:45.997305,"(8.5, 14.5, 11.875)","(91.0, 170.0, 158.88888888888889)","(101.0, 190.0, 167.5)","(101.0, 190.0, 156.66666666666666)","(8.0, 15.0, 14.3125)","(21.0, 42.0, 40.666666666666664)","(18.0, 32.0, 31.4)","(2.0, 2.08, 2.0188505747126437)","(8.0, 12.0, 11.987804878048781)","(21.0, 50.0, 45.90909090909091)","(31.0, 46.0, 44.416666666666664)","(6.5, 9.0, 8.4)","(31.0, 65.0, 56.42857142857143)","(21.0, 46.0, 43.0)","(101.0, 230.0, 205.0)"
06-01-2023 13:46:48.056454,"(8.5, 14.5, 12.4)","(91.0, 170.0, 158.88888888888889)","(101.0, 190.0, 167.5)","(101.0, 190.0, 165.0)","(8.0, 14.5, 13.8)","(21.0, 42.0, 40.0)","(18.0, 32.0, 31.5)","(2.0, 2.02, 2.0707692307692307)","(8.0, 12.0, 12.014705882352942)","(21.0, 50.0, 46.12903225806452)","(31.0, 46.0, 44.48)","(6.5, 8.8, 8.5)","(31.0, 65.0, 56.54929577464789)","(21.0, 46.0, 41.5)","(101.0, 230.0, 213.33333333333334)"
06-01-2023 13:46:49.849492,"(8.5, 14.5, 12.884615384615385)","(91.0, 170.0, 145.0)","(101.0, 190.0, 167.5)","(101.0, 190.0, 156.66666666666666)","(8.0, 14.5, 13.8)","(21.0, 42.0, 40.0)","(18.0, 32.0, 30.0)","(2.0, 2.08, 2.0672727272727274)","(8.0, 12.5, 12.014705882352942)","(21.0, 50.0, 46.12903225806452)","(31.0, 48.0, 44.58536585365854)","(6.5, 8.8, 8.5)","(31.0, 65.0, 50.483870967741936)","(21.0, 46.0, 41.5)","(101.0, 230.0, 205.0)"
