,Goodtime Libby,Shoobees Spirit,Rocknroll Gronk,Cincinnati,Layden,Starzzz Destiny
14-12-2022 14:11:20.979131,"(7.5, 8.6, 8.452631578947368)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:21.978630,"(7.5, 8.6, 8.452631578947368)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:23.026736,"(7.5, 8.6, 8.452631578947368)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:23.893618,"(7.5, 8.6, 6.45)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:24.841053,"(7.5, 8.4, 8.38974358974359)","(2.0, 2.56, 2.4299999999999997)","(2.5, 3.5, 3.3333333333333335)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:25.721622,"(7.5, 8.2, 8.149152542372882)","(2.0, 2.56, 2.4299999999999997)","(2.5, 3.5, 3.275)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:26.572710,"(7.5, 8.4, 8.333333333333334)","(2.0, 2.56, 2.4299999999999997)","(2.5, 3.5, 3.3333333333333335)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:27.452728,"(7.5, 8.4, 8.294736842105264)","(2.0, 2.56, 2.4299999999999997)","(2.5, 3.5, 3.3333333333333335)","(21.0, 32.0, 29.833333333333332)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:28.285936,"(7.5, 8.4, 8.366666666666667)","(2.0, 2.56, 2.4299999999999997)","(2.5, 3.5, 3.3333333333333335)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:29.122179,"(7.5, 8.4, 8.366666666666667)","(2.0, 2.56, 2.4299999999999997)","(2.5, 3.5, 3.3333333333333335)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:30.112141,"(7.5, 8.6, 8.408888888888889)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.854545454545455)"
14-12-2022 14:11:31.103906,"(7.5, 8.4, 8.216666666666667)","(2.0, 2.56, 2.4299999999999997)","(2.5, 3.5, 3.3333333333333335)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.854545454545455)"
14-12-2022 14:11:32.014355,"(7.5, 8.4, 8.2)","(2.0, 2.56, 2.4299999999999997)","(2.5, 3.5, 3.3333333333333335)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.854545454545455)"
14-12-2022 14:11:32.930183,"(7.5, 8.6, 8.477142857142857)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.854545454545455)"
14-12-2022 14:11:33.904765,"(7.5, 8.8, 8.535384615384617)","(2.0, 2.56, 2.5054545454545454)","(2.5, 3.5, 3.24)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.854545454545455)"
14-12-2022 14:11:34.786608,"(7.5, 8.8, 8.052173913043479)","(2.0, 2.56, 2.5054545454545454)","(2.5, 3.5, 3.24)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.854545454545455)"
14-12-2022 14:11:35.751609,"(7.5, 8.8, 8.083333333333334)","(2.0, 2.56, 2.5054545454545454)","(2.5, 3.5, 3.24)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.854545454545455)"
14-12-2022 14:11:36.618739,"(7.5, 8.6, 8.2)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.854545454545455)"
14-12-2022 14:11:37.455594,"(7.5, 8.6, 8.04)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.854545454545455)"
14-12-2022 14:11:38.321900,"(7.5, 8.6, 8.406896551724138)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.854545454545455)"
14-12-2022 14:11:39.209670,"(7.5, 8.6, 8.04)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 28.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.854545454545455)"
14-12-2022 14:11:40.175446,"(7.5, 8.4, 8.2)","(2.0, 2.56, 2.4299999999999997)","(2.5, 3.5, 3.3333333333333335)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.854545454545455)"
14-12-2022 14:11:41.116458,"(7.5, 8.6, 8.329032258064515)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.854545454545455)"
14-12-2022 14:11:42.028396,"(7.5, 8.6, 8.496296296296297)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:42.870175,"(7.5, 8.6, 8.329032258064515)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:43.737519,"(7.5, 8.6, 8.2)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:44.584084,"(7.5, 8.6, 8.399999999999999)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:45.482540,"(7.5, 8.6, 8.399999999999999)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:46.420267,"(7.5, 8.4, 8.3)","(2.0, 2.56, 2.4299999999999997)","(2.5, 3.5, 3.3333333333333335)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:47.493987,"(7.5, 8.4, 8.3)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:48.375793,"(7.5, 8.6, 8.399999999999999)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:49.353499,"(7.5, 8.6, 8.399999999999999)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:50.310238,"(7.5, 8.6, 7.963636363636363)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:51.203721,"(7.5, 8.6, 8.535714285714285)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:52.160414,"(7.5, 8.6, 8.5)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:53.083364,"(7.5, 8.6, 8.5)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:54.042833,"(7.5, 8.6, 8.5)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.742857142857142)"
14-12-2022 14:11:55.037779,"(7.5, 8.6, 8.372972972972972)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.25)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.854545454545455)"
14-12-2022 14:11:55.972630,"(7.5, 8.2, 8.184615384615384)","(2.0, 2.56, 2.4299999999999997)","(2.5, 3.5, 3.275)","(21.0, 32.0, 25.75)","(17.0, 29.0, 20.333333333333332)","(7.5, 11.0, 10.3)"
14-12-2022 14:11:56.863022,"(7.5, 8.6, 8.492307692307692)","(2.0, 2.56, 2.466666666666667)","(2.5, 3.5, 3.25)","(21.0, 32.0, 27.833333333333336)","(17.0, 29.0, 19.25)","(7.5, 11.0, 10.533333333333333)"
14-12-2022 14:11:57.796641,"(7.5, 8.6, 8.381818181818181)","(2.0, 2.56, 2.455)","(2.5, 3.5, 3.3333333333333335)","(21.0, 32.0, 26.642857142857142)","(17.0, 29.0, 19.25)","(7.5, 11.0, 10.533333333333333)"
14-12-2022 14:11:58.834643,"(7.5, 8.4, 8.387500000000001)","(2.0, 2.56, 2.404)","(2.5, 3.5, 3.3333333333333335)","(21.0, 32.0, 26.642857142857142)","(17.0, 29.0, 19.25)","(7.5, 11.0, 10.533333333333333)"
14-12-2022 14:11:59.750281,"(7.5, 8.6, 8.580645161290322)","(2.0, 2.56, 2.455)","(2.5, 3.5, 3.3333333333333335)","(21.0, 32.0, 26.642857142857142)","(17.0, 29.0, 19.25)","(7.5, 11.0, 11.345454545454546)"
14-12-2022 14:12:00.688273,"(7.5, 8.6, 8.564705882352941)","(2.0, 2.56, 2.392)","(2.5, 3.5, 3.4257142857142857)","(21.0, 32.0, 26.642857142857142)","(17.0, 29.0, 19.25)","(7.5, 11.5, 11.345454545454546)"
14-12-2022 14:12:01.674982,"(7.5, 8.8, 8.498245614035088)","(2.0, 2.56, 2.392)","(2.5, 3.5, 3.4257142857142857)","(21.0, 32.0, 24.0)","(17.0, 29.0, 18.6)","(7.5, 11.5, 11.345454545454546)"
14-12-2022 14:12:02.874139,"(7.5, 8.8, 8.347368421052632)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.3333333333333335)","(21.0, 32.0, 24.0)","(17.0, 29.0, 18.6)","(7.5, 11.5, 11.2)"
14-12-2022 14:12:03.875110,"(7.5, 8.6, 8.421276595744681)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.3333333333333335)","(21.0, 32.0, 24.0)","(17.0, 29.0, 18.6)","(7.5, 11.5, 11.2)"
14-12-2022 14:12:04.797347,"(7.5, 8.6, 8.375)","(2.0, 2.56, 2.42)","(2.5, 3.5, 3.4)","(21.0, 32.0, 24.0)","(17.0, 29.0, 18.6)","(7.5, 11.5, 11.25)"
14-12-2022 14:12:05.782342,"(7.5, 8.6, 8.381818181818181)","(2.0, 2.56, 2.4114285714285715)","(2.5, 3.5, 3.4)","(21.0, 32.0, 24.0)","(17.0, 29.0, 18.6)","(7.5, 11.5, 11.25)"
14-12-2022 14:12:06.643501,"(7.5, 8.6, 8.381818181818181)","(2.0, 2.56, 2.4114285714285715)","(2.5, 3.5, 3.4)","(21.0, 32.0, 24.0)","(17.0, 29.0, 18.6)","(7.5, 11.5, 11.25)"
14-12-2022 14:12:07.639046,"(7.5, 8.6, 8.375)","(2.0, 2.56, 2.4114285714285715)","(2.5, 3.5, 3.35)","(21.0, 32.0, 26.0)","(17.0, 29.0, 19.0)","(7.5, 11.5, 11.25)"
14-12-2022 14:12:08.653599,"(7.5, 8.6, 8.49090909090909)","(2.0, 2.56, 2.4114285714285715)","(2.5, 3.5, 3.35)","(21.0, 32.0, 26.0)","(17.0, 29.0, 19.0)","(7.5, 11.5, 11.125)"
14-12-2022 14:12:09.638698,"(7.5, 8.6, 8.413333333333332)","(2.0, 2.56, 2.4114285714285715)","(2.5, 3.5, 3.35)","(21.0, 32.0, 26.0)","(17.0, 29.0, 19.0)","(7.5, 11.5, 10.75)"
14-12-2022 14:12:10.673138,"(7.5, 8.6, 8.388235294117646)","(2.0, 2.56, 2.4114285714285715)","(2.5, 3.5, 3.35)","(21.0, 32.0, 26.0)","(17.0, 29.0, 19.0)","(7.5, 11.5, 10.75)"
14-12-2022 14:12:11.733963,"(7.5, 8.6, 8.375)","(2.0, 2.56, 2.4114285714285715)","(2.5, 3.5, 3.35)","(21.0, 32.0, 27.2)","(17.0, 29.0, 19.625)","(7.5, 11.5, 10.55)"
14-12-2022 14:12:12.701131,"(7.5, 8.6, 8.31578947368421)","(2.0, 2.56, 2.4299999999999997)","(2.5, 3.5, 3.35)","(21.0, 32.0, 27.2)","(17.0, 29.0, 19.625)","(7.5, 11.5, 10.55)"
14-12-2022 14:12:13.780078,"(7.5, 8.6, 8.31578947368421)","(2.0, 2.56, 2.4299999999999997)","(2.5, 3.5, 3.35)","(21.0, 32.0, 27.2)","(17.0, 29.0, 19.625)","(7.5, 11.5, 10.55)"
14-12-2022 14:12:14.715867,"(7.5, 8.4, 8.385714285714286)","(2.0, 2.56, 2.4299999999999997)","(2.5, 3.5, 3.35)","(21.0, 32.0, 27.2)","(17.0, 29.0, 19.625)","(7.5, 11.5, 10.55)"
14-12-2022 14:12:15.636944,"(7.5, 8.6, 8.3)","(2.0, 2.54, 2.3899999999999997)","(2.5, 3.5, 3.35)","(21.0, 32.0, 27.2)","(17.0, 29.0, 19.625)","(7.5, 11.5, 10.55)"
14-12-2022 14:12:16.647192,"(7.5, 8.6, 8.381818181818181)","(2.0, 2.54, 2.3899999999999997)","(2.5, 3.5, 3.35)","(21.0, 32.0, 27.2)","(17.0, 29.0, 20.666666666666668)","(7.5, 11.5, 10.55)"
14-12-2022 14:12:17.606847,"(7.5, 8.6, 8.381818181818181)","(2.0, 2.54, 2.3899999999999997)","(2.5, 3.5, 3.35)","(21.0, 32.0, 29.0)","(17.0, 29.0, 20.666666666666668)","(7.5, 11.5, 10.55)"
14-12-2022 14:12:18.689206,"(7.5, 8.6, 8.31578947368421)","(2.0, 2.54, 2.3899999999999997)","(2.5, 3.5, 3.35)","(21.0, 32.0, 29.0)","(17.0, 29.0, 20.666666666666668)","(7.5, 11.5, 11.341666666666667)"
14-12-2022 14:12:19.747407,"(7.5, 8.6, 8.453061224489796)","(2.0, 2.54, 2.3899999999999997)","(2.5, 3.5, 3.35)","(21.0, 32.0, 29.0)","(17.0, 29.0, 20.666666666666668)","(7.5, 11.5, 11.341666666666667)"
14-12-2022 14:12:20.759145,"(7.5, 8.4, 8.371428571428572)","(2.0, 2.54, 2.3899999999999997)","(2.5, 3.5, 3.35)","(21.0, 32.0, 29.0)","(17.0, 29.0, 20.666666666666668)","(7.5, 11.5, 11.341666666666667)"
14-12-2022 14:12:21.712248,"(7.5, 8.6, 8.299999999999999)","(2.0, 2.54, 2.3899999999999997)","(2.5, 3.5, 3.35)","(21.0, 32.0, 29.0)","(17.0, 29.0, 20.666666666666668)","(7.5, 11.5, 11.341666666666667)"
14-12-2022 14:12:22.596928,"(7.5, 8.6, 8.410526315789474)","(2.0, 2.54, 2.3899999999999997)","(2.5, 3.5, 3.35)","(21.0, 32.0, 29.0)","(17.0, 29.0, 20.666666666666668)","(7.5, 11.5, 11.341666666666667)"
14-12-2022 14:12:23.677870,"(7.5, 8.6, 8.410526315789474)","(2.0, 2.54, 2.3899999999999997)","(2.5, 3.5, 3.35)","(21.0, 32.0, 29.0)","(17.0, 29.0, 25.57142857142857)","(7.5, 11.5, 10.45)"
14-12-2022 14:12:24.768552,"(7.5, 8.6, 8.272727272727272)","(2.0, 2.54, 2.515)","(2.5, 3.5, 3.35)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 25.57142857142857)","(7.5, 11.5, 10.1)"
14-12-2022 14:12:25.784872,"(7.5, 8.6, 8.410526315789474)","(2.0, 2.54, 2.515)","(2.5, 3.5, 3.35)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 25.57142857142857)","(7.5, 11.5, 9.575000000000001)"
14-12-2022 14:12:26.803787,"(7.5, 8.6, 8.381818181818181)","(2.0, 2.56, 2.472)","(2.5, 3.5, 3.35)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 21.333333333333332)","(7.5, 11.5, 9.666666666666668)"
14-12-2022 14:12:27.809985,"(7.5, 8.6, 8.381818181818181)","(2.0, 2.56, 2.5028571428571427)","(2.5, 3.5, 3.35)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 21.333333333333332)","(7.5, 11.0, 9.666666666666668)"
14-12-2022 14:12:28.806253,"(7.5, 8.6, 8.381818181818181)","(2.0, 2.56, 2.5028571428571427)","(2.5, 3.5, 3.35)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 21.333333333333332)","(7.5, 11.0, 9.666666666666668)"
14-12-2022 14:12:29.812334,"(7.5, 8.2, 8.139999999999999)","(2.0, 2.56, 2.5028571428571427)","(2.5, 3.5, 3.3875)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 21.333333333333332)","(7.5, 11.0, 9.72)"
14-12-2022 14:12:30.818210,"(7.5, 8.8, 8.673529411764706)","(2.0, 2.56, 2.5028571428571427)","(2.5, 3.5, 3.35)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 21.333333333333332)","(7.5, 11.0, 9.72)"
14-12-2022 14:12:31.823842,"(7.5, 8.8, 8.355172413793102)","(2.0, 2.56, 2.5028571428571427)","(2.5, 3.5, 3.35)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 21.333333333333332)","(7.5, 11.0, 9.72)"
14-12-2022 14:12:32.749997,"(7.5, 8.8, 8.267924528301887)","(2.0, 2.56, 2.5028571428571427)","(2.5, 3.5, 3.35)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 21.333333333333332)","(7.5, 11.0, 9.72)"
14-12-2022 14:12:33.731066,"(7.5, 8.6, 8.381818181818181)","(2.0, 2.56, 2.5028571428571427)","(2.5, 3.5, 3.35)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 21.333333333333332)","(7.5, 11.0, 9.72)"
14-12-2022 14:12:34.769106,"(7.5, 8.4, 8.393548387096775)","(2.0, 2.56, 2.5028571428571427)","(2.5, 3.5, 3.35)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 21.333333333333332)","(7.5, 11.0, 9.72)"
14-12-2022 14:12:35.891168,"(7.5, 8.4, 8.3)","(2.0, 2.56, 2.5028571428571427)","(2.5, 3.5, 3.35)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 21.333333333333332)","(7.5, 11.0, 9.72)"
14-12-2022 14:12:36.958128,"(7.5, 8.6, 8.406896551724138)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.35)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.333333333333332)","(7.5, 11.0, 9.72)"
14-12-2022 14:12:38.030481,"(7.5, 8.6, 8.406896551724138)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.35)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.333333333333332)","(7.5, 11.0, 9.72)"
14-12-2022 14:12:39.076815,"(7.5, 8.6, 8.472727272727273)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.35)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.333333333333332)","(7.5, 11.0, 9.583333333333334)"
14-12-2022 14:12:40.098418,"(7.5, 8.6, 8.5)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.35)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.333333333333332)","(7.5, 10.5, 9.522222222222222)"
14-12-2022 14:12:41.114698,"(7.5, 8.6, 8.2)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.35)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.333333333333332)","(7.5, 10.5, 8.88888888888889)"
14-12-2022 14:12:42.159037,"(7.5, 8.2, 8.191304347826087)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.3875)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.333333333333332)","(7.5, 10.5, 9.563636363636364)"
14-12-2022 14:12:43.184741,"(7.5, 8.8, 8.498245614035088)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.3875)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.333333333333332)","(7.5, 10.0, 9.563636363636364)"
14-12-2022 14:12:44.231710,"(7.5, 8.4, 8.366666666666667)","(2.0, 2.56, 2.52)","(2.5, 3.5, 3.459090909090909)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.333333333333332)","(7.5, 10.0, 9.15)"
14-12-2022 14:12:45.194350,"(7.5, 8.4, 8.36923076923077)","(2.0, 2.56, 2.52)","(2.5, 3.5, 3.44375)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.333333333333332)","(7.5, 10.5, 9.15)"
14-12-2022 14:12:46.223767,"(7.5, 8.6, 8.492307692307692)","(2.0, 2.56, 2.52)","(2.5, 3.5, 3.44375)","(21.0, 32.0, 28.0)","(17.0, 29.0, 25.857142857142858)","(7.5, 11.0, 10.75)"
14-12-2022 14:12:47.247538,"(7.5, 8.6, 8.492307692307692)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.41)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 25.857142857142858)","(7.5, 11.0, 10.470588235294118)"
14-12-2022 14:12:48.289781,"(7.5, 8.4, 8.366666666666667)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.41)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 26.25)","(7.5, 11.0, 9.483333333333334)"
14-12-2022 14:12:49.311504,"(7.5, 8.4, 8.366666666666667)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.41)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 26.25)","(7.5, 11.0, 9.483333333333334)"
14-12-2022 14:12:50.314557,"(7.5, 8.6, 8.488)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.41)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 26.25)","(7.5, 11.0, 9.483333333333334)"
14-12-2022 14:12:51.310759,"(7.5, 12.5, 11.375)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.1785714285714284)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 26.25)","(7.5, 11.0, 9.483333333333334)"
14-12-2022 14:12:52.431614,"(7.5, 12.0, 11.280000000000001)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.1785714285714284)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 26.25)","(7.5, 11.0, 9.483333333333334)"
14-12-2022 14:12:53.540732,"(7.5, 12.0, 10.0)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.1785714285714284)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 26.25)","(7.5, 11.0, 9.18)"
14-12-2022 14:12:54.585072,"(7.5, 12.0, 10.72)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.1785714285714284)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 26.25)","(7.5, 11.0, 10.011764705882353)"
14-12-2022 14:12:55.623831,"(7.5, 11.5, 10.5625)","(2.0, 2.56, 2.488)","(2.5, 3.5, 3.1785714285714284)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 26.25)","(7.5, 11.0, 10.435294117647059)"
14-12-2022 14:12:56.586253,"(7.5, 11.5, 10.818181818181818)","(2.0, 2.56, 2.44)","(2.5, 3.5, 3.1785714285714284)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 26.25)","(7.5, 11.0, 10.435294117647059)"
14-12-2022 14:12:57.619437,"(7.5, 11.5, 10.818181818181818)","(2.0, 2.54, 2.44)","(2.5, 3.45, 3.164285714285714)","(21.0, 32.0, 30.166666666666664)","(17.0, 29.0, 21.666666666666668)","(7.5, 11.0, 10.56)"
14-12-2022 14:12:58.695866,"(7.5, 11.0, 10.4)","(2.0, 2.54, 2.44)","(2.5, 3.45, 3.13)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.666666666666668)","(7.5, 11.0, 10.56)"
14-12-2022 14:12:59.876226,"(7.5, 11.0, 10.3)","(2.0, 2.54, 2.44)","(2.5, 3.45, 3.164285714285714)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.666666666666668)","(7.5, 11.0, 9.799999999999999)"
14-12-2022 14:13:00.896926,"(7.5, 11.0, 10.266666666666667)","(2.0, 2.54, 2.44)","(2.5, 3.45, 3.164285714285714)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.666666666666668)","(7.5, 11.0, 9.799999999999999)"
14-12-2022 14:13:01.979486,"(7.5, 11.0, 10.4)","(2.0, 2.54, 2.44)","(2.5, 3.45, 3.283333333333333)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.666666666666668)","(7.5, 11.0, 9.85)"
14-12-2022 14:13:03.127968,"(7.5, 9.4, 9.100000000000001)","(2.0, 2.52, 2.464)","(2.5, 3.4, 3.283333333333333)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.666666666666668)","(7.5, 10.5, 10.7)"
14-12-2022 14:13:04.291316,"(7.5, 9.8, 9.3)","(2.0, 2.52, 2.464)","(2.5, 3.4, 3.283333333333333)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.666666666666668)","(7.5, 11.0, 10.4)"
14-12-2022 14:13:05.496502,"(7.5, 9.8, 9.466666666666667)","(2.0, 2.52, 2.3366666666666664)","(2.5, 3.4, 3.283333333333333)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.666666666666668)","(7.5, 11.0, 10.4)"
14-12-2022 14:13:06.610579,"(7.5, 9.4, 9.025)","(2.0, 2.38, 2.3266666666666667)","(2.5, 3.4, 3.3666666666666667)","(21.0, 32.0, 29.8)","(17.0, 29.0, 26.0)","(7.5, 11.0, 10.85)"
14-12-2022 14:13:07.697288,"(7.5, 11.0, 10.1)","(2.0, 2.38, 2.3499999999999996)","(2.5, 3.4, 3.341666666666667)","(21.0, 32.0, 28.0)","(17.0, 29.0, 21.333333333333332)","(7.5, 11.0, 10.85)"
