,My Legacy,Hurricane Demi,Know Valour,Texas Jewel,Opawa Eric,Tin Lizzy,Idol Tayla,Know Dispute
09-01-2023 11:01:54.000753,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 9.342105263157896)"
09-01-2023 11:01:55.094123,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 9.342105263157896)"
09-01-2023 11:01:56.227033,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 9.342105263157896)"
09-01-2023 11:01:57.401626,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 9.342105263157896)"
09-01-2023 11:01:58.550743,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 9.272727272727273)"
09-01-2023 11:01:59.659065,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 9.272727272727273)"
09-01-2023 11:02:00.764781,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 9.272727272727273)"
09-01-2023 11:02:01.862457,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.2153846153846155)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 9.272727272727273)"
09-01-2023 11:02:02.995338,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 9.272727272727273)"
09-01-2023 11:02:04.169840,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 9.272727272727273)"
09-01-2023 11:02:05.314208,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:06.432688,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:07.557054,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:08.667544,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:09.756992,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:10.881910,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:12.055973,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:13.162553,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:14.261955,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.8432432432432435)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:15.360761,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:16.419021,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:17.469943,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:18.496904,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:19.557389,"(3.6, 5.5, 4.3961538461538465)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:20.624908,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:21.741352,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:22.864331,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:23.980915,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:25.137743,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:26.356448,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.8432432432432435)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:27.567585,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:28.768150,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:29.962702,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:31.147839,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:32.343337,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:33.516590,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:34.731454,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:35.909891,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.8432432432432435)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:37.099210,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.8432432432432435)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:38.329425,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.8432432432432435)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:39.522552,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:40.657774,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:41.774251,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:42.959195,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:44.131326,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:45.307778,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:46.527310,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.8432432432432435)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:47.735069,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.8432432432432435)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:48.919909,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.8432432432432435)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:50.108155,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.8432432432432435)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:51.302384,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:52.439801,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:53.570858,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:54.611737,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:55.645030,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:56.688503,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:57.763984,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:02:58.916822,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.2153846153846155)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:00.126552,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.2153846153846155)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:01.279885,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.2153846153846155)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:02.466107,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:03.631889,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:04.791035,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:06.015556,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:07.264030,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:08.541737,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:09.745334,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.2153846153846155)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:10.930722,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.2153846153846155)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:12.241759,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.2153846153846155)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:13.506862,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:14.859194,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:16.282770,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:17.635551,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:18.912367,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.921621621621622)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:20.198893,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:21.455419,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:22.741194,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.3, 4.2153846153846155)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
09-01-2023 11:03:24.025526,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.0, 17.933333333333334)","(12.0, 24.0, 22.3125)","(16.0, 44.0, 39.64285714285714)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.2, 4.253846153846154)","(10.0, 46.0, 41.93333333333333)","(4.2, 9.8, 7.357142857142858)"
