,Arch Of Titus,Cmon Mate,Clendenning,Decider,Pharoah Magic,Sir Tom,Oakfield Macka,Pudacious,Bubbas Bay,Majeedis,Emphatic Bel,Misty Dreams
15-12-2022 14:40:59.620554,"(11.0, 13.0, 12.586206896551724)","(61.0, 90.0, 86.92307692307692)","(41.0, 55.0, 47.0945945945946)","(31.0, 46.0, 43.25714285714286)","(4.8, 5.9, 5.858823529411765)","(8.0, 9.6, 9.565217391304348)","(101.0, 440.0, 410.0)","(19.0, 25.0, 24.636363636363637)","(2.5, 2.9, 2.858260869565217)","(11.0, 13.5, 13.1)","(14.0, 17.5, 16.323529411764707)","(17.0, 20.0, 19.788793103448278)"
15-12-2022 14:41:01.060624,"(11.0, 13.0, 12.630952380952381)","(61.0, 90.0, 86.92307692307692)","(41.0, 55.0, 49.407407407407405)","(31.0, 46.0, 42.19512195121951)","(4.8, 5.9, 5.856923076923077)","(8.0, 9.6, 9.578378378378378)","(101.0, 440.0, 410.0)","(19.0, 25.0, 24.529411764705884)","(2.5, 2.9, 2.811176470588235)","(11.0, 13.5, 13.1)","(14.0, 17.5, 16.323529411764707)","(17.0, 20.0, 19.81048387096774)"
15-12-2022 14:41:02.541470,"(11.0, 13.0, 12.630952380952381)","(61.0, 90.0, 86.92307692307692)","(41.0, 50.0, 49.407407407407405)","(31.0, 46.0, 42.53333333333333)","(4.8, 5.9, 5.86)","(8.0, 9.6, 9.578378378378378)","(101.0, 440.0, 410.0)","(19.0, 25.0, 24.529411764705884)","(2.5, 2.92, 2.787619047619047)","(11.0, 13.5, 13.1)","(14.0, 17.5, 16.323529411764707)","(17.0, 20.0, 19.826271186440678)"
15-12-2022 14:41:03.987000,"(11.0, 13.0, 13.134615384615385)","(61.0, 90.0, 86.92307692307692)","(41.0, 50.0, 45.69230769230769)","(31.0, 46.0, 42.53333333333333)","(5.0, 5.9, 5.856923076923077)","(8.0, 9.6, 9.57037037037037)","(101.0, 440.0, 410.0)","(19.0, 25.0, 24.529411764705884)","(2.5, 2.82, 2.864)","(11.0, 13.5, 13.1)","(14.0, 17.5, 16.333333333333332)","(17.0, 20.0, 19.81048387096774)"
15-12-2022 14:41:05.377958,"(11.0, 14.0, 13.285714285714286)","(61.0, 90.0, 86.92307692307692)","(41.0, 48.0, 45.69230769230769)","(31.0, 46.0, 42.53333333333333)","(5.0, 5.9, 5.856923076923077)","(8.0, 9.6, 9.648)","(101.0, 440.0, 410.0)","(19.0, 25.0, 24.6)","(2.5, 2.9, 2.822378378378378)","(11.0, 13.5, 13.357142857142858)","(14.0, 17.0, 16.333333333333332)","(17.0, 20.0, 19.826271186440678)"
15-12-2022 14:41:06.716877,"(11.0, 14.0, 12.882978723404255)","(61.0, 90.0, 86.66666666666667)","(31.0, 48.0, 45.0)","(31.0, 46.0, 42.608695652173914)","(5.0, 5.9, 5.844)","(8.0, 10.0, 9.635051546391752)","(101.0, 440.0, 395.0)","(19.0, 25.0, 24.666666666666668)","(2.5, 2.92, 2.857669902912621)","(11.0, 13.5, 13.454545454545455)","(14.0, 17.0, 16.405405405405407)","(17.0, 20.0, 20.684210526315788)"
15-12-2022 14:41:08.042213,"(11.0, 14.0, 12.990384615384615)","(61.0, 90.0, 86.66666666666667)","(31.0, 48.0, 45.0)","(31.0, 46.0, 42.285714285714285)","(5.0, 5.9, 5.647058823529411)","(8.0, 10.0, 9.61111111111111)","(101.0, 440.0, 395.0)","(19.0, 25.0, 24.666666666666668)","(2.5, 2.88, 2.848955223880597)","(11.0, 13.5, 13.48)","(14.0, 17.0, 16.5)","(17.0, 21.0, 20.6)"
15-12-2022 14:41:09.437474,"(11.0, 14.0, 12.58108108108108)","(61.0, 90.0, 86.66666666666667)","(31.0, 48.0, 45.0)","(31.0, 46.0, 42.285714285714285)","(5.0, 5.8, 5.647058823529411)","(8.0, 10.0, 9.642553191489363)","(101.0, 440.0, 395.0)","(19.0, 25.0, 24.666666666666668)","(2.5, 2.9, 2.811494252873563)","(11.0, 13.5, 13.170212765957446)","(14.0, 17.0, 16.405405405405407)","(17.0, 21.0, 21.2)"
15-12-2022 14:41:10.872183,"(11.0, 14.0, 12.58108108108108)","(61.0, 90.0, 86.66666666666667)","(31.0, 48.0, 45.12)","(31.0, 46.0, 42.608695652173914)","(5.0, 5.8, 5.520689655172414)","(8.0, 10.0, 9.63076923076923)","(101.0, 440.0, 289.44444444444446)","(19.0, 25.0, 24.714285714285715)","(2.5, 2.9, 2.849342105263158)","(11.0, 13.5, 13.201923076923077)","(14.0, 17.0, 16.551020408163264)","(17.0, 22.0, 21.333333333333332)"
15-12-2022 14:41:12.229689,"(11.0, 14.0, 12.779069767441861)","(61.0, 90.0, 86.8)","(31.0, 48.0, 45.12)","(31.0, 46.0, 42.75)","(5.0, 5.6, 5.517647058823529)","(8.0, 10.0, 9.63076923076923)","(101.0, 290.0, 289.5238095238095)","(19.0, 25.0, 24.714285714285715)","(2.5, 2.9, 2.8495081967213114)","(11.0, 13.5, 13.201923076923077)","(14.0, 17.0, 16.551020408163264)","(17.0, 22.0, 21.454545454545453)"
15-12-2022 14:41:13.483970,"(11.0, 14.0, 12.970588235294118)","(61.0, 90.0, 86.8)","(31.0, 48.0, 45.12)","(31.0, 46.0, 42.75)","(5.0, 5.6, 5.517647058823529)","(8.0, 10.0, 9.63076923076923)","(101.0, 290.0, 289.5238095238095)","(19.0, 25.0, 24.806451612903224)","(2.5, 2.9, 2.850322580645161)","(11.0, 13.5, 13.201923076923077)","(14.0, 17.0, 16.551020408163264)","(17.0, 22.0, 21.555555555555557)"
15-12-2022 14:41:14.828324,"(11.0, 14.0, 12.779069767441861)","(61.0, 90.0, 86.8)","(31.0, 48.0, 45.12)","(31.0, 46.0, 43.1764705882353)","(5.0, 5.6, 5.441379310344828)","(8.0, 10.0, 9.63076923076923)","(101.0, 290.0, 289.5238095238095)","(19.0, 25.0, 24.82857142857143)","(2.5, 2.9, 2.850322580645161)","(11.0, 13.5, 13.201923076923077)","(14.0, 17.0, 16.551020408163264)","(16.0, 22.0, 21.6)"
15-12-2022 14:41:16.147092,"(11.0, 14.0, 12.970588235294118)","(61.0, 90.0, 86.66666666666667)","(31.0, 48.0, 45.12)","(31.0, 46.0, 43.1764705882353)","(5.0, 5.5, 5.441379310344828)","(8.0, 10.0, 9.58021978021978)","(101.0, 290.0, 289.5238095238095)","(19.0, 25.0, 24.83783783783784)","(2.5, 2.9, 2.8523711340206184)","(11.0, 13.5, 13.16304347826087)","(14.0, 17.0, 16.576923076923077)","(16.0, 22.0, 21.25)"
15-12-2022 14:41:17.433791,"(11.0, 14.0, 12.833333333333334)","(61.0, 90.0, 86.81818181818181)","(31.0, 48.0, 45.81818181818182)","(31.0, 46.0, 43.333333333333336)","(5.0, 5.5, 5.4575000000000005)","(8.0, 9.8, 9.591666666666667)","(101.0, 290.0, 289.54545454545456)","(19.0, 25.0, 24.901639344262296)","(2.5, 2.9, 2.8499270072992697)","(11.0, 13.5, 13.19)","(14.0, 17.0, 16.5)","(16.0, 22.0, 21.02857142857143)"
15-12-2022 14:41:18.688383,"(11.0, 14.0, 12.928571428571429)","(61.0, 90.0, 87.08333333333333)","(31.0, 48.0, 45.81818181818182)","(31.0, 46.0, 43.333333333333336)","(5.0, 5.5, 5.4575000000000005)","(8.0, 9.8, 9.591666666666667)","(101.0, 290.0, 289.54545454545456)","(19.0, 25.0, 24.901639344262296)","(2.5, 2.88, 2.8499270072992697)","(11.0, 13.5, 13.19)","(14.0, 17.0, 16.5)","(16.0, 23.0, 21.02857142857143)"
15-12-2022 14:41:20.004221,"(12.0, 13.5, 13.083333333333334)","(61.0, 90.0, 87.08333333333333)","(31.0, 48.0, 45.81818181818182)","(31.0, 46.0, 43.333333333333336)","(5.0, 5.6, 5.4605263157894735)","(8.0, 9.6, 9.539393939393939)","(101.0, 290.0, 289.44444444444446)","(19.0, 25.0, 24.806451612903224)","(2.5, 2.88, 2.852142857142857)","(11.0, 13.5, 13.19)","(14.0, 17.0, 16.5)","(16.0, 23.0, 19.952380952380953)"
15-12-2022 14:41:21.345364,"(12.0, 13.5, 13.083333333333334)","(61.0, 90.0, 87.08333333333333)","(31.0, 48.0, 45.81818181818182)","(31.0, 46.0, 42.38297872340426)","(5.0, 5.6, 5.47816091954023)","(8.0, 9.6, 9.539393939393939)","(101.0, 290.0, 289.44444444444446)","(19.0, 25.0, 24.806451612903224)","(2.5, 2.88, 2.852142857142857)","(11.0, 13.5, 13.19)","(14.0, 17.0, 16.5)","(16.0, 20.0, 20.276315789473685)"
15-12-2022 14:41:22.699846,"(11.0, 13.5, 13.083333333333334)","(71.0, 90.0, 87.5)","(31.0, 48.0, 46.054054054054056)","(31.0, 46.0, 43.65853658536585)","(4.8, 5.6, 5.510924369747899)","(8.0, 9.6, 9.575675675675676)","(101.0, 290.0, 289.4736842105263)","(19.0, 25.0, 23.416666666666668)","(2.5, 2.88, 2.861754385964912)","(11.0, 13.5, 13.2578125)","(14.0, 17.0, 16.596491228070175)","(16.0, 23.0, 20.428571428571427)"
15-12-2022 14:41:24.022289,"(11.0, 13.5, 13.3)","(71.0, 90.0, 87.5)","(31.0, 48.0, 46.054054054054056)","(31.0, 46.0, 43.65853658536585)","(4.8, 5.6, 5.535294117647059)","(8.0, 9.6, 9.568965517241379)","(101.0, 290.0, 289.4736842105263)","(19.0, 24.0, 23.3875)","(2.5, 2.88, 2.856875)","(11.0, 13.5, 13.26865671641791)","(14.0, 17.0, 16.616666666666667)","(16.0, 23.0, 21.586206896551722)"
15-12-2022 14:41:25.360169,"(11.0, 13.5, 13.475)","(71.0, 90.0, 87.66666666666667)","(31.0, 48.0, 46.10526315789474)","(31.0, 46.0, 43.714285714285715)","(4.8, 5.6, 5.56734693877551)","(8.0, 9.6, 9.587586206896551)","(101.0, 290.0, 289.4736842105263)","(19.0, 24.0, 23.3875)","(2.5, 2.86, 2.856875)","(11.0, 13.5, 13.26865671641791)","(14.0, 17.0, 16.616666666666667)","(16.0, 22.0, 21.586206896551722)"
15-12-2022 14:41:26.696628,"(11.0, 14.0, 13.365384615384615)","(71.0, 90.0, 86.5)","(31.0, 48.0, 46.054054054054056)","(31.0, 46.0, 43.714285714285715)","(4.8, 5.6, 5.56144578313253)","(8.0, 9.6, 9.588157894736842)","(101.0, 290.0, 289.4736842105263)","(19.0, 24.0, 23.3875)","(2.5, 2.86, 2.8634782608695653)","(11.0, 13.5, 13.26865671641791)","(14.0, 17.0, 16.616666666666667)","(16.0, 22.0, 21.36842105263158)"
15-12-2022 14:41:27.984761,"(11.0, 14.0, 13.365384615384615)","(71.0, 90.0, 86.36363636363636)","(31.0, 48.0, 45.67741935483871)","(31.0, 46.0, 43.333333333333336)","(4.8, 5.6, 5.5696202531645564)","(8.0, 9.6, 9.593798449612402)","(101.0, 290.0, 289.44444444444446)","(19.0, 24.0, 23.279411764705884)","(2.5, 2.88, 2.8634782608695653)","(11.0, 13.5, 13.201923076923077)","(14.0, 17.0, 16.43103448275862)","(16.0, 22.0, 20.102941176470587)"
15-12-2022 14:41:29.217166,"(11.0, 13.0, 12.925)","(71.0, 90.0, 86.36363636363636)","(31.0, 48.0, 45.67741935483871)","(31.0, 46.0, 43.4054054054054)","(4.8, 5.6, 5.536842105263157)","(8.0, 9.6, 9.582978723404254)","(101.0, 290.0, 289.44444444444446)","(19.0, 24.0, 23.3)","(2.5, 2.88, 2.850338983050847)","(11.0, 13.5, 13.223214285714286)","(14.0, 17.0, 16.459016393442624)","(16.0, 22.0, 21.2)"
15-12-2022 14:41:30.487498,"(11.0, 13.0, 12.921052631578947)","(71.0, 90.0, 86.52173913043478)","(31.0, 48.0, 45.75)","(31.0, 46.0, 40.35294117647059)","(4.8, 5.6, 5.536842105263157)","(8.0, 9.6, 9.58095238095238)","(101.0, 290.0, 289.5238095238095)","(19.0, 24.0, 23.33783783783784)","(2.5, 2.86, 2.850338983050847)","(11.0, 13.5, 13.223214285714286)","(14.0, 17.0, 16.459016393442624)","(16.0, 22.0, 21.36842105263158)"
15-12-2022 14:41:31.788843,"(11.0, 13.0, 12.921052631578947)","(71.0, 90.0, 86.52173913043478)","(31.0, 48.0, 46.36363636363637)","(31.0, 46.0, 46.94736842105263)","(4.8, 5.6, 5.55)","(8.0, 9.6, 9.56)","(101.0, 290.0, 425.45454545454544)","(19.0, 24.0, 25.54237288135593)","(2.5, 2.86, 2.884)","(11.0, 13.5, 13.19)","(14.0, 17.0, 16.56)","(16.0, 22.0, 20.263513513513512)"
15-12-2022 14:41:33.137892,"(11.0, 14.0, 13.5125)","(71.0, 90.0, 85.29411764705883)","(31.0, 55.0, 46.642857142857146)","(31.0, 55.0, 46.94736842105263)","(4.8, 5.6, 5.55)","(8.0, 9.6, 9.552380952380952)","(101.0, 440.0, 5027.0)","(19.0, 29.0, 28.2)","(2.5, 2.94, 3.451315789473684)","(11.0, 13.5, 18.22222222222222)","(14.0, 17.0, 21.25)","(16.0, 23.0, 28.0)"
15-12-2022 14:41:34.458651,"(11.0, 14.5, 14.366666666666667)","(71.0, 170.0, 87.33333333333334)","(31.0, 100.0, 59.33333333333333)","(31.0, 65.0, 47.5)","(4.8, 8.4, 6.4)","(8.0, 13.0, 9.48235294117647)","(101.0, 99999, 522.5)","(19.0, 42.0, 30.333333333333336)","(2.5, 3.55, 2.9685714285714284)","(11.0, 24.0, 19.57142857142857)","(14.0, 29.0, 22.875)","(16.0, 36.0, 16.52173913043478)"
15-12-2022 14:41:35.715881,"(11.0, 14.5, 14.366666666666667)","(61.0, 100.0, 73.0)","(31.0, 70.0, 59.33333333333333)","(31.0, 65.0, 47.5)","(4.8, 8.2, 6.4)","(8.0, 9.6, 9.48235294117647)","(101.0, 990.0, 522.5)","(19.0, 36.0, 30.333333333333336)","(2.5, 3.5, 2.9685714285714284)","(11.0, 23.0, 19.57142857142857)","(14.0, 26.0, 22.875)","(16.0, 20.0, 16.52173913043478)"
15-12-2022 14:41:36.978910,"(11.0, 14.5, 14.366666666666667)","(61.0, 100.0, 70.5)","(31.0, 70.0, 56.0)","(31.0, 65.0, 64.30232558139535)","(4.8, 8.2, 5.8)","(8.0, 9.6, 9.48235294117647)","(101.0, 990.0, 522.5)","(19.0, 36.0, 32.6)","(2.5, 3.5, 2.7649999999999997)","(11.0, 23.0, 19.57142857142857)","(14.0, 26.0, 22.875)","(16.0, 20.0, 16.52173913043478)"
15-12-2022 14:41:38.261247,"(11.0, 14.5, 13.928571428571429)","(61.0, 95.0, 70.5)","(41.0, 65.0, 56.0)","(31.0, 65.0, 64.30232558139535)","(4.8, 8.2, 5.8)","(8.0, 9.6, 9.48235294117647)","(101.0, 990.0, 522.5)","(19.0, 36.0, 32.6)","(2.5, 3.1, 3.0807766990291263)","(11.0, 23.0, 19.57142857142857)","(14.0, 26.0, 22.875)","(16.0, 20.0, 16.52173913043478)"
15-12-2022 14:41:39.632528,"(11.0, 14.5, 13.928571428571429)","(61.0, 95.0, 70.5)","(41.0, 65.0, 56.0)","(31.0, 65.0, 64.30232558139535)","(4.8, 8.2, 5.8)","(8.0, 9.6, 10.6)","(101.0, 990.0, 9099.090909090908)","(19.0, 36.0, 27.5)","(2.5, 3.1, 3.079375)","(11.0, 23.0, 10.942857142857143)","(14.0, 26.0, 17.0)","(16.0, 20.0, 16.153846153846153)"
15-12-2022 14:41:40.962005,"(11.0, 14.5, 14.366666666666667)","(61.0, 95.0, 70.5)","(41.0, 65.0, 56.0)","(31.0, 65.0, 47.5)","(4.8, 8.2, 5.8)","(8.0, 11.0, 10.466666666666667)","(101.0, 99999, 909.090909090909)","(19.0, 36.0, 27.5)","(2.5, 3.1, 3.044722222222222)","(11.0, 11.0, 20.89090909090909)","(14.0, 26.0, 17.0)","(16.0, 20.0, 16.153846153846153)"
15-12-2022 14:41:42.211039,"(11.0, 14.5, 14.366666666666667)","(61.0, 95.0, 70.5)","(41.0, 65.0, 56.0)","(31.0, 65.0, 47.5)","(4.8, 8.2, 5.573333333333333)","(8.0, 11.0, 7.909677419354838)","(101.0, 990.0, 909.090909090909)","(19.0, 36.0, 27.5)","(2.5, 3.05, 3.4615384615384612)","(11.0, 22.0, 17.52413793103448)","(14.0, 26.0, 17.0)","(16.0, 20.0, 16.153846153846153)"
15-12-2022 14:41:43.453469,"(11.0, 14.5, 14.366666666666667)","(61.0, 95.0, 70.5)","(41.0, 65.0, 56.0)","(31.0, 65.0, 48.5)","(4.8, 8.0, 4.911627906976745)","(8.0, 8.0, 11.933333333333334)","(101.0, 990.0, 6702.666666666667)","(19.0, 36.0, 27.5)","(2.5, 3.55, 2.5518181818181818)","(11.0, 21.0, 18.415384615384617)","(14.0, 26.0, 21.666666666666664)","(16.0, 20.0, 15.294117647058824)"
15-12-2022 14:41:44.671906,"(11.0, 23.0, 22.915841584158414)","(61.0, 90.0, 60.666666666666664)","(41.0, 80.0, 66.0)","(31.0, 65.0, 48.5)","(4.8, 5.0, 4.905882352941177)","(8.0, 12.0, 12.866666666666667)","(101.0, 99999, 6702.666666666667)","(19.0, 36.0, 27.25)","(2.5, 2.66, 2.4)","(11.0, 21.0, 11.571428571428571)","(14.0, 26.0, 19.75)","(16.0, 20.0, 15.764705882352942)"
15-12-2022 14:41:45.951899,"(11.0, 23.0, 22.95771144278607)","(61.0, 90.0, 62.0)","(41.0, 80.0, 72.66666666666666)","(31.0, 65.0, 48.5)","(4.8, 5.0, 4.45)","(8.0, 13.0, 8.19047619047619)","(101.0, 99999, 6702.666666666667)","(19.0, 36.0, 30.5)","(2.5, 2.66, 2.2923076923076926)","(11.0, 21.0, 11.571428571428571)","(14.0, 26.0, 19.75)","(16.0, 20.0, 15.764705882352942)"
15-12-2022 14:41:47.223427,"(11.0, 23.0, 17.666666666666668)","(61.0, 90.0, 62.0)","(41.0, 90.0, 72.66666666666666)","(31.0, 65.0, 54.0)","(4.8, 4.9, 4.138181818181818)","(8.0, 12.0, 8.19047619047619)","(101.0, 99999, 6702.666666666667)","(19.0, 36.0, 24.125)","(2.5, 2.6, 2.3622222222222224)","(11.0, 21.0, 14.0)","(14.0, 26.0, 21.666666666666664)","(16.0, 20.0, 15.9)"
15-12-2022 14:41:48.532549,"(11.0, 23.0, 22.744444444444444)","(61.0, 120.0, 83.0)","(41.0, 90.0, 72.66666666666666)","(31.0, 65.0, 54.0)","(4.8, 4.8, 4.138181818181818)","(8.0, 12.0, 8.19047619047619)","(101.0, 99999, 6702.666666666667)","(19.0, 38.0, 24.125)","(2.5, 2.54, 2.3622222222222224)","(11.0, 18.0, 14.0)","(14.0, 26.0, 21.666666666666664)","(16.0, 19.5, 15.9)"
