,Heza Western,Always A Celebrity,Pinkie Promise,Fortitudo,Bezzaboma,Classic Reactor,Robert Crocka,Gotonebettor,Jay Miller
10-01-2023 21:07:59.532575,"(4.4, 6.2, 5.375)","(11.0, 18.5, 13.833333333333334)","(51.0, 160.0, 141.66666666666666)","(8.5, 14.0, 10.266666666666667)","(10.0, 18.0, 14.72)","(6.5, 9.6, 8.0)","(6.5, 9.6, 8.6)","(3.6, 4.5, 4.371428571428572)","(6.5, 9.8, 8.0)"
10-01-2023 21:08:00.960185,"(4.4, 6.2, 5.375)","(11.0, 18.5, 13.833333333333334)","(51.0, 160.0, 141.66666666666666)","(8.5, 14.0, 10.266666666666667)","(10.0, 18.0, 14.72)","(6.5, 9.6, 8.0)","(6.5, 9.6, 8.6)","(3.6, 4.5, 4.371428571428572)","(6.5, 9.8, 8.0)"
10-01-2023 21:08:02.292385,"(4.4, 6.2, 5.375)","(11.0, 18.5, 13.833333333333334)","(51.0, 160.0, 141.66666666666666)","(8.5, 14.0, 10.266666666666667)","(10.0, 18.0, 14.72)","(6.5, 9.6, 8.0)","(6.5, 9.6, 8.6)","(3.6, 4.5, 4.371428571428572)","(6.5, 9.8, 8.0)"
10-01-2023 21:08:03.698749,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 11.2)","(10.0, 18.0, 15.01818181818182)","(6.5, 9.6, 8.0)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 4.254545454545455)","(6.5, 9.8, 8.0)"
10-01-2023 21:08:05.045933,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 11.2)","(10.0, 18.0, 15.01818181818182)","(6.5, 9.6, 8.0)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.0)"
10-01-2023 21:08:06.483901,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 11.2)","(10.0, 18.0, 15.01818181818182)","(6.5, 9.6, 8.0)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.0)"
10-01-2023 21:08:07.850939,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 11.2)","(10.0, 18.0, 15.01818181818182)","(6.5, 9.6, 8.0)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:09.134573,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 11.2)","(10.0, 18.0, 15.01818181818182)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:10.531913,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 11.2)","(10.0, 18.0, 15.01818181818182)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:12.079565,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 11.2)","(10.0, 18.0, 15.01818181818182)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:13.489634,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 11.2)","(10.0, 18.0, 15.01818181818182)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:14.922242,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 11.2)","(10.0, 18.0, 15.01818181818182)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:16.577006,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 11.2)","(10.0, 18.0, 15.01818181818182)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:18.181458,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.65)","(10.0, 18.0, 14.444444444444445)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:19.771777,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.65)","(10.0, 18.0, 14.444444444444445)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:21.237579,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.65)","(10.0, 18.0, 14.444444444444445)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:22.677775,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:24.195883,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:25.637675,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:27.067369,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:28.443628,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:29.861573,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:31.303962,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:32.675475,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:34.457444,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:36.130271,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:37.904580,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:39.812577,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:41.433032,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:42.839129,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:44.181821,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:45.772643,"(4.4, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.5, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:47.435074,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 15.5)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:49.099404,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:50.620960,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:52.139962,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:53.579079,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:54.957775,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:56.370260,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:57.998392,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:08:59.555731,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:01.074423,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:02.584650,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:04.054244,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:05.482697,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:06.937397,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:08.433340,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:09.888866,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:11.316767,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:12.811867,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:14.242176,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:15.657648,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:17.149666,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:18.774766,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:20.286980,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:21.944680,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:23.619893,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:25.214666,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.514285714285714)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.6, 8.475)","(6.5, 9.6, 8.742857142857142)","(3.6, 4.5, 3.825)","(6.5, 9.8, 8.525)"
10-01-2023 21:09:26.680410,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 14.0, 12.157142857142858)","(10.0, 18.0, 13.166666666666666)","(6.5, 9.6, 8.6)","(6.5, 9.6, 8.1)","(3.6, 4.5, 3.8000000000000003)","(6.5, 9.8, 8.685714285714285)"
10-01-2023 21:09:28.143167,"(4.2, 6.2, 5.375)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.5, 11.8)","(10.0, 17.5, 13.0)","(6.5, 9.4, 8.457142857142857)","(6.5, 9.4, 8.0)","(3.6, 4.4, 3.8000000000000003)","(6.5, 9.4, 8.275)"
10-01-2023 21:09:29.644512,"(4.2, 6.2, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.457142857142857)","(6.5, 9.2, 8.0)","(3.6, 4.4, 3.8000000000000003)","(6.5, 9.4, 8.275)"
10-01-2023 21:09:31.050170,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.457142857142857)","(6.5, 9.2, 8.0)","(3.6, 4.4, 3.8000000000000003)","(6.5, 9.4, 8.275)"
10-01-2023 21:09:32.470364,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.457142857142857)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 8.275)"
10-01-2023 21:09:34.039175,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.457142857142857)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 8.275)"
10-01-2023 21:09:35.331941,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.457142857142857)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 8.275)"
10-01-2023 21:09:36.731127,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.457142857142857)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
10-01-2023 21:09:38.077795,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.457142857142857)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
10-01-2023 21:09:39.429495,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.457142857142857)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
10-01-2023 21:09:40.832189,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.457142857142857)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
10-01-2023 21:09:42.495710,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.457142857142857)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
10-01-2023 21:09:44.232046,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.457142857142857)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
10-01-2023 21:09:45.838197,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 7.6)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
10-01-2023 21:09:47.308901,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.0)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
10-01-2023 21:09:48.952076,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.0)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
10-01-2023 21:09:50.536140,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.0)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
10-01-2023 21:09:52.071200,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.0)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
10-01-2023 21:09:53.452799,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.0)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
10-01-2023 21:09:54.926807,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.0)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
10-01-2023 21:09:56.401906,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.0)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
10-01-2023 21:09:57.942778,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.0)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
10-01-2023 21:09:59.450421,"(4.2, 6.0, 5.3)","(11.0, 18.5, 12.5)","(51.0, 160.0, 107.5)","(8.0, 13.0, 11.8)","(10.0, 17.0, 13.0)","(6.5, 9.2, 8.0)","(6.5, 9.2, 8.0)","(3.6, 4.4, 4.0)","(6.5, 9.4, 7.72)"
