,In Chevron We Trust Nz,Motu Amethyst Nz,Yogi,Precious Cullen Nz,Lifeinheaven,Miss Pau,Tell Me This Nz,Tracer Bullet,The Harris Hawk
11-01-2023 18:08:50.714218,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.375)","(31.0, 99999, 99990)","(21.0, 30.0, 20.8125)","(101.0, 550.0, 321.42857142857144)","(4.6, 99999, 99990)","(19.0, 32.0, 28.0)","(7.5, 12.5, 11.32857142857143)"
11-01-2023 18:08:51.924361,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.375)","(31.0, 99999, 99990)","(21.0, 30.0, 20.8125)","(101.0, 550.0, 321.42857142857144)","(4.6, 99999, 99990)","(19.0, 32.0, 28.0)","(7.5, 12.5, 11.32857142857143)"
11-01-2023 18:08:53.173577,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.375)","(31.0, 99999, 99990)","(21.0, 30.0, 20.8125)","(101.0, 550.0, 321.42857142857144)","(4.6, 99999, 99990)","(19.0, 32.0, 28.0)","(7.5, 12.5, 11.32857142857143)"
11-01-2023 18:08:54.483912,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.375)","(31.0, 99999, 99990)","(21.0, 30.0, 25.676470588235293)","(101.0, 550.0, 321.42857142857144)","(4.6, 99999, 99990)","(19.0, 32.0, 28.0)","(7.5, 12.5, 11.32857142857143)"
11-01-2023 18:08:55.688771,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.375)","(31.0, 99999, 99990)","(21.0, 30.0, 23.4375)","(101.0, 550.0, 321.42857142857144)","(4.6, 99999, 99990)","(19.0, 32.0, 28.0)","(7.5, 12.5, 11.32857142857143)"
11-01-2023 18:08:56.962768,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.375)","(31.0, 99999, 99990)","(21.0, 30.0, 23.4375)","(101.0, 550.0, 321.42857142857144)","(4.6, 99999, 99990)","(19.0, 32.0, 28.0)","(7.5, 12.5, 11.32857142857143)"
11-01-2023 18:08:58.206766,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.375)","(31.0, 99999, 99990)","(21.0, 30.0, 23.4375)","(101.0, 550.0, 321.42857142857144)","(4.6, 99999, 99990)","(19.0, 32.0, 28.0)","(7.5, 12.5, 11.32857142857143)"
11-01-2023 18:08:59.508650,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.375)","(31.0, 99999, 99990)","(21.0, 30.0, 23.4375)","(101.0, 550.0, 321.42857142857144)","(4.6, 99999, 99990)","(19.0, 32.0, 28.0)","(7.5, 12.5, 11.32857142857143)"
11-01-2023 18:09:00.664625,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.375)","(31.0, 99999, 99990)","(21.0, 30.0, 23.4375)","(101.0, 550.0, 321.42857142857144)","(4.6, 99999, 99990)","(19.0, 32.0, 28.0)","(7.5, 12.5, 11.32857142857143)"
11-01-2023 18:09:01.883574,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.375)","(31.0, 99999, 99990)","(21.0, 30.0, 23.4375)","(101.0, 550.0, 321.42857142857144)","(4.6, 99999, 99990)","(19.0, 32.0, 22.833333333333332)","(7.5, 12.5, 11.32857142857143)"
11-01-2023 18:09:03.068101,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.375)","(31.0, 99999, 99990)","(21.0, 30.0, 20.833333333333332)","(101.0, 550.0, 321.42857142857144)","(4.6, 99999, 99990)","(19.0, 32.0, 22.833333333333332)","(7.5, 12.5, 11.32857142857143)"
11-01-2023 18:09:04.312521,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.357142857142857)","(31.0, 99999, 99990)","(21.0, 30.0, 20.666666666666668)","(101.0, 550.0, 385.0)","(4.6, 99999, 99990)","(19.0, 32.0, 22.833333333333332)","(7.5, 12.5, 11.32857142857143)"
11-01-2023 18:09:05.548724,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.357142857142857)","(31.0, 99999, 99990)","(21.0, 29.0, 21.666666666666668)","(101.0, 540.0, 315.7142857142857)","(4.6, 99999, 99990)","(19.0, 32.0, 22.833333333333332)","(7.5, 12.5, 11.32857142857143)"
11-01-2023 18:09:06.804145,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.25)","(31.0, 99999, 99990)","(21.0, 27.0, 19.8)","(101.0, 530.0, 423.33333333333337)","(4.6, 99999, 99990)","(19.0, 32.0, 22.833333333333332)","(7.5, 12.5, 11.32857142857143)"
11-01-2023 18:09:08.055453,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.25)","(31.0, 99999, 99990)","(21.0, 27.0, 20.142857142857142)","(101.0, 520.0, 423.33333333333337)","(4.6, 99999, 99990)","(19.0, 32.0, 22.833333333333332)","(7.5, 12.5, 11.32857142857143)"
11-01-2023 18:09:09.315524,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.25)","(31.0, 99999, 99990)","(21.0, 27.0, 20.4)","(101.0, 520.0, 370.0)","(4.6, 99999, 99990)","(19.0, 32.0, 22.833333333333332)","(7.5, 12.5, 11.1)"
11-01-2023 18:09:10.492870,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.25)","(31.0, 99999, 99990)","(21.0, 26.0, 19.77777777777778)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 32.0, 22.833333333333332)","(7.5, 12.5, 11.557142857142857)"
11-01-2023 18:09:11.692584,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.25)","(31.0, 99999, 99990)","(21.0, 26.0, 21.0)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 32.0, 22.833333333333332)","(7.5, 12.5, 11.84)"
11-01-2023 18:09:12.934645,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.25)","(31.0, 99999, 99990)","(21.0, 25.0, 19.857142857142858)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 32.0, 22.833333333333332)","(7.5, 12.5, 11.84)"
11-01-2023 18:09:14.264367,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.25)","(31.0, 99999, 99990)","(21.0, 25.0, 19.857142857142858)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 32.0, 22.833333333333332)","(7.5, 12.5, 11.84)"
11-01-2023 18:09:15.557075,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 4.928571428571429)","(31.0, 99999, 99990)","(21.0, 25.0, 19.857142857142858)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 32.0, 22.833333333333332)","(7.5, 12.5, 11.84)"
11-01-2023 18:09:16.744531,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 4.928571428571429)","(31.0, 99999, 99990)","(21.0, 25.0, 19.857142857142858)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 32.0, 22.833333333333332)","(7.5, 12.5, 11.84)"
11-01-2023 18:09:17.919537,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 4.928571428571429)","(31.0, 99999, 99990)","(21.0, 25.0, 19.857142857142858)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 32.0, 22.833333333333332)","(7.5, 12.5, 11.84)"
11-01-2023 18:09:19.189046,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 4.928571428571429)","(31.0, 99999, 99990)","(21.0, 25.0, 19.857142857142858)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 32.0, 22.833333333333332)","(7.5, 12.5, 11.84)"
11-01-2023 18:09:20.530911,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 4.7727272727272725)","(31.0, 99999, 99990)","(21.0, 25.0, 19.857142857142858)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 32.0, 22.8)","(7.5, 12.5, 11.84)"
11-01-2023 18:09:21.784003,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 4.7727272727272725)","(31.0, 99999, 99990)","(21.0, 25.0, 19.857142857142858)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 30.0, 23.666666666666668)","(7.5, 12.5, 11.614285714285714)"
11-01-2023 18:09:23.023659,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 19.857142857142858)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 11.614285714285714)"
11-01-2023 18:09:24.382068,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.7700000000000005)","(31.0, 99999, 99990)","(21.0, 25.0, 19.857142857142858)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 11.614285714285714)"
11-01-2023 18:09:25.627956,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.7700000000000005)","(31.0, 99999, 99990)","(21.0, 25.0, 19.857142857142858)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 11.67142857142857)"
11-01-2023 18:09:26.896205,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.7700000000000005)","(31.0, 99999, 99990)","(21.0, 25.0, 19.857142857142858)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.88888888888889)"
11-01-2023 18:09:28.158217,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.7700000000000005)","(31.0, 99999, 99990)","(21.0, 25.0, 19.857142857142858)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.88888888888889)"
11-01-2023 18:09:29.513805,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.7700000000000005)","(31.0, 99999, 99990)","(21.0, 25.0, 19.857142857142858)","(101.0, 510.0, 310.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 9.916666666666668)"
11-01-2023 18:09:30.852989,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.7700000000000005)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 510.0, 366.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:32.127177,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 570.0, 315.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:33.590680,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 570.0, 366.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:35.062117,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 570.0, 324.2857142857143)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:36.376974,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 560.0, 443.33333333333337)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:37.662783,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 550.0, 385.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:38.966481,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 540.0, 385.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:40.328696,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 540.0, 385.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:41.646862,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 540.0, 318.57142857142856)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:43.009104,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 540.0, 395.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:44.288509,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 560.0, 395.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:45.566101,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 560.0, 395.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:46.822941,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 560.0, 395.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:48.052391,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 560.0, 436.66666666666663)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:49.448787,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 540.0, 380.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:50.778930,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 530.0, 380.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:52.083796,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 530.0, 380.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:53.287430,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 530.0, 470.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:54.564794,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 590.0, 405.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:55.904383,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 580.0, 405.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:57.157730,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 580.0, 405.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:58.329214,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 580.0, 450.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:09:59.596765,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 560.0, 390.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:10:00.931506,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 4.95)","(31.0, 99999, 99990)","(21.0, 25.0, 20.5)","(101.0, 550.0, 390.0)","(4.6, 99999, 99990)","(19.0, 29.0, 23.666666666666668)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:10:02.311286,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.4, 5.1)","(31.0, 99999, 99990)","(21.0, 25.0, 20.666666666666668)","(101.0, 550.0, 390.0)","(4.6, 99999, 99990)","(19.0, 29.0, 22.6)","(7.5, 12.5, 10.6)"
11-01-2023 18:10:03.580395,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.3, 4.9363636363636365)","(31.0, 99999, 99990)","(21.0, 24.0, 19.833333333333332)","(101.0, 550.0, 436.66666666666663)","(4.6, 99999, 99990)","(19.0, 29.0, 22.6)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:04.828231,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.3, 4.9363636363636365)","(31.0, 99999, 99990)","(21.0, 24.0, 19.833333333333332)","(101.0, 540.0, 436.66666666666663)","(4.6, 99999, 99990)","(19.0, 29.0, 24.5)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:06.089928,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.3, 4.8)","(31.0, 99999, 99990)","(21.0, 24.0, 19.833333333333332)","(101.0, 540.0, 423.33333333333337)","(4.6, 99999, 99990)","(19.0, 28.0, 23.0)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:07.221786,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.3, 4.8)","(31.0, 99999, 99990)","(21.0, 24.0, 19.833333333333332)","(101.0, 520.0, 423.33333333333337)","(4.6, 99999, 99990)","(19.0, 27.0, 23.0)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:08.346018,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.3, 4.8)","(31.0, 99999, 99990)","(21.0, 24.0, 21.22222222222222)","(101.0, 520.0, 423.33333333333337)","(4.6, 99999, 99990)","(19.0, 27.0, 23.0)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:09.478933,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.3, 4.8)","(31.0, 99999, 99990)","(21.0, 24.0, 21.22222222222222)","(101.0, 520.0, 423.33333333333337)","(4.6, 99999, 99990)","(19.0, 27.0, 23.0)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:10.659965,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.3, 4.8)","(31.0, 99999, 99990)","(21.0, 24.0, 20.25)","(101.0, 510.0, 370.0)","(4.6, 99999, 99990)","(19.0, 27.0, 23.0)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:12.010875,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.3, 4.8)","(31.0, 99999, 99990)","(21.0, 26.0, 25.22222222222222)","(101.0, 500.0, 410.0)","(4.6, 99999, 99990)","(19.0, 27.0, 22.0)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:13.298375,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.3, 4.8)","(31.0, 99999, 99990)","(21.0, 26.0, 22.5)","(101.0, 500.0, 304.2857142857143)","(4.6, 99999, 99990)","(19.0, 27.0, 23.5)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:14.607150,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.3, 4.8)","(31.0, 99999, 99990)","(21.0, 26.0, 21.333333333333332)","(101.0, 490.0, 396.66666666666663)","(4.6, 99999, 99990)","(19.0, 26.0, 23.5)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:15.995032,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.3, 4.8)","(31.0, 99999, 99990)","(21.0, 26.0, 20.5)","(101.0, 480.0, 396.66666666666663)","(4.6, 99999, 99990)","(19.0, 26.0, 23.5)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:17.398852,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.3, 4.8)","(31.0, 99999, 99990)","(21.0, 25.0, 22.5)","(101.0, 480.0, 310.0)","(4.6, 99999, 99990)","(19.0, 26.0, 23.5)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:18.737654,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.3, 4.8)","(31.0, 99999, 99990)","(21.0, 26.0, 22.5)","(101.0, 470.0, 376.66666666666663)","(4.6, 99999, 99990)","(19.0, 26.0, 23.5)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:20.099468,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.3, 4.8)","(31.0, 99999, 99990)","(21.0, 26.0, 22.5)","(101.0, 450.0, 363.33333333333337)","(4.6, 99999, 99990)","(19.0, 26.0, 21.833333333333332)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:21.336614,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.3, 5.357142857142857)","(31.0, 99999, 99990)","(21.0, 26.0, 21.0)","(101.0, 430.0, 325.0)","(4.6, 99999, 99990)","(19.0, 26.0, 22.25)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:22.618315,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.357142857142857)","(31.0, 99999, 99990)","(21.0, 25.0, 21.0)","(101.0, 420.0, 320.0)","(4.6, 99999, 99990)","(19.0, 26.0, 22.25)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:24.003843,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.357142857142857)","(31.0, 99999, 99990)","(21.0, 25.0, 21.0)","(101.0, 410.0, 320.0)","(4.6, 99999, 99990)","(19.0, 26.0, 22.25)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:25.603860,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.357142857142857)","(31.0, 99999, 99990)","(21.0, 25.0, 22.0)","(101.0, 410.0, 320.0)","(4.6, 99999, 99990)","(19.0, 26.0, 22.25)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:27.240813,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.357142857142857)","(31.0, 99999, 99990)","(21.0, 25.0, 22.0)","(101.0, 410.0, 343.3333333333333)","(4.6, 99999, 99990)","(19.0, 26.0, 22.25)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:28.741467,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.357142857142857)","(31.0, 99999, 99990)","(21.0, 25.0, 22.0)","(101.0, 400.0, 310.0)","(4.6, 99999, 99990)","(19.0, 26.0, 22.0)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:30.281259,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.5, 5.357142857142857)","(31.0, 99999, 99990)","(21.0, 25.0, 22.0)","(101.0, 390.0, 310.0)","(4.6, 99999, 99990)","(19.0, 27.0, 22.5)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:31.890133,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.0)","(31.0, 99999, 99990)","(20.0, 25.0, 22.0)","(101.0, 390.0, 310.0)","(4.6, 99999, 99990)","(19.0, 27.0, 23.5)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:33.380994,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.0)","(31.0, 99999, 99990)","(20.0, 25.0, 22.0)","(101.0, 390.0, 310.0)","(4.6, 99999, 99990)","(19.0, 26.0, 23.5)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:34.745739,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.125)","(31.0, 99999, 99990)","(20.0, 25.0, 22.0)","(101.0, 390.0, 310.0)","(4.6, 99999, 99990)","(19.0, 26.0, 23.5)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:36.076495,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 4.8999999999999995)","(31.0, 99999, 99990)","(20.0, 25.0, 22.0)","(101.0, 390.0, 310.0)","(4.6, 99999, 99990)","(19.0, 26.0, 23.5)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:37.519533,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.084615384615384)","(31.0, 99999, 99990)","(20.0, 25.0, 22.0)","(101.0, 390.0, 310.0)","(4.6, 99999, 99990)","(19.0, 26.0, 23.2)","(7.5, 12.0, 9.666666666666666)"
11-01-2023 18:10:38.751290,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 4.9375)","(31.0, 99999, 99990)","(20.0, 25.0, 22.0)","(101.0, 390.0, 305.0)","(4.6, 99999, 99990)","(19.0, 32.0, 24.5)","(7.5, 12.0, 9.666666666666666)"
