,Betterthanfederer,Rocktagonal,Despondent,Gottashopearly,Geldof,Surf Ace,Hy Voltage,Boyzhavtime Nz,Portalegre Nz,Johnson Step Nz
10-01-2023 19:00:55.893759,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:00:57.288921,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:00:58.633134,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:00:59.853862,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:01.148016,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:02.398577,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 31.333333333333336)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:03.670914,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 31.333333333333336)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:04.915071,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 31.333333333333336)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:06.163797,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 31.333333333333336)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:07.441861,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 31.333333333333336)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:08.669690,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 31.333333333333336)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:09.924636,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 31.333333333333336)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:11.180242,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:12.475445,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:13.838456,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:15.208823,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.1)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:16.507866,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.833333333333332)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:17.793214,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.833333333333332)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:19.149351,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.833333333333332)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:20.446549,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 20.833333333333332)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:21.760116,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:23.044966,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:24.348538,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:25.675354,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:26.973557,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:28.274534,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:29.629908,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:30.953664,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:32.209495,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:33.474445,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:34.813639,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:36.138832,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:37.468102,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:38.864292,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:40.282953,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:41.629107,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:43.030647,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 36.15384615384615)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:44.397145,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 16.666666666666668)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 31.333333333333336)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:45.818686,"(31.0, 100.0, 70.8)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 43.55555555555556)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 7.833333333333334)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:47.222658,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 43.55555555555556)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:48.594230,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 44.2)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:49.949256,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 123.33333333333334)","(20.0, 50.0, 44.2)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:51.288175,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 186.0)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:52.663147,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 186.0)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:54.024661,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 186.0)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:55.446581,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 186.0)","(20.0, 50.0, 38.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:56.845323,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:01:58.344056,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:00.958685,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:02.459153,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:04.115014,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:05.754555,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 13.285714285714285)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:07.165955,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 12.333333333333334)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:08.515024,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 12.333333333333334)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:09.959159,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 12.333333333333334)","(16.0, 30.0, 19.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:11.495614,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 12.333333333333334)","(16.0, 30.0, 27.090909090909093)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:12.978223,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 12.333333333333334)","(16.0, 30.0, 27.090909090909093)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:14.454789,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 12.333333333333334)","(16.0, 30.0, 27.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:15.899511,"(31.0, 100.0, 77.14285714285714)","(7.5, 14.0, 12.333333333333334)","(16.0, 30.0, 27.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:17.344324,"(31.0, 100.0, 77.14285714285714)","(7.5, 13.5, 12.375)","(16.0, 30.0, 27.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:18.838660,"(31.0, 100.0, 77.14285714285714)","(7.5, 13.5, 12.375)","(16.0, 30.0, 27.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:20.301860,"(31.0, 100.0, 77.14285714285714)","(7.5, 13.5, 12.375)","(16.0, 30.0, 27.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:21.777911,"(31.0, 100.0, 77.14285714285714)","(7.5, 13.5, 12.375)","(16.0, 30.0, 27.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:23.230832,"(31.0, 100.0, 77.14285714285714)","(7.5, 13.5, 12.375)","(16.0, 30.0, 27.333333333333332)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:24.663147,"(31.0, 100.0, 77.14285714285714)","(7.5, 13.5, 12.375)","(16.0, 30.0, 24.833333333333336)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:26.129433,"(31.0, 100.0, 77.14285714285714)","(7.5, 13.5, 12.375)","(16.0, 30.0, 24.833333333333336)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:27.553473,"(31.0, 100.0, 77.14285714285714)","(7.5, 13.5, 12.375)","(16.0, 30.0, 24.833333333333336)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:28.932265,"(31.0, 100.0, 77.14285714285714)","(7.5, 13.5, 12.375)","(16.0, 30.0, 24.833333333333336)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:30.327637,"(31.0, 100.0, 77.14285714285714)","(7.5, 13.5, 12.375)","(16.0, 30.0, 24.833333333333336)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:31.678240,"(31.0, 100.0, 77.14285714285714)","(7.5, 13.5, 12.375)","(16.0, 30.0, 24.833333333333336)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:02:33.042321,"(31.0, 100.0, 77.14285714285714)","(7.5, 13.5, 12.375)","(16.0, 30.0, 24.833333333333336)","(91.0, 220.0, 106.66666666666666)","(20.0, 50.0, 40.0)","(3.8, 8.2, 5.266666666666667)","(6.0, 12.5, 10.166666666666668)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
