,Runaway To Mars,Fix You,Call Me Trinity,Canya Mia,Eugenius,Fortified Mack
07-12-2022 20:32:31.929503,"(1.95, 2.64, 2.2535135135135134)","(61.0, 440.0, 290.0)","(101.0, 650.0, 305.8333333333333)","(3.2, 5.7, 4.848)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:33.071501,"(1.95, 2.62, 2.1094117647058823)","(61.0, 440.0, 290.0)","(101.0, 650.0, 305.8333333333333)","(3.2, 5.6, 3.927272727272727)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:34.063900,"(1.95, 2.62, 2.1094117647058823)","(61.0, 440.0, 290.0)","(101.0, 650.0, 305.8333333333333)","(3.2, 5.6, 3.927272727272727)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:35.149606,"(1.95, 2.62, 2.1094117647058823)","(61.0, 440.0, 290.0)","(101.0, 650.0, 297.5)","(3.2, 5.6, 3.927272727272727)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:36.271756,"(1.95, 2.62, 2.1094117647058823)","(61.0, 440.0, 290.0)","(101.0, 630.0, 297.5)","(3.2, 5.6, 3.5666666666666664)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:37.527391,"(1.95, 2.64, 2.0768)","(61.0, 440.0, 290.0)","(101.0, 630.0, 297.5)","(3.2, 5.7, 3.5666666666666664)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:38.684137,"(1.95, 2.64, 2.0548571428571427)","(61.0, 440.0, 290.0)","(101.0, 630.0, 297.5)","(3.2, 5.7, 3.875)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:39.768638,"(1.95, 2.62, 2.1033333333333335)","(61.0, 440.0, 290.0)","(101.0, 630.0, 297.5)","(3.2, 5.6, 4.042307692307692)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:40.815036,"(1.95, 2.62, 2.146315789473684)","(61.0, 440.0, 290.0)","(101.0, 630.0, 297.5)","(3.2, 5.6, 3.9499999999999997)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:41.897270,"(1.95, 2.62, 2.1366666666666667)","(61.0, 440.0, 290.0)","(101.0, 630.0, 297.5)","(3.2, 5.6, 3.6555555555555554)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:42.922372,"(1.95, 2.64, 2.214193548387097)","(61.0, 440.0, 290.0)","(101.0, 630.0, 297.5)","(3.2, 5.7, 3.6555555555555554)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:43.880974,"(1.95, 2.64, 2.214193548387097)","(61.0, 440.0, 290.0)","(101.0, 630.0, 297.5)","(3.2, 5.7, 3.6555555555555554)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:44.783040,"(1.95, 2.62, 2.2669565217391305)","(61.0, 440.0, 290.0)","(101.0, 630.0, 297.5)","(3.2, 5.6, 3.927272727272727)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:45.803932,"(1.95, 2.62, 2.1810810810810812)","(61.0, 440.0, 290.0)","(101.0, 630.0, 415.55555555555554)","(3.2, 5.6, 3.6449999999999996)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:46.926825,"(1.95, 2.62, 2.1810810810810812)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.6449999999999996)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:47.991396,"(1.95, 2.6, 2.1692307692307695)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.5666666666666664)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:49.098189,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.5666666666666664)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:50.103260,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.5666666666666664)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:51.036390,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.875)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:52.065318,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.875)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:53.083158,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.875)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:54.052086,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.5555555555555554)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:55.115568,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.5666666666666664)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:56.050083,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.5666666666666664)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:57.024454,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.875)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:57.962966,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.628571428571428)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:58.978266,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.628571428571428)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:32:59.906481,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.628571428571428)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:00.810454,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.875)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:01.821773,"(1.95, 2.6, 2.185714285714286)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.685714285714286)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:02.896475,"(1.95, 2.6, 2.1692307692307695)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.6555555555555554)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:03.918744,"(1.95, 2.6, 2.1692307692307695)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 4.0)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:04.986756,"(1.95, 2.58, 2.135294117647059)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.663157894736842)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:05.901488,"(1.95, 2.58, 2.0561290322580645)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.663157894736842)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:06.831904,"(1.95, 2.58, 2.0561290322580645)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.927272727272727)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:07.738500,"(1.95, 2.58, 2.1023529411764708)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.927272727272727)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:08.694062,"(1.95, 2.64, 2.0768)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.5666666666666664)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:09.659685,"(1.95, 2.64, 2.1153846153846154)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.6555555555555554)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:10.578872,"(1.95, 2.64, 2.0914285714285716)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.6555555555555554)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:11.503505,"(1.95, 2.64, 2.0914285714285716)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.6555555555555554)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:12.412119,"(1.95, 2.62, 2.142352941176471)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 4.0)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:13.324857,"(1.95, 2.62, 2.1094117647058823)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.927272727272727)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:14.318451,"(1.95, 2.64, 2.0768)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.5666666666666664)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:15.203869,"(1.95, 2.64, 2.0768)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.5666666666666664)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:16.130636,"(1.95, 2.64, 2.0768)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.5666666666666664)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:17.180434,"(1.95, 2.62, 2.1033333333333335)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.628571428571428)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:18.234476,"(1.95, 2.62, 2.056363636363636)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.628571428571428)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:19.189894,"(1.95, 2.62, 2.056363636363636)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.628571428571428)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:20.148208,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.875)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:21.009458,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.5666666666666664)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:21.908671,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.5666666666666664)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:22.884317,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 3.5666666666666664)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:23.899413,"(1.95, 2.6, 2.1384615384615384)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.7, 4.042307692307692)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:24.895122,"(1.95, 2.6, 2.1692307692307695)","(61.0, 440.0, 290.0)","(101.0, 700.0, 415.55555555555554)","(3.2, 5.6, 3.7590909090909093)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:25.879278,"(1.95, 2.6, 2.1692307692307695)","(61.0, 440.0, 290.0)","(101.0, 680.0, 404.44444444444446)","(3.2, 5.6, 3.7142857142857144)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:26.813785,"(1.95, 2.6, 2.1692307692307695)","(61.0, 440.0, 290.0)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 3.7142857142857144)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:27.769878,"(1.95, 2.58, 2.135294117647059)","(61.0, 440.0, 290.0)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 3.9499999999999997)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:28.706469,"(1.95, 2.58, 2.135294117647059)","(61.0, 440.0, 290.0)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 3.9499999999999997)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:29.623917,"(1.95, 2.58, 2.0561290322580645)","(61.0, 440.0, 290.0)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 4.786538461538461)","(10.0, 21.0, 16.77777777777778)","(3.1, 5.0, 3.8666666666666667)"
07-12-2022 20:33:30.510684,"(1.95, 2.58, 2.1372)","(61.0, 430.0, 345.55555555555554)","(101.0, 680.0, 370.0)","(3.2, 5.7, 3.6555555555555554)","(10.0, 21.0, 15.857142857142858)","(3.1, 5.0, 3.8666666666666667)"
07-12-2022 20:33:31.390530,"(1.95, 2.58, 2.0954545454545457)","(61.0, 430.0, 345.55555555555554)","(101.0, 680.0, 370.0)","(3.2, 5.7, 3.6555555555555554)","(10.0, 21.0, 15.857142857142858)","(3.1, 5.0, 3.8666666666666667)"
07-12-2022 20:33:32.287014,"(1.95, 2.58, 2.0954545454545457)","(61.0, 430.0, 242.5)","(101.0, 680.0, 370.0)","(3.2, 5.7, 3.6555555555555554)","(10.0, 21.0, 15.857142857142858)","(3.1, 5.0, 3.8666666666666667)"
07-12-2022 20:33:33.239299,"(1.95, 2.58, 2.1575)","(61.0, 430.0, 242.5)","(101.0, 680.0, 370.0)","(3.2, 5.7, 4.0)","(10.0, 21.0, 15.857142857142858)","(3.1, 5.0, 3.8666666666666667)"
07-12-2022 20:33:34.192665,"(1.95, 2.58, 2.1575)","(61.0, 430.0, 242.5)","(101.0, 680.0, 370.0)","(3.2, 5.6, 4.0)","(10.0, 21.0, 16.142857142857142)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:35.120174,"(1.95, 2.64, 2.1296)","(61.0, 430.0, 191.36363636363637)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 4.166666666666667)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:36.073257,"(1.95, 2.64, 2.1296)","(61.0, 440.0, 173.46153846153845)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 4.166666666666667)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:36.950383,"(1.95, 2.64, 2.1296)","(61.0, 440.0, 173.46153846153845)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 4.166666666666667)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:37.916342,"(1.95, 2.62, 2.1588235294117646)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.7, 3.7444444444444445)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:38.906349,"(1.95, 2.62, 2.186)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.7, 3.7444444444444445)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:39.933495,"(1.95, 2.62, 2.186)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.7, 4.072727272727272)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:40.915034,"(1.95, 2.64, 2.1153846153846154)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 4.072727272727272)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:41.832312,"(1.95, 2.64, 2.112)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 4.072727272727272)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:42.735023,"(1.95, 2.64, 2.112)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 3.927272727272727)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:43.610845,"(1.95, 2.62, 2.142352941176471)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 3.927272727272727)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:44.541056,"(1.95, 2.62, 2.0961290322580646)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.7, 3.5666666666666664)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:45.463479,"(1.95, 2.62, 2.0961290322580646)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.7, 3.5666666666666664)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:46.351003,"(1.95, 2.62, 2.0961290322580646)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.7, 3.5666666666666664)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:47.323716,"(1.95, 2.6, 2.225)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 3.875)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:48.304630,"(1.95, 2.6, 2.2142857142857144)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 3.7142857142857144)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:49.259458,"(1.95, 2.6, 2.2)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 3.9499999999999997)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:50.256904,"(1.95, 2.6, 2.2)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 3.9499999999999997)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:51.155395,"(1.95, 2.58, 2.1682352941176473)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 3.9499999999999997)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:52.119099,"(1.95, 2.58, 2.1682352941176473)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 4.328571428571428)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:53.085305,"(1.95, 2.58, 2.09)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.7, 3.642857142857143)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:54.097624,"(1.95, 2.58, 2.1821052631578945)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.7, 3.771428571428572)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:55.041331,"(1.95, 2.58, 2.151764705882353)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.7, 3.771428571428572)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:55.942748,"(1.95, 2.58, 2.151764705882353)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.7, 3.7444444444444445)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.823076923076923)"
07-12-2022 20:33:56.802303,"(1.95, 2.64, 2.1296)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.7, 3.7444444444444445)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.609090909090909)"
07-12-2022 20:33:57.724236,"(1.95, 2.64, 2.1296)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 3.963636363636364)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.609090909090909)"
07-12-2022 20:33:58.683531,"(1.95, 2.64, 2.1296)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 3.963636363636364)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.609090909090909)"
07-12-2022 20:33:59.636131,"(1.95, 2.62, 2.1588235294117646)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 3.963636363636364)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.609090909090909)"
07-12-2022 20:34:00.586546,"(1.95, 2.62, 2.114193548387097)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.7, 4.324390243902439)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.609090909090909)"
07-12-2022 20:34:01.481222,"(1.95, 2.62, 2.114193548387097)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.7, 4.324390243902439)","(10.0, 21.0, 17.90909090909091)","(3.1, 5.0, 3.809090909090909)"
07-12-2022 20:34:02.391110,"(1.95, 2.62, 2.1588235294117646)","(61.0, 440.0, 233.52941176470588)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.6, 4.88)","(10.0, 21.0, 19.0625)","(3.1, 4.7, 3.809090909090909)"
07-12-2022 20:34:03.365310,"(1.95, 2.6, 2.1336363636363638)","(61.0, 430.0, 354.0)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.5, 5.3805555555555555)","(10.0, 20.0, 19.0625)","(3.1, 4.7, 3.809090909090909)"
07-12-2022 20:34:04.303424,"(1.95, 2.6, 2.1336363636363638)","(61.0, 430.0, 354.0)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.5, 5.3805555555555555)","(10.0, 20.0, 16.875)","(3.1, 4.7, 4.391666666666667)"
07-12-2022 20:34:05.241692,"(1.95, 2.58, 2.267692307692308)","(61.0, 430.0, 354.0)","(101.0, 680.0, 318.3333333333333)","(3.2, 5.5, 5.15)","(10.0, 20.0, 18.625)","(3.1, 4.6, 4.725)"
07-12-2022 20:34:06.148719,"(1.9, 2.56, 2.48)","(61.0, 430.0, 354.0)","(101.0, 660.0, 310.0)","(3.2, 5.7, 3.7)","(10.0, 19.5, 18.625)","(3.1, 5.0, 4.725)"
07-12-2022 20:34:07.091143,"(1.9, 2.56, 2.48)","(61.0, 430.0, 354.0)","(101.0, 660.0, 310.0)","(3.2, 5.6, 5.0625)","(10.0, 20.0, 19.0625)","(3.1, 5.0, 4.725)"
07-12-2022 20:34:08.052444,"(1.9, 2.56, 2.48)","(61.0, 430.0, 354.0)","(101.0, 660.0, 310.0)","(3.2, 5.6, 5.0625)","(10.0, 20.0, 19.0625)","(3.1, 5.0, 3.4863636363636363)"
07-12-2022 20:34:08.939330,"(1.9, 2.56, 2.48)","(61.0, 430.0, 354.0)","(101.0, 660.0, 310.0)","(3.2, 5.6, 3.9875)","(10.0, 20.0, 19.0625)","(3.1, 5.0, 3.4863636363636363)"
07-12-2022 20:34:09.790099,"(1.9, 2.56, 2.452)","(61.0, 430.0, 354.0)","(101.0, 660.0, 310.0)","(3.2, 5.6, 4.1899999999999995)","(10.0, 20.0, 19.0625)","(3.1, 5.0, 3.4863636363636363)"
07-12-2022 20:34:10.721711,"(1.9, 2.56, 2.452)","(61.0, 430.0, 354.0)","(101.0, 660.0, 310.0)","(3.2, 5.6, 5.369999999999999)","(10.0, 20.0, 19.0625)","(3.1, 5.0, 4.7)"
07-12-2022 20:34:11.688182,"(1.9, 2.56, 2.1336842105263156)","(61.0, 430.0, 354.0)","(101.0, 660.0, 310.0)","(3.2, 5.6, 5.369999999999999)","(10.0, 20.0, 19.0625)","(3.1, 5.0, 4.7)"
