,Olympic Gaze,Zegalo,Villaden,Shafty,Endorphins,Just Business,Lumber Dream,Real Peace
04-01-2023 14:47:54.906185,"(10.0, 12.0, 11.278145695364238)","(20.0, 25.0, 21.071428571428573)","(2.0, 2.4, 2.3925461254612546)","(10.0, 15.0, 14.649006622516556)","(5.5, 7.4, 7.307692307692308)","(18.0, 19.5, 18.514285714285712)","(15.0, 20.0, 19.464285714285715)","(6.0, 9.0, 8.717647058823529)"
04-01-2023 14:47:56.089303,"(10.0, 12.0, 11.256578947368421)","(20.0, 25.0, 21.071428571428573)","(2.0, 2.4, 2.3925461254612546)","(10.0, 15.0, 14.649006622516556)","(5.5, 7.4, 7.307692307692308)","(18.0, 19.5, 18.514285714285712)","(15.0, 20.0, 19.464285714285715)","(6.0, 9.0, 8.717647058823529)"
04-01-2023 14:47:57.316409,"(10.0, 12.0, 11.256578947368421)","(20.0, 25.0, 21.071428571428573)","(2.0, 2.4, 2.393019197207679)","(10.0, 15.0, 14.621428571428572)","(5.5, 7.4, 7.297872340425532)","(18.0, 19.5, 18.514285714285712)","(15.0, 20.0, 19.464285714285715)","(6.0, 9.0, 8.75)"
04-01-2023 14:47:58.545416,"(10.0, 12.0, 11.251612903225807)","(20.0, 25.0, 21.071428571428573)","(2.0, 2.4, 2.393019197207679)","(10.0, 15.0, 14.6)","(5.5, 7.4, 7.184210526315789)","(18.0, 19.5, 18.514285714285712)","(15.0, 20.0, 19.464285714285715)","(6.0, 9.0, 8.75)"
04-01-2023 14:47:59.750515,"(10.0, 12.0, 11.251612903225807)","(20.0, 25.0, 20.925925925925927)","(2.0, 2.4, 2.3930434782608696)","(10.0, 15.0, 14.6)","(5.5, 7.4, 7.184210526315789)","(18.0, 19.5, 18.514285714285712)","(15.0, 20.0, 19.464285714285715)","(6.0, 9.0, 8.75)"
04-01-2023 14:48:01.010523,"(10.0, 12.0, 11.251612903225807)","(20.0, 25.0, 20.6)","(2.0, 2.4, 2.3930313588850174)","(10.0, 15.0, 14.6)","(5.5, 7.4, 7.184210526315789)","(18.0, 19.5, 18.514285714285712)","(15.0, 20.0, 19.464285714285715)","(6.0, 9.0, 8.75)"
04-01-2023 14:48:02.206866,"(10.0, 12.0, 11.251612903225807)","(20.0, 25.0, 20.6)","(2.0, 2.4, 2.3930313588850174)","(10.0, 15.0, 14.6)","(5.5, 7.4, 7.184210526315789)","(18.0, 19.5, 18.514285714285712)","(15.0, 20.0, 19.464285714285715)","(6.0, 9.0, 8.75)"
04-01-2023 14:48:03.409445,"(10.0, 12.0, 11.251612903225807)","(20.0, 25.0, 20.6)","(2.0, 2.4, 2.3930313588850174)","(10.0, 15.0, 14.6)","(5.5, 7.4, 7.184210526315789)","(18.0, 19.5, 19.057692307692307)","(15.0, 20.0, 18.88888888888889)","(6.0, 9.0, 8.552)"
04-01-2023 14:48:04.590039,"(10.0, 12.0, 11.251612903225807)","(20.0, 25.0, 20.6)","(2.0, 2.4, 2.3930313588850174)","(10.0, 15.0, 14.6)","(5.5, 7.4, 7.184210526315789)","(18.0, 19.5, 19.057692307692307)","(15.0, 20.0, 18.88888888888889)","(6.0, 9.0, 8.552)"
04-01-2023 14:48:05.705003,"(10.0, 12.0, 11.251612903225807)","(20.0, 25.0, 20.6)","(2.0, 2.4, 2.387654320987654)","(10.0, 15.0, 14.6)","(5.5, 7.4, 7.184210526315789)","(18.0, 19.5, 19.057692307692307)","(15.0, 20.0, 19.142857142857142)","(6.0, 9.0, 8.552)"
04-01-2023 14:48:06.887274,"(10.0, 12.0, 11.251612903225807)","(20.0, 24.0, 21.846153846153847)","(2.0, 2.4, 2.386277873070326)","(10.0, 15.0, 14.6)","(5.5, 7.4, 7.184210526315789)","(18.0, 19.5, 19.057692307692307)","(15.0, 20.0, 19.142857142857142)","(6.0, 9.0, 8.552)"
04-01-2023 14:48:08.015146,"(10.0, 12.0, 11.251612903225807)","(20.0, 24.0, 21.846153846153847)","(2.0, 2.4, 2.386277873070326)","(10.0, 15.0, 14.6)","(5.5, 7.4, 7.184210526315789)","(18.0, 19.5, 19.057692307692307)","(15.0, 20.0, 18.90909090909091)","(6.0, 9.0, 8.552)"
04-01-2023 14:48:09.242895,"(10.0, 12.0, 11.251612903225807)","(20.0, 24.0, 21.846153846153847)","(2.0, 2.4, 2.386277873070326)","(10.0, 15.0, 14.6)","(5.5, 7.4, 7.184210526315789)","(18.0, 19.5, 19.057692307692307)","(15.0, 23.0, 18.90909090909091)","(6.0, 9.0, 8.552)"
04-01-2023 14:48:10.450049,"(10.0, 12.0, 11.251612903225807)","(20.0, 24.0, 21.846153846153847)","(2.0, 2.4, 2.386277873070326)","(10.0, 15.0, 14.6)","(5.5, 7.4, 7.184210526315789)","(18.0, 19.5, 19.057692307692307)","(15.0, 23.0, 18.76923076923077)","(6.0, 9.0, 8.552)"
04-01-2023 14:48:11.681006,"(10.0, 12.0, 11.251612903225807)","(20.0, 24.0, 21.846153846153847)","(2.0, 2.4, 2.386277873070326)","(10.0, 15.0, 14.6)","(5.5, 7.4, 7.184210526315789)","(18.0, 19.5, 19.057692307692307)","(15.0, 23.0, 18.76923076923077)","(6.0, 9.0, 8.552)"
04-01-2023 14:48:12.934008,"(10.0, 12.0, 11.251612903225807)","(20.0, 24.0, 21.846153846153847)","(2.0, 2.4, 2.386277873070326)","(10.0, 15.0, 14.6)","(5.5, 7.4, 7.184210526315789)","(18.0, 19.5, 19.057692307692307)","(15.0, 23.0, 19.04)","(6.0, 9.0, 8.483870967741936)"
04-01-2023 14:48:14.190945,"(10.0, 12.0, 11.251612903225807)","(20.0, 24.0, 21.846153846153847)","(2.0, 2.4, 2.386277873070326)","(10.0, 15.0, 14.6)","(5.5, 7.4, 7.184210526315789)","(18.0, 19.5, 19.057692307692307)","(15.0, 23.0, 19.083333333333332)","(6.0, 9.0, 8.437837837837836)"
04-01-2023 14:48:15.609149,"(10.0, 12.0, 11.386243386243386)","(20.0, 24.0, 21.846153846153847)","(2.0, 2.4, 2.3877862595419845)","(10.0, 15.0, 14.6)","(5.5, 7.4, 7.184210526315789)","(18.0, 19.5, 19.057692307692307)","(15.0, 22.0, 19.083333333333332)","(6.0, 9.0, 8.483870967741936)"
04-01-2023 14:48:17.126140,"(10.0, 12.0, 11.380208333333334)","(20.0, 24.0, 21.714285714285715)","(2.0, 2.4, 2.3877862595419845)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.172839506172839)","(18.0, 19.5, 19.363636363636363)","(15.0, 22.0, 18.85)","(6.0, 8.8, 8.671428571428573)"
04-01-2023 14:48:18.390643,"(10.0, 12.0, 11.380208333333334)","(20.0, 24.0, 21.714285714285715)","(2.0, 2.4, 2.3877862595419845)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.235897435897436)","(18.0, 20.0, 19.363636363636363)","(15.0, 22.0, 18.9375)","(6.0, 8.8, 8.575)"
04-01-2023 14:48:19.603965,"(10.0, 12.0, 11.380208333333334)","(20.0, 24.0, 21.714285714285715)","(2.0, 2.4, 2.3872455089820357)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.270588235294118)","(18.0, 20.0, 19.890625)","(15.0, 22.0, 19.333333333333332)","(6.0, 8.8, 8.39090909090909)"
04-01-2023 14:48:20.839944,"(10.0, 12.0, 11.380208333333334)","(20.0, 23.0, 22.57142857142857)","(2.0, 2.4, 2.3872455089820357)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.270588235294118)","(18.0, 20.0, 19.890625)","(15.0, 21.0, 19.333333333333332)","(6.0, 8.8, 8.39090909090909)"
04-01-2023 14:48:22.075596,"(10.0, 12.0, 11.380208333333334)","(20.0, 23.0, 22.57142857142857)","(2.0, 2.4, 2.3872455089820357)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.270588235294118)","(18.0, 20.0, 19.890625)","(15.0, 21.0, 19.333333333333332)","(6.0, 8.8, 8.39090909090909)"
04-01-2023 14:48:23.413325,"(10.0, 12.0, 11.380208333333334)","(20.0, 23.0, 22.57142857142857)","(2.0, 2.4, 2.3872455089820357)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.270588235294118)","(18.0, 20.0, 19.890625)","(15.0, 21.0, 19.333333333333332)","(6.0, 8.8, 8.39090909090909)"
04-01-2023 14:48:24.655629,"(10.0, 12.0, 11.380208333333334)","(20.0, 23.0, 22.25)","(2.0, 2.4, 2.38680412371134)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.270588235294118)","(18.0, 20.0, 19.890625)","(15.0, 21.0, 20.0)","(6.0, 8.8, 8.39090909090909)"
04-01-2023 14:48:25.867469,"(10.0, 12.0, 11.376288659793815)","(20.0, 23.0, 22.25)","(2.0, 2.4, 2.38680412371134)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.270588235294118)","(18.0, 20.0, 19.890625)","(15.0, 21.0, 20.0)","(6.0, 8.8, 8.39090909090909)"
04-01-2023 14:48:27.018052,"(10.0, 12.0, 11.434579439252337)","(20.0, 23.0, 22.25)","(2.0, 2.4, 2.38680412371134)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.270588235294118)","(18.0, 20.0, 19.890625)","(15.0, 21.0, 20.0)","(6.0, 8.8, 8.39090909090909)"
04-01-2023 14:48:28.287001,"(10.0, 12.0, 11.434579439252337)","(20.0, 23.0, 22.25)","(2.0, 2.4, 2.38680412371134)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.270588235294118)","(18.0, 20.0, 19.919540229885058)","(15.0, 21.0, 20.0)","(6.0, 8.8, 8.39090909090909)"
04-01-2023 14:48:29.605519,"(10.0, 12.0, 11.434579439252337)","(20.0, 23.0, 22.25)","(2.0, 2.4, 2.38680412371134)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.270588235294118)","(18.0, 20.0, 19.919540229885058)","(15.0, 21.0, 20.0)","(6.0, 8.8, 8.39090909090909)"
04-01-2023 14:48:30.950244,"(10.0, 12.0, 11.434579439252337)","(20.0, 23.0, 22.25)","(2.0, 2.4, 2.3895934959349594)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.270588235294118)","(18.0, 20.0, 19.919540229885058)","(15.0, 21.0, 19.076923076923077)","(6.0, 8.8, 8.39090909090909)"
04-01-2023 14:48:32.353362,"(10.0, 12.0, 11.434579439252337)","(20.0, 23.0, 21.714285714285715)","(2.0, 2.4, 2.3904347826086956)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.328571428571429)","(18.0, 20.0, 19.919540229885058)","(15.0, 21.0, 19.181818181818183)","(6.0, 8.8, 8.270588235294117)"
04-01-2023 14:48:33.670584,"(10.0, 12.0, 11.440758293838863)","(20.0, 24.0, 21.6)","(2.0, 2.4, 2.3845263157894734)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.328571428571429)","(18.0, 20.0, 20.275862068965516)","(15.0, 21.0, 19.181818181818183)","(6.0, 8.8, 8.333333333333332)"
04-01-2023 14:48:35.042371,"(10.0, 12.0, 11.440758293838863)","(20.0, 24.0, 21.6)","(2.0, 2.4, 2.3845263157894734)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.328571428571429)","(18.0, 24.0, 20.275862068965516)","(15.0, 21.0, 19.181818181818183)","(6.0, 8.6, 8.333333333333332)"
04-01-2023 14:48:36.411648,"(10.0, 12.0, 11.440758293838863)","(20.0, 24.0, 21.6)","(2.0, 2.4, 2.3845263157894734)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.328571428571429)","(18.0, 24.0, 20.275862068965516)","(15.0, 21.0, 19.181818181818183)","(6.5, 8.6, 8.333333333333332)"
04-01-2023 14:48:37.773922,"(10.0, 12.0, 11.340782122905027)","(19.0, 24.0, 21.714285714285715)","(2.0, 2.4, 2.384787234042553)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.328571428571429)","(18.0, 24.0, 22.81818181818182)","(15.0, 21.0, 19.571428571428573)","(6.5, 8.6, 8.270588235294117)"
04-01-2023 14:48:39.309033,"(10.0, 12.0, 11.340782122905027)","(19.0, 24.0, 21.714285714285715)","(2.0, 2.4, 2.384787234042553)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.328571428571429)","(18.0, 23.0, 22.65432098765432)","(15.0, 21.0, 19.571428571428573)","(6.5, 8.8, 8.270588235294117)"
04-01-2023 14:48:40.812232,"(10.0, 12.0, 11.340782122905027)","(19.0, 24.0, 21.714285714285715)","(2.0, 2.4, 2.384787234042553)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.328571428571429)","(18.0, 23.0, 22.65432098765432)","(15.0, 21.0, 19.571428571428573)","(6.5, 8.8, 8.270588235294117)"
04-01-2023 14:48:42.188157,"(10.0, 12.0, 11.340782122905027)","(19.0, 24.0, 21.714285714285715)","(2.0, 2.4, 2.384787234042553)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.328571428571429)","(18.0, 23.0, 22.65432098765432)","(15.0, 21.0, 19.0625)","(6.5, 8.8, 8.270588235294117)"
04-01-2023 14:48:43.458561,"(10.0, 12.0, 11.340782122905027)","(19.0, 24.0, 21.714285714285715)","(2.0, 2.4, 2.384787234042553)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.328571428571429)","(18.0, 23.0, 22.65432098765432)","(15.0, 20.0, 19.0625)","(6.5, 8.8, 8.270588235294117)"
04-01-2023 14:48:44.779048,"(10.0, 12.0, 11.340782122905027)","(19.0, 24.0, 21.714285714285715)","(2.0, 2.4, 2.384787234042553)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.328571428571429)","(18.0, 23.0, 22.65432098765432)","(15.0, 20.0, 19.0625)","(6.5, 8.8, 8.270588235294117)"
04-01-2023 14:48:46.074197,"(10.0, 12.0, 11.340782122905027)","(19.0, 24.0, 21.714285714285715)","(2.0, 2.4, 2.384787234042553)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.328571428571429)","(18.0, 23.0, 22.727272727272727)","(15.0, 20.0, 19.142857142857142)","(6.5, 8.8, 8.270588235294117)"
04-01-2023 14:48:47.347540,"(10.0, 12.0, 11.340782122905027)","(19.0, 24.0, 21.846153846153847)","(2.0, 2.4, 2.342622950819672)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.365714285714286)","(18.0, 23.0, 22.804347826086957)","(15.0, 20.0, 19.142857142857142)","(6.5, 8.8, 8.692307692307692)"
04-01-2023 14:48:48.692553,"(10.0, 12.0, 11.376344086021506)","(19.0, 24.0, 21.846153846153847)","(2.0, 2.36, 2.342622950819672)","(10.0, 15.0, 14.417582417582418)","(5.5, 7.4, 7.365714285714286)","(18.0, 23.0, 22.804347826086957)","(15.0, 20.0, 19.142857142857142)","(6.5, 9.0, 8.692307692307692)"
04-01-2023 14:48:50.033679,"(10.0, 12.0, 11.622340425531915)","(19.0, 24.0, 21.846153846153847)","(2.0, 2.36, 2.3414893617021275)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.365714285714286)","(18.0, 23.0, 22.804347826086957)","(15.0, 20.0, 19.142857142857142)","(6.5, 9.0, 8.692307692307692)"
04-01-2023 14:48:51.423506,"(10.0, 12.0, 11.622340425531915)","(19.0, 24.0, 21.846153846153847)","(2.0, 2.36, 2.3368253968253967)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.365714285714286)","(18.0, 23.0, 22.804347826086957)","(15.0, 20.0, 19.142857142857142)","(6.5, 9.0, 8.692307692307692)"
04-01-2023 14:48:52.906782,"(10.0, 12.0, 11.622340425531915)","(19.0, 24.0, 21.846153846153847)","(2.0, 2.34, 2.336)","(10.0, 15.0, 14.417582417582418)","(5.5, 7.4, 7.365714285714286)","(18.0, 23.0, 22.804347826086957)","(15.0, 20.0, 19.142857142857142)","(6.5, 9.0, 8.692307692307692)"
04-01-2023 14:48:54.311299,"(10.0, 12.0, 11.622340425531915)","(19.0, 24.0, 21.846153846153847)","(2.0, 2.34, 2.336)","(10.0, 15.0, 14.417582417582418)","(5.5, 7.4, 7.365714285714286)","(18.0, 23.0, 22.804347826086957)","(15.0, 20.0, 19.142857142857142)","(6.5, 9.0, 8.692307692307692)"
04-01-2023 14:48:55.720267,"(10.0, 12.0, 11.532894736842104)","(19.0, 24.0, 21.846153846153847)","(2.0, 2.36, 2.353606557377049)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.365714285714286)","(18.0, 23.0, 22.804347826086957)","(15.0, 20.0, 19.142857142857142)","(6.5, 9.0, 8.80952380952381)"
04-01-2023 14:48:57.207798,"(10.0, 12.0, 11.532894736842104)","(19.0, 24.0, 21.846153846153847)","(2.0, 2.36, 2.353606557377049)","(10.0, 15.0, 14.404255319148936)","(5.5, 7.4, 7.365714285714286)","(18.0, 23.0, 22.804347826086957)","(15.0, 20.0, 19.142857142857142)","(6.5, 9.0, 8.80952380952381)"
04-01-2023 14:48:58.610090,"(10.0, 12.0, 11.5)","(19.0, 24.0, 21.846153846153847)","(2.0, 2.36, 2.335652173913043)","(10.0, 15.0, 14.417582417582418)","(5.5, 7.4, 7.371428571428572)","(18.0, 23.0, 22.804347826086957)","(15.0, 20.0, 19.25)","(6.5, 9.0, 8.80952380952381)"
04-01-2023 14:48:59.962211,"(10.0, 11.5, 11.20807453416149)","(19.0, 24.0, 21.846153846153847)","(2.0, 2.34, 2.3354022988505747)","(10.0, 15.0, 14.417582417582418)","(5.5, 7.4, 7.371428571428572)","(18.0, 23.0, 22.804347826086957)","(15.0, 20.0, 19.25)","(6.5, 9.0, 8.80952380952381)"
04-01-2023 14:49:01.234875,"(10.0, 11.5, 11.198717948717949)","(19.0, 24.0, 22.875)","(2.0, 2.34, 2.3354022988505747)","(10.0, 15.0, 14.417582417582418)","(5.5, 7.4, 7.371428571428572)","(18.0, 23.0, 22.804347826086957)","(15.0, 20.0, 19.25)","(6.5, 9.0, 8.85)"
04-01-2023 14:49:02.499416,"(10.0, 11.5, 11.198717948717949)","(19.0, 24.0, 22.875)","(2.0, 2.34, 2.3354022988505747)","(10.0, 15.0, 14.417582417582418)","(5.5, 7.4, 7.371428571428572)","(18.0, 23.0, 22.804347826086957)","(15.0, 20.0, 19.25)","(6.5, 9.0, 8.85)"
04-01-2023 14:49:03.815327,"(10.0, 11.5, 11.198717948717949)","(19.0, 24.0, 22.875)","(2.0, 2.34, 2.337560975609756)","(10.0, 15.0, 14.417582417582418)","(5.5, 7.4, 7.371428571428572)","(18.0, 23.0, 22.804347826086957)","(15.0, 20.0, 19.25)","(6.5, 9.0, 8.535)"
04-01-2023 14:49:05.055920,"(10.0, 11.5, 11.198717948717949)","(19.0, 24.0, 22.071428571428573)","(2.0, 2.34, 2.338165137614679)","(10.0, 15.0, 14.795454545454545)","(5.5, 7.4, 7.0175824175824175)","(18.0, 23.0, 20.816326530612244)","(15.0, 20.0, 19.25)","(6.5, 9.0, 8.535)"
04-01-2023 14:49:06.274114,"(10.0, 11.5, 11.135658914728682)","(19.0, 24.0, 22.071428571428573)","(2.0, 2.34, 2.338165137614679)","(10.0, 15.0, 14.795454545454545)","(5.5, 7.2, 7.038297872340426)","(18.0, 22.0, 20.851063829787233)","(15.0, 20.0, 19.294117647058822)","(6.5, 9.0, 8.395121951219512)"
04-01-2023 14:49:07.506167,"(10.0, 11.0, 10.691489361702128)","(19.0, 24.0, 22.071428571428573)","(2.0, 2.36, 2.3387096774193545)","(10.0, 15.0, 14.795454545454545)","(5.5, 7.2, 7.038297872340426)","(18.0, 22.0, 20.851063829787233)","(15.0, 23.0, 19.869565217391305)","(6.5, 9.0, 8.46086956521739)"
04-01-2023 14:49:08.692773,"(10.0, 11.0, 10.927083333333334)","(19.0, 24.0, 22.46153846153846)","(2.0, 2.36, 2.3325)","(10.0, 15.0, 14.802631578947368)","(5.5, 7.2, 7.038297872340426)","(18.0, 22.0, 20.851063829787233)","(15.0, 23.0, 19.869565217391305)","(6.5, 9.0, 8.46086956521739)"
04-01-2023 14:49:09.880106,"(10.0, 11.0, 10.930232558139535)","(19.0, 24.0, 22.46153846153846)","(2.0, 2.36, 2.3293023255813954)","(10.0, 15.0, 14.802631578947368)","(5.5, 7.2, 7.038297872340426)","(18.0, 22.0, 20.851063829787233)","(15.0, 23.0, 19.142857142857142)","(6.5, 9.0, 8.46086956521739)"
04-01-2023 14:49:11.079312,"(10.0, 11.0, 10.930232558139535)","(19.0, 24.0, 22.46153846153846)","(2.0, 2.36, 2.332307692307692)","(10.0, 15.0, 14.802631578947368)","(5.5, 7.2, 7.038297872340426)","(18.0, 22.0, 20.851063829787233)","(15.0, 23.0, 19.142857142857142)","(6.5, 9.0, 8.46086956521739)"
04-01-2023 14:49:12.303182,"(10.0, 11.0, 10.930232558139535)","(19.0, 24.0, 21.5)","(2.0, 2.34, 2.332307692307692)","(10.0, 15.0, 14.802631578947368)","(5.5, 7.2, 7.038297872340426)","(18.0, 22.0, 20.851063829787233)","(15.0, 23.0, 19.142857142857142)","(6.5, 9.0, 8.46086956521739)"
04-01-2023 14:49:13.846613,"(10.0, 11.0, 10.930232558139535)","(19.0, 24.0, 21.5)","(2.0, 2.34, 2.332307692307692)","(10.0, 15.0, 14.802631578947368)","(5.5, 7.2, 7.038297872340426)","(18.0, 22.0, 20.851063829787233)","(15.0, 23.0, 19.142857142857142)","(6.5, 9.0, 8.46086956521739)"
04-01-2023 14:49:16.571329,"(10.0, 11.0, 10.930232558139535)","(19.0, 24.0, 21.857142857142858)","(2.0, 2.34, 2.332307692307692)","(10.0, 15.0, 14.802631578947368)","(5.5, 7.2, 6.9)","(18.0, 22.0, 20.851063829787233)","(15.0, 23.0, 19.727272727272727)","(6.5, 9.0, 8.46086956521739)"
04-01-2023 14:49:18.019259,"(10.0, 11.0, 10.938775510204081)","(19.0, 24.0, 22.636363636363637)","(2.0, 2.34, 2.332)","(10.0, 15.0, 14.802631578947368)","(5.5, 7.2, 6.9)","(18.0, 22.0, 21.435294117647057)","(15.0, 23.0, 19.142857142857142)","(6.5, 9.0, 8.6)"
04-01-2023 14:49:19.254815,"(10.0, 11.0, 10.938775510204081)","(19.0, 24.0, 22.636363636363637)","(2.0, 2.34, 2.328888888888889)","(10.0, 15.0, 14.802631578947368)","(5.5, 7.2, 6.896)","(18.0, 22.0, 21.435294117647057)","(15.0, 23.0, 19.727272727272727)","(6.5, 9.4, 9.133333333333333)"
04-01-2023 14:49:20.436798,"(10.0, 11.0, 10.938775510204081)","(19.0, 24.0, 21.857142857142858)","(2.0, 2.34, 2.328888888888889)","(10.0, 15.0, 14.802631578947368)","(5.5, 7.2, 6.896)","(18.0, 22.0, 21.435294117647057)","(15.0, 23.0, 19.727272727272727)","(6.5, 9.2, 8.68)"
04-01-2023 14:49:21.654663,"(10.0, 11.0, 10.938775510204081)","(19.0, 24.0, 21.857142857142858)","(2.0, 2.34, 2.328888888888889)","(10.0, 15.0, 14.802631578947368)","(5.5, 7.2, 6.896)","(18.0, 22.0, 21.435294117647057)","(15.0, 23.0, 19.142857142857142)","(6.5, 9.2, 8.55)"
04-01-2023 14:49:22.798882,"(10.0, 11.0, 10.938775510204081)","(19.0, 24.0, 21.857142857142858)","(2.0, 2.34, 2.328888888888889)","(10.0, 15.0, 14.802631578947368)","(5.5, 7.2, 6.896)","(18.0, 22.0, 21.435294117647057)","(15.0, 23.0, 19.142857142857142)","(6.5, 9.2, 8.541176470588235)"
04-01-2023 14:49:23.880683,"(10.0, 11.0, 10.938775510204081)","(19.0, 24.0, 21.857142857142858)","(2.0, 2.34, 2.328888888888889)","(10.0, 15.0, 14.802631578947368)","(5.5, 7.2, 6.896)","(18.0, 22.0, 21.435294117647057)","(15.0, 23.0, 19.76)","(6.5, 9.2, 8.541176470588235)"
04-01-2023 14:49:25.029651,"(10.0, 11.0, 10.938775510204081)","(19.0, 24.0, 21.857142857142858)","(2.0, 2.34, 2.328888888888889)","(10.0, 15.5, 15.378378378378379)","(5.5, 7.2, 6.896)","(18.0, 22.0, 21.435294117647057)","(15.0, 23.0, 19.727272727272727)","(6.5, 9.2, 8.658064516129032)"
04-01-2023 14:49:26.118846,"(10.0, 11.0, 10.938775510204081)","(19.0, 25.0, 18.76086956521739)","(2.0, 2.34, 2.328888888888889)","(10.0, 15.5, 15.378378378378379)","(5.5, 7.2, 6.896)","(18.0, 22.0, 21.435294117647057)","(15.0, 23.0, 19.727272727272727)","(6.5, 9.2, 8.658064516129032)"
04-01-2023 14:49:27.283617,"(10.0, 11.0, 10.938775510204081)","(19.0, 24.0, 21.75)","(2.0, 2.34, 2.32258064516129)","(10.0, 15.5, 16.65625)","(5.5, 7.2, 6.896)","(18.0, 22.0, 21.435294117647057)","(15.0, 23.0, 19.142857142857142)","(6.5, 9.2, 8.658064516129032)"
04-01-2023 14:49:28.498488,"(10.0, 11.0, 10.934782608695652)","(19.0, 24.0, 21.75)","(2.0, 2.34, 2.324)","(10.0, 17.5, 16.65625)","(5.5, 7.2, 6.896)","(18.0, 22.0, 21.36111111111111)","(15.0, 23.0, 19.142857142857142)","(6.5, 9.2, 8.658064516129032)"
04-01-2023 14:49:29.673664,"(10.0, 11.0, 10.934782608695652)","(19.0, 24.0, 22.285714285714285)","(2.0, 2.34, 2.324)","(10.0, 17.5, 16.65625)","(5.5, 7.2, 6.896)","(18.0, 22.0, 21.36111111111111)","(15.0, 23.0, 19.142857142857142)","(6.5, 9.2, 8.9)"
04-01-2023 14:49:30.882781,"(10.0, 11.0, 10.934782608695652)","(19.0, 23.0, 19.75)","(2.0, 2.34, 2.318507462686567)","(10.0, 17.5, 16.65625)","(5.5, 7.2, 6.881118881118881)","(18.0, 22.0, 21.36111111111111)","(15.0, 23.0, 20.541666666666668)","(6.5, 9.0, 8.89090909090909)"
04-01-2023 14:49:32.137940,"(10.0, 11.0, 10.934782608695652)","(19.0, 22.0, 19.75)","(2.0, 2.32, 2.318507462686567)","(10.0, 17.5, 16.65625)","(5.5, 7.2, 6.881118881118881)","(18.0, 22.0, 21.36111111111111)","(15.0, 22.0, 21.224137931034484)","(6.5, 9.0, 8.68135593220339)"
04-01-2023 14:49:33.444755,"(10.0, 11.0, 11.326923076923077)","(19.0, 22.0, 19.75)","(2.0, 2.32, 2.318507462686567)","(10.0, 17.5, 16.9375)","(5.5, 7.2, 6.881118881118881)","(18.0, 22.0, 21.36111111111111)","(15.0, 22.0, 19.77777777777778)","(6.5, 9.2, 8.883333333333333)"
04-01-2023 14:49:34.728332,"(10.0, 11.5, 11.326923076923077)","(19.0, 22.0, 21.035714285714285)","(2.0, 2.32, 2.2990049751243777)","(10.0, 17.0, 16.78)","(5.5, 7.2, 6.881118881118881)","(18.0, 22.0, 21.36111111111111)","(15.0, 22.0, 20.285714285714285)","(6.5, 9.0, 8.769230769230768)"
04-01-2023 14:49:36.298219,"(10.0, 11.5, 11.483091787439614)","(19.0, 22.0, 21.357142857142858)","(2.0, 2.3, 2.2990049751243777)","(11.0, 17.5, 16.78)","(6.0, 7.2, 6.881118881118881)","(19.0, 22.0, 20.4)","(15.0, 22.0, 20.285714285714285)","(7.0, 9.2, 8.769230769230768)"
04-01-2023 14:49:37.715717,"(10.0, 11.5, 11.755172413793103)","(19.0, 22.0, 21.357142857142858)","(2.0, 2.3, 2.2990049751243777)","(11.0, 17.5, 16.78)","(6.0, 7.2, 6.881118881118881)","(19.0, 21.0, 20.4)","(15.0, 22.0, 20.285714285714285)","(7.0, 9.2, 8.769230769230768)"
