,Over The Bridge,Sambuca Talks,Stimulus Package,Influencer,Chief In Charge,Lektra Asha
14-12-2022 14:05:04.608716,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:05.581507,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:06.580044,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:07.546410,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:08.483263,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:09.402376,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:10.319476,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:11.288444,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:12.237348,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:13.248573,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:14.255723,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:15.348887,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:16.276189,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:17.191145,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:18.192988,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:19.108583,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:20.025585,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:20.910528,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:21.765618,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:22.674181,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:23.622509,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:24.543150,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:25.507188,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:26.370999,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:27.243342,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:28.169886,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:29.090340,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:30.040288,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:30.957272,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:31.902071,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:32.827462,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:33.825821,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:34.743885,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:35.683027,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:36.559126,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:37.436119,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:38.327228,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:39.216498,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:40.120040,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:41.029110,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:42.035716,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:42.950315,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:44.013886,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:44.905121,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:45.855090,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:46.908576,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:47.870037,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:49.062308,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:50.195204,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:51.145781,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:52.088455,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:52.983448,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:53.837178,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:54.786858,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:55.710688,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:56.664088,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:57.625368,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:58.504523,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:05:59.386945,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:00.358895,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:01.327530,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:02.355076,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:03.405126,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:04.380891,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:05.319677,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:06.264536,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:07.166736,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:08.083512,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:09.040147,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:09.964413,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:10.867268,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:11.801412,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:12.716164,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:13.625545,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:14.558574,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:15.514639,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:16.372358,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:17.284671,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:18.235270,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:19.254852,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:20.258695,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:21.183038,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:22.103286,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:22.996770,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:23.918361,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:24.867965,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.4, 4.6)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:25.789874,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:26.710551,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:27.638406,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:28.598354,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:29.569065,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:30.539529,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:31.485152,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:32.401266,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:33.262454,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:34.185481,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:35.131120,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:36.040124,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:36.943242,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:37.822043,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:38.695402,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:39.641869,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:40.589513,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:41.500060,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:42.437774,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
14-12-2022 14:06:43.357365,"(2.9, 4.5, 3.692941176470588)","(4.4, 8.8, 4.652941176470588)","(16.0, 65.0, 49.25)","(2.6, 3.65, 3.022608695652174)","(3.8, 6.2, 4.488888888888889)","(17.0, 90.0, 71.14285714285714)"
