,Aston Simpkin,Zac The Black,Master Mars,Minnesota Nights,Cockney Sparrow,Frankies Vision,Dixie Zambora,Spot On Ginger
09-01-2023 11:45:31.355764,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:32.516658,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:33.571920,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:34.660227,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:35.773772,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:36.826932,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:37.897337,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:38.971721,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:39.998353,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:41.036639,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:42.076941,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:43.083096,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:44.142825,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:45.234952,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:46.310276,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:47.359555,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:48.495312,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:49.540006,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:50.592703,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:51.698520,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:52.738370,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:53.779270,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:54.795571,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:55.840973,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:56.895890,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:57.974597,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:45:59.027802,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:00.144902,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:01.243285,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:02.341121,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:03.401900,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:04.478980,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:05.568479,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:06.609057,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:07.680359,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:08.680441,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:09.678824,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:10.693175,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:11.772697,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:12.879113,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:13.946419,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:15.054895,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:16.186907,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:17.298568,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:18.446595,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:19.662260,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:20.761282,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:21.879811,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:22.974584,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:24.051414,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:25.124491,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:26.150057,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:27.148643,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:28.141530,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:29.204179,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:30.270826,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:31.360430,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:32.450279,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:33.523733,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:34.618702,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:35.689712,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:36.765905,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:37.909492,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:39.021002,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:40.108080,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:41.206126,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:42.221080,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:43.254860,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:44.235935,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:45.221319,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:46.262527,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:47.341005,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:48.403494,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:49.483631,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:50.588297,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:51.696414,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:52.825952,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:53.990098,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:55.112959,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:56.259976,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:57.360863,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:58.441760,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:46:59.554271,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:47:00.663190,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:47:01.712318,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
