,Aston Simpkin,Zac The Black,Master Mars,Minnesota Nights,Cockney Sparrow,Frankies Vision,Dixie Zambora,Spot On Ginger
09-01-2023 11:49:23.739469,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:24.881322,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:25.957661,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:27.117435,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:28.339950,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:29.526490,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:30.685860,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:31.943355,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:33.182803,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:34.327741,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:35.517402,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:36.617567,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:37.710880,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:38.780634,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:39.887071,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:41.022649,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:42.141300,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:43.306033,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:44.455613,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:45.550528,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:46.677879,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:47.770335,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:48.872046,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:49.924364,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:50.927457,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:51.893914,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:52.934432,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:53.939860,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:55.030566,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:56.118416,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:57.223642,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:58.353030,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:49:59.481521,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:00.632527,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:01.763193,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:02.903940,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:04.060172,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:05.181084,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:06.355665,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:07.478881,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:08.571282,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:09.684522,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:10.761640,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:11.893407,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:13.091294,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:14.175662,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:15.245747,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:16.284091,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:17.323802,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:18.288009,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:19.304359,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:20.360148,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:21.444527,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:22.496630,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:23.583063,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:24.698303,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:25.803105,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:26.897355,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:28.001188,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:29.102553,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:30.145499,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:31.225435,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:32.401871,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:33.421152,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:34.458548,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:35.439841,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:36.465815,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:37.551069,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.0, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.9, 7.2, 5.33)","(101.0, 650.0, 554.1666666666666)","(2.5, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:38.620908,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 650.0, 554.1666666666666)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:39.678956,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 650.0, 554.1666666666666)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:41.069519,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 650.0, 554.1666666666666)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:42.107211,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 650.0, 554.1666666666666)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:43.200004,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 650.0, 554.1666666666666)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:44.351198,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 650.0, 554.1666666666666)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:45.637052,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 650.0, 554.1666666666666)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:46.869475,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 650.0, 554.1666666666666)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:47.994226,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 650.0, 554.1666666666666)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:49.098844,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 650.0, 554.1666666666666)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:50.301531,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 8.075)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 650.0, 8345.0)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:51.506120,"(8.5, 17.5, 9.528571428571428)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 14.4)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 99998, 8345.0)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:52.537827,"(8.5, 17.5, 14.865217391304348)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 14.4)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 99998, 8345.0)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:53.655220,"(8.5, 17.5, 9.014285714285714)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 14.4)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 99998, 8345.0)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:54.748369,"(8.5, 17.5, 9.014285714285714)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 14.4)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 99998, 8345.0)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:55.936165,"(8.5, 17.5, 9.014285714285714)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 14.4)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 99998, 8345.0)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
09-01-2023 11:50:57.191821,"(8.5, 17.5, 13.9375)","(8.0, 19.5, 9.916666666666666)","(8.5, 17.0, 13.266666666666666)","(16.0, 50.0, 43.51851851851852)","(3.8, 7.2, 5.33)","(81.0, 99998, 487.5)","(2.6, 4.1, 3.5075)","(4.4, 8.6, 7.32)"
