,Goldstar Toby,Gitan,Humbling,Goldstar Carlito,Opawa Conan,Opawa Kyle,Zipping Ontario,Epic Cruze
15-12-2022 15:43:53.514274,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 8.457142857142857)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:43:54.652892,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 8.457142857142857)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:43:55.764953,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 8.457142857142857)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:43:56.820592,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 8.457142857142857)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:43:57.896427,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 8.457142857142857)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:43:58.996335,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 8.457142857142857)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:00.070513,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 8.457142857142857)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:01.096763,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 8.457142857142857)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:02.201658,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 8.457142857142857)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:03.271833,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 8.457142857142857)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:04.392337,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 8.457142857142857)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:05.466954,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 8.457142857142857)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:06.505637,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 8.457142857142857)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:07.509275,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 8.457142857142857)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:08.570592,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:09.589230,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:10.677508,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:11.760513,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:12.862981,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:13.962876,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:15.209964,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:16.535333,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:17.736652,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:18.920324,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:20.034987,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:21.194340,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 5.61875)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:22.328319,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.766666666666667)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 6.98)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:23.560615,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 6.98)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:24.679098,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 6.98)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:25.862603,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 6.98)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:27.192714,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 6.98)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:44:28.484106,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 6.98)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 174.13333333333333)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:02.379788,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 11.5, 6.584615384615384)","(3.3, 9.4, 6.98)","(8.5, 15.5, 14.285714285714285)","(31.0, 340.0, 165.0625)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:03.394051,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 84.72727272727272)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:04.449179,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 84.72727272727272)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:05.520792,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 84.72727272727272)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:06.609029,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 84.72727272727272)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:07.655186,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:08.744431,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:09.806565,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:10.817258,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:11.877113,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:12.880616,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:14.069807,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:15.164496,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.591176470588235)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:16.274251,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:17.470902,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:18.555112,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:19.578625,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:20.797346,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:21.875922,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:22.903763,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:24.028434,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:25.128100,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:26.244340,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:27.417355,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:28.534545,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:29.705032,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:30.845654,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:31.903684,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:33.006455,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:34.099864,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:35.176380,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:36.283994,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:37.418231,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:38.514886,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:39.650508,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:40.761716,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.6, 4.35)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:41.725142,"(6.0, 12.5, 11.366666666666667)","(3.3, 5.5, 4.220000000000001)","(11.0, 30.0, 27.755555555555556)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:42.756896,"(6.0, 13.0, 11.783333333333333)","(3.3, 5.8, 3.856)","(11.0, 29.0, 26.866666666666667)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:43.732928,"(6.0, 13.0, 11.783333333333333)","(3.3, 5.8, 3.856)","(11.0, 29.0, 26.866666666666667)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:44.846583,"(6.0, 13.0, 11.783333333333333)","(3.3, 5.8, 3.856)","(11.0, 29.0, 26.866666666666667)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:45.962857,"(6.0, 12.5, 11.366666666666667)","(3.3, 6.2, 4.769230769230769)","(11.0, 29.0, 26.866666666666667)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:47.097097,"(6.0, 12.5, 11.366666666666667)","(3.3, 6.2, 4.769230769230769)","(11.0, 29.0, 26.866666666666667)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:48.266708,"(6.0, 12.5, 11.366666666666667)","(3.3, 6.4, 4.876923076923077)","(11.0, 29.0, 26.866666666666667)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:49.446461,"(6.0, 12.5, 11.366666666666667)","(3.3, 6.4, 4.876923076923077)","(11.0, 29.0, 26.866666666666667)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:50.611988,"(6.0, 12.5, 11.366666666666667)","(3.3, 6.4, 4.876923076923077)","(11.0, 29.0, 26.866666666666667)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:51.728709,"(6.0, 12.5, 11.366666666666667)","(3.3, 6.4, 4.876923076923077)","(11.0, 29.0, 26.866666666666667)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:52.847667,"(6.0, 12.5, 11.366666666666667)","(3.3, 6.4, 4.876923076923077)","(11.0, 29.0, 26.866666666666667)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:54.029610,"(6.0, 12.5, 11.366666666666667)","(3.3, 6.4, 4.876923076923077)","(11.0, 29.0, 26.866666666666667)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
15-12-2022 15:46:55.075423,"(6.0, 12.5, 11.366666666666667)","(3.3, 6.4, 4.876923076923077)","(11.0, 29.0, 26.866666666666667)","(4.4, 10.5, 5.187096774193549)","(3.3, 9.8, 7.747727272727273)","(8.5, 15.5, 14.462500000000002)","(31.0, 340.0, 76.0)","(12.0, 26.0, 24.0625)"
