,Choir Boy,Dixon Bay,Sarodec,Liability,Elected,Hokahey,Ready For Better,Wickedn Lovinit
08-01-2023 14:04:47.185381,"(6.0, 9.0, 8.9)","(10.0, 13.5, 12.666666666666666)","(51.0, 95.0, 73.125)","(6.0, 8.6, 8.447619047619048)","(6.5, 6.4, 6.233333333333333)","(3.5, 5.9, 5.7043478260869565)","(4.4, 4.2, 4.1544)","(9.0, 9.8, 9.702222222222224)"
08-01-2023 14:04:48.438893,"(6.0, 9.0, 8.9)","(10.0, 13.5, 12.333333333333334)","(51.0, 120.0, 95.0)","(6.0, 8.6, 8.411764705882353)","(6.5, 6.6, 6.444444444444445)","(3.5, 5.9, 5.836363636363636)","(4.4, 4.3, 4.242105263157895)","(9.0, 9.6, 9.416666666666668)"
08-01-2023 14:04:49.590432,"(6.0, 9.0, 8.9)","(10.0, 13.0, 12.333333333333334)","(51.0, 120.0, 107.5)","(6.0, 8.6, 8.411764705882353)","(6.5, 6.6, 6.444444444444445)","(3.5, 5.9, 5.836363636363636)","(4.4, 4.3, 4.242105263157895)","(9.0, 9.6, 9.416666666666668)"
08-01-2023 14:04:50.619064,"(6.0, 9.0, 8.9)","(10.0, 13.0, 12.333333333333334)","(51.0, 120.0, 107.5)","(6.0, 8.6, 8.411764705882353)","(6.5, 6.6, 6.444444444444445)","(3.5, 5.9, 5.836363636363636)","(4.4, 4.3, 4.242105263157895)","(9.0, 9.6, 9.416666666666668)"
08-01-2023 14:04:51.765928,"(6.0, 9.0, 8.9)","(10.0, 13.0, 12.5)","(51.0, 120.0, 107.5)","(6.0, 8.6, 8.411764705882353)","(6.5, 6.6, 6.307142857142858)","(3.5, 5.9, 5.7444444444444445)","(4.4, 4.3, 4.29367088607595)","(9.0, 9.6, 9.416666666666668)"
08-01-2023 14:04:52.881131,"(6.0, 9.0, 8.9)","(10.0, 13.0, 12.5)","(51.0, 120.0, 107.5)","(6.0, 8.6, 8.411764705882353)","(6.5, 6.4, 6.307142857142858)","(3.5, 5.9, 5.7444444444444445)","(4.4, 4.4, 4.301176470588236)","(9.0, 9.6, 9.155555555555557)"
08-01-2023 14:04:53.965698,"(6.0, 9.0, 8.9)","(10.0, 13.0, 12.5)","(51.0, 120.0, 107.5)","(6.0, 8.6, 8.411764705882353)","(6.5, 6.4, 6.3133333333333335)","(3.5, 5.9, 5.7444444444444445)","(4.4, 4.4, 4.329166666666667)","(9.0, 9.4, 8.8)"
08-01-2023 14:04:55.122082,"(6.0, 9.0, 8.9)","(10.0, 13.0, 12.5)","(51.0, 120.0, 105.41666666666667)","(6.0, 8.6, 8.411764705882353)","(6.5, 6.4, 6.3133333333333335)","(3.5, 5.9, 5.7444444444444445)","(4.4, 4.4, 4.35)","(9.0, 9.0, 8.861538461538462)"
08-01-2023 14:04:56.265693,"(6.0, 9.0, 8.75)","(10.0, 13.0, 12.5)","(51.0, 120.0, 104.0909090909091)","(6.0, 8.6, 8.399999999999999)","(6.5, 6.4, 6.27816091954023)","(3.5, 5.9, 5.455555555555556)","(4.4, 4.4, 4.432)","(9.0, 9.0, 8.733333333333334)"
08-01-2023 14:04:57.313763,"(6.0, 9.0, 8.75)","(10.0, 13.0, 12.333333333333334)","(51.0, 120.0, 104.0909090909091)","(6.0, 8.6, 8.399999999999999)","(6.5, 6.6, 6.296551724137931)","(3.5, 5.5, 5.394736842105263)","(4.4, 4.5, 4.444444444444445)","(9.0, 8.8, 8.733333333333334)"
08-01-2023 14:04:58.392037,"(6.0, 9.0, 8.75)","(10.0, 13.0, 12.571428571428571)","(51.0, 120.0, 102.5)","(6.0, 8.6, 8.399999999999999)","(6.5, 6.6, 6.296551724137931)","(3.5, 5.5, 5.394736842105263)","(4.4, 4.5, 4.464)","(9.0, 8.8, 8.725714285714286)"
08-01-2023 14:04:59.513511,"(6.0, 9.0, 8.75)","(10.0, 13.0, 12.571428571428571)","(51.0, 120.0, 104.44444444444444)","(6.0, 8.6, 8.399999999999999)","(6.5, 6.2, 6.136111111111111)","(3.5, 5.5, 5.447368421052632)","(4.4, 4.5, 4.244897959183674)","(9.0, 9.0, 9.036363636363637)"
08-01-2023 14:05:00.594674,"(6.0, 9.0, 8.857142857142858)","(10.0, 13.0, 12.666666666666666)","(51.0, 120.0, 104.0909090909091)","(6.0, 8.6, 8.443478260869565)","(6.5, 6.2, 6.257142857142857)","(3.5, 5.5, 5.4655172413793105)","(4.4, 4.3, 4.211034482758621)","(9.0, 9.2, 9.173913043478262)"
08-01-2023 14:05:01.687665,"(6.0, 9.0, 8.9)","(10.0, 13.0, 12.88)","(51.0, 120.0, 104.0909090909091)","(6.0, 8.6, 8.443478260869565)","(6.5, 6.4, 6.257142857142857)","(3.5, 5.5, 5.467857142857143)","(4.4, 4.3, 4.154705882352941)","(9.0, 9.4, 9.173913043478262)"
08-01-2023 14:05:02.712571,"(6.0, 9.0, 8.96)","(10.0, 13.0, 12.7)","(51.0, 120.0, 104.0909090909091)","(6.0, 8.6, 8.505263157894737)","(6.5, 6.4, 6.208510638297873)","(3.5, 5.5, 5.38)","(4.4, 4.2, 4.154705882352941)","(9.0, 9.4, 9.173913043478262)"
08-01-2023 14:05:03.697851,"(6.0, 9.0, 8.963636363636363)","(10.0, 13.0, 12.88)","(51.0, 120.0, 104.0909090909091)","(6.0, 8.8, 8.62962962962963)","(6.5, 6.4, 6.327272727272727)","(3.5, 5.5, 5.453846153846154)","(4.4, 4.2, 4.1255434782608695)","(9.0, 9.8, 9.425)"
08-01-2023 14:05:04.782994,"(6.0, 9.0, 8.672727272727272)","(10.0, 13.0, 12.7)","(51.0, 120.0, 104.0909090909091)","(6.0, 8.8, 8.493333333333334)","(6.5, 6.4, 6.293333333333334)","(3.5, 5.5, 5.453846153846154)","(4.4, 4.2, 4.104365079365079)","(9.0, 10.0, 9.84)"
08-01-2023 14:05:05.971302,"(6.0, 9.0, 8.663492063492063)","(10.0, 13.0, 12.7)","(51.0, 120.0, 104.0909090909091)","(6.0, 8.8, 8.493333333333334)","(6.5, 6.4, 6.293333333333334)","(3.5, 5.5, 5.453846153846154)","(4.4, 4.2, 4.104365079365079)","(9.0, 10.0, 9.625)"
08-01-2023 14:05:07.007619,"(6.0, 9.0, 8.646666666666667)","(10.0, 13.0, 12.7)","(51.0, 120.0, 104.0909090909091)","(6.0, 8.8, 8.493333333333334)","(6.5, 6.4, 6.293333333333334)","(3.5, 5.5, 5.453846153846154)","(4.4, 4.2, 4.104365079365079)","(9.0, 10.0, 9.625)"
08-01-2023 14:05:08.084417,"(6.0, 9.0, 8.783333333333333)","(10.0, 13.0, 12.863636363636363)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.618421052631579)","(6.5, 6.6, 6.375824175824175)","(3.5, 5.5, 5.114705882352941)","(4.4, 4.1, 4.030645161290322)","(9.0, 10.0, 9.885365853658538)"
08-01-2023 14:05:09.157277,"(6.0, 9.0, 8.783333333333333)","(10.0, 13.0, 12.571428571428571)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.441025641025641)","(6.5, 6.6, 6.432786885245902)","(3.5, 5.2, 5.003846153846154)","(4.4, 4.1, 4.030645161290322)","(9.0, 10.5, 10.060975609756097)"
08-01-2023 14:05:10.175119,"(6.0, 9.0, 8.966666666666667)","(10.0, 13.0, 12.68421052631579)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.62051282051282)","(6.5, 6.6, 6.432786885245902)","(3.5, 5.2, 5.088571428571428)","(4.4, 4.1, 4.1118749999999995)","(9.0, 10.5, 10.333333333333334)"
08-01-2023 14:05:11.286878,"(6.0, 9.0, 8.992592592592592)","(10.0, 13.0, 12.68421052631579)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.52972972972973)","(6.5, 6.6, 6.391836734693878)","(3.5, 5.1, 5.094230769230769)","(4.4, 4.2, 4.106)","(9.0, 11.0, 10.333333333333334)"
08-01-2023 14:05:12.279958,"(6.0, 9.6, 9.163636363636364)","(10.0, 13.0, 12.454545454545455)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.627586206896552)","(6.5, 6.6, 6.391836734693878)","(3.5, 5.1, 5.081666666666666)","(4.4, 4.2, 4.106)","(9.0, 11.0, 10.241379310344827)"
08-01-2023 14:05:13.280343,"(6.0, 9.6, 9.3)","(10.0, 13.0, 12.363636363636363)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.627586206896552)","(6.5, 6.6, 6.391836734693878)","(3.5, 5.1, 5.081666666666666)","(4.4, 4.2, 4.106)","(9.0, 11.0, 10.18918918918919)"
08-01-2023 14:05:14.291584,"(6.0, 9.6, 9.3)","(10.0, 13.0, 12.363636363636363)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.624561403508771)","(6.5, 6.6, 6.413636363636363)","(3.5, 5.1, 5.079629629629629)","(4.4, 4.2, 4.106)","(9.0, 11.0, 10.18918918918919)"
08-01-2023 14:05:15.330599,"(6.0, 9.6, 9.3)","(10.0, 13.0, 12.363636363636363)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.625925925925925)","(6.5, 6.6, 6.413636363636363)","(3.5, 5.1, 5.079629629629629)","(4.4, 4.2, 4.106)","(9.0, 11.0, 10.170731707317072)"
08-01-2023 14:05:16.460539,"(6.0, 9.8, 9.355555555555556)","(10.0, 13.0, 12.363636363636363)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.625925925925925)","(6.5, 6.6, 6.333333333333334)","(3.5, 5.1, 5.091489361702127)","(4.4, 4.2, 4.106)","(9.0, 11.0, 10.630434782608695)"
08-01-2023 14:05:17.622104,"(6.0, 9.8, 9.355555555555556)","(10.0, 13.0, 12.176470588235293)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.629090909090909)","(6.5, 6.4, 6.290909090909091)","(3.5, 5.1, 5.08433734939759)","(4.4, 4.2, 4.106)","(9.0, 11.0, 10.209302325581396)"
08-01-2023 14:05:18.850014,"(6.0, 9.8, 9.4)","(10.0, 13.0, 12.130434782608695)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.629090909090909)","(6.5, 6.4, 6.290909090909091)","(3.5, 5.1, 5.094594594594594)","(4.4, 4.2, 4.108035714285714)","(9.0, 11.0, 10.209302325581396)"
08-01-2023 14:05:19.961678,"(6.0, 9.8, 9.32)","(10.0, 13.0, 12.130434782608695)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.629090909090909)","(6.5, 6.4, 6.290909090909091)","(3.5, 5.1, 5.08433734939759)","(4.4, 4.2, 4.108035714285714)","(9.0, 11.0, 10.209302325581396)"
08-01-2023 14:05:20.995323,"(6.0, 9.8, 9.08)","(10.0, 13.0, 12.130434782608695)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.629090909090909)","(6.5, 6.4, 6.290909090909091)","(3.5, 5.1, 5.08433734939759)","(4.4, 4.2, 4.108035714285714)","(9.0, 11.0, 10.209302325581396)"
08-01-2023 14:05:22.062946,"(6.0, 9.8, 9.08)","(10.0, 13.0, 12.130434782608695)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.629090909090909)","(6.5, 6.4, 6.290909090909091)","(3.5, 5.1, 5.08433734939759)","(4.4, 4.2, 4.108035714285714)","(9.0, 11.0, 10.209302325581396)"
08-01-2023 14:05:23.176652,"(6.0, 9.8, 9.533333333333333)","(10.0, 13.0, 12.314285714285715)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.629090909090909)","(6.5, 6.4, 6.2677966101694915)","(3.5, 5.2, 5.086419753086419)","(4.4, 4.2, 4.104587155963302)","(9.0, 11.0, 10.209302325581396)"
08-01-2023 14:05:24.261727,"(6.0, 9.8, 9.533333333333333)","(10.0, 13.0, 12.25)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.629090909090909)","(6.5, 6.4, 6.2677966101694915)","(3.5, 5.1, 5.086419753086419)","(4.4, 4.2, 4.104587155963302)","(9.0, 11.0, 10.209302325581396)"
08-01-2023 14:05:25.473747,"(6.0, 9.8, 9.533333333333333)","(10.0, 13.0, 12.25)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.629090909090909)","(6.5, 6.6, 6.443589743589744)","(3.5, 5.1, 5.075294117647059)","(4.4, 4.2, 4.105882352941176)","(9.0, 11.0, 10.209302325581396)"
08-01-2023 14:05:26.662603,"(6.0, 9.8, 9.533333333333333)","(10.0, 13.0, 12.15625)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.629090909090909)","(6.5, 6.6, 6.356164383561644)","(3.5, 5.1, 5.075294117647059)","(4.4, 4.2, 4.105882352941176)","(9.0, 11.0, 10.209302325581396)"
08-01-2023 14:05:27.894590,"(6.0, 9.8, 9.533333333333333)","(10.0, 13.0, 12.15625)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.625925925925925)","(6.5, 6.4, 6.356164383561644)","(3.5, 5.1, 5.075862068965517)","(4.4, 4.2, 4.105882352941176)","(9.0, 11.0, 10.209302325581396)"
08-01-2023 14:05:28.971774,"(6.0, 9.8, 9.418181818181818)","(10.0, 13.0, 12.15625)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.625925925925925)","(6.5, 6.4, 6.214285714285714)","(3.5, 5.1, 5.072727272727272)","(4.4, 4.2, 4.105882352941176)","(9.0, 11.0, 10.527777777777779)"
08-01-2023 14:05:30.028950,"(6.0, 9.8, 9.418181818181818)","(10.0, 13.0, 12.15625)","(51.0, 120.0, 102.5)","(6.0, 8.8, 8.625925925925925)","(6.5, 6.4, 6.183177570093458)","(3.5, 5.1, 5.072727272727272)","(4.4, 4.2, 4.113978494623655)","(9.0, 11.0, 10.575)"
08-01-2023 14:05:31.113497,"(6.5, 9.8, 9.418181818181818)","(11.0, 13.0, 12.15625)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.645901639344261)","(6.0, 6.2, 6.151937984496124)","(3.9, 5.1, 5.078787878787878)","(4.0, 4.2, 4.113978494623655)","(8.5, 11.0, 10.575)"
08-01-2023 14:05:32.297262,"(6.5, 9.8, 9.5375)","(11.0, 13.0, 12.15625)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.65079365079365)","(6.0, 6.2, 6.112781954887218)","(3.9, 5.1, 5.154347826086957)","(4.0, 4.2, 4.113978494623655)","(8.5, 11.0, 10.575)"
08-01-2023 14:05:33.444262,"(6.5, 9.8, 9.52)","(11.0, 13.0, 12.15625)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.653333333333332)","(6.0, 6.2, 6.10381679389313)","(3.9, 5.2, 5.194545454545454)","(4.0, 4.2, 4.126760563380281)","(8.5, 11.0, 10.575)"
08-01-2023 14:05:34.554265,"(6.5, 9.8, 9.492307692307692)","(11.0, 12.5, 12.25)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.608695652173912)","(6.0, 6.2, 6.111888111888112)","(3.9, 5.2, 5.194545454545454)","(4.0, 4.3, 4.128787878787879)","(8.5, 11.0, 10.575)"
08-01-2023 14:05:35.624000,"(6.5, 9.8, 9.492307692307692)","(11.0, 12.5, 12.25)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.608695652173912)","(6.0, 6.2, 6.11)","(3.9, 5.2, 5.194545454545454)","(4.0, 4.3, 4.128358208955223)","(8.5, 11.0, 10.575)"
08-01-2023 14:05:36.671233,"(6.5, 9.8, 9.492307692307692)","(11.0, 12.5, 12.25)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.63076923076923)","(6.0, 6.2, 6.11)","(3.9, 5.2, 5.194545454545454)","(4.0, 4.3, 4.149206349206349)","(8.5, 11.0, 10.575)"
08-01-2023 14:05:37.764795,"(6.5, 9.8, 9.571428571428571)","(10.0, 12.5, 12.3125)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.63076923076923)","(6.0, 6.2, 6.092307692307692)","(4.0, 5.2, 5.194545454545454)","(3.9, 4.2, 4.108510638297872)","(9.0, 11.0, 10.575)"
08-01-2023 14:05:38.853810,"(6.5, 9.8, 9.571428571428571)","(10.0, 13.0, 12.363636363636363)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.63076923076923)","(6.0, 6.2, 6.074545454545454)","(4.0, 5.2, 5.193333333333333)","(3.9, 4.2, 4.108510638297872)","(9.0, 11.0, 10.575)"
08-01-2023 14:05:40.013615,"(6.5, 9.8, 9.571428571428571)","(10.0, 13.0, 12.941176470588236)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.642105263157895)","(6.0, 6.2, 6.04954128440367)","(4.0, 5.2, 5.193333333333333)","(3.9, 4.2, 4.108510638297872)","(9.0, 11.0, 10.557692307692308)"
08-01-2023 14:05:41.141546,"(6.5, 9.8, 9.571428571428571)","(10.0, 13.5, 12.994736842105263)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.642105263157895)","(6.0, 6.2, 6.04954128440367)","(4.0, 5.2, 5.193333333333333)","(3.9, 4.2, 4.108510638297872)","(9.0, 11.0, 10.557692307692308)"
08-01-2023 14:05:42.254777,"(6.5, 9.8, 9.571428571428571)","(10.0, 13.5, 12.994736842105263)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.642105263157895)","(6.0, 6.2, 6.07027027027027)","(4.0, 5.2, 5.194)","(3.9, 4.2, 4.1394366197183095)","(9.0, 11.0, 10.557692307692308)"
08-01-2023 14:05:43.305044,"(6.5, 10.0, 9.815384615384616)","(10.0, 13.0, 12.578947368421053)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.663636363636364)","(6.0, 6.2, 6.07027027027027)","(4.0, 5.2, 5.194)","(3.9, 4.2, 4.1394366197183095)","(9.0, 11.0, 10.557692307692308)"
08-01-2023 14:05:44.377028,"(6.5, 10.0, 9.815384615384616)","(10.0, 13.0, 12.578947368421053)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.651428571428571)","(6.0, 6.2, 5.957142857142857)","(4.0, 5.2, 5.1814285714285715)","(3.9, 4.2, 4.2379310344827585)","(9.0, 11.0, 10.520833333333334)"
08-01-2023 14:05:45.496774,"(6.5, 10.0, 9.85)","(10.0, 12.5, 12.4)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.651428571428571)","(6.0, 6.0, 5.94)","(4.0, 5.2, 5.18375)","(3.9, 4.3, 4.245901639344262)","(9.0, 11.0, 10.416666666666666)"
08-01-2023 14:05:46.642272,"(6.5, 10.0, 9.85)","(10.0, 12.5, 12.4)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.651428571428571)","(6.0, 6.0, 5.9625)","(4.0, 5.2, 5.18375)","(3.9, 4.3, 4.245901639344262)","(9.0, 10.5, 10.416666666666666)"
08-01-2023 14:05:47.766803,"(6.5, 10.0, 9.85)","(10.0, 12.5, 12.4)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.651428571428571)","(6.0, 6.0, 5.9625)","(4.0, 5.2, 5.195714285714286)","(3.8, 4.3, 4.245901639344262)","(9.0, 10.5, 10.416666666666666)"
08-01-2023 14:05:48.887880,"(6.5, 10.0, 9.85)","(10.0, 12.5, 12.366666666666667)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.651428571428571)","(6.0, 6.0, 5.9625)","(4.0, 5.2, 5.195714285714286)","(3.8, 4.3, 4.245901639344262)","(9.0, 10.5, 10.416666666666666)"
08-01-2023 14:05:49.926146,"(6.5, 10.0, 9.85)","(10.0, 12.5, 12.366666666666667)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.647058823529411)","(6.0, 6.0, 5.951428571428572)","(4.0, 5.2, 5.23009708737864)","(3.8, 4.3, 4.256)","(9.0, 10.5, 10.432098765432098)"
08-01-2023 14:05:50.970506,"(6.5, 10.0, 9.77142857142857)","(10.0, 12.5, 12.4)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.647058823529411)","(6.0, 6.0, 5.951428571428572)","(4.0, 5.3, 5.23009708737864)","(3.8, 4.3, 4.256)","(9.0, 11.0, 10.432098765432098)"
08-01-2023 14:05:52.043221,"(6.5, 10.0, 9.77142857142857)","(10.0, 12.5, 12.4)","(51.0, 120.0, 102.5)","(6.5, 8.6, 8.556521739130435)","(6.0, 5.8, 5.788571428571428)","(4.0, 5.3, 5.2846153846153845)","(3.8, 4.3, 4.256)","(9.0, 11.0, 10.432098765432098)"
08-01-2023 14:05:53.158750,"(6.5, 10.0, 9.77142857142857)","(10.0, 12.5, 12.4)","(51.0, 120.0, 102.5)","(6.5, 8.6, 8.556521739130435)","(6.0, 5.9, 5.838775510204082)","(4.2, 5.3, 5.282716049382716)","(3.8, 4.3, 4.24375)","(8.5, 11.0, 10.432098765432098)"
08-01-2023 14:05:54.324401,"(6.5, 10.0, 9.77142857142857)","(10.0, 12.5, 12.4)","(51.0, 120.0, 102.5)","(6.5, 8.6, 8.556521739130435)","(6.0, 6.0, 5.858620689655172)","(4.2, 5.4, 5.34)","(3.8, 4.3, 4.240659340659341)","(8.5, 11.0, 10.59433962264151)"
08-01-2023 14:05:55.458032,"(6.5, 10.0, 9.77142857142857)","(10.0, 12.5, 12.409090909090908)","(51.0, 120.0, 102.5)","(6.5, 8.6, 8.556521739130435)","(6.0, 6.0, 5.882857142857143)","(4.2, 5.4, 5.34)","(3.8, 4.3, 4.268518518518518)","(8.5, 11.0, 10.658730158730158)"
08-01-2023 14:05:56.526591,"(6.5, 10.0, 9.77142857142857)","(10.0, 12.5, 12.409090909090908)","(51.0, 120.0, 102.5)","(6.5, 8.6, 8.544444444444444)","(6.0, 6.0, 5.854716981132076)","(4.2, 5.4, 5.34)","(3.8, 4.2, 4.328915662650602)","(9.0, 11.0, 10.658730158730158)"
08-01-2023 14:05:57.556752,"(6.5, 10.0, 9.77142857142857)","(10.0, 12.5, 12.409090909090908)","(51.0, 120.0, 102.5)","(6.5, 8.6, 8.60377358490566)","(6.0, 5.9, 5.775555555555555)","(4.2, 5.4, 5.38421052631579)","(3.8, 4.4, 4.221794871794872)","(9.0, 11.0, 10.507936507936508)"
08-01-2023 14:05:58.643721,"(6.5, 10.0, 9.822222222222223)","(10.0, 12.5, 12.318181818181818)","(51.0, 120.0, 102.5)","(6.5, 8.8, 8.60377358490566)","(6.0, 5.8, 5.7)","(4.2, 5.4, 5.42608695652174)","(3.8, 4.3, 4.228235294117647)","(9.0, 11.0, 10.361702127659575)"
08-01-2023 14:05:59.777222,"(7.0, 10.0, 9.822222222222223)","(10.0, 12.5, 12.318181818181818)","(51.0, 110.0, 100.0)","(6.5, 8.8, 8.60377358490566)","(6.0, 5.7, 5.6869565217391305)","(4.2, 5.5, 5.433333333333334)","(3.7, 4.3, 4.3127819548872175)","(8.5, 10.5, 10.36734693877551)"
08-01-2023 14:06:00.888604,"(7.0, 10.0, 9.811764705882354)","(10.0, 12.5, 12.318181818181818)","(51.0, 100.0, 92.5)","(6.5, 8.8, 8.60377358490566)","(6.0, 5.7, 5.6869565217391305)","(4.2, 5.5, 5.433333333333334)","(3.7, 4.4, 4.24635761589404)","(8.5, 10.5, 10.36734693877551)"
08-01-2023 14:06:01.967565,"(7.0, 10.0, 9.811764705882354)","(10.0, 12.5, 12.318181818181818)","(51.0, 100.0, 92.5)","(6.5, 8.8, 8.60377358490566)","(6.0, 5.7, 5.704046242774567)","(4.2, 5.5, 5.485714285714286)","(3.7, 4.4, 4.258823529411765)","(8.5, 10.5, 10.44)"
08-01-2023 14:06:03.017770,"(7.0, 10.0, 9.811764705882354)","(10.0, 12.5, 12.42)","(51.0, 100.0, 92.5)","(6.5, 8.8, 8.60377358490566)","(6.0, 5.8, 5.704046242774567)","(4.2, 5.5, 5.485714285714286)","(3.7, 4.4, 4.258974358974359)","(8.5, 10.5, 10.385964912280702)"
08-01-2023 14:06:04.113164,"(7.0, 10.0, 9.811764705882354)","(10.0, 12.5, 12.42)","(51.0, 95.0, 88.33333333333333)","(6.5, 8.6, 8.56875)","(6.0, 5.8, 5.8160493827160495)","(4.2, 5.5, 5.334065934065934)","(3.7, 4.4, 4.3136363636363635)","(8.5, 10.5, 10.44)"
08-01-2023 14:06:05.185419,"(7.0, 10.0, 9.75)","(10.0, 12.5, 12.42)","(51.0, 95.0, 85.9090909090909)","(6.5, 8.6, 8.56875)","(6.0, 5.9, 5.82)","(4.2, 5.4, 5.290909090909091)","(3.7, 4.4, 4.350909090909091)","(8.5, 10.5, 10.44)"
08-01-2023 14:06:06.291744,"(7.0, 10.5, 9.87)","(10.0, 12.5, 12.42)","(51.0, 95.0, 85.9090909090909)","(6.5, 8.6, 8.56875)","(6.0, 5.9, 5.82)","(4.2, 5.3, 5.290909090909091)","(3.7, 4.4, 4.350909090909091)","(8.5, 10.5, 10.44)"
08-01-2023 14:06:07.363183,"(7.0, 10.5, 9.93404255319149)","(10.0, 12.5, 12.42)","(51.0, 95.0, 85.9090909090909)","(6.5, 8.6, 8.56875)","(6.0, 5.9, 5.82)","(4.2, 5.3, 5.289108910891089)","(3.7, 4.4, 4.346666666666667)","(8.5, 10.5, 10.44)"
08-01-2023 14:06:08.395154,"(7.0, 10.5, 9.918867924528303)","(10.0, 12.5, 12.42)","(51.0, 95.0, 85.9090909090909)","(6.5, 8.6, 8.56875)","(6.0, 5.9, 5.853225806451613)","(4.2, 5.3, 5.288172043010753)","(3.7, 4.4, 4.346666666666667)","(8.5, 10.5, 10.37)"
08-01-2023 14:06:09.396834,"(7.0, 10.5, 9.918867924528303)","(10.0, 12.5, 12.42)","(51.0, 95.0, 85.9090909090909)","(6.5, 8.6, 8.56875)","(6.0, 5.9, 5.831884057971014)","(4.2, 5.3, 5.284810126582278)","(3.7, 4.4, 4.34578313253012)","(8.5, 10.5, 10.389830508474576)"
08-01-2023 14:06:10.473560,"(7.0, 10.5, 9.918867924528303)","(10.0, 12.5, 12.42)","(51.0, 95.0, 85.58823529411765)","(6.5, 8.6, 8.56875)","(6.0, 5.9, 5.862857142857143)","(4.2, 5.3, 5.284810126582278)","(3.7, 4.4, 4.34578313253012)","(8.5, 10.5, 10.389830508474576)"
08-01-2023 14:06:11.651094,"(7.0, 10.5, 9.918867924528303)","(10.0, 12.5, 12.362068965517242)","(51.0, 95.0, 85.58823529411765)","(6.5, 8.6, 8.56875)","(6.0, 5.9, 5.876785714285715)","(4.2, 5.3, 5.284810126582278)","(3.7, 4.4, 4.348717948717948)","(8.5, 10.5, 10.389830508474576)"
08-01-2023 14:06:12.812118,"(7.0, 10.5, 10.01923076923077)","(10.0, 12.5, 12.30952380952381)","(51.0, 95.0, 85.58823529411765)","(6.5, 8.6, 8.56875)","(6.0, 6.0, 5.886486486486486)","(4.2, 5.3, 5.247826086956522)","(3.7, 4.4, 4.348717948717948)","(8.5, 10.5, 10.389830508474576)"
08-01-2023 14:06:13.952470,"(7.0, 10.5, 10.1)","(10.0, 12.5, 12.30952380952381)","(51.0, 95.0, 85.58823529411765)","(6.5, 8.6, 8.56875)","(6.0, 6.0, 5.86530612244898)","(4.2, 5.3, 5.247826086956522)","(3.7, 4.4, 4.348717948717948)","(8.5, 10.5, 10.305555555555555)"
08-01-2023 14:06:15.064072,"(7.0, 10.5, 10.1)","(10.0, 12.5, 12.30952380952381)","(51.0, 95.0, 85.58823529411765)","(6.5, 8.6, 8.56875)","(6.0, 5.9, 5.86530612244898)","(4.2, 5.3, 5.247826086956522)","(3.7, 4.4, 4.352941176470589)","(8.5, 10.5, 10.305555555555555)"
08-01-2023 14:06:16.203146,"(7.0, 10.5, 10.1)","(10.0, 12.5, 12.30952380952381)","(51.0, 95.0, 85.58823529411765)","(6.5, 8.6, 8.56875)","(6.0, 5.9, 5.86530612244898)","(4.2, 5.3, 5.242307692307692)","(3.7, 4.4, 4.352941176470589)","(8.5, 10.5, 10.27659574468085)"
