,Comical Cyndie,Go Hard Son,Thumbs Up,Mahuika,Once Again,Clever Eva,Trinity Ann,Shes A Cracker
11-01-2023 14:19:10.975424,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:12.083845,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:13.109780,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:14.194933,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:15.278933,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:16.351788,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:17.382968,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:18.417229,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:19.443486,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:20.507977,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:21.543978,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:22.665464,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:23.770450,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:24.842798,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:25.883502,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:26.905575,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:27.924339,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:28.947059,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:30.073820,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:31.165979,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:32.293811,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:33.342413,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:34.458525,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:35.495851,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:36.549181,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:37.634633,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:38.759633,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:39.935771,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:41.019455,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:42.096637,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:43.249986,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:44.330661,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:45.405798,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:46.446761,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:47.502942,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:48.591310,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:49.647797,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:50.687529,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:51.692079,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:52.751667,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:53.892200,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:54.948481,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:56.028465,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:57.122027,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:58.210920,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:19:59.225946,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:00.260181,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:01.344679,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:02.464075,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:03.618392,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:04.725800,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:05.823156,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:06.844755,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:07.873021,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:08.901139,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:09.968870,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:11.057467,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:12.184784,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:13.292453,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:14.321657,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:15.399613,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:16.461936,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:17.541433,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:18.656998,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:19.688209,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:20.734597,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:21.807877,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:22.899587,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:24.069569,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:25.167795,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:26.435344,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:27.586800,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:28.671910,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:29.772413,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:30.901562,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:32.050425,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:33.170447,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:34.293589,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:35.438235,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:36.529951,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:37.659493,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:38.796037,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:39.897207,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
11-01-2023 14:20:40.966734,"(1.35, 1.44, 1.4305555555555556)","(31.0, 450.0, 366.4)","(8.5, 17.0, 16.511111111111113)","(4.6, 7.8, 6.4)","(18.0, 190.0, 165.35714285714286)","(13.0, 32.0, 29.4375)","(101.0, 750.0, 617.0)","(14.0, 140.0, 121.78571428571429)"
