,Scarletts Gem,Raja Ampat,His Keen,Seabrook Baker,Tommy Tuna,Im Full On,Chilli Cherry
12-01-2023 14:11:09.863893,"(4.6, 9.8, 5.942857142857143)","(51.0, 450.0, 261.4666666666667)","(1.5, 1.8, 1.5946666666666667)","(91.0, 650.0, 595.0)","(7.5, 14.0, 12.133333333333333)","(51.0, 390.0, 145.76470588235293)","(4.4, 9.0, 7.492307692307692)"
12-01-2023 14:11:11.118718,"(4.6, 9.8, 5.942857142857143)","(51.0, 400.0, 360.6666666666667)","(1.5, 1.78, 1.5388235294117647)","(91.0, 650.0, 453.57142857142856)","(7.5, 14.0, 12.133333333333333)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.8, 6.175)"
12-01-2023 14:11:12.320053,"(4.6, 9.8, 5.942857142857143)","(51.0, 400.0, 360.6666666666667)","(1.5, 1.76, 1.68)","(91.0, 650.0, 453.57142857142856)","(7.5, 14.0, 12.10909090909091)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.8, 7.08)"
12-01-2023 14:11:13.559235,"(4.6, 9.8, 5.942857142857143)","(51.0, 400.0, 360.6666666666667)","(1.5, 1.77, 1.536)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.5, 11.23076923076923)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.6, 7.365)"
12-01-2023 14:11:14.791797,"(4.6, 9.8, 5.942857142857143)","(51.0, 400.0, 360.6666666666667)","(1.5, 1.76, 1.5353333333333334)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 11.23076923076923)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.8, 7.365)"
12-01-2023 14:11:16.026526,"(4.6, 9.8, 7.114285714285714)","(51.0, 400.0, 360.6666666666667)","(1.5, 1.75, 1.5353333333333334)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 11.23076923076923)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.8, 6.254545454545455)"
12-01-2023 14:11:17.257318,"(4.6, 9.8, 6.028571428571429)","(51.0, 400.0, 360.6666666666667)","(1.5, 1.74, 1.5165714285714287)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.25)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.8, 7.4)"
12-01-2023 14:11:18.468679,"(4.6, 9.8, 7.5600000000000005)","(51.0, 400.0, 360.6666666666667)","(1.5, 1.51, 1.6175862068965516)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.444444444444445)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.8, 6.172727272727273)"
12-01-2023 14:11:19.657992,"(4.6, 9.8, 6.28)","(51.0, 400.0, 360.6666666666667)","(1.5, 1.72, 1.531)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.375)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.4, 6.172727272727273)"
12-01-2023 14:11:20.793201,"(4.6, 9.8, 6.28)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.14, 1.652)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.375)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.4, 6.172727272727273)"
12-01-2023 14:11:21.901532,"(4.6, 9.8, 6.28)","(51.0, 400.0, 360.6666666666667)","(1.5, 1.68, 1.652)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.818181818181818)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.4, 6.172727272727273)"
12-01-2023 14:11:22.970355,"(4.6, 9.8, 6.28)","(51.0, 400.0, 360.6666666666667)","(1.5, 1.68, 1.64)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.333333333333332)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.4, 6.172727272727273)"
12-01-2023 14:11:24.057676,"(4.6, 9.8, 6.28)","(51.0, 400.0, 360.6666666666667)","(1.5, 1.68, 1.6466666666666667)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.444444444444445)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.4, 6.172727272727273)"
12-01-2023 14:11:25.354947,"(4.6, 9.8, 6.28)","(51.0, 450.0, 261.4666666666667)","(1.5, 2.12, 1.9200000000000002)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.444444444444445)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.4, 6.172727272727273)"
12-01-2023 14:11:26.556830,"(4.6, 9.8, 5.96)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.08, 1.9333333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.444444444444445)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.4, 6.1)"
12-01-2023 14:11:27.798343,"(4.6, 9.8, 6.28)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.08, 2.068974358974359)","(91.0, 650.0, 595.0)","(7.5, 13.0, 10.444444444444445)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.2, 6.1)"
12-01-2023 14:11:29.027394,"(4.6, 9.8, 6.28)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.08, 2.065357142857143)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.444444444444445)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.2, 6.1)"
12-01-2023 14:11:30.256851,"(4.6, 9.8, 6.28)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.08, 1.88)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.444444444444445)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.2, 6.1)"
12-01-2023 14:11:31.614048,"(4.6, 9.8, 6.28)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.08, 2.0667857142857144)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.444444444444445)","(51.0, 390.0, 145.76470588235293)","(4.4, 8.2, 6.1)"
12-01-2023 14:11:33.044399,"(4.6, 9.8, 6.28)","(51.0, 400.0, 325.27272727272725)","(1.5, 2.08, 1.9)","(91.0, 650.0, 480.7692307692308)","(7.5, 13.0, 10.125)","(51.0, 390.0, 257.3333333333333)","(4.4, 8.2, 6.1)"
12-01-2023 14:11:34.336928,"(4.6, 9.8, 6.28)","(51.0, 430.0, 387.3333333333333)","(1.5, 2.08, 1.9)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.6)","(51.0, 300.0, 247.75)","(4.4, 8.2, 6.027272727272727)"
12-01-2023 14:11:35.535155,"(4.6, 9.8, 6.28)","(51.0, 430.0, 387.3333333333333)","(1.5, 2.08, 1.9)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 8.833333333333334)","(51.0, 370.0, 247.75)","(4.4, 8.0, 6.027272727272727)"
12-01-2023 14:11:36.913236,"(4.6, 9.8, 7.114285714285714)","(51.0, 430.0, 360.6666666666667)","(1.5, 2.08, 1.9)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.6)","(51.0, 370.0, 247.75)","(4.4, 8.0, 6.027272727272727)"
12-01-2023 14:11:38.693970,"(4.6, 9.8, 6.28)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.08, 1.9)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.125)","(51.0, 370.0, 247.75)","(4.4, 8.0, 6.027272727272727)"
12-01-2023 14:11:39.991535,"(4.6, 9.8, 6.28)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.08, 1.9)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.125)","(51.0, 370.0, 187.63636363636363)","(4.4, 8.0, 6.027272727272727)"
12-01-2023 14:11:41.168682,"(4.6, 9.8, 6.28)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.08, 1.9)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 9.927272727272726)","(51.0, 360.0, 187.63636363636363)","(4.4, 8.0, 7.366666666666667)"
12-01-2023 14:11:42.240965,"(4.6, 9.8, 6.28)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.08, 1.9)","(91.0, 650.0, 453.57142857142856)","(7.5, 12.0, 9.927272727272726)","(51.0, 360.0, 183.0909090909091)","(4.4, 8.6, 5.954545454545455)"
12-01-2023 14:11:43.441179,"(4.6, 9.8, 6.2)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.08, 1.9)","(91.0, 650.0, 453.57142857142856)","(7.5, 12.0, 9.927272727272726)","(51.0, 350.0, 183.0909090909091)","(4.4, 7.8, 5.954545454545455)"
12-01-2023 14:11:44.676252,"(4.6, 9.8, 6.2)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.08, 1.9925000000000002)","(91.0, 650.0, 453.57142857142856)","(7.5, 12.0, 9.927272727272726)","(51.0, 350.0, 202.88888888888889)","(4.4, 7.8, 5.954545454545455)"
12-01-2023 14:11:45.818464,"(4.6, 9.8, 6.4399999999999995)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.08, 1.9925000000000002)","(91.0, 650.0, 453.57142857142856)","(7.5, 12.0, 8.571428571428571)","(51.0, 330.0, 174.0)","(4.4, 7.8, 5.954545454545455)"
12-01-2023 14:11:47.084680,"(4.6, 9.8, 6.12)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.0, 1.765625)","(91.0, 650.0, 453.57142857142856)","(7.5, 12.0, 9.6)","(51.0, 330.0, 174.0)","(4.4, 7.8, 5.954545454545455)"
12-01-2023 14:11:48.343441,"(4.6, 9.8, 6.12)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.0, 1.8083333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 12.0, 9.6)","(51.0, 330.0, 174.0)","(4.4, 7.8, 5.954545454545455)"
12-01-2023 14:11:49.623150,"(4.6, 9.8, 6.12)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.0, 1.803125)","(91.0, 650.0, 453.57142857142856)","(7.5, 12.0, 10.0)","(51.0, 330.0, 174.0)","(4.4, 7.8, 5.881818181818182)"
12-01-2023 14:11:50.941751,"(4.6, 9.8, 6.454545454545455)","(51.0, 400.0, 360.6666666666667)","(1.5, 2.0, 1.8218750000000001)","(91.0, 650.0, 438.46153846153845)","(7.5, 12.0, 10.0)","(51.0, 330.0, 174.0)","(4.4, 7.6, 5.881818181818182)"
12-01-2023 14:11:52.272643,"(4.6, 11.0, 6.781818181818181)","(51.0, 400.0, 259.7142857142857)","(1.5, 2.0, 1.8218750000000001)","(91.0, 650.0, 480.7692307692308)","(7.5, 12.0, 8.571428571428571)","(51.0, 330.0, 174.0)","(4.4, 7.6, 6.405882352941177)"
12-01-2023 14:11:53.610902,"(4.6, 11.0, 6.781818181818181)","(51.0, 420.0, 259.7142857142857)","(1.5, 2.0, 1.8218750000000001)","(91.0, 650.0, 453.57142857142856)","(7.5, 12.0, 9.6)","(51.0, 330.0, 174.0)","(4.4, 7.6, 5.818181818181818)"
12-01-2023 14:11:54.772582,"(4.6, 11.0, 6.781818181818181)","(51.0, 420.0, 259.7142857142857)","(1.5, 2.0, 1.8218750000000001)","(91.0, 650.0, 453.57142857142856)","(7.5, 12.0, 10.18)","(51.0, 330.0, 174.0)","(4.4, 7.6, 5.818181818181818)"
12-01-2023 14:11:55.918737,"(4.6, 11.0, 6.781818181818181)","(51.0, 400.0, 303.45454545454544)","(1.5, 2.0, 1.8218750000000001)","(91.0, 650.0, 453.57142857142856)","(7.5, 11.5, 10.18)","(51.0, 330.0, 174.0)","(4.4, 7.6, 5.818181818181818)"
12-01-2023 14:11:57.144123,"(4.6, 11.0, 8.56)","(51.0, 400.0, 303.45454545454544)","(1.5, 2.0, 1.945)","(91.0, 650.0, 453.57142857142856)","(7.5, 11.5, 10.18)","(51.0, 330.0, 174.0)","(4.4, 7.6, 6.311111111111111)"
12-01-2023 14:11:58.216774,"(4.6, 11.0, 8.377777777777776)","(51.0, 400.0, 303.45454545454544)","(1.5, 2.08, 1.945)","(91.0, 650.0, 453.57142857142856)","(7.5, 11.5, 10.18)","(51.0, 330.0, 174.0)","(4.4, 8.2, 6.109090909090909)"
12-01-2023 14:11:59.373581,"(4.6, 11.0, 8.377777777777776)","(51.0, 400.0, 234.8)","(1.5, 1.81, 2.042222222222222)","(91.0, 650.0, 453.57142857142856)","(7.5, 11.5, 10.18)","(51.0, 330.0, 174.0)","(4.4, 8.4, 7.015384615384615)"
12-01-2023 14:12:00.635775,"(4.6, 10.5, 9.6)","(51.0, 400.0, 212.58823529411765)","(1.5, 2.08, 1.9925000000000002)","(91.0, 650.0, 453.57142857142856)","(7.5, 11.5, 9.4375)","(51.0, 330.0, 174.0)","(4.4, 8.4, 7.015384615384615)"
12-01-2023 14:12:01.847476,"(4.6, 10.5, 9.6)","(51.0, 400.0, 212.58823529411765)","(1.5, 2.08, 1.9925000000000002)","(91.0, 650.0, 453.57142857142856)","(7.5, 11.5, 9.4375)","(51.0, 330.0, 174.0)","(4.4, 8.4, 7.015384615384615)"
12-01-2023 14:12:03.058105,"(4.6, 10.5, 9.6)","(51.0, 390.0, 275.33333333333337)","(1.5, 2.08, 1.9925000000000002)","(91.0, 650.0, 453.57142857142856)","(7.5, 11.5, 9.307692307692307)","(51.0, 330.0, 174.0)","(4.4, 8.4, 7.015384615384615)"
12-01-2023 14:12:04.293431,"(4.6, 10.5, 9.6)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.08, 1.875)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 9.79)","(51.0, 330.0, 174.0)","(4.4, 8.4, 7.015384615384615)"
12-01-2023 14:12:05.564556,"(4.6, 10.5, 9.6)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.875)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.5, 11.08)","(51.0, 330.0, 174.0)","(4.4, 8.4, 7.015384615384615)"
12-01-2023 14:12:06.809591,"(4.6, 10.5, 9.6)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.875)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 11.08)","(51.0, 330.0, 174.0)","(4.4, 8.4, 7.015384615384615)"
12-01-2023 14:12:08.089697,"(4.6, 10.5, 9.6)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.875)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 11.08)","(51.0, 330.0, 174.0)","(4.4, 8.4, 7.015384615384615)"
12-01-2023 14:12:09.574503,"(4.6, 10.5, 9.6)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.875)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 11.08)","(51.0, 330.0, 174.0)","(4.4, 8.4, 7.015384615384615)"
12-01-2023 14:12:10.836053,"(4.6, 10.5, 9.6)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.875)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 11.08)","(51.0, 330.0, 174.0)","(4.4, 8.4, 7.015384615384615)"
12-01-2023 14:12:12.299392,"(4.6, 10.5, 9.6)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.875)","(91.0, 650.0, 453.57142857142856)","(7.5, 13.0, 10.35)","(51.0, 330.0, 174.0)","(4.4, 8.4, 5.866666666666667)"
12-01-2023 14:12:13.438020,"(4.6, 9.8, 7.236363636363636)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.875)","(91.0, 650.0, 595.0)","(7.5, 12.5, 10.35)","(51.0, 330.0, 174.0)","(4.4, 8.4, 6.222222222222222)"
12-01-2023 14:12:14.603457,"(4.6, 9.8, 7.236363636363636)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.875)","(91.0, 650.0, 595.0)","(7.5, 12.5, 10.35)","(51.0, 330.0, 174.0)","(4.4, 8.0, 6.222222222222222)"
12-01-2023 14:12:15.709276,"(4.6, 9.8, 7.236363636363636)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.875)","(91.0, 650.0, 595.0)","(7.5, 12.5, 9.625)","(51.0, 330.0, 174.0)","(4.4, 8.0, 6.222222222222222)"
12-01-2023 14:12:16.963204,"(4.6, 9.8, 7.236363636363636)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.875)","(91.0, 650.0, 595.0)","(7.5, 12.0, 10.18)","(51.0, 330.0, 174.0)","(4.4, 8.0, 6.222222222222222)"
12-01-2023 14:12:18.200654,"(4.6, 9.8, 7.236363636363636)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.875)","(91.0, 650.0, 595.0)","(7.5, 11.5, 10.18)","(51.0, 330.0, 174.0)","(4.4, 8.0, 6.222222222222222)"
12-01-2023 14:12:19.407253,"(4.6, 9.8, 7.236363636363636)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.875)","(91.0, 650.0, 595.0)","(7.5, 11.5, 9.133333333333333)","(51.0, 330.0, 174.0)","(4.4, 8.0, 5.933333333333334)"
12-01-2023 14:12:20.640141,"(4.6, 9.8, 6.552941176470588)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.875)","(91.0, 650.0, 595.0)","(7.5, 11.0, 9.133333333333333)","(51.0, 330.0, 174.0)","(4.4, 8.0, 5.6923076923076925)"
12-01-2023 14:12:21.880313,"(4.6, 9.8, 6.552941176470588)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.863846153846154)","(91.0, 650.0, 595.0)","(7.5, 11.0, 8.846153846153845)","(51.0, 330.0, 174.0)","(4.4, 8.0, 5.8)"
12-01-2023 14:12:23.129219,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 11.0, 8.846153846153845)","(51.0, 330.0, 174.0)","(4.4, 7.6, 5.8)"
12-01-2023 14:12:24.356674,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 11.0, 9.58)","(51.0, 330.0, 174.0)","(4.4, 7.6, 6.844444444444445)"
12-01-2023 14:12:25.543538,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 10.5, 9.58)","(51.0, 330.0, 174.0)","(4.4, 7.4, 6.125)"
12-01-2023 14:12:26.730038,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 10.5, 8.966666666666667)","(51.0, 330.0, 174.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:27.917537,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 10.5, 8.966666666666667)","(51.0, 330.0, 174.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:29.112612,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 10.5, 8.966666666666667)","(51.0, 330.0, 174.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:30.294171,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 10.5, 8.966666666666667)","(51.0, 330.0, 174.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:31.432647,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 10.5, 8.966666666666667)","(51.0, 330.0, 174.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:32.594352,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 10.5, 9.28)","(51.0, 330.0, 182.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:33.729629,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 10.0, 8.799999999999999)","(51.0, 320.0, 226.85714285714283)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:34.888021,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 10.0, 8.799999999999999)","(51.0, 300.0, 154.83333333333334)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:36.031918,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 10.0, 8.799999999999999)","(51.0, 310.0, 139.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:37.137387,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 10.0, 8.799999999999999)","(51.0, 310.0, 139.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:38.333730,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 10.0, 8.799999999999999)","(51.0, 310.0, 139.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:39.554736,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 10.0, 8.799999999999999)","(51.0, 310.0, 139.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:40.685757,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 10.0, 9.1)","(51.0, 310.0, 139.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:41.969311,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 595.0)","(7.5, 10.0, 8.733333333333333)","(51.0, 310.0, 139.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:43.110373,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 595.0)","(7.5, 9.8, 8.733333333333333)","(51.0, 310.0, 139.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:44.186674,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 595.0)","(7.5, 9.8, 9.16)","(51.0, 310.0, 139.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:45.210280,"(4.6, 9.8, 6.3500000000000005)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 595.0)","(7.5, 9.8, 9.16)","(51.0, 310.0, 139.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:46.326288,"(4.6, 9.8, 5.829411764705882)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 595.0)","(7.5, 9.8, 9.16)","(51.0, 310.0, 139.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:47.369096,"(4.6, 9.8, 5.829411764705882)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 9.8, 9.16)","(51.0, 310.0, 139.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:48.535804,"(4.6, 9.8, 5.829411764705882)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 9.8, 8.899999999999999)","(51.0, 310.0, 139.0)","(4.4, 7.0, 6.125)"
12-01-2023 14:12:49.574441,"(4.6, 9.8, 5.829411764705882)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.9233333333333333)","(91.0, 650.0, 453.57142857142856)","(7.5, 9.6, 8.899999999999999)","(51.0, 310.0, 180.9230769230769)","(4.4, 7.0, 5.833333333333334)"
12-01-2023 14:12:50.685577,"(4.6, 9.8, 5.829411764705882)","(51.0, 390.0, 242.57142857142858)","(1.5, 2.02, 1.6966666666666665)","(91.0, 650.0, 208.33333333333331)","(7.5, 9.6, 8.899999999999999)","(51.0, 400.0, 260.25)","(4.4, 7.0, 6.142857142857142)"
12-01-2023 14:12:51.717418,"(4.6, 9.8, 6.721052631578948)","(51.0, 390.0, 115.71428571428572)","(1.5, 1.73, 1.6966666666666665)","(91.0, 650.0, 208.33333333333331)","(7.5, 9.6, 8.899999999999999)","(51.0, 390.0, 260.25)","(4.4, 7.0, 6.142857142857142)"
12-01-2023 14:12:52.838588,"(4.6, 11.5, 7.6230769230769235)","(51.0, 390.0, 115.71428571428572)","(1.5, 1.73, 1.6985185185185185)","(91.0, 650.0, 208.33333333333331)","(7.5, 9.6, 9.18)","(51.0, 400.0, 80.0)","(4.4, 7.0, 6.625)"
12-01-2023 14:12:53.993814,"(4.6, 10.5, 8.966666666666667)","(51.0, 390.0, 115.71428571428572)","(1.5, 1.73, 1.7158333333333333)","(91.0, 650.0, 208.33333333333331)","(7.5, 9.6, 8.899999999999999)","(51.0, 400.0, 80.0)","(4.4, 7.0, 6.2875)"
12-01-2023 14:12:55.250361,"(4.6, 10.5, 8.966666666666667)","(51.0, 390.0, 115.71428571428572)","(1.5, 1.73, 1.7158333333333333)","(91.0, 650.0, 208.33333333333331)","(7.5, 9.6, 9.218181818181819)","(51.0, 400.0, 80.0)","(4.4, 7.0, 6.2875)"
12-01-2023 14:12:56.227943,"(4.6, 10.5, 8.966666666666667)","(51.0, 390.0, 115.71428571428572)","(1.5, 1.73, 1.7158333333333333)","(91.0, 650.0, 208.33333333333331)","(7.5, 9.6, 9.163636363636364)","(51.0, 400.0, 80.0)","(4.4, 7.0, 6.2875)"
12-01-2023 14:12:57.289003,"(4.6, 10.5, 8.35)","(51.0, 390.0, 115.71428571428572)","(1.5, 2.08, 2.0678125)","(91.0, 650.0, 208.33333333333331)","(7.5, 9.6, 9.466666666666667)","(51.0, 400.0, 80.0)","(4.4, 7.0, 6.2875)"
12-01-2023 14:12:58.483483,"(4.6, 10.5, 8.35)","(51.0, 390.0, 105.55555555555556)","(1.5, 2.08, 1.852)","(91.0, 650.0, 208.33333333333331)","(7.5, 12.0, 9.575)","(51.0, 400.0, 80.0)","(4.4, 7.0, 6.2875)"
12-01-2023 14:12:59.474241,"(4.6, 10.5, 8.313333333333333)","(51.0, 390.0, 99.0909090909091)","(1.5, 2.06, 1.9628571428571429)","(91.0, 650.0, 208.33333333333331)","(7.5, 11.5, 10.2)","(51.0, 400.0, 80.0)","(4.4, 7.0, 6.2875)"
12-01-2023 14:13:00.607758,"(4.6, 10.5, 8.088235294117647)","(51.0, 370.0, 95.0)","(1.5, 2.06, 2.0088461538461537)","(91.0, 650.0, 208.33333333333331)","(7.5, 11.0, 9.276923076923076)","(51.0, 400.0, 80.0)","(4.4, 7.0, 6.2875)"
