,Golden Skyrocket,Deadly Rookie,Egyptian Tiger,Dundee Hornet,Pacific Rock,Bankrupt,Superior Tom,Glyos Move
05-01-2023 15:39:36.551308,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 18.5)","(12.0, 26.0, 14.75)","(31.0, 210.0, 95.33333333333334)","(6.0, 11.0, 7.0)","(12.0, 65.0, 57.666666666666664)"
05-01-2023 15:39:37.684151,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 18.5)","(12.0, 26.0, 14.75)","(31.0, 210.0, 95.33333333333334)","(6.0, 11.0, 7.0)","(12.0, 65.0, 57.666666666666664)"
05-01-2023 15:39:38.817265,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 18.5)","(12.0, 26.0, 14.75)","(31.0, 210.0, 95.33333333333334)","(6.0, 11.0, 7.0)","(12.0, 65.0, 57.666666666666664)"
05-01-2023 15:39:39.962797,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 18.5)","(12.0, 26.0, 14.75)","(31.0, 210.0, 95.33333333333334)","(6.0, 11.0, 7.0)","(12.0, 65.0, 57.666666666666664)"
05-01-2023 15:39:41.107576,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 18.5)","(12.0, 26.0, 14.75)","(31.0, 210.0, 95.33333333333334)","(6.0, 11.0, 7.0)","(12.0, 65.0, 57.666666666666664)"
05-01-2023 15:39:42.209577,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 95.33333333333334)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:43.345735,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:44.423423,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:45.536445,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:46.602883,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:47.650513,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:48.685774,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:49.786885,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:50.941086,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:52.125023,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:53.268509,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:54.382541,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:55.456464,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:56.466789,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:57.524884,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:58.501176,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:39:59.546816,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:00.737207,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:01.816215,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:02.899520,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:04.069570,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:05.221982,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:06.257652,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:07.306321,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:08.355849,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:09.386607,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:10.457172,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:11.546226,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:12.665813,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 18.5)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:13.758058,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 25.25)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:14.877666,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:15.941217,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:17.011992,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.6)"
05-01-2023 15:40:18.023333,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:19.028623,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6637142857142857)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:20.066637,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.634)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:21.096193,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.634)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:22.122420,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.634)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:23.207069,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.634)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:24.410910,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.634)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:25.568496,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.634)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 25.25)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:26.706374,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.634)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 25.25)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:27.850700,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.634)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:28.999726,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.634)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:30.094790,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.634)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:31.148546,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6625714285714286)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:32.182686,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6625714285714286)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:33.203747,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6625714285714286)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:34.173515,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6625714285714286)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:35.258296,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6625714285714286)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:36.291135,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6625714285714286)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:37.366888,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6625714285714286)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:38.399732,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6625714285714286)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:39.449742,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6625714285714286)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:40.465686,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6625714285714286)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:41.515279,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6625714285714286)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:42.495570,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6625714285714286)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 98.0)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:43.574301,"(5.0, 9.0, 5.828571428571428)","(1.6, 1.67, 1.6625714285714286)","(14.0, 36.0, 17.333333333333332)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 100.66666666666666)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:44.624328,"(5.0, 9.0, 6.04)","(1.6, 1.67, 1.6625714285714286)","(14.0, 32.0, 19.25)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 100.66666666666666)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:45.739900,"(5.0, 9.0, 6.04)","(1.6, 1.67, 1.6625714285714286)","(14.0, 32.0, 19.25)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 100.66666666666666)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:46.819440,"(5.0, 9.0, 6.04)","(1.6, 1.67, 1.6625714285714286)","(14.0, 32.0, 19.625)","(14.0, 36.0, 17.333333333333332)","(12.0, 26.0, 14.75)","(31.0, 210.0, 100.66666666666666)","(6.0, 11.0, 7.0)","(12.0, 65.0, 60.111111111111114)"
05-01-2023 15:40:47.943455,"(5.0, 9.0, 6.300000000000001)","(1.6, 1.67, 1.6625714285714286)","(14.0, 32.0, 18.583333333333332)","(14.0, 36.0, 18.5)","(12.0, 26.0, 14.75)","(31.0, 210.0, 100.66666666666666)","(6.0, 11.0, 7.0)","(12.0, 65.0, 56.2)"
05-01-2023 15:40:49.054025,"(5.0, 9.0, 6.666666666666667)","(1.6, 1.67, 1.6625714285714286)","(14.0, 34.0, 18.583333333333332)","(14.0, 36.0, 18.5)","(12.0, 26.0, 14.75)","(31.0, 210.0, 100.66666666666666)","(6.0, 11.0, 7.0)","(12.0, 65.0, 56.2)"
05-01-2023 15:40:50.161731,"(5.0, 9.0, 6.2)","(1.6, 1.67, 1.6625714285714286)","(14.0, 34.0, 23.72222222222222)","(14.0, 36.0, 24.055555555555557)","(12.0, 26.0, 14.75)","(31.0, 210.0, 100.66666666666666)","(6.0, 11.0, 7.0)","(12.0, 65.0, 56.2)"
05-01-2023 15:40:51.311535,"(5.0, 9.0, 6.872727272727272)","(1.6, 1.67, 1.6625714285714286)","(14.0, 34.0, 19.0)","(14.0, 36.0, 18.5)","(12.0, 26.0, 14.75)","(31.0, 210.0, 100.66666666666666)","(6.0, 11.0, 7.0)","(12.0, 65.0, 50.33333333333333)"
05-01-2023 15:40:52.456013,"(5.0, 9.0, 7.1)","(1.6, 1.67, 1.6625714285714286)","(14.0, 34.0, 19.0)","(14.0, 36.0, 18.5)","(12.0, 26.0, 14.75)","(31.0, 210.0, 100.66666666666666)","(6.0, 11.0, 7.0)","(12.0, 65.0, 50.33333333333333)"
05-01-2023 15:40:53.639689,"(5.0, 9.0, 6.085714285714285)","(1.6, 1.67, 1.6625714285714286)","(14.0, 34.0, 19.0)","(14.0, 36.0, 18.5)","(12.0, 26.0, 14.75)","(31.0, 210.0, 100.66666666666666)","(6.0, 11.0, 7.0)","(12.0, 65.0, 38.33333333333333)"
05-01-2023 15:40:54.840796,"(5.0, 9.0, 6.085714285714285)","(1.6, 1.67, 1.6625714285714286)","(14.0, 34.0, 19.0)","(14.0, 36.0, 18.5)","(12.0, 26.0, 14.75)","(31.0, 210.0, 100.66666666666666)","(6.0, 11.0, 7.0)","(12.0, 60.0, 38.33333333333333)"
05-01-2023 15:40:56.045364,"(5.0, 9.0, 6.085714285714285)","(1.6, 1.67, 1.6625714285714286)","(14.0, 34.0, 19.0)","(14.0, 36.0, 18.5)","(12.0, 26.0, 14.75)","(31.0, 210.0, 102.0)","(6.0, 11.0, 7.0)","(12.0, 60.0, 38.33333333333333)"
05-01-2023 15:40:57.245754,"(5.0, 9.0, 6.085714285714285)","(1.65, 1.67, 1.6625714285714286)","(14.0, 34.0, 19.0)","(14.0, 36.0, 18.5)","(12.0, 26.0, 14.75)","(31.0, 210.0, 102.0)","(6.0, 11.0, 7.0)","(13.0, 60.0, 28.333333333333332)"
05-01-2023 15:40:58.453155,"(5.0, 9.0, 6.085714285714285)","(1.65, 1.67, 1.6625714285714286)","(14.0, 34.0, 19.0)","(14.0, 36.0, 21.0)","(12.0, 26.0, 15.166666666666666)","(31.0, 210.0, 102.0)","(6.0, 11.0, 7.0)","(13.0, 60.0, 28.333333333333332)"
05-01-2023 15:40:59.571813,"(5.0, 9.0, 6.085714285714285)","(1.65, 1.67, 1.6625714285714286)","(14.0, 34.0, 19.0)","(14.0, 36.0, 21.0)","(12.0, 26.0, 15.166666666666666)","(31.0, 210.0, 102.0)","(6.0, 11.0, 7.0)","(13.0, 60.0, 28.333333333333332)"
05-01-2023 15:41:00.667996,"(5.0, 9.0, 6.085714285714285)","(1.65, 1.67, 1.6625714285714286)","(14.0, 34.0, 19.0)","(14.0, 36.0, 21.0)","(12.0, 26.0, 15.166666666666666)","(31.0, 210.0, 102.0)","(6.0, 11.0, 7.3076923076923075)","(13.0, 60.0, 28.333333333333332)"
05-01-2023 15:41:01.784168,"(5.0, 9.0, 6.085714285714285)","(1.65, 1.67, 1.6625714285714286)","(14.0, 34.0, 19.0)","(14.0, 36.0, 21.0)","(12.0, 26.0, 15.166666666666666)","(31.0, 210.0, 129.0)","(6.0, 11.0, 6.636363636363637)","(13.0, 60.0, 28.333333333333332)"
05-01-2023 15:41:02.865515,"(5.0, 9.0, 6.085714285714285)","(1.65, 1.67, 1.6625714285714286)","(14.0, 34.0, 19.0)","(14.0, 36.0, 21.0)","(12.0, 26.0, 15.166666666666666)","(31.0, 210.0, 102.0)","(6.0, 11.0, 7.166666666666667)","(13.0, 60.0, 28.333333333333332)"
05-01-2023 15:41:03.961142,"(5.0, 9.0, 6.085714285714285)","(1.65, 1.67, 1.6625714285714286)","(14.0, 34.0, 19.0)","(14.0, 36.0, 21.0)","(12.0, 26.0, 15.166666666666666)","(31.0, 210.0, 102.0)","(6.0, 11.0, 7.166666666666667)","(13.0, 60.0, 28.333333333333332)"
05-01-2023 15:41:05.092722,"(5.0, 9.0, 6.085714285714285)","(1.65, 1.67, 1.6625714285714286)","(14.0, 34.0, 18.25)","(14.0, 36.0, 19.666666666666668)","(12.0, 26.0, 14.857142857142858)","(31.0, 210.0, 102.0)","(6.0, 11.0, 7.166666666666667)","(13.0, 60.0, 28.333333333333332)"
05-01-2023 15:41:06.198159,"(5.0, 9.0, 6.085714285714285)","(1.65, 1.67, 1.6625714285714286)","(14.0, 34.0, 18.25)","(14.0, 36.0, 19.666666666666668)","(12.0, 26.0, 14.857142857142858)","(31.0, 210.0, 106.66666666666666)","(6.0, 11.0, 8.125)","(13.0, 60.0, 28.333333333333332)"
05-01-2023 15:41:07.280707,"(5.0, 9.0, 6.085714285714285)","(1.65, 1.67, 1.6625714285714286)","(14.0, 34.0, 18.25)","(14.0, 36.0, 19.666666666666668)","(12.0, 26.0, 14.857142857142858)","(31.0, 210.0, 106.66666666666666)","(6.0, 11.0, 7.0)","(13.0, 60.0, 28.333333333333332)"
05-01-2023 15:41:08.425264,"(5.0, 9.0, 6.085714285714285)","(1.65, 1.67, 1.6625714285714286)","(14.0, 34.0, 18.25)","(14.0, 36.0, 19.666666666666668)","(12.0, 26.0, 14.857142857142858)","(31.0, 210.0, 106.66666666666666)","(6.0, 11.0, 7.5)","(13.0, 60.0, 28.333333333333332)"
