,Sweet Obsidian,Invisible Light,Team Staffing,Down Under Boy,Awe Shanks,Beans Multi,Dessert Girl,Arkansas Red
11-01-2023 21:34:22.357680,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 4.1722222222222225)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 25.0)"
11-01-2023 21:34:23.615241,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 4.525)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 24.115384615384613)"
11-01-2023 21:34:24.722156,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 4.525)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 24.115384615384613)"
11-01-2023 21:34:25.855951,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 24.115384615384613)"
11-01-2023 21:34:26.991871,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 24.115384615384613)"
11-01-2023 21:34:28.104769,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 24.115384615384613)"
11-01-2023 21:34:29.169771,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 24.115384615384613)"
11-01-2023 21:34:30.223442,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 24.115384615384613)"
11-01-2023 21:34:31.231132,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 24.115384615384613)"
11-01-2023 21:34:32.370391,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 24.115384615384613)"
11-01-2023 21:34:33.427377,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 24.115384615384613)"
11-01-2023 21:34:34.415549,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 24.115384615384613)"
11-01-2023 21:34:35.508480,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 24.115384615384613)"
11-01-2023 21:34:36.488740,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 24.115384615384613)"
11-01-2023 21:34:37.492598,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 24.115384615384613)"
11-01-2023 21:34:38.483499,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 24.115384615384613)"
11-01-2023 21:34:39.428171,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.3875)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:40.346748,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:41.278887,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:42.224598,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:43.249868,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:44.302453,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:45.326897,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:46.321578,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:47.439650,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:48.602050,"(3.9, 5.9, 4.769230769230769)","(3.4, 5.2, 3.6531249999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:49.745341,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:50.873148,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:51.986179,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:53.192300,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:54.371673,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:55.562666,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:56.720550,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 25.970588235294116)"
11-01-2023 21:34:57.884166,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 19.8125)"
11-01-2023 21:34:58.960832,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 19.8125)"
11-01-2023 21:35:00.025850,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 19.8125)"
11-01-2023 21:35:01.108583,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 19.8125)"
11-01-2023 21:35:02.162680,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 19.8125)"
11-01-2023 21:35:03.197404,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 19.8125)"
11-01-2023 21:35:04.393653,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 19.8125)"
11-01-2023 21:35:05.584881,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 19.8125)"
11-01-2023 21:35:06.649967,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 19.8125)"
11-01-2023 21:35:07.630135,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:08.615109,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:09.798041,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:10.792354,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5124999999999997)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.4957142857142856)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:11.878634,"(3.9, 5.9, 5.126315789473685)","(3.4, 5.2, 3.5391304347826087)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.4, 3.681578947368421)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:13.184077,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.681578947368421)","(5.5, 9.6, 8.761904761904763)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:14.355551,"(3.9, 5.9, 4.769230769230769)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.6333333333333333)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:15.470310,"(3.9, 5.9, 4.769230769230769)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.6333333333333333)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:16.589203,"(3.9, 5.9, 4.769230769230769)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.6333333333333333)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:17.721374,"(3.9, 5.9, 4.769230769230769)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:18.777445,"(3.9, 5.9, 4.769230769230769)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:19.827370,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:20.911724,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:22.068405,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:23.235087,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:24.375698,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:25.577097,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:26.751650,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:27.961255,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:29.090015,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:30.302311,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:31.386081,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:32.413698,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:33.398166,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:34.404760,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:35.414846,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:36.491276,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:37.595152,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:38.870465,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:39.906320,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:40.988831,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:42.160360,"(3.9, 5.9, 5.126315789473685)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:43.312599,"(3.9, 5.9, 4.769230769230769)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:44.487450,"(3.9, 5.9, 4.769230769230769)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:45.630964,"(3.9, 5.9, 4.769230769230769)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:46.742291,"(3.9, 5.9, 4.769230769230769)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 100.14285714285714)","(18.0, 70.0, 32.90909090909091)","(12.0, 32.0, 26.166666666666668)"
11-01-2023 21:35:47.880935,"(3.9, 5.9, 4.769230769230769)","(3.4, 6.6, 3.9925925925925925)","(9.0, 17.5, 16.652380952380952)","(3.2, 5.3, 3.725)","(5.5, 9.6, 7.142857142857142)","(31.0, 230.0, 129.0)","(18.0, 70.0, 46.59090909090909)","(12.0, 32.0, 25.0)"
