,Big Brew,Smiling Spaniard,Jaggers Lady,Myola Red Boy,All Inn Maggie,Mr Deeds,Speedy Muffin,Slingshot Bruno
09-01-2023 16:16:31.067849,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:32.088756,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:33.141151,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:34.177822,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:35.178263,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:36.179536,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:37.177665,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:38.186599,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:39.393075,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:40.484531,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:41.509492,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:42.766549,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:43.917524,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:45.001816,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:46.115178,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:47.134543,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:48.154281,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:49.175969,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:50.244389,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:16:51.377177,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:16:52.507974,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:16:53.913647,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:16:55.145188,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:16:56.293596,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:16:57.490490,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:16:58.652498,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:16:59.798616,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:00.851125,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:01.921651,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:03.195882,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:04.276740,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:05.318127,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:06.388040,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:07.483854,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:08.584619,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:09.662422,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:10.655290,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:11.661395,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:12.797193,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:13.883732,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:14.962201,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:15.993737,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.7818181818181817)"
09-01-2023 16:17:17.005176,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.2, 2.7818181818181817)"
09-01-2023 16:17:18.098883,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.2, 2.7818181818181817)"
09-01-2023 16:17:19.145498,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.2, 2.7818181818181817)"
09-01-2023 16:17:20.277340,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.2, 2.7818181818181817)"
09-01-2023 16:17:21.406752,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.2, 2.7818181818181817)"
09-01-2023 16:17:22.514990,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.2, 2.7818181818181817)"
09-01-2023 16:17:23.614142,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.2, 2.7818181818181817)"
09-01-2023 16:17:24.728525,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.2, 2.7818181818181817)"
09-01-2023 16:17:25.854721,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.2, 2.7818181818181817)"
09-01-2023 16:17:27.009232,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.2, 2.691875)"
09-01-2023 16:17:28.201105,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:29.378716,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:30.544156,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:31.695987,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:32.823771,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:33.899017,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:35.000208,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:36.122954,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:37.310161,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:38.536938,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:39.854317,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:41.060373,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:42.272747,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:43.451438,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:44.590430,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:45.712915,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:46.865935,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:48.062558,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:49.217006,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:50.387884,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:51.512921,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:52.643157,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:53.844620,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:55.089322,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:56.353596,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:57.606082,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:58.825394,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:17:59.994179,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:18:01.075007,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:18:02.268366,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:18:03.490634,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:18:04.709252,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:18:05.950861,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:18:07.061771,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:18:08.216229,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:18:09.355160,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:18:10.535978,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:18:11.637140,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
09-01-2023 16:18:12.792415,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.691875)"
