,Big Brew,Smiling Spaniard,Jaggers Lady,Myola Red Boy,All Inn Maggie,Mr Deeds,Speedy Muffin,Slingshot Bruno
09-01-2023 16:13:50.527338,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 7.257142857142857)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:13:51.799522,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 7.257142857142857)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:13:53.213856,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 7.257142857142857)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:13:54.483538,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 7.257142857142857)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:13:55.759904,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 7.257142857142857)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:13:57.572492,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 7.257142857142857)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:13:59.456734,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 7.257142857142857)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:00.889511,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 7.257142857142857)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:02.113382,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 7.257142857142857)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:03.340632,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 7.257142857142857)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:04.601912,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 7.257142857142857)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:06.005321,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:07.362613,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:08.611567,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:09.779191,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:11.177304,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:12.516231,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:13.751964,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:15.033083,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:16.222492,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:17.422105,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:18.619947,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:20.025039,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:21.543554,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:22.810600,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:24.207313,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:25.565122,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:26.799821,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:28.172252,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:29.681111,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:30.900799,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:32.200153,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:33.550214,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:34.888840,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:36.192855,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:37.597445,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:38.962373,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:40.285604,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:41.976124,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:43.298045,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:44.592956,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:45.959992,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:47.295097,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:48.644892,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:50.018449,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:51.537346,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:53.716663,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:56.341076,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:57.901724,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:14:59.243992,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:00.546726,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:01.818343,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:03.099504,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:04.355395,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:05.604060,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:06.887844,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:08.238051,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:09.635073,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:10.999079,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:12.380862,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:13.718699,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:14.940881,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:16.107100,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:17.330595,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:18.595046,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:19.857723,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:21.150549,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:22.434468,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:23.713731,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:25.058075,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:26.333573,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:27.695474,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:29.071439,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:30.642845,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:32.321237,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:33.650083,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:34.950491,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:36.260539,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:37.556284,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:38.881556,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:40.089329,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:41.302095,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:42.466106,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:43.636947,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:44.797090,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:46.084237,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:47.305871,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:48.587648,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
09-01-2023 16:15:49.862037,"(3.4, 4.9, 3.611111111111111)","(6.5, 11.0, 7.4)","(8.0, 16.5, 8.5375)","(61.0, 520.0, 442.5)","(18.0, 50.0, 32.75)","(4.8, 8.4, 4.76)","(12.0, 29.0, 28.5)","(2.6, 4.3, 2.703846153846154)"
