,Rachmaninov,Jesper Fast,Vertigo,Annas Boy,Sonoma Tyron,Martha Stuart,Lauries Legacy,Salvo,Boss Kenny
16-12-2022 15:07:47.643227,"(15.0, 46.0, 35.66666666666667)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.5)","(3.3, 4.2, 3.542857142857143)","(12.0, 19.5, 18.583333333333332)","(5.5, 9.0, 7.823529411764706)","(4.0, 4.3, 4.082857142857143)","(12.0, 29.0, 26.642857142857142)","(5.0, 8.0, 6.472727272727273)"
16-12-2022 15:07:48.801478,"(15.0, 46.0, 35.66666666666667)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.5)","(3.3, 4.1, 4.0027027027027025)","(12.0, 19.5, 18.583333333333332)","(5.5, 9.0, 8.4)","(4.0, 4.3, 4.082857142857143)","(12.0, 29.0, 26.642857142857142)","(5.0, 8.0, 6.472727272727273)"
16-12-2022 15:07:49.919832,"(15.0, 46.0, 35.66666666666667)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.864285714285714)","(12.0, 19.5, 18.583333333333332)","(5.5, 8.8, 8.4)","(4.0, 4.3, 4.082857142857143)","(12.0, 29.0, 26.642857142857142)","(5.0, 8.0, 6.472727272727273)"
16-12-2022 15:07:51.056134,"(15.0, 46.0, 35.66666666666667)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.864285714285714)","(12.0, 19.5, 18.583333333333332)","(5.5, 8.8, 8.440000000000001)","(4.0, 4.3, 4.082857142857143)","(12.0, 29.0, 26.642857142857142)","(5.0, 8.0, 6.472727272727273)"
16-12-2022 15:07:52.179108,"(15.0, 46.0, 35.66666666666667)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.864285714285714)","(12.0, 19.5, 18.583333333333332)","(5.5, 8.8, 8.440000000000001)","(4.0, 4.3, 4.128571428571428)","(12.0, 29.0, 26.642857142857142)","(5.0, 8.0, 6.472727272727273)"
16-12-2022 15:07:53.260785,"(15.0, 46.0, 35.66666666666667)","(21.0, 120.0, 51.46153846153846)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.725)","(12.0, 19.5, 18.583333333333332)","(5.5, 8.8, 7.38918918918919)","(4.0, 4.3, 4.128571428571428)","(12.0, 29.0, 24.125)","(5.0, 8.0, 6.55)"
16-12-2022 15:07:54.363591,"(15.0, 46.0, 35.66666666666667)","(21.0, 110.0, 74.80000000000001)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.6625)","(12.0, 19.5, 18.583333333333332)","(5.5, 8.8, 7.38918918918919)","(4.0, 4.3, 4.128571428571428)","(12.0, 28.0, 24.125)","(5.0, 7.8, 6.55)"
16-12-2022 15:07:55.473237,"(15.0, 46.0, 35.66666666666667)","(21.0, 110.0, 74.80000000000001)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.6625)","(12.0, 19.5, 18.583333333333332)","(5.5, 8.8, 7.38918918918919)","(4.0, 4.3, 4.121176470588235)","(12.0, 28.0, 20.25)","(5.0, 7.8, 6.55)"
16-12-2022 15:07:56.595393,"(15.0, 46.0, 35.66666666666667)","(21.0, 110.0, 74.80000000000001)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.6625)","(12.0, 19.5, 18.583333333333332)","(5.5, 8.8, 7.38918918918919)","(4.0, 4.3, 4.121176470588235)","(12.0, 28.0, 20.25)","(5.0, 7.8, 6.55)"
16-12-2022 15:07:57.750314,"(15.0, 46.0, 35.66666666666667)","(21.0, 110.0, 74.80000000000001)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.6625)","(12.0, 19.5, 18.583333333333332)","(5.5, 8.8, 7.38918918918919)","(4.0, 4.3, 4.121176470588235)","(12.0, 28.0, 20.25)","(5.0, 7.8, 6.55)"
16-12-2022 15:07:59.028643,"(15.0, 46.0, 35.66666666666667)","(21.0, 110.0, 74.80000000000001)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.7)","(12.0, 19.5, 18.666666666666668)","(5.5, 8.8, 7.411428571428572)","(4.0, 4.3, 4.121176470588235)","(12.0, 28.0, 14.714285714285715)","(5.0, 7.8, 6.55)"
16-12-2022 15:08:00.335843,"(15.0, 46.0, 35.66666666666667)","(21.0, 110.0, 74.80000000000001)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.8249999999999997)","(12.0, 19.5, 18.666666666666668)","(5.5, 8.8, 8.01818181818182)","(4.0, 4.3, 4.121176470588235)","(12.0, 28.0, 21.333333333333336)","(5.0, 7.8, 6.72)"
16-12-2022 15:08:01.808201,"(15.0, 46.0, 42.55555555555556)","(21.0, 110.0, 74.80000000000001)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.8249999999999997)","(12.0, 19.5, 18.666666666666668)","(5.5, 8.4, 7.738461538461538)","(4.0, 4.3, 4.121176470588235)","(12.0, 28.0, 21.88888888888889)","(5.0, 7.8, 6.72)"
16-12-2022 15:08:03.129569,"(15.0, 46.0, 41.64285714285714)","(21.0, 110.0, 74.80000000000001)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.8249999999999997)","(12.0, 19.5, 18.666666666666668)","(5.5, 8.2, 7.738461538461538)","(4.0, 4.3, 4.121176470588235)","(12.0, 29.0, 21.88888888888889)","(5.0, 7.8, 6.72)"
16-12-2022 15:08:04.231490,"(15.0, 46.0, 41.64285714285714)","(21.0, 110.0, 74.80000000000001)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.8249999999999997)","(12.0, 19.5, 18.75)","(5.5, 8.2, 7.738461538461538)","(4.0, 4.3, 4.121176470588235)","(12.0, 29.0, 21.88888888888889)","(5.0, 7.8, 7.057142857142857)"
16-12-2022 15:08:05.425527,"(15.0, 46.0, 40.916666666666664)","(21.0, 110.0, 74.80000000000001)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.8249999999999997)","(12.0, 19.5, 18.75)","(5.5, 8.2, 7.533333333333333)","(4.0, 4.3, 4.121176470588235)","(12.0, 29.0, 21.88888888888889)","(5.0, 7.8, 7.057142857142857)"
16-12-2022 15:08:06.612859,"(15.0, 46.0, 40.916666666666664)","(21.0, 110.0, 74.80000000000001)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.7)","(12.0, 19.5, 18.75)","(5.5, 8.0, 7.8)","(4.0, 4.3, 4.14235294117647)","(12.0, 29.0, 18.333333333333332)","(5.0, 7.8, 6.55)"
16-12-2022 15:08:07.795289,"(15.0, 46.0, 41.64285714285714)","(21.0, 110.0, 74.80000000000001)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.7)","(12.0, 19.5, 19.0)","(5.5, 8.0, 7.8)","(4.0, 4.5, 4.14235294117647)","(12.0, 28.0, 15.571428571428571)","(5.0, 7.8, 6.55)"
16-12-2022 15:08:08.967350,"(15.0, 46.0, 36.16666666666667)","(21.0, 110.0, 74.80000000000001)","(14.0, 29.0, 22.5)","(3.3, 4.1, 3.7)","(12.0, 19.5, 19.0)","(5.5, 8.0, 7.8)","(4.0, 4.5, 4.14235294117647)","(12.0, 28.0, 15.571428571428571)","(5.0, 7.8, 6.55)"
16-12-2022 15:08:10.122485,"(15.0, 46.0, 36.16666666666667)","(21.0, 110.0, 74.80000000000001)","(14.0, 29.0, 18.0)","(3.3, 4.1, 3.8249999999999997)","(12.0, 19.5, 17.923076923076923)","(5.5, 8.0, 7.64)","(4.0, 4.5, 4.141379310344827)","(12.0, 28.0, 16.4)","(5.0, 7.8, 6.55)"
16-12-2022 15:08:11.286382,"(15.0, 46.0, 41.785714285714285)","(21.0, 110.0, 74.80000000000001)","(14.0, 28.0, 17.0)","(3.3, 4.1, 3.8249999999999997)","(12.0, 20.0, 17.923076923076923)","(5.5, 7.8, 7.492307692307692)","(4.0, 4.5, 4.141379310344827)","(12.0, 28.0, 16.4)","(5.0, 7.8, 6.55)"
16-12-2022 15:08:12.416395,"(15.0, 46.0, 41.785714285714285)","(21.0, 110.0, 74.80000000000001)","(14.0, 27.0, 17.0)","(3.3, 4.1, 3.8249999999999997)","(12.0, 20.0, 17.923076923076923)","(5.5, 7.8, 7.492307692307692)","(4.0, 4.5, 4.141379310344827)","(12.0, 28.0, 16.4)","(5.0, 7.8, 5.855555555555555)"
16-12-2022 15:08:13.559966,"(15.0, 46.0, 41.785714285714285)","(21.0, 110.0, 74.80000000000001)","(14.0, 27.0, 17.0)","(3.3, 4.1, 3.8249999999999997)","(12.0, 20.0, 16.18181818181818)","(5.5, 7.8, 7.569230769230769)","(4.0, 4.5, 4.26875)","(12.0, 28.0, 16.4)","(5.0, 7.8, 5.855555555555555)"
16-12-2022 15:08:14.774650,"(15.0, 46.0, 42.375)","(21.0, 110.0, 74.80000000000001)","(14.0, 26.0, 20.210526315789473)","(3.3, 4.1, 3.8249999999999997)","(12.0, 20.0, 16.18181818181818)","(5.5, 7.8, 7.569230769230769)","(4.0, 4.4, 4.26875)","(12.0, 28.0, 16.4)","(5.0, 7.8, 5.855555555555555)"
16-12-2022 15:08:15.988202,"(15.0, 46.0, 36.5)","(21.0, 100.0, 34.166666666666664)","(14.0, 26.0, 17.923076923076923)","(3.3, 4.1, 3.522222222222222)","(12.0, 20.0, 16.18181818181818)","(5.5, 7.8, 7.569230769230769)","(4.0, 4.4, 4.26875)","(12.0, 28.0, 21.25)","(5.0, 7.8, 5.855555555555555)"
16-12-2022 15:08:17.100908,"(15.0, 46.0, 36.5)","(21.0, 100.0, 34.166666666666664)","(14.0, 26.0, 17.0)","(3.3, 4.1, 4.045454545454545)","(12.0, 20.0, 18.5)","(5.5, 7.8, 7.5027027027027025)","(4.0, 4.4, 4.379710144927537)","(12.0, 29.0, 18.333333333333332)","(5.0, 7.8, 7.469090909090909)"
16-12-2022 15:08:18.179990,"(15.0, 46.0, 36.5)","(21.0, 100.0, 72.5)","(14.0, 26.0, 19.09090909090909)","(3.3, 4.1, 4.045454545454545)","(12.0, 20.0, 15.666666666666666)","(5.5, 8.6, 7.5027027027027025)","(4.0, 4.4, 4.332857142857143)","(12.0, 28.0, 18.333333333333332)","(5.0, 7.8, 6.70625)"
16-12-2022 15:08:19.282520,"(15.0, 46.0, 36.5)","(21.0, 100.0, 72.5)","(14.0, 26.0, 19.09090909090909)","(3.3, 4.1, 4.045454545454545)","(12.0, 20.0, 17.5625)","(5.5, 8.6, 7.531578947368421)","(4.0, 4.5, 4.314634146341463)","(12.0, 28.0, 15.571428571428571)","(5.0, 7.8, 6.70625)"
16-12-2022 15:08:20.378926,"(15.0, 46.0, 42.375)","(21.0, 100.0, 52.5)","(14.0, 26.0, 21.25)","(3.3, 4.0, 3.792307692307692)","(12.0, 20.0, 17.5625)","(5.5, 8.6, 7.9714285714285715)","(4.0, 4.5, 4.314634146341463)","(12.0, 28.0, 15.571428571428571)","(5.0, 7.8, 6.70625)"
16-12-2022 15:08:21.506238,"(15.0, 46.0, 42.375)","(21.0, 100.0, 62.0)","(14.0, 26.0, 21.25)","(3.3, 4.0, 3.792307692307692)","(12.0, 20.0, 17.5625)","(5.5, 8.4, 7.9714285714285715)","(4.0, 4.5, 4.317910447761194)","(12.0, 28.0, 15.571428571428571)","(5.0, 7.8, 6.70625)"
16-12-2022 15:08:22.671543,"(15.0, 46.0, 42.375)","(21.0, 100.0, 62.0)","(14.0, 26.0, 21.25)","(3.3, 4.0, 3.7)","(12.0, 20.0, 17.5625)","(5.5, 8.4, 8.018181818181818)","(4.0, 4.5, 4.351219512195122)","(12.0, 28.0, 15.571428571428571)","(5.0, 7.8, 5.933333333333334)"
16-12-2022 15:08:23.758813,"(15.0, 46.0, 41.25)","(21.0, 100.0, 62.0)","(14.0, 25.0, 22.714285714285715)","(3.3, 4.0, 3.7375)","(12.0, 20.0, 17.5625)","(5.5, 8.2, 7.8545454545454545)","(4.0, 4.5, 4.351219512195122)","(12.0, 28.0, 20.75)","(5.0, 7.8, 6.011111111111111)"
16-12-2022 15:08:24.870323,"(15.0, 46.0, 43.40909090909091)","(21.0, 100.0, 62.0)","(14.0, 25.0, 23.666666666666664)","(3.3, 4.0, 3.7375)","(12.0, 20.0, 17.5625)","(5.5, 8.0, 7.8545454545454545)","(4.0, 4.5, 4.351219512195122)","(12.0, 28.0, 20.75)","(5.0, 7.8, 6.011111111111111)"
16-12-2022 15:08:25.971475,"(15.0, 46.0, 41.25)","(21.0, 100.0, 62.0)","(14.0, 25.0, 23.666666666666664)","(3.3, 4.0, 3.7375)","(12.0, 20.0, 17.5625)","(5.5, 8.0, 7.8545454545454545)","(4.0, 4.5, 4.351219512195122)","(12.0, 28.0, 20.75)","(5.0, 7.8, 6.011111111111111)"
16-12-2022 15:08:27.037789,"(15.0, 46.0, 41.25)","(21.0, 110.0, 59.833333333333336)","(14.0, 25.0, 23.666666666666664)","(3.3, 4.0, 3.7399999999999998)","(12.0, 20.0, 17.5625)","(5.5, 8.0, 7.9)","(4.0, 4.5, 4.351219512195122)","(12.0, 28.0, 20.75)","(5.0, 7.8, 6.516666666666667)"
16-12-2022 15:08:28.084333,"(15.0, 46.0, 41.25)","(21.0, 110.0, 34.75)","(14.0, 25.0, 23.333333333333336)","(3.3, 4.1, 3.888235294117647)","(12.0, 20.0, 17.5625)","(5.5, 8.0, 7.9)","(4.0, 4.5, 4.351219512195122)","(12.0, 28.0, 20.75)","(5.0, 7.8, 6.516666666666667)"
16-12-2022 15:08:29.107020,"(15.0, 46.0, 41.25)","(21.0, 110.0, 34.75)","(14.0, 25.0, 23.333333333333336)","(3.3, 4.1, 3.888235294117647)","(12.0, 20.0, 16.595238095238095)","(5.5, 8.0, 8.066666666666666)","(4.0, 4.5, 4.351219512195122)","(12.0, 28.0, 20.75)","(5.0, 7.8, 6.516666666666667)"
16-12-2022 15:08:30.137666,"(15.0, 46.0, 41.25)","(21.0, 110.0, 34.75)","(14.0, 25.0, 23.333333333333336)","(3.3, 4.1, 3.888235294117647)","(12.0, 20.0, 16.595238095238095)","(5.5, 8.2, 8.066666666666666)","(4.0, 4.5, 4.351219512195122)","(12.0, 28.0, 20.75)","(5.0, 7.8, 6.516666666666667)"
16-12-2022 15:08:31.175751,"(15.0, 46.0, 41.25)","(21.0, 110.0, 34.75)","(14.0, 25.0, 23.333333333333336)","(3.3, 4.1, 3.888235294117647)","(12.0, 20.0, 16.595238095238095)","(5.5, 8.2, 8.066666666666666)","(4.0, 4.5, 4.351219512195122)","(12.0, 28.0, 20.75)","(5.0, 7.8, 6.516666666666667)"
16-12-2022 15:08:32.188671,"(15.0, 46.0, 41.25)","(21.0, 110.0, 34.75)","(14.0, 25.0, 23.333333333333336)","(3.3, 4.1, 3.888235294117647)","(12.0, 20.0, 16.595238095238095)","(5.5, 8.2, 8.066666666666666)","(4.0, 4.5, 4.351219512195122)","(12.0, 28.0, 20.363636363636363)","(5.0, 7.8, 6.516666666666667)"
16-12-2022 15:08:33.220335,"(15.0, 46.0, 41.25)","(21.0, 110.0, 34.75)","(14.0, 25.0, 23.0)","(3.3, 4.1, 3.853846153846154)","(12.0, 20.0, 16.595238095238095)","(5.5, 8.2, 7.558974358974359)","(4.0, 4.5, 4.351219512195122)","(12.0, 28.0, 20.363636363636363)","(5.0, 7.8, 6.011111111111111)"
16-12-2022 15:08:34.245989,"(15.0, 46.0, 36.5)","(21.0, 110.0, 34.75)","(14.0, 25.0, 23.0)","(3.3, 4.1, 3.853846153846154)","(12.0, 20.0, 16.595238095238095)","(5.5, 8.6, 7.558974358974359)","(4.0, 4.5, 4.351219512195122)","(12.0, 28.0, 20.363636363636363)","(5.0, 7.8, 6.011111111111111)"
16-12-2022 15:08:35.267474,"(15.0, 46.0, 36.5)","(21.0, 110.0, 34.75)","(14.0, 25.0, 23.0)","(3.3, 4.1, 3.853846153846154)","(12.0, 20.0, 16.595238095238095)","(5.5, 8.6, 8.033333333333333)","(4.0, 4.5, 4.351219512195122)","(12.0, 28.0, 20.75)","(5.0, 7.8, 6.088888888888889)"
16-12-2022 15:08:36.304755,"(15.0, 44.0, 33.4)","(21.0, 110.0, 34.75)","(14.0, 25.0, 23.0)","(3.3, 4.1, 3.853846153846154)","(12.0, 20.0, 16.595238095238095)","(5.5, 8.2, 8.033333333333333)","(4.0, 4.5, 4.351219512195122)","(12.0, 27.0, 20.75)","(5.0, 7.8, 6.088888888888889)"
16-12-2022 15:08:37.364649,"(15.0, 44.0, 33.4)","(21.0, 110.0, 34.75)","(14.0, 25.0, 23.25)","(3.3, 4.1, 3.853846153846154)","(12.0, 20.0, 14.892857142857142)","(5.5, 8.2, 8.033333333333333)","(4.0, 4.5, 4.351219512195122)","(12.0, 27.0, 20.75)","(5.0, 7.8, 6.088888888888889)"
16-12-2022 15:08:38.446670,"(15.0, 44.0, 33.4)","(21.0, 110.0, 34.75)","(14.0, 25.0, 23.444444444444443)","(3.3, 4.1, 3.853846153846154)","(12.0, 20.0, 14.892857142857142)","(5.5, 8.2, 7.699999999999999)","(4.0, 4.5, 4.351219512195122)","(12.0, 27.0, 25.214285714285715)","(5.0, 7.8, 6.699999999999999)"
16-12-2022 15:08:39.585816,"(15.0, 44.0, 33.4)","(21.0, 110.0, 34.75)","(14.0, 25.0, 23.444444444444443)","(3.3, 4.1, 3.925531914893617)","(12.0, 20.0, 14.892857142857142)","(5.5, 8.2, 7.8)","(4.0, 4.5, 4.5)","(12.0, 27.0, 25.214285714285715)","(5.0, 7.8, 6.699999999999999)"
16-12-2022 15:08:40.746451,"(15.0, 44.0, 33.4)","(21.0, 110.0, 34.75)","(14.0, 25.0, 21.5)","(3.3, 4.0, 3.925531914893617)","(12.0, 20.0, 14.892857142857142)","(5.5, 8.2, 7.8)","(4.0, 4.8, 4.5)","(12.0, 27.0, 25.214285714285715)","(5.0, 7.8, 6.699999999999999)"
16-12-2022 15:08:41.820734,"(15.0, 44.0, 33.4)","(21.0, 110.0, 34.75)","(14.0, 25.0, 21.5)","(3.3, 4.0, 3.625)","(12.0, 20.0, 14.892857142857142)","(5.5, 8.2, 7.466666666666667)","(4.0, 4.8, 4.5)","(12.0, 27.0, 25.214285714285715)","(5.0, 7.8, 6.699999999999999)"
16-12-2022 15:08:42.891593,"(15.0, 44.0, 33.4)","(21.0, 110.0, 34.75)","(14.0, 25.0, 21.5)","(3.3, 4.0, 3.7)","(12.0, 20.0, 15.666666666666666)","(5.5, 8.4, 7.466666666666667)","(4.0, 4.8, 4.5)","(12.0, 27.0, 25.214285714285715)","(5.0, 7.8, 6.575)"
16-12-2022 15:08:44.007821,"(15.0, 44.0, 33.4)","(21.0, 110.0, 34.75)","(14.0, 25.0, 20.75)","(3.3, 4.0, 4.182352941176471)","(12.0, 20.0, 15.0)","(5.5, 8.4, 7.800000000000001)","(4.0, 4.8, 4.449999999999999)","(12.0, 27.0, 20.75)","(5.0, 7.8, 6.2)"
16-12-2022 15:08:45.122380,"(15.0, 44.0, 33.4)","(21.0, 110.0, 34.75)","(14.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.182352941176471)","(12.0, 20.0, 15.0)","(5.5, 8.4, 7.5)","(4.0, 4.8, 4.449999999999999)","(12.0, 27.0, 20.75)","(5.0, 6.6, 6.2)"
16-12-2022 15:08:46.222421,"(15.0, 42.0, 23.153846153846153)","(21.0, 110.0, 34.75)","(14.0, 27.0, 19.857142857142858)","(3.3, 4.2, 4.182352941176471)","(12.0, 20.0, 15.0)","(5.5, 8.2, 7.5)","(4.0, 4.8, 4.449999999999999)","(12.0, 27.0, 20.75)","(5.0, 6.6, 6.2)"
16-12-2022 15:08:47.318052,"(15.0, 42.0, 23.153846153846153)","(21.0, 110.0, 83.82608695652175)","(15.0, 27.0, 19.692307692307693)","(3.4, 4.2, 4.182352941176471)","(12.0, 20.0, 15.0)","(5.5, 8.2, 7.5)","(3.9, 4.8, 4.699999999999999)","(12.0, 27.0, 26.431818181818183)","(5.0, 6.6, 6.2)"
16-12-2022 15:08:48.401045,"(15.0, 42.0, 23.153846153846153)","(21.0, 110.0, 83.82608695652175)","(15.0, 27.0, 20.666666666666668)","(3.4, 4.2, 4.18125)","(12.0, 20.0, 15.0)","(5.5, 8.2, 7.3)","(3.9, 4.8, 4.633333333333333)","(12.0, 27.0, 23.0)","(5.0, 6.6, 7.7749999999999995)"
16-12-2022 15:08:49.468825,"(15.0, 42.0, 23.153846153846153)","(21.0, 110.0, 50.5)","(15.0, 27.0, 20.666666666666668)","(3.4, 4.2, 3.925)","(12.0, 20.0, 15.0)","(5.5, 8.0, 7.777777777777778)","(3.9, 4.8, 4.633333333333333)","(12.0, 27.0, 23.0)","(5.0, 8.6, 8.142857142857142)"
16-12-2022 15:08:50.510889,"(15.0, 42.0, 23.153846153846153)","(21.0, 110.0, 50.5)","(15.0, 27.0, 20.666666666666668)","(3.4, 4.2, 3.925)","(12.0, 20.0, 15.0)","(5.5, 8.0, 7.777777777777778)","(3.9, 4.8, 4.633333333333333)","(12.0, 27.0, 23.0)","(5.0, 8.6, 8.142857142857142)"
16-12-2022 15:08:51.563022,"(15.0, 42.0, 23.153846153846153)","(21.0, 110.0, 50.5)","(15.0, 27.0, 20.666666666666668)","(3.4, 4.2, 4.175)","(12.0, 20.0, 15.0)","(5.5, 8.0, 7.777777777777778)","(3.9, 4.8, 4.633333333333333)","(12.0, 27.0, 23.0)","(5.0, 8.6, 8.173333333333334)"
16-12-2022 15:08:52.593362,"(15.0, 42.0, 23.153846153846153)","(21.0, 110.0, 50.5)","(15.0, 27.0, 20.666666666666668)","(3.4, 4.2, 4.175)","(12.0, 20.0, 15.0)","(5.5, 8.0, 7.777777777777778)","(3.9, 4.8, 4.716666666666667)","(12.0, 27.0, 23.0)","(5.0, 8.6, 8.173333333333334)"
16-12-2022 15:08:53.649061,"(16.0, 42.0, 23.153846153846153)","(21.0, 110.0, 50.5)","(15.0, 27.0, 20.666666666666668)","(3.4, 4.2, 4.1000000000000005)","(12.0, 20.0, 15.0)","(5.5, 8.0, 7.5625)","(4.0, 4.8, 4.716666666666667)","(12.0, 27.0, 21.25)","(5.0, 8.6, 7.359999999999999)"
16-12-2022 15:08:54.690188,"(16.0, 46.0, 40.3)","(21.0, 110.0, 50.5)","(15.0, 27.0, 18.818181818181817)","(3.4, 4.2, 4.1859375000000005)","(12.0, 20.0, 14.545454545454545)","(5.5, 8.0, 8.145454545454546)","(4.0, 4.8, 4.716666666666667)","(12.0, 27.0, 21.25)","(5.0, 8.6, 7.742857142857142)"
16-12-2022 15:08:55.781204,"(16.0, 46.0, 40.3)","(21.0, 110.0, 50.5)","(15.0, 27.0, 18.818181818181817)","(3.4, 4.2, 4.066666666666666)","(12.0, 20.0, 14.857142857142858)","(5.5, 8.4, 8.145454545454546)","(4.0, 4.8, 4.666666666666667)","(12.0, 27.0, 21.25)","(5.0, 8.6, 7.15)"
16-12-2022 15:08:56.908386,"(16.0, 46.0, 40.3)","(21.0, 110.0, 50.5)","(15.0, 26.0, 19.333333333333332)","(3.4, 4.2, 4.066666666666666)","(12.0, 20.0, 14.857142857142858)","(5.5, 8.4, 8.145454545454546)","(4.0, 4.8, 4.666666666666667)","(12.0, 27.0, 21.25)","(5.0, 8.6, 7.15)"
16-12-2022 15:08:58.019324,"(16.0, 46.0, 40.3)","(21.0, 110.0, 50.5)","(15.0, 26.0, 19.333333333333332)","(3.4, 4.2, 4.066666666666666)","(12.0, 20.0, 14.857142857142858)","(5.5, 8.4, 8.145454545454546)","(4.0, 4.8, 4.666666666666667)","(12.0, 27.0, 21.25)","(5.0, 8.6, 7.15)"
16-12-2022 15:08:59.104882,"(16.0, 46.0, 40.3)","(21.0, 110.0, 50.5)","(15.0, 26.0, 19.333333333333332)","(3.4, 4.2, 4.066666666666666)","(12.0, 20.0, 14.857142857142858)","(5.5, 8.4, 7.7714285714285705)","(4.0, 4.8, 4.75)","(12.0, 27.0, 25.357142857142858)","(5.0, 8.6, 7.955555555555556)"
16-12-2022 15:09:00.222716,"(16.0, 46.0, 41.333333333333336)","(21.0, 110.0, 50.5)","(15.0, 26.0, 18.5)","(3.4, 4.2, 4.066666666666666)","(12.0, 20.0, 14.857142857142858)","(5.5, 8.2, 7.7714285714285705)","(4.0, 4.8, 4.75)","(12.0, 27.0, 25.357142857142858)","(5.0, 8.6, 7.955555555555556)"
16-12-2022 15:09:01.332322,"(16.0, 46.0, 41.333333333333336)","(21.0, 110.0, 50.5)","(15.0, 25.0, 20.333333333333332)","(3.4, 4.2, 3.9749999999999996)","(12.0, 20.0, 15.142857142857142)","(5.5, 8.2, 7.5)","(4.0, 4.8, 5.2555555555555555)","(12.0, 27.0, 25.357142857142858)","(5.0, 8.6, 7.625)"
16-12-2022 15:09:02.450583,"(16.0, 46.0, 42.0)","(21.0, 110.0, 50.5)","(15.0, 24.0, 20.0)","(3.4, 4.5, 4.2)","(12.0, 22.0, 16.0)","(5.5, 8.0, 7.5)","(4.0, 5.5, 4.800000000000001)","(12.0, 27.0, 25.357142857142858)","(5.0, 9.0, 7.9)"
16-12-2022 15:09:03.540237,"(16.0, 46.0, 42.0)","(21.0, 100.0, 81.25)","(15.0, 24.0, 20.0)","(3.4, 4.4, 4.2)","(12.0, 20.0, 16.0)","(5.5, 8.0, 7.5)","(4.0, 5.2, 4.800000000000001)","(12.0, 27.0, 25.357142857142858)","(5.0, 9.0, 7.9)"
16-12-2022 15:09:04.620941,"(16.0, 46.0, 42.0)","(21.0, 100.0, 81.25)","(15.0, 24.0, 20.0)","(3.4, 4.4, 3.9714285714285715)","(12.0, 20.0, 17.5)","(5.5, 8.0, 7.222222222222222)","(4.0, 5.2, 4.586666666666667)","(12.0, 27.0, 25.357142857142858)","(5.0, 9.0, 7.9)"
16-12-2022 15:09:05.694969,"(16.0, 46.0, 42.0)","(21.0, 100.0, 81.25)","(15.0, 24.0, 20.0)","(3.4, 4.4, 3.9714285714285715)","(12.0, 21.0, 17.5)","(5.5, 8.0, 7.055555555555555)","(4.0, 5.2, 4.944444444444445)","(12.0, 27.0, 25.357142857142858)","(5.0, 9.0, 7.9)"
16-12-2022 15:09:06.792858,"(16.0, 46.0, 42.0)","(21.0, 100.0, 81.25)","(15.0, 24.0, 20.0)","(3.4, 4.4, 4.011111111111111)","(12.0, 21.0, 17.5)","(5.5, 8.0, 7.064516129032258)","(4.0, 5.1, 4.8)","(12.0, 27.0, 21.25)","(5.0, 9.0, 6.875)"
16-12-2022 15:09:07.888271,"(16.0, 46.0, 32.0)","(21.0, 100.0, 81.25)","(15.0, 26.0, 18.727272727272727)","(3.4, 4.4, 4.011111111111111)","(12.0, 21.0, 17.5)","(5.5, 8.0, 7.05)","(4.0, 5.1, 4.8)","(12.0, 27.0, 21.25)","(5.0, 9.0, 6.875)"
16-12-2022 15:09:08.946121,"(16.0, 46.0, 32.0)","(21.0, 100.0, 81.25)","(15.0, 26.0, 20.0)","(3.4, 4.4, 4.011111111111111)","(12.0, 21.0, 17.5)","(5.5, 8.0, 7.05)","(4.0, 5.1, 4.8)","(12.0, 27.0, 21.25)","(5.0, 9.0, 6.875)"
16-12-2022 15:09:10.017153,"(16.0, 46.0, 32.0)","(21.0, 100.0, 81.25)","(15.0, 26.0, 20.0)","(3.4, 4.4, 3.8120000000000003)","(12.0, 21.0, 17.5)","(5.5, 8.0, 7.05)","(4.0, 5.1, 4.8)","(12.0, 27.0, 21.25)","(5.0, 9.0, 6.875)"
16-12-2022 15:09:11.153072,"(16.0, 46.0, 32.0)","(21.0, 100.0, 81.25)","(15.0, 26.0, 20.0)","(3.4, 4.4, 3.8120000000000003)","(12.0, 21.0, 17.5)","(5.5, 8.0, 7.05)","(4.0, 5.1, 4.8)","(12.0, 27.0, 21.25)","(5.0, 9.0, 6.363636363636363)"
