,Avery Blue,Mischievous Curlin,Rose Dawson,Luxury Liner,The Great Haynes,Sheza Girly Girl,Shezarunaway,Angels Advocate
08-01-2023 09:52:09.892506,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:11.040353,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:12.205532,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:13.404793,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:14.560237,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:15.730342,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:16.890440,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:18.036215,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:19.201730,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:20.351111,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:21.501413,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:22.651145,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:23.781032,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:24.932080,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:26.100838,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:27.245872,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:28.410934,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:29.560905,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:30.740790,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:31.906498,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:33.091056,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:34.241080,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:35.411003,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:36.572845,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:37.743400,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:38.890769,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:40.045848,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:41.204696,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:42.358849,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:43.510643,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:44.680609,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:45.835362,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:47.012336,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:48.177803,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:49.332312,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:50.500550,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:51.640619,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:52.810380,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:53.970640,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:55.125511,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:56.290531,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:57.488710,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:58.667525,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:52:59.820379,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:01.013171,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:02.200506,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:03.371934,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:04.521996,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:05.694874,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:06.870381,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:08.093231,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:09.320180,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:10.483218,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:11.660223,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:12.830060,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:13.990025,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:15.169949,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:16.400526,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:17.599893,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:18.763892,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:19.923076,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:21.070848,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:22.246920,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:23.395888,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:24.694270,"(15.0, 99999, 99990)","(41.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:25.837124,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:26.981011,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:28.168382,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:29.312192,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:30.452780,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:31.611746,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:32.800889,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:33.950411,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:35.120734,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:36.260636,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:37.420694,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:38.560545,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:39.730404,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:40.901533,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:42.065388,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:43.210198,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:44.390406,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:45.530205,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:46.680455,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:47.829462,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:48.993731,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:50.140485,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:51.302600,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:52.452187,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:53.630284,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:54.780279,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:55.944516,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:57.100305,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:58.263970,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:53:59.420018,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:54:00.581796,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:54:01.729976,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:54:02.892801,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:54:04.070020,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:54:05.229872,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:54:06.440033,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:54:07.587890,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:54:08.751541,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:54:09.915922,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:54:11.095381,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:54:12.279787,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:54:13.469792,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
