,Cousteau,Chanelle,Diamond Blanco,Impressive Mario,Romeo,Fly High Buddy,Homebush Dove,Harry Baxter
06-01-2023 10:44:59.745056,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.555)"
06-01-2023 10:45:00.879570,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.423076923076923)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.555)"
06-01-2023 10:45:01.922268,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.423076923076923)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.555)"
06-01-2023 10:45:03.020954,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.423076923076923)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.555)"
06-01-2023 10:45:04.198800,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.423076923076923)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.555)"
06-01-2023 10:45:05.324859,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.423076923076923)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.555)"
06-01-2023 10:45:06.482934,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.423076923076923)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.555)"
06-01-2023 10:45:07.687821,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.423076923076923)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.555)"
06-01-2023 10:45:08.826016,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.423076923076923)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.555)"
06-01-2023 10:45:10.033910,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.410256410256411)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:11.186861,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:12.402703,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:13.583087,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:14.832281,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:15.926890,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:17.082034,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:18.206783,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:19.410602,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:20.553842,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:21.705378,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:22.859355,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:23.996753,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:25.121807,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:26.206976,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:27.314461,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:28.429588,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:29.582189,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:30.718841,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:31.812538,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:33.025513,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:34.394560,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:35.639383,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:36.871212,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:38.060814,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:39.291562,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:40.459178,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.423076923076923)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:41.873930,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.423076923076923)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:43.178589,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.423076923076923)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:44.435287,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.423076923076923)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:45.805110,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.423076923076923)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:46.921465,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.423076923076923)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:48.212037,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.423076923076923)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:49.318903,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.410256410256411)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:50.434976,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:51.524652,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:52.800169,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.416666666666667)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:53.892826,"(3.5, 8.0, 5.55)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.933333333333334)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:54.981632,"(3.5, 8.0, 5.055882352941177)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:56.115698,"(3.5, 8.0, 5.055882352941177)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:57.319623,"(3.5, 8.0, 5.055882352941177)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:58.485567,"(3.5, 8.0, 5.055882352941177)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:45:59.622249,"(3.5, 8.0, 5.055882352941177)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:00.717995,"(3.5, 8.0, 5.055882352941177)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:01.842643,"(3.5, 8.0, 5.055882352941177)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:02.888974,"(3.5, 8.0, 5.055882352941177)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.42948717948718)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:04.033760,"(3.5, 8.0, 5.055882352941177)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.42948717948718)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:05.149937,"(3.5, 8.0, 5.055882352941177)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.42948717948718)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:06.363857,"(3.5, 8.0, 5.055882352941177)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.6925675675675675)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:07.470670,"(3.5, 8.0, 5.055882352941177)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.6925675675675675)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:08.580655,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:09.726527,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:10.829606,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:12.011898,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:13.137107,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:14.342830,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:15.417349,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:16.583624,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 6.125)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:17.748625,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.0, 7.7105263157894735)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:18.932154,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.2, 7.7105263157894735)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:20.133381,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.2, 7.7105263157894735)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:21.297266,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.2, 7.7105263157894735)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:22.432647,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.2, 7.7105263157894735)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:23.563608,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.2, 7.7105263157894735)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:24.638447,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.2, 7.7105263157894735)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:25.713474,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.2, 7.7105263157894735)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:26.818556,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.2, 7.721052631578946)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:27.944453,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.2, 7.721052631578946)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:29.074276,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.2, 7.721052631578946)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
06-01-2023 10:46:30.166581,"(3.5, 8.0, 4.520588235294118)","(6.5, 13.5, 12.617647058823529)","(3.7, 5.3, 4.446666666666666)","(15.0, 36.0, 32.785714285714285)","(3.7, 8.2, 7.721052631578946)","(18.0, 150.0, 105.16666666666667)","(15.0, 60.0, 52.166666666666664)","(6.0, 11.5, 10.654545454545454)"
