,Buddys Tale,Harmony Nation,Damreel,Chayse N Storms,Renault,Friend Of God,The Houseman,Hes Viral,It Must Be Love,Alaltun,Nitroglycerine,The Angels Kiss
12-01-2023 16:58:06.679055,"(9.0, 11.0, 10.545454545454545)","(18.0, 26.0, 24.96551724137931)","(8.5, 11.5, 10.823651452282158)","(7.5, 8.0, 7.8277777777777775)","(20.0, 24.0, 22.666666666666668)","(2.9, 3.35, 3.3775956284153006)","(8.5, 10.5, 10.279761904761905)","(21.0, 25.0, 24.32758620689655)","(17.0, 22.0, 21.632653061224488)","(71.0, 140.0, 136.36363636363637)","(9.0, 12.5, 12.0)","(21.0, 29.0, 28.65)"
12-01-2023 16:58:08.295621,"(9.0, 11.0, 10.477272727272727)","(18.0, 26.0, 25.153846153846153)","(8.5, 11.0, 10.823651452282158)","(7.5, 8.0, 7.7846153846153845)","(20.0, 24.0, 22.666666666666668)","(2.9, 3.4, 3.3707142857142856)","(8.5, 10.5, 10.265822784810126)","(21.0, 25.0, 24.170212765957448)","(17.0, 22.0, 21.574468085106382)","(71.0, 140.0, 135.83333333333334)","(10.0, 12.5, 11.961538461538462)","(21.0, 29.0, 28.22222222222222)"
12-01-2023 16:58:10.087476,"(9.0, 10.5, 10.570135746606335)","(18.0, 26.0, 25.153846153846153)","(8.5, 11.0, 10.821428571428571)","(7.5, 7.8, 7.805882352941176)","(20.0, 24.0, 23.23076923076923)","(2.9, 3.4, 3.3768456375838927)","(8.5, 10.5, 10.267782426778243)","(21.0, 25.0, 24.20408163265306)","(17.0, 22.0, 21.3)","(71.0, 140.0, 128.63636363636363)","(10.0, 12.5, 12.02)","(21.0, 29.0, 28.3)"
12-01-2023 16:58:11.746648,"(9.0, 11.0, 10.570135746606335)","(18.0, 26.0, 25.153846153846153)","(8.5, 11.0, 10.820083682008368)","(7.5, 8.0, 7.8307692307692305)","(20.0, 24.0, 23.23076923076923)","(2.9, 3.4, 3.369548872180451)","(8.5, 10.5, 10.267782426778243)","(21.0, 25.0, 24.28846153846154)","(17.0, 22.0, 21.3)","(71.0, 130.0, 128.63636363636363)","(10.0, 12.5, 11.525423728813559)","(21.0, 29.0, 28.3)"
12-01-2023 16:58:14.017745,"(9.0, 11.0, 10.634615384615385)","(18.0, 26.0, 25.153846153846153)","(8.5, 11.0, 10.820083682008368)","(7.5, 8.0, 7.8307692307692305)","(20.0, 24.0, 23.285714285714285)","(2.9, 3.4, 3.3799319727891155)","(8.5, 10.5, 10.267782426778243)","(21.0, 25.0, 23.676470588235293)","(17.0, 22.0, 20.877551020408163)","(71.0, 130.0, 128.63636363636363)","(10.0, 12.0, 11.658536585365853)","(21.0, 29.0, 28.5625)"
12-01-2023 16:58:15.970176,"(9.0, 11.0, 10.634615384615385)","(19.0, 26.0, 25.153846153846153)","(8.5, 11.0, 11.21165644171779)","(7.5, 8.0, 7.833707865168539)","(20.0, 24.0, 23.2)","(2.9, 3.4, 3.391121495327103)","(8.5, 10.5, 10.260775862068966)","(21.0, 24.0, 23.82051282051282)","(17.0, 21.0, 21.054545454545455)","(71.0, 130.0, 128.63636363636363)","(10.0, 12.0, 11.647727272727273)","(21.0, 29.0, 29.6)"
12-01-2023 16:58:17.825400,"(9.0, 11.0, 10.617886178861788)","(19.0, 26.0, 24.487179487179485)","(8.5, 11.5, 11.010204081632653)","(7.5, 8.0, 7.818604651162791)","(20.0, 24.0, 23.2)","(2.9, 3.4, 3.4616949152542373)","(8.5, 10.5, 10.272522522522522)","(21.0, 25.0, 23.666666666666668)","(17.0, 22.0, 21.137254901960784)","(71.0, 130.0, 128.63636363636363)","(10.0, 12.0, 11.621621621621621)","(21.0, 30.0, 29.745454545454546)"
12-01-2023 16:58:19.537158,"(9.0, 11.0, 10.471774193548388)","(19.0, 25.0, 24.41176470588235)","(8.5, 11.5, 10.959375)","(7.5, 8.0, 7.639393939393939)","(20.0, 24.0, 23.2)","(2.9, 3.5, 3.6806722689075633)","(8.5, 10.5, 10.12378640776699)","(21.0, 24.0, 23.823529411764707)","(17.0, 22.0, 21.48717948717949)","(71.0, 130.0, 128.63636363636363)","(10.0, 12.0, 11.534883720930232)","(21.0, 30.0, 29.725490196078432)"
12-01-2023 16:58:20.954327,"(9.0, 10.5, 10.471774193548388)","(18.0, 25.0, 24.41176470588235)","(8.5, 11.0, 11.090361445783133)","(7.5, 7.8, 7.638805970149253)","(20.0, 24.0, 22.666666666666668)","(2.9, 3.7, 3.6910493827160495)","(8.5, 10.5, 10.119158878504672)","(21.0, 24.0, 23.823529411764707)","(17.0, 22.0, 21.235294117647058)","(71.0, 130.0, 128.57142857142858)","(10.0, 12.0, 11.547511312217194)","(21.0, 30.0, 29.725490196078432)"
12-01-2023 16:58:22.396527,"(9.0, 10.5, 10.471774193548388)","(18.0, 25.0, 24.35483870967742)","(8.5, 11.5, 11.090361445783133)","(7.5, 7.8, 7.638805970149253)","(20.0, 24.0, 22.666666666666668)","(2.9, 3.7, 3.6778625954198474)","(8.5, 10.5, 10.119158878504672)","(21.0, 24.0, 23.785714285714285)","(17.0, 22.0, 21.235294117647058)","(71.0, 130.0, 128.57142857142858)","(10.0, 12.0, 11.537777777777778)","(21.0, 30.0, 29.725490196078432)"
12-01-2023 16:58:24.476337,"(9.0, 10.5, 10.463157894736842)","(18.0, 25.0, 24.24137931034483)","(8.5, 11.5, 11.183417085427136)","(7.5, 7.8, 7.406666666666667)","(20.0, 24.0, 22.666666666666668)","(2.9, 3.7, 3.6919374247894106)","(8.5, 10.5, 10.119158878504672)","(21.0, 24.0, 23.458333333333332)","(17.0, 22.0, 21.235294117647058)","(71.0, 130.0, 128.57142857142858)","(10.0, 12.0, 11.474358974358974)","(21.0, 30.0, 29.725490196078432)"
12-01-2023 16:58:26.189365,"(9.0, 10.5, 10.463157894736842)","(18.0, 25.0, 24.24137931034483)","(8.5, 11.5, 11.183417085427136)","(7.5, 7.6, 7.411428571428572)","(20.0, 24.0, 23.41176470588235)","(2.9, 3.7, 3.721830985915493)","(8.5, 10.5, 10.12442396313364)","(21.0, 24.0, 23.428571428571427)","(17.0, 22.0, 21.1875)","(61.0, 130.0, 128.57142857142858)","(9.0, 11.5, 11.243362831858407)","(21.0, 30.0, 29.725490196078432)"
12-01-2023 16:58:27.743206,"(9.0, 10.5, 10.463157894736842)","(18.0, 25.0, 24.24137931034483)","(8.5, 11.5, 11.16842105263158)","(7.5, 7.6, 7.326530612244898)","(20.0, 24.0, 23.35)","(2.9, 3.75, 3.696396396396396)","(8.5, 10.5, 10.12442396313364)","(21.0, 24.0, 23.36)","(17.0, 22.0, 21.29032258064516)","(61.0, 130.0, 128.9655172413793)","(9.0, 11.5, 11.269736842105264)","(21.0, 30.0, 29.725490196078432)"
12-01-2023 16:58:29.543544,"(9.0, 10.5, 10.442708333333334)","(18.0, 25.0, 24.083333333333332)","(8.5, 11.5, 11.15566037735849)","(7.5, 7.6, 7.352808988764045)","(20.0, 24.0, 23.35)","(2.9, 3.75, 3.7103174603174605)","(8.5, 10.5, 10.110132158590309)","(21.0, 24.0, 23.333333333333332)","(17.0, 22.0, 21.41176470588235)","(71.0, 130.0, 129.14285714285714)","(9.0, 11.5, 11.217948717948717)","(21.0, 30.0, 29.725490196078432)"
12-01-2023 16:58:30.962958,"(9.0, 10.5, 10.442708333333334)","(18.0, 25.0, 24.083333333333332)","(8.5, 11.5, 11.139810426540285)","(7.5, 7.6, 7.389473684210527)","(20.0, 24.0, 23.27777777777778)","(2.9, 3.75, 3.7118320610687023)","(8.5, 10.5, 10.110132158590309)","(21.0, 24.0, 22.952380952380953)","(17.0, 22.0, 21.41176470588235)","(71.0, 130.0, 138.57142857142858)","(9.0, 11.5, 11.142857142857142)","(21.0, 30.0, 28.97142857142857)"
12-01-2023 16:58:32.529368,"(9.0, 10.5, 10.267123287671232)","(18.0, 25.0, 24.137254901960784)","(8.5, 11.5, 11.134920634920634)","(7.0, 7.4, 7.326315789473684)","(20.0, 24.0, 23.27777777777778)","(3.0, 3.75, 3.699333333333333)","(8.5, 10.5, 10.050761421319796)","(21.0, 23.0, 22.952380952380953)","(17.0, 22.0, 21.37142857142857)","(61.0, 140.0, 136.66666666666666)","(9.0, 11.5, 11.107692307692307)","(21.0, 29.0, 28.97142857142857)"
12-01-2023 16:58:34.147479,"(9.0, 10.5, 10.318181818181818)","(18.0, 25.0, 23.933333333333334)","(8.5, 11.5, 11.189265536723164)","(7.0, 7.6, 7.3283018867924525)","(20.0, 24.0, 23.27777777777778)","(3.0, 3.75, 3.741549295774648)","(8.5, 10.5, 9.9453125)","(21.0, 23.0, 22.954545454545453)","(17.0, 22.0, 21.37142857142857)","(61.0, 140.0, 137.5)","(9.0, 11.5, 11.080459770114942)","(21.0, 29.0, 28.97142857142857)"
12-01-2023 16:58:35.856019,"(9.0, 10.5, 10.31159420289855)","(18.0, 24.0, 23.92)","(8.5, 11.5, 11.189265536723164)","(7.0, 7.6, 7.331612903225807)","(20.0, 24.0, 23.208333333333332)","(3.0, 3.75, 3.7379432624113473)","(8.5, 10.0, 9.943076923076923)","(20.0, 23.0, 22.954545454545453)","(17.0, 22.0, 21.37142857142857)","(71.0, 140.0, 137.5)","(9.0, 11.5, 11.130541871921181)","(21.0, 30.0, 29.88888888888889)"
12-01-2023 16:58:37.518126,"(9.0, 10.5, 10.31159420289855)","(18.0, 24.0, 23.821428571428573)","(8.5, 11.5, 11.189265536723164)","(7.0, 7.6, 7.276470588235294)","(20.0, 24.0, 22.48)","(3.0, 3.75, 3.732105263157895)","(8.5, 10.0, 9.943076923076923)","(20.0, 23.0, 22.954545454545453)","(17.0, 22.0, 21.37142857142857)","(71.0, 140.0, 137.5)","(9.0, 11.5, 11.130541871921181)","(21.0, 30.0, 29.88888888888889)"
12-01-2023 16:58:39.224053,"(9.0, 10.5, 10.31159420289855)","(18.0, 24.0, 23.782608695652172)","(8.5, 11.5, 11.189265536723164)","(7.0, 7.6, 7.276470588235294)","(20.0, 24.0, 22.48)","(3.0, 3.75, 3.732105263157895)","(8.5, 10.0, 9.943076923076923)","(20.0, 23.0, 22.954545454545453)","(17.0, 22.0, 21.37142857142857)","(71.0, 140.0, 137.5)","(9.0, 11.5, 10.979674796747968)","(21.0, 30.0, 29.88888888888889)"
12-01-2023 16:58:41.042173,"(9.0, 10.5, 10.254716981132075)","(18.0, 24.0, 23.782608695652172)","(8.5, 11.5, 11.189265536723164)","(7.0, 7.4, 7.305882352941177)","(20.0, 24.0, 22.545454545454547)","(3.0, 3.7, 3.654819277108434)","(8.5, 10.0, 9.945985401459854)","(20.0, 23.0, 22.954545454545453)","(17.0, 22.0, 21.5)","(71.0, 140.0, 137.5)","(9.0, 11.0, 10.979674796747968)","(21.0, 30.0, 29.88888888888889)"
12-01-2023 16:58:42.685012,"(9.0, 10.5, 10.3)","(18.0, 24.0, 23.916666666666668)","(8.5, 11.5, 11.112676056338028)","(7.0, 7.4, 7.257971014492754)","(20.0, 24.0, 23.35)","(3.0, 3.7, 3.6517996870109544)","(8.5, 10.0, 9.88630705394191)","(20.0, 24.0, 23.6875)","(17.0, 22.0, 21.916666666666668)","(71.0, 150.0, 137.69230769230768)","(9.0, 11.0, 10.91796875)","(21.0, 30.0, 29.956521739130434)"
12-01-2023 16:58:44.121087,"(9.0, 10.5, 10.3)","(18.0, 24.0, 23.916666666666668)","(8.5, 11.5, 11.23076923076923)","(7.0, 7.4, 7.2752)","(20.0, 24.0, 23.642857142857142)","(3.0, 3.7, 3.673410087719298)","(8.5, 10.0, 9.88630705394191)","(20.0, 24.0, 23.724137931034484)","(17.0, 22.0, 21.8125)","(71.0, 150.0, 137.69230769230768)","(9.0, 11.0, 10.916666666666666)","(21.0, 30.0, 29.979591836734695)"
12-01-2023 16:58:45.632751,"(9.0, 10.5, 10.267605633802816)","(19.0, 24.0, 23.916666666666668)","(9.0, 11.5, 11.23076923076923)","(7.0, 7.4, 7.276190476190476)","(20.0, 24.0, 23.692307692307693)","(3.0, 3.7, 3.6742508324084353)","(8.5, 10.0, 9.88724279835391)","(21.0, 24.0, 23.692307692307693)","(18.0, 22.0, 21.684210526315788)","(71.0, 150.0, 137.69230769230768)","(9.0, 11.0, 10.795698924731182)","(21.0, 30.0, 29.979591836734695)"
12-01-2023 16:58:47.132852,"(9.0, 10.5, 10.2421875)","(19.0, 24.0, 23.916666666666668)","(9.0, 11.5, 11.216666666666667)","(7.0, 7.4, 7.2677966101694915)","(20.0, 24.0, 23.733333333333334)","(3.0, 3.7, 3.6766832917705736)","(8.5, 10.0, 9.884388185654009)","(21.0, 24.0, 23.545454545454547)","(18.0, 22.0, 21.684210526315788)","(71.0, 150.0, 137.69230769230768)","(9.0, 11.0, 10.876712328767123)","(21.0, 30.0, 29.979591836734695)"
12-01-2023 16:58:48.583040,"(9.0, 10.5, 10.25)","(19.0, 24.0, 23.939393939393938)","(9.0, 11.5, 11.204225352112676)","(7.0, 7.4, 7.272131147540984)","(20.0, 24.0, 23.75)","(3.0, 3.7, 3.6763260025873223)","(8.5, 10.0, 9.88630705394191)","(21.0, 24.0, 23.558823529411764)","(18.0, 22.0, 21.7)","(71.0, 150.0, 140.58823529411765)","(9.0, 11.0, 10.901098901098901)","(21.0, 30.0, 29.98)"
12-01-2023 16:58:50.171033,"(9.0, 10.5, 10.25)","(19.0, 24.0, 23.942857142857143)","(9.0, 11.5, 11.204225352112676)","(7.0, 7.4, 7.272131147540984)","(20.0, 24.0, 23.75)","(3.0, 3.7, 3.6738944365192583)","(8.5, 10.0, 9.819512195121952)","(21.0, 24.0, 23.558823529411764)","(18.0, 22.0, 21.7)","(71.0, 150.0, 140.58823529411765)","(9.0, 11.0, 10.901098901098901)","(21.0, 30.0, 29.98)"
12-01-2023 16:58:51.564891,"(9.0, 10.5, 10.25)","(19.0, 24.0, 23.942857142857143)","(9.0, 11.5, 11.212328767123287)","(7.0, 7.4, 7.272131147540984)","(20.0, 24.0, 23.857142857142858)","(3.0, 3.7, 3.673516642547033)","(8.5, 10.0, 9.819512195121952)","(21.0, 24.0, 23.316666666666666)","(18.0, 22.0, 21.684210526315788)","(71.0, 150.0, 140.58823529411765)","(9.0, 11.0, 10.901098901098901)","(21.0, 30.0, 29.98)"
12-01-2023 16:58:52.981407,"(9.0, 10.5, 10.05072463768116)","(19.0, 24.0, 23.942857142857143)","(9.0, 11.5, 11.354330708661417)","(7.0, 7.4, 7.307692307692308)","(20.0, 24.0, 24.09090909090909)","(3.0, 3.7, 3.672888888888889)","(8.5, 10.0, 9.819512195121952)","(21.0, 24.0, 23.35483870967742)","(18.0, 22.0, 21.684210526315788)","(71.0, 150.0, 141.11111111111111)","(9.0, 11.0, 11.146017699115044)","(21.0, 30.0, 29.98076923076923)"
12-01-2023 16:58:54.462649,"(9.0, 10.5, 10.169014084507042)","(19.0, 24.0, 23.9375)","(9.0, 11.5, 11.354330708661417)","(7.0, 7.4, 7.296688741721854)","(20.0, 25.0, 23.833333333333332)","(3.0, 3.7, 3.67085346215781)","(8.5, 10.0, 9.782857142857143)","(21.0, 24.0, 23.136363636363637)","(18.0, 22.0, 21.5)","(71.0, 150.0, 141.11111111111111)","(9.0, 11.5, 10.986666666666666)","(21.0, 30.0, 31.076923076923077)"
12-01-2023 16:58:55.835912,"(9.0, 10.5, 10.03661971830986)","(19.0, 24.0, 23.9375)","(9.0, 11.5, 11.354330708661417)","(7.0, 7.4, 7.290140845070423)","(20.0, 24.0, 23.789473684210527)","(3.0, 3.7, 3.671496062992126)","(8.5, 9.8, 9.795)","(21.0, 24.0, 23.170212765957448)","(18.0, 22.0, 21.733333333333334)","(71.0, 150.0, 138.57142857142858)","(9.0, 11.0, 10.995454545454546)","(21.0, 32.0, 32.21052631578947)"
12-01-2023 16:58:57.244976,"(9.0, 10.5, 10.004901960784315)","(19.0, 25.0, 24.027027027027028)","(9.0, 11.5, 11.418032786885245)","(7.0, 7.4, 7.333333333333334)","(20.0, 24.0, 23.77777777777778)","(3.0, 3.7, 3.6714511041009463)","(8.5, 9.8, 9.791780821917808)","(21.0, 24.0, 23.170212765957448)","(18.0, 22.0, 21.733333333333334)","(71.0, 150.0, 138.57142857142858)","(9.0, 11.0, 10.995454545454546)","(21.0, 34.0, 32.78260869565217)"
12-01-2023 16:58:58.732640,"(9.0, 10.5, 10.004901960784315)","(19.0, 25.0, 24.12)","(9.0, 11.5, 11.495145631067961)","(7.0, 7.4, 7.358241758241759)","(20.0, 24.0, 23.77777777777778)","(3.0, 3.7, 3.671704180064309)","(8.5, 10.0, 9.794444444444444)","(21.0, 24.0, 23.152173913043477)","(18.0, 22.0, 21.58823529411765)","(71.0, 150.0, 139.23076923076923)","(9.0, 11.0, 11.092391304347826)","(21.0, 34.0, 32.74285714285714)"
12-01-2023 16:59:00.383499,"(9.0, 10.0, 9.824615384615385)","(19.0, 25.0, 24.037037037037038)","(9.0, 11.5, 11.651785714285714)","(7.0, 7.4, 7.358241758241759)","(20.0, 24.0, 23.77777777777778)","(3.0, 3.7, 3.671202003338898)","(8.5, 10.0, 9.81904761904762)","(21.0, 24.0, 22.476190476190474)","(18.0, 22.0, 21.58823529411765)","(71.0, 160.0, 150.54054054054055)","(9.0, 11.5, 11.092391304347826)","(21.0, 34.0, 32.74285714285714)"
12-01-2023 16:59:02.092283,"(9.0, 10.0, 9.813114754098361)","(19.0, 25.0, 24.037037037037038)","(9.0, 12.0, 11.64655172413793)","(7.0, 7.4, 7.251851851851852)","(20.0, 24.0, 23.77777777777778)","(3.1, 3.7, 3.6702090592334495)","(8.5, 10.0, 9.81904761904762)","(21.0, 23.0, 22.476190476190474)","(18.0, 22.0, 21.58823529411765)","(71.0, 160.0, 150.8108108108108)","(9.0, 11.5, 11.123115577889447)","(21.0, 32.0, 31.313432835820894)"
12-01-2023 16:59:03.713001,"(9.0, 10.0, 9.811267605633804)","(19.0, 25.0, 23.775)","(9.0, 12.0, 11.545454545454545)","(7.0, 7.4, 7.252830188679246)","(20.0, 24.0, 24.46153846153846)","(3.1, 3.7, 3.6698899371069182)","(8.5, 10.0, 9.875409836065574)","(20.0, 23.0, 22.483870967741936)","(18.0, 22.0, 21.695652173913043)","(71.0, 160.0, 151.05263157894737)","(9.0, 11.5, 10.989655172413793)","(21.0, 32.0, 31.28125)"
12-01-2023 16:59:05.301792,"(9.0, 10.0, 9.830379746835444)","(19.0, 24.0, 23.92)","(9.0, 12.0, 11.545454545454545)","(6.5, 7.4, 7.252830188679246)","(20.0, 25.0, 24.652173913043477)","(3.1, 3.7, 3.6698899371069182)","(8.5, 10.0, 9.8)","(20.0, 23.0, 22.582278481012658)","(18.0, 22.0, 21.695652173913043)","(71.0, 160.0, 151.05263157894737)","(9.0, 11.0, 10.989655172413793)","(21.0, 32.0, 31.386666666666667)"
12-01-2023 16:59:07.023031,"(9.0, 10.0, 9.840476190476192)","(19.0, 24.0, 24.026315789473685)","(9.0, 12.0, 11.735099337748345)","(6.5, 7.4, 7.302439024390244)","(20.0, 25.0, 24.68)","(3.1, 3.7, 3.748405197873597)","(8.5, 10.0, 9.80253164556962)","(20.0, 24.0, 22.65)","(18.0, 22.0, 21.708333333333332)","(71.0, 160.0, 151.05263157894737)","(9.0, 11.0, 10.992700729927007)","(21.0, 32.0, 31.36111111111111)"
12-01-2023 16:59:08.879999,"(9.0, 10.0, 9.839080459770116)","(19.0, 25.0, 24.041666666666668)","(10.0, 12.0, 11.735099337748345)","(6.5, 7.4, 7.264516129032258)","(20.0, 25.0, 24.703703703703702)","(3.1, 3.75, 3.7538011695906435)","(8.5, 10.0, 9.73913043478261)","(20.0, 24.0, 22.838709677419356)","(18.0, 22.0, 21.82608695652174)","(71.0, 160.0, 151.05263157894737)","(9.0, 11.0, 10.925)","(21.0, 32.0, 31.303030303030305)"
12-01-2023 16:59:10.446327,"(9.0, 10.0, 9.818666666666667)","(19.0, 25.0, 24.041666666666668)","(10.0, 12.0, 11.463636363636363)","(6.5, 7.4, 7.274468085106383)","(20.0, 25.0, 24.703703703703702)","(3.1, 3.8, 3.7433035714285716)","(8.5, 10.0, 9.727272727272728)","(20.0, 24.0, 22.838709677419356)","(18.0, 22.0, 21.575757575757574)","(81.0, 160.0, 151.05263157894737)","(9.0, 11.0, 10.880530973451327)","(21.0, 32.0, 32.80952380952381)"
12-01-2023 16:59:11.979390,"(9.0, 10.0, 9.83)","(19.0, 25.0, 24.041666666666668)","(10.0, 11.5, 11.463636363636363)","(6.5, 7.4, 7.283333333333333)","(20.0, 25.0, 24.703703703703702)","(3.1, 3.75, 3.748627450980392)","(8.5, 9.8, 9.623809523809523)","(20.0, 24.0, 23.3)","(18.0, 22.0, 21.484848484848484)","(81.0, 160.0, 151.14285714285714)","(9.0, 11.0, 10.872641509433961)","(21.0, 34.0, 32.80952380952381)"
12-01-2023 16:59:13.498382,"(9.0, 10.0, 9.83)","(19.0, 25.0, 24.041666666666668)","(10.0, 11.5, 11.463636363636363)","(6.5, 7.4, 7.368)","(20.0, 25.0, 24.703703703703702)","(3.1, 3.8, 3.753710247349823)","(8.5, 9.8, 9.612499999999999)","(20.0, 24.0, 23.444444444444443)","(18.0, 22.0, 21.379310344827587)","(81.0, 160.0, 151.14285714285714)","(9.0, 11.0, 10.872641509433961)","(21.0, 34.0, 32.80952380952381)"
12-01-2023 16:59:15.186318,"(9.0, 10.0, 9.885714285714286)","(19.0, 25.0, 24.041666666666668)","(9.0, 11.5, 11.744525547445255)","(6.5, 7.4, 7.368)","(20.0, 25.0, 24.703703703703702)","(3.1, 3.8, 3.7475)","(8.5, 9.8, 9.595121951219513)","(20.0, 24.0, 21.892857142857142)","(18.0, 22.0, 21.379310344827587)","(81.0, 160.0, 151.14285714285714)","(9.0, 11.0, 10.872641509433961)","(21.0, 34.0, 32.87179487179487)"
12-01-2023 16:59:16.750556,"(9.0, 10.0, 9.937254901960785)","(19.0, 25.0, 24.041666666666668)","(9.0, 12.0, 11.779005524861878)","(6.5, 7.4, 7.392792792792793)","(20.0, 25.0, 24.5)","(3.1, 3.75, 3.7707070707070707)","(8.5, 9.6, 9.595876288659793)","(20.0, 22.0, 22.142857142857142)","(18.0, 22.0, 21.64)","(81.0, 160.0, 151.38888888888889)","(9.0, 11.0, 10.889344262295083)","(21.0, 34.0, 33.022222222222226)"
12-01-2023 16:59:18.264192,"(9.0, 10.0, 10.087786259541986)","(19.0, 25.0, 24.041666666666668)","(9.0, 12.0, 11.779005524861878)","(6.5, 7.4, 7.392792792792793)","(20.0, 25.0, 24.5)","(3.1, 3.8, 3.7522727272727274)","(8.5, 9.6, 9.595876288659793)","(20.0, 23.0, 22.228070175438596)","(18.0, 22.0, 21.64)","(81.0, 160.0, 151.38888888888889)","(9.0, 11.0, 10.889344262295083)","(21.0, 34.0, 32.9)"
12-01-2023 16:59:19.988584,"(9.0, 10.5, 10.09349593495935)","(19.0, 25.0, 24.035714285714285)","(9.0, 12.0, 11.814814814814815)","(6.5, 7.4, 7.433333333333334)","(20.0, 25.0, 24.333333333333332)","(3.1, 3.8, 3.7647540983606556)","(8.5, 9.6, 9.595121951219513)","(20.0, 23.0, 22.228070175438596)","(18.0, 22.0, 21.632653061224488)","(81.0, 160.0, 151.38888888888889)","(9.0, 11.0, 10.82312925170068)","(21.0, 34.0, 32.9)"
12-01-2023 16:59:21.498385,"(9.0, 10.5, 10.090551181102363)","(19.0, 25.0, 24.087719298245613)","(9.0, 12.0, 11.473282442748092)","(6.5, 7.6, 7.426506024096385)","(20.0, 25.0, 24.333333333333332)","(3.1, 3.8, 3.763255813953488)","(8.5, 9.6, 9.601307189542485)","(20.0, 23.0, 21.821428571428573)","(18.0, 22.0, 21.454545454545453)","(81.0, 160.0, 151.38888888888889)","(9.0, 11.0, 10.80451127819549)","(21.0, 34.0, 32.75)"
12-01-2023 16:59:23.039540,"(8.5, 10.5, 10.068965517241379)","(19.0, 25.0, 24.087719298245613)","(9.0, 11.5, 11.473282442748092)","(6.5, 7.6, 7.426506024096385)","(20.0, 25.0, 24.333333333333332)","(3.2, 3.8, 3.772027972027972)","(8.5, 9.8, 9.61241379310345)","(19.0, 22.0, 21.71875)","(18.0, 22.0, 21.484848484848484)","(81.0, 160.0, 151.38888888888889)","(9.0, 11.0, 10.80451127819549)","(21.0, 34.0, 32.833333333333336)"
12-01-2023 16:59:24.527886,"(8.5, 10.5, 10.068965517241379)","(19.0, 25.0, 24.03333333333333)","(9.0, 11.5, 11.473282442748092)","(6.5, 7.6, 7.403870967741935)","(20.0, 25.0, 24.333333333333332)","(3.2, 3.8, 3.7743589743589743)","(8.5, 9.8, 9.6014598540146)","(19.0, 22.0, 21.71875)","(18.0, 22.0, 21.484848484848484)","(81.0, 160.0, 151.38888888888889)","(9.0, 11.0, 10.781746031746032)","(21.0, 34.0, 32.833333333333336)"
12-01-2023 16:59:26.270048,"(8.5, 10.5, 10.023809523809524)","(19.0, 25.0, 24.03333333333333)","(9.0, 11.5, 11.473282442748092)","(6.5, 7.6, 7.394736842105264)","(20.0, 25.0, 24.333333333333332)","(3.2, 3.8, 3.770323741007194)","(8.5, 9.8, 9.595744680851064)","(19.0, 22.0, 21.666666666666668)","(17.0, 22.0, 21.485714285714284)","(81.0, 160.0, 152.95454545454547)","(9.0, 11.0, 10.75925925925926)","(21.0, 34.0, 32.833333333333336)"
12-01-2023 16:59:27.734261,"(8.5, 10.5, 10.02212389380531)","(19.0, 25.0, 24.03333333333333)","(9.0, 11.5, 11.784810126582279)","(6.5, 7.4, 7.388990825688074)","(20.0, 25.0, 22.789473684210527)","(3.2, 3.8, 3.8449234488315875)","(8.5, 9.8, 9.56)","(19.0, 22.0, 21.666666666666668)","(17.0, 22.0, 21.485714285714284)","(81.0, 160.0, 152.95454545454547)","(9.0, 11.0, 10.747787610619469)","(21.0, 34.0, 33.58730158730159)"
12-01-2023 16:59:29.251399,"(8.5, 10.5, 10.02212389380531)","(19.0, 25.0, 24.03333333333333)","(9.0, 12.0, 11.71264367816092)","(6.5, 7.4, 7.377981651376147)","(20.0, 23.0, 22.785714285714285)","(3.2, 3.85, 3.8449152542372884)","(8.5, 9.6, 9.56)","(19.0, 22.0, 21.666666666666668)","(17.0, 22.0, 21.485714285714284)","(81.0, 160.0, 152.95454545454547)","(9.0, 11.0, 10.741379310344827)","(21.0, 34.0, 33.58730158730159)"
12-01-2023 16:59:30.770348,"(8.5, 10.5, 10.02212389380531)","(19.0, 25.0, 24.03333333333333)","(9.0, 12.0, 11.695121951219512)","(6.5, 7.4, 7.380487804878049)","(20.0, 23.0, 22.785714285714285)","(3.2, 3.85, 3.846075581395349)","(8.5, 9.6, 9.261224489795918)","(19.0, 22.0, 21.294117647058822)","(18.0, 22.0, 21.485714285714284)","(81.0, 160.0, 152.95454545454547)","(9.0, 11.0, 10.741379310344827)","(21.0, 34.0, 33.58730158730159)"
12-01-2023 16:59:32.198624,"(8.5, 10.5, 10.004587155963304)","(19.0, 25.0, 24.03333333333333)","(9.0, 12.0, 11.695121951219512)","(6.5, 7.4, 7.372277227722773)","(20.0, 23.0, 22.285714285714285)","(3.2, 3.85, 3.8459407831900667)","(8.5, 9.4, 9.213592233009708)","(19.0, 22.0, 21.294117647058822)","(18.0, 22.0, 21.485714285714284)","(81.0, 160.0, 152.95454545454547)","(9.0, 11.0, 10.747787610619469)","(21.0, 34.0, 33.6231884057971)"
