,Birdbrook,Rothwell Random,Willy Can Do,Moo Star,Low Planes,Premier Slice
14-12-2022 14:40:48.805043,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.283809523809524)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 7.866666666666667)","(13.0, 40.0, 30.384615384615387)","(19.0, 70.0, 47.411764705882355)"
14-12-2022 14:40:49.771604,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.283809523809524)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 7.866666666666667)","(13.0, 40.0, 30.384615384615387)","(19.0, 70.0, 47.411764705882355)"
14-12-2022 14:40:50.741315,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.283809523809524)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.540000000000001)","(13.0, 40.0, 30.384615384615387)","(19.0, 70.0, 47.411764705882355)"
14-12-2022 14:40:51.723460,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.283809523809524)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.540000000000001)","(13.0, 40.0, 30.384615384615387)","(19.0, 70.0, 47.411764705882355)"
14-12-2022 14:40:52.637148,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.283809523809524)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.540000000000001)","(13.0, 40.0, 30.384615384615387)","(19.0, 70.0, 47.411764705882355)"
14-12-2022 14:40:53.523743,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.283809523809524)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.280000000000001)","(13.0, 40.0, 30.384615384615387)","(19.0, 70.0, 47.411764705882355)"
14-12-2022 14:40:54.434174,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.283809523809524)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.280000000000001)","(13.0, 40.0, 30.384615384615387)","(19.0, 70.0, 47.411764705882355)"
14-12-2022 14:40:55.398832,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.283809523809524)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.280000000000001)","(13.0, 40.0, 30.384615384615387)","(19.0, 70.0, 47.411764705882355)"
14-12-2022 14:40:56.391395,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.283809523809524)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.280000000000001)","(13.0, 40.0, 30.384615384615387)","(19.0, 70.0, 47.411764705882355)"
14-12-2022 14:40:57.279792,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.347692307692308)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.280000000000001)","(13.0, 40.0, 30.384615384615387)","(19.0, 70.0, 47.411764705882355)"
14-12-2022 14:40:58.176900,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.347692307692308)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.56)","(13.0, 40.0, 30.384615384615387)","(19.0, 65.0, 49.642857142857146)"
14-12-2022 14:40:59.087893,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.347692307692308)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.56)","(13.0, 40.0, 30.384615384615387)","(19.0, 65.0, 49.642857142857146)"
14-12-2022 14:40:59.998932,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.347692307692308)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.56)","(13.0, 40.0, 30.0)","(19.0, 65.0, 46.1875)"
14-12-2022 14:41:00.904894,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.283809523809524)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.32)","(13.0, 40.0, 31.428571428571427)","(19.0, 65.0, 46.1875)"
14-12-2022 14:41:01.895953,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.283809523809524)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.32)","(13.0, 40.0, 31.428571428571427)","(19.0, 65.0, 46.1875)"
14-12-2022 14:41:02.884334,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.283809523809524)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.32)","(13.0, 40.0, 31.428571428571427)","(19.0, 65.0, 46.1875)"
14-12-2022 14:41:03.873506,"(4.0, 9.6, 7.9)","(2.25, 2.66, 2.41)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.555555555555557)","(13.0, 40.0, 31.428571428571427)","(19.0, 65.0, 46.1875)"
14-12-2022 14:41:04.792921,"(4.0, 9.6, 7.9)","(2.25, 2.66, 2.41)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.555555555555557)","(13.0, 40.0, 31.428571428571427)","(19.0, 65.0, 46.1875)"
14-12-2022 14:41:05.680533,"(4.0, 9.6, 7.9)","(2.25, 2.66, 2.41)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.555555555555557)","(13.0, 40.0, 31.428571428571427)","(19.0, 65.0, 46.1875)"
14-12-2022 14:41:06.615785,"(4.0, 9.6, 7.9)","(2.25, 2.66, 2.41)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.280000000000001)","(13.0, 40.0, 31.428571428571427)","(19.0, 65.0, 46.1875)"
14-12-2022 14:41:07.665922,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.283809523809524)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.56)","(13.0, 40.0, 31.428571428571427)","(19.0, 65.0, 46.1875)"
14-12-2022 14:41:08.815657,"(4.0, 9.6, 7.9)","(2.25, 2.68, 2.335)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.066666666666666)","(13.0, 40.0, 25.625)","(19.0, 65.0, 42.92307692307692)"
14-12-2022 14:41:09.809539,"(4.0, 9.6, 8.88888888888889)","(2.25, 2.58, 2.335)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.066666666666666)","(13.0, 40.0, 30.416666666666668)","(19.0, 65.0, 45.86666666666667)"
14-12-2022 14:41:10.839837,"(4.0, 9.6, 8.88888888888889)","(2.25, 2.58, 2.335)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.066666666666666)","(13.0, 40.0, 30.416666666666668)","(19.0, 65.0, 45.86666666666667)"
14-12-2022 14:41:11.853955,"(4.0, 9.6, 8.88888888888889)","(2.25, 2.58, 2.335)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.066666666666666)","(13.0, 40.0, 30.416666666666668)","(19.0, 65.0, 45.86666666666667)"
14-12-2022 14:41:13.072595,"(4.0, 9.6, 8.88888888888889)","(2.25, 2.58, 2.37)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.466666666666667)","(13.0, 40.0, 30.416666666666668)","(19.0, 65.0, 45.86666666666667)"
14-12-2022 14:41:14.258368,"(4.0, 9.6, 8.88888888888889)","(2.25, 2.54, 2.35)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.466666666666667)","(13.0, 40.0, 30.416666666666668)","(19.0, 65.0, 45.86666666666667)"
14-12-2022 14:41:15.298889,"(4.0, 9.6, 8.88888888888889)","(2.25, 2.54, 2.35)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.466666666666667)","(13.0, 40.0, 30.416666666666668)","(19.0, 65.0, 45.86666666666667)"
14-12-2022 14:41:16.236167,"(4.0, 9.6, 8.88888888888889)","(2.25, 2.54, 2.35)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.466666666666667)","(13.0, 40.0, 30.416666666666668)","(19.0, 65.0, 45.86666666666667)"
14-12-2022 14:41:17.203721,"(4.0, 9.6, 8.88888888888889)","(2.25, 2.54, 2.35)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.466666666666667)","(13.0, 40.0, 30.416666666666668)","(19.0, 65.0, 45.86666666666667)"
14-12-2022 14:41:18.124363,"(4.0, 9.6, 8.88888888888889)","(2.25, 2.58, 2.335)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.066666666666666)","(13.0, 40.0, 30.416666666666668)","(19.0, 65.0, 45.86666666666667)"
14-12-2022 14:41:19.032328,"(4.0, 9.6, 8.88888888888889)","(2.25, 2.54, 2.35)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.466666666666667)","(13.0, 40.0, 30.416666666666668)","(19.0, 65.0, 45.86666666666667)"
14-12-2022 14:41:20.003230,"(4.0, 9.6, 8.88888888888889)","(2.25, 2.54, 2.35)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.466666666666667)","(13.0, 40.0, 30.416666666666668)","(19.0, 65.0, 45.86666666666667)"
14-12-2022 14:41:21.009479,"(4.0, 9.6, 8.88888888888889)","(2.25, 2.54, 2.35)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.466666666666667)","(13.0, 40.0, 30.416666666666668)","(19.0, 65.0, 45.86666666666667)"
14-12-2022 14:41:22.044077,"(4.0, 9.6, 8.88888888888889)","(2.25, 2.54, 2.35)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.066666666666666)","(13.0, 40.0, 30.416666666666668)","(19.0, 65.0, 45.86666666666667)"
14-12-2022 14:41:22.995768,"(4.0, 9.6, 8.88888888888889)","(2.25, 2.58, 2.335)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.066666666666666)","(13.0, 40.0, 30.416666666666668)","(19.0, 65.0, 42.0)"
14-12-2022 14:41:23.873981,"(4.0, 9.6, 8.88888888888889)","(2.25, 2.54, 2.35)","(3.9, 5.9, 5.163157894736843)","(5.5, 8.8, 8.466666666666667)","(13.0, 40.0, 30.416666666666668)","(19.0, 60.0, 44.54545454545455)"
14-12-2022 14:41:24.862829,"(4.0, 8.4, 7.68)","(2.25, 2.3, 2.2242105263157894)","(3.9, 5.9, 5.83)","(5.5, 8.8, 7.355555555555556)","(13.0, 40.0, 30.833333333333332)","(19.0, 60.0, 44.54545454545455)"
14-12-2022 14:41:25.854341,"(4.0, 8.4, 7.68)","(2.25, 2.3, 2.2242105263157894)","(3.9, 5.9, 5.83)","(5.5, 8.8, 8.133333333333333)","(13.0, 40.0, 30.833333333333332)","(19.0, 60.0, 44.54545454545455)"
14-12-2022 14:41:26.811314,"(4.0, 8.2, 7.799999999999999)","(2.25, 2.3, 2.21)","(3.9, 5.9, 5.83)","(5.5, 8.4, 8.133333333333333)","(13.0, 40.0, 30.833333333333332)","(19.0, 60.0, 44.54545454545455)"
14-12-2022 14:41:27.755143,"(4.0, 8.4, 7.95)","(2.25, 2.34, 2.235)","(3.9, 5.9, 5.83)","(5.5, 8.4, 7.8)","(13.0, 40.0, 32.0)","(19.0, 60.0, 44.54545454545455)"
14-12-2022 14:41:28.699258,"(4.0, 9.0, 8.685714285714287)","(2.25, 2.3, 2.275384615384615)","(3.9, 5.9, 5.2)","(5.5, 8.8, 7.3999999999999995)","(13.0, 42.0, 26.666666666666664)","(19.0, 60.0, 43.5)"
14-12-2022 14:41:29.650131,"(4.0, 9.6, 9.52)","(2.25, 2.22, 2.2090909090909094)","(3.9, 5.6, 5.1625)","(5.5, 8.2, 7.7333333333333325)","(13.0, 42.0, 31.92857142857143)","(19.0, 60.0, 45.45454545454545)"
14-12-2022 14:41:30.536012,"(4.0, 10.5, 9.557142857142857)","(2.25, 2.22, 2.2090909090909094)","(3.9, 5.6, 5.25)","(5.5, 8.2, 7.7333333333333325)","(13.0, 42.0, 31.92857142857143)","(20.0, 60.0, 45.45454545454545)"
14-12-2022 14:41:31.419401,"(4.0, 10.5, 9.557142857142857)","(2.25, 2.22, 2.2090909090909094)","(3.9, 5.6, 5.25)","(5.5, 8.2, 7.7333333333333325)","(13.0, 42.0, 32.96153846153846)","(20.0, 60.0, 45.45454545454545)"
14-12-2022 14:41:32.370924,"(4.0, 10.5, 9.484615384615385)","(2.25, 2.22, 2.2090909090909094)","(3.9, 5.6, 5.25)","(5.5, 8.2, 7.7333333333333325)","(13.0, 42.0, 32.96153846153846)","(20.0, 60.0, 45.45454545454545)"
14-12-2022 14:41:33.329126,"(4.0, 10.5, 9.5)","(2.25, 2.12, 2.118918918918919)","(3.9, 5.7, 5.38)","(5.5, 8.2, 7.666666666666666)","(13.0, 42.0, 32.96153846153846)","(20.0, 60.0, 45.45454545454545)"
14-12-2022 14:41:34.240672,"(4.0, 10.5, 9.5)","(2.25, 2.12, 2.118888888888889)","(3.9, 5.5, 5.392307692307693)","(5.5, 8.2, 7.966666666666666)","(13.0, 42.0, 25.57142857142857)","(20.0, 60.0, 40.625)"
14-12-2022 14:41:35.097474,"(4.0, 10.5, 9.5)","(2.25, 2.12, 2.118888888888889)","(3.9, 5.5, 5.096153846153846)","(5.5, 8.2, 7.647058823529411)","(13.0, 42.0, 25.57142857142857)","(20.0, 60.0, 46.36363636363636)"
14-12-2022 14:41:35.967868,"(4.0, 10.0, 8.92)","(2.25, 2.12, 2.118888888888889)","(3.9, 5.9, 5.265384615384615)","(5.5, 8.6, 7.647058823529411)","(13.0, 42.0, 25.57142857142857)","(20.0, 60.0, 46.36363636363636)"
14-12-2022 14:41:36.846113,"(4.0, 10.0, 8.92)","(2.25, 2.12, 2.118888888888889)","(3.9, 5.9, 5.265384615384615)","(5.5, 8.6, 7.647058823529411)","(13.0, 42.0, 25.57142857142857)","(20.0, 60.0, 46.36363636363636)"
14-12-2022 14:41:37.770713,"(4.0, 9.8, 9.616666666666667)","(2.25, 2.12, 2.2611764705882353)","(3.9, 5.8, 5.05)","(5.5, 8.6, 7.442857142857143)","(13.0, 42.0, 25.57142857142857)","(20.0, 60.0, 46.36363636363636)"
14-12-2022 14:41:38.662306,"(4.0, 9.8, 9.616666666666667)","(2.25, 2.38, 2.284705882352941)","(3.9, 5.8, 5.328571428571428)","(5.5, 8.6, 6.96)","(13.0, 42.0, 25.57142857142857)","(20.0, 60.0, 46.36363636363636)"
14-12-2022 14:41:39.538181,"(4.0, 8.4, 8.16)","(2.25, 2.16, 2.138181818181818)","(3.9, 5.8, 5.74)","(5.5, 7.2, 7.05)","(13.0, 26.0, 24.375)","(20.0, 60.0, 45.0)"
14-12-2022 14:41:40.463069,"(4.0, 8.4, 8.16)","(2.25, 2.16, 2.136)","(3.9, 5.8, 5.75)","(5.5, 7.2, 7.05)","(13.0, 26.0, 20.8125)","(20.0, 60.0, 51.42857142857143)"
14-12-2022 14:41:41.419767,"(4.0, 8.0, 7.885714285714285)","(2.25, 2.16, 2.151724137931035)","(3.9, 5.8, 5.739130434782608)","(5.5, 7.0, 6.925)","(13.0, 21.0, 20.8125)","(20.0, 55.0, 51.42857142857143)"
14-12-2022 14:41:42.316793,"(4.0, 8.0, 7.885714285714285)","(2.25, 2.16, 2.152258064516129)","(3.9, 5.8, 5.739130434782608)","(5.5, 7.0, 6.925)","(13.0, 21.0, 35.6875)","(20.0, 55.0, 45.0)"
14-12-2022 14:41:43.164290,"(4.0, 8.4, 8.16)","(2.25, 2.18, 2.1622222222222223)","(3.9, 5.8, 5.75)","(5.5, 7.0, 6.76)","(13.0, 38.0, 35.6875)","(20.0, 60.0, 45.0)"
14-12-2022 14:41:44.043160,"(4.0, 8.0, 7.95)","(2.25, 2.16, 2.1458823529411766)","(3.9, 5.8, 5.747619047619048)","(5.5, 7.0, 6.966666666666667)","(13.0, 23.0, 22.5625)","(20.0, 60.0, 45.0)"
14-12-2022 14:41:44.973628,"(4.0, 8.0, 7.95)","(2.25, 2.16, 2.1458823529411766)","(3.9, 5.8, 5.747619047619048)","(5.5, 7.0, 6.966666666666667)","(13.0, 23.0, 35.57142857142857)","(20.0, 60.0, 42.5)"
14-12-2022 14:41:45.961712,"(4.0, 7.8, 7.7)","(2.25, 2.18, 2.1550000000000002)","(3.9, 5.8, 5.74)","(5.5, 7.2, 7.0)","(13.0, 38.0, 36.38461538461539)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:41:46.881468,"(4.0, 8.4, 8.15)","(2.25, 2.18, 2.146666666666667)","(3.9, 5.8, 5.74)","(5.5, 7.6, 7.0)","(13.0, 46.0, 35.583333333333336)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:41:47.754655,"(4.0, 9.2, 8.0)","(2.25, 2.36, 2.345945945945946)","(3.9, 5.8, 5.730769230769231)","(5.5, 7.6, 6.2)","(13.0, 46.0, 35.583333333333336)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:41:48.634748,"(4.0, 9.2, 8.327272727272726)","(2.25, 2.36, 2.356338028169014)","(3.9, 5.8, 5.730769230769231)","(5.5, 8.0, 7.835714285714285)","(13.0, 46.0, 35.583333333333336)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:41:49.491361,"(4.0, 9.2, 8.327272727272726)","(2.25, 2.34, 2.336619718309859)","(3.9, 5.8, 5.730769230769231)","(5.5, 8.0, 6.533333333333333)","(13.0, 46.0, 35.09090909090909)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:41:50.336470,"(4.0, 9.2, 8.327272727272726)","(2.25, 2.34, 2.336619718309859)","(3.9, 5.8, 5.730769230769231)","(5.5, 8.0, 6.271428571428571)","(13.0, 46.0, 39.33333333333333)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:41:51.217286,"(4.0, 9.2, 8.327272727272726)","(2.25, 2.32, 2.316901408450704)","(3.9, 5.8, 5.730769230769231)","(5.5, 7.8, 6.811764705882353)","(13.0, 46.0, 33.22222222222222)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:41:52.157861,"(4.0, 9.2, 8.327272727272726)","(2.25, 2.32, 2.316901408450704)","(3.9, 5.8, 5.730769230769231)","(5.5, 7.8, 6.345454545454546)","(13.0, 46.0, 43.0)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:41:53.112117,"(4.0, 9.2, 8.327272727272726)","(2.25, 2.32, 2.316901408450704)","(3.9, 5.8, 5.730769230769231)","(5.5, 7.8, 6.811764705882353)","(13.0, 48.0, 43.0)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:41:54.071352,"(4.0, 9.2, 8.327272727272726)","(2.25, 2.32, 2.316901408450704)","(3.9, 5.8, 5.730769230769231)","(5.5, 7.8, 6.811764705882353)","(13.0, 48.0, 43.0)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:41:54.953054,"(4.0, 9.2, 8.327272727272726)","(2.25, 2.32, 2.316901408450704)","(3.9, 5.8, 5.7444444444444445)","(5.5, 7.8, 6.811764705882353)","(13.0, 48.0, 43.0)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:41:55.795557,"(4.0, 9.2, 7.6)","(2.25, 2.32, 2.316901408450704)","(3.9, 5.8, 5.7444444444444445)","(5.5, 7.8, 6.811764705882353)","(13.0, 48.0, 43.0)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:41:56.678394,"(4.0, 9.2, 7.6)","(2.25, 2.54, 2.5338028169014084)","(3.9, 5.8, 4.883333333333334)","(5.5, 7.8, 6.88125)","(13.0, 48.0, 43.0)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:41:57.689073,"(4.0, 9.2, 7.6)","(2.25, 2.58, 2.465217391304348)","(3.9, 5.3, 4.67)","(5.5, 7.8, 6.88125)","(13.0, 48.0, 39.66666666666667)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:41:58.611628,"(4.0, 9.2, 9.06)","(2.25, 2.44, 2.435211267605634)","(3.9, 5.3, 4.676923076923077)","(5.5, 7.8, 6.88125)","(13.0, 48.0, 39.66666666666667)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:41:59.558927,"(4.0, 9.2, 9.0375)","(2.25, 2.44, 2.435211267605634)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.8, 6.88125)","(13.0, 48.0, 39.66666666666667)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:00.457024,"(4.0, 9.2, 9.026666666666667)","(2.25, 2.44, 2.435211267605634)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.8, 6.88125)","(13.0, 48.0, 39.66666666666667)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:01.344281,"(4.0, 9.0, 8.925)","(2.25, 2.58, 2.4692307692307693)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.8, 6.88125)","(13.0, 48.0, 39.66666666666667)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:02.262916,"(4.0, 9.0, 8.633333333333333)","(2.25, 2.58, 2.4692307692307693)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 48.0, 39.66666666666667)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:03.172119,"(4.0, 9.0, 8.4)","(2.25, 2.58, 2.4692307692307693)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 48.0, 47.66666666666667)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:04.032490,"(4.0, 9.2, 8.54)","(2.25, 2.58, 2.4692307692307693)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 60.0, 47.66666666666667)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:04.944181,"(4.0, 9.4, 9.100000000000001)","(2.25, 2.58, 2.4692307692307693)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 65.0, 56.6)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:05.933864,"(4.0, 9.8, 9.475000000000001)","(2.25, 2.58, 2.4692307692307693)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 65.0, 56.6)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:06.842854,"(4.0, 9.8, 9.475000000000001)","(2.25, 2.56, 2.497530864197531)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 65.0, 56.6)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:07.699290,"(4.0, 9.8, 9.475000000000001)","(2.25, 2.56, 2.497530864197531)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 65.0, 56.6)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:08.592860,"(4.0, 9.8, 9.475000000000001)","(2.25, 2.56, 2.497530864197531)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.77777777777778)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:09.512375,"(4.0, 9.8, 9.475000000000001)","(2.25, 2.56, 2.497530864197531)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 90.0, 52.77777777777778)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:10.504962,"(4.0, 9.8, 9.475000000000001)","(2.25, 2.56, 2.497530864197531)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 90.0, 52.77777777777778)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:11.415883,"(4.0, 9.8, 9.475000000000001)","(2.25, 2.56, 2.497530864197531)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 90.0, 67.66666666666667)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:12.382546,"(4.0, 9.8, 9.475000000000001)","(2.25, 2.56, 2.497530864197531)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 90.0, 53.888888888888886)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:13.347451,"(4.0, 9.8, 9.280000000000001)","(2.25, 2.56, 2.497530864197531)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 90.0, 53.888888888888886)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:14.298597,"(4.0, 9.8, 9.280000000000001)","(2.25, 2.56, 2.497530864197531)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 90.0, 53.888888888888886)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:15.129113,"(4.0, 9.8, 9.280000000000001)","(2.25, 2.56, 2.4926829268292683)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 90.0, 55.0)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:16.002450,"(4.0, 9.8, 9.280000000000001)","(2.25, 2.56, 2.4926829268292683)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 90.0, 55.0)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:16.923675,"(4.0, 10.0, 9.1875)","(2.25, 2.54, 2.5338028169014084)","(3.9, 5.3, 4.914285714285715)","(5.5, 7.6, 7.41)","(13.0, 55.0, 37.18181818181818)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 14:42:17.850203,"(4.0, 10.0, 8.8)","(2.25, 2.54, 2.161111111111111)","(3.9, 5.0, 4.618181818181818)","(5.5, 7.6, 7.41)","(13.0, 55.0, 37.18181818181818)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:18.824190,"(4.0, 10.0, 8.8)","(2.25, 2.52, 2.24)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 37.18181818181818)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:19.707932,"(4.0, 10.0, 8.971428571428572)","(2.25, 2.52, 2.24)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 55.0, 45.66666666666667)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:20.581453,"(4.0, 10.5, 9.257142857142856)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 55.0, 45.66666666666667)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:21.496020,"(4.0, 10.5, 9.257142857142856)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:22.365260,"(4.0, 10.5, 9.257142857142856)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:23.322686,"(4.0, 10.5, 9.257142857142856)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:24.209941,"(4.0, 10.5, 9.257142857142856)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:25.170429,"(4.0, 10.5, 8.88888888888889)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:26.103551,"(4.0, 10.5, 8.88888888888889)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:26.963448,"(4.0, 10.5, 8.88888888888889)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
