,Birdbrook,Rothwell Random,Willy Can Do,Moo Star,Low Planes,Premier Slice
14-12-2022 14:45:47.698901,"(5.5, 9.4, 9.361904761904762)","(1.95, 2.1, 2.0903225806451613)","(3.8, 4.6, 4.449999999999999)","(5.5, 7.6, 7.216)","(17.0, 44.0, 31.80952380952381)","(26.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:48.532143,"(5.5, 10.5, 10.252380952380953)","(1.95, 2.1, 2.0903225806451613)","(3.8, 4.6, 4.518181818181818)","(5.5, 7.6, 7.216)","(17.0, 44.0, 31.80952380952381)","(26.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:49.527581,"(5.5, 11.0, 9.8)","(1.95, 2.1, 2.0903225806451613)","(3.6, 4.6, 4.449999999999999)","(5.5, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:50.508656,"(5.5, 11.0, 10.428571428571429)","(1.95, 2.1, 2.0903225806451613)","(3.6, 4.6, 4.518181818181818)","(6.0, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:51.463727,"(5.5, 11.5, 10.488888888888889)","(1.95, 2.1, 2.0903225806451613)","(3.6, 4.6, 4.409090909090909)","(6.0, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:52.405315,"(5.5, 11.5, 10.488888888888889)","(1.95, 2.1, 2.0903225806451613)","(3.6, 4.6, 4.32)","(6.0, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 72.5)"
14-12-2022 14:45:53.367526,"(5.5, 11.5, 10.488888888888889)","(1.95, 2.1, 2.0903225806451613)","(3.6, 4.6, 4.226666666666667)","(6.0, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 75.0)"
14-12-2022 14:45:54.347774,"(5.5, 11.5, 10.488888888888889)","(1.95, 2.1, 2.0903225806451613)","(3.6, 4.6, 4.226666666666667)","(6.0, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 75.0)"
14-12-2022 14:45:55.323598,"(5.5, 11.5, 10.488888888888889)","(1.95, 2.1, 2.0903225806451613)","(3.6, 4.6, 4.266666666666667)","(6.0, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 75.38461538461539)"
14-12-2022 14:45:56.255818,"(5.5, 11.5, 10.488888888888889)","(1.95, 2.1, 2.0903225806451613)","(3.6, 4.6, 4.266666666666667)","(6.0, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 76.66666666666667)"
14-12-2022 14:45:57.219208,"(5.5, 11.5, 10.488888888888889)","(1.95, 2.1, 2.0903225806451613)","(3.6, 4.6, 4.266666666666667)","(6.0, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 76.66666666666667)"
14-12-2022 14:45:58.184509,"(5.5, 11.5, 10.488888888888889)","(1.95, 2.1, 2.0884615384615386)","(3.6, 4.6, 4.276470588235294)","(6.0, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 77.3913043478261)"
14-12-2022 14:45:59.124297,"(5.5, 11.5, 10.488888888888889)","(1.95, 2.1, 2.0884615384615386)","(3.6, 4.6, 4.276470588235294)","(6.0, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 77.3913043478261)"
14-12-2022 14:45:59.975092,"(5.5, 11.5, 10.488888888888889)","(1.95, 2.1, 2.0884615384615386)","(3.6, 4.6, 4.276470588235294)","(6.0, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 77.3913043478261)"
14-12-2022 14:46:00.931323,"(5.5, 11.5, 10.488888888888889)","(1.95, 2.1, 2.0884615384615386)","(3.6, 4.6, 4.276470588235294)","(6.0, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 77.3913043478261)"
14-12-2022 14:46:01.924379,"(5.5, 11.5, 9.735714285714286)","(1.95, 2.1, 2.0884615384615386)","(3.6, 4.6, 4.276470588235294)","(6.0, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 77.3913043478261)"
14-12-2022 14:46:02.947953,"(5.5, 11.5, 10.2)","(1.95, 2.1, 2.0884615384615386)","(3.6, 4.6, 4.276470588235294)","(6.0, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 77.3913043478261)"
14-12-2022 14:46:03.907674,"(5.5, 11.5, 10.512)","(1.95, 2.1, 2.0884615384615386)","(3.6, 4.6, 4.276470588235294)","(6.0, 7.6, 7.216)","(18.0, 44.0, 31.80952380952381)","(31.0, 80.0, 77.3913043478261)"
14-12-2022 14:46:04.890713,"(5.5, 11.5, 10.676666666666666)","(1.95, 2.1, 2.0884615384615386)","(3.6, 4.6, 4.317948717948718)","(6.0, 7.6, 7.216)","(18.0, 44.0, 33.0)","(31.0, 80.0, 77.3913043478261)"
14-12-2022 14:46:05.928386,"(5.5, 11.5, 10.33125)","(1.95, 2.1, 2.0884615384615386)","(3.6, 4.6, 4.317948717948718)","(6.0, 7.6, 7.216)","(18.0, 44.0, 32.0)","(31.0, 80.0, 72.0)"
14-12-2022 14:46:06.918140,"(5.5, 11.5, 10.164285714285715)","(1.95, 2.1, 2.0884615384615386)","(3.6, 4.5, 4.395652173913043)","(6.0, 7.6, 7.216)","(18.0, 40.0, 34.0)","(31.0, 80.0, 68.33333333333333)"
14-12-2022 14:46:07.834148,"(5.5, 11.5, 10.164285714285715)","(1.95, 2.1, 2.0884615384615386)","(3.6, 4.5, 4.3428571428571425)","(6.0, 7.6, 7.216)","(18.0, 40.0, 34.0)","(31.0, 110.0, 68.33333333333333)"
14-12-2022 14:46:08.772052,"(6.0, 11.5, 10.515789473684212)","(1.85, 2.1, 2.0884615384615386)","(3.6, 4.5, 4.3428571428571425)","(6.0, 7.6, 7.216)","(20.0, 40.0, 32.0)","(31.0, 110.0, 68.33333333333333)"
14-12-2022 14:46:09.810320,"(6.0, 11.5, 10.515789473684212)","(1.85, 2.08, 2.0700000000000003)","(3.6, 4.5, 4.3428571428571425)","(6.0, 7.6, 7.216)","(20.0, 40.0, 34.0)","(31.0, 110.0, 82.22222222222223)"
14-12-2022 14:46:10.843983,"(6.0, 11.5, 10.515789473684212)","(1.85, 2.08, 2.0700000000000003)","(3.6, 4.5, 4.3428571428571425)","(6.0, 7.6, 7.216)","(20.0, 40.0, 32.0)","(31.0, 110.0, 82.22222222222223)"
14-12-2022 14:46:11.809105,"(6.0, 11.5, 10.720833333333333)","(1.85, 2.08, 2.0700000000000003)","(3.6, 4.5, 4.3428571428571425)","(6.0, 7.6, 7.216)","(20.0, 40.0, 34.0)","(31.0, 110.0, 82.22222222222223)"
14-12-2022 14:46:12.858697,"(6.0, 11.5, 10.720833333333333)","(1.85, 2.08, 2.0700000000000003)","(3.6, 4.5, 4.3428571428571425)","(6.0, 7.6, 7.216)","(20.0, 40.0, 33.0)","(31.0, 110.0, 95.41666666666667)"
14-12-2022 14:46:13.804713,"(6.0, 11.5, 10.720833333333333)","(1.85, 2.08, 2.070344827586207)","(3.6, 4.5, 4.3428571428571425)","(6.0, 7.6, 7.216)","(20.0, 38.0, 31.333333333333332)","(31.0, 110.0, 95.41666666666667)"
14-12-2022 14:46:14.793392,"(6.0, 11.5, 10.720833333333333)","(1.85, 2.08, 2.070344827586207)","(3.6, 4.5, 4.319354838709677)","(6.0, 7.6, 7.216)","(20.0, 38.0, 31.333333333333332)","(31.0, 110.0, 95.41666666666667)"
14-12-2022 14:46:15.723587,"(6.0, 11.5, 10.720833333333333)","(1.85, 2.08, 2.070344827586207)","(3.6, 4.5, 4.319354838709677)","(6.0, 7.6, 7.216)","(20.0, 38.0, 33.0)","(31.0, 110.0, 95.41666666666667)"
14-12-2022 14:46:16.723158,"(6.0, 11.5, 10.583333333333334)","(1.85, 2.08, 2.070344827586207)","(3.6, 4.5, 4.319354838709677)","(6.0, 7.6, 7.216)","(20.0, 38.0, 33.0)","(31.0, 110.0, 95.41666666666667)"
14-12-2022 14:46:17.743388,"(6.0, 11.5, 10.583333333333334)","(1.85, 2.08, 2.070344827586207)","(3.6, 4.5, 4.319354838709677)","(6.0, 7.6, 7.216)","(20.0, 38.0, 31.333333333333332)","(31.0, 110.0, 95.41666666666667)"
14-12-2022 14:46:18.977425,"(6.0, 11.5, 10.583333333333334)","(1.85, 2.08, 2.070344827586207)","(3.6, 4.5, 4.288888888888889)","(6.0, 7.6, 7.279999999999999)","(20.0, 38.0, 30.5)","(31.0, 110.0, 97.93103448275862)"
14-12-2022 14:46:19.986842,"(6.0, 11.5, 10.782608695652174)","(1.85, 2.08, 2.0658823529411765)","(3.6, 4.5, 4.288888888888889)","(6.0, 7.6, 7.279999999999999)","(20.0, 38.0, 31.684210526315788)","(31.0, 110.0, 96.0)"
14-12-2022 14:46:20.977021,"(6.0, 12.0, 11.096774193548388)","(1.85, 2.08, 2.0658823529411765)","(3.6, 4.5, 4.2942857142857145)","(6.0, 7.6, 7.279999999999999)","(20.0, 38.0, 34.5)","(31.0, 110.0, 97.93103448275862)"
14-12-2022 14:46:21.981875,"(6.0, 12.0, 11.052631578947368)","(1.85, 2.08, 2.0647058823529414)","(3.6, 4.4, 4.223529411764706)","(6.0, 7.6, 7.279999999999999)","(20.0, 38.0, 34.8)","(31.0, 110.0, 97.93103448275862)"
14-12-2022 14:46:22.893665,"(6.0, 12.0, 11.1)","(1.85, 2.08, 2.0700000000000003)","(3.6, 4.4, 4.185714285714286)","(6.0, 7.6, 7.279999999999999)","(20.0, 38.0, 35.411764705882355)","(31.0, 110.0, 97.93103448275862)"
14-12-2022 14:46:23.958132,"(6.0, 12.0, 10.8)","(1.85, 2.08, 2.0782608695652174)","(3.6, 4.4, 4.139130434782609)","(6.0, 7.6, 7.279999999999999)","(20.0, 46.0, 35.411764705882355)","(31.0, 110.0, 97.93103448275862)"
14-12-2022 14:46:25.052344,"(6.0, 12.0, 11.55)","(1.85, 2.08, 2.0782608695652174)","(3.6, 4.4, 4.139130434782609)","(6.0, 7.6, 7.279999999999999)","(20.0, 46.0, 35.411764705882355)","(31.0, 110.0, 97.93103448275862)"
14-12-2022 14:46:26.081900,"(6.0, 12.5, 10.863636363636363)","(1.85, 2.08, 2.0782608695652174)","(3.6, 4.4, 4.139130434782609)","(6.0, 7.6, 7.279999999999999)","(20.0, 46.0, 35.411764705882355)","(31.0, 110.0, 97.93103448275862)"
14-12-2022 14:46:27.129005,"(6.0, 12.5, 11.944444444444445)","(1.85, 2.08, 2.0782608695652174)","(3.6, 4.4, 4.139130434782609)","(6.0, 7.6, 7.279999999999999)","(20.0, 46.0, 35.411764705882355)","(31.0, 110.0, 97.93103448275862)"
14-12-2022 14:46:28.201151,"(6.0, 12.5, 11.741379310344827)","(1.85, 2.1, 2.087142857142857)","(3.6, 4.4, 4.1899999999999995)","(6.0, 7.6, 7.290322580645161)","(20.0, 46.0, 35.411764705882355)","(31.0, 110.0, 105.83333333333334)"
14-12-2022 14:46:29.431558,"(6.0, 12.5, 12.0)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 46.0, 35.411764705882355)","(31.0, 110.0, 105.83333333333334)"
14-12-2022 14:46:30.368709,"(6.0, 12.5, 12.0)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 46.0, 35.411764705882355)","(31.0, 110.0, 105.83333333333334)"
14-12-2022 14:46:31.450367,"(6.0, 12.5, 12.0)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 46.0, 35.411764705882355)","(31.0, 110.0, 105.83333333333334)"
14-12-2022 14:46:32.446486,"(6.0, 12.5, 11.741379310344827)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 46.0, 35.411764705882355)","(31.0, 110.0, 105.83333333333334)"
14-12-2022 14:46:33.439956,"(6.5, 12.5, 12.0)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 46.0, 35.411764705882355)","(31.0, 110.0, 105.83333333333334)"
14-12-2022 14:46:34.552998,"(6.5, 12.5, 11.741379310344827)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 46.0, 35.411764705882355)","(31.0, 110.0, 105.83333333333334)"
14-12-2022 14:46:35.719717,"(6.5, 12.5, 12.0)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 46.0, 35.333333333333336)","(31.0, 110.0, 105.83333333333334)"
14-12-2022 14:46:36.711501,"(6.5, 12.5, 11.741379310344827)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.83333333333334)"
14-12-2022 14:46:37.652560,"(6.5, 12.5, 12.0)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.83333333333334)"
14-12-2022 14:46:38.635990,"(6.5, 12.5, 11.595238095238095)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.83333333333334)"
14-12-2022 14:46:39.543854,"(6.5, 12.5, 11.595238095238095)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.83333333333334)"
14-12-2022 14:46:40.487825,"(6.5, 12.0, 11.485714285714286)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:41.469740,"(6.5, 12.0, 11.485714285714286)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:42.399688,"(6.5, 12.0, 11.485714285714286)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:43.353609,"(6.5, 12.0, 11.485714285714286)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:44.318132,"(6.5, 12.0, 11.485714285714286)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:45.506387,"(6.5, 12.0, 11.485714285714286)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:46.469878,"(6.5, 12.0, 11.485714285714286)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:47.462450,"(6.5, 12.0, 11.485714285714286)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:48.650115,"(6.5, 12.0, 11.458333333333334)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:49.927287,"(6.5, 12.0, 11.458333333333334)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:51.105210,"(6.5, 12.0, 11.458333333333334)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:52.343251,"(6.5, 12.0, 11.458333333333334)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:53.489911,"(6.5, 12.0, 11.442857142857143)","(1.85, 2.1, 2.097391304347826)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:54.563543,"(6.5, 12.0, 11.442857142857143)","(1.85, 2.1, 2.097272727272727)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:55.585107,"(6.5, 12.0, 11.442857142857143)","(1.85, 2.1, 2.097272727272727)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:56.584814,"(6.5, 12.0, 11.442857142857143)","(1.85, 2.1, 2.097272727272727)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:57.648009,"(6.5, 12.0, 11.442857142857143)","(1.85, 2.1, 2.097272727272727)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(20.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:58.758103,"(6.5, 12.0, 11.442857142857143)","(1.85, 2.1, 2.097272727272727)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(21.0, 44.0, 35.333333333333336)","(31.0, 110.0, 105.65217391304347)"
14-12-2022 14:46:59.781370,"(6.5, 12.0, 11.442857142857143)","(1.85, 2.1, 2.097272727272727)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(21.0, 44.0, 35.333333333333336)","(31.0, 110.0, 104.73684210526316)"
14-12-2022 14:47:00.865590,"(6.5, 12.0, 11.442857142857143)","(1.85, 2.1, 2.097272727272727)","(3.6, 4.3, 4.14)","(6.0, 7.6, 7.290322580645161)","(21.0, 44.0, 35.333333333333336)","(31.0, 110.0, 104.73684210526316)"
14-12-2022 14:47:02.013532,"(6.5, 12.0, 11.442857142857143)","(1.85, 2.1, 2.078181818181818)","(3.6, 4.3, 4.025)","(6.0, 7.6, 7.510344827586207)","(21.0, 44.0, 35.333333333333336)","(31.0, 110.0, 104.73684210526316)"
14-12-2022 14:47:03.112777,"(6.5, 12.0, 11.391891891891891)","(1.85, 2.08, 2.072)","(3.6, 4.2, 3.9833333333333334)","(6.0, 7.8, 8.1)","(21.0, 44.0, 35.333333333333336)","(31.0, 110.0, 104.73684210526316)"
14-12-2022 14:47:04.243236,"(6.5, 12.0, 11.391891891891891)","(1.85, 2.1, 2.0933333333333333)","(3.6, 4.0, 3.9833333333333334)","(6.0, 8.2, 8.1)","(21.0, 44.0, 35.333333333333336)","(31.0, 110.0, 104.73684210526316)"
14-12-2022 14:47:05.357222,"(6.5, 12.0, 11.391891891891891)","(1.85, 2.1, 2.0933333333333333)","(3.6, 4.0, 3.84)","(6.0, 8.2, 8.123809523809523)","(21.0, 44.0, 35.6)","(31.0, 110.0, 104.73684210526316)"
14-12-2022 14:47:06.252838,"(6.5, 12.0, 11.857142857142858)","(1.85, 2.1, 2.085)","(3.6, 4.0, 3.966666666666667)","(6.0, 8.2, 8.123809523809523)","(21.0, 46.0, 35.6)","(31.0, 110.0, 104.73684210526316)"
14-12-2022 14:47:07.296876,"(6.5, 12.0, 11.916666666666666)","(1.85, 2.08, 2.075555555555556)","(3.6, 4.1, 3.925)","(6.0, 8.2, 8.123809523809523)","(21.0, 46.0, 35.6)","(31.0, 110.0, 104.73684210526316)"
14-12-2022 14:47:08.397808,"(6.5, 12.0, 11.833333333333334)","(1.85, 2.08, 2.0700000000000003)","(3.6, 4.1, 4.05)","(6.0, 8.2, 8.138461538461538)","(21.0, 46.0, 36.8235294117647)","(31.0, 110.0, 104.73684210526316)"
14-12-2022 14:47:09.365113,"(6.5, 12.0, 11.833333333333334)","(1.85, 2.08, 2.075555555555556)","(3.6, 4.1, 3.983333333333333)","(6.0, 8.2, 7.7333333333333325)","(21.0, 46.0, 36.8235294117647)","(31.0, 110.0, 104.73684210526316)"
14-12-2022 14:47:10.399685,"(6.5, 12.0, 11.833333333333334)","(1.85, 2.08, 2.0700000000000003)","(3.6, 4.1, 4.069230769230769)","(6.0, 8.2, 8.133333333333333)","(21.0, 46.0, 36.8235294117647)","(31.0, 110.0, 76.25)"
14-12-2022 14:47:11.524922,"(6.5, 12.0, 11.833333333333334)","(1.85, 2.1, 2.088)","(3.5, 4.1, 4.042857142857143)","(6.0, 8.2, 8.133333333333333)","(21.0, 46.0, 36.8235294117647)","(31.0, 110.0, 72.5)"
14-12-2022 14:47:12.597495,"(6.5, 12.0, 11.76923076923077)","(1.85, 2.12, 2.1117241379310348)","(3.5, 4.1, 3.983333333333333)","(6.0, 7.4, 7.371428571428572)","(21.0, 46.0, 43.0)","(31.0, 80.0, 75.0)"
14-12-2022 14:47:13.458739,"(6.5, 12.0, 11.76923076923077)","(1.85, 2.12, 2.107878787878788)","(3.5, 4.1, 3.933333333333333)","(6.0, 7.4, 7.3500000000000005)","(21.0, 46.0, 41.0)","(31.0, 80.0, 75.0)"
14-12-2022 14:47:14.502706,"(6.5, 12.0, 11.6)","(1.85, 2.12, 2.1117241379310348)","(3.5, 4.1, 3.983333333333333)","(6.0, 7.4, 7.364705882352942)","(21.0, 46.0, 40.54545454545455)","(31.0, 80.0, 68.75)"
14-12-2022 14:47:15.589026,"(6.5, 11.0, 10.892857142857142)","(1.85, 2.12, 2.1117241379310348)","(3.5, 4.1, 4.066666666666666)","(6.0, 7.4, 7.364705882352942)","(21.0, 55.0, 48.666666666666664)","(31.0, 80.0, 77.1875)"
14-12-2022 14:47:16.543395,"(6.5, 11.0, 10.892857142857142)","(1.85, 2.12, 2.1183333333333336)","(3.5, 4.0, 3.99)","(6.0, 7.4, 7.364705882352942)","(21.0, 55.0, 48.666666666666664)","(31.0, 80.0, 77.1875)"
14-12-2022 14:47:17.600463,"(6.5, 11.0, 10.761904761904763)","(1.85, 2.1, 2.0991666666666666)","(3.5, 3.95, 3.9250000000000003)","(6.0, 7.8, 7.688888888888888)","(21.0, 55.0, 40.470588235294116)","(31.0, 110.0, 103.57142857142857)"
14-12-2022 14:47:18.730676,"(6.5, 11.0, 10.84375)","(1.85, 2.12, 2.1183333333333336)","(3.5, 3.95, 3.927777777777778)","(6.0, 7.8, 7.3)","(21.0, 55.0, 42.65)","(31.0, 110.0, 103.57142857142857)"
14-12-2022 14:47:19.832875,"(6.5, 11.0, 10.0)","(1.85, 2.12, 2.1183333333333336)","(3.5, 3.95, 3.9400000000000004)","(6.0, 8.0, 7.722222222222222)","(21.0, 55.0, 43.0)","(31.0, 110.0, 78.5)"
14-12-2022 14:47:20.729585,"(6.5, 11.0, 10.125)","(1.85, 2.12, 2.1117241379310348)","(3.5, 4.0, 3.9)","(6.0, 7.6, 7.4875)","(21.0, 55.0, 39.30769230769231)","(31.0, 80.0, 78.5)"
14-12-2022 14:47:21.719861,"(6.5, 11.0, 9.494117647058824)","(1.85, 2.12, 2.1183333333333336)","(3.5, 4.0, 3.818181818181818)","(6.0, 7.6, 7.514285714285714)","(21.0, 55.0, 39.30769230769231)","(31.0, 80.0, 78.5)"
14-12-2022 14:47:22.877073,"(6.5, 11.0, 9.933333333333334)","(1.85, 2.12, 2.1183333333333336)","(3.5, 4.0, 3.818181818181818)","(6.0, 7.6, 7.279999999999999)","(21.0, 55.0, 38.21052631578947)","(31.0, 80.0, 78.5)"
14-12-2022 14:47:23.937461,"(6.5, 11.0, 9.494117647058824)","(1.85, 2.14, 2.133571428571429)","(3.5, 3.95, 3.8249999999999997)","(6.0, 7.6, 7.279999999999999)","(21.0, 50.0, 46.5)","(31.0, 80.0, 78.5)"
14-12-2022 14:47:24.842608,"(6.5, 11.0, 9.494117647058824)","(1.85, 2.12, 2.1183333333333336)","(3.5, 4.0, 3.9325)","(6.0, 7.6, 7.381818181818182)","(21.0, 44.0, 43.0)","(31.0, 80.0, 78.5)"
14-12-2022 14:47:25.853556,"(6.5, 11.0, 9.933333333333334)","(1.85, 2.08, 2.0607407407407408)","(3.5, 4.0, 3.97)","(6.0, 8.2, 7.84)","(21.0, 44.0, 40.26086956521739)","(31.0, 110.0, 105.0)"
14-12-2022 14:47:26.901112,"(6.5, 11.0, 9.494117647058824)","(1.85, 2.1, 2.0940000000000003)","(3.5, 4.1, 4.061538461538461)","(6.0, 8.2, 8.049999999999999)","(21.0, 50.0, 39.81818181818182)","(31.0, 110.0, 105.0)"
14-12-2022 14:47:27.861750,"(6.5, 11.0, 9.494117647058824)","(1.85, 2.1, 2.076)","(3.5, 4.1, 4.0125)","(6.0, 8.2, 8.049999999999999)","(21.0, 50.0, 39.81818181818182)","(31.0, 110.0, 78.33333333333333)"
14-12-2022 14:47:28.886918,"(6.5, 11.0, 9.494117647058824)","(1.85, 2.08, 2.0690909090909093)","(3.5, 4.1, 3.88125)","(6.0, 8.4, 7.725925925925926)","(21.0, 50.0, 39.81818181818182)","(31.0, 80.0, 78.33333333333333)"
14-12-2022 14:47:29.945403,"(6.5, 11.0, 9.494117647058824)","(1.85, 2.08, 2.06)","(3.5, 4.1, 4.034375)","(6.0, 8.4, 7.725925925925926)","(21.0, 50.0, 39.81818181818182)","(31.0, 80.0, 78.33333333333333)"
14-12-2022 14:47:30.997534,"(6.5, 11.0, 9.933333333333334)","(1.85, 2.08, 2.050909090909091)","(3.5, 4.1, 4.0125)","(6.0, 8.2, 7.4941176470588236)","(21.0, 50.0, 39.333333333333336)","(31.0, 80.0, 78.33333333333333)"
14-12-2022 14:47:31.935439,"(6.5, 11.0, 9.494117647058824)","(1.85, 2.08, 2.0690909090909093)","(3.5, 4.1, 4.072727272727272)","(6.0, 7.6, 7.4941176470588236)","(21.0, 50.0, 39.333333333333336)","(31.0, 80.0, 78.33333333333333)"
14-12-2022 14:47:32.898116,"(6.5, 11.0, 9.494117647058824)","(1.85, 2.08, 2.0628571428571427)","(3.4, 4.1, 3.88125)","(6.0, 7.6, 7.4941176470588236)","(21.0, 42.0, 39.1764705882353)","(31.0, 80.0, 78.33333333333333)"
