,Weblec Star,Windy Storm,Fernandos Quest,Beatrix Bale,Extreme Rock,Black Compass
11-01-2023 12:01:32.115655,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.323076923076924)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 25.863636363636363)","(31.0, 160.0, 49.75)","(4.6, 5.8, 4.96)"
11-01-2023 12:01:33.183445,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.323076923076924)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 25.863636363636363)","(31.0, 160.0, 49.75)","(4.6, 5.8, 4.96)"
11-01-2023 12:01:34.224878,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.466666666666667)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 25.863636363636363)","(31.0, 160.0, 81.0909090909091)","(4.6, 5.8, 4.96)"
11-01-2023 12:01:35.170746,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.466666666666667)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 25.863636363636363)","(31.0, 160.0, 51.5)","(4.6, 5.8, 4.96)"
11-01-2023 12:01:36.060339,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.466666666666667)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 25.863636363636363)","(31.0, 160.0, 53.25)","(4.6, 5.8, 4.96)"
11-01-2023 12:01:36.998591,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.466666666666667)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 25.863636363636363)","(31.0, 160.0, 53.25)","(4.6, 5.8, 4.96)"
11-01-2023 12:01:37.972583,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.466666666666667)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 25.863636363636363)","(31.0, 160.0, 53.25)","(4.6, 5.8, 4.96)"
11-01-2023 12:01:38.944522,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.466666666666667)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 25.863636363636363)","(31.0, 160.0, 53.25)","(4.6, 5.8, 4.96)"
11-01-2023 12:01:39.918781,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.466666666666667)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 25.863636363636363)","(31.0, 160.0, 53.25)","(4.6, 5.8, 4.96)"
11-01-2023 12:01:40.837487,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.466666666666667)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 25.863636363636363)","(31.0, 160.0, 53.25)","(4.6, 5.8, 4.96)"
11-01-2023 12:01:41.700637,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.466666666666667)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 25.863636363636363)","(31.0, 160.0, 53.25)","(4.6, 5.8, 4.96)"
11-01-2023 12:01:42.577059,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 25.863636363636363)","(31.0, 160.0, 53.25)","(4.6, 5.8, 4.96)"
11-01-2023 12:01:43.446027,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 25.863636363636363)","(31.0, 160.0, 53.25)","(4.6, 5.8, 4.96)"
11-01-2023 12:01:44.471285,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 23.071428571428573)","(31.0, 160.0, 53.25)","(4.6, 5.8, 4.96)"
11-01-2023 12:01:45.486325,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 23.071428571428573)","(31.0, 160.0, 53.25)","(4.6, 5.8, 4.96)"
11-01-2023 12:01:46.413064,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 23.071428571428573)","(31.0, 160.0, 53.25)","(4.6, 5.8, 4.9750000000000005)"
11-01-2023 12:01:47.344337,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 23.071428571428573)","(31.0, 160.0, 100.26666666666667)","(4.6, 5.8, 4.953333333333334)"
11-01-2023 12:01:48.234284,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 23.071428571428573)","(31.0, 160.0, 49.75)","(4.6, 5.7, 4.953333333333334)"
11-01-2023 12:01:49.180795,"(3.2, 6.6, 5.516666666666667)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 23.071428571428573)","(31.0, 160.0, 49.75)","(4.6, 5.7, 4.953333333333334)"
11-01-2023 12:01:50.091823,"(3.2, 6.6, 5.676923076923077)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.7, 4.953333333333334)"
11-01-2023 12:01:51.057382,"(3.2, 6.6, 5.676923076923077)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.7, 4.953333333333334)"
11-01-2023 12:01:52.111552,"(3.2, 6.6, 5.676923076923077)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.7, 4.953333333333334)"
11-01-2023 12:01:53.108624,"(3.2, 6.6, 5.676923076923077)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.7, 4.953333333333334)"
11-01-2023 12:01:54.032305,"(3.2, 6.6, 5.676923076923077)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.7, 4.953333333333334)"
11-01-2023 12:01:55.026333,"(3.2, 6.6, 5.676923076923077)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.7, 4.972727272727273)"
11-01-2023 12:01:55.945925,"(3.2, 6.6, 5.676923076923077)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.7, 4.987500000000001)"
11-01-2023 12:01:56.839177,"(3.2, 6.6, 5.76)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:01:57.722878,"(3.2, 6.6, 5.76)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:01:58.572289,"(3.2, 7.2, 6.171428571428572)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:01:59.456259,"(3.2, 6.6, 6.0)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 21.583333333333332)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:00.377108,"(3.2, 6.6, 6.0)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 21.583333333333332)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:01.283064,"(3.2, 6.6, 6.0)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 21.583333333333332)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:02.150310,"(3.2, 6.6, 6.0)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 21.583333333333332)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:03.053581,"(3.2, 6.6, 6.0)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 21.583333333333332)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:03.975554,"(3.2, 6.6, 6.0)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 21.583333333333332)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:05.084836,"(3.2, 6.6, 6.0)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:06.149541,"(3.2, 7.2, 6.2)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:07.114915,"(3.2, 7.0, 6.0)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:08.084094,"(3.2, 6.8, 6.05)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:09.006346,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:09.863782,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:10.772623,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:11.704064,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:12.746925,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:13.693208,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:14.668258,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:15.596423,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:16.460901,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:17.352330,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:18.249866,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:19.143917,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 4.987500000000001)"
11-01-2023 12:02:20.050412,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:20.921031,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:21.854811,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:22.737814,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:23.617379,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:24.600640,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:25.627634,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:26.654462,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 52.0)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:27.564400,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:28.589561,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:29.499715,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:30.490139,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:31.543680,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:32.456429,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:33.375562,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:34.310861,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:35.200802,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:36.155563,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:37.078414,"(3.2, 6.8, 5.91764705882353)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:38.051778,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:38.995127,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:39.936617,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:40.908848,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:41.894975,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:42.832299,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:43.716107,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:44.627728,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:45.566770,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:46.506720,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:47.368574,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:48.265282,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:49.198777,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:50.149357,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:51.102346,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:52.056644,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:53.049741,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:53.967152,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:54.907377,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:55.852341,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:56.712137,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:57.584018,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:58.565163,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:02:59.456704,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:00.416998,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:01.339578,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:02.240162,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:03.202880,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:04.166299,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:05.192996,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:06.170802,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:07.061474,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:07.959960,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:08.868880,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:09.756810,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:10.691294,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:11.635763,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:12.594796,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:13.488803,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
11-01-2023 12:03:14.491408,"(3.2, 6.8, 6.35)","(4.6, 7.0, 6.127272727272727)","(2.35, 2.46, 2.457692307692308)","(14.0, 32.0, 22.625)","(31.0, 160.0, 49.75)","(4.6, 5.6, 5.075)"
