,Pokerjack,Pretty Woman,Valiant,Proverbial,Ticket To Anywhere,Auzstar,Vilified,Hardy,Volterra,Iconic Dame,Overextend,Our Boy Ollie,Behind The Storm,Devine Miss
07-01-2023 10:00:18.053648,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:19.670251,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:21.292655,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:22.955620,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:24.587655,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:26.193195,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:27.887048,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:29.552127,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:31.179543,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:32.908008,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:34.502676,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:36.068061,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:37.885698,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:39.585309,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:41.226279,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:42.884671,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:44.545596,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:46.172129,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.934193548387097)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:47.876913,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.952112676056338)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:49.486727,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.952112676056338)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:51.220681,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.952112676056338)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:52.825332,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:54.473569,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:56.044406,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:57.697387,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:00:59.346309,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:01.005848,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:02.592236,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:04.245388,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:05.924601,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:07.521407,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:09.094397,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:10.781881,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:12.476267,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:14.113362,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:15.796378,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:17.446596,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:19.174844,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:20.950120,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:22.810725,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:24.542545,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:26.350645,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:28.292944,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:30.279004,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:32.232679,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:34.063233,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:35.927786,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:37.659954,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:01:39.501577,"(12.0, 15.5, 15.214285714285714)","(12.0, 16.0, 15.25)","(31.0, 140.0, 137.40540540540542)","(4.4, 5.5, 5.457894736842105)","(10.0, 12.0, 11.428571428571429)","(26.0, 32.0, 31.5)","(21.0, 36.0, 30.4)","(26.0, 48.0, 46.54545454545455)","(20.0, 38.0, 33.66666666666667)","(6.5, 8.4, 7.974193548387097)","(5.5, 7.0, 6.957763975155279)","(9.0, 13.0, 12.346153846153847)","(31.0, 36.0, 33.2)","(19.0, 26.0, 24.846153846153847)"
