,Our Patchy,Quimby Bale,Taking A Toll,Spolly Rock,Be Charming,Paris Designer
09-01-2023 16:33:14.611227,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:15.567511,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:16.466641,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:17.441546,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:18.398577,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:19.347351,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:20.227026,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:21.127956,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:22.078592,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:23.116299,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:24.023723,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:24.951050,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:25.842272,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:26.762145,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:27.702412,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:28.605729,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:29.534721,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:30.546118,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:31.529696,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:32.499462,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:33.455907,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:34.501015,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:35.486191,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:36.581602,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:37.679275,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:38.810979,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 25.0)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:39.737282,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:40.677841,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:41.730248,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:42.786999,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:43.762770,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:44.682315,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:45.603267,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:46.569106,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:47.480629,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:48.383964,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:49.332579,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:50.331843,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:51.289467,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:52.260752,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:53.190155,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:54.070527,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:54.962729,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:55.884366,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:56.865258,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:57.874711,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:58.840502,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:33:59.733895,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:00.618321,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:01.637129,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:02.562595,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:03.473871,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:04.340128,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:05.300926,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:06.255797,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:07.199141,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:08.090769,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:08.958516,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:09.816854,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:10.737998,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:11.676408,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:12.597052,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:13.559264,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:14.526382,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:15.408031,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:16.270485,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:17.224642,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:18.179557,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:19.080341,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:19.963173,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:20.886371,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:21.823137,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:22.795133,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:23.693757,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:24.538243,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:25.541758,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:26.505458,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:27.361636,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:28.265931,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:29.195825,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:30.140900,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:31.059768,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:31.999886,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:32.924612,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:33.845356,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:34.742092,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:35.645822,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:36.568322,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:37.591218,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:38.499317,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:39.368487,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:40.329886,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:41.330559,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:42.253845,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:43.124174,"(3.0, 4.2, 3.109090909090909)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:44.036231,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:44.995986,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:45.947684,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:46.871491,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:47.742884,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:48.656750,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:49.616900,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
09-01-2023 16:34:50.493592,"(3.0, 4.2, 3.72)","(5.0, 9.0, 7.524324324324324)","(4.8, 9.4, 8.83030303030303)","(13.0, 28.0, 26.590909090909093)","(3.7, 7.2, 5.059259259259259)","(4.8, 8.4, 7.035897435897436)"
