,Another Spirit,Flash Point,Miss Arizona,Superstasia,Upside,All Beans,Timely Bel
09-01-2023 12:35:17.304627,"(5.5, 7.0, 6.628571428571429)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.115625)"
09-01-2023 12:35:18.299020,"(5.5, 7.0, 6.628571428571429)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.057142857142857)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.217391304347826)"
09-01-2023 12:35:19.369701,"(5.5, 7.0, 6.927777777777778)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5125)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.544444444444444)"
09-01-2023 12:35:20.390510,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5125)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.544444444444444)"
09-01-2023 12:35:21.452549,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5125)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.544444444444444)"
09-01-2023 12:35:22.500407,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5125)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.544444444444444)"
09-01-2023 12:35:23.554908,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5125)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.05)"
09-01-2023 12:35:24.610090,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5125)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.05)"
09-01-2023 12:35:25.658498,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.05)"
09-01-2023 12:35:26.696137,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.05)"
09-01-2023 12:35:27.807674,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.05)"
09-01-2023 12:35:28.888846,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.05)"
09-01-2023 12:35:29.987974,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.05)"
09-01-2023 12:35:31.107318,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.05)"
09-01-2023 12:35:32.165222,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.05)"
09-01-2023 12:35:33.281005,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.05)"
09-01-2023 12:35:34.325002,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.05)"
09-01-2023 12:35:35.455742,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.05)"
09-01-2023 12:35:36.805240,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.2444444444444445)"
09-01-2023 12:35:38.107447,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7)"
09-01-2023 12:35:39.355015,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7)"
09-01-2023 12:35:40.509635,"(5.5, 7.0, 6.52)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7)"
09-01-2023 12:35:41.631434,"(5.5, 7.0, 6.873684210526315)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7)"
09-01-2023 12:35:42.737451,"(5.5, 7.0, 6.873684210526315)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7700000000000005)"
09-01-2023 12:35:43.853518,"(5.5, 7.0, 6.873684210526315)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7700000000000005)"
09-01-2023 12:35:45.011874,"(5.5, 7.0, 6.873684210526315)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7700000000000005)"
09-01-2023 12:35:46.145707,"(5.5, 7.0, 6.873684210526315)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7700000000000005)"
09-01-2023 12:35:47.350870,"(5.5, 7.0, 6.873684210526315)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7700000000000005)"
09-01-2023 12:35:48.470374,"(5.5, 7.0, 6.873684210526315)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7700000000000005)"
09-01-2023 12:35:49.570188,"(5.5, 7.0, 6.873684210526315)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7700000000000005)"
09-01-2023 12:35:50.735529,"(5.5, 7.0, 6.873684210526315)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7700000000000005)"
09-01-2023 12:35:51.911858,"(5.5, 7.0, 6.873684210526315)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7700000000000005)"
09-01-2023 12:35:53.082814,"(5.5, 7.0, 6.873684210526315)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7700000000000005)"
09-01-2023 12:35:54.378571,"(5.5, 7.0, 6.873684210526315)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7700000000000005)"
09-01-2023 12:35:55.574164,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.745454545454546)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7700000000000005)"
09-01-2023 12:35:56.853576,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:35:57.972438,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:35:59.138364,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:36:00.307214,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:36:01.458084,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:36:02.573897,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:36:03.725014,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:36:04.873114,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:36:05.969086,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:36:07.075888,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:36:08.166256,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:36:09.294164,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:36:10.389261,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:36:11.473967,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:36:12.523645,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:36:13.587727,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.972727272727273)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1000000000000005)"
09-01-2023 12:36:14.685680,"(5.5, 7.0, 6.926666666666667)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:36:15.795410,"(5.5, 7.0, 6.4)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:36:16.918753,"(5.5, 7.0, 6.4)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:36:18.115430,"(5.5, 7.0, 6.6)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:36:19.326188,"(5.5, 7.0, 6.6)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:36:20.519369,"(5.5, 7.0, 6.4)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:36:21.720318,"(5.5, 7.0, 6.6)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:36:22.866733,"(5.5, 7.0, 6.6)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:36:24.001690,"(5.5, 7.0, 6.4)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:36:25.256515,"(5.5, 7.0, 6.6)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:36:26.546769,"(5.5, 7.0, 6.6)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:36:27.641521,"(5.5, 7.0, 6.6)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:36:28.786384,"(5.5, 7.0, 6.6)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:36:30.026990,"(5.5, 7.0, 6.6)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:36:31.199686,"(5.5, 7.0, 6.6)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:36:32.351737,"(5.5, 7.0, 6.6)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.2)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.192857142857143)"
09-01-2023 12:36:33.586117,"(5.5, 7.0, 6.9222222222222225)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.42)"
09-01-2023 12:36:34.788790,"(5.5, 7.0, 6.48)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7)"
09-01-2023 12:36:35.990109,"(5.5, 7.0, 6.711111111111111)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7)"
09-01-2023 12:36:37.422894,"(5.5, 7.0, 6.711111111111111)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7)"
09-01-2023 12:36:38.551110,"(5.5, 7.0, 6.711111111111111)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7)"
09-01-2023 12:36:39.733076,"(5.5, 7.0, 6.711111111111111)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7)"
09-01-2023 12:36:40.867016,"(5.5, 7.0, 6.711111111111111)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7)"
09-01-2023 12:36:41.912831,"(5.5, 7.0, 6.711111111111111)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7)"
09-01-2023 12:36:43.029553,"(5.5, 7.0, 6.711111111111111)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7)"
09-01-2023 12:36:44.138561,"(5.5, 7.0, 6.711111111111111)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7)"
09-01-2023 12:36:45.272344,"(5.5, 7.0, 6.711111111111111)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7)"
09-01-2023 12:36:46.414667,"(5.5, 7.0, 6.711111111111111)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.7)"
09-01-2023 12:36:47.585100,"(5.5, 7.0, 6.711111111111111)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.12)"
09-01-2023 12:36:48.716767,"(5.5, 7.0, 6.711111111111111)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.12)"
09-01-2023 12:36:49.935253,"(5.5, 7.0, 6.711111111111111)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.658333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.466666666666667)"
09-01-2023 12:36:51.015136,"(5.5, 7.0, 6.711111111111111)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.658333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.466666666666667)"
09-01-2023 12:36:52.140088,"(5.5, 7.0, 6.48)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.658333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.466666666666667)"
09-01-2023 12:36:53.336920,"(5.5, 7.0, 6.48)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.658333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.466666666666667)"
09-01-2023 12:36:54.543241,"(5.5, 7.0, 6.48)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.658333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.466666666666667)"
09-01-2023 12:36:55.678259,"(5.5, 7.0, 6.48)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.658333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.466666666666667)"
09-01-2023 12:36:56.750858,"(5.5, 7.0, 6.48)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.658333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.466666666666667)"
09-01-2023 12:36:57.815242,"(5.5, 7.0, 6.48)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.658333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.466666666666667)"
09-01-2023 12:36:58.967405,"(5.5, 7.0, 6.863157894736842)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.658333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.466666666666667)"
