,Safe Hustle,If I Din Havadime,More Special,Fine Line,Kamaka
07-01-2023 14:25:16.736152,"(10.0, 12.0, 11.817857142857143)","(5.0, 5.9, 5.8474576271186445)","(2.35, 2.66, 2.6494594594594596)","(7.5, 9.6, 9.570731707317073)","(3.4, 3.95, 3.9275862068965517)"
07-01-2023 14:25:17.515523,"(10.0, 12.0, 11.817857142857143)","(5.0, 5.9, 5.8474576271186445)","(2.35, 2.66, 2.6494594594594596)","(7.5, 9.6, 9.570731707317073)","(3.4, 3.95, 3.917391304347826)"
07-01-2023 14:25:18.315488,"(10.0, 12.0, 11.817857142857143)","(5.0, 5.9, 5.8641509433962264)","(2.35, 2.64, 2.626629834254144)","(7.5, 9.6, 9.5640625)","(3.4, 3.95, 3.9235294117647057)"
07-01-2023 14:25:19.176100,"(10.0, 12.0, 11.820422535211268)","(5.0, 5.9, 5.8641509433962264)","(2.35, 2.64, 2.6258479532163745)","(7.5, 9.6, 9.5640625)","(3.4, 3.95, 3.9235294117647057)"
07-01-2023 14:25:20.032272,"(10.0, 12.0, 11.820422535211268)","(5.0, 5.9, 5.8641509433962264)","(2.35, 2.64, 2.626091954022989)","(7.5, 9.6, 9.5640625)","(3.4, 3.95, 3.906111111111111)"
07-01-2023 14:25:20.830578,"(10.0, 12.5, 12.241379310344827)","(5.0, 5.9, 5.8641509433962264)","(2.35, 2.64, 2.630632911392405)","(7.5, 9.6, 9.5640625)","(3.4, 3.95, 3.908854166666667)"
07-01-2023 14:25:21.630624,"(10.0, 12.5, 12.26923076923077)","(5.0, 5.9, 5.8474576271186445)","(2.35, 2.64, 2.6305128205128208)","(7.5, 9.4, 9.315555555555555)","(3.4, 3.95, 3.9169811320754717)"
07-01-2023 14:25:22.433255,"(10.0, 12.5, 12.26923076923077)","(5.0, 5.9, 5.8474576271186445)","(2.35, 2.64, 2.6305128205128208)","(7.5, 9.4, 9.340625)","(3.4, 3.95, 3.9169811320754717)"
07-01-2023 14:25:23.248962,"(10.0, 12.5, 12.444444444444445)","(5.0, 5.9, 5.8641509433962264)","(2.35, 2.64, 2.63221052631579)","(7.5, 8.8, 8.761467889908257)","(3.4, 4.0, 3.970833333333333)"
07-01-2023 14:25:24.032258,"(10.0, 12.5, 12.444444444444445)","(5.0, 5.9, 5.8641509433962264)","(2.35, 2.64, 2.6341960784313727)","(7.5, 8.8, 8.746666666666668)","(3.4, 4.0, 3.978409090909091)"
07-01-2023 14:25:24.885158,"(10.0, 12.5, 12.466019417475728)","(5.0, 5.9, 5.8696)","(2.35, 2.64, 2.6341960784313727)","(7.5, 8.8, 8.719512195121952)","(3.4, 4.1, 4.034426229508196)"
07-01-2023 14:25:25.684733,"(10.0, 12.5, 12.47463768115942)","(5.0, 5.9, 5.869105691056911)","(2.35, 2.64, 2.6341960784313727)","(7.5, 8.8, 8.723636363636365)","(3.4, 4.1, 4.030882352941177)"
07-01-2023 14:25:26.469549,"(10.0, 12.5, 12.47463768115942)","(5.0, 5.9, 5.869105691056911)","(2.35, 2.64, 2.6149152542372884)","(7.5, 8.8, 8.707692307692309)","(3.4, 4.1, 4.007843137254902)"
07-01-2023 14:25:27.315183,"(10.0, 13.0, 12.678571428571429)","(5.0, 5.9, 5.867241379310345)","(2.35, 2.62, 2.605769230769231)","(7.5, 8.8, 8.686486486486487)","(3.4, 4.1, 4.007843137254902)"
07-01-2023 14:25:28.177881,"(10.0, 13.0, 12.709677419354838)","(5.0, 5.9, 5.867241379310345)","(2.35, 2.62, 2.605769230769231)","(7.5, 8.6, 8.53076923076923)","(3.4, 4.1, 4.0647482014388485)"
07-01-2023 14:25:28.984765,"(10.0, 13.0, 12.8)","(5.0, 5.9, 5.867241379310345)","(2.35, 2.62, 2.6178947368421053)","(7.5, 8.6, 8.473684210526315)","(3.4, 4.1, 4.0647482014388485)"
07-01-2023 14:25:29.801095,"(10.0, 13.0, 12.788461538461538)","(5.0, 6.0, 5.9157534246575345)","(2.35, 2.62, 2.6191666666666666)","(7.5, 8.4, 8.218181818181817)","(3.4, 4.1, 4.072222222222222)"
07-01-2023 14:25:30.659033,"(10.0, 13.0, 12.89655172413793)","(5.0, 6.0, 5.845205479452055)","(2.35, 2.62, 2.6178947368421053)","(7.5, 8.2, 8.137313432835821)","(3.4, 4.1, 4.068421052631579)"
07-01-2023 14:25:31.462640,"(10.0, 13.0, 12.963235294117647)","(5.0, 6.0, 5.845205479452055)","(2.35, 2.62, 2.619285714285714)","(7.5, 8.2, 8.137313432835821)","(3.4, 4.1, 4.068421052631579)"
07-01-2023 14:25:32.243081,"(10.0, 13.0, 12.972222222222221)","(5.0, 6.0, 5.83943661971831)","(2.35, 2.62, 2.594671280276817)","(7.5, 8.2, 8.129999999999999)","(3.4, 4.2, 4.122077922077922)"
07-01-2023 14:25:33.022014,"(10.0, 13.0, 12.972222222222221)","(5.0, 6.0, 5.83943661971831)","(2.35, 2.62, 2.594671280276817)","(7.5, 8.2, 8.129999999999999)","(3.4, 4.2, 4.122077922077922)"
07-01-2023 14:25:33.924055,"(10.0, 13.0, 12.972222222222221)","(5.0, 5.9, 5.88)","(2.35, 2.62, 2.5939890710382514)","(7.5, 8.2, 8.089473684210526)","(3.4, 4.2, 4.191780821917808)"
07-01-2023 14:25:34.785526,"(10.0, 13.0, 12.972222222222221)","(5.0, 5.9, 5.88)","(2.35, 2.62, 2.5875675675675676)","(7.5, 8.4, 8.316901408450704)","(3.4, 4.2, 4.176)"
07-01-2023 14:25:35.593207,"(10.0, 13.5, 13.081818181818182)","(5.0, 5.9, 5.858695652173913)","(2.35, 2.6, 2.593719806763285)","(7.5, 8.4, 8.313939393939394)","(3.4, 4.2, 4.176)"
07-01-2023 14:25:36.406761,"(10.0, 13.5, 13.166666666666666)","(5.0, 5.9, 5.827941176470588)","(2.35, 2.58, 2.570521739130435)","(7.5, 8.6, 8.487878787878788)","(3.4, 4.2, 4.161271676300578)"
07-01-2023 14:25:37.195538,"(10.0, 13.5, 13.381818181818181)","(5.0, 5.9, 5.857575757575757)","(2.35, 2.58, 2.561267605633803)","(7.5, 8.6, 8.482539682539683)","(3.4, 4.2, 4.171604938271605)"
07-01-2023 14:25:37.997492,"(10.0, 13.5, 13.43298969072165)","(5.0, 5.9, 5.865517241379311)","(2.35, 2.56, 2.5565853658536586)","(7.5, 8.6, 8.482539682539683)","(3.4, 4.2, 4.164347826086956)"
07-01-2023 14:25:38.823718,"(10.0, 13.5, 13.472222222222221)","(5.0, 5.9, 5.865517241379311)","(2.35, 2.56, 2.548259109311741)","(7.5, 8.6, 8.482539682539683)","(3.4, 4.2, 4.172297297297297)"
07-01-2023 14:25:39.637683,"(10.0, 13.5, 13.472222222222221)","(5.0, 5.9, 5.865517241379311)","(2.35, 2.56, 2.5484297520661157)","(7.5, 8.6, 8.482539682539683)","(3.4, 4.2, 4.172297297297297)"
07-01-2023 14:25:40.434269,"(10.0, 13.5, 13.472222222222221)","(5.0, 5.9, 5.865517241379311)","(2.35, 2.56, 2.5484297520661157)","(7.5, 8.6, 8.482539682539683)","(3.4, 4.2, 4.172297297297297)"
07-01-2023 14:25:41.211834,"(10.0, 13.5, 13.472222222222221)","(5.0, 5.9, 5.865517241379311)","(2.35, 2.56, 2.5481927710843375)","(7.5, 8.6, 8.482539682539683)","(3.4, 4.2, 4.171917808219178)"
07-01-2023 14:25:42.010309,"(10.0, 13.5, 13.472222222222221)","(5.0, 5.9, 5.865517241379311)","(2.35, 2.56, 2.5511475409836066)","(7.5, 8.6, 8.525373134328358)","(3.4, 4.2, 4.171917808219178)"
07-01-2023 14:25:42.899309,"(10.0, 13.5, 13.472222222222221)","(5.0, 5.9, 5.865517241379311)","(2.35, 2.56, 2.5552906976744185)","(7.5, 8.6, 8.507692307692308)","(3.4, 4.2, 4.1668789808917195)"
07-01-2023 14:25:43.712936,"(10.0, 13.5, 13.472222222222221)","(5.0, 5.9, 5.851351351351352)","(2.35, 2.58, 2.5610778443113773)","(7.5, 8.6, 8.507692307692308)","(3.4, 4.2, 4.1668789808917195)"
07-01-2023 14:25:44.519723,"(10.0, 13.5, 13.416666666666666)","(5.0, 5.9, 5.852671755725191)","(2.35, 2.58, 2.5647486033519553)","(7.5, 8.4, 8.277611940298508)","(3.4, 4.2, 4.171917808219178)"
07-01-2023 14:25:45.339681,"(10.0, 13.5, 13.488235294117647)","(5.0, 5.8, 5.793457943925233)","(2.35, 2.58, 2.5624832214765103)","(7.5, 8.4, 8.273469387755101)","(3.4, 4.2, 4.175539568345323)"
07-01-2023 14:25:46.119248,"(10.0, 13.5, 13.432291666666666)","(5.0, 5.8, 5.791176470588235)","(2.35, 2.56, 2.5548214285714286)","(7.5, 8.6, 8.293023255813953)","(3.4, 4.2, 4.182677165354331)"
07-01-2023 14:25:46.933280,"(10.0, 13.5, 13.432291666666666)","(5.0, 5.8, 5.796875)","(2.35, 2.58, 2.5631075697211156)","(7.5, 8.4, 8.34468085106383)","(3.4, 4.3, 4.185020242914979)"
07-01-2023 14:25:47.725535,"(10.0, 13.5, 13.432291666666666)","(5.0, 5.8, 5.796875)","(2.35, 2.58, 2.5624066390041493)","(7.5, 8.4, 8.34468085106383)","(3.4, 4.3, 4.18713692946058)"
07-01-2023 14:25:48.531961,"(10.0, 13.5, 13.432291666666666)","(5.0, 5.8, 5.796875)","(2.35, 2.56, 2.557391304347826)","(7.5, 8.4, 8.34468085106383)","(3.4, 4.3, 4.196943231441048)"
07-01-2023 14:25:49.360164,"(10.0, 13.5, 13.432291666666666)","(5.0, 5.8, 5.796875)","(2.35, 2.58, 2.5607272727272727)","(7.5, 8.4, 8.34468085106383)","(3.4, 4.3, 4.192105263157894)"
07-01-2023 14:25:50.158786,"(10.0, 13.5, 13.432291666666666)","(5.0, 5.9, 5.848333333333334)","(2.35, 2.56, 2.5554696132596684)","(7.5, 8.4, 8.34468085106383)","(3.4, 4.2, 4.179464285714285)"
07-01-2023 14:25:50.989803,"(10.0, 13.5, 13.413793103448276)","(5.5, 5.9, 5.848333333333334)","(2.35, 2.58, 2.5624066390041493)","(8.0, 8.4, 8.34468085106383)","(3.5, 4.2, 4.179464285714285)"
07-01-2023 14:25:51.809214,"(10.0, 13.5, 13.413793103448276)","(5.5, 5.9, 5.848333333333334)","(2.35, 2.58, 2.5665396825396827)","(8.0, 8.2, 8.17290322580645)","(3.5, 4.2, 4.179464285714285)"
07-01-2023 14:25:52.610870,"(10.0, 13.5, 13.413793103448276)","(5.0, 5.9, 5.848333333333334)","(2.35, 2.58, 2.568812664907652)","(8.0, 8.2, 8.154913294797687)","(3.5, 4.2, 4.179464285714285)"
07-01-2023 14:25:53.418701,"(10.0, 13.5, 13.413793103448276)","(5.0, 5.9, 5.848333333333334)","(2.35, 2.58, 2.5686082474226803)","(8.0, 8.2, 8.155681818181817)","(3.5, 4.2, 4.178504672897196)"
07-01-2023 14:25:54.245030,"(10.0, 13.5, 13.413793103448276)","(5.0, 5.9, 5.848333333333334)","(2.35, 2.58, 2.5686082474226803)","(8.0, 8.2, 8.152439024390244)","(3.5, 4.2, 4.178504672897196)"
07-01-2023 14:25:55.034656,"(10.0, 13.5, 13.4)","(5.0, 6.0, 5.902459016393443)","(2.35, 2.58, 2.567298050139276)","(8.0, 8.4, 8.226168224299064)","(3.5, 4.2, 4.170588235294118)"
07-01-2023 14:25:55.814371,"(10.0, 13.5, 13.4)","(5.5, 6.0, 5.914388489208633)","(2.35, 2.56, 2.5497510373443983)","(8.0, 8.4, 8.226666666666667)","(3.5, 4.2, 4.173684210526316)"
07-01-2023 14:25:56.621178,"(10.0, 13.5, 13.414772727272727)","(5.5, 5.9, 5.875)","(2.35, 2.56, 2.5497510373443983)","(7.5, 8.4, 8.208421052631579)","(3.5, 4.2, 4.178504672897196)"
07-01-2023 14:25:57.485820,"(10.0, 13.5, 13.414772727272727)","(5.5, 5.9, 5.875)","(2.35, 2.56, 2.551842105263158)","(7.5, 8.4, 8.313939393939394)","(3.5, 4.2, 4.178504672897196)"
07-01-2023 14:25:58.331795,"(10.0, 13.5, 13.414772727272727)","(5.5, 5.9, 5.875)","(2.35, 2.56, 2.5498876404494384)","(7.5, 8.4, 8.341509433962264)","(3.5, 4.2, 4.178504672897196)"
07-01-2023 14:25:59.125813,"(10.0, 13.5, 13.4375)","(5.5, 5.9, 5.876470588235295)","(2.35, 2.56, 2.5539062500000003)","(8.0, 8.4, 8.324193548387097)","(3.5, 4.2, 4.179464285714285)"
07-01-2023 14:25:59.937687,"(10.0, 13.5, 13.4375)","(5.5, 5.9, 5.8428571428571425)","(2.35, 2.56, 2.5546938775510206)","(8.0, 8.4, 8.365591397849462)","(3.5, 4.2, 4.179464285714285)"
07-01-2023 14:26:00.756113,"(10.0, 13.5, 13.4375)","(5.5, 5.9, 5.890000000000001)","(2.35, 2.54, 2.5253932584269663)","(8.0, 8.6, 8.428571428571429)","(3.5, 4.3, 4.1735537190082646)"
07-01-2023 14:26:01.548034,"(10.0, 13.5, 13.4375)","(5.5, 5.9, 5.890000000000001)","(2.35, 2.54, 2.524039087947883)","(8.0, 8.6, 8.448695652173914)","(3.5, 4.3, 4.168992248062016)"
07-01-2023 14:26:02.351301,"(10.0, 13.5, 13.4375)","(5.5, 5.9, 5.888571428571429)","(2.35, 2.54, 2.524039087947883)","(8.0, 8.6, 8.432692307692308)","(3.5, 4.3, 4.1695312499999995)"
07-01-2023 14:26:03.171269,"(10.0, 13.5, 13.4375)","(5.5, 5.9, 5.888976377952757)","(2.35, 2.54, 2.527027027027027)","(8.0, 8.6, 8.434693877551021)","(3.5, 4.2, 4.16375)"
07-01-2023 14:26:03.961685,"(10.0, 13.5, 13.4375)","(5.5, 5.9, 5.825)","(2.35, 2.56, 2.542867132867133)","(8.0, 8.6, 8.3)","(3.5, 4.2, 4.16375)"
07-01-2023 14:26:04.751180,"(10.0, 13.5, 13.4375)","(5.5, 5.9, 5.87741935483871)","(2.35, 2.56, 2.547857142857143)","(8.0, 8.2, 8.172881355932203)","(3.5, 4.2, 4.168131868131868)"
07-01-2023 14:26:05.564690,"(10.0, 14.0, 13.73248407643312)","(5.5, 5.9, 5.890000000000001)","(2.35, 2.56, 2.547280701754386)","(8.0, 8.2, 8.172881355932203)","(3.5, 4.2, 4.16375)"
07-01-2023 14:26:06.434222,"(10.0, 14.0, 13.808219178082192)","(5.5, 6.0, 5.84065934065934)","(2.35, 2.56, 2.5531034482758623)","(8.0, 8.2, 8.172881355932203)","(3.5, 4.2, 4.157303370786517)"
07-01-2023 14:26:07.231594,"(10.0, 14.0, 13.81367924528302)","(5.5, 5.9, 5.888461538461539)","(2.35, 2.58, 2.5653389830508475)","(8.0, 8.4, 8.252380952380951)","(3.5, 4.2, 4.135294117647058)"
07-01-2023 14:26:08.032103,"(10.0, 14.0, 13.819711538461538)","(5.5, 5.9, 5.8575)","(2.35, 2.58, 2.575104895104895)","(8.0, 8.2, 8.16304347826087)","(3.5, 4.2, 4.131395348837209)"
07-01-2023 14:26:08.884823,"(10.0, 14.0, 13.819711538461538)","(5.5, 5.9, 5.841379310344828)","(2.35, 2.58, 2.576216216216216)","(8.0, 8.2, 8.168539325842696)","(3.5, 4.2, 4.131395348837209)"
07-01-2023 14:26:09.668604,"(10.0, 14.0, 13.819711538461538)","(5.5, 5.9, 5.841379310344828)","(2.35, 2.58, 2.576216216216216)","(8.0, 8.2, 8.168539325842696)","(3.5, 4.2, 4.131395348837209)"
07-01-2023 14:26:10.457671,"(10.0, 14.0, 13.819711538461538)","(5.5, 5.9, 5.829166666666667)","(2.35, 2.58, 2.5761538461538462)","(8.0, 8.2, 8.168539325842696)","(3.5, 4.2, 4.149572649572649)"
07-01-2023 14:26:11.301872,"(10.0, 14.0, 13.775)","(5.5, 6.0, 5.839455782312925)","(2.35, 2.58, 2.576067415730337)","(8.0, 8.2, 8.017073170731708)","(3.5, 4.2, 4.1687830687830685)"
07-01-2023 14:26:12.106385,"(10.0, 14.0, 13.775)","(5.5, 6.0, 5.839189189189189)","(2.35, 2.58, 2.5766507177033495)","(8.0, 8.2, 8.01590909090909)","(3.5, 4.2, 4.1687830687830685)"
07-01-2023 14:26:12.904629,"(10.0, 14.0, 13.775)","(5.5, 6.0, 5.839189189189189)","(2.35, 2.58, 2.5766507177033495)","(8.0, 8.4, 8.064516129032258)","(3.5, 4.2, 4.1687830687830685)"
07-01-2023 14:26:13.705804,"(10.0, 14.0, 13.775)","(5.5, 6.0, 5.844444444444444)","(2.35, 2.58, 2.5766346153846156)","(8.0, 8.4, 8.064516129032258)","(3.5, 4.2, 4.1687830687830685)"
07-01-2023 14:26:14.533569,"(10.0, 14.0, 13.775)","(5.0, 6.0, 5.844444444444444)","(2.3, 2.58, 2.5766346153846156)","(7.5, 8.4, 8.064516129032258)","(3.5, 4.2, 4.1687830687830685)"
07-01-2023 14:26:15.347338,"(10.0, 14.0, 13.76923076923077)","(5.0, 5.8, 5.7620689655172415)","(2.3, 2.6, 2.584555052790347)","(7.5, 8.4, 8.261702127659573)","(3.5, 4.2, 4.14375)"
07-01-2023 14:26:16.158861,"(10.0, 14.0, 13.760330578512397)","(5.0, 5.8, 5.762173913043478)","(2.3, 2.6, 2.5845288753799394)","(7.5, 8.4, 8.260962566844919)","(3.5, 4.2, 4.144074074074074)"
07-01-2023 14:26:17.022510,"(10.0, 14.0, 13.760330578512397)","(5.0, 5.8, 5.775263157894737)","(2.3, 2.6, 2.582027491408935)","(7.5, 8.4, 8.2743961352657)","(3.5, 4.2, 4.160591133004926)"
07-01-2023 14:26:17.843066,"(10.0, 14.0, 13.760330578512397)","(5.0, 5.8, 5.775263157894737)","(2.3, 2.6, 2.582059336823735)","(7.5, 8.4, 8.278378378378378)","(3.5, 4.2, 4.160591133004926)"
07-01-2023 14:26:18.634188,"(10.0, 14.0, 13.760330578512397)","(5.0, 5.8, 5.7803370786516854)","(2.3, 2.6, 2.5811531531531533)","(7.5, 8.4, 8.292215568862275)","(3.5, 4.2, 4.1640625)"
07-01-2023 14:26:19.420201,"(10.0, 14.0, 13.760330578512397)","(5.0, 5.8, 5.7737113402061855)","(2.3, 2.6, 2.582271186440678)","(7.5, 8.4, 8.292215568862275)","(3.5, 4.2, 4.157746478873239)"
07-01-2023 14:26:20.249947,"(10.0, 14.0, 13.783582089552239)","(5.0, 5.8, 5.762694300518135)","(2.3, 2.6, 2.584448669201521)","(7.5, 8.4, 8.294478527607362)","(3.5, 4.2, 4.147368421052631)"
07-01-2023 14:26:21.086739,"(10.0, 14.0, 13.783582089552239)","(5.0, 5.8, 5.757978723404255)","(2.3, 2.6, 2.5853917050691244)","(7.5, 8.4, 8.251006711409396)","(3.5, 4.2, 4.145378151260504)"
07-01-2023 14:26:21.901903,"(10.0, 14.0, 13.811475409836065)","(5.0, 5.8, 5.7570680628272255)","(2.3, 2.6, 2.588065573770492)","(7.5, 8.4, 8.282828282828282)","(3.5, 4.2, 4.145378151260504)"
07-01-2023 14:26:22.740381,"(10.0, 14.0, 13.783582089552239)","(5.0, 5.8, 5.749514563106796)","(2.3, 2.6, 2.5896883852691217)","(7.5, 8.4, 8.309289617486339)","(3.5, 4.2, 4.140449438202247)"
07-01-2023 14:26:23.551305,"(10.0, 14.0, 13.783582089552239)","(5.0, 5.8, 5.747208121827411)","(2.3, 2.6, 2.5896883852691217)","(7.5, 8.4, 8.310497237569061)","(3.5, 4.2, 4.140449438202247)"
07-01-2023 14:26:24.362963,"(10.0, 14.0, 13.771653543307087)","(5.0, 5.8, 5.774528301886792)","(2.3, 2.6, 2.588510638297872)","(7.5, 8.4, 8.304142011834319)","(3.5, 4.2, 4.161428571428571)"
07-01-2023 14:26:25.158246,"(10.0, 14.0, 13.771653543307087)","(5.0, 5.8, 5.77979797979798)","(2.3, 2.58, 2.5772631578947367)","(7.5, 8.4, 8.319727891156463)","(3.5, 4.2, 4.1644736842105265)"
07-01-2023 14:26:25.963492,"(10.0, 14.0, 13.771653543307087)","(5.0, 5.8, 5.760769230769231)","(2.3, 2.6, 2.5845098039215686)","(7.5, 8.4, 8.319727891156463)","(3.5, 4.2, 4.150515463917525)"
07-01-2023 14:26:26.816730,"(10.0, 14.0, 13.778625954198473)","(5.0, 5.8, 5.77979797979798)","(2.3, 2.6, 2.58969696969697)","(7.5, 8.6, 8.430573248407644)","(3.5, 4.1, 4.06875)"
07-01-2023 14:26:27.606349,"(10.0, 14.0, 13.778625954198473)","(5.0, 5.8, 5.747058823529412)","(2.3, 2.58, 2.573013698630137)","(7.5, 8.6, 8.467)","(3.5, 4.1, 4.06831955922865)"
07-01-2023 14:26:28.404326,"(10.0, 14.0, 13.778625954198473)","(5.0, 5.8, 5.75)","(2.3, 2.58, 2.573037542662116)","(7.5, 8.6, 8.466009852216748)","(3.5, 4.1, 4.081045751633987)"
07-01-2023 14:26:29.254464,"(10.0, 14.0, 13.699421965317919)","(5.0, 5.8, 5.76039603960396)","(2.3, 2.58, 2.572712146422629)","(7.5, 8.6, 8.572661870503596)","(3.5, 4.1, 4.072941176470588)"
07-01-2023 14:26:30.041727,"(10.0, 14.0, 13.677018633540373)","(5.0, 5.8, 5.76039603960396)","(2.3, 2.58, 2.572007299270073)","(7.5, 8.6, 8.571641791044776)","(3.5, 4.1, 4.092537313432835)"
07-01-2023 14:26:30.849322,"(10.0, 14.0, 13.677018633540373)","(5.0, 5.8, 5.75754716981132)","(2.3, 2.58, 2.575609756097561)","(7.5, 8.8, 8.617977528089888)","(3.5, 4.1, 4.092537313432835)"
07-01-2023 14:26:31.657742,"(10.0, 14.0, 13.677018633540373)","(5.0, 5.9, 5.891337099811676)","(2.3, 2.58, 2.576340425531915)","(7.5, 8.8, 8.629473684210527)","(3.5, 4.1, 4.068965517241379)"
07-01-2023 14:26:32.471881,"(10.0, 14.0, 13.677018633540373)","(5.0, 5.9, 5.891369606003753)","(2.3, 2.58, 2.576340425531915)","(7.5, 8.8, 8.629473684210527)","(3.5, 4.1, 4.068965517241379)"
07-01-2023 14:26:33.282407,"(10.0, 14.0, 13.555555555555555)","(5.0, 5.9, 5.894412331406551)","(2.3, 2.58, 2.5686842105263157)","(7.5, 8.6, 8.5125)","(3.5, 4.1, 4.069117647058823)"
07-01-2023 14:26:34.068860,"(10.0, 14.0, 13.555555555555555)","(5.0, 6.0, 5.920472440944883)","(2.3, 2.58, 2.5661971830985917)","(7.5, 8.6, 8.49)","(3.5, 4.1, 4.05850622406639)"
07-01-2023 14:26:34.866860,"(10.0, 14.0, 13.555555555555555)","(5.0, 6.0, 5.922033898305085)","(2.3, 2.58, 2.564580152671756)","(7.5, 8.6, 8.49)","(3.5, 4.1, 4.063228699551569)"
07-01-2023 14:26:35.722614,"(10.0, 14.0, 13.555555555555555)","(5.0, 6.0, 5.921848739495799)","(2.3, 2.58, 2.564580152671756)","(7.5, 8.6, 8.49)","(3.5, 4.1, 4.052873563218391)"
07-01-2023 14:26:36.513827,"(10.0, 13.5, 13.31981981981982)","(5.0, 5.9, 5.893103448275863)","(2.3, 2.6, 2.582139423076923)","(7.5, 8.6, 8.485925925925926)","(3.5, 4.1, 4.052873563218391)"
07-01-2023 14:26:37.350194,"(10.0, 13.5, 13.425)","(5.0, 5.9, 5.87)","(2.3, 2.6, 2.5840632603406326)","(7.5, 8.6, 8.485925925925926)","(3.5, 4.1, 4.0446601941747575)"
07-01-2023 14:26:38.169667,"(10.0, 13.5, 13.425)","(5.0, 5.9, 5.8695312500000005)","(2.3, 2.6, 2.5840632603406326)","(7.5, 8.6, 8.477333333333334)","(3.5, 4.1, 4.047058823529412)"
07-01-2023 14:26:38.958289,"(10.0, 13.5, 13.418032786885245)","(5.0, 5.9, 5.8695312500000005)","(2.3, 2.6, 2.5840632603406326)","(7.5, 8.6, 8.477333333333334)","(3.5, 4.1, 4.047058823529412)"
07-01-2023 14:26:39.757309,"(10.0, 13.5, 13.418032786885245)","(5.0, 5.9, 5.8695312500000005)","(2.3, 2.6, 2.584243964421855)","(7.5, 8.6, 8.503571428571428)","(3.5, 4.1, 4.047058823529412)"
07-01-2023 14:26:40.590932,"(10.0, 13.5, 13.418032786885245)","(5.0, 5.9, 5.875968992248062)","(2.3, 2.6, 2.5833003300330035)","(7.5, 8.6, 8.503571428571428)","(3.5, 4.1, 4.0550724637681155)"
07-01-2023 14:26:41.391080,"(10.0, 13.5, 13.418032786885245)","(5.0, 5.9, 5.875968992248062)","(2.3, 2.6, 2.584291845493562)","(7.5, 8.8, 8.54569536423841)","(3.5, 4.1, 4.065236051502145)"
07-01-2023 14:26:42.195710,"(10.0, 13.5, 13.418032786885245)","(5.0, 5.9, 5.853551912568306)","(2.3, 2.62, 2.607905138339921)","(7.5, 8.8, 8.501851851851852)","(3.5, 4.1, 4.040963855421687)"
07-01-2023 14:26:42.976746,"(10.0, 13.5, 13.418032786885245)","(5.0, 5.9, 5.853551912568306)","(2.3, 2.62, 2.608342857142857)","(7.5, 8.8, 8.501851851851852)","(3.5, 4.1, 4.038643067846608)"
07-01-2023 14:26:43.816689,"(10.0, 13.5, 13.418032786885245)","(5.0, 5.9, 5.852247191011236)","(2.3, 2.62, 2.608342857142857)","(7.5, 8.8, 8.487378640776699)","(3.5, 4.1, 4.039339339339339)"
07-01-2023 14:26:44.645965,"(10.0, 13.5, 13.34)","(5.0, 5.9, 5.856923076923077)","(2.3, 2.62, 2.61135593220339)","(7.5, 8.6, 8.547540983606558)","(3.5, 4.1, 4.0361581920903955)"
07-01-2023 14:26:45.434535,"(10.0, 13.5, 13.310975609756097)","(5.0, 5.9, 5.8621621621621625)","(2.3, 2.62, 2.6118940397350996)","(7.5, 8.6, 8.511111111111111)","(3.5, 4.1, 4.032653061224489)"
07-01-2023 14:26:46.306294,"(10.0, 13.5, 13.283333333333333)","(5.0, 5.9, 5.8613333333333335)","(2.3, 2.64, 2.6251948051948055)","(7.5, 8.6, 8.501123595505618)","(3.5, 4.1, 4.03914373088685)"
07-01-2023 14:26:47.115175,"(10.0, 13.5, 13.27127659574468)","(5.0, 5.9, 5.8511235955056184)","(2.3, 2.64, 2.624494382022472)","(7.5, 8.6, 8.515384615384615)","(3.5, 4.1, 4.03914373088685)"
07-01-2023 14:26:47.918064,"(10.0, 13.5, 13.22979797979798)","(5.0, 5.9, 5.841216216216217)","(2.3, 2.64, 2.6253691275167785)","(7.5, 8.6, 8.515384615384615)","(3.5, 4.1, 4.039751552795031)"
07-01-2023 14:26:48.698473,"(10.0, 13.5, 13.25)","(5.0, 5.9, 5.877876106194691)","(2.3, 2.62, 2.6152107925801014)","(7.5, 8.6, 8.553846153846154)","(3.5, 4.1, 4.016740088105727)"
07-01-2023 14:26:49.499083,"(10.0, 13.5, 13.242937853107344)","(5.0, 6.0, 5.874678111587983)","(2.3, 2.64, 2.6266129032258068)","(7.5, 8.6, 8.548571428571428)","(3.5, 4.0, 3.9976744186046513)"
07-01-2023 14:26:50.307766,"(10.0, 13.5, 13.243169398907105)","(5.0, 5.9, 5.8484375)","(2.3, 2.66, 2.6479411764705882)","(7.5, 8.6, 8.563218390804597)","(3.5, 4.0, 3.9546875000000004)"
07-01-2023 14:26:51.107182,"(10.0, 13.5, 13.229885057471265)","(5.0, 5.9, 5.819230769230769)","(2.3, 2.66, 2.656930693069307)","(7.5, 8.6, 8.565116279069768)","(3.5, 4.0, 3.956081081081081)"
07-01-2023 14:26:51.910989,"(10.0, 13.5, 13.209876543209877)","(5.0, 5.9, 5.819230769230769)","(2.3, 2.66, 2.656930693069307)","(7.5, 8.6, 8.573170731707316)","(3.5, 4.0, 3.956081081081081)"
07-01-2023 14:26:52.749883,"(10.0, 13.5, 13.20807453416149)","(5.0, 5.9, 5.807352941176471)","(2.3, 2.66, 2.6542259414225944)","(7.5, 8.4, 8.3125)","(3.5, 4.1, 4.004090909090909)"
