,Namakwa,Hostage Of War,Ostermeier,By The Law,Lets Torque A Deel,Tea Leaves,Lucamour
07-01-2023 14:35:26.686442,"(2.0, 2.28, 2.2350000000000003)","(3.7, 5.2, 4.5636363636363635)","(10.0, 14.0, 13.1)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 13.75)","(9.0, 16.0, 14.653846153846153)"
07-01-2023 14:35:27.725543,"(2.0, 2.28, 2.2350000000000003)","(3.7, 5.2, 4.5636363636363635)","(10.0, 14.0, 13.1)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 13.75)","(9.0, 16.0, 14.653846153846153)"
07-01-2023 14:35:28.682437,"(2.0, 2.26, 2.249830508474576)","(3.7, 5.2, 4.5636363636363635)","(10.0, 14.0, 13.1)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 13.75)","(9.0, 16.0, 14.653846153846153)"
07-01-2023 14:35:29.660961,"(2.0, 2.26, 2.248333333333333)","(3.7, 5.2, 4.7)","(10.0, 14.0, 13.1)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 13.75)","(9.0, 16.0, 14.653846153846153)"
07-01-2023 14:35:30.727077,"(2.0, 2.26, 2.2488888888888887)","(3.7, 5.2, 4.7)","(10.0, 14.0, 13.1)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 13.75)","(9.0, 16.0, 15.027777777777779)"
07-01-2023 14:35:31.682070,"(2.0, 2.26, 2.2488888888888887)","(3.7, 5.2, 4.7)","(10.0, 14.0, 13.1)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 13.75)","(9.0, 16.0, 15.027777777777779)"
07-01-2023 14:35:32.719619,"(2.0, 2.26, 2.2488888888888887)","(3.7, 5.2, 4.7)","(10.0, 14.0, 13.1)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 13.75)","(9.0, 16.0, 15.027777777777779)"
07-01-2023 14:35:33.814634,"(2.0, 2.26, 2.2488888888888887)","(3.7, 5.2, 4.7)","(10.0, 14.0, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 13.75)","(9.0, 16.0, 14.821428571428571)"
07-01-2023 14:35:34.997999,"(2.0, 2.26, 2.236666666666667)","(3.7, 4.9, 4.65)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 13.75)","(9.0, 15.0, 14.791666666666668)"
07-01-2023 14:35:36.067657,"(2.0, 2.26, 2.236666666666667)","(3.7, 4.9, 4.65)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 13.75)","(9.0, 15.0, 14.791666666666668)"
07-01-2023 14:35:36.986580,"(2.0, 2.26, 2.236666666666667)","(3.7, 4.9, 4.65)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 13.75)","(9.0, 15.0, 14.791666666666668)"
07-01-2023 14:35:37.938407,"(2.0, 2.26, 2.236666666666667)","(3.7, 4.9, 4.65)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 13.75)","(9.0, 15.0, 14.791666666666668)"
07-01-2023 14:35:38.999380,"(2.0, 2.26, 2.236666666666667)","(3.7, 4.9, 4.65)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 14.8)","(9.0, 15.0, 14.791666666666668)"
07-01-2023 14:35:40.040964,"(2.0, 2.26, 2.236666666666667)","(3.7, 4.9, 4.65)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 14.8)","(9.0, 15.0, 14.791666666666668)"
07-01-2023 14:35:41.128666,"(2.0, 2.3, 2.28)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 14.8)","(9.0, 15.0, 14.791666666666668)"
07-01-2023 14:35:42.133142,"(2.0, 2.3, 2.28)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 14.8)","(9.0, 15.0, 14.791666666666668)"
07-01-2023 14:35:43.317741,"(2.0, 2.3, 2.28)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 8.933333333333334)","(9.0, 16.0, 14.8)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:35:44.385986,"(2.0, 2.3, 2.2786666666666666)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.127272727272727)","(9.0, 16.0, 14.323529411764707)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:35:45.355288,"(2.0, 2.3, 2.282222222222222)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.127272727272727)","(9.0, 15.5, 14.323529411764707)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:35:46.358349,"(2.0, 2.3, 2.282222222222222)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 15.5, 14.071428571428571)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:35:47.430145,"(2.0, 2.3, 2.282222222222222)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 15.5, 14.071428571428571)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:35:48.526633,"(2.0, 2.3, 2.282222222222222)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 15.5, 14.071428571428571)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:35:49.530265,"(2.0, 2.3, 2.236)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.12)","(9.0, 15.5, 14.071428571428571)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:35:50.550991,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.149999999999999)","(9.0, 15.5, 14.071428571428571)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:35:51.584639,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.149999999999999)","(9.0, 15.5, 14.071428571428571)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:35:52.526834,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.066666666666666)","(9.0, 15.5, 14.071428571428571)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:35:53.562593,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 15.5, 14.071428571428571)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:35:54.694183,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 15.5, 14.071428571428571)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:35:55.866800,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 15.5, 14.071428571428571)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:35:56.904878,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 15.5, 14.071428571428571)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:35:57.990069,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 15.5, 15.142857142857142)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:35:58.999857,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.166666666666666)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:00.047205,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.166666666666666)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:01.002005,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.166666666666666)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:02.045772,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.166666666666666)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:03.040708,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.166666666666666)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:04.205510,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:05.184021,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:06.252911,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:07.342162,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:08.299657,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:09.206080,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:10.296491,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:11.348084,"(2.0, 2.3, 2.26)","(3.7, 4.9, 4.6)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:12.373296,"(2.0, 2.4, 2.295)","(3.7, 4.9, 4.633333333333334)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:13.443492,"(2.0, 2.38, 2.2733333333333334)","(3.7, 4.9, 4.633333333333334)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:14.506063,"(2.0, 2.38, 2.2555555555555555)","(3.7, 4.9, 4.633333333333334)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:15.618077,"(2.0, 2.38, 2.2555555555555555)","(3.7, 4.9, 4.633333333333334)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 14.722222222222221)"
07-01-2023 14:36:16.622071,"(2.0, 2.38, 2.2555555555555555)","(3.7, 4.9, 4.633333333333334)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 40.5)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 13.928571428571429)"
07-01-2023 14:36:17.530338,"(2.0, 2.36, 2.2287500000000002)","(3.7, 5.2, 4.65)","(10.0, 14.0, 13.7)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 13.928571428571429)"
07-01-2023 14:36:18.502976,"(2.0, 2.36, 2.2270000000000003)","(3.7, 5.2, 4.5)","(10.0, 14.0, 13.7)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 13.928571428571429)"
07-01-2023 14:36:19.505308,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.558333333333334)","(10.0, 14.0, 13.7)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 13.928571428571429)"
07-01-2023 14:36:20.496444,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.558333333333334)","(10.0, 14.0, 13.7)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 13.928571428571429)"
07-01-2023 14:36:21.506175,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.558333333333334)","(10.0, 14.0, 13.7)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 13.928571428571429)"
07-01-2023 14:36:22.561016,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.558333333333334)","(10.0, 14.0, 13.7)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 13.928571428571429)"
07-01-2023 14:36:23.558864,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.558333333333334)","(10.0, 14.0, 13.7)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 13.928571428571429)"
07-01-2023 14:36:24.512496,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.558333333333334)","(10.0, 14.0, 13.7)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 13.928571428571429)"
07-01-2023 14:36:25.470193,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.558333333333334)","(10.0, 14.0, 13.7)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 13.928571428571429)"
07-01-2023 14:36:26.449404,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.558333333333334)","(10.0, 14.0, 13.7)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 13.928571428571429)"
07-01-2023 14:36:27.451778,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.558333333333334)","(10.0, 14.0, 13.7)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 15.0, 14.1)"
07-01-2023 14:36:28.439001,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 14.0, 13.7)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 14.1)"
07-01-2023 14:36:29.399795,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 14.0, 13.7)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 14.1)"
07-01-2023 14:36:30.446735,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 14.1)"
07-01-2023 14:36:31.456629,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 14.1)"
07-01-2023 14:36:32.373942,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 14.1)"
07-01-2023 14:36:33.295632,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 14.1)"
07-01-2023 14:36:34.281310,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 14.1)"
07-01-2023 14:36:35.256821,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 14.1)"
07-01-2023 14:36:36.209613,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.642857142857142)"
07-01-2023 14:36:37.289150,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.642857142857142)"
07-01-2023 14:36:38.400516,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.642857142857142)"
07-01-2023 14:36:39.329519,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.642857142857142)"
07-01-2023 14:36:40.284632,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:41.344812,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:42.433090,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:43.374311,"(2.0, 2.34, 2.2800000000000002)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:44.417252,"(2.0, 2.34, 2.24)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:45.379879,"(2.0, 2.34, 2.24)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:46.385698,"(2.0, 2.34, 2.24)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:47.321399,"(2.0, 2.34, 2.24)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:48.296534,"(2.0, 2.34, 2.24)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:49.283486,"(2.0, 2.34, 2.24)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:50.351724,"(2.0, 2.34, 2.24)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:51.377838,"(2.0, 2.34, 2.24)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:52.404404,"(2.0, 2.34, 2.24)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:53.410588,"(2.0, 2.34, 2.24)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:54.405824,"(2.0, 2.34, 2.24)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:55.378763,"(2.0, 2.34, 2.24)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:56.281238,"(2.0, 2.34, 2.24)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:57.261612,"(2.0, 2.34, 2.24)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:58.264711,"(2.0, 2.34, 2.24)","(3.7, 5.2, 4.4222222222222225)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:36:59.287913,"(2.0, 2.32, 2.24)","(3.7, 5.2, 4.5636363636363635)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
07-01-2023 14:37:00.260870,"(2.0, 2.32, 2.24)","(3.7, 5.2, 4.5636363636363635)","(10.0, 13.5, 13.166666666666666)","(26.0, 60.0, 42.666666666666664)","(7.0, 9.2, 9.049999999999999)","(9.0, 16.0, 15.375)","(9.0, 14.5, 13.441176470588236)"
