,Namakwa,Hostage Of War,Ostermeier,By The Law,Lets Torque A Deel,Tea Leaves,Lucamour
07-01-2023 14:31:52.798555,"(2.0, 2.5, 2.402941176470588)","(3.7, 5.3, 4.52)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.5, 13.357142857142858)","(9.0, 14.0, 13.25)"
07-01-2023 14:31:53.793243,"(2.0, 2.5, 2.402941176470588)","(3.7, 5.3, 4.52)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.5, 13.357142857142858)","(9.0, 14.0, 13.25)"
07-01-2023 14:31:54.918618,"(2.0, 2.5, 2.402941176470588)","(3.7, 5.3, 4.52)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.5, 13.357142857142858)","(9.0, 14.0, 13.25)"
07-01-2023 14:31:55.918025,"(2.0, 2.5, 2.402941176470588)","(3.7, 5.3, 4.52)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.5, 13.357142857142858)","(9.0, 14.0, 13.25)"
07-01-2023 14:31:56.978021,"(2.0, 2.5, 2.402941176470588)","(3.7, 5.3, 4.52)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.5, 13.357142857142858)","(9.0, 14.0, 13.25)"
07-01-2023 14:31:58.015732,"(2.0, 2.5, 2.402941176470588)","(3.7, 5.3, 4.52)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.5, 13.357142857142858)","(9.0, 14.0, 13.25)"
07-01-2023 14:31:58.991011,"(2.0, 2.5, 2.402941176470588)","(3.7, 5.3, 4.52)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.5, 13.357142857142858)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:00.107434,"(2.0, 2.5, 2.402941176470588)","(3.7, 5.3, 4.52)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.5, 13.357142857142858)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:01.225209,"(2.0, 2.46, 2.3929032258064518)","(3.7, 5.3, 4.52)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.5, 13.357142857142858)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:02.320550,"(2.0, 2.46, 2.332)","(3.7, 5.3, 4.52)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.5, 13.357142857142858)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:03.310014,"(2.0, 2.46, 2.3000000000000003)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:04.359127,"(2.0, 2.46, 2.3000000000000003)","(3.7, 5.2, 4.5636363636363635)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:05.422057,"(2.0, 2.46, 2.3000000000000003)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:06.494207,"(2.0, 2.46, 2.3000000000000003)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:07.622827,"(2.0, 2.46, 2.3000000000000003)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:08.740423,"(2.0, 2.46, 2.3000000000000003)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:09.723216,"(2.0, 2.46, 2.332)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:10.704835,"(2.0, 2.44, 2.3226666666666667)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:11.780964,"(2.0, 2.44, 2.3226666666666667)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:12.788771,"(2.0, 2.44, 2.3226666666666667)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:13.734439,"(2.0, 2.44, 2.3226666666666667)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:14.733413,"(2.0, 2.44, 2.3226666666666667)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:15.779254,"(2.0, 2.44, 2.3226666666666667)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:16.842230,"(2.0, 2.44, 2.3226666666666667)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:17.951010,"(2.0, 2.44, 2.3226666666666667)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:19.012724,"(2.0, 2.44, 2.3226666666666667)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:19.933997,"(2.0, 2.44, 2.3226666666666667)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:21.013557,"(2.0, 2.44, 2.2600000000000002)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:22.087815,"(2.0, 2.44, 2.2600000000000002)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:23.102617,"(2.0, 2.44, 2.2600000000000002)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:24.205180,"(2.0, 2.44, 2.2600000000000002)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:25.276442,"(2.0, 2.44, 2.2600000000000002)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:26.259514,"(2.0, 2.44, 2.2600000000000002)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.333333333333334)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:27.344596,"(2.0, 2.44, 2.2600000000000002)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 15.0, 13.071428571428571)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:28.484640,"(2.0, 2.44, 2.2600000000000002)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 14.5, 13.617647058823529)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:29.477795,"(2.0, 2.44, 2.2600000000000002)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 14.5, 13.617647058823529)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:30.437249,"(2.0, 2.44, 2.2600000000000002)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 14.5, 13.617647058823529)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:31.490675,"(2.0, 2.44, 2.2600000000000002)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 14.5, 13.617647058823529)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:32.775891,"(2.0, 2.44, 2.2600000000000002)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 14.5, 13.617647058823529)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:33.934027,"(2.0, 2.44, 2.2600000000000002)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 14.5, 13.617647058823529)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:34.967939,"(2.0, 2.44, 2.2600000000000002)","(3.7, 5.2, 4.7)","(10.0, 15.0, 13.970588235294118)","(26.0, 70.0, 60.5)","(7.0, 9.2, 8.95)","(9.0, 14.5, 13.617647058823529)","(9.0, 14.0, 13.25)"
07-01-2023 14:32:36.181662,"(2.0, 2.44, 2.2600000000000002)","(3.7, 5.2, 4.7)","(10.0, 15.0, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 14.5, 13.642857142857142)","(9.0, 14.0, 13.38888888888889)"
07-01-2023 14:32:37.192742,"(2.0, 2.44, 2.3518518518518516)","(3.7, 5.2, 4.7)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.5, 13.642857142857142)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:38.249338,"(2.0, 2.44, 2.3518518518518516)","(3.7, 5.2, 4.7)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.5, 13.666666666666666)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:39.219725,"(2.0, 2.44, 2.3518518518518516)","(3.7, 5.2, 4.7)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.4)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:40.257599,"(2.0, 2.44, 2.37)","(3.7, 4.9, 4.4)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:41.274210,"(2.0, 2.44, 2.3874999999999997)","(3.7, 4.9, 4.4)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:42.397273,"(2.0, 2.42, 2.3705882352941177)","(3.7, 4.9, 4.4)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:43.471542,"(2.0, 2.42, 2.357142857142857)","(3.7, 4.9, 4.6000000000000005)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:44.556536,"(2.0, 2.42, 2.357142857142857)","(3.7, 4.9, 4.6000000000000005)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:45.599162,"(2.0, 2.42, 2.357142857142857)","(3.7, 4.9, 4.6000000000000005)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:46.554478,"(2.0, 2.42, 2.357142857142857)","(3.7, 4.9, 4.6000000000000005)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:47.683238,"(2.0, 2.42, 2.357142857142857)","(3.7, 4.9, 4.6000000000000005)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:48.653355,"(2.0, 2.4, 2.3714285714285714)","(3.7, 4.9, 4.818181818181818)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:49.753816,"(2.0, 2.4, 2.3555555555555556)","(3.7, 4.9, 4.66)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:50.927123,"(2.0, 2.4, 2.3555555555555556)","(3.7, 4.9, 4.66)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:51.994816,"(2.0, 2.3, 2.227027027027027)","(3.7, 4.9, 4.48)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:52.973241,"(2.0, 2.4, 2.3703703703703702)","(3.7, 4.9, 4.66)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:53.935162,"(2.0, 2.4, 2.2854545454545456)","(3.7, 4.9, 4.66)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:55.026630,"(2.0, 2.4, 2.31)","(3.7, 4.9, 4.66)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:56.073701,"(2.0, 2.4, 2.31)","(3.7, 4.9, 4.66)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.8)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:57.183113,"(2.0, 2.4, 2.31)","(3.7, 4.9, 4.66)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 17.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:58.200222,"(2.0, 2.4, 2.31)","(3.7, 4.9, 4.66)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:32:59.187314,"(2.0, 2.4, 2.31)","(3.7, 4.9, 4.66)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:00.214094,"(2.0, 2.4, 2.31)","(3.7, 4.9, 4.66)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:01.346211,"(2.0, 2.4, 2.31)","(3.7, 4.9, 4.66)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:02.437159,"(2.0, 2.4, 2.31)","(3.7, 4.9, 4.66)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:03.524469,"(2.0, 2.4, 2.31)","(3.7, 4.9, 4.66)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:04.667020,"(2.0, 2.34, 2.2963636363636364)","(3.7, 4.9, 4.7)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:05.668914,"(2.0, 2.34, 2.2963636363636364)","(3.7, 4.9, 4.7)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:06.743389,"(2.0, 2.34, 2.2963636363636364)","(3.7, 4.9, 4.7)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:07.694223,"(2.0, 2.34, 2.2963636363636364)","(3.7, 4.9, 4.7)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:08.678889,"(2.0, 2.34, 2.2963636363636364)","(3.7, 4.9, 4.7)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:09.665726,"(2.0, 2.34, 2.2963636363636364)","(3.7, 4.9, 4.7)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:10.687272,"(2.0, 2.34, 2.2963636363636364)","(3.7, 4.9, 4.7)","(10.0, 14.5, 14.318181818181818)","(26.0, 70.0, 54.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:11.684879,"(2.0, 2.34, 2.2963636363636364)","(3.7, 4.9, 4.7)","(10.0, 14.5, 14.318181818181818)","(26.0, 65.0, 51.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:12.704021,"(2.0, 2.32, 2.2836363636363637)","(3.7, 4.9, 4.48)","(10.0, 14.5, 14.318181818181818)","(26.0, 65.0, 48.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:13.704357,"(2.0, 2.32, 2.2836363636363637)","(3.7, 4.9, 4.48)","(10.0, 14.5, 14.318181818181818)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:14.668655,"(2.0, 2.32, 2.2836363636363637)","(3.7, 4.9, 4.48)","(10.0, 14.5, 14.318181818181818)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:15.654007,"(2.0, 2.32, 2.2836363636363637)","(3.7, 4.9, 4.48)","(10.0, 14.5, 14.318181818181818)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:16.582406,"(2.0, 2.32, 2.2836363636363637)","(3.7, 4.9, 4.48)","(10.0, 14.5, 14.318181818181818)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:17.543138,"(2.0, 2.32, 2.2836363636363637)","(3.7, 4.9, 4.48)","(10.0, 14.5, 14.318181818181818)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:18.647888,"(2.0, 2.32, 2.2836363636363637)","(3.7, 4.9, 4.48)","(10.0, 14.5, 14.318181818181818)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:19.804491,"(2.0, 2.32, 2.2836363636363637)","(3.7, 4.9, 4.48)","(10.0, 14.5, 14.318181818181818)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:20.987482,"(2.0, 2.32, 2.2836363636363637)","(3.7, 4.9, 4.48)","(10.0, 14.5, 14.318181818181818)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 13.5)","(9.0, 13.5, 13.38888888888889)"
07-01-2023 14:33:22.066422,"(2.0, 2.32, 2.2836363636363637)","(3.7, 4.9, 4.48)","(10.0, 14.5, 14.318181818181818)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.95)","(9.0, 16.0, 15.0)","(9.0, 13.5, 13.423076923076923)"
07-01-2023 14:33:23.204476,"(2.0, 2.32, 2.2836363636363637)","(3.7, 4.9, 4.66)","(10.0, 15.0, 13.970588235294118)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.933333333333334)","(9.0, 17.5, 13.714285714285714)","(9.0, 14.0, 13.423076923076923)"
07-01-2023 14:33:24.129494,"(2.0, 2.32, 2.2836363636363637)","(3.7, 4.9, 4.48)","(10.0, 15.0, 13.444444444444445)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.933333333333334)","(9.0, 15.5, 13.714285714285714)","(9.0, 14.0, 13.423076923076923)"
07-01-2023 14:33:25.278601,"(2.0, 2.32, 2.2836363636363637)","(3.7, 5.2, 4.533333333333333)","(10.0, 15.0, 13.444444444444445)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.933333333333334)","(9.0, 15.5, 14.6)","(9.0, 14.0, 13.423076923076923)"
07-01-2023 14:33:26.340775,"(2.0, 2.32, 2.2836363636363637)","(3.7, 5.2, 4.4222222222222225)","(10.0, 15.0, 13.444444444444445)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.933333333333334)","(9.0, 17.0, 13.88888888888889)","(9.0, 14.0, 13.423076923076923)"
07-01-2023 14:33:27.419478,"(2.0, 2.32, 2.2836363636363637)","(3.7, 5.2, 4.4222222222222225)","(10.0, 15.0, 13.444444444444445)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.933333333333334)","(9.0, 17.0, 13.88888888888889)","(9.0, 14.0, 13.423076923076923)"
07-01-2023 14:33:28.490018,"(2.0, 2.32, 2.2836363636363637)","(3.7, 5.2, 4.4222222222222225)","(10.0, 15.0, 13.444444444444445)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.933333333333334)","(9.0, 17.0, 13.88888888888889)","(9.0, 14.0, 13.423076923076923)"
07-01-2023 14:33:29.468493,"(2.0, 2.32, 2.2666666666666666)","(3.7, 5.2, 4.4222222222222225)","(10.0, 15.0, 13.444444444444445)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.933333333333334)","(9.0, 17.0, 13.88888888888889)","(9.0, 14.0, 13.423076923076923)"
07-01-2023 14:33:30.478121,"(2.0, 2.32, 2.2533333333333334)","(3.7, 5.2, 4.4222222222222225)","(10.0, 15.0, 13.444444444444445)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.933333333333334)","(9.0, 17.0, 13.88888888888889)","(9.0, 14.0, 13.423076923076923)"
07-01-2023 14:33:31.491329,"(2.0, 2.32, 2.2533333333333334)","(3.7, 5.2, 4.4222222222222225)","(10.0, 15.0, 13.444444444444445)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.933333333333334)","(9.0, 17.0, 13.88888888888889)","(9.0, 14.0, 13.423076923076923)"
07-01-2023 14:33:32.501983,"(2.0, 2.32, 2.2533333333333334)","(3.7, 5.2, 4.4222222222222225)","(10.0, 15.0, 13.444444444444445)","(26.0, 60.0, 48.8)","(7.0, 9.2, 8.933333333333334)","(9.0, 17.0, 13.88888888888889)","(9.0, 14.0, 13.423076923076923)"
