,Bye Bye Taipan,Devastator,Game One,Mr Savant,Smart And Classy,Lenny Rocks Out,Rubeson
11-01-2023 13:39:25.899493,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 650.0, 357.5)","(5.5, 8.8, 7.700000000000001)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:27.002722,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 650.0, 357.5)","(5.5, 8.8, 6.9714285714285715)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:28.073704,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 650.0, 357.5)","(5.5, 8.8, 7.700000000000001)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:29.072494,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 650.0, 357.5)","(5.5, 8.8, 7.28888888888889)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:29.989261,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 650.0, 357.5)","(5.5, 8.8, 7.28888888888889)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:31.001483,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 650.0, 357.5)","(5.5, 8.8, 7.700000000000001)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:32.068404,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 650.0, 357.5)","(5.5, 8.8, 7.700000000000001)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:33.236619,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 650.0, 357.5)","(5.5, 8.8, 7.700000000000001)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:34.766873,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 650.0, 8342.5)","(5.5, 8.8, 6.9714285714285715)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:35.968193,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 99998, 8342.5)","(5.5, 8.8, 7.700000000000001)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:37.019475,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 99998, 8342.5)","(5.5, 8.8, 6.9714285714285715)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:38.148022,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 99998, 340.0)","(5.5, 8.8, 6.9714285714285715)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:39.392477,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 340.0)","(5.5, 8.8, 6.9714285714285715)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:40.668385,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 340.0)","(5.5, 8.8, 7.700000000000001)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:41.888108,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 340.0)","(5.5, 8.8, 7.28888888888889)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:43.145232,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 340.0)","(5.5, 8.8, 6.9714285714285715)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:44.200311,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 340.0)","(5.5, 8.8, 6.9714285714285715)","(6.0, 11.0, 8.24)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:45.223329,"(4.0, 6.2, 4.666666666666667)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 340.0)","(5.5, 8.8, 7.700000000000001)","(6.0, 11.0, 7.977777777777778)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:46.466069,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 340.0)","(5.5, 8.8, 6.9714285714285715)","(6.0, 13.5, 8.088888888888889)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:47.585078,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 340.0)","(5.5, 8.8, 6.9714285714285715)","(6.0, 14.0, 8.088888888888889)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:48.808177,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 340.0)","(5.5, 8.8, 6.9714285714285715)","(6.0, 14.0, 8.088888888888889)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:50.233335,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 340.0)","(5.5, 8.8, 6.9714285714285715)","(6.0, 14.0, 8.088888888888889)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:51.492041,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 340.0)","(5.5, 8.8, 7.700000000000001)","(6.0, 14.0, 9.290909090909091)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:52.865682,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 340.0)","(5.5, 8.8, 7.28888888888889)","(6.0, 14.0, 8.4)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:54.046853,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 340.0)","(5.5, 8.8, 7.700000000000001)","(6.0, 14.0, 8.4)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:55.168147,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 340.0)","(5.5, 8.8, 6.9714285714285715)","(6.0, 14.0, 8.4)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:56.292181,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 160.0)","(5.5, 8.8, 6.9714285714285715)","(6.0, 14.0, 8.4)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:57.463721,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 160.0)","(5.5, 8.8, 6.9714285714285715)","(6.0, 14.0, 8.4)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:58.644735,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 160.0)","(5.5, 8.8, 7.28888888888889)","(6.0, 14.0, 8.4)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:39:59.710648,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 160.0)","(5.5, 8.8, 7.700000000000001)","(6.0, 14.0, 8.4)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:40:00.831812,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 160.0)","(5.5, 8.8, 7.700000000000001)","(6.0, 14.0, 8.4)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:40:01.883670,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 160.0)","(5.5, 8.8, 7.700000000000001)","(6.0, 14.0, 8.4)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:40:02.942914,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 610.0, 160.0)","(5.5, 8.8, 7.28888888888889)","(6.0, 14.0, 8.4)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:40:03.963972,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 174.0)","(5.5, 8.8, 6.9714285714285715)","(6.0, 14.0, 8.4)","(2.9, 3.4, 2.861428571428571)"
11-01-2023 13:40:05.061307,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 174.0)","(5.5, 8.8, 6.9714285714285715)","(6.0, 14.0, 8.4)","(2.9, 3.4, 2.8364285714285713)"
11-01-2023 13:40:06.202580,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 174.0)","(5.5, 8.8, 6.9714285714285715)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:07.271030,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 174.0)","(5.5, 8.8, 6.666666666666667)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:08.380004,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 174.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:09.505013,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 174.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:10.671471,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 174.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:11.910607,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 174.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:13.141098,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 174.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:14.314135,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 123.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:15.379764,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 600.0, 123.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:16.651959,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 600.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:17.788409,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:18.909823,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:20.022455,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:21.120261,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:22.304827,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:23.509029,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:24.733688,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:25.940399,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:27.079917,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.4, 5.11578947368421)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:28.250676,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:29.505611,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:30.699357,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:31.830783,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:32.989262,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:34.018251,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:35.223462,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:36.303349,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:37.622573,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:38.931162,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:40.035465,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:41.201910,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:42.500939,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:43.754624,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:44.998011,"(4.0, 6.8, 4.866666666666666)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 330.0)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8364285714285713)"
11-01-2023 13:40:46.195031,"(4.0, 7.4, 4.4526315789473685)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.733333333333333)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:40:47.387668,"(4.0, 7.4, 4.4526315789473685)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 11.0)","(81.0, 590.0, 332.5)","(5.5, 8.8, 7.085714285714285)","(6.0, 14.0, 8.4)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:40:48.534950,"(4.0, 7.4, 4.6)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:40:49.574459,"(4.0, 7.4, 4.6)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:40:50.601540,"(4.0, 7.4, 4.6)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:40:51.716091,"(4.0, 7.4, 4.333333333333334)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:40:52.718618,"(4.0, 7.4, 4.536842105263158)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:40:53.731939,"(4.0, 7.4, 4.771428571428571)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:40:54.953971,"(4.0, 7.4, 4.621052631578947)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:40:56.011869,"(4.0, 7.4, 4.705263157894737)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:40:57.206147,"(4.0, 7.4, 4.705263157894737)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:40:58.371162,"(4.0, 7.4, 4.705263157894737)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:40:59.465281,"(4.0, 7.4, 4.705263157894737)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:41:00.631185,"(4.0, 7.4, 4.705263157894737)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:41:01.778655,"(4.0, 7.4, 4.705263157894737)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:41:02.851011,"(4.0, 7.4, 4.705263157894737)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:41:03.942437,"(4.0, 7.4, 4.705263157894737)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:41:05.099300,"(4.0, 7.4, 4.621052631578947)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:41:06.412389,"(4.0, 7.4, 4.621052631578947)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:41:07.647490,"(4.0, 7.4, 4.621052631578947)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 590.0, 162.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:41:09.079353,"(4.0, 7.4, 4.621052631578947)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.133333333333333)","(81.0, 600.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:41:10.349441,"(4.0, 7.4, 4.621052631578947)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.266666666666667)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:41:11.433028,"(4.0, 7.4, 4.621052631578947)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.266666666666667)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:41:12.511560,"(4.0, 7.4, 4.621052631578947)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.266666666666667)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
11-01-2023 13:41:13.589555,"(4.0, 7.4, 4.621052631578947)","(4.2, 8.2, 5.08421052631579)","(7.5, 14.0, 10.266666666666667)","(81.0, 590.0, 332.5)","(5.5, 8.8, 6.48)","(6.0, 14.0, 8.96)","(2.9, 3.05, 2.8506666666666667)"
