,Arnray,Blue Card,Bandalera Miss,Django Dream,Private Scene,Lady Duckworth,Woodruff,Universal Vain,Steak Night,Act Innocent,Masaru,Taxi
11-01-2023 19:17:40.197466,"(12.0, 19.5, 17.833333333333332)","(3.5, 4.2, 4.112)","(3.2, 3.75, 3.714406779661017)","(31.0, 44.0, 38.0)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.642857142857142)","(20.0, 27.0, 25.114285714285714)","(18.0, 28.0, 26.0)","(21.0, 44.0, 42.285714285714285)","(31.0, 34.0, 32.32258064516129)","(21.0, 24.0, 23.836734693877553)","(9.0, 11.5, 11.310344827586206)"
11-01-2023 19:17:41.591716,"(12.0, 19.5, 17.833333333333332)","(3.5, 4.2, 4.112)","(3.2, 3.75, 3.714406779661017)","(31.0, 44.0, 38.0)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.642857142857142)","(20.0, 27.0, 25.114285714285714)","(18.0, 28.0, 26.0)","(21.0, 44.0, 42.36363636363636)","(31.0, 34.0, 32.32258064516129)","(21.0, 24.0, 23.836734693877553)","(9.0, 11.5, 11.310344827586206)"
11-01-2023 19:17:43.042783,"(12.0, 19.5, 17.833333333333332)","(3.5, 4.2, 4.112)","(3.2, 3.75, 3.714406779661017)","(31.0, 44.0, 38.0)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.642857142857142)","(20.0, 27.0, 25.114285714285714)","(18.0, 28.0, 26.0)","(21.0, 44.0, 42.36363636363636)","(31.0, 34.0, 32.32258064516129)","(21.0, 24.0, 23.836734693877553)","(9.0, 11.5, 11.310344827586206)"
11-01-2023 19:17:44.487835,"(12.0, 19.5, 17.833333333333332)","(3.5, 4.2, 4.112)","(3.2, 3.75, 3.714406779661017)","(31.0, 44.0, 37.333333333333336)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.642857142857142)","(20.0, 27.0, 25.114285714285714)","(18.0, 28.0, 26.0)","(21.0, 44.0, 42.36363636363636)","(31.0, 34.0, 31.608695652173914)","(21.0, 24.0, 23.836734693877553)","(9.0, 11.5, 11.310344827586206)"
11-01-2023 19:17:45.940283,"(12.0, 19.5, 17.833333333333332)","(3.5, 4.2, 4.112)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 37.333333333333336)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.642857142857142)","(20.0, 27.0, 25.114285714285714)","(18.0, 28.0, 26.0)","(21.0, 44.0, 38.0)","(31.0, 32.0, 31.541666666666668)","(21.0, 24.0, 23.836734693877553)","(9.0, 11.5, 11.310344827586206)"
11-01-2023 19:17:47.349807,"(12.0, 19.5, 17.833333333333332)","(3.5, 4.2, 4.112)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 37.333333333333336)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.625)","(20.0, 27.0, 25.114285714285714)","(18.0, 28.0, 25.9375)","(21.0, 44.0, 40.666666666666664)","(31.0, 32.0, 31.541666666666668)","(21.0, 24.0, 23.887323943661972)","(9.0, 11.5, 11.310344827586206)"
11-01-2023 19:17:48.797457,"(12.0, 19.5, 17.833333333333332)","(3.5, 4.2, 4.16140350877193)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 37.333333333333336)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.625)","(20.0, 27.0, 25.114285714285714)","(18.0, 28.0, 25.9375)","(21.0, 44.0, 40.666666666666664)","(31.0, 32.0, 31.5)","(21.0, 24.0, 23.887323943661972)","(9.0, 11.5, 11.310344827586206)"
11-01-2023 19:17:50.260653,"(12.0, 19.5, 17.833333333333332)","(3.5, 4.2, 4.16140350877193)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 38.0)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.625)","(20.0, 27.0, 25.114285714285714)","(18.0, 28.0, 25.9375)","(21.0, 44.0, 40.666666666666664)","(31.0, 32.0, 31.5)","(21.0, 24.0, 23.887323943661972)","(9.0, 11.5, 11.310344827586206)"
11-01-2023 19:17:51.677805,"(12.0, 19.5, 17.833333333333332)","(3.5, 4.2, 4.137313432835821)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 38.0)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.625)","(20.0, 27.0, 25.114285714285714)","(18.0, 28.0, 25.9375)","(21.0, 44.0, 40.666666666666664)","(31.0, 32.0, 31.94736842105263)","(21.0, 24.0, 23.887323943661972)","(9.0, 11.5, 11.310344827586206)"
11-01-2023 19:17:53.505509,"(12.0, 19.5, 18.25)","(3.5, 4.2, 4.137313432835821)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 38.0)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.625)","(20.0, 27.0, 25.114285714285714)","(18.0, 28.0, 25.9375)","(21.0, 44.0, 41.333333333333336)","(31.0, 34.0, 31.94736842105263)","(21.0, 24.0, 23.887323943661972)","(9.0, 11.5, 11.31868131868132)"
11-01-2023 19:17:55.016114,"(12.0, 19.5, 18.25)","(3.5, 4.2, 4.137313432835821)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 38.0)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.625)","(20.0, 27.0, 24.41860465116279)","(18.0, 28.0, 25.9375)","(21.0, 44.0, 40.0)","(31.0, 34.0, 31.94736842105263)","(20.0, 24.0, 23.887323943661972)","(9.0, 11.5, 11.31868131868132)"
11-01-2023 19:17:56.728815,"(12.0, 19.5, 18.25)","(3.5, 4.2, 4.08)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 38.0)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.625)","(20.0, 27.0, 24.41860465116279)","(18.0, 28.0, 25.9375)","(21.0, 46.0, 38.5)","(31.0, 34.0, 31.94736842105263)","(20.0, 24.0, 23.887323943661972)","(9.0, 11.5, 11.31868131868132)"
11-01-2023 19:17:58.315662,"(12.0, 19.5, 18.25)","(3.5, 4.2, 4.08)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 38.0)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.625)","(20.0, 27.0, 24.41860465116279)","(18.0, 28.0, 25.9375)","(21.0, 46.0, 38.5)","(31.0, 34.0, 34.285714285714285)","(20.0, 24.0, 23.887323943661972)","(9.0, 11.5, 11.31868131868132)"
11-01-2023 19:17:59.927931,"(12.0, 19.5, 18.25)","(3.5, 4.2, 4.08)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 36.5)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.625)","(20.0, 27.0, 24.41860465116279)","(18.0, 28.0, 25.9375)","(21.0, 46.0, 39.333333333333336)","(31.0, 36.0, 33.76470588235294)","(20.0, 24.0, 23.887323943661972)","(9.0, 11.5, 11.31868131868132)"
11-01-2023 19:18:01.340057,"(12.0, 19.5, 18.25)","(3.5, 4.2, 4.08)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 36.5)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.625)","(20.0, 27.0, 24.41860465116279)","(18.0, 28.0, 25.9375)","(21.0, 46.0, 39.333333333333336)","(31.0, 38.0, 33.76470588235294)","(20.0, 24.0, 23.887323943661972)","(9.0, 11.5, 11.31868131868132)"
11-01-2023 19:18:02.758532,"(12.0, 19.5, 18.25)","(3.5, 4.2, 4.08)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 36.5)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.625)","(20.0, 27.0, 24.41860465116279)","(18.0, 28.0, 25.9375)","(21.0, 46.0, 39.333333333333336)","(31.0, 38.0, 34.857142857142854)","(20.0, 24.0, 23.887323943661972)","(9.0, 11.5, 11.648936170212766)"
11-01-2023 19:18:04.201969,"(12.0, 19.5, 18.25)","(3.5, 4.2, 4.08)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 36.5)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.625)","(20.0, 27.0, 24.41860465116279)","(18.0, 28.0, 25.9375)","(21.0, 46.0, 40.0)","(31.0, 36.0, 34.857142857142854)","(20.0, 24.0, 23.887323943661972)","(9.0, 12.0, 11.666666666666666)"
11-01-2023 19:18:05.791634,"(12.0, 19.5, 17.416666666666668)","(3.5, 4.2, 4.08)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 38.0)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.625)","(20.0, 27.0, 24.41860465116279)","(18.0, 28.0, 25.9375)","(21.0, 44.0, 40.666666666666664)","(31.0, 36.0, 34.857142857142854)","(20.0, 24.0, 23.887323943661972)","(9.0, 12.0, 11.666666666666666)"
11-01-2023 19:18:07.302899,"(12.0, 19.5, 17.416666666666668)","(3.5, 4.2, 4.066666666666666)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 38.0)","(12.0, 16.0, 15.527777777777779)","(9.0, 12.5, 11.625)","(20.0, 27.0, 24.41860465116279)","(18.0, 28.0, 25.9375)","(21.0, 44.0, 41.0)","(31.0, 36.0, 34.857142857142854)","(20.0, 24.0, 23.764705882352942)","(9.0, 12.0, 11.705882352941176)"
11-01-2023 19:18:08.854306,"(12.0, 19.5, 17.416666666666668)","(3.5, 4.2, 4.151282051282051)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 38.0)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.625)","(20.0, 27.0, 24.41860465116279)","(18.0, 28.0, 25.9375)","(21.0, 46.0, 41.0)","(31.0, 36.0, 34.857142857142854)","(20.0, 24.0, 23.764705882352942)","(9.0, 12.0, 11.705882352941176)"
11-01-2023 19:18:10.306731,"(12.0, 19.5, 17.416666666666668)","(3.5, 4.3, 4.168965517241379)","(3.2, 3.75, 3.723076923076923)","(31.0, 44.0, 40.57142857142857)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.566666666666666)","(20.0, 27.0, 24.41860465116279)","(18.0, 28.0, 25.9375)","(21.0, 46.0, 45.3)","(31.0, 36.0, 34.857142857142854)","(20.0, 24.0, 22.574468085106382)","(9.0, 12.0, 11.705882352941176)"
11-01-2023 19:18:11.880048,"(12.0, 19.5, 17.416666666666668)","(3.5, 4.4, 4.241666666666666)","(3.2, 3.75, 3.723076923076923)","(31.0, 42.0, 34.5)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.423076923076923)","(20.0, 27.0, 24.07894736842105)","(18.0, 28.0, 25.9375)","(21.0, 46.0, 44.833333333333336)","(31.0, 36.0, 35.72727272727273)","(20.0, 25.0, 23.52542372881356)","(9.0, 12.0, 11.705882352941176)"
11-01-2023 19:18:13.402122,"(12.0, 19.5, 17.416666666666668)","(3.5, 4.4, 4.355)","(3.2, 3.75, 3.720833333333333)","(31.0, 42.0, 34.5)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.950980392156863)","(20.0, 27.0, 24.333333333333332)","(18.0, 28.0, 25.9375)","(21.0, 46.0, 44.833333333333336)","(31.0, 36.0, 35.72727272727273)","(20.0, 24.0, 23.52542372881356)","(9.0, 12.0, 11.705882352941176)"
11-01-2023 19:18:14.933198,"(12.0, 19.5, 17.416666666666668)","(3.5, 4.4, 4.355)","(3.2, 3.75, 3.720833333333333)","(31.0, 42.0, 34.5)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.950980392156863)","(20.0, 26.0, 24.333333333333332)","(18.0, 28.0, 25.9375)","(21.0, 46.0, 44.833333333333336)","(31.0, 36.0, 35.70731707317073)","(20.0, 24.0, 23.52542372881356)","(9.0, 12.0, 11.705882352941176)"
11-01-2023 19:18:16.479742,"(13.0, 19.5, 17.416666666666668)","(3.6, 4.4, 4.372)","(3.2, 3.75, 3.720833333333333)","(31.0, 42.0, 34.5)","(12.0, 16.0, 15.52112676056338)","(9.0, 12.5, 11.950980392156863)","(20.0, 26.0, 24.333333333333332)","(18.0, 28.0, 25.9375)","(21.0, 46.0, 44.833333333333336)","(31.0, 36.0, 35.70731707317073)","(19.0, 24.0, 23.52542372881356)","(9.0, 12.0, 11.705882352941176)"
11-01-2023 19:18:18.152024,"(13.0, 19.5, 17.416666666666668)","(3.6, 4.5, 4.372)","(3.2, 3.75, 3.720183486238532)","(31.0, 42.0, 34.5)","(12.0, 16.0, 15.711538461538462)","(9.0, 12.5, 12.30232558139535)","(20.0, 26.0, 24.333333333333332)","(18.0, 28.0, 25.9375)","(21.0, 46.0, 37.14285714285714)","(31.0, 36.0, 35.70731707317073)","(19.0, 24.0, 23.490909090909092)","(9.0, 12.0, 11.193548387096774)"
11-01-2023 19:18:19.840438,"(13.0, 19.5, 17.416666666666668)","(3.6, 4.5, 4.372)","(3.2, 3.8, 3.7221698113207546)","(31.0, 42.0, 34.5)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.30232558139535)","(20.0, 26.0, 24.333333333333332)","(18.0, 28.0, 25.9375)","(21.0, 44.0, 37.14285714285714)","(31.0, 36.0, 35.73913043478261)","(19.0, 24.0, 23.490909090909092)","(9.0, 12.0, 11.193548387096774)"
11-01-2023 19:18:21.694590,"(13.0, 19.5, 17.416666666666668)","(3.6, 4.5, 4.261904761904762)","(3.2, 3.8, 3.7221698113207546)","(31.0, 42.0, 44.666666666666664)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.30232558139535)","(20.0, 26.0, 24.333333333333332)","(18.0, 28.0, 25.9375)","(21.0, 44.0, 37.14285714285714)","(31.0, 36.0, 35.73913043478261)","(19.0, 24.0, 23.490909090909092)","(9.0, 12.0, 11.193548387096774)"
11-01-2023 19:18:23.565879,"(13.0, 19.5, 17.416666666666668)","(3.6, 4.5, 4.171428571428572)","(3.2, 3.8, 3.7221698113207546)","(31.0, 50.0, 44.666666666666664)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 26.0, 24.6)","(18.0, 28.0, 25.9375)","(21.0, 44.0, 37.14285714285714)","(31.0, 36.0, 35.73913043478261)","(19.0, 24.0, 23.490909090909092)","(9.0, 12.0, 11.193548387096774)"
11-01-2023 19:18:25.058969,"(13.0, 19.5, 17.416666666666668)","(3.6, 4.4, 4.171428571428572)","(3.2, 3.8, 3.7221698113207546)","(31.0, 50.0, 39.5)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 24.6)","(18.0, 28.0, 25.9375)","(21.0, 44.0, 37.14285714285714)","(31.0, 36.0, 35.73913043478261)","(19.0, 24.0, 23.490909090909092)","(9.0, 12.0, 11.193548387096774)"
11-01-2023 19:18:26.590610,"(13.0, 19.5, 17.416666666666668)","(3.6, 4.4, 4.096)","(3.2, 3.8, 3.7221698113207546)","(31.0, 50.0, 39.5)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 24.6)","(18.0, 28.0, 25.9375)","(21.0, 44.0, 37.14285714285714)","(31.0, 36.0, 35.73913043478261)","(19.0, 24.0, 23.490909090909092)","(9.0, 12.0, 11.193548387096774)"
11-01-2023 19:18:28.103692,"(13.0, 19.5, 17.416666666666668)","(3.6, 4.4, 4.096)","(3.2, 3.8, 3.7221698113207546)","(31.0, 50.0, 39.5)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 24.6)","(18.0, 28.0, 25.9375)","(21.0, 44.0, 38.0)","(31.0, 36.0, 35.73913043478261)","(19.0, 24.0, 23.490909090909092)","(9.0, 12.0, 11.166666666666666)"
11-01-2023 19:18:29.603638,"(13.0, 19.5, 17.416666666666668)","(3.6, 4.4, 4.096)","(3.2, 3.8, 3.7221698113207546)","(31.0, 50.0, 39.5)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 24.6)","(18.0, 28.0, 25.9375)","(21.0, 42.0, 35.42857142857143)","(31.0, 36.0, 35.73913043478261)","(19.0, 24.0, 23.490909090909092)","(9.0, 12.0, 11.166666666666666)"
11-01-2023 19:18:31.151963,"(13.0, 19.0, 18.25)","(3.6, 4.4, 4.096)","(3.2, 3.8, 3.7221698113207546)","(31.0, 50.0, 38.0)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 24.6)","(18.0, 28.0, 25.9375)","(21.0, 40.0, 35.42857142857143)","(31.0, 36.0, 35.73913043478261)","(19.0, 24.0, 23.490909090909092)","(9.0, 12.0, 11.166666666666666)"
11-01-2023 19:18:32.692133,"(13.0, 19.0, 18.25)","(3.6, 4.4, 4.096)","(3.3, 3.8, 3.7221698113207546)","(26.0, 50.0, 38.0)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 24.6)","(19.0, 28.0, 25.9375)","(21.0, 40.0, 35.42857142857143)","(26.0, 36.0, 35.73913043478261)","(19.0, 24.0, 23.490909090909092)","(9.0, 12.0, 11.166666666666666)"
11-01-2023 19:18:34.244250,"(13.0, 19.0, 18.25)","(3.6, 4.4, 4.096)","(3.3, 3.8, 3.7221698113207546)","(26.0, 50.0, 38.0)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 24.6)","(19.0, 28.0, 25.9375)","(21.0, 40.0, 35.42857142857143)","(26.0, 36.0, 35.76470588235294)","(19.0, 24.0, 23.471698113207548)","(9.0, 12.0, 11.153846153846153)"
11-01-2023 19:18:35.715124,"(13.0, 19.0, 18.25)","(3.6, 4.3, 4.064285714285714)","(3.3, 3.8, 3.7221698113207546)","(26.0, 50.0, 42.36363636363636)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 25.8)","(19.0, 28.0, 25.9375)","(21.0, 40.0, 35.42857142857143)","(26.0, 36.0, 35.76470588235294)","(19.0, 24.0, 23.45098039215686)","(9.0, 12.0, 11.026315789473685)"
11-01-2023 19:18:37.288331,"(13.0, 19.0, 18.25)","(3.6, 4.3, 4.05625)","(3.3, 3.8, 3.7221698113207546)","(26.0, 50.0, 42.36363636363636)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 25.8)","(19.0, 28.0, 25.9375)","(21.0, 40.0, 35.42857142857143)","(26.0, 36.0, 35.76470588235294)","(19.0, 24.0, 21.545454545454547)","(9.0, 12.0, 11.026315789473685)"
11-01-2023 19:18:38.783350,"(13.0, 19.0, 18.25)","(3.6, 4.3, 4.05625)","(3.3, 3.8, 3.7221698113207546)","(26.0, 50.0, 38.0)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 25.8)","(19.0, 28.0, 25.9375)","(21.0, 40.0, 35.42857142857143)","(26.0, 36.0, 35.70731707317073)","(19.0, 24.0, 21.545454545454547)","(9.0, 12.0, 10.911764705882353)"
11-01-2023 19:18:40.208343,"(13.0, 19.5, 18.826923076923077)","(3.6, 4.3, 4.05625)","(3.3, 3.8, 3.7221698113207546)","(26.0, 50.0, 37.55555555555556)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 25.8)","(19.0, 28.0, 25.9375)","(21.0, 40.0, 35.42857142857143)","(26.0, 36.0, 35.70731707317073)","(19.0, 24.0, 21.545454545454547)","(9.0, 12.0, 10.911764705882353)"
11-01-2023 19:18:41.663494,"(13.0, 19.5, 18.826923076923077)","(3.6, 4.3, 4.05625)","(3.3, 3.8, 3.7221698113207546)","(26.0, 50.0, 37.55555555555556)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 40.0, 36.5)","(26.0, 36.0, 34.857142857142854)","(19.0, 24.0, 20.714285714285715)","(9.0, 12.0, 10.966666666666667)"
11-01-2023 19:18:43.096185,"(13.0, 19.5, 18.826923076923077)","(3.6, 4.3, 4.05625)","(3.3, 3.8, 3.7269911504424775)","(26.0, 50.0, 37.55555555555556)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 38.0, 36.5)","(26.0, 36.0, 34.857142857142854)","(19.0, 21.0, 20.714285714285715)","(9.0, 11.0, 11.181818181818182)"
11-01-2023 19:18:44.506440,"(13.0, 19.5, 18.826923076923077)","(3.6, 4.3, 4.05625)","(3.3, 3.8, 3.7269911504424775)","(26.0, 50.0, 37.55555555555556)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 38.0, 36.5)","(26.0, 36.0, 34.857142857142854)","(19.0, 21.0, 20.714285714285715)","(9.0, 12.0, 11.181818181818182)"
11-01-2023 19:18:46.025710,"(13.0, 19.5, 18.333333333333332)","(3.6, 4.3, 4.057142857142857)","(3.3, 3.8, 3.7269911504424775)","(26.0, 50.0, 37.55555555555556)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 38.0, 36.5)","(26.0, 36.0, 34.857142857142854)","(19.0, 21.0, 21.5)","(9.0, 12.0, 11.181818181818182)"
11-01-2023 19:18:47.548898,"(13.0, 19.5, 18.94736842105263)","(3.6, 4.2, 4.057142857142857)","(3.3, 3.8, 3.7269911504424775)","(26.0, 50.0, 37.55555555555556)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 38.0, 36.5)","(26.0, 36.0, 34.857142857142854)","(19.0, 23.0, 21.5)","(9.0, 12.0, 11.181818181818182)"
11-01-2023 19:18:49.044334,"(13.0, 19.5, 19.125)","(3.6, 4.2, 4.057142857142857)","(3.3, 3.8, 3.7269911504424775)","(26.0, 50.0, 37.55555555555556)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 38.0, 36.5)","(26.0, 36.0, 34.857142857142854)","(19.0, 23.0, 21.5)","(9.0, 12.0, 11.181818181818182)"
11-01-2023 19:18:50.394661,"(13.0, 19.5, 19.125)","(3.6, 4.2, 4.057142857142857)","(3.3, 3.8, 3.6705882352941175)","(26.0, 50.0, 42.0)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.347826086956522)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 38.0, 38.0)","(26.0, 36.0, 34.857142857142854)","(19.0, 23.0, 21.5)","(9.0, 12.0, 11.1875)"
11-01-2023 19:18:51.726012,"(13.0, 19.5, 19.071428571428573)","(3.6, 4.2, 4.057142857142857)","(3.3, 3.8, 3.664516129032258)","(26.0, 46.0, 43.45454545454545)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.208333333333334)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 42.0, 38.0)","(26.0, 36.0, 34.857142857142854)","(19.0, 23.0, 21.5)","(9.0, 12.0, 12.31132075471698)"
11-01-2023 19:18:53.163845,"(13.0, 19.5, 19.071428571428573)","(3.6, 4.2, 4.171428571428572)","(3.3, 3.8, 3.6342105263157896)","(26.0, 46.0, 44.6)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.208333333333334)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 42.0, 38.0)","(26.0, 36.0, 34.857142857142854)","(19.0, 23.0, 21.0)","(9.0, 12.5, 11.72)"
11-01-2023 19:18:54.586701,"(13.0, 19.5, 19.071428571428573)","(3.6, 4.2, 4.171428571428572)","(3.3, 3.75, 3.66)","(26.0, 46.0, 44.6)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.208333333333334)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 42.0, 38.0)","(26.0, 36.0, 34.857142857142854)","(19.0, 22.0, 21.0)","(9.0, 12.0, 11.72)"
11-01-2023 19:18:55.974295,"(13.0, 19.5, 19.071428571428573)","(3.6, 4.2, 4.194871794871795)","(3.3, 3.75, 3.6717391304347826)","(26.0, 46.0, 44.0)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.208333333333334)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 42.0, 38.0)","(26.0, 36.0, 34.857142857142854)","(19.0, 22.0, 21.5)","(9.0, 12.0, 11.72)"
11-01-2023 19:18:57.425953,"(13.0, 19.5, 19.071428571428573)","(3.6, 4.2, 4.194871794871795)","(3.3, 3.75, 3.6717391304347826)","(26.0, 46.0, 45.66666666666667)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.208333333333334)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 42.0, 38.0)","(26.0, 36.0, 34.857142857142854)","(19.0, 23.0, 21.5)","(9.0, 12.0, 11.72)"
11-01-2023 19:18:58.858922,"(13.0, 19.5, 19.071428571428573)","(3.6, 4.2, 4.17872340425532)","(3.3, 3.75, 3.6717391304347826)","(26.0, 48.0, 45.66666666666667)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.208333333333334)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 42.0, 35.75)","(26.0, 36.0, 34.857142857142854)","(19.0, 23.0, 21.5)","(9.0, 12.0, 11.72)"
11-01-2023 19:19:00.307963,"(13.0, 19.5, 19.071428571428573)","(3.6, 4.2, 4.17872340425532)","(3.3, 3.75, 3.6717391304347826)","(31.0, 48.0, 45.66666666666667)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.208333333333334)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 42.0, 35.75)","(26.0, 36.0, 34.857142857142854)","(19.0, 23.0, 21.5)","(9.0, 12.0, 11.72)"
11-01-2023 19:19:01.740696,"(13.0, 19.5, 19.071428571428573)","(3.6, 4.2, 4.17872340425532)","(3.3, 3.75, 3.6717391304347826)","(31.0, 48.0, 45.66666666666667)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.208333333333334)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 42.0, 35.75)","(26.0, 36.0, 34.857142857142854)","(19.0, 23.0, 20.5)","(9.0, 12.0, 11.72)"
11-01-2023 19:19:03.255695,"(13.0, 19.5, 19.071428571428573)","(3.6, 4.2, 4.17872340425532)","(3.3, 3.75, 3.6717391304347826)","(31.0, 48.0, 42.0)","(12.0, 16.0, 15.711538461538462)","(9.0, 13.0, 12.208333333333334)","(20.0, 27.0, 26.076923076923077)","(19.0, 28.0, 25.9375)","(21.0, 42.0, 35.75)","(26.0, 36.0, 34.857142857142854)","(19.0, 23.0, 20.333333333333332)","(9.0, 12.0, 11.681818181818182)"
