,My Calante,Treasure Coast,Rowdy River,Iffy Asset Class,Super Prospector,Antioch Dandy,Ryan Express
16-12-2022 12:03:39.040572,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 24.5)","(4.4, 5.1, 4.9941176470588236)","(2.5, 2.88, 2.876923076923077)","(13.0, 19.0, 18.678571428571427)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.76)"
16-12-2022 12:03:40.260222,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 24.5)","(4.4, 5.1, 4.9941176470588236)","(2.5, 2.88, 2.876923076923077)","(13.0, 19.0, 18.5)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.76)"
16-12-2022 12:03:41.443628,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 24.5)","(4.4, 5.3, 5.196774193548387)","(2.5, 2.88, 2.876923076923077)","(13.0, 19.0, 18.5)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.760869565217391)"
16-12-2022 12:03:42.558786,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.196774193548387)","(2.5, 2.88, 2.876923076923077)","(13.0, 19.0, 18.5)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.760869565217391)"
16-12-2022 12:03:43.668770,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.21578947368421)","(2.5, 2.88, 2.8526315789473684)","(13.0, 19.0, 18.5)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.760869565217391)"
16-12-2022 12:03:44.749984,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.21578947368421)","(2.5, 2.88, 2.8526315789473684)","(13.0, 19.0, 18.5)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.760869565217391)"
16-12-2022 12:03:45.846248,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.21578947368421)","(2.5, 2.88, 2.8526315789473684)","(13.0, 19.0, 18.5)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.760869565217391)"
16-12-2022 12:03:47.148450,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.21578947368421)","(2.5, 2.88, 2.862068965517241)","(13.0, 19.0, 18.5)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.760869565217391)"
16-12-2022 12:03:48.342438,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.21578947368421)","(2.5, 2.88, 2.862068965517241)","(13.0, 19.0, 18.5)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.760869565217391)"
16-12-2022 12:03:49.509310,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.21578947368421)","(2.5, 2.88, 2.862068965517241)","(13.0, 19.0, 18.5)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.760869565217391)"
16-12-2022 12:03:50.957383,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.230434782608695)","(2.5, 2.88, 2.862068965517241)","(13.0, 19.0, 18.5)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.760869565217391)"
16-12-2022 12:03:52.186110,"(4.0, 5.1, 5.051515151515152)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.230434782608695)","(2.5, 2.88, 2.862068965517241)","(13.0, 19.0, 18.5)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.757142857142857)"
16-12-2022 12:03:53.235597,"(4.0, 5.1, 5.051515151515152)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.152173913043478)","(2.5, 2.88, 2.862068965517241)","(13.0, 19.0, 18.5)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.757142857142857)"
16-12-2022 12:03:54.311474,"(4.0, 5.1, 5.046666666666667)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.16)","(2.5, 2.88, 2.862068965517241)","(13.0, 19.0, 18.5)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.757142857142857)"
16-12-2022 12:03:55.462341,"(4.0, 5.1, 5.046666666666667)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.216666666666667)","(2.5, 2.88, 2.806481481481481)","(13.0, 19.0, 18.5)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.757142857142857)"
16-12-2022 12:03:56.624601,"(4.0, 5.1, 5.046666666666667)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.216666666666667)","(2.5, 2.84, 2.806481481481481)","(13.0, 19.0, 18.5)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.757142857142857)"
16-12-2022 12:03:57.753037,"(4.0, 5.1, 5.046666666666667)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.216666666666667)","(2.5, 2.84, 2.806481481481481)","(13.0, 19.0, 18.5)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.757142857142857)"
16-12-2022 12:03:58.883944,"(4.0, 5.1, 5.046666666666667)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.216666666666667)","(2.5, 2.84, 2.806481481481481)","(13.0, 19.0, 18.5)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.757142857142857)"
16-12-2022 12:03:59.946794,"(4.0, 5.1, 5.046666666666667)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.216666666666667)","(2.5, 2.84, 2.806481481481481)","(13.0, 19.0, 18.5)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.757142857142857)"
16-12-2022 12:04:01.030112,"(4.0, 5.1, 5.046666666666667)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.216666666666667)","(2.5, 2.84, 2.806481481481481)","(13.0, 19.0, 18.5)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.751351351351351)"
16-12-2022 12:04:02.061907,"(4.0, 5.1, 5.058974358974359)","(17.0, 29.0, 26.0)","(4.4, 5.3, 5.133333333333333)","(2.5, 2.84, 2.806481481481481)","(13.0, 19.0, 18.5)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.758139534883721)"
16-12-2022 12:04:03.208626,"(4.0, 5.1, 5.06)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.133333333333333)","(2.5, 2.84, 2.806481481481481)","(13.0, 19.0, 18.5)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.758139534883721)"
16-12-2022 12:04:04.310543,"(4.0, 5.1, 5.06)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.066666666666666)","(2.5, 2.84, 2.806542056074766)","(13.0, 19.0, 18.5)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.752)"
16-12-2022 12:04:05.449307,"(4.0, 5.1, 5.06)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.066666666666666)","(2.5, 2.84, 2.806542056074766)","(13.0, 19.0, 18.5)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.752)"
16-12-2022 12:04:06.537723,"(4.0, 5.1, 5.06)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.066666666666666)","(2.5, 2.84, 2.806542056074766)","(13.0, 19.0, 18.5)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.752)"
16-12-2022 12:04:07.608113,"(4.0, 5.1, 5.06)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.066666666666666)","(2.5, 2.84, 2.806542056074766)","(13.0, 19.0, 17.810344827586206)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.752)"
16-12-2022 12:04:08.558531,"(4.0, 5.1, 5.06)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.066666666666666)","(2.5, 2.84, 2.806542056074766)","(13.0, 19.0, 17.810344827586206)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.763636363636364)"
16-12-2022 12:04:09.538065,"(4.0, 5.1, 5.06)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.066666666666666)","(2.5, 2.84, 2.806542056074766)","(13.0, 19.0, 17.810344827586206)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.763636363636364)"
16-12-2022 12:04:10.677246,"(4.0, 5.1, 5.06)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.066666666666666)","(2.5, 2.84, 2.806542056074766)","(13.0, 19.0, 17.75)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.763636363636364)"
16-12-2022 12:04:11.839842,"(4.0, 5.1, 5.06)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.066666666666666)","(2.5, 2.84, 2.806542056074766)","(13.0, 19.0, 17.75)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.776470588235294)"
16-12-2022 12:04:12.943603,"(4.0, 5.1, 5.06)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.0375)","(2.5, 2.84, 2.8063849765258215)","(13.0, 19.0, 17.75)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.776470588235294)"
16-12-2022 12:04:14.028432,"(4.0, 5.1, 5.058974358974359)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.0375)","(2.5, 2.84, 2.8063849765258215)","(13.0, 19.0, 17.75)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.776470588235294)"
16-12-2022 12:04:15.144321,"(4.0, 5.1, 5.058974358974359)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.0285714285714285)","(2.5, 2.84, 2.8063849765258215)","(13.0, 19.0, 17.75)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.7785714285714285)"
16-12-2022 12:04:16.144652,"(4.0, 5.1, 5.046666666666667)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.0285714285714285)","(2.5, 2.84, 2.8063849765258215)","(13.0, 19.0, 17.75)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.7785714285714285)"
16-12-2022 12:04:17.129902,"(4.0, 5.1, 4.976923076923077)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.0285714285714285)","(2.5, 2.84, 2.8063849765258215)","(13.0, 19.0, 17.75)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.7785714285714285)"
16-12-2022 12:04:18.169249,"(4.0, 5.1, 5.036842105263158)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.0285714285714285)","(2.5, 2.84, 2.8063849765258215)","(13.0, 19.0, 17.75)","(26.0, 55.0, 41.0)","(6.0, 7.8, 7.7785714285714285)"
16-12-2022 12:04:19.241539,"(4.0, 5.1, 5.085714285714285)","(17.0, 29.0, 26.375)","(4.4, 5.3, 5.127272727272727)","(2.5, 2.84, 2.8063849765258215)","(13.0, 19.0, 17.195652173913043)","(26.0, 55.0, 45.8)","(6.0, 7.8, 7.764705882352941)"
16-12-2022 12:04:20.374035,"(4.0, 5.1, 5.085714285714285)","(17.0, 29.0, 26.375)","(4.4, 5.3, 4.9714285714285715)","(2.4, 2.84, 2.8063849765258215)","(13.0, 18.5, 16.625)","(26.0, 50.0, 44.75)","(6.0, 7.8, 7.764705882352941)"
16-12-2022 12:04:21.468456,"(4.0, 5.2, 5.16)","(17.0, 29.0, 24.5)","(4.4, 5.4, 4.828571428571428)","(2.4, 2.84, 2.8082242990654205)","(13.0, 18.5, 17.25)","(26.0, 50.0, 44.75)","(6.0, 7.8, 7.753846153846154)"
16-12-2022 12:04:22.634331,"(4.0, 5.2, 5.136363636363637)","(17.0, 29.0, 24.5)","(4.4, 5.4, 4.9)","(2.4, 2.84, 2.8082242990654205)","(13.0, 18.0, 17.25)","(26.0, 50.0, 42.0)","(6.0, 7.8, 7.85)"
16-12-2022 12:04:23.683801,"(4.0, 5.2, 5.1689655172413795)","(17.0, 29.0, 26.0)","(4.4, 5.4, 4.733333333333333)","(2.45, 2.84, 2.8507692307692305)","(13.0, 16.0, 16.125)","(26.0, 55.0, 46.0)","(6.0, 8.2, 8.16)"
16-12-2022 12:04:24.643393,"(4.0, 5.3, 5.010169491525423)","(17.0, 34.0, 29.0)","(4.4, 4.3, 4.216666666666667)","(2.45, 2.86, 2.841176470588235)","(13.0, 18.0, 16.75)","(26.0, 60.0, 47.5)","(6.0, 8.4, 8.200000000000001)"
16-12-2022 12:04:25.680876,"(4.0, 5.3, 5.025862068965517)","(17.0, 34.0, 26.5)","(4.4, 4.4, 4.125471698113207)","(2.45, 2.92, 2.917391304347826)","(13.0, 18.0, 14.528301886792454)","(26.0, 65.0, 47.5)","(6.0, 8.4, 8.222222222222221)"
16-12-2022 12:04:26.680967,"(4.0, 5.3, 5.039344262295082)","(17.0, 34.0, 24.90909090909091)","(4.4, 4.4, 4.1305555555555555)","(2.45, 2.92, 2.917391304347826)","(13.0, 16.0, 14.522727272727273)","(26.0, 65.0, 47.5)","(6.0, 8.4, 8.0)"
16-12-2022 12:04:27.800917,"(4.0, 5.3, 5.039344262295082)","(17.0, 34.0, 24.90909090909091)","(4.4, 4.4, 4.391666666666667)","(2.45, 2.92, 2.9166666666666665)","(13.0, 16.0, 14.522727272727273)","(26.0, 65.0, 52.5)","(6.0, 8.4, 7.672727272727273)"
16-12-2022 12:04:28.835373,"(4.0, 5.3, 5.039344262295082)","(17.0, 34.0, 24.90909090909091)","(4.4, 4.5, 4.391666666666667)","(2.45, 2.92, 2.9166666666666665)","(13.0, 16.0, 14.522727272727273)","(26.0, 60.0, 51.0)","(6.0, 8.0, 7.672727272727273)"
16-12-2022 12:04:29.903083,"(4.0, 5.3, 5.0456)","(17.0, 34.0, 25.0)","(4.4, 4.7, 4.414285714285715)","(2.45, 2.92, 2.9166666666666665)","(13.0, 16.0, 14.522727272727273)","(26.0, 65.0, 51.0)","(6.0, 8.0, 7.672727272727273)"
16-12-2022 12:04:30.946991,"(4.0, 5.3, 5.0456)","(17.0, 34.0, 25.0)","(4.4, 4.7, 4.588888888888889)","(2.45, 2.92, 2.9166666666666665)","(13.0, 16.0, 14.522727272727273)","(26.0, 65.0, 51.0)","(6.0, 8.0, 7.672727272727273)"
16-12-2022 12:04:31.969452,"(4.0, 5.3, 5.0456)","(17.0, 34.0, 25.0)","(4.4, 4.7, 4.588888888888889)","(2.45, 2.92, 2.9166666666666665)","(13.0, 16.0, 15.166666666666666)","(26.0, 65.0, 51.0)","(6.0, 8.0, 8.12)"
16-12-2022 12:04:32.957756,"(4.0, 5.3, 5.0456)","(17.0, 34.0, 25.0)","(4.4, 4.7, 4.492592592592593)","(2.45, 2.96, 2.938823529411765)","(13.0, 15.5, 14.522900763358779)","(26.0, 65.0, 53.33333333333333)","(6.0, 8.2, 7.3)"
16-12-2022 12:04:33.895292,"(4.0, 5.3, 5.047899159663865)","(17.0, 34.0, 25.11111111111111)","(4.4, 4.7, 4.640476190476191)","(2.45, 3.0, 2.976421052631579)","(13.0, 16.0, 14.522900763358779)","(26.0, 65.0, 53.33333333333333)","(6.0, 7.6, 7.133333333333333)"
16-12-2022 12:04:34.880991,"(4.0, 5.3, 5.063779527559055)","(17.0, 34.0, 25.428571428571427)","(4.4, 4.7, 4.557142857142857)","(2.45, 3.0, 2.96)","(13.0, 16.0, 14.522900763358779)","(26.0, 65.0, 53.33333333333333)","(6.0, 8.2, 7.713043478260869)"
16-12-2022 12:04:35.900859,"(4.0, 5.3, 5.063779527559055)","(17.0, 34.0, 25.428571428571427)","(4.4, 4.7, 4.479310344827586)","(2.45, 3.0, 2.96)","(13.0, 16.0, 14.555970149253731)","(26.0, 65.0, 47.5)","(6.0, 8.2, 7.92)"
16-12-2022 12:04:37.025899,"(4.0, 5.3, 5.063779527559055)","(17.0, 34.0, 25.428571428571427)","(4.4, 4.7, 4.479310344827586)","(2.45, 3.0, 2.96)","(13.0, 16.0, 14.183098591549296)","(26.0, 65.0, 47.5)","(6.0, 8.2, 7.799999999999999)"
16-12-2022 12:04:38.063254,"(4.0, 5.3, 5.063779527559055)","(17.0, 34.0, 25.428571428571427)","(4.4, 4.7, 4.479310344827586)","(2.45, 3.0, 2.96)","(13.0, 16.0, 14.088888888888889)","(26.0, 65.0, 48.5)","(6.0, 8.2, 7.1)"
16-12-2022 12:04:39.107660,"(4.0, 5.3, 5.063779527559055)","(17.0, 34.0, 25.428571428571427)","(4.4, 4.7, 4.479310344827586)","(2.45, 3.0, 2.96)","(13.0, 16.0, 14.522900763358779)","(26.0, 65.0, 51.8)","(6.0, 7.8, 7.1)"
16-12-2022 12:04:40.157631,"(4.0, 5.3, 5.06694214876033)","(17.0, 34.0, 25.428571428571427)","(4.4, 4.7, 4.323529411764706)","(2.45, 3.0, 3.5999999999999996)","(13.0, 16.0, 22.0)","(26.0, 65.0, 48.5)","(6.0, 7.8, 10.536363636363635)"
16-12-2022 12:04:41.260385,"(4.0, 7.8, 6.699999999999999)","(17.0, 38.0, 26.5)","(4.4, 5.5, 5.246666666666666)","(2.45, 4.6, 3.5999999999999996)","(13.0, 25.0, 22.0)","(26.0, 70.0, 48.5)","(6.0, 12.5, 10.536363636363635)"
16-12-2022 12:04:42.251904,"(4.0, 7.8, 6.699999999999999)","(17.0, 38.0, 26.5)","(4.4, 4.2, 3.805263157894737)","(2.45, 4.6, 4.455294117647059)","(13.0, 25.0, 22.0)","(26.0, 70.0, 48.5)","(6.0, 12.5, 10.536363636363635)"
16-12-2022 12:04:43.224669,"(4.0, 7.8, 6.699999999999999)","(17.0, 38.0, 26.5)","(4.4, 4.2, 4.009090909090909)","(2.45, 4.6, 4.459428571428571)","(13.0, 25.0, 22.0)","(26.0, 70.0, 48.5)","(6.0, 12.5, 10.536363636363635)"
16-12-2022 12:04:44.184917,"(4.0, 7.8, 6.699999999999999)","(17.0, 38.0, 26.5)","(4.4, 4.2, 4.009090909090909)","(2.45, 4.6, 4.45090909090909)","(13.0, 25.0, 22.0)","(26.0, 70.0, 48.5)","(6.0, 12.5, 10.536363636363635)"
16-12-2022 12:04:45.262479,"(4.0, 7.8, 6.699999999999999)","(17.0, 38.0, 26.5)","(4.4, 4.2, 4.009090909090909)","(2.45, 4.2, 4.087272727272728)","(13.0, 14.0, 13.428571428571429)","(26.0, 70.0, 48.5)","(6.0, 12.5, 10.536363636363635)"
16-12-2022 12:04:46.299371,"(4.0, 7.8, 6.975)","(17.0, 38.0, 26.5)","(4.4, 4.2, 4.009090909090909)","(2.45, 4.2, 4.087272727272728)","(13.0, 14.0, 19.0)","(26.0, 70.0, 48.5)","(6.0, 12.5, 6.557142857142857)"
16-12-2022 12:04:47.351360,"(4.0, 7.8, 6.5625)","(17.0, 22.0, 16.166666666666668)","(4.4, 4.2, 4.009090909090909)","(2.45, 4.2, 4.446249999999999)","(13.0, 21.0, 19.0)","(26.0, 70.0, 48.5)","(6.0, 8.6, 6.557142857142857)"
16-12-2022 12:04:48.441774,"(4.0, 7.8, 6.5625)","(17.0, 22.0, 16.166666666666668)","(4.4, 4.2, 4.011111111111111)","(2.45, 4.6, 4.08375)","(13.0, 21.0, 17.333333333333332)","(26.0, 70.0, 46.5)","(6.0, 8.6, 6.975)"
16-12-2022 12:04:49.463315,"(4.0, 7.8, 6.5625)","(17.0, 22.0, 13.538461538461538)","(4.4, 4.2, 4.011764705882353)","(2.45, 4.2, 4.08375)","(13.0, 21.0, 14.666666666666668)","(26.0, 70.0, 46.5)","(6.0, 8.6, 6.975)"
16-12-2022 12:04:50.483337,"(4.0, 7.8, 6.5625)","(17.0, 22.0, 13.538461538461538)","(4.4, 4.0, 3.4788571428571426)","(2.45, 4.2, 4.08375)","(13.0, 24.0, 14.666666666666668)","(26.0, 70.0, 46.5)","(6.0, 8.6, 6.975)"
16-12-2022 12:04:51.532868,"(4.0, 7.8, 6.5625)","(17.0, 22.0, 13.538461538461538)","(4.4, 4.0, 3.4788571428571426)","(2.45, 4.2, 4.446249999999999)","(13.0, 24.0, 14.666666666666668)","(26.0, 70.0, 46.5)","(6.0, 8.6, 6.975)"
16-12-2022 12:04:52.569066,"(4.0, 7.8, 6.5625)","(17.0, 22.0, 13.538461538461538)","(4.4, 4.0, 3.4788571428571426)","(2.45, 4.6, 4.446249999999999)","(13.0, 24.0, 14.666666666666668)","(26.0, 70.0, 46.5)","(6.0, 8.6, 6.975)"
16-12-2022 12:04:53.635789,"(4.0, 7.8, 6.5625)","(17.0, 22.0, 13.538461538461538)","(4.4, 4.0, 3.4788571428571426)","(2.45, 4.2, 4.08375)","(13.0, 24.0, 17.0)","(26.0, 70.0, 46.5)","(6.0, 8.6, 6.975)"
16-12-2022 12:04:54.761784,"(4.0, 7.8, 6.5625)","(17.0, 22.0, 13.538461538461538)","(4.4, 4.0, 3.4788571428571426)","(2.45, 4.2, 4.08375)","(13.0, 24.0, 17.0)","(26.0, 70.0, 46.5)","(6.0, 8.6, 6.975)"
16-12-2022 12:04:55.808985,"(4.0, 7.8, 6.5625)","(17.0, 38.0, 24.5)","(4.4, 4.0, 3.4788571428571426)","(2.45, 4.2, 4.446249999999999)","(13.0, 24.0, 17.0)","(26.0, 70.0, 46.5)","(6.0, 8.6, 8.476190476190476)"
16-12-2022 12:04:56.902639,"(4.0, 7.8, 6.5625)","(17.0, 12.0, 11.23076923076923)","(4.4, 4.0, 3.4788571428571426)","(2.45, 4.6, 4.446249999999999)","(13.0, 24.0, 17.0)","(26.0, 70.0, 46.5)","(6.0, 8.6, 8.476190476190476)"
16-12-2022 12:04:58.100010,"(4.0, 7.8, 6.5625)","(17.0, 38.0, 34.230769230769226)","(4.4, 4.0, 3.4788571428571426)","(2.45, 4.6, 4.08375)","(13.0, 24.0, 17.0)","(26.0, 70.0, 46.5)","(6.0, 8.6, 6.975)"
16-12-2022 12:04:59.675267,"(4.0, 7.8, 6.5625)","(17.0, 38.0, 34.230769230769226)","(4.4, 4.0, 3.4788571428571426)","(2.45, 4.2, 4.08375)","(13.0, 24.0, 17.0)","(26.0, 70.0, 46.5)","(6.0, 12.5, 10.385714285714286)"
16-12-2022 12:05:00.905848,"(4.0, 7.8, 6.5625)","(17.0, 38.0, 34.230769230769226)","(4.4, 4.0, 2.2305882352941175)","(2.45, 4.2, 4.446249999999999)","(13.0, 24.0, 17.0)","(26.0, 70.0, 46.5)","(6.0, 12.5, 11.266666666666666)"
16-12-2022 12:05:02.164757,"(4.0, 7.8, 6.5625)","(17.0, 38.0, 20.333333333333336)","(4.4, 4.0, 2.117777777777778)","(2.45, 4.6, 4.47)","(13.0, 24.0, 20.5)","(26.0, 70.0, 84.0)","(6.0, 12.5, 11.120000000000001)"
16-12-2022 12:05:03.249141,"(4.0, 11.0, 8.15)","(17.0, 38.0, 29.166666666666668)","(4.4, 2.02, 2.915)","(2.45, 4.6, 4.195)","(13.0, 24.0, 19.333333333333336)","(26.0, 120.0, 90.83333333333333)","(6.0, 12.5, 12.0375)"
16-12-2022 12:05:04.416467,"(4.0, 11.0, 8.5625)","(17.0, 38.0, 29.333333333333332)","(4.4, 3.95, 2.915)","(2.45, 4.6, 4.195)","(13.0, 24.0, 19.333333333333336)","(26.0, 130.0, 106.5)","(6.0, 12.5, 12.0375)"
16-12-2022 12:05:05.541290,"(4.0, 11.0, 6.125)","(17.0, 38.0, 29.333333333333332)","(4.4, 3.95, 3.893692307692308)","(2.45, 4.6, 4.539259259259259)","(13.0, 24.0, 18.46666666666667)","(26.0, 130.0, 110.5)","(6.0, 12.5, 12.0375)"
16-12-2022 12:05:06.632972,"(4.0, 9.0, 6.0)","(17.0, 38.0, 24.75)","(4.4, 3.95, 3.893692307692308)","(2.45, 4.6, 4.539259259259259)","(13.0, 24.0, 18.46666666666667)","(26.0, 130.0, 110.5)","(6.0, 12.5, 12.0375)"
16-12-2022 12:05:07.631946,"(4.0, 9.0, 6.0)","(17.0, 38.0, 24.75)","(4.4, 4.0, 3.619240506329114)","(2.45, 4.6, 4.3533333333333335)","(13.0, 24.0, 18.46666666666667)","(26.0, 130.0, 117.83333333333333)","(6.0, 12.5, 18.6)"
16-12-2022 12:05:08.620357,"(4.0, 9.0, 6.0)","(17.0, 70.0, 40.75)","(4.4, 4.0, 3.5326984126984127)","(2.45, 4.5, 4.232173913043479)","(13.0, 24.0, 15.5)","(26.0, 170.0, 117.83333333333333)","(6.0, 19.5, 20.849999999999994)"
16-12-2022 12:05:09.660484,"(4.0, 10.5, 5.7)","(17.0, 44.0, 27.75)","(4.4, 4.0, 3.5326984126984127)","(2.45, 4.5, 6.4626086956521736)","(13.0, 24.0, 15.5)","(26.0, 170.0, 117.83333333333333)","(6.0, 24.0, 20.849999999999994)"
16-12-2022 12:05:10.708154,"(4.0, 8.6, 5.866666666666666)","(17.0, 44.0, 27.75)","(4.4, 4.0, 3.5326984126984127)","(2.45, 7.2, 6.4626086956521736)","(13.0, 24.0, 17.666666666666664)","(26.0, 170.0, 144.0)","(6.0, 24.0, 20.849999999999994)"
