,Nightwatch Star,Eagle Uno,Parabellum,Knight Walker,Stilton,Laker,Pocket More For Less Nz,Happy As,Caesars Rockstar,Neville Shannon
10-01-2023 19:39:11.358697,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:12.669865,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:14.010240,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:15.318608,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:16.656460,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:17.969078,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:19.350715,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:20.666554,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:21.972404,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:23.271135,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:24.621626,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:25.951106,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:27.305888,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:28.715976,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:30.145789,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:31.575461,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:32.930152,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:34.298151,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:35.714405,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:37.115860,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:38.534662,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:39.935457,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:41.322686,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:42.679532,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:44.112621,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:45.535344,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:46.907585,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:48.396649,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:49.875958,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:51.230451,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:52.601008,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:53.969770,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:55.310492,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:56.760554,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:58.173543,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 160.0)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 73.33333333333334)"
10-01-2023 19:39:59.573526,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:01.090579,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:02.575315,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:03.992508,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:05.812719,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:07.484768,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:09.068423,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:10.472458,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:11.889873,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:13.207007,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:14.453913,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:15.768743,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:17.089204,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:18.509919,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:19.935114,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:21.361263,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:22.840648,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:24.201037,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:25.536473,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:26.929746,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:28.370370,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:29.825467,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 25.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:31.287670,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 40.333333333333336)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:32.678623,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 39.5)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:34.210815,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 39.5)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:35.661574,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 39.5)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:37.123762,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 39.5)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:38.607809,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 45.55172413793103)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:40.089629,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 31.75)","(101.0, 220.0, 191.42857142857144)","(4.8, 99999, 99990)","(15.0, 48.0, 45.55172413793103)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 110.85714285714286)"
10-01-2023 19:40:41.538633,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 203.63636363636363)","(18.0, 48.0, 38.4)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(15.0, 48.0, 34.4)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 89.0)"
10-01-2023 19:40:43.332570,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 203.63636363636363)","(18.0, 44.0, 33.33333333333333)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(15.0, 48.0, 34.4)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 89.0)"
10-01-2023 19:40:44.998026,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 203.63636363636363)","(18.0, 42.0, 33.33333333333333)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(15.0, 48.0, 34.4)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 89.0)"
10-01-2023 19:40:46.555959,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 203.63636363636363)","(18.0, 42.0, 27.555555555555557)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(15.0, 48.0, 34.4)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 77.5)"
10-01-2023 19:40:48.079439,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 203.63636363636363)","(18.0, 42.0, 26.4)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(15.0, 48.0, 34.4)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 77.5)"
10-01-2023 19:40:49.623688,"(2.0, 2.78, 2.6111111111111107)","(4.8, 9.8, 8.525)","(4.6, 8.8, 7.375)","(101.0, 220.0, 203.63636363636363)","(18.0, 42.0, 26.4)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(15.0, 48.0, 34.4)","(61.0, 120.0, 83.07692307692307)","(31.0, 140.0, 77.5)"
