,Tin Amber Mine,Skylar Bree,Bears Best,Ima Midnight Rebel,Saint Jujon,Marty The Martian,Whos To Blame,Long Time Coming
06-01-2023 11:19:29.878479,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 19.0, 11.8)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:31.075407,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 19.0, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:32.279813,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:33.509442,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:34.668709,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:35.772613,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:36.895524,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:38.094745,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:39.289631,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:40.459924,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:41.642845,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:42.998990,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:44.302115,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:45.627559,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:47.078146,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:48.491014,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:49.700942,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:50.868444,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:51.963676,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:53.120906,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:54.266035,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:55.455575,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:56.631353,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 64.4)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:57.817143,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:19:59.009345,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:20:00.194417,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:20:01.353574,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:20:02.466914,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:20:03.529259,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:20:04.673685,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:20:05.841130,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.4399999999999995)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:20:07.017322,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.903448275862069)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:20:08.210190,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.903448275862069)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:20:09.386945,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.903448275862069)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:20:10.477477,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.903448275862069)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:20:11.617660,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.903448275862069)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:20:12.809689,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.903448275862069)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:20:13.946437,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 91.42857142857143)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.903448275862069)","(101.0, 170.0, 110.0)","(31.0, 46.0, 35.333333333333336)"
06-01-2023 11:20:15.164053,"(2.8, 5.1, 4.8)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 5.8)","(101.0, 170.0, 110.0)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:16.392474,"(2.8, 5.0, 4.533333333333333)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.0, 6.075)","(101.0, 170.0, 150.0)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:17.537377,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 220.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:18.622037,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:19.675151,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:20.846432,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:21.988135,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:23.112681,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:24.241571,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:25.427232,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:26.466622,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:27.473402,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:28.497632,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:29.589830,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:30.705292,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:31.950005,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:33.069263,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:34.154013,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:35.260514,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:36.389550,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:37.532068,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:38.651748,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:39.866189,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:41.002301,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:42.107016,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:43.131801,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:44.229434,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:45.332133,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:46.461758,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:47.579521,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:48.684931,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:49.763499,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:50.792502,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:51.886070,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:53.071226,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:54.223982,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:55.369041,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:56.515209,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:57.544095,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:58.686028,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:20:59.812837,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:21:00.955430,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:21:02.335272,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 39.6)"
06-01-2023 11:21:03.783974,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 42.0)"
06-01-2023 11:21:05.155278,"(2.8, 4.9, 4.466666666666667)","(1.8, 2.98, 2.7914285714285714)","(61.0, 95.0, 69.5)","(51.0, 200.0, 73.33333333333333)","(9.0, 18.5, 12.433333333333334)","(5.0, 6.2, 6.075)","(101.0, 210.0, 123.33333333333334)","(31.0, 46.0, 42.0)"
