,Spritz,Smooth Heaven,Prosecute,Robell Ruby,Our Sassy Nyrah,Fearless Levi,Double The Cash,Outbreak Bindi
10-01-2023 18:15:58.974563,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:15:59.929963,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:00.900862,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:01.874473,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:02.874008,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:03.868732,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:04.850423,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:05.889454,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:06.846728,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:07.847633,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:08.798393,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:09.820612,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:10.842217,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:11.869024,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:12.889366,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:13.864273,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:14.828234,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:15.811301,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:16.757836,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:17.723828,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:18.666281,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:19.629512,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:20.607867,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:21.695825,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:22.733012,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:23.799945,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:24.866455,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:25.881416,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:26.848498,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:27.853632,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:28.904172,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:29.980365,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:31.107349,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:32.180203,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:33.278280,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:34.332798,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:35.379380,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:36.443015,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:37.480372,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:38.518026,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:39.594595,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:16:40.645662,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.2)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:41.671119,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:42.672485,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:43.654333,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:44.626738,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:45.597668,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:46.596030,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:47.551484,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 13.7)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:48.518550,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 9.8, 9.643298969072166)","(4.8, 8.6, 5.757894736842105)","(91.0, 610.0, 436.6666666666667)","(8.5, 17.0, 14.485714285714286)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:49.514913,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 10.428571428571427)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.414285714285715)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:50.531075,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 10.428571428571427)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.414285714285715)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:51.564342,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 10.428571428571427)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.414285714285715)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:52.585736,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 10.428571428571427)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.414285714285715)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:53.608366,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 10.428571428571427)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.414285714285715)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:54.652944,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 10.428571428571427)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.414285714285715)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:55.665561,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 10.428571428571427)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.414285714285715)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:56.706349,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 10.428571428571427)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.414285714285715)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:57.756393,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 10.428571428571427)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.414285714285715)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:58.831669,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 10.428571428571427)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.414285714285715)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:16:59.909977,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 10.428571428571427)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.414285714285715)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:17:00.983825,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 10.428571428571427)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.414285714285715)","(3.6, 5.1, 4.796551724137931)","(21.0, 65.0, 53.0)"
10-01-2023 18:17:02.046794,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 10.428571428571427)","(4.8, 8.6, 6.090909090909091)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 10.1)","(3.6, 5.1, 4.449999999999999)","(21.0, 65.0, 53.0)"
10-01-2023 18:17:03.099625,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 8.333333333333334)","(4.8, 8.0, 6.090909090909091)","(91.0, 610.0, 436.6666666666667)","(8.5, 12.0, 10.1)","(3.6, 4.6, 4.449999999999999)","(21.0, 65.0, 53.0)"
10-01-2023 18:17:04.163522,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 8.333333333333334)","(4.8, 8.0, 6.090909090909091)","(91.0, 610.0, 436.6666666666667)","(8.5, 12.0, 13.414285714285715)","(3.6, 4.6, 4.9)","(21.0, 65.0, 53.0)"
10-01-2023 18:17:05.252020,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 10.428571428571427)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.414285714285715)","(3.6, 5.2, 4.9)","(21.0, 65.0, 53.0)"
10-01-2023 18:17:06.369425,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 11.0, 9.875)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.414285714285715)","(3.6, 5.2, 4.9)","(21.0, 65.0, 53.0)"
10-01-2023 18:17:07.448158,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 10.0, 9.875)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.414285714285715)","(3.6, 5.2, 4.9)","(21.0, 65.0, 53.0)"
10-01-2023 18:17:08.538155,"(2.4, 2.92, 2.68)","(18.0, 60.0, 30.18181818181818)","(6.0, 10.0, 8.86)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.471428571428572)","(3.6, 5.2, 4.9)","(21.0, 65.0, 53.0)"
10-01-2023 18:17:09.599024,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.6)","(6.0, 10.0, 8.86)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.471428571428572)","(3.6, 5.2, 4.9)","(21.0, 65.0, 53.0)"
10-01-2023 18:17:10.654370,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.6)","(6.0, 10.0, 8.457142857142857)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.471428571428572)","(3.6, 5.2, 4.6866666666666665)","(21.0, 65.0, 53.0)"
10-01-2023 18:17:11.670399,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.6)","(6.0, 10.0, 8.457142857142857)","(4.8, 8.6, 5.626086956521739)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.471428571428572)","(3.6, 5.2, 4.6866666666666665)","(21.0, 65.0, 53.0)"
10-01-2023 18:17:12.714449,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.6)","(6.0, 10.0, 7.84)","(4.8, 8.6, 7.08)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.2)","(3.6, 5.2, 4.6866666666666665)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:17:13.745996,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.6)","(6.0, 10.0, 7.96)","(4.8, 8.4, 7.08)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.2)","(3.6, 5.2, 4.6866666666666665)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:17:14.827237,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.6)","(6.0, 10.0, 7.96)","(4.8, 8.4, 7.08)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.2)","(3.6, 5.2, 4.6866666666666665)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:17:16.084656,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.6)","(6.0, 10.0, 7.96)","(4.8, 8.4, 7.08)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.2)","(3.6, 5.2, 4.6866666666666665)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:17:17.514615,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.6)","(6.0, 10.0, 7.96)","(4.8, 8.4, 7.08)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.2)","(3.6, 5.2, 4.6866666666666665)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:17:18.712603,"(2.4, 2.92, 2.68)","(18.0, 60.0, 27.6)","(6.0, 10.0, 7.96)","(4.8, 8.4, 7.08)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.2)","(3.6, 5.2, 4.6866666666666665)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:17:19.958823,"(2.4, 2.92, 2.68)","(18.0, 55.0, 37.25)","(6.0, 10.0, 7.96)","(4.8, 8.4, 7.08)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.2)","(3.6, 5.2, 4.6866666666666665)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:17:21.177719,"(2.4, 2.92, 2.68)","(18.0, 55.0, 37.25)","(6.0, 10.0, 7.96)","(4.8, 8.4, 7.08)","(91.0, 610.0, 436.6666666666667)","(8.5, 15.5, 13.2)","(3.6, 5.2, 4.6866666666666665)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:17:22.304929,"(2.4, 2.92, 2.68)","(18.0, 55.0, 37.25)","(6.0, 10.0, 7.96)","(4.8, 8.4, 7.08)","(91.0, 610.0, 552.2222222222222)","(8.5, 15.5, 13.2)","(3.6, 5.2, 4.6866666666666665)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:17:23.427489,"(2.4, 2.92, 2.68)","(18.0, 55.0, 37.25)","(6.0, 10.0, 7.96)","(4.8, 8.4, 7.08)","(91.0, 600.0, 543.3333333333333)","(8.5, 15.5, 13.2)","(3.6, 5.2, 4.6866666666666665)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:17:24.547949,"(2.4, 2.92, 2.68)","(18.0, 55.0, 37.25)","(6.0, 10.0, 7.96)","(4.8, 8.4, 7.08)","(91.0, 600.0, 543.3333333333333)","(8.5, 15.5, 13.2)","(3.6, 5.2, 4.6866666666666665)","(21.0, 65.0, 37.36363636363636)"
10-01-2023 18:17:25.620207,"(2.4, 2.92, 2.68)","(18.0, 55.0, 37.25)","(6.0, 10.0, 8.866666666666667)","(4.8, 8.4, 7.08)","(91.0, 600.0, 543.3333333333333)","(8.5, 15.5, 12.82)","(3.6, 5.2, 4.6866666666666665)","(21.0, 65.0, 37.36363636363636)"
