,Sweet Indie,Mama Said,Stick Hunter,Spring Evie,Viva Belle,Pink Flyer,Bailey,Frosty Girl
16-12-2022 15:47:49.398546,"(1.7, 1.87, 1.8563636363636364)","(9.0, 12.0, 11.891304347826086)","(19.0, 27.0, 24.870967741935484)","(12.0, 30.0, 28.545454545454547)","(11.0, 23.0, 22.157894736842106)","(6.0, 8.0, 7.666666666666667)","(6.5, 10.0, 9.666666666666666)","(26.0, 80.0, 70.85714285714286)"
16-12-2022 15:47:50.415741,"(1.7, 1.87, 1.849375)","(9.0, 13.0, 12.58)","(19.0, 27.0, 24.870967741935484)","(12.0, 30.0, 28.838709677419356)","(11.0, 23.0, 22.157894736842106)","(6.0, 8.0, 7.509090909090909)","(6.5, 10.0, 9.842105263157896)","(26.0, 80.0, 70.85714285714286)"
16-12-2022 15:47:51.381527,"(1.7, 1.87, 1.849375)","(9.0, 13.0, 12.625)","(19.0, 27.0, 24.870967741935484)","(12.0, 30.0, 28.838709677419356)","(11.0, 23.0, 22.157894736842106)","(6.0, 8.0, 7.4)","(6.5, 10.0, 10.242105263157894)","(26.0, 80.0, 70.85714285714286)"
16-12-2022 15:47:52.377864,"(1.7, 1.87, 1.8361538461538462)","(9.0, 13.0, 12.625)","(19.0, 27.0, 24.870967741935484)","(12.0, 30.0, 28.838709677419356)","(11.0, 23.0, 22.333333333333332)","(6.0, 8.0, 7.4)","(6.5, 11.0, 9.600000000000001)","(26.0, 80.0, 70.85714285714286)"
16-12-2022 15:47:53.347680,"(1.7, 1.87, 1.8442857142857143)","(9.0, 12.0, 11.891304347826086)","(19.0, 27.0, 24.870967741935484)","(12.0, 30.0, 28.0)","(11.0, 23.0, 22.333333333333332)","(6.0, 8.0, 7.45)","(6.5, 9.8, 9.666666666666668)","(26.0, 80.0, 70.85714285714286)"
16-12-2022 15:47:54.308924,"(1.65, 1.88, 1.8728571428571428)","(9.0, 12.0, 11.891304347826086)","(19.0, 27.0, 24.870967741935484)","(13.0, 30.0, 28.0)","(12.0, 23.0, 22.333333333333332)","(6.0, 8.0, 7.45)","(6.5, 9.8, 9.666666666666668)","(26.0, 80.0, 70.85714285714286)"
16-12-2022 15:47:55.246566,"(1.65, 1.88, 1.874285714285714)","(9.0, 12.0, 11.891304347826086)","(19.0, 27.0, 24.870967741935484)","(13.0, 30.0, 28.42105263157895)","(12.0, 23.0, 22.333333333333332)","(6.0, 8.0, 7.45)","(6.5, 9.8, 9.600000000000001)","(26.0, 80.0, 70.85714285714286)"
16-12-2022 15:47:56.236214,"(1.65, 1.88, 1.874285714285714)","(9.0, 12.0, 11.891304347826086)","(19.0, 27.0, 24.870967741935484)","(13.0, 30.0, 28.42105263157895)","(12.0, 23.0, 22.333333333333332)","(6.0, 8.0, 7.45)","(6.5, 9.8, 10.466666666666667)","(26.0, 80.0, 70.4)"
16-12-2022 15:47:57.189023,"(1.65, 1.88, 1.8699999999999999)","(9.0, 13.0, 12.727272727272727)","(19.0, 27.0, 24.870967741935484)","(13.0, 30.0, 28.42105263157895)","(12.0, 23.0, 22.333333333333332)","(6.0, 8.0, 7.45)","(6.5, 11.0, 10.1)","(26.0, 80.0, 70.4)"
16-12-2022 15:47:58.146008,"(1.65, 1.88, 1.8666666666666667)","(9.0, 13.0, 12.789473684210526)","(19.0, 27.0, 24.870967741935484)","(13.0, 30.0, 28.75)","(12.0, 23.0, 22.333333333333332)","(6.0, 8.0, 7.45)","(6.5, 11.0, 9.971428571428572)","(26.0, 80.0, 70.4)"
16-12-2022 15:47:59.063082,"(1.65, 1.89, 1.8788888888888888)","(9.0, 13.0, 12.6)","(19.0, 27.0, 24.870967741935484)","(13.0, 30.0, 28.96551724137931)","(12.0, 23.0, 22.333333333333332)","(6.0, 8.0, 7.3125)","(6.5, 11.0, 9.719999999999999)","(26.0, 80.0, 70.4)"
16-12-2022 15:48:00.023100,"(1.65, 1.9, 1.8785714285714286)","(9.0, 13.0, 12.733333333333333)","(19.0, 27.0, 24.870967741935484)","(13.0, 30.0, 28.8)","(12.0, 23.0, 22.333333333333332)","(6.0, 8.0, 7.3125)","(6.5, 10.5, 9.488888888888889)","(26.0, 80.0, 70.4)"
16-12-2022 15:48:00.992002,"(1.65, 1.9, 1.8833333333333333)","(9.0, 13.0, 12.733333333333333)","(19.0, 27.0, 24.870967741935484)","(13.0, 30.0, 28.8)","(12.0, 23.0, 22.6)","(6.0, 8.0, 7.3125)","(6.5, 10.5, 9.571428571428571)","(26.0, 80.0, 70.4)"
16-12-2022 15:48:01.949710,"(1.65, 1.9, 1.85)","(9.0, 13.0, 12.733333333333333)","(19.0, 27.0, 24.42857142857143)","(13.0, 30.0, 28.8)","(12.0, 23.0, 22.6)","(6.0, 8.0, 7.388888888888889)","(6.5, 10.5, 9.733333333333333)","(26.0, 80.0, 70.4)"
16-12-2022 15:48:02.892191,"(1.65, 1.9, 1.88)","(9.0, 13.0, 12.733333333333333)","(19.0, 27.0, 24.870967741935484)","(13.0, 30.0, 28.8)","(12.0, 23.0, 22.6)","(6.0, 8.0, 7.5)","(6.5, 10.0, 9.24)","(26.0, 80.0, 70.4)"
16-12-2022 15:48:03.837721,"(1.65, 1.91, 1.9016666666666666)","(9.0, 13.0, 12.2)","(19.0, 27.0, 24.870967741935484)","(13.0, 30.0, 28.8)","(12.0, 23.0, 22.6)","(6.0, 8.0, 7.607142857142857)","(6.5, 9.4, 8.92)","(26.0, 80.0, 70.4)"
16-12-2022 15:48:04.831219,"(1.65, 1.9, 1.875)","(9.0, 13.0, 12.2)","(19.0, 27.0, 24.870967741935484)","(13.0, 30.0, 28.8)","(12.0, 23.0, 22.6)","(6.0, 8.0, 7.65625)","(6.5, 9.4, 8.92)","(26.0, 80.0, 70.4)"
16-12-2022 15:48:05.867029,"(1.65, 1.91, 1.9016666666666666)","(9.0, 13.0, 12.2)","(19.0, 27.0, 24.870967741935484)","(13.0, 30.0, 28.8)","(12.0, 23.0, 22.6)","(6.0, 8.0, 7.65625)","(6.5, 9.4, 9.52)","(31.0, 80.0, 70.4)"
16-12-2022 15:48:06.814032,"(1.6, 1.91, 1.9042857142857141)","(10.0, 13.0, 12.2)","(18.0, 27.0, 24.870967741935484)","(15.0, 30.0, 28.8)","(13.0, 23.0, 22.6)","(6.0, 8.0, 7.541666666666667)","(6.5, 10.0, 8.933333333333334)","(31.0, 80.0, 70.4)"
16-12-2022 15:48:07.776267,"(1.6, 1.91, 1.9)","(10.0, 13.0, 12.2)","(18.0, 27.0, 24.870967741935484)","(15.0, 30.0, 28.8)","(13.0, 23.0, 22.6)","(6.0, 8.0, 7.541666666666667)","(6.5, 10.0, 8.933333333333334)","(31.0, 80.0, 69.33333333333333)"
16-12-2022 15:48:08.765672,"(1.6, 1.91, 1.9033333333333333)","(10.0, 13.0, 12.76923076923077)","(18.0, 27.0, 24.870967741935484)","(15.0, 30.0, 28.8)","(13.0, 23.0, 22.6)","(6.0, 8.0, 7.476190476190476)","(6.5, 9.6, 8.933333333333334)","(31.0, 80.0, 69.33333333333333)"
16-12-2022 15:48:09.728026,"(1.6, 1.91, 1.8849999999999998)","(10.0, 13.0, 12.76923076923077)","(18.0, 27.0, 24.870967741935484)","(16.0, 30.0, 28.8)","(13.0, 23.0, 22.6)","(6.0, 8.0, 7.476190476190476)","(6.5, 9.6, 8.933333333333334)","(31.0, 80.0, 69.33333333333333)"
16-12-2022 15:48:10.728326,"(1.6, 1.91, 1.8881818181818182)","(10.0, 13.0, 12.76923076923077)","(18.0, 27.0, 24.870967741935484)","(16.0, 30.0, 28.8)","(13.0, 23.0, 22.6)","(6.0, 8.0, 7.476190476190476)","(6.5, 9.6, 8.933333333333334)","(31.0, 80.0, 69.33333333333333)"
16-12-2022 15:48:11.681854,"(1.6, 1.92, 1.9116666666666666)","(10.0, 13.0, 12.76923076923077)","(18.0, 27.0, 24.870967741935484)","(16.0, 34.0, 30.8)","(13.0, 23.0, 22.6)","(6.0, 8.0, 7.476190476190476)","(6.5, 9.6, 9.133333333333335)","(31.0, 80.0, 69.33333333333333)"
16-12-2022 15:48:12.614976,"(1.6, 1.92, 1.885)","(10.0, 13.0, 12.75)","(18.0, 27.0, 24.870967741935484)","(16.0, 34.0, 30.363636363636363)","(13.0, 23.0, 22.6)","(6.0, 8.0, 7.476190476190476)","(6.5, 9.8, 9.24)","(31.0, 80.0, 69.33333333333333)"
16-12-2022 15:48:13.619865,"(1.6, 1.92, 1.9133333333333333)","(10.0, 13.0, 12.68421052631579)","(18.0, 27.0, 24.870967741935484)","(16.0, 34.0, 29.130434782608695)","(13.0, 23.0, 22.6)","(6.0, 8.0, 7.533333333333333)","(6.5, 9.8, 8.836363636363636)","(31.0, 80.0, 69.33333333333333)"
16-12-2022 15:48:14.561994,"(1.6, 1.92, 1.8953846153846152)","(10.0, 13.0, 12.647058823529411)","(18.0, 27.0, 24.870967741935484)","(16.0, 34.0, 29.130434782608695)","(13.0, 23.0, 22.6)","(6.0, 7.8, 7.3809523809523805)","(6.5, 9.6, 8.977777777777778)","(31.0, 80.0, 69.33333333333333)"
16-12-2022 15:48:15.540162,"(1.6, 1.91, 1.87)","(10.0, 13.0, 12.647058823529411)","(18.0, 27.0, 24.870967741935484)","(16.0, 34.0, 30.37037037037037)","(13.0, 23.0, 22.6)","(6.0, 7.8, 7.4479999999999995)","(6.5, 9.6, 9.329411764705883)","(31.0, 80.0, 69.33333333333333)"
16-12-2022 15:48:16.491776,"(1.6, 1.91, 1.855)","(10.0, 13.0, 12.647058823529411)","(18.0, 27.0, 24.870967741935484)","(16.0, 34.0, 30.57142857142857)","(13.0, 23.0, 22.6)","(6.0, 7.8, 7.3809523809523805)","(6.5, 9.4, 9.1)","(31.0, 80.0, 77.53846153846155)"
16-12-2022 15:48:17.431812,"(1.6, 1.91, 1.8510526315789475)","(10.0, 13.0, 12.68421052631579)","(18.0, 27.0, 24.870967741935484)","(16.0, 32.0, 30.476190476190474)","(13.0, 23.0, 22.6)","(6.0, 7.8, 7.3809523809523805)","(6.5, 9.4, 9.1)","(31.0, 80.0, 70.0)"
16-12-2022 15:48:18.381155,"(1.6, 1.88, 1.865)","(10.0, 13.0, 12.727272727272727)","(18.0, 27.0, 24.870967741935484)","(16.0, 32.0, 30.307692307692307)","(13.0, 23.0, 22.6)","(6.0, 7.8, 7.3809523809523805)","(6.5, 9.4, 9.1)","(31.0, 80.0, 76.42857142857143)"
16-12-2022 15:48:19.337818,"(1.6, 1.89, 1.87)","(10.0, 12.0, 11.891304347826086)","(18.0, 27.0, 24.870967741935484)","(16.0, 32.0, 30.166666666666668)","(13.0, 23.0, 22.6)","(6.0, 7.8, 7.4479999999999995)","(6.5, 8.8, 8.762500000000001)","(31.0, 80.0, 76.0)"
16-12-2022 15:48:20.283171,"(1.6, 1.89, 1.875)","(10.0, 12.0, 11.875)","(18.0, 27.0, 24.870967741935484)","(16.0, 32.0, 30.166666666666668)","(13.0, 23.0, 22.6)","(6.0, 7.8, 7.4479999999999995)","(6.5, 8.8, 8.762500000000001)","(31.0, 80.0, 78.57142857142857)"
16-12-2022 15:48:21.229854,"(1.6, 1.91, 1.8975)","(10.0, 12.0, 11.96875)","(18.0, 27.0, 24.870967741935484)","(16.0, 32.0, 29.9375)","(13.0, 23.0, 22.272727272727273)","(6.0, 7.8, 7.4479999999999995)","(6.5, 8.8, 8.770000000000001)","(31.0, 80.0, 78.57142857142857)"
16-12-2022 15:48:22.182312,"(1.6, 1.91, 1.89)","(10.0, 13.0, 12.58)","(18.0, 27.0, 24.870967741935484)","(16.0, 32.0, 30.058823529411764)","(13.0, 23.0, 22.272727272727273)","(6.0, 7.8, 7.32)","(6.5, 8.8, 9.236363636363636)","(31.0, 80.0, 81.66666666666667)"
16-12-2022 15:48:23.132533,"(1.6, 1.89, 1.8733333333333333)","(10.0, 13.0, 12.58)","(18.0, 27.0, 24.870967741935484)","(16.0, 32.0, 30.5)","(13.0, 23.0, 22.272727272727273)","(6.0, 7.8, 7.32)","(6.5, 9.4, 8.833333333333334)","(31.0, 85.0, 75.0)"
16-12-2022 15:48:24.082817,"(1.6, 1.9, 1.8666666666666667)","(10.0, 12.0, 11.891304347826086)","(18.0, 27.0, 24.870967741935484)","(16.0, 32.0, 30.5)","(13.0, 23.0, 22.272727272727273)","(6.0, 7.8, 7.228571428571429)","(6.5, 9.0, 8.833333333333334)","(31.0, 85.0, 71.25)"
16-12-2022 15:48:25.017645,"(1.6, 1.9, 1.895)","(10.0, 12.0, 11.880952380952381)","(18.0, 27.0, 24.870967741935484)","(16.0, 32.0, 30.5)","(13.0, 23.0, 22.272727272727273)","(6.0, 7.8, 7.228571428571429)","(6.5, 9.0, 8.833333333333334)","(31.0, 75.0, 69.0)"
16-12-2022 15:48:25.966808,"(1.6, 1.9, 1.895)","(10.0, 12.0, 11.880952380952381)","(18.0, 27.0, 24.870967741935484)","(16.0, 32.0, 30.5)","(13.0, 23.0, 22.272727272727273)","(6.0, 7.8, 7.228571428571429)","(6.5, 9.0, 8.833333333333334)","(31.0, 75.0, 70.71428571428571)"
16-12-2022 15:48:26.937793,"(1.6, 1.9, 1.895)","(10.0, 12.0, 11.880952380952381)","(18.0, 27.0, 24.870967741935484)","(16.0, 32.0, 30.5)","(13.0, 23.0, 22.272727272727273)","(6.0, 7.8, 7.228571428571429)","(6.5, 9.0, 8.935483870967742)","(31.0, 75.0, 69.0)"
16-12-2022 15:48:27.909408,"(1.6, 1.9, 1.895)","(10.0, 12.5, 12.441176470588236)","(18.0, 27.0, 24.870967741935484)","(16.0, 32.0, 30.5)","(13.0, 23.0, 22.272727272727273)","(6.0, 7.8, 7.338461538461538)","(6.5, 9.4, 8.935483870967742)","(31.0, 75.0, 72.27272727272727)"
16-12-2022 15:48:28.907514,"(1.6, 1.9, 1.8836363636363636)","(10.0, 12.5, 12.441176470588236)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 30.77777777777778)","(13.0, 23.0, 21.833333333333332)","(6.0, 7.8, 7.338461538461538)","(6.5, 9.4, 8.852173913043478)","(31.0, 75.0, 77.5)"
16-12-2022 15:48:29.852537,"(1.6, 1.92, 1.885)","(10.0, 12.5, 12.25)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 30.77777777777778)","(13.0, 23.0, 21.833333333333332)","(6.0, 7.8, 7.338461538461538)","(6.5, 9.2, 8.852173913043478)","(31.0, 85.0, 74.16666666666667)"
16-12-2022 15:48:30.863689,"(1.6, 1.92, 1.8900000000000001)","(10.0, 12.5, 12.25)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 30.77777777777778)","(13.0, 23.0, 22.03448275862069)","(6.0, 7.8, 7.338461538461538)","(6.5, 9.2, 8.852173913043478)","(31.0, 95.0, 71.3157894736842)"
16-12-2022 15:48:31.873528,"(1.6, 1.92, 1.8675000000000002)","(10.0, 12.5, 12.25)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 30.77777777777778)","(13.0, 23.0, 21.153846153846153)","(6.0, 7.8, 7.338461538461538)","(6.5, 9.2, 8.528571428571428)","(31.0, 95.0, 71.25)"
16-12-2022 15:48:32.906662,"(1.6, 1.91, 1.8888235294117646)","(10.0, 12.5, 12.25)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 30.77777777777778)","(13.0, 23.0, 22.17241379310345)","(6.0, 7.8, 7.338461538461538)","(6.5, 8.6, 8.5375)","(31.0, 75.0, 71.25)"
16-12-2022 15:48:33.975014,"(1.6, 1.91, 1.9016)","(10.0, 13.0, 12.666666666666666)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 30.77777777777778)","(13.0, 23.0, 22.294117647058822)","(6.0, 7.8, 7.338461538461538)","(6.5, 8.6, 8.565217391304348)","(31.0, 75.0, 71.25)"
16-12-2022 15:48:34.994072,"(1.6, 1.91, 1.8855555555555554)","(10.0, 13.0, 12.555555555555555)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.314285714285713)","(6.0, 7.8, 7.338461538461538)","(6.5, 8.6, 8.565217391304348)","(31.0, 75.0, 71.25)"
16-12-2022 15:48:35.954659,"(1.6, 1.91, 1.8855555555555554)","(10.0, 13.0, 12.555555555555555)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.11111111111111)","(6.0, 7.8, 7.338461538461538)","(6.5, 8.6, 8.925)","(31.0, 75.0, 71.25)"
16-12-2022 15:48:36.991783,"(1.6, 1.91, 1.8855555555555554)","(10.0, 13.0, 12.555555555555555)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.25)","(6.0, 7.8, 7.338461538461538)","(6.5, 9.0, 8.82)","(31.0, 75.0, 71.53846153846153)"
16-12-2022 15:48:38.004769,"(1.6, 1.91, 1.8855555555555554)","(10.0, 13.0, 12.555555555555555)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.25)","(6.0, 7.8, 7.338461538461538)","(6.5, 9.0, 8.76)","(31.0, 75.0, 72.96296296296296)"
16-12-2022 15:48:39.042889,"(1.6, 1.91, 1.8622727272727273)","(10.0, 13.0, 12.454545454545455)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.25)","(6.0, 7.8, 7.338461538461538)","(6.5, 9.0, 8.64)","(31.0, 95.0, 71.66666666666667)"
16-12-2022 15:48:40.028449,"(1.6, 1.91, 1.8643478260869566)","(10.0, 13.0, 12.238095238095237)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.25)","(6.0, 7.8, 7.338461538461538)","(6.5, 9.0, 8.788235294117648)","(31.0, 95.0, 71.66666666666667)"
16-12-2022 15:48:40.979877,"(1.6, 1.92, 1.8833333333333333)","(10.0, 13.0, 12.407407407407408)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.25)","(6.0, 7.8, 7.338461538461538)","(6.5, 9.0, 8.555555555555555)","(31.0, 95.0, 70.0)"
16-12-2022 15:48:42.001343,"(1.6, 1.91, 1.9066666666666665)","(10.0, 13.0, 12.407407407407408)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.25)","(6.0, 7.8, 7.338461538461538)","(6.5, 8.6, 8.555555555555555)","(31.0, 75.0, 68.75)"
16-12-2022 15:48:42.981822,"(1.6, 1.92, 1.8988235294117646)","(10.0, 13.0, 12.448275862068966)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.25)","(6.0, 7.8, 7.338461538461538)","(6.5, 8.6, 8.555555555555555)","(31.0, 75.0, 68.75)"
16-12-2022 15:48:43.983465,"(1.6, 1.92, 1.8993749999999998)","(10.0, 13.0, 12.448275862068966)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.25)","(6.0, 7.8, 7.338461538461538)","(6.5, 8.6, 8.552941176470588)","(31.0, 75.0, 66.66666666666667)"
16-12-2022 15:48:44.963865,"(1.6, 1.92, 1.9049999999999998)","(10.0, 13.0, 12.666666666666666)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.25)","(6.0, 7.8, 7.338461538461538)","(6.5, 8.6, 8.552941176470588)","(31.0, 75.0, 68.75)"
16-12-2022 15:48:45.915504,"(1.6, 1.92, 1.915)","(10.0, 13.0, 12.428571428571429)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.25)","(6.0, 7.8, 7.338461538461538)","(6.5, 8.6, 8.92)","(31.0, 75.0, 70.0)"
16-12-2022 15:48:46.897188,"(1.6, 1.89, 1.8800558659217876)","(10.0, 13.0, 12.428571428571429)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.25)","(6.0, 7.8, 7.338461538461538)","(6.5, 9.0, 9.142857142857142)","(31.0, 75.0, 71.66666666666667)"
16-12-2022 15:48:47.854376,"(1.6, 1.89, 1.8402631578947368)","(10.0, 13.0, 12.428571428571429)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.25)","(6.0, 7.8, 7.338461538461538)","(6.5, 9.2, 9.142857142857142)","(31.0, 75.0, 72.6923076923077)"
16-12-2022 15:48:48.869778,"(1.6, 1.88, 1.8423529411764707)","(10.0, 13.0, 12.428571428571429)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.25)","(6.0, 7.8, 7.338461538461538)","(6.5, 9.2, 8.725000000000001)","(31.0, 75.0, 64.23076923076923)"
16-12-2022 15:48:49.847260,"(1.6, 1.88, 1.8588235294117648)","(10.0, 13.0, 12.666666666666666)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.272727272727273)","(6.0, 7.8, 7.338461538461538)","(6.5, 8.8, 8.725000000000001)","(31.0, 65.0, 70.0)"
16-12-2022 15:48:50.799351,"(1.6, 1.88, 1.8605)","(10.0, 13.0, 12.538461538461538)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 23.0, 22.142857142857142)","(6.0, 7.8, 7.338461538461538)","(6.5, 8.8, 8.725000000000001)","(31.0, 75.0, 63.75)"
16-12-2022 15:48:51.778340,"(1.6, 1.88, 1.8575)","(10.0, 13.0, 12.555555555555555)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.142857142857142)","(13.0, 27.0, 25.225806451612904)","(6.0, 7.8, 7.338461538461538)","(6.5, 8.8, 8.725000000000001)","(31.0, 75.0, 65.0)"
16-12-2022 15:48:52.777602,"(1.6, 1.88, 1.8594736842105264)","(10.0, 13.0, 12.555555555555555)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 27.0, 25.225806451612904)","(6.0, 7.8, 7.338461538461538)","(6.5, 8.8, 8.725000000000001)","(31.0, 75.0, 68.07692307692308)"
16-12-2022 15:48:53.756984,"(1.6, 1.87, 1.8583333333333334)","(10.0, 13.0, 12.75)","(18.0, 27.0, 25.166666666666664)","(17.0, 32.0, 31.18181818181818)","(13.0, 27.0, 25.846153846153847)","(6.0, 7.8, 7.386206896551724)","(6.5, 8.8, 8.72)","(31.0, 75.0, 66.0)"
16-12-2022 15:48:54.736791,"(1.6, 1.86, 1.8385714285714287)","(10.0, 12.0, 11.807692307692308)","(18.0, 27.0, 25.166666666666664)","(17.0, 34.0, 32.80952380952381)","(13.0, 27.0, 26.0)","(6.0, 7.8, 7.386206896551724)","(6.5, 8.8, 9.138461538461538)","(31.0, 75.0, 69.70588235294117)"
16-12-2022 15:48:55.677651,"(1.6, 1.86, 1.8385714285714287)","(10.0, 12.0, 11.807692307692308)","(18.0, 27.0, 25.166666666666664)","(17.0, 34.0, 32.80952380952381)","(13.0, 27.0, 26.0)","(6.0, 7.8, 7.386206896551724)","(6.5, 9.2, 9.149999999999999)","(31.0, 75.0, 69.70588235294117)"
16-12-2022 15:48:56.665384,"(1.6, 1.86, 1.8433333333333335)","(10.0, 12.0, 11.807692307692308)","(18.0, 27.0, 25.166666666666664)","(17.0, 34.0, 32.80952380952381)","(13.0, 27.0, 26.076923076923077)","(6.0, 7.8, 7.386206896551724)","(6.5, 9.2, 9.149999999999999)","(31.0, 75.0, 66.66666666666667)"
16-12-2022 15:48:57.640273,"(1.6, 1.86, 1.835)","(10.0, 12.0, 11.807692307692308)","(18.0, 27.0, 25.166666666666664)","(17.0, 34.0, 32.80952380952381)","(13.0, 27.0, 26.076923076923077)","(6.0, 7.8, 7.386206896551724)","(6.5, 9.2, 8.82857142857143)","(31.0, 75.0, 62.5)"
16-12-2022 15:48:58.611798,"(1.6, 1.86, 1.85)","(10.0, 13.0, 12.5)","(18.0, 27.0, 25.166666666666664)","(17.0, 34.0, 32.80952380952381)","(14.0, 27.0, 26.076923076923077)","(6.0, 7.8, 7.386206896551724)","(6.5, 9.0, 8.6625)","(31.0, 75.0, 62.5)"
16-12-2022 15:48:59.602463,"(1.6, 1.86, 1.8475000000000001)","(10.0, 13.0, 12.68421052631579)","(18.0, 27.0, 25.166666666666664)","(17.0, 34.0, 33.705882352941174)","(14.0, 27.0, 26.076923076923077)","(6.0, 7.8, 7.48695652173913)","(6.5, 9.0, 8.549999999999999)","(31.0, 75.0, 69.64285714285714)"
16-12-2022 15:49:00.565414,"(1.6, 1.86, 1.848)","(10.0, 13.0, 12.68421052631579)","(18.0, 27.0, 25.166666666666664)","(17.0, 34.0, 33.705882352941174)","(14.0, 27.0, 26.076923076923077)","(6.0, 7.8, 7.5)","(6.5, 9.0, 8.68888888888889)","(31.0, 75.0, 69.64285714285714)"
16-12-2022 15:49:01.527966,"(1.6, 1.86, 1.8494117647058825)","(10.0, 13.0, 12.68421052631579)","(18.0, 27.0, 25.166666666666664)","(17.0, 34.0, 33.76190476190476)","(14.0, 27.0, 26.076923076923077)","(6.0, 7.8, 7.4799999999999995)","(6.5, 8.8, 8.527272727272727)","(31.0, 75.0, 69.64285714285714)"
16-12-2022 15:49:02.545196,"(1.6, 1.88, 1.851764705882353)","(10.0, 13.0, 12.68421052631579)","(18.0, 27.0, 25.166666666666664)","(17.0, 34.0, 33.76190476190476)","(14.0, 27.0, 26.076923076923077)","(6.0, 7.8, 7.4799999999999995)","(6.5, 8.8, 8.527272727272727)","(31.0, 75.0, 69.64285714285714)"
16-12-2022 15:49:03.522838,"(1.6, 1.88, 1.8612121212121213)","(10.0, 13.0, 12.68421052631579)","(18.0, 27.0, 25.166666666666664)","(17.0, 34.0, 33.705882352941174)","(14.0, 27.0, 26.076923076923077)","(6.0, 7.8, 7.4799999999999995)","(6.5, 8.8, 8.527272727272727)","(31.0, 75.0, 70.83333333333333)"
16-12-2022 15:49:04.506124,"(1.6, 1.89, 1.875)","(10.0, 13.0, 12.68421052631579)","(18.0, 27.0, 25.166666666666664)","(17.0, 34.0, 33.869565217391305)","(14.0, 27.0, 26.076923076923077)","(6.0, 7.8, 7.4799999999999995)","(6.5, 8.8, 8.53913043478261)","(31.0, 75.0, 71.25)"
16-12-2022 15:49:05.459781,"(1.6, 1.89, 1.8642857142857143)","(10.0, 13.0, 12.68421052631579)","(18.0, 27.0, 25.166666666666664)","(17.0, 36.0, 33.11764705882353)","(14.0, 27.0, 26.076923076923077)","(6.0, 7.8, 7.4799999999999995)","(6.5, 8.8, 8.53913043478261)","(31.0, 75.0, 71.25)"
16-12-2022 15:49:06.474393,"(1.6, 1.89, 1.858)","(10.0, 13.0, 12.68421052631579)","(18.0, 27.0, 25.166666666666664)","(17.0, 36.0, 34.25)","(14.0, 27.0, 26.076923076923077)","(6.0, 7.8, 7.413793103448276)","(6.5, 8.8, 8.12)","(31.0, 75.0, 71.38888888888889)"
16-12-2022 15:49:07.443696,"(1.6, 1.89, 1.8775)","(10.0, 13.0, 12.68421052631579)","(18.0, 27.0, 24.65853658536585)","(17.0, 36.0, 34.25)","(14.0, 27.0, 26.076923076923077)","(6.0, 7.8, 7.413793103448276)","(6.5, 8.2, 8.12)","(31.0, 95.0, 71.19047619047619)"
16-12-2022 15:49:08.420321,"(1.6, 1.9, 1.8966666666666665)","(10.0, 13.0, 12.68421052631579)","(18.0, 27.0, 24.65853658536585)","(17.0, 36.0, 34.25)","(14.0, 27.0, 26.076923076923077)","(6.0, 7.8, 7.413793103448276)","(6.5, 8.2, 8.12)","(31.0, 95.0, 71.19047619047619)"
