,Sweet Indie,Mama Said,Stick Hunter,Spring Evie,Viva Belle,Pink Flyer,Bailey,Frosty Girl
16-12-2022 15:42:38.255923,"(1.75, 1.93, 1.8863636363636365)","(9.0, 15.5, 12.7)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.5)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.44)","(5.5, 9.8, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:39.283233,"(1.75, 1.93, 1.8871428571428572)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.842105263157894)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:40.286600,"(1.75, 1.93, 1.8863636363636365)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:41.364439,"(1.75, 1.93, 1.8863636363636365)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:42.367814,"(1.75, 1.93, 1.8863636363636365)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:43.353067,"(1.75, 1.93, 1.8863636363636365)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:44.433976,"(1.75, 1.93, 1.8442857142857143)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:45.517547,"(1.75, 1.93, 1.8863636363636365)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:46.599429,"(1.75, 1.93, 1.8863636363636365)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:47.681241,"(1.75, 1.93, 1.8863636363636365)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:48.831106,"(1.75, 1.93, 1.8863636363636365)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:49.977337,"(1.75, 1.93, 1.8871428571428572)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:51.108348,"(1.75, 1.93, 1.8357142857142859)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:52.194066,"(1.75, 1.93, 1.8863636363636365)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:53.263711,"(1.75, 1.93, 1.8863636363636365)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:54.416293,"(1.75, 1.93, 1.8976923076923078)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:55.525188,"(1.75, 1.93, 1.8976923076923078)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:56.649761,"(1.75, 1.93, 1.8976923076923078)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:57.723889,"(1.75, 1.93, 1.8976923076923078)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:58.796645,"(1.75, 1.93, 1.9027272727272726)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:42:59.907891,"(1.75, 1.93, 1.9027272727272726)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:43:01.028077,"(1.75, 1.93, 1.9027272727272726)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:43:02.138174,"(1.75, 1.93, 1.9027272727272726)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:43:03.279002,"(1.75, 1.93, 1.8357142857142859)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 20.8125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:43:04.343605,"(1.75, 1.93, 1.8828571428571428)","(9.0, 15.5, 12.333333333333334)","(21.0, 48.0, 30.0)","(10.0, 21.0, 28.3125)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:43:05.508824,"(1.75, 1.93, 1.8809090909090909)","(9.0, 14.0, 12.61111111111111)","(21.0, 48.0, 30.0)","(10.0, 29.0, 25.857142857142858)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:43:06.935622,"(1.75, 1.93, 1.8809090909090909)","(9.0, 14.0, 12.61111111111111)","(21.0, 48.0, 30.0)","(10.0, 29.0, 25.857142857142858)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:43:08.621559,"(1.75, 1.93, 1.8809090909090909)","(9.0, 14.0, 12.214285714285714)","(21.0, 48.0, 30.0)","(10.0, 29.0, 25.857142857142858)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:43:09.784577,"(1.75, 1.93, 1.8985714285714286)","(9.0, 14.0, 12.214285714285714)","(21.0, 48.0, 30.0)","(10.0, 29.0, 25.857142857142858)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:43:10.975930,"(1.75, 1.93, 1.8809090909090909)","(9.0, 13.0, 12.166666666666666)","(21.0, 48.0, 30.0)","(10.0, 25.0, 24.5625)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:43:12.118828,"(1.75, 1.93, 1.8809090909090909)","(9.0, 13.0, 12.166666666666666)","(21.0, 48.0, 30.0)","(10.0, 25.0, 24.1875)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:43:13.322266,"(1.75, 1.93, 1.89625)","(9.0, 13.0, 12.166666666666666)","(21.0, 48.0, 30.0)","(10.0, 25.0, 24.142857142857142)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 9.225000000000001)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:43:14.578155,"(1.75, 1.93, 1.8809090909090909)","(9.0, 13.0, 13.055555555555555)","(21.0, 48.0, 30.0)","(10.0, 25.0, 24.142857142857142)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:43:15.839936,"(1.75, 1.93, 1.8918181818181818)","(9.0, 15.0, 13.055555555555555)","(21.0, 48.0, 30.0)","(10.0, 25.0, 24.57142857142857)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 95.0, 81.31578947368422)"
16-12-2022 15:43:17.091243,"(1.75, 1.93, 1.8918181818181818)","(9.0, 14.0, 12.61111111111111)","(21.0, 48.0, 30.0)","(10.0, 25.0, 24.57142857142857)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 95.0, 72.3913043478261)"
16-12-2022 15:43:18.355909,"(1.75, 1.93, 1.8918181818181818)","(9.0, 14.0, 12.214285714285714)","(21.0, 48.0, 30.0)","(10.0, 25.0, 24.57142857142857)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 9.225000000000001)","(21.0, 95.0, 80.0)"
16-12-2022 15:43:19.750931,"(1.75, 1.93, 1.8809090909090909)","(9.0, 14.0, 12.61111111111111)","(21.0, 48.0, 30.0)","(10.0, 25.0, 24.57142857142857)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 8.966666666666667)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:21.072262,"(1.75, 1.93, 1.8918181818181818)","(9.0, 14.0, 12.166666666666666)","(21.0, 48.0, 30.0)","(10.0, 25.0, 24.57142857142857)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:22.325365,"(1.75, 1.93, 1.8918181818181818)","(9.0, 13.0, 12.166666666666666)","(21.0, 48.0, 30.0)","(10.0, 25.0, 24.57142857142857)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 8.966666666666667)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:23.747546,"(1.75, 1.93, 1.8918181818181818)","(9.0, 13.0, 12.166666666666666)","(21.0, 48.0, 30.0)","(10.0, 25.0, 24.57142857142857)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 9.8, 9.225000000000001)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:25.196435,"(1.75, 1.93, 1.8809090909090909)","(9.0, 13.0, 12.7)","(21.0, 48.0, 30.0)","(10.0, 25.0, 24.57142857142857)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 9.225000000000001)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:26.427395,"(1.75, 1.93, 1.8809090909090909)","(9.0, 14.5, 12.7)","(21.0, 48.0, 30.0)","(10.0, 25.0, 24.57142857142857)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.26)","(5.5, 10.5, 9.225000000000001)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:27.646638,"(1.75, 1.93, 1.8809090909090909)","(9.0, 14.5, 12.205882352941176)","(21.0, 48.0, 30.0)","(10.0, 25.0, 25.066666666666666)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 10.5, 8.966666666666667)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:28.931343,"(1.75, 1.93, 1.8918181818181818)","(9.0, 13.5, 12.38888888888889)","(21.0, 48.0, 30.0)","(10.0, 26.0, 25.066666666666666)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 9.8, 8.966666666666667)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:30.209628,"(1.75, 1.93, 1.8918181818181818)","(9.0, 13.5, 12.38888888888889)","(21.0, 48.0, 30.0)","(10.0, 26.0, 25.066666666666666)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 9.8, 8.966666666666667)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:31.431830,"(1.75, 1.93, 1.8918181818181818)","(9.0, 13.5, 12.38888888888889)","(21.0, 48.0, 30.0)","(10.0, 26.0, 25.066666666666666)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 9.8, 8.971428571428572)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:32.591467,"(1.75, 1.93, 1.8809090909090909)","(9.0, 14.5, 12.7)","(21.0, 48.0, 30.0)","(10.0, 26.0, 25.066666666666666)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 10.0, 8.933333333333334)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:33.820647,"(1.75, 1.93, 1.8918181818181818)","(9.0, 13.5, 12.38888888888889)","(21.0, 48.0, 30.0)","(10.0, 26.0, 25.066666666666666)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 9.6, 9.183333333333334)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:35.134444,"(1.75, 1.93, 1.8918181818181818)","(9.0, 13.5, 12.38888888888889)","(21.0, 48.0, 30.0)","(10.0, 26.0, 25.066666666666666)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 9.6, 9.183333333333334)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:40.610008,"(1.75, 1.93, 1.8918181818181818)","(9.0, 13.5, 12.7)","(21.0, 48.0, 30.0)","(10.0, 26.0, 25.066666666666666)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 9.6, 9.771428571428572)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:42.176931,"(1.75, 1.93, 1.8809090909090909)","(9.0, 14.5, 12.38888888888889)","(21.0, 48.0, 32.75)","(10.0, 26.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 10.5, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:43.555697,"(1.75, 1.93, 1.8918181818181818)","(9.0, 13.5, 12.38888888888889)","(21.0, 44.0, 32.75)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:44.781210,"(1.75, 1.93, 1.8918181818181818)","(9.0, 13.5, 12.38888888888889)","(21.0, 44.0, 32.75)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:46.096700,"(1.75, 1.93, 1.8918181818181818)","(9.0, 14.5, 12.7)","(21.0, 44.0, 30.08695652173913)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:47.297996,"(1.75, 1.93, 1.8918181818181818)","(9.0, 13.5, 12.38888888888889)","(21.0, 44.0, 30.08695652173913)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:48.424908,"(1.75, 1.93, 1.8809090909090909)","(9.0, 13.5, 12.38888888888889)","(21.0, 44.0, 30.08695652173913)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 10.5, 10.235294117647058)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:49.725761,"(1.75, 1.93, 1.8809090909090909)","(9.0, 13.5, 12.38888888888889)","(21.0, 44.0, 30.08695652173913)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 10.5, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:50.913733,"(1.75, 1.93, 1.8918181818181818)","(9.0, 14.0, 12.75)","(21.0, 44.0, 30.08695652173913)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 9.8, 10.235294117647058)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:52.202970,"(1.75, 1.93, 1.8918181818181818)","(9.0, 13.0, 12.166666666666666)","(21.0, 44.0, 30.08695652173913)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 10.5, 10.235294117647058)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:53.501907,"(1.75, 1.93, 1.8918181818181818)","(9.0, 13.0, 12.166666666666666)","(21.0, 44.0, 30.08695652173913)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 10.5, 10.235294117647058)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:54.591348,"(1.75, 1.93, 1.8809090909090909)","(9.0, 13.0, 12.166666666666666)","(21.0, 44.0, 30.08695652173913)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 10.5, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:55.766388,"(1.75, 1.93, 1.8918181818181818)","(9.0, 14.0, 12.75)","(21.0, 44.0, 31.0)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:56.956995,"(1.75, 1.86, 1.8483333333333334)","(9.0, 13.0, 12.166666666666666)","(21.0, 44.0, 30.08695652173913)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:57.997192,"(1.75, 1.85, 1.8483333333333334)","(9.0, 13.0, 12.166666666666666)","(21.0, 44.0, 30.08695652173913)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 9.8, 10.235294117647058)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:43:59.215019,"(1.75, 1.85, 1.8483333333333334)","(9.0, 13.0, 12.75)","(21.0, 44.0, 30.08695652173913)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 10.5, 10.235294117647058)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:00.437050,"(1.75, 1.85, 1.85)","(9.0, 14.0, 12.75)","(21.0, 44.0, 30.08695652173913)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 10.5, 9.700000000000001)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:01.642388,"(1.75, 1.86, 1.85)","(9.0, 14.0, 12.166666666666666)","(21.0, 44.0, 30.08695652173913)","(10.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(5.5, 8.4, 7.28)","(5.5, 9.8, 9.700000000000001)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:02.841803,"(1.75, 1.86, 1.85)","(9.0, 13.0, 12.166666666666666)","(20.0, 44.0, 30.08695652173913)","(11.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 9.8, 9.700000000000001)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:04.088612,"(1.75, 1.86, 1.85)","(9.0, 13.0, 12.166666666666666)","(20.0, 44.0, 30.08695652173913)","(11.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 9.8, 10.235294117647058)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:05.511860,"(1.75, 1.86, 1.85)","(9.0, 13.0, 12.75)","(20.0, 44.0, 30.08695652173913)","(11.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 10.5, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:07.058730,"(1.75, 1.91, 1.865)","(9.0, 14.0, 12.166666666666666)","(20.0, 44.0, 30.08695652173913)","(11.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:08.392548,"(1.8, 1.91, 1.865)","(9.0, 13.0, 12.166666666666666)","(20.0, 44.0, 30.08695652173913)","(11.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:09.793076,"(1.8, 1.91, 1.865)","(9.0, 13.0, 12.166666666666666)","(20.0, 44.0, 30.08695652173913)","(11.0, 23.0, 22.714285714285715)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 9.8, 10.235294117647058)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:11.126571,"(1.8, 1.91, 1.865)","(9.0, 13.0, 12.227272727272727)","(20.0, 44.0, 30.08695652173913)","(11.0, 23.0, 23.333333333333332)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 10.5, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:12.408546,"(1.8, 1.91, 1.9033333333333333)","(9.0, 13.5, 12.227272727272727)","(20.0, 44.0, 30.08695652173913)","(11.0, 24.0, 23.333333333333332)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:13.644524,"(1.8, 1.91, 1.9033333333333333)","(9.0, 13.5, 12.227272727272727)","(20.0, 44.0, 30.08695652173913)","(11.0, 24.0, 23.333333333333332)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:15.119909,"(1.8, 1.93, 1.8887500000000002)","(9.0, 12.5, 11.944444444444445)","(20.0, 44.0, 30.08695652173913)","(11.0, 24.0, 23.333333333333332)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 9.8, 10.235294117647058)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:16.665399,"(1.8, 1.93, 1.885)","(9.0, 12.5, 12.115384615384615)","(20.0, 44.0, 38.0)","(11.0, 24.0, 23.333333333333332)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 10.5, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:17.869053,"(1.8, 1.92, 1.885625)","(9.0, 13.5, 12.115384615384615)","(20.0, 40.0, 38.0)","(11.0, 24.0, 23.333333333333332)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:19.066002,"(1.8, 1.91, 1.8783333333333334)","(9.0, 13.5, 11.944444444444445)","(20.0, 40.0, 36.25)","(11.0, 24.0, 23.333333333333332)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:20.393541,"(1.8, 1.91, 1.882857142857143)","(9.0, 12.5, 11.944444444444445)","(20.0, 38.0, 36.25)","(11.0, 24.0, 23.333333333333332)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 9.8, 10.235294117647058)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:21.687292,"(1.8, 1.91, 1.853)","(9.0, 12.5, 11.944444444444445)","(20.0, 38.0, 34.5)","(11.0, 24.0, 23.333333333333332)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 10.5, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
