,Shian Gizmo,Rosie Clare,Single Figures,Spring Oak,Our Opals,Thanks Mark,Spring Ethic,Big Apatite
10-01-2023 15:28:52.027849,"(5.5, 10.0, 6.405882352941177)","(17.0, 40.0, 26.666666666666664)","(11.0, 21.0, 18.05263157894737)","(6.5, 12.0, 8.533333333333333)","(1.85, 2.02, 1.87125)","(7.5, 25.0, 17.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 11.466666666666667)"
10-01-2023 15:28:53.152623,"(5.5, 10.0, 6.405882352941177)","(17.0, 40.0, 26.666666666666664)","(11.0, 21.0, 18.05263157894737)","(6.5, 12.0, 8.533333333333333)","(1.85, 2.02, 1.87125)","(7.5, 25.0, 17.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 11.466666666666667)"
10-01-2023 15:28:54.215631,"(5.5, 10.0, 6.405882352941177)","(17.0, 40.0, 26.666666666666664)","(11.0, 21.0, 18.05263157894737)","(6.5, 12.0, 8.533333333333333)","(1.85, 2.02, 1.87125)","(7.5, 25.0, 17.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 11.466666666666667)"
10-01-2023 15:28:55.266852,"(5.5, 10.0, 6.405882352941177)","(17.0, 40.0, 26.666666666666664)","(11.0, 21.0, 18.05263157894737)","(6.5, 12.0, 8.533333333333333)","(1.85, 2.02, 1.87125)","(7.5, 25.0, 17.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 11.466666666666667)"
10-01-2023 15:28:56.534727,"(5.5, 10.0, 6.405882352941177)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 16.92727272727273)","(6.5, 12.0, 9.485714285714286)","(1.85, 2.02, 1.87125)","(7.5, 25.0, 17.5)","(51.0, 390.0, 217.0)","(7.0, 13.5, 11.466666666666667)"
10-01-2023 15:28:57.639352,"(5.5, 10.0, 6.405882352941177)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 16.92727272727273)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.87125)","(7.5, 24.0, 17.5)","(51.0, 390.0, 217.0)","(7.0, 13.5, 11.466666666666667)"
10-01-2023 15:28:58.760681,"(5.5, 10.0, 6.405882352941177)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 16.92727272727273)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.87125)","(7.5, 24.0, 17.5)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:28:59.876129,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 16.92727272727273)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.87125)","(7.5, 24.0, 17.5)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:00.934605,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 16.92727272727273)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.87125)","(7.5, 24.0, 17.5)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:01.905502,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 16.92727272727273)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.87125)","(7.5, 24.0, 17.5)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:03.018872,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 16.92727272727273)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.87125)","(7.5, 24.0, 17.5)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:04.049396,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 16.733333333333334)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 25.0, 15.2)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:05.121333,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 16.733333333333334)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 25.0, 15.2)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:06.360621,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 16.733333333333334)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 25.0, 15.2)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:07.490710,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 16.733333333333334)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 25.0, 15.2)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:08.580797,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.0)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 25.0, 15.2)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:09.668420,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.0)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 25.0, 15.2)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:10.738912,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.0)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 25.0, 15.2)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:11.838813,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.0)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 25.0, 15.2)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:12.914847,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 25.0, 15.2)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:13.966741,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 25.0, 15.2)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:15.060901,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 25.0, 15.2)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:16.207752,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 25.0, 15.2)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:17.421130,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 25.0, 19.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:18.446029,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:19.561463,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:20.755547,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:22.004917,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:23.122116,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:24.300341,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:25.407218,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:26.457747,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:27.504571,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:28.622359,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:29.787429,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:30.932033,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:32.030931,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:33.095006,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:34.266294,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 23.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:35.400222,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 23.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:36.630703,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 23.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:37.788482,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 23.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:38.972326,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 23.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:40.188725,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 23.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:41.292342,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 23.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:42.338808,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 23.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:43.418432,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 23.0)","(51.0, 390.0, 217.0)","(7.0, 13.5, 9.566666666666666)"
10-01-2023 15:29:44.564422,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.25)","(51.0, 390.0, 217.0)","(7.0, 13.5, 8.514285714285714)"
10-01-2023 15:29:45.728757,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.25)","(51.0, 390.0, 217.0)","(7.0, 14.0, 8.514285714285714)"
10-01-2023 15:29:46.775853,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 19.5)","(51.0, 390.0, 217.0)","(7.0, 14.0, 8.514285714285714)"
10-01-2023 15:29:47.851789,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 27.0, 24.0)","(51.0, 390.0, 217.0)","(7.0, 14.0, 8.514285714285714)"
10-01-2023 15:29:48.983457,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 217.0)","(7.0, 14.0, 8.514285714285714)"
10-01-2023 15:29:50.126304,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 217.0)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:29:51.261494,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 217.0)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:29:52.417710,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 217.0)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:29:53.622146,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 217.0)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:29:54.765971,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 217.0)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:29:55.884035,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 217.0)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:29:56.913918,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 217.0)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:29:58.041094,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 217.0)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:29:59.216805,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 217.0)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:00.370960,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 217.0)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:01.544757,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 217.0)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:02.658471,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:03.809047,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:04.966721,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:06.071863,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:07.117030,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:08.312787,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:09.540013,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:10.707416,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:11.825072,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:12.887902,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:14.045891,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:15.093838,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:16.121645,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:17.354308,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:18.616396,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:19.866207,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:21.014525,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:22.204304,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:23.496374,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
10-01-2023 15:30:24.865413,"(5.5, 10.0, 5.728571428571429)","(17.0, 40.0, 27.200000000000003)","(11.0, 21.0, 13.363636363636363)","(6.5, 11.5, 9.485714285714286)","(1.85, 2.02, 1.81875)","(7.5, 28.0, 24.0)","(51.0, 390.0, 246.66666666666669)","(7.0, 14.0, 9.733333333333333)"
