,Our Girl Socks,Grants Treasure,Gerrys Gift,No Return,Dynamite Swan,Aston Cristiano,Boot A Dream,Lofty
10-01-2023 20:12:49.885776,"(6.0, 7.8, 7.3)","(26.0, 80.0, 71.2)","(15.0, 34.0, 26.0)","(16.0, 30.0, 29.192307692307693)","(2.3, 2.6, 2.5168)","(4.6, 7.8, 7.533333333333333)","(26.0, 60.0, 45.23076923076923)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:12:51.014439,"(6.0, 7.8, 7.305882352941176)","(26.0, 80.0, 71.2)","(15.0, 34.0, 26.0)","(16.0, 30.0, 29.192307692307693)","(2.3, 2.6, 2.5168)","(4.6, 7.8, 7.533333333333333)","(26.0, 60.0, 45.23076923076923)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:12:52.171941,"(6.0, 7.8, 7.305882352941176)","(26.0, 80.0, 71.2)","(15.0, 34.0, 26.0)","(16.0, 30.0, 29.192307692307693)","(2.3, 2.6, 2.5168)","(4.6, 7.8, 7.533333333333333)","(26.0, 60.0, 45.23076923076923)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:12:53.311364,"(6.0, 7.8, 7.305882352941176)","(26.0, 80.0, 71.2)","(15.0, 34.0, 26.0)","(16.0, 30.0, 29.192307692307693)","(2.3, 2.6, 2.5168)","(4.6, 7.8, 7.533333333333333)","(26.0, 60.0, 45.23076923076923)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:12:54.426376,"(6.0, 7.8, 7.305882352941176)","(26.0, 80.0, 71.2)","(15.0, 34.0, 26.0)","(16.0, 30.0, 29.192307692307693)","(2.3, 2.6, 2.535)","(4.6, 7.8, 7.533333333333333)","(26.0, 60.0, 45.23076923076923)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:12:55.486840,"(6.0, 7.8, 7.305882352941176)","(26.0, 80.0, 61.14285714285714)","(15.0, 34.0, 26.0)","(16.0, 30.0, 27.0)","(2.3, 2.6, 2.535)","(4.6, 7.8, 7.533333333333333)","(26.0, 60.0, 45.23076923076923)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:12:56.585104,"(6.0, 7.8, 7.305882352941176)","(26.0, 80.0, 53.6)","(15.0, 34.0, 21.0)","(16.0, 30.0, 29.1)","(2.3, 2.6, 2.505714285714286)","(4.6, 8.0, 7.4)","(26.0, 60.0, 48.36363636363636)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:12:57.641069,"(6.0, 7.8, 7.305882352941176)","(26.0, 80.0, 58.0)","(15.0, 36.0, 21.0)","(16.0, 30.0, 29.1)","(2.3, 2.6, 2.505714285714286)","(4.6, 8.0, 7.4)","(26.0, 60.0, 48.36363636363636)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:12:58.715685,"(6.0, 7.8, 7.305882352941176)","(26.0, 80.0, 58.0)","(15.0, 36.0, 21.0)","(16.0, 30.0, 29.1)","(2.3, 2.6, 2.505714285714286)","(4.6, 8.0, 7.4)","(26.0, 60.0, 48.36363636363636)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:12:59.815760,"(6.0, 7.8, 7.305882352941176)","(26.0, 80.0, 58.0)","(15.0, 36.0, 21.0)","(16.0, 30.0, 29.1)","(2.3, 2.6, 2.505714285714286)","(4.6, 8.0, 7.4)","(26.0, 60.0, 48.36363636363636)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:13:00.898962,"(6.0, 7.8, 7.305882352941176)","(26.0, 80.0, 58.0)","(15.0, 36.0, 21.0)","(16.0, 30.0, 29.1)","(2.3, 2.6, 2.505714285714286)","(4.6, 8.0, 7.4)","(26.0, 60.0, 48.36363636363636)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:13:02.016276,"(6.0, 7.8, 7.305882352941176)","(26.0, 80.0, 58.0)","(15.0, 36.0, 21.0)","(16.0, 30.0, 29.1)","(2.3, 2.6, 2.505714285714286)","(4.6, 8.0, 7.4)","(26.0, 60.0, 48.36363636363636)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:13:03.102668,"(6.0, 7.8, 7.305882352941176)","(26.0, 80.0, 58.0)","(15.0, 36.0, 21.0)","(16.0, 30.0, 29.526315789473685)","(2.3, 2.6, 2.505714285714286)","(4.6, 8.0, 7.4)","(26.0, 60.0, 42.0)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:13:04.160552,"(6.0, 7.8, 6.885714285714285)","(26.0, 70.0, 63.2)","(15.0, 34.0, 20.666666666666668)","(16.0, 30.0, 29.526315789473685)","(2.3, 2.6, 2.505714285714286)","(4.6, 8.0, 7.4)","(26.0, 60.0, 41.17647058823529)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:13:05.263766,"(6.0, 7.6, 6.957142857142856)","(26.0, 70.0, 63.2)","(15.0, 32.0, 30.444444444444443)","(16.0, 30.0, 26.0)","(2.3, 2.6, 2.505714285714286)","(4.6, 8.0, 7.4)","(26.0, 60.0, 41.17647058823529)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:13:06.315658,"(6.0, 7.4, 7.266666666666667)","(26.0, 70.0, 63.2)","(15.0, 32.0, 30.6)","(16.0, 30.0, 29.11111111111111)","(2.3, 2.6, 2.505714285714286)","(4.6, 8.0, 7.4)","(26.0, 60.0, 41.17647058823529)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:13:07.454000,"(6.0, 7.4, 6.822222222222222)","(26.0, 70.0, 51.111111111111114)","(15.0, 32.0, 31.44)","(16.0, 30.0, 29.125)","(2.3, 2.6, 2.505714285714286)","(4.6, 8.0, 7.571428571428571)","(26.0, 60.0, 41.17647058823529)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:13:08.603987,"(6.0, 7.4, 6.5875)","(26.0, 70.0, 41.666666666666664)","(15.0, 32.0, 31.44)","(16.0, 30.0, 29.125)","(2.3, 2.6, 2.505714285714286)","(4.6, 8.0, 7.571428571428571)","(26.0, 60.0, 41.17647058823529)","(3.4, 4.8, 4.466666666666667)"
10-01-2023 20:13:09.710045,"(6.0, 7.4, 6.752941176470588)","(26.0, 70.0, 39.4)","(15.0, 34.0, 30.25)","(16.0, 30.0, 29.125)","(2.3, 2.6, 2.505714285714286)","(4.6, 8.0, 7.571428571428571)","(26.0, 60.0, 41.17647058823529)","(3.4, 4.8, 4.633333333333334)"
10-01-2023 20:13:10.861513,"(6.0, 7.4, 6.752941176470588)","(26.0, 70.0, 39.4)","(15.0, 34.0, 30.375)","(16.0, 30.0, 29.53333333333333)","(2.3, 2.6, 2.504)","(4.6, 8.0, 7.571428571428571)","(26.0, 60.0, 41.17647058823529)","(3.4, 4.8, 4.55)"
10-01-2023 20:13:11.897075,"(6.0, 7.4, 6.546341463414635)","(26.0, 70.0, 39.4)","(15.0, 34.0, 30.375)","(16.0, 30.0, 29.53333333333333)","(2.3, 2.6, 2.504)","(4.6, 8.0, 7.571428571428571)","(26.0, 60.0, 41.17647058823529)","(3.4, 4.8, 4.55)"
10-01-2023 20:13:12.983100,"(6.0, 7.4, 6.546341463414635)","(26.0, 70.0, 39.4)","(15.0, 34.0, 31.1)","(16.0, 30.0, 29.53333333333333)","(2.3, 2.6, 2.504)","(4.6, 8.0, 7.571428571428571)","(26.0, 60.0, 41.17647058823529)","(3.4, 4.8, 4.55)"
10-01-2023 20:13:14.128554,"(6.0, 7.2, 6.742857142857143)","(26.0, 70.0, 39.4)","(15.0, 34.0, 32.6)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.4903703703703703)","(4.6, 8.0, 7.571428571428571)","(26.0, 60.0, 41.17647058823529)","(3.4, 4.8, 4.55)"
10-01-2023 20:13:15.263202,"(6.0, 7.0, 6.85)","(26.0, 60.0, 48.0)","(15.0, 34.0, 31.833333333333332)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.62, 2.5733333333333333)","(4.6, 8.0, 7.571428571428571)","(26.0, 60.0, 33.76923076923077)","(3.4, 4.8, 4.55)"
10-01-2023 20:13:16.412988,"(6.0, 7.0, 6.828571428571428)","(26.0, 60.0, 50.4)","(15.0, 34.0, 31.11111111111111)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.56)","(4.6, 8.0, 7.571428571428571)","(26.0, 60.0, 41.4)","(3.4, 4.8, 4.55)"
10-01-2023 20:13:17.561311,"(6.0, 7.0, 6.828571428571428)","(26.0, 65.0, 59.2)","(15.0, 34.0, 25.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.56)","(4.6, 8.0, 7.571428571428571)","(26.0, 60.0, 45.8)","(3.4, 4.8, 4.55)"
10-01-2023 20:13:18.681630,"(6.0, 7.0, 6.828571428571428)","(26.0, 55.0, 51.2)","(15.0, 34.0, 31.6)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.56)","(4.6, 8.0, 7.571428571428571)","(26.0, 50.0, 45.8)","(3.4, 4.8, 4.55)"
10-01-2023 20:13:19.772284,"(6.0, 7.0, 6.828571428571428)","(26.0, 55.0, 51.2)","(15.0, 34.0, 31.6)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.56)","(4.6, 8.0, 7.571428571428571)","(26.0, 50.0, 45.8)","(3.4, 4.8, 4.55)"
10-01-2023 20:13:20.788742,"(6.0, 7.0, 6.828571428571428)","(26.0, 55.0, 51.2)","(15.0, 34.0, 31.75)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.56)","(4.6, 8.0, 7.571428571428571)","(26.0, 50.0, 40.30769230769231)","(3.4, 4.8, 4.55)"
10-01-2023 20:13:21.886797,"(6.0, 7.0, 6.828571428571428)","(26.0, 55.0, 44.44444444444444)","(15.0, 34.0, 32.714285714285715)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.5733333333333333)","(4.6, 8.0, 7.571428571428571)","(26.0, 50.0, 45.625)","(3.4, 4.8, 4.725)"
10-01-2023 20:13:23.000731,"(6.0, 7.0, 6.828571428571428)","(26.0, 50.0, 47.2)","(15.0, 34.0, 32.714285714285715)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.5733333333333333)","(4.6, 8.0, 7.571428571428571)","(26.0, 48.0, 45.625)","(3.3, 4.8, 4.725)"
10-01-2023 20:13:24.113589,"(6.0, 7.0, 6.828571428571428)","(31.0, 50.0, 47.2)","(16.0, 34.0, 32.714285714285715)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.5733333333333333)","(4.6, 8.0, 7.571428571428571)","(26.0, 48.0, 43.875)","(3.3, 4.8, 4.725)"
10-01-2023 20:13:25.437251,"(6.0, 7.0, 6.828571428571428)","(31.0, 48.0, 45.6)","(16.0, 34.0, 32.714285714285715)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.5733333333333333)","(4.6, 8.0, 7.571428571428571)","(26.0, 46.0, 43.875)","(3.3, 4.8, 4.851612903225806)"
10-01-2023 20:13:26.586821,"(6.0, 7.0, 6.828571428571428)","(31.0, 48.0, 45.6)","(16.0, 34.0, 32.714285714285715)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.533333333333333)","(4.6, 8.0, 7.7272727272727275)","(26.0, 46.0, 43.33333333333333)","(3.3, 4.9, 4.94)"
10-01-2023 20:13:27.756348,"(6.0, 7.0, 6.828571428571428)","(31.0, 48.0, 45.6)","(16.0, 34.0, 32.758620689655174)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.4506666666666668)","(4.6, 8.0, 7.571428571428571)","(26.0, 46.0, 41.0)","(3.3, 5.0, 4.95)"
10-01-2023 20:13:28.827500,"(6.0, 7.0, 6.76)","(31.0, 48.0, 40.0)","(16.0, 34.0, 25.75)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.4506666666666668)","(4.6, 8.0, 7.571428571428571)","(26.0, 44.0, 41.0)","(3.3, 5.1, 4.95)"
10-01-2023 20:13:30.145767,"(6.0, 7.0, 6.76)","(31.0, 48.0, 40.0)","(16.0, 34.0, 32.9)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.473846153846154)","(4.6, 8.0, 7.869565217391305)","(26.0, 44.0, 35.27272727272727)","(3.3, 5.2, 5.075)"
10-01-2023 20:13:31.317949,"(6.0, 7.0, 6.76)","(31.0, 48.0, 40.0)","(16.0, 34.0, 33.421052631578945)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.473846153846154)","(4.6, 8.0, 7.869565217391305)","(26.0, 44.0, 36.0)","(3.3, 5.2, 5.075)"
10-01-2023 20:13:32.413616,"(6.0, 7.0, 6.76)","(31.0, 48.0, 37.714285714285715)","(16.0, 34.0, 33.421052631578945)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.473846153846154)","(4.6, 8.0, 7.869565217391305)","(26.0, 44.0, 37.0)","(3.3, 5.2, 5.075)"
10-01-2023 20:13:33.500674,"(6.0, 7.0, 6.76)","(31.0, 46.0, 41.0)","(16.0, 34.0, 34.5)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.473846153846154)","(4.6, 8.0, 7.869565217391305)","(26.0, 44.0, 37.0)","(3.3, 5.2, 5.075)"
10-01-2023 20:13:34.564675,"(6.0, 7.0, 6.76)","(31.0, 46.0, 37.111111111111114)","(16.0, 38.0, 34.5)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.473846153846154)","(4.6, 8.0, 7.869565217391305)","(26.0, 44.0, 38.0)","(3.3, 5.2, 5.075)"
10-01-2023 20:13:35.680068,"(6.0, 7.0, 6.76)","(31.0, 46.0, 37.42857142857143)","(16.0, 38.0, 36.6)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.473846153846154)","(4.6, 8.0, 7.869565217391305)","(26.0, 42.0, 38.0)","(3.3, 5.2, 5.142307692307693)"
10-01-2023 20:13:36.850120,"(6.0, 7.0, 6.6571428571428575)","(31.0, 46.0, 37.42857142857143)","(16.0, 38.0, 36.6)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.473846153846154)","(4.6, 8.0, 7.869565217391305)","(26.0, 42.0, 38.0)","(3.3, 5.2, 5.15)"
10-01-2023 20:13:37.954998,"(6.0, 7.0, 6.6571428571428575)","(31.0, 46.0, 37.42857142857143)","(16.0, 38.0, 36.6)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.4766666666666666)","(4.6, 8.0, 7.869565217391305)","(26.0, 42.0, 36.666666666666664)","(3.3, 5.2, 5.15)"
10-01-2023 20:13:39.074204,"(6.0, 7.0, 6.6571428571428575)","(31.0, 46.0, 37.42857142857143)","(16.0, 38.0, 37.3)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.4766666666666666)","(4.6, 8.0, 7.869565217391305)","(26.0, 40.0, 36.666666666666664)","(3.3, 5.2, 5.15)"
10-01-2023 20:13:40.220671,"(6.0, 7.0, 6.6571428571428575)","(31.0, 46.0, 37.42857142857143)","(16.0, 38.0, 37.3)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.4766666666666666)","(4.6, 8.0, 7.869565217391305)","(26.0, 40.0, 32.22222222222222)","(3.3, 5.2, 5.15)"
10-01-2023 20:13:41.434896,"(6.0, 7.0, 6.6571428571428575)","(31.0, 46.0, 37.42857142857143)","(16.0, 38.0, 37.3)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.4766666666666666)","(4.6, 8.0, 7.869565217391305)","(26.0, 40.0, 32.22222222222222)","(3.3, 5.2, 5.15)"
10-01-2023 20:13:42.523020,"(6.0, 7.0, 6.6571428571428575)","(31.0, 46.0, 37.42857142857143)","(16.0, 38.0, 37.3)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.4623255813953486)","(4.6, 8.0, 7.869565217391305)","(26.0, 40.0, 32.22222222222222)","(3.3, 5.2, 5.15)"
10-01-2023 20:13:43.615141,"(6.0, 7.0, 6.6571428571428575)","(31.0, 46.0, 37.42857142857143)","(16.0, 38.0, 37.3)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.6, 2.545)","(4.6, 8.0, 7.869565217391305)","(26.0, 40.0, 32.22222222222222)","(3.3, 5.2, 4.9750000000000005)"
10-01-2023 20:13:44.724914,"(6.0, 7.0, 6.6571428571428575)","(31.0, 46.0, 37.42857142857143)","(16.0, 38.0, 37.3)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.58, 2.5300000000000002)","(4.6, 8.0, 7.869565217391305)","(26.0, 40.0, 32.22222222222222)","(3.3, 5.2, 4.9750000000000005)"
10-01-2023 20:13:45.840126,"(6.0, 7.0, 6.6571428571428575)","(31.0, 46.0, 39.45454545454545)","(16.0, 38.0, 31.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.525714285714286)","(4.6, 8.0, 7.869565217391305)","(26.0, 40.0, 35.333333333333336)","(3.3, 5.2, 5.2)"
10-01-2023 20:13:46.985807,"(6.0, 7.0, 6.6571428571428575)","(31.0, 46.0, 39.45454545454545)","(16.0, 38.0, 27.6)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.525714285714286)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 35.333333333333336)","(3.3, 5.3, 5.2)"
10-01-2023 20:13:48.101297,"(6.0, 7.0, 6.6000000000000005)","(31.0, 46.0, 39.45454545454545)","(16.0, 38.0, 27.6)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.525714285714286)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 35.333333333333336)","(3.3, 5.3, 5.2)"
10-01-2023 20:13:49.185605,"(6.0, 7.0, 6.6000000000000005)","(31.0, 46.0, 39.45454545454545)","(16.0, 38.0, 27.6)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.525714285714286)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.3, 5.3090909090909095)"
10-01-2023 20:13:50.235664,"(6.0, 7.0, 6.481818181818182)","(31.0, 46.0, 39.45454545454545)","(16.0, 38.0, 34.53333333333333)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.525714285714286)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.4, 5.3875)"
10-01-2023 20:13:51.349296,"(6.0, 7.0, 6.366666666666667)","(31.0, 46.0, 39.45454545454545)","(16.0, 38.0, 34.53333333333333)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.525714285714286)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.5, 5.3)"
10-01-2023 20:13:52.423211,"(6.0, 7.0, 6.276190476190476)","(31.0, 46.0, 39.45454545454545)","(16.0, 38.0, 34.53333333333333)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.4945454545454546)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.5, 5.428571428571429)"
10-01-2023 20:13:53.537115,"(6.0, 7.0, 6.276190476190476)","(31.0, 46.0, 39.45454545454545)","(16.0, 38.0, 33.2)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.4752941176470586)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.5, 5.366666666666666)"
10-01-2023 20:13:54.673267,"(6.0, 7.0, 6.276190476190476)","(31.0, 46.0, 38.8)","(16.0, 38.0, 33.2)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.4699999999999998)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.5, 5.366666666666666)"
10-01-2023 20:13:55.785405,"(6.0, 7.0, 6.276190476190476)","(31.0, 46.0, 38.8)","(16.0, 38.0, 33.2)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.4699999999999998)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.5, 5.366666666666666)"
10-01-2023 20:13:56.867966,"(6.0, 7.0, 6.276190476190476)","(31.0, 46.0, 38.8)","(16.0, 38.0, 35.473684210526315)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.4699999999999998)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.5, 5.366666666666666)"
10-01-2023 20:13:58.019317,"(6.0, 7.0, 6.276190476190476)","(31.0, 46.0, 38.8)","(16.0, 38.0, 35.473684210526315)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.4699999999999998)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.3, 5.5, 5.366666666666666)"
10-01-2023 20:13:59.138091,"(6.0, 7.0, 6.276190476190476)","(31.0, 46.0, 38.8)","(16.0, 38.0, 35.473684210526315)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.4699999999999998)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.3, 5.5, 5.366666666666666)"
10-01-2023 20:14:00.241791,"(6.0, 7.0, 6.276190476190476)","(31.0, 44.0, 34.714285714285715)","(16.0, 38.0, 35.473684210526315)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.4699999999999998)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.3, 5.5, 5.452941176470588)"
10-01-2023 20:14:01.293819,"(6.0, 7.0, 6.276190476190476)","(31.0, 44.0, 33.42372881355932)","(16.0, 38.0, 35.473684210526315)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.4699999999999998)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.3, 5.5, 5.5)"
10-01-2023 20:14:02.287402,"(6.0, 7.0, 6.276190476190476)","(31.0, 44.0, 33.47945205479452)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.4775)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.3, 5.6, 5.65)"
10-01-2023 20:14:03.322714,"(6.0, 7.0, 6.276190476190476)","(31.0, 44.0, 33.47945205479452)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.4699999999999998)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.7, 5.58)"
10-01-2023 20:14:04.332338,"(6.0, 7.0, 6.525)","(31.0, 44.0, 33.028571428571425)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.48)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.6230769230769235)"
10-01-2023 20:14:05.394858,"(6.0, 7.0, 6.525)","(31.0, 44.0, 33.028571428571425)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.48)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.6230769230769235)"
10-01-2023 20:14:06.450034,"(6.0, 7.0, 6.525)","(31.0, 44.0, 33.028571428571425)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.48)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.6230769230769235)"
10-01-2023 20:14:07.521679,"(6.0, 7.0, 6.525)","(31.0, 44.0, 33.028571428571425)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.428)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.6230769230769235)"
10-01-2023 20:14:08.593277,"(6.0, 7.0, 6.415384615384616)","(31.0, 44.0, 33.028571428571425)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.54, 2.425)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.6230769230769235)"
10-01-2023 20:14:09.673804,"(6.0, 7.0, 6.386666666666667)","(31.0, 44.0, 33.028571428571425)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.52, 2.4299999999999997)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.6230769230769235)"
10-01-2023 20:14:10.684846,"(6.0, 7.0, 6.386666666666667)","(31.0, 44.0, 33.028571428571425)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.48, 2.4299999999999997)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.6230769230769235)"
10-01-2023 20:14:11.696332,"(6.0, 7.0, 6.386666666666667)","(31.0, 44.0, 37.15942028985507)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.48, 2.477777777777778)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.6230769230769235)"
10-01-2023 20:14:12.767096,"(6.0, 7.0, 6.386666666666667)","(31.0, 44.0, 37.15942028985507)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.48, 2.4690909090909092)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.6230769230769235)"
10-01-2023 20:14:13.852596,"(6.0, 7.0, 6.386666666666667)","(31.0, 44.0, 37.15942028985507)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.48, 2.466666666666667)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.675)"
10-01-2023 20:14:14.955107,"(6.0, 7.0, 6.386666666666667)","(31.0, 44.0, 37.15942028985507)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.5, 2.466666666666667)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.675)"
10-01-2023 20:14:16.109838,"(6.0, 7.0, 6.386666666666667)","(31.0, 44.0, 36.36363636363637)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.5, 2.4583333333333335)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.483333333333333)"
10-01-2023 20:14:17.170896,"(6.0, 7.0, 6.386666666666667)","(31.0, 42.0, 40.0)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.416666666666668)","(2.3, 2.5, 2.4583333333333335)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.483333333333333)"
10-01-2023 20:14:18.241585,"(6.0, 7.0, 6.386666666666667)","(31.0, 42.0, 37.5)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4583333333333335)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.483333333333333)"
10-01-2023 20:14:19.218068,"(6.0, 7.0, 6.386666666666667)","(31.0, 42.0, 37.5)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4583333333333335)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.483333333333333)"
10-01-2023 20:14:20.246490,"(6.0, 7.0, 6.386666666666667)","(31.0, 42.0, 33.529411764705884)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4583333333333335)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.483333333333333)"
