,Roll Along Jane,Anyonewilldo,No Rushing,Redbank Harry,Screentime,Paddy Mach,Smokin Pocket,Our Rocky,Miami Surf,Hilly
09-01-2023 15:23:42.226226,"(5.0, 7.2, 6.66875)","(51.0, 170.0, 87.33333333333334)","(15.0, 21.0, 18.272727272727273)","(3.7, 4.5, 4.2)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 9.392857142857142)","(31.0, 100.0, 85.33333333333333)","(6.0, 7.8, 7.142857142857143)","(4.2, 6.4, 6.15)","(8.0, 12.0, 11.36)"
09-01-2023 15:23:43.432419,"(5.0, 7.2, 6.66875)","(51.0, 170.0, 87.33333333333334)","(15.0, 21.0, 19.0)","(3.7, 4.5, 4.2)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 9.392857142857142)","(31.0, 100.0, 85.33333333333333)","(6.0, 8.6, 8.061538461538461)","(4.2, 6.4, 5.672727272727273)","(8.0, 12.0, 11.36)"
09-01-2023 15:23:44.571643,"(5.0, 7.2, 6.472727272727273)","(51.0, 170.0, 87.33333333333334)","(15.0, 21.0, 19.0)","(3.7, 4.5, 4.2)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 9.392857142857142)","(31.0, 100.0, 85.33333333333333)","(6.0, 8.4, 7.3)","(4.2, 6.4, 5.672727272727273)","(8.0, 12.0, 11.36)"
09-01-2023 15:23:45.801476,"(5.0, 7.2, 6.472727272727273)","(51.0, 170.0, 87.33333333333334)","(15.0, 21.0, 19.0)","(3.7, 4.5, 4.2)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 9.392857142857142)","(31.0, 100.0, 85.33333333333333)","(6.0, 8.2, 7.0)","(4.2, 6.4, 5.672727272727273)","(8.0, 12.0, 11.36)"
09-01-2023 15:23:47.177106,"(5.0, 7.2, 6.472727272727273)","(51.0, 170.0, 87.33333333333334)","(15.0, 21.0, 19.0)","(3.7, 4.5, 4.2)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 9.392857142857142)","(31.0, 100.0, 85.33333333333333)","(6.0, 8.2, 7.55)","(4.2, 6.4, 5.672727272727273)","(8.0, 12.0, 11.36)"
09-01-2023 15:23:48.574339,"(5.0, 7.2, 6.472727272727273)","(51.0, 170.0, 87.33333333333334)","(15.0, 21.0, 19.0)","(3.7, 4.5, 4.2)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 9.392857142857142)","(31.0, 100.0, 85.33333333333333)","(6.0, 8.0, 7.181818181818182)","(4.2, 6.4, 5.672727272727273)","(8.0, 12.0, 11.36)"
09-01-2023 15:23:50.103707,"(5.0, 7.2, 6.472727272727273)","(51.0, 170.0, 87.33333333333334)","(15.0, 21.0, 19.0)","(3.7, 4.5, 4.225)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 9.392857142857142)","(31.0, 100.0, 85.33333333333333)","(6.0, 8.0, 7.722222222222222)","(4.2, 6.4, 5.672727272727273)","(8.0, 12.0, 11.36)"
09-01-2023 15:23:51.475469,"(5.0, 7.2, 6.472727272727273)","(51.0, 170.0, 87.33333333333334)","(15.0, 21.0, 19.0)","(3.7, 4.5, 4.225)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 9.392857142857142)","(31.0, 100.0, 81.71428571428571)","(6.0, 8.0, 7.55)","(4.2, 6.4, 5.672727272727273)","(8.0, 12.0, 11.36)"
09-01-2023 15:23:52.684002,"(5.0, 7.2, 6.472727272727273)","(51.0, 170.0, 87.33333333333334)","(15.0, 21.0, 19.0)","(3.7, 4.5, 4.225)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 9.392857142857142)","(31.0, 100.0, 81.71428571428571)","(6.0, 8.0, 6.623529411764706)","(4.2, 6.4, 5.672727272727273)","(8.0, 12.0, 11.36)"
09-01-2023 15:23:53.983972,"(5.0, 7.2, 6.472727272727273)","(51.0, 170.0, 87.33333333333334)","(15.0, 21.0, 19.0)","(3.7, 4.5, 4.225)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 9.392857142857142)","(31.0, 100.0, 81.71428571428571)","(6.0, 8.6, 6.135)","(4.2, 6.4, 5.672727272727273)","(8.0, 12.0, 11.36)"
09-01-2023 15:23:55.221455,"(5.0, 7.2, 6.472727272727273)","(51.0, 170.0, 87.33333333333334)","(15.0, 21.0, 19.2)","(3.7, 4.5, 4.15)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 8.566666666666666)","(31.0, 100.0, 81.71428571428571)","(6.0, 8.6, 7.777777777777778)","(4.2, 6.4, 5.672727272727273)","(8.0, 12.0, 11.36)"
09-01-2023 15:23:56.398839,"(5.0, 7.2, 6.128571428571429)","(51.0, 170.0, 87.33333333333334)","(15.0, 21.0, 19.2)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 8.566666666666666)","(31.0, 100.0, 81.71428571428571)","(6.0, 7.8, 8.146666666666667)","(4.2, 6.4, 5.672727272727273)","(8.0, 12.0, 10.0)"
09-01-2023 15:23:57.587547,"(5.0, 7.2, 6.5181818181818185)","(51.0, 170.0, 87.33333333333334)","(15.0, 21.0, 19.2)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 8.566666666666666)","(31.0, 100.0, 81.71428571428571)","(6.0, 8.6, 8.08148148148148)","(4.2, 6.4, 5.672727272727273)","(8.0, 12.0, 10.0)"
09-01-2023 15:23:58.810396,"(5.0, 7.2, 6.5181818181818185)","(51.0, 170.0, 87.33333333333334)","(15.0, 21.0, 18.88888888888889)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 8.566666666666666)","(31.0, 100.0, 81.71428571428571)","(6.0, 8.6, 6.818181818181818)","(4.2, 6.4, 5.672727272727273)","(8.0, 12.0, 10.0)"
09-01-2023 15:23:59.980153,"(5.0, 7.2, 6.5181818181818185)","(51.0, 170.0, 87.33333333333334)","(15.0, 20.0, 17.916666666666668)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 8.566666666666666)","(31.0, 100.0, 81.71428571428571)","(6.0, 8.6, 6.696)","(4.2, 6.4, 5.828571428571429)","(8.0, 12.0, 11.0)"
09-01-2023 15:24:01.218190,"(5.0, 7.2, 6.5181818181818185)","(51.0, 170.0, 87.33333333333334)","(15.0, 20.0, 17.916666666666668)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 8.566666666666666)","(31.0, 100.0, 81.71428571428571)","(6.0, 8.6, 8.185714285714285)","(4.2, 6.4, 5.828571428571429)","(8.0, 12.0, 11.333333333333332)"
09-01-2023 15:24:02.470962,"(5.0, 7.2, 6.5181818181818185)","(51.0, 170.0, 87.33333333333334)","(15.0, 20.0, 17.916666666666668)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 8.566666666666666)","(31.0, 100.0, 81.71428571428571)","(6.0, 8.2, 7.8533333333333335)","(4.2, 6.4, 5.828571428571429)","(8.0, 12.0, 11.333333333333332)"
09-01-2023 15:24:03.675311,"(5.0, 7.2, 6.5181818181818185)","(51.0, 170.0, 87.33333333333334)","(15.0, 20.0, 17.916666666666668)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 8.566666666666666)","(31.0, 100.0, 81.71428571428571)","(6.0, 8.6, 6.463157894736842)","(4.2, 6.4, 5.828571428571429)","(8.0, 12.0, 10.133333333333333)"
09-01-2023 15:24:04.890761,"(5.0, 7.2, 6.5181818181818185)","(51.0, 170.0, 87.33333333333334)","(15.0, 20.0, 17.916666666666668)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 8.566666666666666)","(31.0, 100.0, 81.71428571428571)","(6.0, 8.6, 7.566666666666667)","(4.2, 6.4, 5.828571428571429)","(8.0, 12.0, 10.133333333333333)"
09-01-2023 15:24:06.376308,"(5.0, 7.2, 6.5181818181818185)","(51.0, 170.0, 87.33333333333334)","(15.0, 20.0, 17.916666666666668)","(3.7, 4.5, 4.25)","(12.0, 23.0, 17.0625)","(8.0, 10.5, 9.728571428571428)","(31.0, 100.0, 84.5)","(6.0, 8.4, 7.922222222222222)","(4.2, 6.4, 5.828571428571429)","(8.0, 12.0, 10.879999999999999)"
09-01-2023 15:24:07.656713,"(5.0, 7.0, 5.333333333333333)","(51.0, 170.0, 77.0)","(15.0, 20.0, 17.75)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.666666666666668)","(8.0, 10.5, 9.4875)","(31.0, 100.0, 79.33333333333334)","(6.0, 8.2, 6.888888888888889)","(4.2, 6.4, 5.828571428571429)","(8.0, 12.0, 11.066666666666666)"
09-01-2023 15:24:08.941313,"(5.0, 6.8, 6.2)","(51.0, 170.0, 77.0)","(15.0, 20.0, 16.625)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.666666666666668)","(8.0, 10.5, 9.825)","(31.0, 100.0, 84.5)","(6.0, 8.0, 6.615384615384615)","(4.2, 6.4, 5.828571428571429)","(8.0, 12.0, 11.066666666666666)"
09-01-2023 15:24:10.235521,"(5.0, 6.8, 5.9)","(51.0, 170.0, 84.0)","(15.0, 20.0, 17.75)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.666666666666668)","(8.0, 10.5, 9.825)","(31.0, 100.0, 64.0)","(6.0, 8.0, 7.911111111111111)","(4.2, 6.4, 5.828571428571429)","(8.0, 12.0, 11.066666666666666)"
09-01-2023 15:24:11.462861,"(5.0, 6.8, 5.5249999999999995)","(51.0, 160.0, 84.0)","(15.0, 20.0, 17.75)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.666666666666668)","(8.0, 10.5, 9.4875)","(31.0, 100.0, 64.0)","(6.0, 8.4, 8.036363636363637)","(4.2, 6.4, 5.828571428571429)","(8.0, 12.0, 11.066666666666666)"
09-01-2023 15:24:12.664037,"(5.0, 6.8, 5.872727272727272)","(51.0, 150.0, 80.66666666666666)","(15.0, 20.0, 18.875)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.666666666666668)","(8.0, 10.5, 9.4875)","(31.0, 100.0, 64.0)","(6.0, 8.4, 8.036363636363637)","(4.2, 6.4, 5.828571428571429)","(8.0, 12.0, 11.066666666666666)"
09-01-2023 15:24:13.947811,"(5.0, 6.8, 5.872727272727272)","(51.0, 150.0, 80.66666666666666)","(15.0, 20.0, 17.75)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.666666666666668)","(8.0, 10.5, 9.825)","(31.0, 100.0, 64.0)","(6.0, 8.4, 7.92)","(4.2, 6.4, 5.828571428571429)","(8.0, 12.0, 11.066666666666666)"
09-01-2023 15:24:15.175389,"(5.0, 6.8, 6.044444444444444)","(51.0, 140.0, 77.33333333333333)","(15.0, 20.0, 17.75)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.666666666666668)","(8.0, 10.5, 9.825)","(31.0, 100.0, 64.0)","(6.0, 8.4, 8.0)","(4.2, 6.4, 5.828571428571429)","(8.0, 12.0, 11.066666666666666)"
09-01-2023 15:24:16.468857,"(5.0, 6.8, 6.044444444444444)","(51.0, 140.0, 77.33333333333333)","(15.0, 20.0, 17.75)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.666666666666668)","(8.0, 10.5, 9.4875)","(31.0, 100.0, 64.0)","(6.0, 8.4, 8.218181818181819)","(4.2, 6.4, 5.828571428571429)","(8.0, 12.0, 11.066666666666666)"
09-01-2023 15:24:17.764241,"(5.0, 6.8, 6.044444444444444)","(51.0, 140.0, 77.33333333333333)","(15.0, 20.0, 17.75)","(3.7, 4.5, 4.25)","(12.0, 23.0, 16.666666666666668)","(8.0, 10.5, 9.4875)","(31.0, 100.0, 64.0)","(6.0, 8.4, 8.114285714285714)","(4.2, 6.4, 5.828571428571429)","(8.0, 12.0, 11.066666666666666)"
09-01-2023 15:24:19.028704,"(5.0, 6.8, 5.5200000000000005)","(51.0, 140.0, 77.33333333333333)","(15.0, 20.0, 18.2)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 17.3)","(8.0, 10.5, 9.6)","(31.0, 100.0, 64.0)","(6.0, 8.4, 8.254545454545454)","(4.2, 6.4, 5.6)","(8.0, 12.0, 11.16)"
09-01-2023 15:24:20.271575,"(5.0, 6.8, 5.5200000000000005)","(51.0, 140.0, 77.33333333333333)","(15.0, 20.0, 18.2)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 17.3)","(8.0, 10.5, 9.6)","(31.0, 100.0, 64.0)","(6.0, 8.4, 8.338461538461539)","(4.2, 6.4, 5.6)","(8.0, 12.0, 11.16)"
09-01-2023 15:24:21.482073,"(5.0, 6.8, 5.5200000000000005)","(51.0, 140.0, 77.33333333333333)","(15.0, 20.0, 18.5)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 17.72222222222222)","(8.0, 10.5, 9.6)","(31.0, 100.0, 70.0)","(6.0, 8.4, 7.733333333333333)","(4.2, 6.4, 5.6)","(8.0, 12.0, 11.16)"
09-01-2023 15:24:22.675005,"(5.0, 6.8, 5.6)","(51.0, 140.0, 77.33333333333333)","(15.0, 20.0, 18.5)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 17.72222222222222)","(8.0, 10.5, 9.825)","(31.0, 100.0, 70.0)","(6.0, 8.4, 8.2)","(4.2, 6.4, 5.6)","(8.0, 12.0, 11.377777777777776)"
09-01-2023 15:24:23.921594,"(5.0, 6.8, 5.6)","(51.0, 140.0, 77.33333333333333)","(15.0, 20.0, 18.5)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 17.72222222222222)","(8.0, 10.5, 9.825)","(31.0, 100.0, 70.0)","(6.0, 8.4, 8.254545454545454)","(4.2, 6.4, 5.6)","(8.0, 12.0, 11.422222222222222)"
09-01-2023 15:24:25.165429,"(5.0, 6.8, 5.6)","(51.0, 140.0, 77.33333333333333)","(15.0, 20.0, 18.5)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 17.72222222222222)","(8.0, 10.5, 9.825)","(31.0, 100.0, 70.0)","(6.0, 8.4, 8.330434782608696)","(4.2, 6.4, 5.6)","(8.0, 12.0, 11.422222222222222)"
09-01-2023 15:24:26.429445,"(5.0, 6.8, 5.6)","(51.0, 140.0, 77.33333333333333)","(15.0, 20.0, 18.5)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 17.72222222222222)","(8.0, 10.5, 9.825)","(31.0, 100.0, 70.0)","(6.0, 8.4, 8.24)","(4.2, 6.4, 5.6)","(8.0, 12.0, 11.81111111111111)"
09-01-2023 15:24:27.742932,"(5.0, 6.8, 5.6)","(51.0, 140.0, 77.33333333333333)","(15.0, 20.0, 18.5)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 17.72222222222222)","(8.0, 10.5, 9.825)","(31.0, 100.0, 70.0)","(6.0, 8.4, 10.036111111111111)","(4.2, 6.4, 5.6)","(8.0, 12.5, 11.208333333333334)"
09-01-2023 15:24:29.000591,"(5.0, 6.8, 5.6)","(51.0, 140.0, 77.33333333333333)","(15.0, 20.0, 17.75)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 17.72222222222222)","(8.0, 10.5, 9.825)","(31.0, 100.0, 70.0)","(6.0, 11.5, 9.96)","(4.2, 6.4, 5.6)","(8.0, 12.5, 11.208333333333334)"
09-01-2023 15:24:30.262581,"(5.0, 6.8, 5.6)","(51.0, 140.0, 77.33333333333333)","(15.0, 20.0, 17.75)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 17.72222222222222)","(8.0, 10.5, 9.825)","(31.0, 100.0, 70.0)","(6.0, 11.0, 9.975)","(4.2, 6.4, 5.6)","(8.0, 12.5, 11.57)"
09-01-2023 15:24:31.526645,"(5.0, 6.8, 5.6)","(51.0, 140.0, 77.33333333333333)","(15.0, 20.0, 17.75)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 17.72222222222222)","(8.0, 10.5, 9.825)","(31.0, 100.0, 70.0)","(6.0, 10.5, 9.975)","(4.2, 6.4, 5.6)","(8.0, 12.5, 11.57)"
09-01-2023 15:24:32.710209,"(5.0, 6.8, 5.6)","(51.0, 140.0, 77.33333333333333)","(15.0, 20.0, 17.75)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 17.72222222222222)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.5, 9.709090909090909)","(4.2, 6.4, 5.6)","(8.0, 12.5, 11.57)"
09-01-2023 15:24:33.896933,"(5.0, 6.8, 5.6)","(51.0, 130.0, 87.0)","(15.0, 20.0, 17.75)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 17.72222222222222)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.2)","(4.2, 6.4, 5.6)","(8.0, 12.5, 11.257142857142856)"
09-01-2023 15:24:35.085475,"(5.0, 6.8, 5.6)","(51.0, 130.0, 87.0)","(15.0, 20.0, 17.75)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 17.72222222222222)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.2)","(4.2, 6.4, 5.6)","(8.0, 12.5, 11.709090909090909)"
09-01-2023 15:24:36.281054,"(5.0, 6.8, 5.6)","(51.0, 130.0, 87.0)","(15.0, 20.0, 17.75)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 17.72222222222222)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.466666666666667)","(4.2, 6.4, 5.6)","(8.0, 12.5, 11.92)"
09-01-2023 15:24:37.530065,"(5.0, 6.8, 5.6)","(51.0, 130.0, 72.66666666666667)","(15.0, 20.0, 16.625)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.466666666666667)","(4.2, 6.4, 5.6)","(8.0, 12.5, 11.92)"
09-01-2023 15:24:38.761999,"(5.0, 6.8, 5.6)","(51.0, 130.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.555555555555555)","(4.2, 6.4, 5.6)","(8.0, 12.5, 11.92)"
09-01-2023 15:24:40.037572,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.142857142857142)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.555555555555555)","(4.2, 6.4, 5.6)","(8.0, 12.5, 12.114285714285714)"
09-01-2023 15:24:41.385582,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.555555555555555)","(4.2, 6.4, 5.6)","(8.0, 14.0, 12.942857142857143)"
09-01-2023 15:24:42.627923,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 4.5, 4.28125)","(12.0, 23.0, 16.214285714285715)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.555555555555555)","(4.2, 6.4, 5.6)","(8.0, 13.5, 12.0)"
09-01-2023 15:24:43.846849,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 4.5, 4.766666666666667)","(12.0, 23.0, 15.227272727272727)","(8.0, 10.5, 9.120000000000001)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.18)","(4.2, 6.4, 5.569230769230769)","(8.0, 13.0, 12.0)"
09-01-2023 15:24:45.034734,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 5.7, 4.9)","(12.0, 23.0, 17.3)","(8.0, 10.0, 9.120000000000001)","(31.0, 100.0, 76.8)","(6.0, 9.6, 9.18)","(4.2, 6.4, 5.569230769230769)","(8.0, 13.0, 11.647058823529411)"
09-01-2023 15:24:46.239580,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 5.7, 5.1)","(12.0, 23.0, 17.3)","(8.0, 10.0, 9.120000000000001)","(31.0, 100.0, 76.8)","(6.0, 9.6, 9.18)","(4.2, 6.4, 5.569230769230769)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:24:47.507663,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 5.7, 5.1)","(12.0, 23.0, 17.3)","(8.0, 10.0, 9.825)","(31.0, 100.0, 76.8)","(6.0, 9.6, 9.786666666666667)","(4.2, 6.4, 5.6)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:24:48.756024,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 5.7, 4.575)","(12.0, 23.0, 17.3)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.555555555555555)","(4.2, 6.4, 5.569230769230769)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:24:50.022272,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 5.7, 4.575)","(12.0, 23.0, 19.125)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.555555555555555)","(4.2, 6.4, 5.569230769230769)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:24:51.363310,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 5.7, 4.575)","(12.0, 21.0, 17.045454545454547)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.555555555555555)","(4.2, 6.4, 5.569230769230769)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:24:52.591908,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 5.7, 4.575)","(12.0, 20.0, 17.045454545454547)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.555555555555555)","(4.2, 6.4, 5.569230769230769)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:24:53.858346,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 5.7, 4.575)","(12.0, 20.0, 16.772727272727273)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.786666666666667)","(4.2, 6.4, 5.569230769230769)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:24:55.066025,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 5.7, 4.575)","(12.0, 19.5, 16.25)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.786666666666667)","(4.2, 6.4, 5.569230769230769)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:24:56.287584,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 5.7, 4.575)","(12.0, 19.0, 15.071428571428571)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.786666666666667)","(4.2, 6.4, 5.569230769230769)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:24:57.539885,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 5.7, 4.575)","(12.0, 19.0, 15.071428571428571)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.786666666666667)","(4.2, 6.4, 5.569230769230769)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:24:58.766403,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 5.7, 4.575)","(12.0, 19.0, 15.071428571428571)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.786666666666667)","(4.2, 6.4, 5.569230769230769)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:25:00.053093,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 5.7, 4.575)","(12.0, 19.0, 15.071428571428571)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.786666666666667)","(4.2, 6.4, 5.569230769230769)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:25:01.295083,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 5.7, 4.546153846153846)","(12.0, 19.0, 15.071428571428571)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.786666666666667)","(4.2, 6.4, 5.569230769230769)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:25:02.524327,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 16.625)","(3.7, 5.1, 4.7444444444444445)","(12.0, 19.0, 17.25)","(8.0, 10.5, 9.825)","(31.0, 100.0, 76.8)","(6.0, 10.0, 9.786666666666667)","(4.2, 6.4, 5.6)","(8.0, 12.5, 12.085714285714285)"
09-01-2023 15:25:03.685912,"(5.0, 6.8, 5.6)","(51.0, 120.0, 69.33333333333333)","(15.0, 20.0, 17.42857142857143)","(3.7, 5.1, 4.809090909090909)","(12.0, 18.5, 15.285714285714286)","(8.0, 10.5, 9.25)","(31.0, 100.0, 58.0)","(6.0, 10.0, 9.066666666666666)","(4.2, 6.4, 5.6)","(8.0, 12.5, 12.085714285714285)"
09-01-2023 15:25:04.857949,"(5.0, 6.8, 5.885714285714286)","(51.0, 120.0, 74.4)","(15.0, 20.0, 17.42857142857143)","(3.7, 5.1, 4.809090909090909)","(12.0, 18.5, 15.125)","(8.0, 10.5, 9.0)","(31.0, 100.0, 58.0)","(6.0, 10.0, 9.52)","(4.2, 6.4, 5.569230769230769)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:25:06.049049,"(5.0, 6.8, 5.885714285714286)","(51.0, 120.0, 74.4)","(15.0, 20.0, 17.42857142857143)","(3.7, 5.1, 4.809090909090909)","(12.0, 18.5, 15.125)","(8.0, 10.5, 9.0)","(31.0, 100.0, 58.0)","(6.0, 10.0, 9.733333333333334)","(4.2, 6.4, 5.6)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:25:07.273651,"(5.0, 6.8, 5.885714285714286)","(51.0, 120.0, 74.4)","(15.0, 20.0, 17.42857142857143)","(3.7, 5.1, 4.809090909090909)","(12.0, 18.5, 15.125)","(8.0, 10.5, 9.0)","(31.0, 100.0, 58.0)","(6.0, 10.0, 9.733333333333334)","(4.2, 6.4, 5.6)","(8.0, 12.5, 11.647058823529411)"
09-01-2023 15:25:08.473731,"(5.0, 6.8, 5.885714285714286)","(51.0, 120.0, 74.4)","(15.0, 20.0, 17.42857142857143)","(3.7, 5.1, 4.809090909090909)","(12.0, 18.5, 15.125)","(8.0, 10.5, 9.0)","(31.0, 100.0, 58.0)","(6.0, 10.0, 9.733333333333334)","(4.2, 6.4, 5.6)","(8.0, 12.5, 11.647058823529411)"
