,Marinus,Choose Well,Demon Kingsbrae,Magic Secret,Amber Jack,Magic Charm,Paxton Dutton
05-01-2023 13:22:29.580535,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 7.0, 5.061538461538461)"
05-01-2023 13:22:30.769763,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 7.0, 5.24)"
05-01-2023 13:22:31.939414,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.8, 6.119999999999999)"
05-01-2023 13:22:33.045029,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:34.063001,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:35.178966,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:36.317157,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:37.654062,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:38.868659,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:40.045436,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:41.379476,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:42.573539,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:43.976411,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:45.122631,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:46.315019,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:47.626773,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:48.982989,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:50.535045,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:51.940619,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:53.263975,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 6.119999999999999)"
05-01-2023 13:22:54.357839,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 4.938461538461539)"
05-01-2023 13:22:55.497870,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 4.938461538461539)"
05-01-2023 13:22:56.880538,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 4.938461538461539)"
05-01-2023 13:22:58.086750,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 4.938461538461539)"
05-01-2023 13:22:59.365016,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 4.938461538461539)"
05-01-2023 13:23:00.964831,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 4.938461538461539)"
05-01-2023 13:23:02.322807,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 4.938461538461539)"
05-01-2023 13:23:03.666400,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 4.938461538461539)"
05-01-2023 13:23:05.074561,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.6, 5.800000000000001)"
05-01-2023 13:23:06.398950,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:07.814265,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:09.345572,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:10.468437,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:11.682731,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:12.920407,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:14.005472,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:15.345476,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:16.619412,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:17.716117,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:18.758201,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:19.795438,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:20.848240,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:21.871286,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:22.956775,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:24.034249,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:25.041574,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:26.138929,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:27.236125,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:28.372116,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:29.516913,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:30.602351,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:31.661780,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:33.021852,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:34.093674,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 5.800000000000001)"
05-01-2023 13:23:35.109691,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 6.2, 7.08)"
05-01-2023 13:23:36.111058,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 7.8, 7.08)"
05-01-2023 13:23:37.100183,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:38.083043,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:39.077884,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:40.041402,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:41.093283,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 87.66666666666667)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:42.315946,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:43.411630,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:44.404664,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:45.809039,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:46.860144,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:47.922753,"(2.9, 4.8, 4.698888888888889)","(4.8, 9.6, 8.942857142857143)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:49.225670,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:50.178927,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:51.259775,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:52.292937,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:53.301534,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:54.361784,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:55.410593,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:56.444181,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:57.424580,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:58.450231,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:23:59.442104,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:24:00.446074,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:24:01.369710,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.8, 4.957894736842105)"
05-01-2023 13:24:02.304638,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.6, 5.5600000000000005)"
05-01-2023 13:24:03.447288,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.2, 6.6)"
05-01-2023 13:24:04.454692,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.2, 6.6)"
05-01-2023 13:24:05.361299,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.2, 6.6)"
05-01-2023 13:24:06.271757,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.2, 6.6)"
05-01-2023 13:24:07.283315,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.2, 6.6)"
05-01-2023 13:24:08.224487,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.285714285714285)","(5.5, 13.0, 11.957142857142859)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.2, 5.1230769230769235)"
05-01-2023 13:24:09.220690,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.51)","(5.5, 13.0, 12.2)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.2, 5.826315789473684)"
05-01-2023 13:24:10.233779,"(2.9, 4.8, 4.698888888888889)","(4.8, 10.0, 9.51)","(5.5, 13.0, 12.2)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 7.2, 5.688888888888888)"
05-01-2023 13:24:11.199058,"(2.9, 4.8, 4.698888888888889)","(4.8, 8.8, 7.661538461538462)","(5.5, 13.0, 12.2)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 6.8, 5.688888888888888)"
05-01-2023 13:24:12.186859,"(2.9, 4.8, 4.698888888888889)","(4.8, 8.8, 7.661538461538462)","(5.5, 13.0, 12.2)","(3.3, 5.1, 3.6454545454545455)","(21.0, 100.0, 54.375)","(71.0, 580.0, 325.0)","(4.6, 6.8, 5.466666666666667)"
