,Chip Rock,Arrogant Benji,Spanish Sundance,Five Mile Rose,Sassy Sal,Go Forward Ray,Rutland Georgia,Sketchy Combat
12-01-2023 17:15:36.409257,"(2.7, 4.6, 4.3)","(6.5, 10.5, 9.533333333333333)","(17.0, 27.0, 25.0)","(3.3, 3.7, 3.4499999999999997)","(11.0, 12.5, 11.2)","(7.5, 12.5, 11.15)","(71.0, 280.0, 180.0)","(5.5, 9.8, 9.3)"
12-01-2023 17:15:37.464713,"(2.7, 4.5, 4.1499999999999995)","(6.5, 10.5, 9.533333333333333)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4499999999999997)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.35)","(71.0, 280.0, 180.0)","(5.5, 9.8, 9.684615384615386)"
12-01-2023 17:15:38.576512,"(2.7, 4.4, 4.16)","(6.5, 10.5, 9.533333333333333)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 180.0)","(5.5, 9.8, 9.684615384615386)"
12-01-2023 17:15:39.728501,"(2.7, 4.2, 4.166666666666667)","(6.5, 10.5, 9.533333333333333)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 180.0)","(5.5, 9.8, 9.684615384615386)"
12-01-2023 17:15:40.808067,"(2.7, 4.2, 4.05)","(6.5, 10.5, 9.533333333333333)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 180.0)","(5.5, 9.8, 9.684615384615386)"
12-01-2023 17:15:41.828532,"(2.7, 4.2, 4.05)","(6.5, 10.5, 9.533333333333333)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 180.0)","(5.5, 9.8, 9.520000000000001)"
12-01-2023 17:15:42.855957,"(2.7, 4.2, 4.05)","(6.5, 10.5, 10.1375)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 180.0)","(5.5, 9.8, 9.475000000000001)"
12-01-2023 17:15:43.917936,"(2.7, 4.2, 4.05)","(6.5, 10.5, 10.114285714285714)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 180.0)","(5.5, 9.8, 9.511111111111113)"
12-01-2023 17:15:44.914071,"(2.7, 4.2, 4.05)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.8, 9.511111111111113)"
12-01-2023 17:15:44.877253,"(2.7, 4.2, 4.05)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.8, 9.700000000000001)"
12-01-2023 17:15:45.901502,"(2.7, 4.2, 4.05)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.8, 9.700000000000001)"
12-01-2023 17:15:46.925197,"(2.7, 4.2, 4.05)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.8, 9.65)"
12-01-2023 17:15:47.943840,"(2.7, 4.2, 4.05)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.8, 8.533333333333333)"
12-01-2023 17:15:48.975352,"(2.7, 4.2, 4.05)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 10.0, 8.56)"
12-01-2023 17:15:49.985502,"(2.7, 4.2, 4.05)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 10.0, 9.127272727272727)"
12-01-2023 17:15:51.008094,"(2.7, 4.2, 4.05)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 10.0, 9.127272727272727)"
12-01-2023 17:15:52.034537,"(2.7, 4.2, 4.05)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 10.0, 9.127272727272727)"
12-01-2023 17:15:53.092707,"(2.7, 4.2, 4.05)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 10.0, 9.466666666666667)"
12-01-2023 17:15:54.175614,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 10.0, 9.466666666666667)"
12-01-2023 17:15:55.217400,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.5, 11.285714285714286)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 10.0, 9.466666666666667)"
12-01-2023 17:15:56.176938,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.0, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 10.0, 9.466666666666667)"
12-01-2023 17:15:57.155094,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.65, 3.4454545454545453)","(11.0, 12.0, 11.133333333333333)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 10.0, 9.466666666666667)"
12-01-2023 17:15:58.311744,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.54)","(11.0, 12.0, 11.133333333333333)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 10.0, 9.466666666666667)"
12-01-2023 17:15:59.468526,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.4676470588235295)","(11.0, 12.0, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 10.0, 9.494736842105263)"
12-01-2023 17:16:00.464585,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.4676470588235295)","(11.0, 12.0, 11.2)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.494736842105263)"
12-01-2023 17:16:01.508181,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.4676470588235295)","(11.0, 12.0, 11.333333333333334)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.494736842105263)"
12-01-2023 17:16:02.623449,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.4676470588235295)","(11.0, 12.0, 11.333333333333334)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.494736842105263)"
12-01-2023 17:16:03.722388,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.4676470588235295)","(11.0, 12.0, 11.333333333333334)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.494736842105263)"
12-01-2023 17:16:04.856580,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.4676470588235295)","(11.0, 12.0, 11.333333333333334)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.5)"
12-01-2023 17:16:05.903408,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.4676470588235295)","(11.0, 12.0, 11.333333333333334)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.5)"
12-01-2023 17:16:06.924270,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.4676470588235295)","(11.0, 12.0, 11.333333333333334)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.5)"
12-01-2023 17:16:07.946586,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.4676470588235295)","(11.0, 12.0, 11.333333333333334)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.5)"
12-01-2023 17:16:08.890030,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.4676470588235295)","(11.0, 12.0, 11.333333333333334)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.5)"
12-01-2023 17:16:09.866514,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.4676470588235295)","(11.0, 12.0, 11.333333333333334)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.5)"
12-01-2023 17:16:10.911445,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.4676470588235295)","(11.0, 12.0, 11.333333333333334)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.5)"
12-01-2023 17:16:11.962102,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.4369565217391305)","(11.0, 12.0, 11.333333333333334)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.5)"
12-01-2023 17:16:13.076255,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.4369565217391305)","(11.0, 12.0, 11.333333333333334)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.5)"
12-01-2023 17:16:14.190352,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.4055555555555554)","(11.0, 12.0, 11.333333333333334)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.5)"
12-01-2023 17:16:15.324616,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.25)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.404054054054054)","(11.0, 12.0, 11.25)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 180.0)","(5.5, 9.6, 9.5)"
12-01-2023 17:16:16.556467,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.666666666666666)","(17.0, 27.0, 25.0)","(3.3, 3.6, 3.404054054054054)","(11.0, 11.5, 11.166666666666666)","(7.5, 11.5, 11.309090909090909)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.5)"
12-01-2023 17:16:17.714738,"(2.7, 4.2, 4.1625000000000005)","(6.5, 10.5, 9.666666666666666)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.6, 3.404054054054054)","(11.0, 11.5, 11.166666666666666)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:18.784153,"(2.7, 4.2, 4.1625000000000005)","(6.5, 11.0, 10.2)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.6, 3.404054054054054)","(11.0, 11.5, 11.2)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:19.938572,"(2.7, 4.2, 4.172727272727273)","(6.5, 11.0, 9.885714285714286)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.6, 3.404054054054054)","(11.0, 12.0, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:21.088337,"(2.7, 4.2, 4.1571428571428575)","(6.5, 11.0, 10.290909090909091)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.6, 3.404054054054054)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:22.166747,"(2.7, 4.2, 4.1571428571428575)","(6.5, 11.0, 10.290909090909091)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.6, 3.404054054054054)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:23.186791,"(2.7, 4.2, 4.1571428571428575)","(6.5, 11.0, 10.763636363636364)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.6, 3.404054054054054)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:24.221533,"(2.7, 4.2, 4.172727272727273)","(6.5, 11.0, 10.7)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.6, 3.404054054054054)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:25.334086,"(2.7, 4.2, 4.1571428571428575)","(6.5, 11.0, 9.9)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.6, 3.404054054054054)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:26.406913,"(2.7, 4.2, 4.19)","(6.5, 11.0, 9.9)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.6, 3.404054054054054)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:27.460081,"(2.7, 4.2, 4.19)","(6.5, 11.0, 10.755555555555556)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.6, 3.5166666666666666)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:28.480619,"(2.7, 4.2, 4.19)","(6.5, 11.0, 10.929032258064517)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.55, 3.433333333333333)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:29.516820,"(2.7, 4.2, 4.19)","(6.5, 11.0, 10.929032258064517)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.55, 3.433333333333333)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:30.587449,"(2.7, 4.2, 4.19)","(6.5, 11.0, 10.929032258064517)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.55, 3.4088235294117646)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:31.616713,"(2.7, 4.2, 4.19)","(6.5, 11.0, 10.929032258064517)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.55, 3.3870370370370373)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:32.722035,"(2.7, 4.2, 4.19)","(6.5, 11.0, 10.929032258064517)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.55, 3.3870370370370373)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:33.985629,"(2.7, 4.2, 4.19)","(6.5, 11.0, 10.929032258064517)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.55, 3.3870370370370373)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:35.203082,"(2.7, 4.2, 4.19)","(6.5, 11.0, 10.929032258064517)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.55, 3.3870370370370373)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:36.340515,"(2.7, 4.2, 4.19)","(6.5, 11.0, 10.929032258064517)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.55, 3.4)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:37.526187,"(2.7, 4.2, 4.190625)","(6.5, 11.0, 10.929032258064517)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:38.822567,"(2.7, 4.2, 4.190625)","(6.5, 11.0, 10.929032258064517)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:39.946140,"(2.7, 4.2, 4.190625)","(6.5, 11.0, 10.929032258064517)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.504761904761905)"
12-01-2023 17:16:41.137365,"(2.7, 4.2, 4.190625)","(6.5, 11.0, 10.65625)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.6, 9.123809523809523)"
12-01-2023 17:16:42.263520,"(2.7, 4.2, 4.190625)","(6.5, 11.0, 10.92142857142857)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(5.5, 9.2, 9.123809523809523)"
12-01-2023 17:16:43.300936,"(2.7, 4.2, 4.190625)","(6.5, 11.0, 10.92142857142857)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.125)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:16:44.392722,"(2.7, 4.2, 4.190625)","(6.5, 11.0, 10.92142857142857)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.135714285714286)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:16:45.441066,"(2.7, 4.2, 4.190625)","(6.5, 11.0, 10.92142857142857)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.135714285714286)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:16:46.546068,"(2.7, 4.2, 4.190625)","(6.5, 11.0, 10.92142857142857)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:16:47.635310,"(2.7, 4.2, 4.190625)","(6.5, 11.0, 10.92142857142857)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:16:48.817789,"(2.7, 4.2, 4.190625)","(6.5, 11.0, 10.92142857142857)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:16:49.878799,"(2.7, 4.2, 4.190625)","(6.5, 11.0, 10.92142857142857)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:16:50.888481,"(2.7, 4.2, 4.190625)","(6.5, 11.0, 10.92142857142857)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:16:51.957628,"(2.7, 4.2, 4.190625)","(6.5, 11.0, 10.92142857142857)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:16:53.038456,"(2.7, 4.2, 4.190909090909091)","(6.5, 11.0, 10.92142857142857)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:16:54.084866,"(2.7, 4.2, 4.166666666666667)","(6.5, 11.0, 10.92142857142857)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:16:55.139185,"(2.7, 4.2, 4.166666666666667)","(6.5, 11.0, 10.92142857142857)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:16:56.263068,"(2.7, 4.2, 4.166666666666667)","(6.5, 11.0, 10.92142857142857)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:16:57.387024,"(2.7, 4.2, 4.166666666666667)","(6.5, 11.0, 10.92142857142857)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:16:58.538903,"(2.7, 4.2, 4.134146341463415)","(6.5, 11.0, 10.714285714285714)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:16:59.671479,"(2.7, 4.2, 4.134146341463415)","(6.5, 11.0, 10.92)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:00.723036,"(2.7, 4.2, 4.134146341463415)","(6.5, 11.0, 10.92)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:01.841369,"(2.7, 4.2, 4.134146341463415)","(6.5, 11.0, 10.92)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:02.934000,"(2.7, 4.2, 4.134146341463415)","(6.5, 11.0, 10.92)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:04.006680,"(2.7, 4.2, 4.134146341463415)","(6.5, 11.0, 10.92)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:04.953463,"(2.7, 4.2, 4.134146341463415)","(6.5, 11.0, 10.92)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.4)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 250.71428571428572)","(6.0, 9.2, 9.123809523809523)"
